quarter,region,metric,value,basis,source,quote
4Q22,latam,nights_yoy_pct,23.0,numeric,Airbnb shareholder letter 4Q22,23% higher than Q4 2021
4Q22,latam,revenue_musd,189.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q22,latam,revenue_share_pct,9.94,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q22,na,bea_inbound_foreign_travel_in_us_yoy_pct,95.3,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
4Q22,na,bea_outbound_us_travel_abroad_yoy_pct,90.81,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
4Q22,na,corridor_commentary_na_domestic,,qualitative / management statement,Airbnb shareholder letter 4Q22,"While the majority of travel in North America, both pre-pandemic and now, is domestic, we saw cross-border Nights and Experiences Booked to North America increase approximately 35% in Q4 2022."
4Q22,na,cross_border_nights_growth_to_region_pct,35.0,disclosed numeric,Airbnb shareholder letter 4Q22,This region has historically been reliant on cross-border travel.
4Q22,na,nights_share_est_pct,37.2,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q22,na,nights_yoy_differential_pp,-12.88,derived: region minus total (derived (residual to total)),derived from the two rows above,
4Q22,na,nights_yoy_hi_pct,9.28,derived (residual to total),Airbnb shareholder letter 4Q22,
4Q22,na,nights_yoy_lo_pct,5.28,derived (residual to total),Airbnb shareholder letter 4Q22,
4Q22,na,nights_yoy_pct,7.28,derived (residual to total),Airbnb shareholder letter 4Q22,remained strong with continued growth; cross-border to NA +35%
4Q22,na,revenue_musd,964.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q22,na,revenue_share_pct,50.68,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q22,total,corridor_commentary_fx_neutrality,,qualitative / management statement,Airbnb shareholder letter 4Q22,"Globally, we saw cross-border travel to all regions increase in Q4 2022 from last year despite continued foreign currency volatility."
4Q22,total,cross_border_nights_growth_pct,49.0,disclosed numeric,Airbnb shareholder letter 4Q22,This region has historically been reliant on cross-border travel.
4Q22,total,cross_border_share_of_gross_nights_pct,44.0,disclosed numeric,Airbnb shareholder letter 4Q22,This region has historically been reliant on cross-border travel.
4Q22,total,long_term_stay_share_pct,21.0,disclosed numeric,Airbnb shareholder letter 4Q22,This region has historically been reliant on cross-border travel.
4Q22,total,nights_yoy_pct,20.16,disclosed numeric,Airbnb shareholder letter 4Q22 (KPI table),
4Q22,total,urban_share_of_gross_nights_pct,51.0,disclosed numeric,Airbnb shareholder letter 4Q22,This region has historically been reliant on cross-border travel.
1Q23,apac,cross_border_nights_growth_to_region_pct,160.0,disclosed numeric,Airbnb shareholder letter 1Q23,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q1 2023 compared t"
1Q23,apac,nights_share_est_pct,14.0,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
1Q23,apac,nights_yoy_differential_pp,29.39,derived: region minus total (numeric),derived from the two rows above,
1Q23,apac,nights_yoy_hi_pct,48.0,numeric,Airbnb shareholder letter 1Q23,
1Q23,apac,nights_yoy_lo_pct,48.0,numeric,Airbnb shareholder letter 1Q23,
1Q23,apac,nights_yoy_pct,48.0,numeric,Airbnb shareholder letter 1Q23,Asia Pacific once again increased the most with 48% growth
1Q23,apac,revenue_musd,200.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,apac,revenue_share_pct,11.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,apac,revenue_yoy_pct,47.06,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,emea,adr_yoy_reported_pct,8.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 1Q23,
1Q23,emea,eurostat_eu27_platform_domestic_yoy_pct,16.576,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q23,emea,eurostat_eu27_platform_foreign_share_chg_pp,6.142,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q23,emea,eurostat_eu27_platform_foreign_share_pct,58.632,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q23,emea,eurostat_eu27_platform_foreign_yoy_pct,49.548,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q23,emea,eurostat_eu27_platform_nights_yoy_pct,33.883,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
1Q23,emea,nights_share_est_pct,37.2,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
1Q23,emea,nights_yoy_differential_pp,2.39,derived: region minus total (numeric),derived from the two rows above,
1Q23,emea,nights_yoy_hi_pct,21.0,numeric,Airbnb shareholder letter 1Q23,
1Q23,emea,nights_yoy_lo_pct,21.0,numeric,Airbnb shareholder letter 1Q23,
1Q23,emea,nights_yoy_pct,21.0,numeric,Airbnb shareholder letter 1Q23,grew 21% compared to Q1 2022; ADR +8%
1Q23,emea,revenue_musd,458.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,emea,revenue_share_pct,25.19,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,emea,revenue_yoy_pct,22.79,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,latam,nights_share_est_pct,12.4,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
1Q23,latam,nights_yoy_differential_pp,3.39,derived: region minus total (numeric),derived from the two rows above,
1Q23,latam,nights_yoy_hi_pct,22.0,numeric,Airbnb shareholder letter 1Q23,
1Q23,latam,nights_yoy_lo_pct,22.0,numeric,Airbnb shareholder letter 1Q23,
1Q23,latam,nights_yoy_pct,22.0,numeric,Airbnb shareholder letter 1Q23,22% higher than Q1 2022
1Q23,latam,revenue_musd,235.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,latam,revenue_share_pct,12.93,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,latam,revenue_yoy_pct,32.02,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,na,bea_inbound_foreign_travel_in_us_yoy_pct,69.44,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
1Q23,na,bea_outbound_us_travel_abroad_yoy_pct,84.78,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
1Q23,na,cross_border_nights_growth_to_region_pct,34.0,disclosed numeric,Airbnb shareholder letter 1Q23,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q1 2023 compared t"
1Q23,na,nights_share_est_pct,36.5,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
1Q23,na,nights_yoy_differential_pp,-14.84,derived: region minus total (derived (residual to total)),derived from the two rows above,
1Q23,na,nights_yoy_hi_pct,5.77,derived (residual to total),Airbnb shareholder letter 1Q23,
1Q23,na,nights_yoy_lo_pct,1.77,derived (residual to total),Airbnb shareholder letter 1Q23,
1Q23,na,nights_yoy_pct,3.77,derived (residual to total),Airbnb shareholder letter 1Q23,stable growth compared to the prior quarter; cross-border to NA +34%
1Q23,na,revenue_musd,925.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,na,revenue_share_pct,50.88,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,na,revenue_yoy_pct,12.53,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
1Q23,total,cross_border_nights_growth_pct,36.0,disclosed numeric,Airbnb shareholder letter 1Q23,"Urban and non-urban supply also grew 18% year-over-year. 1,2 A reconciliation of non-GAAP financial measures to the most comparable GAAP measures is provided at the end of this letter. 3 In July 2022,"
1Q23,total,cross_border_share_of_gross_nights_pct,45.0,disclosed numeric,Airbnb shareholder letter 1Q23,"Urban and non-urban supply also grew 18% year-over-year. 1,2 A reconciliation of non-GAAP financial measures to the most comparable GAAP measures is provided at the end of this letter. 3 In July 2022,"
1Q23,total,long_term_stay_share_pct,18.0,disclosed numeric,Airbnb shareholder letter 1Q23,"Urban and non-urban supply also grew 18% year-over-year. 1,2 A reconciliation of non-GAAP financial measures to the most comparable GAAP measures is provided at the end of this letter. 3 In July 2022,"
1Q23,total,nights_yoy_pct,18.61,disclosed numeric,Airbnb shareholder letter 1Q23 (KPI table),
1Q23,total,urban_share_of_gross_nights_pct,48.0,disclosed numeric,Airbnb shareholder letter 1Q23,"Urban and non-urban supply also grew 18% year-over-year. 1,2 A reconciliation of non-GAAP financial measures to the most comparable GAAP measures is provided at the end of this letter. 3 In July 2022,"
2Q23,apac,cross_border_nights_growth_to_region_pct,80.0,disclosed numeric,Airbnb shareholder letter 2Q23,"While the majority of travel in North America remains domestic, we saw continued strong year-over-year growth in cross-border nights booked during the quarter."
2Q23,apac,nights_share_est_pct,14.3,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
2Q23,apac,nights_yoy_differential_pp,13.01,derived: region minus total (numeric),derived from the two rows above,
2Q23,apac,nights_yoy_hi_pct,24.0,numeric,Airbnb shareholder letter 2Q23,
2Q23,apac,nights_yoy_lo_pct,24.0,numeric,Airbnb shareholder letter 2Q23,
2Q23,apac,nights_yoy_pct,24.0,numeric,Airbnb shareholder letter 2Q23,24% year-over-year growth
2Q23,apac,revenue_musd,188.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,apac,revenue_share_pct,7.57,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,apac,revenue_yoy_pct,37.23,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,emea,adr_yoy_reported_pct,8.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 2Q23,
2Q23,emea,cross_border_nights_growth_to_region_pct,15.0,disclosed numeric,Airbnb shareholder letter 2Q23,"While the majority of travel in North America remains domestic, we saw continued strong year-over-year growth in cross-border nights booked during the quarter."
2Q23,emea,eurostat_eu27_platform_domestic_yoy_pct,18.489,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q23,emea,eurostat_eu27_platform_foreign_share_chg_pp,2.011,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q23,emea,eurostat_eu27_platform_foreign_share_pct,63.495,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q23,emea,eurostat_eu27_platform_foreign_yoy_pct,29.106,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q23,emea,eurostat_eu27_platform_nights_yoy_pct,25.016,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
2Q23,emea,nights_share_est_pct,38.0,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
2Q23,emea,nights_yoy_differential_pp,0.95,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
2Q23,emea,nights_yoy_hi_pct,13.94,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q23,
2Q23,emea,nights_yoy_lo_pct,9.94,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q23,
2Q23,emea,nights_yoy_pct,11.94,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q23,"hard comparison, deceleration relative to Q1 2023; ADR +8%"
2Q23,emea,revenue_musd,941.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,emea,revenue_share_pct,37.88,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,emea,revenue_yoy_pct,28.55,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,latam,nights_share_est_pct,12.2,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
2Q23,latam,nights_yoy_differential_pp,11.01,derived: region minus total (numeric),derived from the two rows above,
2Q23,latam,nights_yoy_hi_pct,22.0,numeric,Airbnb shareholder letter 2Q23,
2Q23,latam,nights_yoy_lo_pct,22.0,numeric,Airbnb shareholder letter 2Q23,
2Q23,latam,nights_yoy_pct,22.0,numeric,Airbnb shareholder letter 2Q23,22% higher than Q2 2022
2Q23,latam,revenue_musd,163.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,latam,revenue_share_pct,6.56,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,latam,revenue_yoy_pct,18.98,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,na,adr_yoy_reported_pct,-1.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 2Q23,
2Q23,na,bea_inbound_foreign_travel_in_us_yoy_pct,31.27,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
2Q23,na,bea_outbound_us_travel_abroad_yoy_pct,38.12,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
2Q23,na,cross_border_nights_growth_to_region_pct,20.0,disclosed numeric,Airbnb shareholder letter 2Q23,"While the majority of travel in North America remains domestic, we saw continued strong year-over-year growth in cross-border nights booked during the quarter."
2Q23,na,nights_share_est_pct,35.5,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
2Q23,na,nights_yoy_differential_pp,-10.04,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
2Q23,na,nights_yoy_hi_pct,2.95,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q23,
2Q23,na,nights_yoy_lo_pct,-1.05,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q23,
2Q23,na,nights_yoy_pct,0.95,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 2Q23,acceleration in y/y growth compared to the prior quarter; ADR -1%
2Q23,na,revenue_musd,1192.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,na,revenue_share_pct,47.99,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,na,revenue_yoy_pct,8.56,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
2Q23,total,cross_border_nights_growth_pct,16.0,disclosed numeric,Airbnb shareholder letter 2Q23,"Given the continued macroeconomic uncertainty and elevated ADR, we believe that Airbnb Rooms is an important offering on our platform, especially for the next generation of travelers who tend to be mo"
2Q23,total,cross_border_share_of_gross_nights_pct,45.0,disclosed numeric,Airbnb shareholder letter 2Q23,"Given the continued macroeconomic uncertainty and elevated ADR, we believe that Airbnb Rooms is an important offering on our platform, especially for the next generation of travelers who tend to be mo"
2Q23,total,long_term_stay_share_pct,18.0,disclosed numeric,Airbnb shareholder letter 2Q23,"Given the continued macroeconomic uncertainty and elevated ADR, we believe that Airbnb Rooms is an important offering on our platform, especially for the next generation of travelers who tend to be mo"
2Q23,total,nights_yoy_pct,10.99,disclosed numeric,Airbnb shareholder letter 2Q23 (KPI table),
2Q23,total,urban_share_of_gross_nights_pct,48.0,disclosed numeric,Airbnb shareholder letter 2Q23,"Given the continued macroeconomic uncertainty and elevated ADR, we believe that Airbnb Rooms is an important offering on our platform, especially for the next generation of travelers who tend to be mo"
3Q23,apac,nights_share_est_pct,14.4,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q23,apac,nights_yoy_differential_pp,13.46,derived: region minus total (numeric),derived from the two rows above,
3Q23,apac,nights_yoy_hi_pct,27.0,numeric,Airbnb shareholder letter 3Q23,
3Q23,apac,nights_yoy_lo_pct,27.0,numeric,Airbnb shareholder letter 3Q23,
3Q23,apac,nights_yoy_pct,27.0,numeric,Airbnb shareholder letter 3Q23,sequential acceleration in y/y growth of 27%
3Q23,apac,origin_nights_growth_china_outbound_pct,100.0,disclosed numeric,Airbnb shareholder letter 3Q23,"In Asia Pacific, our business has fully recovered to pre-pandemic levels, with gross nights growing 23% in Q3 2023 compared to Q3 2019.3 China outbound travel increased over 100% in Q3 2023 compared t"
3Q23,apac,revenue_musd,208.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,apac,revenue_share_pct,6.12,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,apac,revenue_yoy_pct,33.33,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,emea,adr_yoy_exfx_pct,6.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 3Q23,
3Q23,emea,cross_border_nights_growth_to_region_pct,11.0,disclosed numeric,Airbnb shareholder letter 3Q23,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q3 2023 compared t"
3Q23,emea,eurostat_eu27_platform_domestic_yoy_pct,9.084,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q23,emea,eurostat_eu27_platform_foreign_share_chg_pp,1.592,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q23,emea,eurostat_eu27_platform_foreign_share_pct,63.087,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q23,emea,eurostat_eu27_platform_foreign_yoy_pct,16.735,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q23,emea,eurostat_eu27_platform_nights_yoy_pct,13.789,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
3Q23,emea,nights_share_est_pct,38.8,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q23,emea,nights_yoy_differential_pp,-3.0,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
3Q23,emea,nights_yoy_hi_pct,12.54,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 3Q23,
3Q23,emea,nights_yoy_lo_pct,8.54,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 3Q23,
3Q23,emea,nights_yoy_pct,10.54,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 3Q23,sequential improvement in the y/y growth rate; ADR ex-FX +6%
3Q23,emea,revenue_musd,1533.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,emea,revenue_share_pct,45.13,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,emea,revenue_yoy_pct,21.38,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,latam,nights_share_est_pct,12.1,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q23,latam,nights_yoy_differential_pp,10.46,derived: region minus total (numeric),derived from the two rows above,
3Q23,latam,nights_yoy_hi_pct,24.0,numeric,Airbnb shareholder letter 3Q23,
3Q23,latam,nights_yoy_lo_pct,24.0,numeric,Airbnb shareholder letter 3Q23,
3Q23,latam,nights_yoy_pct,24.0,numeric,Airbnb shareholder letter 3Q23,24% higher than Q3 2022
3Q23,latam,revenue_musd,178.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,latam,revenue_share_pct,5.24,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,latam,revenue_yoy_pct,28.06,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,na,adr_yoy_reported_pct,-1.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 3Q23,
3Q23,na,bea_inbound_foreign_travel_in_us_yoy_pct,26.36,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
3Q23,na,bea_outbound_us_travel_abroad_yoy_pct,21.4,"third-party statistic (BEA PCE by function, real, y/y)","BEA via FRED, pulled by WS05 2026-09-06",
3Q23,na,cross_border_nights_growth_to_region_pct,25.0,disclosed numeric,Airbnb shareholder letter 3Q23,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q3 2023 compared t"
3Q23,na,nights_share_est_pct,34.6,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
3Q23,na,nights_yoy_differential_pp,-5.92,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
3Q23,na,nights_yoy_hi_pct,9.62,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 3Q23,
3Q23,na,nights_yoy_lo_pct,5.62,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 3Q23,
3Q23,na,nights_yoy_pct,7.62,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 3Q23,modest acceleration compared to the prior quarter; ADR -1%
3Q23,na,revenue_musd,1478.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,na,revenue_share_pct,43.51,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,na,revenue_yoy_pct,11.46,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
3Q23,total,cross_border_nights_growth_pct,17.0,disclosed numeric,Airbnb shareholder letter 3Q23,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q3 2023 compared t"
3Q23,total,cross_border_share_of_gross_nights_pct,45.0,disclosed numeric,Airbnb shareholder letter 3Q23,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q3 2023 compared t"
3Q23,total,long_term_stay_share_pct,18.0,disclosed numeric,Airbnb shareholder letter 3Q23,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q3 2023 compared t"
3Q23,total,nights_yoy_pct,13.54,disclosed numeric,Airbnb shareholder letter 3Q23 (KPI table),
3Q23,total,urban_share_of_gross_nights_pct,49.0,disclosed numeric,Airbnb shareholder letter 3Q23,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q3 2023 compared t"
4Q23,apac,cross_border_nights_growth_to_region_pct,29.0,disclosed numeric,Airbnb shareholder letter 4Q23,We do not anticipate this change to affect the majority of our guests as cross-currency transactions only make up a portion of cross border bookings.
4Q23,apac,nights_share_est_pct,14.8,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q23,apac,nights_yoy_differential_pp,9.98,derived: region minus total (numeric),derived from the two rows above,
4Q23,apac,nights_yoy_hi_pct,22.0,numeric,Airbnb shareholder letter 4Q23,
4Q23,apac,nights_yoy_lo_pct,22.0,numeric,Airbnb shareholder letter 4Q23,
4Q23,apac,nights_yoy_pct,22.0,numeric,Airbnb shareholder letter 4Q23,increased 22% on a year-over-year basis
4Q23,apac,origin_nights_growth_china_outbound_pct,90.0,disclosed numeric,Airbnb shareholder letter 4Q23,"In Q4 2023, nights booked in China on an origin basis increased nearly 90% on a year-over-year basis."
4Q23,apac,revenue_musd,244.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,apac,revenue_share_pct,11.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,apac,revenue_yoy_pct,26.42,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,emea,adr_yoy_exfx_pct,6.0,disclosed numeric (rounded to 1pp in the letter),Airbnb shareholder letter 4Q23,
4Q23,emea,eurostat_eu27_platform_domestic_yoy_pct,17.722,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q23,emea,eurostat_eu27_platform_foreign_share_chg_pp,1.664,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q23,emea,eurostat_eu27_platform_foreign_share_pct,60.291,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q23,emea,eurostat_eu27_platform_foreign_yoy_pct,26.135,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q23,emea,eurostat_eu27_platform_nights_yoy_pct,22.654,"third-party statistic (Eurostat tour_ce_omr experimental, residence of guest)","Eurostat, extracted 2026-07-02 vintage; complete quarters only",
4Q23,emea,nights_share_est_pct,38.7,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q23,emea,nights_yoy_differential_pp,0.27,derived: region minus total (derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR)),derived from the two rows above,
4Q23,emea,nights_yoy_hi_pct,14.29,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 4Q23,
4Q23,emea,nights_yoy_lo_pct,10.29,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 4Q23,
4Q23,emea,nights_yoy_pct,12.29,derived (residual to total; NA-EMEA gap from XBRL revenue growth net of regional ADR),Airbnb shareholder letter 4Q23,stable growth compared to the prior quarter; ADR ex-FX +6%
4Q23,emea,revenue_musd,683.0,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,emea,revenue_share_pct,30.79,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,emea,revenue_yoy_pct,22.84,XBRL srt:StatementGeographicalAxis,10-Q/10-K XBRL via EDGAR,
4Q23,latam,nights_share_est_pct,12.6,WS10 estimate (revenue / regional ADR index),data/processed/overnight/10_regional_panel_quarterly.csv,
4Q23,latam,nights_yoy_differential_pp,9.98,derived: region minus total (numeric),derived from the two rows above,
4Q23,latam,nights_yoy_hi_pct,22.0,numeric,Airbnb shareholder letter 4Q23,
