mapping,nights_3q26_pct,accel_sign,guide_dir_pts,nights_guide_4q26_pct,rev_guide_4q26_musd_mapped,guide_vs_street_bbg_pct,revenue_case,revenue_surprise_pct,E_S1_ex_reopening_pct,E_S1_post2022_pct,E_S2_ex_reopening_pct,E_S2_post2022_pct,E_S2s_ex_reopening_pct,E_S2s_post2022_pct
hnote_1.0pct_per_pt,12.0,1.0,-3.0,9.0,3083,-2.25,guide_mid_4730,-0.3,2.69,5.21,-2.64,1.52,-2.28,-0.59
hnote_1.0pct_per_pt,12.0,1.0,-2.0,10.0,3114,-1.26,delivered_4815,1.5,2.69,5.21,-0.6,2.84,-0.32,3.45
hnote_1.0pct_per_pt,12.0,1.0,-2.0,10.0,3114,-1.26,guide_mid_4730,-0.3,2.69,5.21,-0.6,2.84,-0.23,0.51
hnote_1.0pct_per_pt,12.0,1.0,-1.0,11.0,3146,-0.26,delivered_4815,1.5,2.69,5.21,1.45,4.15,1.73,4.55
hnote_1.0pct_per_pt,12.0,1.0,-1.0,11.0,3146,-0.26,guide_mid_4730,-0.3,2.69,5.21,1.45,4.15,1.82,1.61
hnote_1.0pct_per_pt,12.0,1.0,0.0,12.0,3177,0.73,delivered_4815,1.5,2.69,5.21,3.49,5.46,3.49,5.92
hnote_1.0pct_per_pt,12.0,1.0,0.0,12.0,3177,0.73,guide_mid_4730,-0.3,2.69,5.21,3.49,5.46,3.59,2.98
hnote_1.0pct_per_pt,12.0,1.0,1.0,13.0,3208,1.72,delivered_4815,1.5,2.69,5.21,5.54,6.77,5.26,7.29
hnote_1.0pct_per_pt,12.0,1.0,1.0,13.0,3208,1.72,guide_mid_4730,-0.3,2.69,5.21,5.54,6.77,5.35,4.35
hnote_1.0pct_per_pt,12.0,1.0,2.0,14.0,3240,2.71,delivered_4815,1.5,2.69,5.21,7.58,8.09,7.31,8.39
hnote_1.0pct_per_pt,12.0,1.0,2.0,14.0,3240,2.71,guide_mid_4730,-0.3,2.69,5.21,7.58,8.09,7.4,5.46
hnote_1.0pct_per_pt,12.25,1.0,-3.0,9.25,3091,-2.0,delivered_4815,1.5,2.69,5.21,-2.13,1.85,-1.86,2.62
hnote_1.0pct_per_pt,12.25,1.0,-3.0,9.25,3091,-2.0,guide_mid_4730,-0.3,2.69,5.21,-2.13,1.85,-1.77,-0.31
hnote_1.0pct_per_pt,12.25,1.0,-2.0,10.25,3122,-1.01,delivered_4815,1.5,2.69,5.21,-0.09,3.17,0.19,3.72
hnote_1.0pct_per_pt,12.25,1.0,-2.0,10.25,3122,-1.01,guide_mid_4730,-0.3,2.69,5.21,-0.09,3.17,0.28,0.79
hnote_1.0pct_per_pt,12.25,1.0,-1.0,11.25,3153,-0.02,delivered_4815,1.5,2.69,5.21,1.96,4.48,2.24,4.82
hnote_1.0pct_per_pt,12.25,1.0,-1.0,11.25,3153,-0.02,guide_mid_4730,-0.3,2.69,5.21,1.96,4.48,2.33,1.89
hnote_1.0pct_per_pt,12.25,1.0,0.0,12.25,3185,0.98,delivered_4815,1.5,2.69,5.21,4.0,5.79,4.01,6.19
hnote_1.0pct_per_pt,12.25,1.0,0.0,12.25,3185,0.98,guide_mid_4730,-0.3,2.69,5.21,4.0,5.79,4.1,3.26
hnote_1.0pct_per_pt,12.25,1.0,1.0,13.25,3216,1.97,delivered_4815,1.5,2.69,5.21,6.05,7.1,5.77,7.56
hnote_1.0pct_per_pt,12.25,1.0,1.0,13.25,3216,1.97,guide_mid_4730,-0.3,2.69,5.21,6.05,7.1,5.87,4.63
hnote_1.0pct_per_pt,12.25,1.0,2.0,14.25,3247,2.96,delivered_4815,1.5,2.69,5.21,8.09,8.42,7.82,8.66
hnote_1.0pct_per_pt,12.25,1.0,2.0,14.25,3247,2.96,guide_mid_4730,-0.3,2.69,5.21,8.09,8.42,7.92,5.73
hnote_1.0pct_per_pt,12.5,1.0,-3.0,9.5,3099,-1.75,delivered_4815,1.5,2.69,5.21,-1.62,2.18,-1.35,2.9
hnote_1.0pct_per_pt,12.5,1.0,-3.0,9.5,3099,-1.75,guide_mid_4730,-0.3,2.69,5.21,-1.62,2.18,-1.25,-0.04
hnote_1.0pct_per_pt,12.5,1.0,-2.0,10.5,3130,-0.76,delivered_4815,1.5,2.69,5.21,0.43,3.49,0.7,4.0
hnote_1.0pct_per_pt,12.5,1.0,-2.0,10.5,3130,-0.76,guide_mid_4730,-0.3,2.69,5.21,0.43,3.49,0.8,1.06
hnote_1.0pct_per_pt,12.5,1.0,-1.0,11.5,3161,0.23,delivered_4815,1.5,2.69,5.21,2.47,4.81,2.75,5.1
hnote_1.0pct_per_pt,12.5,1.0,-1.0,11.5,3161,0.23,guide_mid_4730,-0.3,2.69,5.21,2.47,4.81,2.84,2.17
hnote_1.0pct_per_pt,12.5,1.0,0.0,12.5,3193,1.22,delivered_4815,1.5,2.69,5.21,4.51,6.12,4.52,6.47
hnote_1.0pct_per_pt,12.5,1.0,0.0,12.5,3193,1.22,guide_mid_4730,-0.3,2.69,5.21,4.51,6.12,4.61,3.54
hnote_1.0pct_per_pt,12.5,1.0,1.0,13.5,3224,2.22,delivered_4815,1.5,2.69,5.21,6.56,7.43,6.29,7.84
hnote_1.0pct_per_pt,12.5,1.0,1.0,13.5,3224,2.22,guide_mid_4730,-0.3,2.69,5.21,6.56,7.43,6.38,4.9
hnote_1.0pct_per_pt,12.5,1.0,2.0,14.5,3255,3.21,delivered_4815,1.5,2.69,5.21,8.6,8.74,8.33,8.94
hnote_1.0pct_per_pt,12.5,1.0,2.0,14.5,3255,3.21,guide_mid_4730,-0.3,2.69,5.21,8.6,8.74,8.43,6.01
team_0.38pct_per_pt,8.5,-1.0,-3.0,5.5,3071,-2.64,delivered_4815,1.5,-4.02,-6.11,-11.17,-9.92,-10.88,-10.13
team_0.38pct_per_pt,8.5,-1.0,-3.0,5.5,3071,-2.64,guide_mid_4730,-0.3,-4.02,-6.11,-11.17,-9.92,-10.79,-13.06
team_0.38pct_per_pt,8.5,-1.0,-2.0,6.5,3082,-2.27,delivered_4815,1.5,-4.02,-6.11,-10.39,-9.43,-10.11,-9.71
team_0.38pct_per_pt,8.5,-1.0,-2.0,6.5,3082,-2.27,guide_mid_4730,-0.3,-4.02,-6.11,-10.39,-9.43,-10.01,-12.65
team_0.38pct_per_pt,8.5,-1.0,-1.0,7.5,3094,-1.89,delivered_4815,1.5,-4.02,-6.11,-9.62,-8.93,-9.33,-9.3
team_0.38pct_per_pt,8.5,-1.0,-1.0,7.5,3094,-1.89,guide_mid_4730,-0.3,-4.02,-6.11,-9.62,-8.93,-9.24,-12.23
team_0.38pct_per_pt,8.5,-1.0,0.0,8.5,3106,-1.51,delivered_4815,1.5,-4.02,-6.11,-8.84,-8.43,-8.83,-8.61
team_0.38pct_per_pt,8.5,-1.0,0.0,8.5,3106,-1.51,guide_mid_4730,-0.3,-4.02,-6.11,-8.84,-8.43,-8.74,-11.54
team_0.38pct_per_pt,8.5,-1.0,1.0,9.5,3118,-1.14,delivered_4815,1.5,-4.02,-6.11,-8.07,-7.93,-8.34,-7.92
team_0.38pct_per_pt,8.5,-1.0,1.0,9.5,3118,-1.14,guide_mid_4730,-0.3,-4.02,-6.11,-8.07,-7.93,-8.25,-10.86
team_0.38pct_per_pt,8.5,-1.0,2.0,10.5,3130,-0.76,delivered_4815,1.5,-4.02,-6.11,-7.29,-7.43,-7.56,-7.51
team_0.38pct_per_pt,8.5,-1.0,2.0,10.5,3130,-0.76,guide_mid_4730,-0.3,-4.02,-6.11,-7.29,-7.43,-7.47,-10.44
team_0.38pct_per_pt,8.75,-1.0,-3.0,5.75,3074,-2.55,delivered_4815,1.5,-4.02,-6.11,-10.98,-9.8,-10.69,-10.03
team_0.38pct_per_pt,8.75,-1.0,-3.0,5.75,3074,-2.55,guide_mid_4730,-0.3,-4.02,-6.11,-10.98,-9.8,-10.6,-12.96
team_0.38pct_per_pt,8.75,-1.0,-2.0,6.75,3085,-2.17,delivered_4815,1.5,-4.02,-6.11,-10.2,-9.3,-9.91,-9.61
team_0.38pct_per_pt,8.75,-1.0,-2.0,6.75,3085,-2.17,guide_mid_4730,-0.3,-4.02,-6.11,-10.2,-9.3,-9.82,-12.54
team_0.38pct_per_pt,8.75,-1.0,-1.0,7.75,3097,-1.8,delivered_4815,1.5,-4.02,-6.11,-9.42,-8.8,-9.14,-9.19
team_0.38pct_per_pt,8.75,-1.0,-1.0,7.75,3097,-1.8,guide_mid_4730,-0.3,-4.02,-6.11,-9.42,-8.8,-9.04,-12.13
team_0.38pct_per_pt,8.75,-1.0,0.0,8.75,3109,-1.42,delivered_4815,1.5,-4.02,-6.11,-8.65,-8.31,-8.64,-8.51
team_0.38pct_per_pt,8.75,-1.0,0.0,8.75,3109,-1.42,guide_mid_4730,-0.3,-4.02,-6.11,-8.65,-8.31,-8.55,-11.44
team_0.38pct_per_pt,8.75,-1.0,1.0,9.75,3121,-1.04,delivered_4815,1.5,-4.02,-6.11,-7.87,-7.81,-8.14,-7.82
team_0.38pct_per_pt,8.75,-1.0,1.0,9.75,3121,-1.04,guide_mid_4730,-0.3,-4.02,-6.11,-7.87,-7.81,-8.05,-10.75
team_0.38pct_per_pt,8.75,-1.0,2.0,10.75,3133,-0.67,delivered_4815,1.5,-4.02,-6.11,-7.1,-7.31,-7.37,-7.4
team_0.38pct_per_pt,8.75,-1.0,2.0,10.75,3133,-0.67,guide_mid_4730,-0.3,-4.02,-6.11,-7.1,-7.31,-7.27,-10.33
team_0.38pct_per_pt,9.0,-1.0,-3.0,6.0,3077,-2.46,delivered_4815,1.5,-4.02,-6.11,-10.78,-9.67,-10.5,-9.92
team_0.38pct_per_pt,9.0,-1.0,-3.0,6.0,3077,-2.46,guide_mid_4730,-0.3,-4.02,-6.11,-10.78,-9.67,-10.4,-12.86
team_0.38pct_per_pt,9.0,-1.0,-2.0,7.0,3088,-2.08,delivered_4815,1.5,-4.02,-6.11,-10.01,-9.18,-9.72,-9.51
team_0.38pct_per_pt,9.0,-1.0,-2.0,7.0,3088,-2.08,guide_mid_4730,-0.3,-4.02,-6.11,-10.01,-9.18,-9.63,-12.44
team_0.38pct_per_pt,9.0,-1.0,-1.0,8.0,3100,-1.7,delivered_4815,1.5,-4.02,-6.11,-9.23,-8.68,-8.94,-9.09
team_0.38pct_per_pt,9.0,-1.0,-1.0,8.0,3100,-1.7,guide_mid_4730,-0.3,-4.02,-6.11,-9.23,-8.68,-8.85,-12.02
team_0.38pct_per_pt,9.0,-1.0,0.0,9.0,3112,-1.33,delivered_4815,1.5,-4.02,-6.11,-8.46,-8.18,-8.45,-8.4
team_0.38pct_per_pt,9.0,-1.0,0.0,9.0,3112,-1.33,guide_mid_4730,-0.3,-4.02,-6.11,-8.46,-8.18,-8.35,-11.33
team_0.38pct_per_pt,9.0,-1.0,1.0,10.0,3124,-0.95,delivered_4815,1.5,-4.02,-6.11,-7.68,-7.68,-7.95,-7.71
team_0.38pct_per_pt,9.0,-1.0,1.0,10.0,3124,-0.95,guide_mid_4730,-0.3,-4.02,-6.11,-7.68,-7.68,-7.86,-10.65
team_0.38pct_per_pt,9.0,-1.0,2.0,11.0,3136,-0.57,delivered_4815,1.5,-4.02,-6.11,-6.9,-7.19,-7.17,-7.3
team_0.38pct_per_pt,9.0,-1.0,2.0,11.0,3136,-0.57,guide_mid_4730,-0.3,-4.02,-6.11,-6.9,-7.19,-7.08,-10.23
team_0.38pct_per_pt,9.25,-1.0,-3.0,6.25,3080,-2.36,delivered_4815,1.5,-4.02,-6.11,-10.59,-9.55,-10.3,-9.82
team_0.38pct_per_pt,9.25,-1.0,-3.0,6.25,3080,-2.36,guide_mid_4730,-0.3,-4.02,-6.11,-10.59,-9.55,-10.21,-12.75
team_0.38pct_per_pt,9.25,-1.0,-2.0,7.25,3091,-1.98,delivered_4815,1.5,-4.02,-6.11,-9.81,-9.05,-9.52,-9.4
team_0.38pct_per_pt,9.25,-1.0,-2.0,7.25,3091,-1.98,guide_mid_4730,-0.3,-4.02,-6.11,-9.81,-9.05,-9.43,-12.33
team_0.38pct_per_pt,9.25,-1.0,-1.0,8.25,3103,-1.61,delivered_4815,1.5,-4.02,-6.11,-9.04,-8.55,-8.75,-8.98
team_0.38pct_per_pt,9.25,-1.0,-1.0,8.25,3103,-1.61,guide_mid_4730,-0.3,-4.02,-6.11,-9.04,-8.55,-8.65,-11.92
team_0.38pct_per_pt,9.25,-1.0,0.0,9.25,3115,-1.23,delivered_4815,1.5,-4.02,-6.11,-8.26,-8.06,-8.25,-8.3
team_0.38pct_per_pt,9.25,-1.0,0.0,9.25,3115,-1.23,guide_mid_4730,-0.3,-4.02,-6.11,-8.26,-8.06,-8.16,-11.23
team_0.38pct_per_pt,9.25,-1.0,1.0,10.25,3127,-0.86,delivered_4815,1.5,-4.02,-6.11,-7.49,-7.56,-7.76,-7.61
team_0.38pct_per_pt,9.25,-1.0,1.0,10.25,3127,-0.86,guide_mid_4730,-0.3,-4.02,-6.11,-7.49,-7.56,-7.66,-10.54
team_0.38pct_per_pt,9.25,-1.0,2.0,11.25,3139,-0.48,delivered_4815,1.5,-4.02,-6.11,-6.71,-7.06,-6.98,-7.19
team_0.38pct_per_pt,9.25,-1.0,2.0,11.25,3139,-0.48,guide_mid_4730,-0.3,-4.02,-6.11,-6.71,-7.06,-6.89,-10.13
team_0.38pct_per_pt,9.5,-1.0,-3.0,6.5,3082,-2.27,delivered_4815,1.5,-4.02,-6.11,-10.39,-9.43,-10.11,-9.71
team_0.38pct_per_pt,9.5,-1.0,-3.0,6.5,3082,-2.27,guide_mid_4730,-0.3,-4.02,-6.11,-10.39,-9.43,-10.01,-12.65
team_0.38pct_per_pt,9.5,-1.0,-2.0,7.5,3094,-1.89,delivered_4815,1.5,-4.02,-6.11,-9.62,-8.93,-9.33,-9.3
team_0.38pct_per_pt,9.5,-1.0,-2.0,7.5,3094,-1.89,guide_mid_4730,-0.3,-4.02,-6.11,-9.62,-8.93,-9.24,-12.23
team_0.38pct_per_pt,9.5,-1.0,-1.0,8.5,3106,-1.51,delivered_4815,1.5,-4.02,-6.11,-8.84,-8.43,-8.55,-8.88
team_0.38pct_per_pt,9.5,-1.0,-1.0,8.5,3106,-1.51,guide_mid_4730,-0.3,-4.02,-6.11,-8.84,-8.43,-8.46,-11.81
team_0.38pct_per_pt,9.5,-1.0,0.0,9.5,3118,-1.14,delivered_4815,1.5,-4.02,-6.11,-8.07,-7.93,-8.06,-8.19
team_0.38pct_per_pt,9.5,-1.0,0.0,9.5,3118,-1.14,guide_mid_4730,-0.3,-4.02,-6.11,-8.07,-7.93,-7.96,-11.13
team_0.38pct_per_pt,9.5,-1.0,1.0,10.5,3130,-0.76,delivered_4815,1.5,-4.02,-6.11,-7.29,-7.43,-7.56,-7.51
team_0.38pct_per_pt,9.5,-1.0,1.0,10.5,3130,-0.76,guide_mid_4730,-0.3,-4.02,-6.11,-7.29,-7.43,-7.47,-10.44
team_0.38pct_per_pt,9.5,-1.0,2.0,11.5,3142,-0.38,delivered_4815,1.5,-4.02,-6.11,-6.52,-6.94,-6.78,-7.09
team_0.38pct_per_pt,9.5,-1.0,2.0,11.5,3142,-0.38,guide_mid_4730,-0.3,-4.02,-6.11,-6.52,-6.94,-6.69,-10.02
team_0.38pct_per_pt,9.75,-1.0,-3.0,6.75,3085,-2.17,delivered_4815,1.5,-4.02,-6.11,-10.2,-9.3,-9.91,-9.61
team_0.38pct_per_pt,9.75,-1.0,-3.0,6.75,3085,-2.17,guide_mid_4730,-0.3,-4.02,-6.11,-10.2,-9.3,-9.82,-12.54
team_0.38pct_per_pt,9.75,-1.0,-2.0,7.75,3097,-1.8,delivered_4815,1.5,-4.02,-6.11,-9.42,-8.8,-9.14,-9.19
team_0.38pct_per_pt,9.75,-1.0,-2.0,7.75,3097,-1.8,guide_mid_4730,-0.3,-4.02,-6.11,-9.42,-8.8,-9.04,-12.13
team_0.38pct_per_pt,9.75,-1.0,-1.0,8.75,3109,-1.42,delivered_4815,1.5,-4.02,-6.11,-8.65,-8.31,-8.36,-8.78
team_0.38pct_per_pt,9.75,-1.0,-1.0,8.75,3109,-1.42,guide_mid_4730,-0.3,-4.02,-6.11,-8.65,-8.31,-8.27,-11.71
team_0.38pct_per_pt,9.75,-1.0,0.0,9.75,3121,-1.04,delivered_4815,1.5,-4.02,-6.11,-7.87,-7.81,-7.86,-8.09
team_0.38pct_per_pt,9.75,-1.0,0.0,9.75,3121,-1.04,guide_mid_4730,-0.3,-4.02,-6.11,-7.87,-7.81,-7.77,-11.02
team_0.38pct_per_pt,9.75,-1.0,1.0,10.75,3133,-0.67,delivered_4815,1.5,-4.02,-6.11,-7.1,-7.31,-7.37,-7.4
team_0.38pct_per_pt,9.75,-1.0,1.0,10.75,3133,-0.67,guide_mid_4730,-0.3,-4.02,-6.11,-7.1,-7.31,-7.27,-10.33
team_0.38pct_per_pt,9.75,-1.0,2.0,11.75,3145,-0.29,delivered_4815,1.5,-4.02,-6.11,-6.32,-6.81,-6.59,-6.98
team_0.38pct_per_pt,9.75,-1.0,2.0,11.75,3145,-0.29,guide_mid_4730,-0.3,-4.02,-6.11,-6.32,-6.81,-6.5,-9.92
team_0.38pct_per_pt,10.0,-1.0,-3.0,7.0,3088,-2.08,delivered_4815,1.5,-4.02,-6.11,-10.01,-9.18,-9.72,-9.51
team_0.38pct_per_pt,10.0,-1.0,-3.0,7.0,3088,-2.08,guide_mid_4730,-0.3,-4.02,-6.11,-10.01,-9.18,-9.63,-12.44
team_0.38pct_per_pt,10.0,-1.0,-2.0,8.0,3100,-1.7,delivered_4815,1.5,-4.02,-6.11,-9.23,-8.68,-8.94,-9.09
team_0.38pct_per_pt,10.0,-1.0,-2.0,8.0,3100,-1.7,guide_mid_4730,-0.3,-4.02,-6.11,-9.23,-8.68,-8.85,-12.02
team_0.38pct_per_pt,10.0,-1.0,-1.0,9.0,3112,-1.33,delivered_4815,1.5,-4.02,-6.11,-8.46,-8.18,-8.16,-8.67
team_0.38pct_per_pt,10.0,-1.0,-1.0,9.0,3112,-1.33,guide_mid_4730,-0.3,-4.02,-6.11,-8.46,-8.18,-8.07,-11.6
team_0.38pct_per_pt,10.0,-1.0,0.0,10.0,3124,-0.95,delivered_4815,1.5,-4.02,-6.11,-7.68,-7.68,-7.67,-7.98
team_0.38pct_per_pt,10.0,-1.0,0.0,10.0,3124,-0.95,guide_mid_4730,-0.3,-4.02,-6.11,-7.68,-7.68,-7.58,-10.92
team_0.38pct_per_pt,10.0,-1.0,1.0,11.0,3136,-0.57,delivered_4815,1.5,-4.02,-6.11,-6.9,-7.19,-7.17,-7.3
team_0.38pct_per_pt,10.0,-1.0,1.0,11.0,3136,-0.57,guide_mid_4730,-0.3,-4.02,-6.11,-6.9,-7.19,-7.08,-10.23
team_0.38pct_per_pt,10.0,-1.0,2.0,12.0,3148,-0.2,delivered_4815,1.5,-4.02,-6.11,-6.13,-6.69,-6.4,-6.88
team_0.38pct_per_pt,10.0,-1.0,2.0,12.0,3148,-0.2,guide_mid_4730,-0.3,-4.02,-6.11,-6.13,-6.69,-6.3,-9.81
team_0.38pct_per_pt,10.25,0.0,-3.0,7.25,3091,-1.98,delivered_4815,1.5,-0.66,-0.45,-5.95,-3.59,-5.67,-3.38
team_0.38pct_per_pt,10.25,0.0,-3.0,7.25,3091,-1.98,guide_mid_4730,-0.3,-0.66,-0.45,-5.95,-3.59,-5.58,-6.31
team_0.38pct_per_pt,10.25,0.0,-2.0,8.25,3103,-1.61,delivered_4815,1.5,-0.66,-0.45,-5.18,-3.09,-4.9,-2.96
team_0.38pct_per_pt,10.25,0.0,-2.0,8.25,3103,-1.61,guide_mid_4730,-0.3,-0.66,-0.45,-5.18,-3.09,-4.8,-5.9
team_0.38pct_per_pt,10.25,0.0,-1.0,9.25,3115,-1.23,delivered_4815,1.5,-0.66,-0.45,-4.4,-2.59,-4.12,-2.55
team_0.38pct_per_pt,10.25,0.0,-1.0,9.25,3115,-1.23,guide_mid_4730,-0.3,-0.66,-0.45,-4.4,-2.59,-4.03,-5.48
team_0.38pct_per_pt,10.25,0.0,0.0,10.25,3127,-0.86,delivered_4815,1.5,-0.66,-0.45,-3.63,-2.09,-3.62,-1.86
team_0.38pct_per_pt,10.25,0.0,0.0,10.25,3127,-0.86,guide_mid_4730,-0.3,-0.66,-0.45,-3.63,-2.09,-3.53,-4.79
team_0.38pct_per_pt,10.25,0.0,1.0,11.25,3139,-0.48,delivered_4815,1.5,-0.66,-0.45,-2.85,-1.6,-3.13,-1.17
team_0.38pct_per_pt,10.25,0.0,1.0,11.25,3139,-0.48,guide_mid_4730,-0.3,-0.66,-0.45,-2.85,-1.6,-3.04,-4.1
team_0.38pct_per_pt,10.25,0.0,2.0,12.25,3151,-0.1,delivered_4815,1.5,-0.66,-0.45,-2.08,-1.1,-2.35,-0.75
team_0.38pct_per_pt,10.25,0.0,2.0,12.25,3151,-0.1,guide_mid_4730,-0.3,-0.66,-0.45,-2.08,-1.1,-2.26,-3.69
team_0.38pct_per_pt,10.5,0.0,-3.0,7.5,3094,-1.89,delivered_4815,1.5,-0.66,-0.45,-5.76,-3.46,-5.48,-3.28
team_0.38pct_per_pt,10.5,0.0,-3.0,7.5,3094,-1.89,guide_mid_4730,-0.3,-0.66,-0.45,-5.76,-3.46,-5.39,-6.21
team_0.38pct_per_pt,10.5,0.0,-2.0,8.5,3106,-1.51,delivered_4815,1.5,-0.66,-0.45,-4.98,-2.97,-4.7,-2.86
team_0.38pct_per_pt,10.5,0.0,-2.0,8.5,3106,-1.51,guide_mid_4730,-0.3,-0.66,-0.45,-4.98,-2.97,-4.61,-5.79
team_0.38pct_per_pt,10.5,0.0,-1.0,9.5,3118,-1.14,delivered_4815,1.5,-0.66,-0.45,-4.21,-2.47,-3.93,-2.44
team_0.38pct_per_pt,10.5,0.0,-1.0,9.5,3118,-1.14,guide_mid_4730,-0.3,-0.66,-0.45,-4.21,-2.47,-3.83,-5.37
team_0.38pct_per_pt,10.5,0.0,0.0,10.5,3130,-0.76,delivered_4815,1.5,-0.66,-0.45,-3.43,-1.97,-3.43,-1.75
team_0.38pct_per_pt,10.5,0.0,0.0,10.5,3130,-0.76,guide_mid_4730,-0.3,-0.66,-0.45,-3.43,-1.97,-3.34,-4.69
team_0.38pct_per_pt,10.5,0.0,1.0,11.5,3142,-0.38,delivered_4815,1.5,-0.66,-0.45,-2.66,-1.47,-2.93,-1.07
team_0.38pct_per_pt,10.5,0.0,1.0,11.5,3142,-0.38,guide_mid_4730,-0.3,-0.66,-0.45,-2.66,-1.47,-2.84,-4.0
team_0.38pct_per_pt,10.5,0.0,2.0,12.5,3154,-0.01,delivered_4815,1.5,-0.66,-0.45,-1.88,-0.97,-2.16,-0.65
team_0.38pct_per_pt,10.5,0.0,2.0,12.5,3154,-0.01,guide_mid_4730,-0.3,-0.66,-0.45,-1.88,-0.97,-2.06,-3.58
team_0.38pct_per_pt,10.75,1.0,-3.0,7.75,3097,-1.8,delivered_4815,1.5,2.69,5.21,-1.71,2.12,-1.44,2.85
team_0.38pct_per_pt,10.75,1.0,-3.0,7.75,3097,-1.8,guide_mid_4730,-0.3,2.69,5.21,-1.71,2.12,-1.34,-0.08
team_0.38pct_per_pt,10.75,1.0,-2.0,8.75,3109,-1.42,delivered_4815,1.5,2.69,5.21,-0.93,2.62,-0.66,3.27
team_0.38pct_per_pt,10.75,1.0,-2.0,8.75,3109,-1.42,guide_mid_4730,-0.3,2.69,5.21,-0.93,2.62,-0.57,0.33
team_0.38pct_per_pt,10.75,1.0,-1.0,9.75,3121,-1.04,delivered_4815,1.5,2.69,5.21,-0.16,3.12,0.12,3.68
team_0.38pct_per_pt,10.75,1.0,-1.0,9.75,3121,-1.04,guide_mid_4730,-0.3,2.69,5.21,-0.16,3.12,0.21,0.75
team_0.38pct_per_pt,10.75,1.0,0.0,10.75,3133,-0.67,delivered_4815,1.5,2.69,5.21,0.62,3.62,0.61,4.37
team_0.38pct_per_pt,10.75,1.0,0.0,10.75,3133,-0.67,guide_mid_4730,-0.3,2.69,5.21,0.62,3.62,0.71,1.44
team_0.38pct_per_pt,10.75,1.0,1.0,11.75,3145,-0.29,delivered_4815,1.5,2.69,5.21,1.4,4.12,1.11,5.06
team_0.38pct_per_pt,10.75,1.0,1.0,11.75,3145,-0.29,guide_mid_4730,-0.3,2.69,5.21,1.4,4.12,1.2,2.12
team_0.38pct_per_pt,10.75,1.0,2.0,12.75,3157,0.09,delivered_4815,1.5,2.69,5.21,2.17,4.61,1.89,5.48
team_0.38pct_per_pt,10.75,1.0,2.0,12.75,3157,0.09,guide_mid_4730,-0.3,2.69,5.21,2.17,4.61,1.98,2.54
team_0.38pct_per_pt,11.0,1.0,-3.0,8.0,3100,-1.7,delivered_4815,1.5,2.69,5.21,-1.51,2.25,-1.24,2.95
team_0.38pct_per_pt,11.0,1.0,-3.0,8.0,3100,-1.7,guide_mid_4730,-0.3,2.69,5.21,-1.51,2.25,-1.15,0.02
team_0.38pct_per_pt,11.0,1.0,-2.0,9.0,3112,-1.33,delivered_4815,1.5,2.69,5.21,-0.74,2.75,-0.46,3.37
team_0.38pct_per_pt,11.0,1.0,-2.0,9.0,3112,-1.33,guide_mid_4730,-0.3,2.69,5.21,-0.74,2.75,-0.37,0.44
team_0.38pct_per_pt,11.0,1.0,-1.0,10.0,3124,-0.95,delivered_4815,1.5,2.69,5.21,0.04,3.24,0.31,3.79
team_0.38pct_per_pt,11.0,1.0,-1.0,10.0,3124,-0.95,guide_mid_4730,-0.3,2.69,5.21,0.04,3.24,0.41,0.86
team_0.38pct_per_pt,11.0,1.0,0.0,11.0,3136,-0.57,delivered_4815,1.5,2.69,5.21,0.81,3.74,0.81,4.48
team_0.38pct_per_pt,11.0,1.0,0.0,11.0,3136,-0.57,guide_mid_4730,-0.3,2.69,5.21,0.81,3.74,0.9,1.54
team_0.38pct_per_pt,11.0,1.0,1.0,12.0,3148,-0.2,delivered_4815,1.5,2.69,5.21,1.59,4.24,1.3,5.16
team_0.38pct_per_pt,11.0,1.0,1.0,12.0,3148,-0.2,guide_mid_4730,-0.3,2.69,5.21,1.59,4.24,1.4,2.23
team_0.38pct_per_pt,11.0,1.0,2.0,13.0,3160,0.18,delivered_4815,1.5,2.69,5.21,2.36,4.74,2.08,5.58
team_0.38pct_per_pt,11.0,1.0,2.0,13.0,3160,0.18,guide_mid_4730,-0.3,2.69,5.21,2.36,4.74,2.17,2.65
team_0.38pct_per_pt,11.25,1.0,-3.0,8.25,3103,-1.61,delivered_4815,1.5,2.69,5.21,-1.32,2.37,-1.05,3.06
team_0.38pct_per_pt,11.25,1.0,-3.0,8.25,3103,-1.61,guide_mid_4730,-0.3,2.69,5.21,-1.32,2.37,-0.95,0.13
team_0.38pct_per_pt,11.25,1.0,-2.0,9.25,3115,-1.23,delivered_4815,1.5,2.69,5.21,-0.54,2.87,-0.27,3.48
team_0.38pct_per_pt,11.25,1.0,-2.0,9.25,3115,-1.23,guide_mid_4730,-0.3,2.69,5.21,-0.54,2.87,-0.18,0.54
team_0.38pct_per_pt,11.25,1.0,-1.0,10.25,3127,-0.86,delivered_4815,1.5,2.69,5.21,0.23,3.37,0.51,3.89
team_0.38pct_per_pt,11.25,1.0,-1.0,10.25,3127,-0.86,guide_mid_4730,-0.3,2.69,5.21,0.23,3.37,0.6,0.96
team_0.38pct_per_pt,11.25,1.0,0.0,11.25,3139,-0.48,delivered_4815,1.5,2.69,5.21,1.01,3.87,1.0,4.58
team_0.38pct_per_pt,11.25,1.0,0.0,11.25,3139,-0.48,guide_mid_4730,-0.3,2.69,5.21,1.01,3.87,1.1,1.65
