market_key,dump_date,path,bytes,bytes_expected,size_match,sha256,n_lines,url,pulled_at
ireland_leinster_dublin,2023-03-15,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\ireland_leinster_dublin_2023-03-15_reviews.csv.gz,28214583,28214583,True,c86adaa8f755c5c5e57af811bb92207e8525865d1901106019cc4a3ebf30be5b,251067,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/ireland_leinster_dublin_2023-03-15.csv.gz,2026-09-14T18:00:32Z
malta,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\malta_2023-03-31_reviews.csv.gz,27752355,27752355,True,6b0f9d77cb4e1c903ff309d08c15105ea6673f66b19fa177222fe9ee9b6c58c9,196460,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/malta_2023-03-31_data_reviews.csv.gz.csv.gz,2026-09-14T18:00:33Z
united-states_co_denver,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_co_denver_2023-03-31_reviews.csv.gz,26693995,26693995,True,6ce0170c8cff3fdacd8c5a5746a6bf9ddae3ac6dc90361d9168f7dea8016fbf4,275157,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_co_denver_2023-03-31.csv.gz,2026-09-14T18:00:34Z
spain_pv_euskadi,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\spain_pv_euskadi_2023-03-31_reviews.csv.gz,26591400,26591400,True,0e57f32feb94771eb8749c5740ca718069c25cfb58d7d3344fb4424502c12f6d,240282,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/spain_pv_euskadi_2023-03-31.csv.gz,2026-09-14T18:00:34Z
canada_bc_victoria,2023-03-30,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\canada_bc_victoria_2023-03-30_reviews.csv.gz,25923134,25923134,True,885e2fe8980bfef9c009370b5b898f3a38f5c25905111e7180ee4b39b36427f1,248074,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/canada_bc_victoria_2023-03-30.csv.gz,2026-09-14T18:00:35Z
belgium_bru_brussels,2023-03-24,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\belgium_bru_brussels_2023-03-24_reviews.csv.gz,25637434,25637434,True,a4e3eb03a1ce3ac2e0f3c5ce2558e002c3a3db4c9ca7e941138d57c7425278f0,235400,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/belgium_bru_brussels_2023-03-24.csv.gz,2026-09-14T18:00:36Z
canada_bc_vancouver,2023-03-14,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\canada_bc_vancouver_2023-03-14_reviews.csv.gz,24568820,24568820,True,6f094b4583ef4e86f51bd3137e27113a02d2ffc0ea61e01b614a5a1d597d59da,225446,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/canada_bc_vancouver_2023-03-14.csv.gz,2026-09-14T18:00:37Z
australia_nsw_northern-rivers,2023-03-18,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\australia_nsw_northern-rivers_2023-03-18_reviews.csv.gz,23237464,23237464,True,a3348a0b7cbb8b7a19d844eddaafe760671ba11703a1e5b23653904834c27201,239133,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/australia_nsw_northern-rivers_2023-03-18.csv.gz,2026-09-14T18:00:38Z
chile_rm_santiago,2023-03-29,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\chile_rm_santiago_2023-03-29_reviews.csv.gz,21870968,21870968,True,a8fa924bede7f5bde90418ecc3ce496892011f26a720f0392386fe587e7b0aca,245638,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/chile_rm_santiago_2023-03-29.csv.gz,2026-09-14T18:00:39Z
italy_emilia-romagna_bologna,2023-03-19,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\italy_emilia-romagna_bologna_2023-03-19_reviews.csv.gz,21645925,21645925,True,7bf0e6d7b25bc5d94e0d09ffc4c353776137ced0a903a8348e99b0a403acbf58,184796,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/italy_emilia-romagna_bologna_2023-03-19.csv.gz,2026-09-14T18:00:40Z
united-states_mn_twin-cities-msa,2023-03-23,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_mn_twin-cities-msa_2023-03-23_reviews.csv.gz,20333569,20333569,True,f981c43c5876c0e9a49096e34eda6a846fcd380a6f7978ed9933557e922ffd38,203099,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_mn_twin-cities-msa_2023-03-23.csv.gz,2026-09-14T18:00:40Z
united-states_ri_rhode-island,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ri_rhode-island_2023-03-31_reviews.csv.gz,20089697,20089697,True,7a8130a9682977539899b02692a24b657310074308e41c154e70d838208ba119,191122,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ri_rhode-island_2023-03-31.csv.gz,2026-09-14T18:00:41Z
united-states_ca_santa-clara-county,2023-03-26,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ca_santa-clara-county_2023-03-26_reviews.csv.gz,19689702,19689702,True,0e1394f0eaeb176da316a05d9a87d626c47f644ca238ce2d0d7b88af5a36a0fc,204345,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ca_santa-clara-county_2023-03-26.csv.gz,2026-09-14T18:00:41Z
australia_nsw_mid-north-coast,2023-05-13,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\australia_nsw_mid-north-coast_2023-05-13_reviews.csv.gz,19097240,19097240,True,65954ce2b20837387fb940241f304cf076ebf0c983cd8bf977bc3348d22aff35,201529,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/australia_nsw_mid-north-coast_2023-05-13.csv.gz,2026-09-14T18:00:42Z
united-states_tx_dallas,2023-05-18,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_tx_dallas_2023-05-18_reviews.csv.gz,18902209,18902209,True,5a223af0cdf25de9461f0cff6a7c5d287ddb5fc21c1dcb2b5e467e4b3a8abb7e,202820,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_tx_dallas_2023-05-18.csv.gz,2026-09-14T18:00:42Z
united-states_ca_san-mateo-county,2023-03-26,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ca_san-mateo-county_2023-03-26_reviews.csv.gz,18034530,18034530,True,cd73b5fe4073236b4baa501e0fe2cf7a7c87c2eb995dbe83821a1314cbeaddca,173107,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ca_san-mateo-county_2023-03-26.csv.gz,2026-09-14T18:00:43Z
united-states_ma_boston,2023-03-19,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ma_boston_2023-03-19_reviews.csv.gz,17794466,17794466,True,33e3cea87a80efc2084a1bae4ce108a39b45a83ac0987d45b96bfecbf9eadf27,162917,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ma_boston_2023-03-19.csv.gz,2026-09-14T18:00:43Z
united-states_ca_santa-cruz-county,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ca_santa-cruz-county_2023-03-31_reviews.csv.gz,15969476,15969476,True,c4a99caaa9c013ec6c74960becbc68a8e1834a56bbd70959165dab5869c54508,140860,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ca_santa-cruz-county_2023-03-31.csv.gz,2026-09-14T18:00:44Z
germany_bv_munich,2023-03-29,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\germany_bv_munich_2023-03-29_reviews.csv.gz,15151103,15151103,True,92a781f12937db00cb098499eb32ca354da9dddc338e26c07dc5a941c62164a3,134869,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/germany_bv_munich_2023-03-29.csv.gz,2026-09-14T18:00:44Z
greece_central-macedonia_thessaloniki,2023-03-27,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\greece_central-macedonia_thessaloniki_2023-03-27_reviews.csv.gz,15031800,15031800,True,9507c5f56e7c7ee78293acfc0eeb8c6cfb8d1bc7f5ecb1c6732a8e6f54e7881f,139938,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/greece_central-macedonia_thessaloniki_2023-03-27.csv.gz,2026-09-14T18:00:45Z
australia_vic_mornington-peninsula,2023-03-17,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\australia_vic_mornington-peninsula_2023-03-17_reviews.csv.gz,14808419,14808419,True,8f3cb8fb1fe84c1f459b4e296b675f1c8db04ea6385d68007b5eaf67983905ec,161408,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/australia_vic_mornington-peninsula_2023-03-17.csv.gz,2026-09-14T18:00:45Z
united-kingdom_england_greater-manchester,2023-03-27,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-kingdom_england_greater-manchester_2023-03-27_reviews.csv.gz,14561934,14561934,True,9aa73231ca5e42117522c4c31c49c73f89f0e0e429bc5befe20a6578493f5c42,157065,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-kingdom_england_greater-manchester_2023-03-27.csv.gz,2026-09-14T18:00:45Z
taiwan_northern-taiwan_taipei,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\taiwan_northern-taiwan_taipei_2023-03-31_reviews.csv.gz,14486920,14486920,True,541bd4f6f9d8f2c972b25af5a6d36838f8d7b5ccb1285385568e3f53350e6ec6,121155,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/taiwan_northern-taiwan_taipei_2023-03-31.csv.gz,2026-09-14T18:00:46Z
italy_trentino-alto-adige-südtirol_trentino,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\italy_trentino-alto-adige-südtirol_trentino_2023-03-31_reviews.csv.gz,13982292,13982292,True,e0e78be05cc94237d46cddfb09c3a976928f879fb9505750fa2128804a41878d,110272,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/italy_trentino-alto-adige-südtirol_trentino_2023-03-31.csv.gz,2026-09-14T18:00:46Z
norway_oslo_oslo,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\norway_oslo_oslo_2023-03-31_reviews.csv.gz,13178058,13178058,True,89707f77dbfc6bd32cc98f785e90c33921fcc24ec44ef3ae1ef7276661b7e5f6,121463,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/norway_oslo_oslo_2023-03-31.csv.gz,2026-09-14T18:00:46Z
united-states_ca_oakland,2023-03-24,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ca_oakland_2023-03-24_reviews.csv.gz,12872260,12872260,True,7905934ca212d8ac6fb22d0a4cd7015302e67ebd479984c985f9677e4009154a,115946,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ca_oakland_2023-03-24.csv.gz,2026-09-14T18:00:47Z
canada_qc_quebec-city,2023-05-13,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\canada_qc_quebec-city_2023-05-13_reviews.csv.gz,11396559,11396559,True,d467ff595a27b3fcafdf63a7be4568a721618bedc425c245cc7ecda3a2455e78,112627,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/canada_qc_quebec-city_2023-05-13.csv.gz,2026-09-14T18:00:47Z
sweden_stockholms-län_stockholm,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\sweden_stockholms-län_stockholm_2023-03-31_reviews.csv.gz,10836104,10836104,True,b08b874ef3c708075bd87f15ec7b295db0c2c39a57b788e0df2c8f7b60bcb10a,93657,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/sweden_stockholms-län_stockholm_2023-03-31.csv.gz,2026-09-14T18:00:47Z
china_hk_hong-kong,2023-03-24,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\china_hk_hong-kong_2023-03-24_reviews.csv.gz,10667984,10667984,True,eb525ac70ec72a3b6a319a386d9a0def459b72346d1f9a91f7441b94d3750714,90125,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/china_hk_hong-kong_2023-03-24.csv.gz,2026-09-14T18:00:48Z
latvia_riga_riga,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\latvia_riga_riga_2023-03-31_reviews.csv.gz,10528123,10528123,True,252ccdef50a288bbcc6f2e7c7239b95922cf2ffa156129da60636e5f4e811fad,96708,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/latvia_riga_riga_2023-03-31.csv.gz,2026-09-14T18:00:48Z
united-states_oh_columbus,2023-03-28,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_oh_columbus_2023-03-28_reviews.csv.gz,10365246,10365246,True,9e994d3b9957fad9de1081a9941effc1674d2ca8c6874d312091aa0cd340c860,116437,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_oh_columbus_2023-03-28.csv.gz,2026-09-14T18:00:48Z
switzerland_vd_vaud,2023-05-03,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\switzerland_vd_vaud_2023-05-03_reviews.csv.gz,10238299,10238299,True,67e290bb66a485fc0ec05e997a8f66a8096eb5c43f8ac60fbf8c08866ec747b6,94820,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/switzerland_vd_vaud_2023-05-03.csv.gz,2026-09-14T18:00:48Z
italy_lombardia_bergamo,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\italy_lombardia_bergamo_2023-03-31_reviews.csv.gz,10025407,10025407,True,0622cd5a383a87872a6bf114d6bf4deb84b615808472eb20f18a3a5eed5dfa72,82240,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/italy_lombardia_bergamo_2023-03-31.csv.gz,2026-09-14T18:00:49Z
united-kingdom_england_bristol,2023-03-28,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-kingdom_england_bristol_2023-03-28_reviews.csv.gz,9929435,9929435,True,279a8f078ff2b47eacaed43ab4b784e3d563f92308debe05f16900a012d263b0,107267,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-kingdom_england_bristol_2023-03-28.csv.gz,2026-09-14T18:00:49Z
canada_nb_new-brunswick,2023-03-30,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\canada_nb_new-brunswick_2023-03-30_reviews.csv.gz,9659102,9659102,True,74cb61f1c32a40a19c9e705575e64381643eccb4c128ec0a10221a5ba114b76f,100491,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/canada_nb_new-brunswick_2023-03-30.csv.gz,2026-09-14T18:00:49Z
belgium_vlg_antwerp,2023-03-29,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\belgium_vlg_antwerp_2023-03-29_reviews.csv.gz,8989064,8989064,True,8f32cef9a981d2e1dda3b5351061e673ea2b6e364d349fab22a2840c65594091,85327,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/belgium_vlg_antwerp_2023-03-29.csv.gz,2026-09-14T18:00:49Z
belize_bz_belize,2023-03-30,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\belize_bz_belize_2023-03-30_reviews.csv.gz,8707668,8707668,True,463df76adbf46c0b8a212cdada7fb82e833d68bda2a6801ef4f641fdc71db609,55634,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/belize_bz_belize_2023-03-30.csv.gz,2026-09-14T18:00:50Z
belgium_vlg_ghent,2023-03-28,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\belgium_vlg_ghent_2023-03-28_reviews.csv.gz,7383639,7383639,True,30cb42ad79e9e65c49d1df6542916329b96509929fefbe8914b9e2c54094af3c,65136,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/belgium_vlg_ghent_2023-03-28.csv.gz,2026-09-14T18:00:50Z
switzerland_zürich_zurich,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\switzerland_zürich_zurich_2023-03-31_reviews.csv.gz,7115134,7115134,True,64609bd1423a9f073fc5d802b0605c07b87e145cedbae2034df1f17b3e067184,64925,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/switzerland_zürich_zurich_2023-03-31.csv.gz,2026-09-14T18:00:50Z
spain_islas-baleares_menorca,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\spain_islas-baleares_menorca_2023-03-31_reviews.csv.gz,6930713,6930713,True,133dca14d3156a127f463555f639f3c68bf4267cd3d503db155e932e9a64774e,51917,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/spain_islas-baleares_menorca_2023-03-31.csv.gz,2026-09-14T18:00:50Z
switzerland_geneva_geneva,2023-03-30,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\switzerland_geneva_geneva_2023-03-30_reviews.csv.gz,6222839,6222839,True,24cbfda1c6c0b4d62b20abed7683e8af8859e0a4a4bba894fed97e671303041d,58704,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/switzerland_geneva_geneva_2023-03-30.csv.gz,2026-09-14T18:00:50Z
united-states_tx_fort-worth,2023-03-15,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_tx_fort-worth_2023-03-15_reviews.csv.gz,5827296,5827296,True,72b4f45cb5fe65b1ef086d1c8fd983b95112fb97417f9c9a813e53b06e104e4b,64518,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_tx_fort-worth_2023-03-15.csv.gz,2026-09-14T18:00:50Z
united-states_ma_cambridge,2023-03-29,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ma_cambridge_2023-03-29_reviews.csv.gz,5441970,5441970,True,6c9c55fd5a276204c1fa6b5889076d29144fae4dc2c299044f4daa769a9e604f,52691,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ma_cambridge_2023-03-29.csv.gz,2026-09-14T18:00:50Z
united-states_nj_jersey-city,2023-03-26,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_nj_jersey-city_2023-03-26_reviews.csv.gz,4559218,4559218,True,10f1c001ff47b97a621c76ad920e9bdcbc95eb52259b3b235be196e0b390379f,39130,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_nj_jersey-city_2023-03-26.csv.gz,2026-09-14T18:00:51Z
canada_mb_winnipeg,2023-03-17,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\canada_mb_winnipeg_2023-03-17_reviews.csv.gz,4227459,4227459,True,273dee92f3de1e67a060e180c85a17a92b2dc10b0c6f463290ee61358caf5943,50411,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/canada_mb_winnipeg_2023-03-17.csv.gz,2026-09-14T18:00:51Z
the-netherlands_south-holland_rotterdam,2023-03-26,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\the-netherlands_south-holland_rotterdam_2023-03-26_reviews.csv.gz,4154124,4154124,True,20745263dd0767352b1f499ae0bd5cd3ce0b0c37ff21dd5be40b3ef9cefcc21e,38005,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/the-netherlands_south-holland_rotterdam_2023-03-26.csv.gz,2026-09-14T18:00:51Z
the-netherlands_south-holland_the-hague,2023-03-26,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\the-netherlands_south-holland_the-hague_2023-03-26_reviews.csv.gz,4138665,4138665,True,0d089ec2133433eaf5c2c0c6f12e16c9fd6bb0f473bf64d4774c9c8e696c1838,37095,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/the-netherlands_south-holland_the-hague_2023-03-26.csv.gz,2026-09-14T18:00:51Z
singapore_sg_singapore,2023-03-29,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\singapore_sg_singapore_2023-03-29_reviews.csv.gz,3752813,3752813,True,b3ebacb3bb08c87ec129ef1eab705b3b6458fc6bdfb0645a8166f5c71ff09c6d,33003,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/singapore_sg_singapore_2023-03-29.csv.gz,2026-09-14T18:00:51Z
united-states_nj_newark,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_nj_newark_2023-03-31_reviews.csv.gz,3367477,3367477,True,a7310e689ec7016fa3e79b43904a46fe59ec95ab1c3da8463dba04bec27881c4,37595,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_nj_newark_2023-03-31.csv.gz,2026-09-14T18:00:51Z
united-states_mt_bozeman,2023-05-13,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_mt_bozeman_2023-05-13_reviews.csv.gz,2571840,2571840,True,e3ba0290fad07ea246db2f41a14ab70c857695482a74da11f050912a56a3519d,28580,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_mt_bozeman_2023-05-13.csv.gz,2026-09-14T18:00:51Z
united-states_ca_pacific-grove,2023-03-31,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_ca_pacific-grove_2023-03-31_reviews.csv.gz,2268917,2268917,True,4acdc87502927eea979e1549e52fec432148de1297a0df116ca74c93d60bbec7,20064,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_ca_pacific-grove_2023-03-31.csv.gz,2026-09-14T18:00:51Z
australia_sa_barossa-valley,2023-03-29,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\australia_sa_barossa-valley_2023-03-29_reviews.csv.gz,1621360,1621360,True,e77ce39509363fee5a889165dcb9b644eb33688ea8ef275b923cd828c5bd2a59,16725,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/australia_sa_barossa-valley_2023-03-29.csv.gz,2026-09-14T18:00:51Z
united-states_or_salem-or,2023-03-26,C:\Users\krish\abnb_ia_capture\ia_reviews_vintage2023\united-states_or_salem-or_2023-03-26_reviews.csv.gz,1378021,1378021,True,370fc4142c1c956a86d2082eb3885b5cfb9fc9205d4ef2ca690d8c469f7ec6a9,14887,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023/resolve/main/raw_dl/united-states_or_salem-or_2023-03-26.csv.gz,2026-09-14T18:00:51Z
