quarter,metric,scenario,value,lower,upper,units,information_date,evidence_status,source_ref,treatment,baseline_being_replaced,baseline_value_usd,embedded_fx,embedded_hedges,adoption_status,reference_basis,source_reference,package,source_period,source_information_date,package_input_file,bundle_payload_reference,baseline_replaced,limitations,lower_bound,upper_bound,replacement_vs_incremental,consumption_status,l4_may_consume_now,direct_l4_model_application,not_consume_reason,exact_additional_inputs,gap_ids,metric_definition,bounds_meaning,parent_baseline_contract,dependency_contract,same_basis_expectations_rule,classification_information_date,model_adoption,original_row_sha256,original_row_number
2026Q3,rnpl_fx_incremental_replacement,fx1.05_nonusd0.56_u1.00_last_recognition_month,116809459.326,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T-B: incremental difference representing replacement of embedded booking FX; not an independent revenue driver.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,79194cf21549665fec2c0b684d792e95c73fef25f62d18ca631ef28045120741,700
2026Q3,rnpl_fx_replacement_multiplier,fx1.05_nonusd0.56_u1.00_last_recognition_month,1.02429297893,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T/B: ratio of retimed to ordinary-booking kernel; one alternative representation of the same replacement.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,17d9040b212a502a21cdbbf15ebb26986a9fb483b6dbebc5e53b57acce4295ef,701
2026Q3,rnpl_fx_level_multiplier,fx1.05_nonusd0.56_u1.00_last_recognition_month,1.04720701329,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T/R0: reference-level factor; never a multiplier on the reported-USD kernel.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,00603829e4f797d66dad4bb233c1eda898fac166efb2426a1b16855b08731895,702
2026Q3,reference_normalized_kernel_revenue,fx0.95_nonusd0.56_u1.00_prior_month_payment_fixing,4703150691.61,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,"R0: inherited lambda times fixed-reference-currency weighted exposure; diagnostic denominator, not new revenue.",No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,f0b3818f2ff1653af8c5ef5f1f763d58e506558df37f8f7da993ae6c1cbe7a5c,703
2026Q3,ordinary_booking_kernel_revenue,fx0.95_nonusd0.56_u1.00_prior_month_payment_fixing,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,B: ordinary booking-FX kernel identity tied to the named inherited reported-USD baseline.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,42cd3bd7ed9f1f29adbfaa30a37dc67629fb16e63091e2f02e91e742c44e12a5,704
2026Q3,rnpl_retimed_kernel_revenue,fx0.95_nonusd0.56_u1.00_prior_month_payment_fixing,4782909914.2,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T: cohort retiming scenario level; conditional alternative to the same B baseline.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,9bfa562379d6781e492b60deca006ed5919d3b1a6b09d412da7851dc906f45fb,705
2026Q3,rnpl_fx_incremental_replacement,fx0.95_nonusd0.56_u1.00_prior_month_payment_fixing,-25453015.2923,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T-B: incremental difference representing replacement of embedded booking FX; not an independent revenue driver.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,b328ba7505ef88fa0c6ea2bfa5b861820a8b2c5321a187debead7c387b39f7d9,706
2026Q3,rnpl_fx_replacement_multiplier,fx0.95_nonusd0.56_u1.00_prior_month_payment_fixing,0.994706511204,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,usable_as_conditional_scenario,Display the existing conditional arithmetic with its exact baseline and all assumed exposures/timing labels.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T/B: ratio of retimed to ordinary-booking kernel; one alternative representation of the same replacement.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,66c0e28fa79cb0c7617f39a8fbb546cbc3afca1f469bff08e6598eee905ec854,707
2026Q3,rnpl_fx_level_multiplier,fx0.95_nonusd0.56_u1.00_prior_month_payment_fixing,1.01695867894,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,T/R0: reference-level factor; never a multiplier on the reported-USD kernel.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,e3c27d5c2940a0eb97d9eba101ee3fd2851b61a20dfe6f666a6a12d2ad7b104e,708
2026Q3,reference_normalized_kernel_revenue,fx1.00_nonusd0.56_u1.00_prior_month_payment_fixing,4703150691.61,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,"R0: inherited lambda times fixed-reference-currency weighted exposure; diagnostic denominator, not new revenue.",No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,b7b802a8a9502ef472658ce2a40bb3ec429b640ed2268a04a55878bf998857a1,709
2026Q3,ordinary_booking_kernel_revenue,fx1.00_nonusd0.56_u1.00_prior_month_payment_fixing,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,descriptive_only,Display the reference/baseline identity and accounting checks only.,blocked,"No empirical cohort identification, matched L4 baseline or reconciled forward hedge; existing JSON interface does not accept this metric/manifest.","New immutable accepted integration version translating appropriate rows to L4 JSON revenue_adapter schema; actual source commit membership and payload hashes verified. | Exact L4 quarter/scenario/revenue_musd, lag-1/lag-2 cohort_gbv_musd, matching lambda policy and reference exposures reconstructing each USD GBV; explicit USD to USDm division by 1000000 where relevant. | Verified baseline hedge contribution h in USDm for each target with hedge_source_ref and hedge_evidence_status=verified_baseline_reconciliation; lambda/baseline reconciliation that permits (R-h)*T/B+h. | Surviving recognized-revenue reference exposures by booking quarter/currency; u on that same cohort denominator; full p recognition allocation summing to one; observed/assumed status and all source/vintage fields. | Per-currency booking, recognition and fixed-reference rate quote/source cutoffs; USD-per-currency direction; reference identifier; exact averaging windows/coverage; observed-versus-scenario flags, input checksums and transformation chain. Preserve quote<=source<=as-of for observed data. | Choose exactly one compatible representation: replacement level T, incremental T-B, or multiplier T/B. Reconcile baseline hedge and distinguish reported USD GBV booking FX from timing replacement.",L4_FORMAT;FX_BASELINE;FX_HEDGE;FX_EXPOSURE;FX_ROOT_QUOTES;FX_ROUTE,B: ordinary booking-FX kernel identity tied to the named inherited reported-USD baseline.,No bounds supplied; absence is not zero or a probability interval.,inherited_K0_Q3_2026_reported_USD_kernel,"Same quarter/scenario R0,B,T cohort construction and selected FX/u/p assumptions; T, T-B and T/B are mutually exclusive representations.",Revenue consensus is not expected management guide; see GUIDE_EXPECTATIONS.,2026-09-14,none; unchanged fixed operational policy,8943252a9b5d13aa6c5abe34b16d43bbe2a89ce8b2903a7a57d96612ff9ebf59,710
