quarter,scenario,line,ws06,mine,diff,tolerance,is_finding,explanation
4Q27,bear,lagged_gbv_musd,26707.9,28015.8844,1307.9844,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
4Q27,bear,revenue_musd,3212.9091,3370.2528,157.3437,15.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
4Q27,bear,revenue_yoy_pct,2.8524,7.8893,5.0369,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
4Q27,bear,take_rate_pct,13.6344,13.866,0.2316,0.3,False,inside tolerance
4Q27,bear,fx_pts_revenue,-1.7,0.38,2.08,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
FY26,bear,revenue_musd,14213.8425,14213.8425,0.0,15.0,False,inside tolerance
FY26,bear,revenue_yoy_pct,16.1167,16.1167,-0.0,0.3,False,inside tolerance
FY26,bear,nights_mm,581.108,581.108,0.0,0.5,False,inside tolerance
FY26,bear,nights_yoy_pct,9.0259,9.0259,-0.0,0.3,False,inside tolerance
FY26,bear,gbv_musd,104393.2,104393.1704,-0.0296,100.0,False,inside tolerance
FY26,bear,take_rate_pct,13.6157,13.6157,-0.0,0.3,False,inside tolerance
FY27,bear,revenue_musd,14948.3339,15521.5623,573.2284,15.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
FY27,bear,revenue_yoy_pct,5.1674,9.2003,4.0329,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
FY27,bear,nights_mm,602.2637,614.7659,12.5022,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
FY27,bear,nights_yoy_pct,3.6406,5.792,2.1514,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
FY27,bear,gbv_musd,107833.3,112919.9331,5086.6331,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bear = bridge band lows in 2H26 + PR #32 tranche-2 -1.0 on NA only + World Cup -0.75 + Middle East 0 + AR(1) mean-reversion residual 2.40 + usd_strong -1sd FX; mine = bridge band lows + tranche-2 -1.0 global + linear residual reversion + FX at spot held (FX variants separate)
FY27,bear,take_rate_pct,13.8624,13.7456,-0.1168,0.3,False,inside tolerance
3Q26,bull,nights_yoy_pct,11.0,11.0,0.0,0.3,False,inside tolerance
3Q26,bull,nights_mm,148.296,148.296,0.0,0.5,False,inside tolerance
3Q26,bull,adr_yoy_exfx_pct,5.27,5.27,0.0,0.3,False,inside tolerance
3Q26,bull,fx_pts_adr,-0.43,-0.43,0.0,0.3,False,inside tolerance
3Q26,bull,adr_yoy_reported_pct,4.84,4.84,0.0,0.3,False,inside tolerance
3Q26,bull,adr_usd,179.5804,179.5804,0.0,0.5,False,inside tolerance
3Q26,bull,gbv_musd,26649.3,26649.2796,-0.0204,100.0,False,inside tolerance
3Q26,bull,gbv_yoy_pct,16.3724,16.3724,0.0,0.3,False,inside tolerance
3Q26,bull,lagged_gbv_musd,27866.7,27866.6667,-0.0333,100.0,False,inside tolerance
3Q26,bull,revenue_musd,4804.0355,4804.0355,0.0,15.0,False,inside tolerance
3Q26,bull,revenue_yoy_pct,17.3147,17.3147,-0.0,0.3,False,inside tolerance
3Q26,bull,take_rate_pct,18.0269,18.0269,-0.0,0.3,False,inside tolerance
3Q26,bull,fx_pts_revenue,3.0,3.0,0.0,0.3,False,inside tolerance
4Q26,bull,nights_yoy_pct,8.86,8.86,0.0,0.3,False,inside tolerance
4Q26,bull,nights_mm,132.7003,132.7003,0.0,0.5,False,inside tolerance
4Q26,bull,adr_yoy_exfx_pct,5.51,5.51,0.0,0.3,False,inside tolerance
4Q26,bull,fx_pts_adr,0.15,0.15,0.0,0.3,False,inside tolerance
4Q26,bull,adr_yoy_reported_pct,5.66,5.66,0.0,0.3,False,inside tolerance
4Q26,bull,adr_usd,176.9911,176.9911,-0.0,0.5,False,inside tolerance
4Q26,bull,gbv_musd,23464.4,23464.3811,-0.0189,100.0,False,inside tolerance
4Q26,bull,gbv_yoy_pct,15.0215,15.0215,-0.0,0.3,False,inside tolerance
4Q26,bull,lagged_gbv_musd,26832.9,26832.8531,-0.0469,100.0,False,inside tolerance
4Q26,bull,revenue_musd,3227.9366,3227.9366,-0.0,15.0,False,inside tolerance
4Q26,bull,revenue_yoy_pct,16.1964,16.1964,0.0,0.3,False,inside tolerance
4Q26,bull,take_rate_pct,13.7568,13.7568,-0.0,0.3,False,inside tolerance
4Q26,bull,fx_pts_revenue,0.98,0.98,0.0,0.3,False,inside tolerance
1Q27,bull,nights_yoy_pct,10.524,8.472,-2.052,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
1Q27,bull,nights_mm,172.6385,169.4333,-3.2052,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
1Q27,bull,adr_yoy_exfx_pct,3.954,3.9833,0.0293,0.3,False,inside tolerance
1Q27,bull,fx_pts_adr,1.775,-0.3331,-2.1081,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
1Q27,bull,adr_yoy_reported_pct,5.73,3.6501,-2.0799,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
1Q27,bull,adr_usd,197.5248,193.6392,-3.8856,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
1Q27,bull,gbv_musd,34122.3,32829.9794,-1292.3206,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
1Q27,bull,gbv_yoy_pct,16.857,12.4314,-4.4256,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
1Q27,bull,lagged_gbv_musd,24526.0,24526.0139,0.0139,100.0,False,inside tolerance
1Q27,bull,revenue_musd,3119.9376,3113.2735,-6.6641,15.0,False,inside tolerance
1Q27,bull,revenue_yoy_pct,16.5025,16.2537,-0.2488,0.3,False,inside tolerance
1Q27,bull,take_rate_pct,9.1434,9.483,0.3396,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
1Q27,bull,fx_pts_revenue,2.88,0.93,-1.95,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,nights_yoy_pct,8.82,7.916,-0.904,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,nights_mm,161.3801,160.0394,-1.3407,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,adr_yoy_exfx_pct,3.92,3.9833,0.0633,0.3,False,inside tolerance
2Q27,bull,fx_pts_adr,1.881,-0.1791,-2.0601,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,adr_yoy_reported_pct,5.801,3.8041,-1.9969,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,adr_usd,194.3882,190.7194,-3.6688,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,gbv_musd,31316.1,30469.7888,-846.3112,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,gbv_yoy_pct,15.1326,12.0213,-3.1113,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,lagged_gbv_musd,30569.6,29708.1133,-861.4867,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,revenue_musd,4189.9054,4074.0486,-115.8568,15.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,revenue_yoy_pct,16.1282,12.9171,-3.2111,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
2Q27,bull,take_rate_pct,13.3794,13.3708,-0.0086,0.3,False,inside tolerance
2Q27,bull,fx_pts_revenue,3.16,0.62,-2.54,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,nights_yoy_pct,8.684,7.916,-0.768,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,nights_mm,161.174,160.0351,-1.1389,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,adr_yoy_exfx_pct,3.747,3.9833,0.2363,0.3,False,inside tolerance
3Q27,bull,fx_pts_adr,1.521,0.0748,-1.4462,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,adr_yoy_reported_pct,5.268,4.0581,-1.2099,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,adr_usd,189.0407,186.8679,-2.1728,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,gbv_musd,30489.3,29925.8856,-563.4144,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,gbv_yoy_pct,14.4095,12.2953,-2.1142,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,lagged_gbv_musd,32251.5,31256.519,-994.981,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,revenue_musd,5559.9477,5388.4244,-171.5233,15.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,revenue_yoy_pct,15.7349,12.1645,-3.5704,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
3Q27,bull,take_rate_pct,18.2357,18.0059,-0.2298,0.3,False,inside tolerance
3Q27,bull,fx_pts_revenue,2.84,0.31,-2.53,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
4Q27,bull,nights_yoy_pct,8.571,7.916,-0.655,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
4Q27,bull,nights_mm,144.0741,143.2049,-0.8692,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
4Q27,bull,adr_yoy_exfx_pct,3.459,3.6088,0.1498,0.3,False,inside tolerance
4Q27,bull,fx_pts_adr,-0.285,-0.2843,0.0006,0.3,False,inside tolerance
4Q27,bull,adr_yoy_reported_pct,3.174,3.3244,0.1504,0.3,False,inside tolerance
4Q27,bull,adr_usd,182.6088,182.875,0.2662,0.5,False,inside tolerance
4Q27,bull,gbv_musd,26284.1,26163.6222,-120.4778,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
4Q27,bull,gbv_yoy_pct,12.017,11.5036,-0.5134,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
4Q27,bull,lagged_gbv_musd,30764.9,30107.1866,-657.7134,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
4Q27,bull,revenue_musd,3700.9529,3621.8321,-79.1208,15.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
4Q27,bull,revenue_yoy_pct,14.6538,12.2027,-2.4511,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
4Q27,bull,take_rate_pct,14.0806,13.843,-0.2376,0.3,False,inside tolerance
4Q27,bull,fx_pts_revenue,2.43,0.38,-2.05,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
FY26,bull,revenue_musd,14317.9721,14317.9721,-0.0,15.0,False,inside tolerance
FY26,bull,revenue_yoy_pct,16.9673,16.9673,0.0,0.3,False,inside tolerance
FY26,bull,nights_mm,585.4963,585.4963,0.0,0.5,False,inside tolerance
FY26,bull,nights_yoy_pct,9.8492,9.8492,0.0,0.3,False,inside tolerance
FY26,bull,gbv_musd,106513.7,106513.6607,-0.0393,100.0,False,inside tolerance
FY26,bull,take_rate_pct,13.4424,13.4424,-0.0,0.3,False,inside tolerance
FY27,bull,revenue_musd,16570.7437,16197.5786,-373.1651,15.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
FY27,bull,revenue_yoy_pct,15.7339,13.1276,-2.6063,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
FY27,bull,nights_mm,639.2667,632.7128,-6.5539,0.5,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
FY27,bull,nights_yoy_pct,9.1837,8.0643,-1.1194,0.3,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
FY27,bull,gbv_musd,122211.7,119389.2759,-2822.4241,100.0,True,SCENARIO DEFINITIONS DIFFER: WS06 bull = bridge band highs + PR #32 new lever +2.35 on NA only + Middle East +1.0 + residual 4.85 held + usd_weak +1sd FX; mine = band highs + new lever on NA and ex-NA (+1.5 total) + residual held + FX at spot held
FY27,bull,take_rate_pct,13.559,13.567,0.008,0.3,False,inside tolerance
