quarter,scenario,line,value,unit,source
FY26,base_fx_usd_strong,revenue_yoy_pct,16.560275719405592,%,sum of quarters
FY26,base_fx_usd_strong,nights_mm,583.11132,mm,sum of quarters
FY26,base_fx_usd_strong,nights_yoy_pct,9.401748592870529,%,sum of quarters
FY26,base_fx_usd_strong,gbv_musd,105415.226439,$M,sum of quarters
FY26,base_fx_usd_strong,gbv_yoy_pct,15.460269922234371,%,sum of quarters
FY26,base_fx_usd_strong,take_rate_pct,13.535182565935006,%,sum of quarters
FY26,base_fx_usd_strong,adr_usd,180.78062082382488,$,sum of quarters
FY26,base_fx_usd_strong,adr_yoy_reported_pct,5.537865168782741,%,sum of quarters
FY27,base_fx_usd_strong,revenue_musd,15514.68808003285,$M,sum of quarters
FY27,base_fx_usd_strong,revenue_yoy_pct,8.736558769921743,%,sum of quarters
FY27,base_fx_usd_strong,nights_mm,621.3922873860834,mm,sum of quarters
FY27,base_fx_usd_strong,nights_yoy_pct,6.564950134407166,%,sum of quarters
FY27,base_fx_usd_strong,gbv_musd,112759.79888145052,$M,sum of quarters
FY27,base_fx_usd_strong,gbv_yoy_pct,6.967278533239751,%,sum of quarters
FY27,base_fx_usd_strong,take_rate_pct,13.75905973044892,%,sum of quarters
FY27,base_fx_usd_strong,adr_usd,181.46314521504613,$,sum of quarters
FY27,base_fx_usd_strong,adr_yoy_reported_pct,0.37754289597577984,%,sum of quarters
FY27,base_fx_usd_strong,fx_pts_revenue,-1.7925895165390924,pp,revenue-weighted average of quarters (23b rule)
3Q26,base_fx_usd_weak,nights_yoy_pct,9.89,%,bridge v3 carried
3Q26,base_fx_usd_weak,nights_mm,146.81304,mm,bridge v3 carried
3Q26,base_fx_usd_weak,adr_yoy_exfx_pct,3.86,%,bridge v3 carried
3Q26,base_fx_usd_weak,fx_pts_adr,-0.43,pp,bridge v3 carried
3Q26,base_fx_usd_weak,adr_yoy_reported_pct,3.4299999999999997,%,bridge v3 carried
3Q26,base_fx_usd_weak,adr_usd,177.165247,$,bridge v3 carried
3Q26,base_fx_usd_weak,gbv_musd,26027.962983,$M,bridge v3 carried
3Q26,base_fx_usd_weak,gbv_yoy_pct,13.659226999999996,%,bridge v3 carried
3Q26,base_fx_usd_weak,lagged_gbv_musd,27866.666666666668,$M,bridge v3 carried
3Q26,base_fx_usd_weak,revenue_musd,4804.035502546225,$M,bridge v3 carried
3Q26,base_fx_usd_weak,revenue_yoy_pct,17.314664286843097,%,bridge v3 carried
3Q26,base_fx_usd_weak,take_rate_pct,18.457208909064263,%,bridge v3 carried
3Q26,base_fx_usd_weak,fx_pts_revenue,3.0,pp,bridge v3 carried
3Q26,base_fx_usd_weak,revenue_same_q_take_rate_route_musd,4653.7997813604,$M,bridge v3 carried
4Q26,base_fx_usd_weak,nights_yoy_pct,8.12,%,bridge v3 carried
4Q26,base_fx_usd_weak,nights_mm,131.79828,mm,bridge v3 carried
4Q26,base_fx_usd_weak,adr_yoy_exfx_pct,4.07,%,bridge v3 carried
4Q26,base_fx_usd_weak,fx_pts_adr,0.15,pp,bridge v3 carried
4Q26,base_fx_usd_weak,adr_yoy_reported_pct,4.220000000000001,%,bridge v3 carried
4Q26,base_fx_usd_weak,adr_usd,174.578922,$,bridge v3 carried
4Q26,base_fx_usd_weak,gbv_musd,22987.263456,$M,bridge v3 carried
4Q26,base_fx_usd_weak,gbv_yoy_pct,12.682663999999999,%,bridge v3 carried
4Q26,base_fx_usd_weak,lagged_gbv_musd,26418.641988666663,$M,bridge v3 carried
4Q26,base_fx_usd_weak,revenue_musd,3178.107848266214,$M,bridge v3 carried
4Q26,base_fx_usd_weak,revenue_yoy_pct,14.402730319158174,%,bridge v3 carried
4Q26,base_fx_usd_weak,take_rate_pct,13.825516266211684,%,bridge v3 carried
4Q26,base_fx_usd_weak,fx_pts_revenue,0.98,pp,bridge v3 carried
4Q26,base_fx_usd_weak,revenue_same_q_take_rate_route_musd,3130.8652827071996,$M,bridge v3 carried
1Q27,base_fx_usd_weak,nights_yoy_pct,6.9720467957,%,06v build
1Q27,base_fx_usd_weak,nights_mm,167.09033709488338,mm,06v build
1Q27,base_fx_usd_weak,adr_yoy_exfx_pct,3.4832580411972858,%,06v build
1Q27,base_fx_usd_weak,fx_pts_adr,2.1367790157842954,pp,06v build
1Q27,base_fx_usd_weak,adr_yoy_reported_pct,5.620037056981581,%,06v build
1Q27,base_fx_usd_weak,adr_usd,197.31935322985296,$,06v build
1Q27,base_fx_usd_weak,gbv_musd,32991.303316139165,$M,06v build
1Q27,base_fx_usd_weak,gbv_yoy_pct,12.983915466230012,%,06v build
1Q27,base_fx_usd_weak,lagged_gbv_musd,24000.829964999997,$M,06v build
1Q27,base_fx_usd_weak,revenue_musd,3046.607864499669,$M,06v build
1Q27,base_fx_usd_weak,revenue_yoy_pct,13.764296657941344,%,06v build
1Q27,base_fx_usd_weak,take_rate_pct,9.234578686708884,%,06v build
1Q27,base_fx_usd_weak,fx_pts_revenue,2.88,pp,06v build
1Q27,base_fx_usd_weak,revenue_same_q_take_rate_route_musd,3025.3025140899613,$M,06v build
2Q27,base_fx_usd_weak,nights_yoy_pct,6.4159999999999995,%,06v build
2Q27,base_fx_usd_weak,nights_mm,157.814928,mm,06v build
2Q27,base_fx_usd_weak,adr_yoy_exfx_pct,2.9832580411972858,%,06v build
2Q27,base_fx_usd_weak,fx_pts_adr,2.298057584155871,pp,06v build
2Q27,base_fx_usd_weak,adr_yoy_reported_pct,5.281315625353157,%,06v build
2Q27,base_fx_usd_weak,adr_usd,193.43336119846137,$,06v build
2Q27,base_fx_usd_weak,gbv_musd,30473.836835358223,$M,06v build
2Q27,base_fx_usd_weak,gbv_yoy_pct,12.036164835875818,%,06v build
2Q27,base_fx_usd_weak,lagged_gbv_musd,29656.62336275944,$M,06v build
2Q27,base_fx_usd_weak,revenue_musd,4066.9875013771075,$M,06v build
2Q27,base_fx_usd_weak,revenue_yoy_pct,12.721383075862192,%,06v build
2Q27,base_fx_usd_weak,take_rate_pct,13.3458334221251,%,06v build
2Q27,base_fx_usd_weak,fx_pts_revenue,3.16,pp,06v build
2Q27,base_fx_usd_weak,revenue_same_q_take_rate_route_musd,4040.8307643685002,$M,06v build
3Q27,base_fx_usd_weak,nights_yoy_pct,6.4159999999999995,%,06v build
3Q27,base_fx_usd_weak,nights_mm,156.2325646464,mm,06v build
3Q27,base_fx_usd_weak,adr_yoy_exfx_pct,2.9832580411972858,%,06v build
3Q27,base_fx_usd_weak,fx_pts_adr,2.5641369278539536,pp,06v build
3Q27,base_fx_usd_weak,adr_yoy_reported_pct,5.54739496905124,%,06v build
3Q27,base_fx_usd_weak,adr_usd,186.99330299898517,$,06v build
3Q27,base_fx_usd_weak,gbv_musd,29234.42994706038,$M,06v build
3Q27,base_fx_usd_weak,gbv_yoy_pct,12.319315830265554,%,06v build
3Q27,base_fx_usd_weak,lagged_gbv_musd,31312.99232895187,$M,06v build
3Q27,base_fx_usd_weak,revenue_musd,5398.160054039798,$M,06v build
3Q27,base_fx_usd_weak,revenue_yoy_pct,12.367197352698089,%,06v build
3Q27,base_fx_usd_weak,take_rate_pct,18.465077184043402,%,06v build
3Q27,base_fx_usd_weak,fx_pts_revenue,2.84,pp,06v build
3Q27,base_fx_usd_weak,revenue_same_q_take_rate_route_musd,5395.8598087029795,$M,06v build
4Q27,base_fx_usd_weak,nights_yoy_pct,6.4159999999999995,%,06v build
4Q27,base_fx_usd_weak,nights_mm,140.2544576448,mm,06v build
4Q27,base_fx_usd_weak,adr_yoy_exfx_pct,2.608758041197286,%,06v build
4Q27,base_fx_usd_weak,fx_pts_adr,2.1886125079748813,pp,06v build
4Q27,base_fx_usd_weak,adr_yoy_reported_pct,4.797370549172167,%,06v build
4Q27,base_fx_usd_weak,adr_usd,182.95411978909027,$,06v build
4Q27,base_fx_usd_weak,gbv_musd,25635.66512116318,$M,06v build
4Q27,base_fx_usd_weak,gbv_yoy_pct,11.52116984360707,%,06v build
4Q27,base_fx_usd_weak,lagged_gbv_musd,29647.56557649299,$M,06v build
4Q27,base_fx_usd_weak,revenue_musd,3566.540660230015,$M,06v build
4Q27,base_fx_usd_weak,revenue_yoy_pct,12.222140673284777,%,06v build
4Q27,base_fx_usd_weak,take_rate_pct,13.91241710863864,%,06v build
4Q27,base_fx_usd_weak,fx_pts_revenue,2.43,pp,06v build
4Q27,base_fx_usd_weak,revenue_same_q_take_rate_route_musd,3544.2630512779706,$M,06v build
FY26,base_fx_usd_weak,revenue_musd,14268.14335081244,$M,sum of quarters
FY26,base_fx_usd_weak,revenue_yoy_pct,16.560275719405592,%,sum of quarters
FY26,base_fx_usd_weak,nights_mm,583.11132,mm,sum of quarters
FY26,base_fx_usd_weak,nights_yoy_pct,9.401748592870529,%,sum of quarters
FY26,base_fx_usd_weak,gbv_musd,105415.226439,$M,sum of quarters
FY26,base_fx_usd_weak,gbv_yoy_pct,15.460269922234371,%,sum of quarters
FY26,base_fx_usd_weak,take_rate_pct,13.535182565935006,%,sum of quarters
FY26,base_fx_usd_weak,adr_usd,180.78062082382488,$,sum of quarters
FY26,base_fx_usd_weak,adr_yoy_reported_pct,5.537865168782741,%,sum of quarters
FY27,base_fx_usd_weak,revenue_musd,16078.29608014659,$M,sum of quarters
FY27,base_fx_usd_weak,revenue_yoy_pct,12.68667327505566,%,sum of quarters
FY27,base_fx_usd_weak,nights_mm,621.3922873860834,mm,sum of quarters
FY27,base_fx_usd_weak,nights_yoy_pct,6.564950134407166,%,sum of quarters
FY27,base_fx_usd_weak,gbv_musd,118335.23521972095,$M,sum of quarters
FY27,base_fx_usd_weak,gbv_yoy_pct,12.256302260278584,%,sum of quarters
FY27,base_fx_usd_weak,take_rate_pct,13.587074086845682,%,sum of quarters
FY27,base_fx_usd_weak,adr_usd,190.4356356231968,$,sum of quarters
FY27,base_fx_usd_weak,adr_yoy_reported_pct,5.340735503271099,%,sum of quarters
FY27,base_fx_usd_weak,fx_pts_revenue,2.8375755294292793,pp,revenue-weighted average of quarters (23b rule)
3Q26,base_no_exna_lap_2027,nights_yoy_pct,9.89,%,bridge v3 carried
3Q26,base_no_exna_lap_2027,nights_mm,146.81304,mm,bridge v3 carried
3Q26,base_no_exna_lap_2027,adr_yoy_exfx_pct,3.86,%,bridge v3 carried
3Q26,base_no_exna_lap_2027,fx_pts_adr,-0.43,pp,bridge v3 carried
3Q26,base_no_exna_lap_2027,adr_yoy_reported_pct,3.4299999999999997,%,bridge v3 carried
3Q26,base_no_exna_lap_2027,adr_usd,177.165247,$,bridge v3 carried
3Q26,base_no_exna_lap_2027,gbv_musd,26027.962983,$M,bridge v3 carried
3Q26,base_no_exna_lap_2027,gbv_yoy_pct,13.659226999999996,%,bridge v3 carried
3Q26,base_no_exna_lap_2027,lagged_gbv_musd,27866.666666666668,$M,bridge v3 carried
3Q26,base_no_exna_lap_2027,revenue_musd,4804.035502546225,$M,bridge v3 carried
3Q26,base_no_exna_lap_2027,revenue_yoy_pct,17.314664286843097,%,bridge v3 carried
3Q26,base_no_exna_lap_2027,take_rate_pct,18.457208909064263,%,bridge v3 carried
3Q26,base_no_exna_lap_2027,fx_pts_revenue,3.0,pp,bridge v3 carried
3Q26,base_no_exna_lap_2027,revenue_same_q_take_rate_route_musd,4653.7997813604,$M,bridge v3 carried
4Q26,base_no_exna_lap_2027,nights_yoy_pct,8.12,%,bridge v3 carried
4Q26,base_no_exna_lap_2027,nights_mm,131.79828,mm,bridge v3 carried
4Q26,base_no_exna_lap_2027,adr_yoy_exfx_pct,4.07,%,bridge v3 carried
4Q26,base_no_exna_lap_2027,fx_pts_adr,0.15,pp,bridge v3 carried
4Q26,base_no_exna_lap_2027,adr_yoy_reported_pct,4.220000000000001,%,bridge v3 carried
4Q26,base_no_exna_lap_2027,adr_usd,174.578922,$,bridge v3 carried
4Q26,base_no_exna_lap_2027,gbv_musd,22987.263456,$M,bridge v3 carried
4Q26,base_no_exna_lap_2027,gbv_yoy_pct,12.682663999999999,%,bridge v3 carried
4Q26,base_no_exna_lap_2027,lagged_gbv_musd,26418.641988666663,$M,bridge v3 carried
4Q26,base_no_exna_lap_2027,revenue_musd,3178.107848266214,$M,bridge v3 carried
4Q26,base_no_exna_lap_2027,revenue_yoy_pct,14.402730319158174,%,bridge v3 carried
4Q26,base_no_exna_lap_2027,take_rate_pct,13.825516266211684,%,bridge v3 carried
4Q26,base_no_exna_lap_2027,fx_pts_revenue,0.98,pp,bridge v3 carried
4Q26,base_no_exna_lap_2027,revenue_same_q_take_rate_route_musd,3130.8652827071996,$M,bridge v3 carried
1Q27,base_no_exna_lap_2027,nights_yoy_pct,8.16846,%,06v build
1Q27,base_no_exna_lap_2027,nights_mm,168.95913452,mm,06v build
1Q27,base_no_exna_lap_2027,adr_yoy_exfx_pct,3.4832580411972858,%,06v build
1Q27,base_no_exna_lap_2027,fx_pts_adr,-0.333110875130034,pp,06v build
1Q27,base_no_exna_lap_2027,adr_yoy_reported_pct,3.150147166067252,%,06v build
1Q27,base_no_exna_lap_2027,adr_usd,192.70510493564683,$,06v build
1Q27,base_no_exna_lap_2027,gbv_musd,32580.17029776243,$M,06v build
1Q27,base_no_exna_lap_2027,gbv_yoy_pct,11.575925677268595,%,06v build
1Q27,base_no_exna_lap_2027,lagged_gbv_musd,24000.829964999997,$M,06v build
1Q27,base_no_exna_lap_2027,revenue_musd,3046.607864499669,$M,06v build
1Q27,base_no_exna_lap_2027,revenue_yoy_pct,13.764296657941344,%,06v build
1Q27,base_no_exna_lap_2027,take_rate_pct,9.351110926233883,%,06v build
1Q27,base_no_exna_lap_2027,fx_pts_revenue,0.93,pp,06v build
1Q27,base_no_exna_lap_2027,revenue_same_q_take_rate_route_musd,2987.601616304815,$M,06v build
2Q27,base_no_exna_lap_2027,nights_yoy_pct,8.16846,%,06v build
2Q27,base_no_exna_lap_2027,nights_mm,160.41382618,mm,06v build
2Q27,base_no_exna_lap_2027,adr_yoy_exfx_pct,2.9832580411972858,%,06v build
2Q27,base_no_exna_lap_2027,fx_pts_adr,-0.17911201064157722,pp,06v build
2Q27,base_no_exna_lap_2027,adr_yoy_reported_pct,2.8041460305557084,%,06v build
2Q27,base_no_exna_lap_2027,adr_usd,188.88205750193998,$,06v build
2Q27,base_no_exna_lap_2027,gbv_musd,30246.85194905368,$M,06v build
2Q27,base_no_exna_lap_2027,gbv_yoy_pct,11.201661577403232,%,06v build
2Q27,base_no_exna_lap_2027,lagged_gbv_musd,29382.53468384162,$M,06v build
2Q27,base_no_exna_lap_2027,revenue_musd,4029.400105880575,$M,06v build
2Q27,base_no_exna_lap_2027,revenue_yoy_pct,11.67960382152371,%,06v build
2Q27,base_no_exna_lap_2027,take_rate_pct,13.321717290339835,%,06v build
2Q27,base_no_exna_lap_2027,fx_pts_revenue,0.62,pp,06v build
2Q27,base_no_exna_lap_2027,revenue_same_q_take_rate_route_musd,4010.7325684445177,$M,06v build
3Q27,base_no_exna_lap_2027,nights_yoy_pct,8.16846,%,06v build
3Q27,base_no_exna_lap_2027,nights_mm,158.805404447184,mm,06v build
3Q27,base_no_exna_lap_2027,adr_yoy_exfx_pct,2.9832580411972858,%,06v build
3Q27,base_no_exna_lap_2027,fx_pts_adr,0.07479552862178557,pp,06v build
3Q27,base_no_exna_lap_2027,adr_yoy_reported_pct,3.058053569819071,%,06v build
3Q27,base_no_exna_lap_2027,adr_usd,182.58305516036228,$,06v build
3Q27,base_no_exna_lap_2027,gbv_musd,29015.01255909778,$M,06v build
3Q27,base_no_exna_lap_2027,gbv_yoy_pct,11.47630945244833,%,06v build
3Q27,base_no_exna_lap_2027,lagged_gbv_musd,31024.624731956595,$M,06v build
3Q27,base_no_exna_lap_2027,revenue_musd,5348.44732053205,$M,06v build
3Q27,base_no_exna_lap_2027,revenue_yoy_pct,11.332385401758117,%,06v build
3Q27,base_no_exna_lap_2027,take_rate_pct,18.43337930541416,%,06v build
3Q27,base_no_exna_lap_2027,fx_pts_revenue,0.31,pp,06v build
3Q27,base_no_exna_lap_2027,revenue_same_q_take_rate_route_musd,5355.36148302391,$M,06v build
4Q27,base_no_exna_lap_2027,nights_yoy_pct,8.16846,%,06v build
4Q27,base_no_exna_lap_2027,nights_mm,142.564169782488,mm,06v build
4Q27,base_no_exna_lap_2027,adr_yoy_exfx_pct,2.608758041197286,%,06v build
4Q27,base_no_exna_lap_2027,fx_pts_adr,-0.28435,pp,06v build
4Q27,base_no_exna_lap_2027,adr_yoy_reported_pct,2.324408041197286,%,06v build
4Q27,base_no_exna_lap_2027,adr_usd,178.63684850120356,$,06v build
4Q27,base_no_exna_lap_2027,gbv_musd,25442.9322125045,$M,06v build
4Q27,base_no_exna_lap_2027,gbv_yoy_pct,10.682736382279279,%,06v build
4Q27,base_no_exna_lap_2027,lagged_gbv_musd,29425.625689083077,$M,06v build
4Q27,base_no_exna_lap_2027,revenue_musd,3539.841751999859,$M,06v build
4Q27,base_no_exna_lap_2027,revenue_yoy_pct,11.382052498029127,%,06v build
4Q27,base_no_exna_lap_2027,take_rate_pct,13.912868699387268,%,06v build
4Q27,base_no_exna_lap_2027,fx_pts_revenue,0.38,pp,06v build
4Q27,base_no_exna_lap_2027,revenue_same_q_take_rate_route_musd,3517.616731641022,$M,06v build
FY26,base_no_exna_lap_2027,revenue_musd,14268.14335081244,$M,sum of quarters
FY26,base_no_exna_lap_2027,revenue_yoy_pct,16.560275719405592,%,sum of quarters
FY26,base_no_exna_lap_2027,nights_mm,583.11132,mm,sum of quarters
FY26,base_no_exna_lap_2027,nights_yoy_pct,9.401748592870529,%,sum of quarters
FY26,base_no_exna_lap_2027,gbv_musd,105415.226439,$M,sum of quarters
FY26,base_no_exna_lap_2027,gbv_yoy_pct,15.460269922234371,%,sum of quarters
FY26,base_no_exna_lap_2027,take_rate_pct,13.535182565935006,%,sum of quarters
FY26,base_no_exna_lap_2027,adr_usd,180.78062082382488,$,sum of quarters
FY26,base_no_exna_lap_2027,adr_yoy_reported_pct,5.537865168782741,%,sum of quarters
FY27,base_no_exna_lap_2027,revenue_musd,15964.297042912152,$M,sum of quarters
FY27,base_no_exna_lap_2027,revenue_yoy_pct,11.887697301577305,%,sum of quarters
FY27,base_no_exna_lap_2027,nights_mm,630.742534929672,mm,sum of quarters
FY27,base_no_exna_lap_2027,nights_yoy_pct,8.168460000000021,%,sum of quarters
FY27,base_no_exna_lap_2027,gbv_musd,117284.96701841839,$M,sum of quarters
FY27,base_no_exna_lap_2027,gbv_yoy_pct,11.259986797340883,%,sum of quarters
FY27,base_no_exna_lap_2027,take_rate_pct,13.611545834689219,%,sum of quarters
FY27,base_no_exna_lap_2027,adr_usd,185.94745165156127,$,sum of quarters
FY27,base_no_exna_lap_2027,adr_yoy_reported_pct,2.8580667574825913,%,sum of quarters
FY27,base_no_exna_lap_2027,fx_pts_revenue,0.5220857449815489,pp,revenue-weighted average of quarters (23b rule)
