date,ccy,fred_id,usd_per_unit,unit
2020-09-21,MXN,DEXMXUS,0.04647704034207102,usd_per_foreign_unit
2020-09-22,MXN,DEXMXUS,0.0463284688441047,usd_per_foreign_unit
2020-09-23,MXN,DEXMXUS,0.045216133116295895,usd_per_foreign_unit
2020-09-24,MXN,DEXMXUS,0.04488330341113106,usd_per_foreign_unit
2020-09-25,MXN,DEXMXUS,0.04454144581533116,usd_per_foreign_unit
2020-09-28,MXN,DEXMXUS,0.044430621584395966,usd_per_foreign_unit
2020-09-29,MXN,DEXMXUS,0.04451170657883023,usd_per_foreign_unit
2020-09-30,MXN,DEXMXUS,0.045267303426734865,usd_per_foreign_unit
2020-10-01,MXN,DEXMXUS,0.04550418638514744,usd_per_foreign_unit
2020-10-02,MXN,DEXMXUS,0.04604051565377532,usd_per_foreign_unit
2020-10-05,MXN,DEXMXUS,0.04666333801522158,usd_per_foreign_unit
2020-10-06,MXN,DEXMXUS,0.04646624227498722,usd_per_foreign_unit
2020-10-07,MXN,DEXMXUS,0.04644034737379835,usd_per_foreign_unit
2020-10-08,MXN,DEXMXUS,0.04669406051550243,usd_per_foreign_unit
2020-10-09,MXN,DEXMXUS,0.047274618257457574,usd_per_foreign_unit
2020-10-13,MXN,DEXMXUS,0.04674644727000748,usd_per_foreign_unit
2020-10-14,MXN,DEXMXUS,0.0468471844842125,usd_per_foreign_unit
2020-10-15,MXN,DEXMXUS,0.04674207721791157,usd_per_foreign_unit
2020-10-16,MXN,DEXMXUS,0.047227732124303395,usd_per_foreign_unit
2020-10-19,MXN,DEXMXUS,0.047310627386229764,usd_per_foreign_unit
2020-10-20,MXN,DEXMXUS,0.04747211013529551,usd_per_foreign_unit
2020-10-21,MXN,DEXMXUS,0.04741673621121311,usd_per_foreign_unit
2020-10-22,MXN,DEXMXUS,0.04756016360696281,usd_per_foreign_unit
2020-10-23,MXN,DEXMXUS,0.04785581998554754,usd_per_foreign_unit
2020-10-26,MXN,DEXMXUS,0.04771447657219201,usd_per_foreign_unit
2020-10-27,MXN,DEXMXUS,0.0479225571476494,usd_per_foreign_unit
2020-10-28,MXN,DEXMXUS,0.0472768532526475,usd_per_foreign_unit
2020-10-29,MXN,DEXMXUS,0.04680114194786353,usd_per_foreign_unit
2020-10-30,MXN,DEXMXUS,0.04700131603684903,usd_per_foreign_unit
2020-11-02,MXN,DEXMXUS,0.046604837582141026,usd_per_foreign_unit
2020-11-03,MXN,DEXMXUS,0.04726791453961052,usd_per_foreign_unit
2020-11-04,MXN,DEXMXUS,0.04776461597248758,usd_per_foreign_unit
2020-11-05,MXN,DEXMXUS,0.04799846404915043,usd_per_foreign_unit
2020-11-06,MXN,DEXMXUS,0.048473097430925836,usd_per_foreign_unit
2020-11-09,MXN,DEXMXUS,0.04901960784313726,usd_per_foreign_unit
2020-11-10,MXN,DEXMXUS,0.04894043948514658,usd_per_foreign_unit
2020-11-12,MXN,DEXMXUS,0.04874006921089828,usd_per_foreign_unit
2020-11-13,MXN,DEXMXUS,0.0488997555012225,usd_per_foreign_unit
2020-11-16,MXN,DEXMXUS,0.04925623091321052,usd_per_foreign_unit
2020-11-17,MXN,DEXMXUS,0.049246528119767555,usd_per_foreign_unit
2020-11-18,MXN,DEXMXUS,0.049392472587177716,usd_per_foreign_unit
2020-11-19,MXN,DEXMXUS,0.04954664816925135,usd_per_foreign_unit
2020-11-20,MXN,DEXMXUS,0.049793357566100684,usd_per_foreign_unit
2020-11-23,MXN,DEXMXUS,0.04972897707494157,usd_per_foreign_unit
2020-11-24,MXN,DEXMXUS,0.04997001798920647,usd_per_foreign_unit
2020-11-25,MXN,DEXMXUS,0.04996252810392206,usd_per_foreign_unit
2020-11-30,MXN,DEXMXUS,0.04962779156327544,usd_per_foreign_unit
2020-12-01,MXN,DEXMXUS,0.049882775477627574,usd_per_foreign_unit
2020-12-02,MXN,DEXMXUS,0.049882775477627574,usd_per_foreign_unit
2020-12-03,MXN,DEXMXUS,0.05028410519434807,usd_per_foreign_unit
2020-12-04,MXN,DEXMXUS,0.0506482982171799,usd_per_foreign_unit
2020-12-07,MXN,DEXMXUS,0.05047955577990914,usd_per_foreign_unit
2020-12-08,MXN,DEXMXUS,0.0507227998985544,usd_per_foreign_unit
2020-12-09,MXN,DEXMXUS,0.050372758412250654,usd_per_foreign_unit
2020-12-10,MXN,DEXMXUS,0.05003252113874018,usd_per_foreign_unit
2020-12-11,MXN,DEXMXUS,0.049768576121037175,usd_per_foreign_unit
2020-12-14,MXN,DEXMXUS,0.04946087644673064,usd_per_foreign_unit
2020-12-15,MXN,DEXMXUS,0.049793357566100684,usd_per_foreign_unit
2020-12-16,MXN,DEXMXUS,0.050125313283208024,usd_per_foreign_unit
2020-12-17,MXN,DEXMXUS,0.050535678188801295,usd_per_foreign_unit
2020-12-18,MXN,DEXMXUS,0.050046793752158265,usd_per_foreign_unit
2020-12-21,MXN,DEXMXUS,0.0499001996007984,usd_per_foreign_unit
2020-12-22,MXN,DEXMXUS,0.04986536351850005,usd_per_foreign_unit
2020-12-23,MXN,DEXMXUS,0.04980079681274901,usd_per_foreign_unit
2020-12-28,MXN,DEXMXUS,0.04984796371068242,usd_per_foreign_unit
2020-12-29,MXN,DEXMXUS,0.050238633509168545,usd_per_foreign_unit
2020-12-30,MXN,DEXMXUS,0.050165546302799235,usd_per_foreign_unit
2020-12-31,MXN,DEXMXUS,0.05027146591594611,usd_per_foreign_unit
2021-01-04,MXN,DEXMXUS,0.05015548199418197,usd_per_foreign_unit
2021-01-05,MXN,DEXMXUS,0.0502008032128514,usd_per_foreign_unit
2021-01-06,MXN,DEXMXUS,0.050727946025465424,usd_per_foreign_unit
2021-01-07,MXN,DEXMXUS,0.05018065034122842,usd_per_foreign_unit
2021-01-08,MXN,DEXMXUS,0.05014793641241663,usd_per_foreign_unit
2021-01-11,MXN,DEXMXUS,0.049810719266786214,usd_per_foreign_unit
2021-01-12,MXN,DEXMXUS,0.05018316856526321,usd_per_foreign_unit
2021-01-13,MXN,DEXMXUS,0.050535678188801295,usd_per_foreign_unit
2021-01-14,MXN,DEXMXUS,0.05070222582771384,usd_per_foreign_unit
2021-01-15,MXN,DEXMXUS,0.05064060363599534,usd_per_foreign_unit
2021-01-19,MXN,DEXMXUS,0.0508538359048423,usd_per_foreign_unit
2021-01-21,MXN,DEXMXUS,0.05069194504993157,usd_per_foreign_unit
2021-01-22,MXN,DEXMXUS,0.050188205771643665,usd_per_foreign_unit
2021-01-25,MXN,DEXMXUS,0.04965243296921549,usd_per_foreign_unit
2021-01-26,MXN,DEXMXUS,0.04980079681274901,usd_per_foreign_unit
2021-01-27,MXN,DEXMXUS,0.04945598417408507,usd_per_foreign_unit
2021-01-28,MXN,DEXMXUS,0.049431537320810674,usd_per_foreign_unit
2021-01-29,MXN,DEXMXUS,0.04937052579609973,usd_per_foreign_unit
2021-02-01,MXN,DEXMXUS,0.04912556494399685,usd_per_foreign_unit
2021-02-02,MXN,DEXMXUS,0.04962532876780309,usd_per_foreign_unit
2021-02-03,MXN,DEXMXUS,0.04946332294603552,usd_per_foreign_unit
2021-02-04,MXN,DEXMXUS,0.04888302292613775,usd_per_foreign_unit
2021-02-05,MXN,DEXMXUS,0.04967709885742673,usd_per_foreign_unit
2021-02-08,MXN,DEXMXUS,0.04972155926809865,usd_per_foreign_unit
2021-02-09,MXN,DEXMXUS,0.04975867044832562,usd_per_foreign_unit
2021-02-10,MXN,DEXMXUS,0.04987531172069825,usd_per_foreign_unit
2021-02-11,MXN,DEXMXUS,0.0501002004008016,usd_per_foreign_unit
2021-02-12,MXN,DEXMXUS,0.05017561465127948,usd_per_foreign_unit
2021-02-16,MXN,DEXMXUS,0.04946087644673064,usd_per_foreign_unit
2021-02-17,MXN,DEXMXUS,0.049539284652729616,usd_per_foreign_unit
2021-02-18,MXN,DEXMXUS,0.048933255040125266,usd_per_foreign_unit
2021-02-19,MXN,DEXMXUS,0.04901960784313726,usd_per_foreign_unit
2021-02-22,MXN,DEXMXUS,0.04837461300309597,usd_per_foreign_unit
2021-02-23,MXN,DEXMXUS,0.04853426519122501,usd_per_foreign_unit
2021-02-24,MXN,DEXMXUS,0.04887585532746823,usd_per_foreign_unit
2021-02-25,MXN,DEXMXUS,0.04786750275238141,usd_per_foreign_unit
2021-02-26,MXN,DEXMXUS,0.04776689754000478,usd_per_foreign_unit
2021-03-01,MXN,DEXMXUS,0.04852719949531713,usd_per_foreign_unit
2021-03-02,MXN,DEXMXUS,0.04848719937936385,usd_per_foreign_unit
2021-03-03,MXN,DEXMXUS,0.04780046175246053,usd_per_foreign_unit
2021-03-04,MXN,DEXMXUS,0.04802935554210734,usd_per_foreign_unit
2021-03-05,MXN,DEXMXUS,0.046999107016966676,usd_per_foreign_unit
2021-03-08,MXN,DEXMXUS,0.046620046620046623,usd_per_foreign_unit
2021-03-09,MXN,DEXMXUS,0.04704111393357795,usd_per_foreign_unit
2021-03-10,MXN,DEXMXUS,0.0477326968973747,usd_per_foreign_unit
2021-03-11,MXN,DEXMXUS,0.04831851565519907,usd_per_foreign_unit
2021-03-12,MXN,DEXMXUS,0.048213450588445166,usd_per_foreign_unit
2021-03-15,MXN,DEXMXUS,0.04821135859608523,usd_per_foreign_unit
2021-03-16,MXN,DEXMXUS,0.0486215782564302,usd_per_foreign_unit
2021-03-17,MXN,DEXMXUS,0.04837461300309597,usd_per_foreign_unit
2021-03-18,MXN,DEXMXUS,0.04892367906066536,usd_per_foreign_unit
2021-03-19,MXN,DEXMXUS,0.04878738943557869,usd_per_foreign_unit
2021-03-22,MXN,DEXMXUS,0.04857198367981348,usd_per_foreign_unit
2021-03-23,MXN,DEXMXUS,0.04847544718600029,usd_per_foreign_unit
2021-03-24,MXN,DEXMXUS,0.04809310825758669,usd_per_foreign_unit
2021-03-25,MXN,DEXMXUS,0.048116248857239086,usd_per_foreign_unit
2021-03-26,MXN,DEXMXUS,0.048607398045982596,usd_per_foreign_unit
2021-03-29,MXN,DEXMXUS,0.04857906242409521,usd_per_foreign_unit
2021-03-30,MXN,DEXMXUS,0.04855075981939117,usd_per_foreign_unit
2021-03-31,MXN,DEXMXUS,0.04892128565138692,usd_per_foreign_unit
2021-04-01,MXN,DEXMXUS,0.04917436245439078,usd_per_foreign_unit
2021-04-02,MXN,DEXMXUS,0.04924895345973898,usd_per_foreign_unit
2021-04-05,MXN,DEXMXUS,0.04940223298093074,usd_per_foreign_unit
2021-04-06,MXN,DEXMXUS,0.049649967727520984,usd_per_foreign_unit
2021-04-07,MXN,DEXMXUS,0.049554013875123884,usd_per_foreign_unit
2021-04-08,MXN,DEXMXUS,0.049776007964161276,usd_per_foreign_unit
2021-04-09,MXN,DEXMXUS,0.049598254141454225,usd_per_foreign_unit
2021-04-12,MXN,DEXMXUS,0.049748768717974234,usd_per_foreign_unit
2021-04-13,MXN,DEXMXUS,0.04987033712347896,usd_per_foreign_unit
2021-04-14,MXN,DEXMXUS,0.04985541928407618,usd_per_foreign_unit
2021-04-15,MXN,DEXMXUS,0.05020584396023697,usd_per_foreign_unit
2021-04-16,MXN,DEXMXUS,0.05022097227802331,usd_per_foreign_unit
2021-04-19,MXN,DEXMXUS,0.05047700772298218,usd_per_foreign_unit
2021-04-20,MXN,DEXMXUS,0.05032206119162641,usd_per_foreign_unit
2021-04-21,MXN,DEXMXUS,0.05029169181251257,usd_per_foreign_unit
2021-04-22,MXN,DEXMXUS,0.05031699708161417,usd_per_foreign_unit
2021-04-23,MXN,DEXMXUS,0.050372758412250654,usd_per_foreign_unit
2021-04-26,MXN,DEXMXUS,0.050395605503200123,usd_per_foreign_unit
2021-04-27,MXN,DEXMXUS,0.05006508460999299,usd_per_foreign_unit
2021-04-28,MXN,DEXMXUS,0.05014542172299669,usd_per_foreign_unit
2021-04-29,MXN,DEXMXUS,0.04972897707494157,usd_per_foreign_unit
2021-04-30,MXN,DEXMXUS,0.04958104021022361,usd_per_foreign_unit
2021-05-03,MXN,DEXMXUS,0.04950495049504951,usd_per_foreign_unit
2021-05-04,MXN,DEXMXUS,0.049368088467614535,usd_per_foreign_unit
2021-05-05,MXN,DEXMXUS,0.049465769687376336,usd_per_foreign_unit
2021-05-06,MXN,DEXMXUS,0.049561381771323784,usd_per_foreign_unit
2021-05-07,MXN,DEXMXUS,0.050248731219536706,usd_per_foreign_unit
2021-05-10,MXN,DEXMXUS,0.050327126321087066,usd_per_foreign_unit
2021-05-11,MXN,DEXMXUS,0.05036514731805591,usd_per_foreign_unit
2021-05-12,MXN,DEXMXUS,0.04971167230065619,usd_per_foreign_unit
2021-05-13,MXN,DEXMXUS,0.049885263893046,usd_per_foreign_unit
2021-05-14,MXN,DEXMXUS,0.050352467270896276,usd_per_foreign_unit
2021-05-17,MXN,DEXMXUS,0.050505050505050504,usd_per_foreign_unit
2021-05-18,MXN,DEXMXUS,0.050433730078676624,usd_per_foreign_unit
2021-05-19,MXN,DEXMXUS,0.050505050505050504,usd_per_foreign_unit
2021-05-20,MXN,DEXMXUS,0.05030940282738844,usd_per_foreign_unit
2021-05-21,MXN,DEXMXUS,0.05015045135406218,usd_per_foreign_unit
2021-05-24,MXN,DEXMXUS,0.050344862306801595,usd_per_foreign_unit
2021-05-25,MXN,DEXMXUS,0.05028157683024939,usd_per_foreign_unit
2021-05-26,MXN,DEXMXUS,0.05026641198351262,usd_per_foreign_unit
2021-05-27,MXN,DEXMXUS,0.05007511266900351,usd_per_foreign_unit
2021-05-28,MXN,DEXMXUS,0.05017561465127948,usd_per_foreign_unit
2021-06-01,MXN,DEXMXUS,0.05025883298989798,usd_per_foreign_unit
2021-06-02,MXN,DEXMXUS,0.05026388539834129,usd_per_foreign_unit
2021-06-03,MXN,DEXMXUS,0.049838026414153996,usd_per_foreign_unit
2021-06-04,MXN,DEXMXUS,0.05018316856526321,usd_per_foreign_unit
2021-06-07,MXN,DEXMXUS,0.05055611729019211,usd_per_foreign_unit
2021-06-08,MXN,DEXMXUS,0.05057657293141817,usd_per_foreign_unit
2021-06-09,MXN,DEXMXUS,0.05079752108097125,usd_per_foreign_unit
2021-06-10,MXN,DEXMXUS,0.05082592121982211,usd_per_foreign_unit
2021-06-11,MXN,DEXMXUS,0.05009769049646812,usd_per_foreign_unit
2021-06-14,MXN,DEXMXUS,0.050213406979663575,usd_per_foreign_unit
2021-06-15,MXN,DEXMXUS,0.04958104021022361,usd_per_foreign_unit
2021-06-16,MXN,DEXMXUS,0.049890241468768706,usd_per_foreign_unit
2021-06-17,MXN,DEXMXUS,0.048856752003126835,usd_per_foreign_unit
2021-06-18,MXN,DEXMXUS,0.048376953219486235,usd_per_foreign_unit
2021-06-21,MXN,DEXMXUS,0.04855075981939117,usd_per_foreign_unit
2021-06-22,MXN,DEXMXUS,0.04858378273332362,usd_per_foreign_unit
2021-06-23,MXN,DEXMXUS,0.04935834155972359,usd_per_foreign_unit
2021-06-24,MXN,DEXMXUS,0.049890241468768706,usd_per_foreign_unit
2021-06-25,MXN,DEXMXUS,0.05052291214065579,usd_per_foreign_unit
2021-06-28,MXN,DEXMXUS,0.05055611729019211,usd_per_foreign_unit
2021-06-29,MXN,DEXMXUS,0.0504999495000505,usd_per_foreign_unit
2021-06-30,MXN,DEXMXUS,0.05023610971566362,usd_per_foreign_unit
2021-07-01,MXN,DEXMXUS,0.05003252113874018,usd_per_foreign_unit
2021-07-02,MXN,DEXMXUS,0.05039306591413021,usd_per_foreign_unit
2021-07-06,MXN,DEXMXUS,0.05004003202562049,usd_per_foreign_unit
2021-07-07,MXN,DEXMXUS,0.05003252113874018,usd_per_foreign_unit
2021-07-08,MXN,DEXMXUS,0.05008765339343852,usd_per_foreign_unit
2021-07-09,MXN,DEXMXUS,0.0502992807202857,usd_per_foreign_unit
2021-07-12,MXN,DEXMXUS,0.05039306591413021,usd_per_foreign_unit
2021-07-13,MXN,DEXMXUS,0.0500225101295583,usd_per_foreign_unit
2021-07-14,MXN,DEXMXUS,0.05027146591594611,usd_per_foreign_unit
2021-07-15,MXN,DEXMXUS,0.05018065034122842,usd_per_foreign_unit
2021-07-16,MXN,DEXMXUS,0.050408307289041235,usd_per_foreign_unit
2021-07-19,MXN,DEXMXUS,0.05,usd_per_foreign_unit
2021-07-20,MXN,DEXMXUS,0.049635181416588084,usd_per_foreign_unit
2021-07-21,MXN,DEXMXUS,0.04962040391008783,usd_per_foreign_unit
2021-07-22,MXN,DEXMXUS,0.049521130666455374,usd_per_foreign_unit
2021-07-23,MXN,DEXMXUS,0.04992511233150274,usd_per_foreign_unit
2021-07-26,MXN,DEXMXUS,0.04997501249375312,usd_per_foreign_unit
2021-07-27,MXN,DEXMXUS,0.05006257822277847,usd_per_foreign_unit
2021-07-28,MXN,DEXMXUS,0.05014793641241663,usd_per_foreign_unit
2021-07-29,MXN,DEXMXUS,0.05035500276952515,usd_per_foreign_unit
2021-07-30,MXN,DEXMXUS,0.0503879875037791,usd_per_foreign_unit
2021-08-02,MXN,DEXMXUS,0.05036261079774375,usd_per_foreign_unit
2021-08-03,MXN,DEXMXUS,0.050261359067149174,usd_per_foreign_unit
2021-08-04,MXN,DEXMXUS,0.050077620311482794,usd_per_foreign_unit
2021-08-05,MXN,DEXMXUS,0.05018770200550057,usd_per_foreign_unit
2021-08-06,MXN,DEXMXUS,0.049955040463582776,usd_per_foreign_unit
2021-08-09,MXN,DEXMXUS,0.04983305925150745,usd_per_foreign_unit
2021-08-10,MXN,DEXMXUS,0.04978592054167082,usd_per_foreign_unit
2021-08-11,MXN,DEXMXUS,0.050110242533573865,usd_per_foreign_unit
2021-08-12,MXN,DEXMXUS,0.050273993263284904,usd_per_foreign_unit
2021-08-13,MXN,DEXMXUS,0.050347397039573055,usd_per_foreign_unit
2021-08-16,MXN,DEXMXUS,0.050289162685441285,usd_per_foreign_unit
2021-08-17,MXN,DEXMXUS,0.05004253615573237,usd_per_foreign_unit
2021-08-18,MXN,DEXMXUS,0.04997251511668582,usd_per_foreign_unit
2021-08-19,MXN,DEXMXUS,0.04972403162448411,usd_per_foreign_unit
2021-08-20,MXN,DEXMXUS,0.04895960832313341,usd_per_foreign_unit
2021-08-23,MXN,DEXMXUS,0.04910626595953643,usd_per_foreign_unit
2021-08-24,MXN,DEXMXUS,0.049217442661679295,usd_per_foreign_unit
2021-08-25,MXN,DEXMXUS,0.04934372841211882,usd_per_foreign_unit
2021-08-26,MXN,DEXMXUS,0.04912315174141573,usd_per_foreign_unit
2021-08-27,MXN,DEXMXUS,0.0495000495000495,usd_per_foreign_unit
2021-08-30,MXN,DEXMXUS,0.04968450340338849,usd_per_foreign_unit
2021-08-31,MXN,DEXMXUS,0.04981568197668626,usd_per_foreign_unit
2021-09-01,MXN,DEXMXUS,0.05009016229212583,usd_per_foreign_unit
2021-09-02,MXN,DEXMXUS,0.050082636349977463,usd_per_foreign_unit
2021-09-03,MXN,DEXMXUS,0.05027904872039821,usd_per_foreign_unit
2021-09-07,MXN,DEXMXUS,0.05014039310068191,usd_per_foreign_unit
2021-09-08,MXN,DEXMXUS,0.050157997692732104,usd_per_foreign_unit
2021-09-09,MXN,DEXMXUS,0.05017561465127948,usd_per_foreign_unit
2021-09-10,MXN,DEXMXUS,0.05034232782923882,usd_per_foreign_unit
2021-09-13,MXN,DEXMXUS,0.05033219247030401,usd_per_foreign_unit
2021-09-14,MXN,DEXMXUS,0.0502563071665494,usd_per_foreign_unit
2021-09-15,MXN,DEXMXUS,0.0502563071665494,usd_per_foreign_unit
2021-09-16,MXN,DEXMXUS,0.050157997692732104,usd_per_foreign_unit
2021-09-17,MXN,DEXMXUS,0.05003978162639298,usd_per_foreign_unit
2021-09-20,MXN,DEXMXUS,0.0496007142502852,usd_per_foreign_unit
2021-09-21,MXN,DEXMXUS,0.049709201173137145,usd_per_foreign_unit
2021-09-22,MXN,DEXMXUS,0.04996752111127767,usd_per_foreign_unit
2021-09-23,MXN,DEXMXUS,0.04993757802746567,usd_per_foreign_unit
2021-09-24,MXN,DEXMXUS,0.049766099333134264,usd_per_foreign_unit
2021-09-27,MXN,DEXMXUS,0.04976733769626994,usd_per_foreign_unit
2021-09-28,MXN,DEXMXUS,0.049185972160739756,usd_per_foreign_unit
2021-09-29,MXN,DEXMXUS,0.04880191303499097,usd_per_foreign_unit
2021-09-30,MXN,DEXMXUS,0.04863340142009532,usd_per_foreign_unit
2021-10-01,MXN,DEXMXUS,0.04880191303499097,usd_per_foreign_unit
2021-10-04,MXN,DEXMXUS,0.04869971754163826,usd_per_foreign_unit
2021-10-05,MXN,DEXMXUS,0.04863340142009532,usd_per_foreign_unit
2021-10-06,MXN,DEXMXUS,0.048435532306500044,usd_per_foreign_unit
2021-10-07,MXN,DEXMXUS,0.04856019035594619,usd_per_foreign_unit
2021-10-08,MXN,DEXMXUS,0.04820206304829847,usd_per_foreign_unit
2021-10-12,MXN,DEXMXUS,0.048151001540832045,usd_per_foreign_unit
2021-10-13,MXN,DEXMXUS,0.048430840759395584,usd_per_foreign_unit
2021-10-14,MXN,DEXMXUS,0.04856254856254857,usd_per_foreign_unit
2021-10-15,MXN,DEXMXUS,0.048894973596714256,usd_per_foreign_unit
2021-10-18,MXN,DEXMXUS,0.04922228785193936,usd_per_foreign_unit
2021-10-19,MXN,DEXMXUS,0.04934129372872157,usd_per_foreign_unit
2021-10-20,MXN,DEXMXUS,0.04958104021022361,usd_per_foreign_unit
2021-10-21,MXN,DEXMXUS,0.04933642508263852,usd_per_foreign_unit
2021-10-22,MXN,DEXMXUS,0.04947555907381754,usd_per_foreign_unit
2021-10-25,MXN,DEXMXUS,0.049478007025877,usd_per_foreign_unit
2021-10-26,MXN,DEXMXUS,0.049458430189425785,usd_per_foreign_unit
2021-10-27,MXN,DEXMXUS,0.04945598417408507,usd_per_foreign_unit
2021-10-28,MXN,DEXMXUS,0.04918355301987015,usd_per_foreign_unit
2021-10-29,MXN,DEXMXUS,0.04865943263101553,usd_per_foreign_unit
2021-11-01,MXN,DEXMXUS,0.04795933048774639,usd_per_foreign_unit
2021-11-02,MXN,DEXMXUS,0.04819277108433735,usd_per_foreign_unit
2021-11-03,MXN,DEXMXUS,0.04801459643731694,usd_per_foreign_unit
2021-11-04,MXN,DEXMXUS,0.04847544718600029,usd_per_foreign_unit
2021-11-05,MXN,DEXMXUS,0.04895960832313341,usd_per_foreign_unit
2021-11-08,MXN,DEXMXUS,0.049173878835562554,usd_per_foreign_unit
2021-11-09,MXN,DEXMXUS,0.049309664694280074,usd_per_foreign_unit
2021-11-10,MXN,DEXMXUS,0.048856752003126835,usd_per_foreign_unit
2021-11-12,MXN,DEXMXUS,0.04873531848530631,usd_per_foreign_unit
2021-11-15,MXN,DEXMXUS,0.048480147379648036,usd_per_foreign_unit
2021-11-16,MXN,DEXMXUS,0.048023819814628055,usd_per_foreign_unit
2021-11-17,MXN,DEXMXUS,0.04833019187086173,usd_per_foreign_unit
2021-11-18,MXN,DEXMXUS,0.04824624885415159,usd_per_foreign_unit
2021-11-19,MXN,DEXMXUS,0.04807923457858551,usd_per_foreign_unit
2021-11-22,MXN,DEXMXUS,0.047682624451649815,usd_per_foreign_unit
2021-11-23,MXN,DEXMXUS,0.04708319600734498,usd_per_foreign_unit
2021-11-24,MXN,DEXMXUS,0.046735523671542746,usd_per_foreign_unit
2021-11-26,MXN,DEXMXUS,0.04576030750926646,usd_per_foreign_unit
2021-11-29,MXN,DEXMXUS,0.046019328117809476,usd_per_foreign_unit
2021-11-30,MXN,DEXMXUS,0.046613527245606676,usd_per_foreign_unit
2021-12-01,MXN,DEXMXUS,0.04693733865289838,usd_per_foreign_unit
2021-12-02,MXN,DEXMXUS,0.04692852785208128,usd_per_foreign_unit
2021-12-03,MXN,DEXMXUS,0.04664396660291991,usd_per_foreign_unit
2021-12-06,MXN,DEXMXUS,0.04712091226086137,usd_per_foreign_unit
2021-12-07,MXN,DEXMXUS,0.04751270964983133,usd_per_foreign_unit
2021-12-08,MXN,DEXMXUS,0.04771220000954244,usd_per_foreign_unit
2021-12-09,MXN,DEXMXUS,0.04759185227489054,usd_per_foreign_unit
2021-12-10,MXN,DEXMXUS,0.047908781679681885,usd_per_foreign_unit
2021-12-13,MXN,DEXMXUS,0.04772358499570488,usd_per_foreign_unit
2021-12-14,MXN,DEXMXUS,0.047174261722804034,usd_per_foreign_unit
2021-12-15,MXN,DEXMXUS,0.047103155911446065,usd_per_foreign_unit
2021-12-16,MXN,DEXMXUS,0.047911077041011885,usd_per_foreign_unit
2021-12-17,MXN,DEXMXUS,0.048236939848536005,usd_per_foreign_unit
2021-12-20,MXN,DEXMXUS,0.04822065772977144,usd_per_foreign_unit
2021-12-21,MXN,DEXMXUS,0.04806305873305777,usd_per_foreign_unit
2021-12-22,MXN,DEXMXUS,0.04819509373945732,usd_per_foreign_unit
2021-12-23,MXN,DEXMXUS,0.048430840759395584,usd_per_foreign_unit
2021-12-27,MXN,DEXMXUS,0.04836525440123816,usd_per_foreign_unit
2021-12-28,MXN,DEXMXUS,0.04858850395996307,usd_per_foreign_unit
2021-12-29,MXN,DEXMXUS,0.04858378273332362,usd_per_foreign_unit
2021-12-30,MXN,DEXMXUS,0.04874719703617042,usd_per_foreign_unit
2022-01-03,MXN,DEXMXUS,0.04861448711716091,usd_per_foreign_unit
2022-01-04,MXN,DEXMXUS,0.04877810838495683,usd_per_foreign_unit
2022-01-05,MXN,DEXMXUS,0.048926072704144036,usd_per_foreign_unit
2022-01-06,MXN,DEXMXUS,0.04893564962074872,usd_per_foreign_unit
2022-01-07,MXN,DEXMXUS,0.049026817669265095,usd_per_foreign_unit
2022-01-10,MXN,DEXMXUS,0.04888780249327793,usd_per_foreign_unit
2022-01-11,MXN,DEXMXUS,0.0491328059745492,usd_per_foreign_unit
2022-01-12,MXN,DEXMXUS,0.04909903274905484,usd_per_foreign_unit
2022-01-13,MXN,DEXMXUS,0.049115913555992145,usd_per_foreign_unit
2022-01-14,MXN,DEXMXUS,0.04922228785193936,usd_per_foreign_unit
2022-01-18,MXN,DEXMXUS,0.04907252919815487,usd_per_foreign_unit
2022-01-19,MXN,DEXMXUS,0.04885197850512946,usd_per_foreign_unit
2022-01-20,MXN,DEXMXUS,0.048964402879106896,usd_per_foreign_unit
2022-01-21,MXN,DEXMXUS,0.048856752003126835,usd_per_foreign_unit
2022-01-24,MXN,DEXMXUS,0.04840505348758411,usd_per_foreign_unit
2022-01-25,MXN,DEXMXUS,0.048362915316535283,usd_per_foreign_unit
2022-01-26,MXN,DEXMXUS,0.048430840759395584,usd_per_foreign_unit
2022-01-27,MXN,DEXMXUS,0.048169556840077066,usd_per_foreign_unit
2022-01-28,MXN,DEXMXUS,0.04799846404915043,usd_per_foreign_unit
2022-01-31,MXN,DEXMXUS,0.048456655521635895,usd_per_foreign_unit
2022-02-01,MXN,DEXMXUS,0.04861685060041811,usd_per_foreign_unit
2022-02-02,MXN,DEXMXUS,0.0485677374233844,usd_per_foreign_unit
2022-02-03,MXN,DEXMXUS,0.048652330446628395,usd_per_foreign_unit
2022-02-04,MXN,DEXMXUS,0.04826720725938797,usd_per_foreign_unit
2022-02-07,MXN,DEXMXUS,0.048440224762642904,usd_per_foreign_unit
2022-02-08,MXN,DEXMXUS,0.048459003682884284,usd_per_foreign_unit
2022-02-09,MXN,DEXMXUS,0.04878048780487805,usd_per_foreign_unit
2022-02-10,MXN,DEXMXUS,0.04894043948514658,usd_per_foreign_unit
2022-02-11,MXN,DEXMXUS,0.04900519455062237,usd_per_foreign_unit
2022-02-14,MXN,DEXMXUS,0.04901480247034604,usd_per_foreign_unit
2022-02-15,MXN,DEXMXUS,0.04910867750331484,usd_per_foreign_unit
2022-02-16,MXN,DEXMXUS,0.049231981094919254,usd_per_foreign_unit
