id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1914461,Spacious and comfortable room,9930219,Arlene,Manhattan,East Harlem,40.8002852921608,-73.94293712950963,Private room,100,3,3,2015-05-24,0.21,1,329
7821055,Specious and Sunny apt with BALCONY,218654,Shira,Manhattan,East Harlem,40.790860338298664,-73.93917709172263,Entire home/apt,150,1,0,,,1,14
3884893,Convenient Lovely Manhattan NYC,16715941,Ian,Manhattan,East Harlem,40.79887096412691,-73.94177632770003,Private room,95,1,59,2015-08-14,4.82,2,333
1001447,"UES apt, cosy, comfy sofa/aerobed",214794,Pete,Manhattan,East Harlem,40.793068325783985,-73.9513808418182,Shared room,60,2,63,2015-08-31,2.13,2,158
6899995,Come to Know New York I,25812962,Claudio,Manhattan,East Harlem,40.78967706386568,-73.94202465464507,Private room,55,1,2,2015-08-30,2,2,309
6900215,~*Gorgeous*~ Specious 2BR NYC Apt!,24041334,Sarah,Manhattan,East Harlem,40.7918567073178,-73.94172575877077,Entire home/apt,150,2,7,2015-08-22,3.89,3,285
4541089,Amazing Bedroom on Central Park,20536731,Avi,Manhattan,East Harlem,40.798301215289456,-73.94788373022057,Private room,99,1,6,2015-06-12,0.74,1,0
8085420,COMFORTABLE  living room for FEMALE,42700722,Yudu,Manhattan,East Harlem,40.799848368477605,-73.93836329515321,Shared room,45,3,0,,,1,1
3496796,Great Studio in Harlem ,17604404,James,Manhattan,East Harlem,40.8062781397576,-73.94071927678256,Private room,135,3,0,,,1,365
4545881,Studio on Lex,4524320,Tanya-And-Juan,Manhattan,East Harlem,40.79252018472802,-73.94654953839871,Entire home/apt,95,2,44,2015-08-15,4.89,2,46
6643126,Bedroom in Cozy NYC apartment,21934258,Sonia,Manhattan,East Harlem,40.79108838356302,-73.9475934768231,Private room,80,1,1,2015-08-11,1,3,67
6249938,20% off in Manhattan,3360618,TC And Jeffrey,Manhattan,East Harlem,40.79431622004652,-73.9350372578372,Private room,65,1,30,2015-08-31,7.50,1,82
6643892,Clean and comfie 4-person dorm,24260658,Kristy,Manhattan,East Harlem,40.795276603262934,-73.93548942012296,Private room,120,2,13,2015-08-19,4.33,4,303
3760547,Cozy Large Bedroom w/ Full Size Bed,2250129,Doug,Manhattan,East Harlem,40.79684552326428,-73.93940529275581,Private room,40,3,17,2015-07-11,1.32,1,8
5236146,Cozy 2bdr 1 block from Central Park,4655245,Douglas,Manhattan,East Harlem,40.79461602832462,-73.94923084783832,Entire home/apt,249,1,18,2015-08-27,3.78,1,288
7037585,Sunny & Spacious near Central Park,2170381,Guida,Manhattan,East Harlem,40.796380545757884,-73.94431207110138,Private room,90,15,1,2015-08-17,1,1,85
4023565,Beautiful 1 Bedroom on Top Floor,20859039,Mohamed,Manhattan,East Harlem,40.78767434922131,-73.94813074286297,Entire home/apt,250,2,4,2014-10-17,0.34,1,365
6776785,1 bedroom Duplex Apartment- Private,11156066,Karen,Manhattan,East Harlem,40.80853143913127,-73.93963167979958,Entire home/apt,115,7,2,2015-07-25,1.07,2,301
6776896,Cozy East Harlem 1 BD APT,31800767,Christopher,Manhattan,East Harlem,40.79098106024452,-73.94054248749143,Private room,75,1,0,,,1,365
2977232,Priv Room by Subway & Central Park!,15185319,Alesandra,Manhattan,East Harlem,40.79309553420156,-73.94452317016312,Private room,85,1,28,2015-08-26,2.12,1,314
182069,Cozy entire apt. great location,39260,Matteo,Manhattan,East Harlem,40.790556351182815,-73.94680403089478,Entire home/apt,120,3,23,2015-08-05,0.48,1,309
1305458,Charming Spanish Harlem Apartment.,6620303,Boureima,Manhattan,East Harlem,40.79595235513511,-73.93618696110613,Entire home/apt,115,2,11,2015-08-10,0.45,1,359
7726655,Amazing space/location!,4083735,Mandy,Manhattan,East Harlem,40.78977674197842,-73.94885390569951,Entire home/apt,150,1,0,,,1,4
489965,A Gem in Harlem - Modern Living,2423067,Clara,Manhattan,East Harlem,40.793128584733246,-73.93492787234011,Private room,110,3,11,2015-08-11,0.46,1,336
3766770,Romantic 1 bedroom Part2 Harlem USA,17479416,Tae,Manhattan,East Harlem,40.80592464282417,-73.93653088080748,Entire home/apt,125,3,15,2015-07-24,1.30,3,286
8092877,Just steps from Central Park,37694869,Tim,Manhattan,East Harlem,40.79158185436722,-73.94926082102702,Entire home/apt,150,1,0,,,2,271
6521254,"Large, sunny rm, perfect location!",6778580,Laurie,Manhattan,East Harlem,40.79422666972536,-73.94413793117488,Private room,75,5,1,2015-06-30,0.46,1,37
5629155,Cozy Room 10 mins to Central Park,29130978,Pilar,Manhattan,East Harlem,40.78890961316276,-73.94797995745186,Private room,90,2,8,2015-08-12,2.93,2,135
5210744,Super Spacious Room,4324286,Ettice,Manhattan,East Harlem,40.808581473061714,-73.94012588257135,Private room,103,14,1,2015-08-18,1,5,329
5210757,2 Huge private bedroom in big apt,4324286,Ettice,Manhattan,East Harlem,40.80934846417771,-73.93987217739098,Entire home/apt,150,21,1,2015-07-20,0.67,5,319
230877,Monthly Apartment Rental,292204,Blanca,Manhattan,East Harlem,40.79239066876636,-73.94534787729512,Entire home/apt,100,3,72,2015-07-15,1.50,3,287
3246086,Nice sunny shared apartment,3019936,Varun & Deepti,Manhattan,East Harlem,40.783701302305396,-73.9453428153358,Shared room,68,1,1,2015-04-30,0.24,1,365
1150628,Sunny Harlem Hangout -- Super Great,6306561,Annie,Manhattan,East Harlem,40.807391137487855,-73.94031776542919,Private room,116,1,28,2014-11-28,1.01,2,270
6262645,1 BR in shared East Harlem apt,32304586,Amanda,Manhattan,East Harlem,40.79115482773376,-73.9466252460597,Private room,85,3,4,2015-08-22,1.12,2,236
4296844,Charming large 1  bedroom apartment,21651849,Nikki,Manhattan,East Harlem,40.78860652065407,-73.93995542098511,Entire home/apt,129,3,4,2014-12-29,0.38,2,311
8098050,Semi-Private Room near Central Park,2053408,Elena,Manhattan,East Harlem,40.79257182392827,-73.94491642674082,Shared room,49,1,0,,,3,345
2070076,"Cool Apt-2 bedrooms,10m CentralPark",2674701,Mauricio,Manhattan,East Harlem,40.790351853577725,-73.94999881987528,Entire home/apt,160,5,19,2015-05-16,1.28,3,91
5871677,5th Avenue Gem,4852109,Patrick,Manhattan,East Harlem,40.794666993297824,-73.95003152704474,Entire home/apt,175,7,4,2015-08-18,1.18,1,309
6090482,Private Bedroom,31607344,Francisca,Manhattan,East Harlem,40.80207108825442,-73.93483625676406,Private room,53,4,0,,,1,349
1809547,"Priv room in 3 bdrm apt - Room ""B""",9207223,Ryan,Manhattan,East Harlem,40.801257114533065,-73.94540385375086,Private room,75,2,10,2015-08-18,0.44,1,319
2989596,13 mins from Grand Central Station ,15244922,Dolly,Manhattan,East Harlem,40.79435856338137,-73.94427915457395,Entire home/apt,121,3,35,2015-08-16,2.24,1,273
7970390,Maya Room,42058141,Innkeeper,Manhattan,East Harlem,40.80096244524224,-73.94330018713286,Private room,119,2,1,2015-08-21,1,1,350
1941439,Large Room 5 min to major subways!!,10041857,Veronica,Manhattan,East Harlem,40.79628538251349,-73.94768740462145,Private room,99,1,4,2015-06-21,0.18,1,336
1024029,Cool Spacious/10min to Central Park,2674701,Mauricio,Manhattan,East Harlem,40.78804196412544,-73.9491505798573,Entire home/apt,120,5,16,2014-11-22,0.55,3,244
6660373,Come to Know New York II,25812962,Claudio,Manhattan,East Harlem,40.79130576068099,-73.94344495168438,Private room,55,3,0,,,2,339
6922550,Big room in beautiful & new apt!,24481091,Adri,Manhattan,East Harlem,40.808605406416014,-73.93946621201047,Private room,90,5,0,,,1,48
760556,"Historic Harlem, NYC!",4009041,Billie,Manhattan,East Harlem,40.799849688803874,-73.9446443259401,Private room,98,7,13,2015-08-12,0.38,1,316
2597629,10 mins train to Times SQ! Sleeps 7,11093477,Sendo,Manhattan,East Harlem,40.79373511272527,-73.94281607116275,Entire home/apt,220,2,33,2015-08-19,2.16,3,323
6660940,Beautiful&Clean Single room2,25561457,Rika,Manhattan,East Harlem,40.79868864604748,-73.94060015274471,Private room,65,1,1,2015-06-07,0.34,5,294
4874401,Private room near Central Park,19392723,Pablo,Manhattan,East Harlem,40.78769957307225,-73.94914056597123,Private room,80,1,2,2014-12-31,0.24,1,228
8103622,A Large Private Room ready for you,17141799,Lloyd,Manhattan,East Harlem,40.795895315575684,-73.9435708969755,Private room,90,2,0,,,2,0
1459830,Special Cozy/Clean 2 bedroom @ NYC,4358900,Marianne,Manhattan,East Harlem,40.78802603121428,-73.94570341355004,Entire home/apt,149,2,54,2015-08-25,2.23,1,286
4041378,MANHATTAN STUDIO 10 MIN TO DOWNTOWN,7452455,Neal,Manhattan,East Harlem,40.80006185247417,-73.93676173317512,Entire home/apt,206,1,32,2015-07-28,2.99,5,362
2377514,Sophisticated Harlem True 2BR NYC,12145783,Enid,Manhattan,East Harlem,40.80021482166072,-73.94142026927096,Entire home/apt,180,4,34,2015-08-30,1.96,1,262
1682282,Private room in  MANHATTAN NYC,8896180,Facundo Martin /Teresa,Manhattan,East Harlem,40.79052692659415,-73.94398286698231,Private room,90,1,39,2015-08-14,3.35,1,294
5747216,12B Low priced room in Manhattan 駅近,19153100,Rika,Manhattan,East Harlem,40.78897947456623,-73.94817921492154,Private room,69,1,4,2015-08-15,0.90,5,73
6796235,Private Room in Spanish Harlem,19805631,Rod,Manhattan,East Harlem,40.799485693598214,-73.93893757194492,Private room,64,3,4,2015-08-17,2.73,3,332
4568601,Trendy Huge Bedroom ★MANHATTAN★,10280470,Carolina,Manhattan,East Harlem,40.797937906684304,-73.94138951359906,Private room,75,2,8,2015-08-04,1.05,3,93
4045195,A room with a private bathroom ,20974315,Anna,Manhattan,East Harlem,40.794352880549546,-73.94260864005807,Private room,120,1,15,2015-08-22,1.32,1,310
433930,Your private Studio in Manhattan ,2156727,Julian,Manhattan,East Harlem,40.787950612943355,-73.94865156958836,Private room,109,2,14,2015-07-18,0.40,2,39
805312,Stylish Park-View Apt with King Bed,4239357,A. Oliver,Manhattan,East Harlem,40.80264300189627,-73.94400225860974,Entire home/apt,135,5,24,2015-06-07,0.75,1,336
2603870,East Harlem Entire Home,5176701,Cris,Manhattan,East Harlem,40.80101195627711,-73.9442300100483,Entire home/apt,140,4,17,2015-08-01,1.47,3,308
4438996,NYC-style room near Central Park!,5029851,Elena,Manhattan,East Harlem,40.790014044624165,-73.94395037857966,Private room,80,1,0,,,2,350
4833053,Small 1BR 1 block from central park,24879267,Geneviève,Manhattan,East Harlem,40.78712509280388,-73.9522757989146,Entire home/apt,120,4,1,2015-01-04,0.12,1,234
5488788,Big and Bright 1 Bedroom,10382736,William,Manhattan,East Harlem,40.795169226949994,-73.93439154867083,Entire home/apt,88,1,14,2015-08-23,2.78,1,125
3654510,"Sunny, spacious room in 3BR apt",7920086,Susan,Manhattan,East Harlem,40.786977773326676,-73.94400357320326,Private room,75,2,9,2015-08-09,0.70,2,240
4388376,20m Timesquare 3blocks to Subway,19504694,Marie,Manhattan,East Harlem,40.78676190716492,-73.94943380816822,Private room,90,1,0,,,4,290
4572350,HARLEM - 1 BEDROOM PRIVATE BATH B&B,23701292,Jonathan,Manhattan,East Harlem,40.8051634503926,-73.93940608125303,Private room,80,5,0,,,1,344
640990,Lovely E. Harlem Brownstone PH,3201337,Diego,Manhattan,East Harlem,40.7951247583393,-73.93181707877417,Private room,55,2,30,2015-06-04,0.83,1,117
99913,Private Bed&Bath in Comfy Apartment,506419,Emmanuel Paul,Manhattan,East Harlem,40.790610698619176,-73.9455819898547,Private room,100,2,6,2015-08-27,0.12,1,354
3787327,Bright & Spacious on Upper East,19437861,Luciana,Manhattan,East Harlem,40.78499538475262,-73.94785077500734,Entire home/apt,130,4,1,2014-08-14,0.08,1,211
6671845,Cute little Gem in Upper Manhattan,34696390,Shely,Manhattan,East Harlem,40.796911189585344,-73.94174290739197,Entire home/apt,95,1,0,,,2,247
3624190,Roomy Apartment Friendly Neighbors,13128208,Nina,Manhattan,East Harlem,40.799489550200065,-73.93678010326015,Private room,80,3,12,2015-03-01,0.91,1,19
7206954,Harlem Bed and Breakfast,34997958,Tinashe,Manhattan,East Harlem,40.80111020776701,-73.94227408837301,Private room,80,1,10,2015-08-23,6.38,1,240
8114682,Lovely apartment share in Manhattan,17141799,Lloyd,Manhattan,East Harlem,40.795876346926,-73.94515156287093,Shared room,60,2,0,,,2,0
7066281,Spanish Harlem Hook Up.,10179809,Michelle And Felmar,Manhattan,East Harlem,40.794666127612594,-73.93554789924302,Private room,80,1,9,2015-08-30,6.00,1,48
7328721,Stylish East Harlem Studio,38391807,Danielle,Manhattan,East Harlem,40.796465561897655,-73.93117190791924,Entire home/apt,115,1,3,2015-08-10,2.09,1,0
7728018,Beautiful Upper East Side,40608098,Nicole,Manhattan,East Harlem,40.78502041121264,-73.94762747598165,Entire home/apt,200,1,0,,,1,80
4838567,Huge and Fabulous 2 bedroom UES,23304495,Nadia,Manhattan,East Harlem,40.79149610979762,-73.95011666108621,Entire home/apt,235,5,2,2015-07-16,0.42,2,158
775447,GORGEOUS Condo with STUNNING View,1205220,Home,Manhattan,East Harlem,40.79650080726718,-73.94868148471683,Entire home/apt,218,5,70,2015-08-28,2.85,1,278
6674482,Private Bedroom in East Harlem,34933217,Emilie,Manhattan,East Harlem,40.794354801448506,-73.94071124116041,Private room,97,1,0,,,1,64
7198959,Just steps from Central Park,37694869,Tim,Manhattan,East Harlem,40.79103927212176,-73.94783969088846,Private room,85,1,5,2015-08-13,3.33,2,292
6675194,Cool & Rare Duplex in NYC! Park Ave,30591839,Eli,Manhattan,East Harlem,40.78668930172148,-73.9517638304221,Entire home/apt,200,1,2,2015-08-14,2,1,255
3744465,Private Room Uptown Manhattan!,19152360,Norz,Manhattan,East Harlem,40.80000055797839,-73.93968493699127,Private room,64,1,45,2015-08-17,3.70,1,338
1039888,Orange cozy studio in Manhattan,5725323,Jane,Manhattan,East Harlem,40.791253718822496,-73.94501707132417,Entire home/apt,90,5,7,2015-08-11,0.24,1,234
4710102,Harlem Renaissance,24343117,Sachin,Manhattan,East Harlem,40.800384441823326,-73.9465570315709,Entire home/apt,175,3,10,2015-08-19,1.24,1,318
4841727,Lots of Light 800 Square Foot 1 BR,9810879,Michael,Manhattan,East Harlem,40.793005139905915,-73.93946724777004,Entire home/apt,150,1,0,,,1,233
4710652,4 BR ** ONE BLOCK to CENTRAL PARK**,7452455,Neal,Manhattan,East Harlem,40.79675640247865,-73.94894698354588,Entire home/apt,225,1,48,2015-08-28,5.48,5,343
772679,"Very large, clean 1 BR apartment",4076876,Tauheed,Manhattan,East Harlem,40.803427826088544,-73.93513742401524,Private room,120,7,2,2013-12-02,0.08,1,365
5628348,spacious room in fabulous Harlem,14057347,Grace,Manhattan,East Harlem,40.7907670078052,-73.94156763643213,Private room,95,1,0,,,1,344
3712441,Home Sweet Harlem,7896654,Jahaan,Manhattan,East Harlem,40.80578136098614,-73.94028951175008,Entire home/apt,125,2,6,2015-07-29,1.68,1,41
1696381,Charming Room Near Central Park,2717428,Ellen,Manhattan,East Harlem,40.79770327981139,-73.93753845175667,Private room,112,1,15,2015-05-29,0.66,1,247
3953210,spacious loft  on nice street,4876330,Keshia,Manhattan,East Harlem,40.79045009932199,-73.94273761478742,Entire home/apt,110,2,3,2015-03-23,0.25,1,244
3534256,Private BR in 3 BR Apt - E. Harlem,5220670,Jonathon,Manhattan,East Harlem,40.801524930804746,-73.93979901884609,Private room,100,1,2,2015-01-01,0.17,2,124
4583570,ENTIRE Apartment  ★MANHATTAN★ ,10280470,Carolina,Manhattan,East Harlem,40.79178981251569,-73.94567185890976,Entire home/apt,150,2,23,2015-08-14,2.57,3,306
7598279,Quirky and Comfy 1BR in HARLEM,13931159,Nick,Manhattan,East Harlem,40.810096178641736,-73.93829590838254,Entire home/apt,125,1,0,,,1,10
3010978,Room w Sundeck;CentralPark & Subway,15343440,Thomas,Manhattan,East Harlem,40.79045565991339,-73.94941691791136,Private room,86,1,28,2015-08-19,1.98,1,345
914594,BEAUTIFUL STUDIO w/ WASHER/DRYER,4909008,Vanessa,Manhattan,East Harlem,40.79057534479697,-73.9435363751514,Entire home/apt,100,3,6,2015-06-24,0.21,1,365
4978197,Beautiul&Clean Single room$65,25561457,Rika,Manhattan,East Harlem,40.79840620777474,-73.94091063553509,Private room,65,1,4,2015-08-18,0.65,5,326
4716349,Fully Furnished Private Bedroom,21208237,Sam,Manhattan,East Harlem,40.79310942175438,-73.94587495612006,Private room,80,1,0,,,1,242
4061171,Great Room in Upper East Manhattan,21065295,Dimaura,Manhattan,East Harlem,40.79666228261922,-73.93210229848711,Private room,80,3,4,2015-01-03,0.37,1,346
6682678,Sun-Soaked Harlem Loft (Blue Room),2343287,Daniel,Manhattan,East Harlem,40.80606740302316,-73.93935252452256,Private room,63,1,1,2015-08-10,1,3,77
7207482,Cozy 1 bedroom by Central Park East,37741678,Alexander,Manhattan,East Harlem,40.7888491835991,-73.95250638971686,Entire home/apt,160,3,2,2015-08-16,2,1,8
1747405,Spacious NYC Apt - Stay for Less!,9117590,Sammy,Manhattan,East Harlem,40.80011761454228,-73.94087265925425,Entire home/apt,120,2,53,2015-08-26,2.31,2,226
261366,"Cute & Cozy in upper east, Manhatta",1370474,Edmi,Manhattan,East Harlem,40.78983282601176,-73.9467440172583,Entire home/apt,160,3,6,2014-09-01,0.13,1,331
4377337,Beautiful Railroad Style Apartment!,18893494,Leonella,Manhattan,East Harlem,40.798715488779244,-73.94109572759368,Entire home/apt,120,1,0,,,1,229
6761248,Cozy bedroom with queen size bed.,35381308,Susan,Manhattan,East Harlem,40.79106835113253,-73.9428974251528,Private room,80,1,4,2015-08-07,1.54,1,319
7132096,Beautiful BR in boutique apartament,37347240,Octavia,Manhattan,East Harlem,40.78929475505571,-73.94227936087916,Private room,80,1,8,2015-08-16,5.85,2,314
278090,Furnished room for rent - Manhattan,1451723,Bia,Manhattan,East Harlem,40.792796460689665,-73.93966831018781,Private room,70,2,139,2015-08-14,3.24,1,317
4296572,Huge room steps from Central Park,18838477,Arielle,Manhattan,East Harlem,40.79052424104208,-73.94963235730735,Private room,88,1,4,2015-08-09,0.44,1,17
3531681,Spacious 5th Ave - Pvt Bed & Bath ,14362471,Andy And TJ,Manhattan,East Harlem,40.79658679510666,-73.94841795561477,Private room,99,2,29,2015-08-14,2.20,1,208
5901310,26C Near subway Manhattan きれい,19153100,Rika,Manhattan,East Harlem,40.78946918281965,-73.9474299341433,Private room,85,1,9,2015-08-13,2.21,5,165
4045049,Cozy Room on Upper East Side,19504694,Marie,Manhattan,East Harlem,40.788330992893,-73.94923614984306,Private room,65,1,17,2015-08-18,1.44,4,320
4613372,26A close to station!きれい Manhattan,19153100,Rika,Manhattan,East Harlem,40.789186790364305,-73.94871976867036,Private room,85,1,19,2015-08-07,2.18,5,114
5500657,Private XL Room in Modern Condo!,9329037,Jake,Manhattan,East Harlem,40.79098697115828,-73.94016511947227,Private room,93,2,8,2015-08-16,2.24,1,22
7968024,Luxury Apartment with King Room,39859331,Lerone,Manhattan,East Harlem,40.799450634055766,-73.9378783663793,Private room,90,1,0,,,1,2
7198048,"Comfortable, Clean and Cozy room",22767546,Tsotne,Manhattan,East Harlem,40.78605746460711,-73.94114366707396,Private room,70,4,0,,,2,42
3797867,Private Room In East Side 2BR Apt.,19504694,Marie,Manhattan,East Harlem,40.78760713247247,-73.94863421567801,Private room,70,1,22,2015-07-26,1.70,4,330
7592996,Spacious Upper East Side Apartment,24621380,Emily,Manhattan,East Harlem,40.78455900075591,-73.94748701518158,Private room,75,2,1,2015-08-30,1,1,7
1966735,"Sunny Private Room, Manhattan!",10158500,Shadia Marie,Manhattan,East Harlem,40.796040771607096,-73.94237255504528,Private room,69,5,29,2015-08-20,1.36,2,172
3920562,Large & Beautiful Manhattan NYC,16715941,Ian,Manhattan,East Harlem,40.798821284588655,-73.94266262884857,Private room,90,1,47,2015-08-15,3.84,2,346
1507929,Nice room in the Upper East Side!,243054,Terry,Manhattan,East Harlem,40.79088735877691,-73.94714701961043,Private room,90,3,22,2015-06-19,0.93,3,341
6104557,Room with a loft bed near the park,5029851,Elena,Manhattan,East Harlem,40.789362664322766,-73.94205875859504,Private room,50,1,11,2015-07-20,2.56,2,278
237734,LARGE APT & BED+WIFI+NEAR METRO!!,1246286,Doe,Manhattan,East Harlem,40.789955770662516,-73.94462963459199,Entire home/apt,130,3,32,2015-08-18,0.68,1,4
2988569,5A Modern Clean NYC Full Apartment,8176141,Josh,Manhattan,East Harlem,40.785246440365505,-73.94905776286105,Entire home/apt,139,1,64,2015-08-13,4.12,1,213
5859149,"1 bd @ central park, stunning views",30421034,Christian,Manhattan,East Harlem,40.79695221582677,-73.949600482057,Entire home/apt,239,3,11,2015-08-18,3.30,1,24
4412533,cozy tucked away in el barrio,22904933,Charlene,Manhattan,East Harlem,40.79765249985199,-73.94021982972873,Private room,61,4,4,2015-06-27,1.02,3,244
160039, Manhattan Nice Private Room+WiFi,130351,,Manhattan,East Harlem,40.807178298338776,-73.9407310989353,Private room,115,4,4,2014-12-13,0.08,2,199
7899658,"Large, Sunny, Well-Furnished STUDIO",40605120,Henry Lee,Manhattan,East Harlem,40.789382717351735,-73.9467901833281,Entire home/apt,107,7,0,,,1,5
6715338,Beautiful Modern Asbury Apartment,7524977,Radames,Manhattan,East Harlem,40.803427900780534,-73.94215767702367,Entire home/apt,150,1,0,,,1,365
4700894,PEACEFUL NYC 2-Bedroom FLAT,10535719,Mike,Manhattan,East Harlem,40.798634628206926,-73.93795051681397,Entire home/apt,200,5,3,2015-08-14,0.76,2,184
444264,"STUDIO Upper East Side, MANHATTAN",2156727,Julian,Manhattan,East Harlem,40.78659106228028,-73.94722112946691,Entire home/apt,99,2,12,2015-05-25,0.32,2,89
168546,Spacious Duplex in Brownstone!,803086,,Manhattan,East Harlem,40.80112791132383,-73.94503370906034,Entire home/apt,250,1,10,2015-08-10,0.20,2,72
934224,Spanish Harlem/Park ave - cosy apt,4967217,Sandrine,Manhattan,East Harlem,40.790212983671076,-73.94813498441336,Entire home/apt,155,2,18,2015-08-04,0.62,1,245
4470011,Beautiful Spacious Sunny 1BDRM!,23190201,Hanna,Manhattan,East Harlem,40.79862959417565,-73.94248861872934,Entire home/apt,170,1,14,2015-07-30,1.57,1,357
6989258,Cozy Gem in Harlem Close to ALL!,7339760,Maritza,Manhattan,East Harlem,40.79242980578362,-73.93952280956371,Entire home/apt,130,2,1,2015-08-13,1,1,45
4500623,1 bedroom/1 Bath in East Harlem,23341423,Daniel,Manhattan,East Harlem,40.797300186686115,-73.93531969597139,Entire home/apt,199,1,6,2015-05-28,0.67,1,361
6079202,Comfy Studio Apt On First Floor,10995060,Danica,Manhattan,East Harlem,40.787035016370915,-73.94750192613905,Entire home/apt,120,3,3,2015-06-15,0.81,2,108
4671475,Bedroom in luxury building!,24161601,Elsy,Manhattan,East Harlem,40.78537896474305,-73.94953544346188,Shared room,110,2,10,2015-08-09,2.91,1,316
7181101,Spacious/ Sunny 1 Bedroom Apt,37619865,Timothy J.,Manhattan,East Harlem,40.79947510463315,-73.94202029302015,Entire home/apt,100,1,4,2015-08-05,2.35,1,220
302758,Sunny 1BR East Harlem Apartment,8605,Dimitry,Manhattan,East Harlem,40.796800597465435,-73.93610685521136,Entire home/apt,109,4,11,2015-06-08,0.30,1,77
455947,Urban Harlem 1BR Oasis with a View,2266123,Farrah,Manhattan,East Harlem,40.81375591500373,-73.93656818960777,Entire home/apt,98,2,48,2015-07-11,1.20,1,247
1194525,UES APT steps from Central Park,5062209,Christophe,Manhattan,East Harlem,40.78924621131306,-73.95401541011815,Entire home/apt,180,1,3,2015-07-07,0.12,1,256
1506985,Garden Townhouse Duplex-2 bd/3 bth ,8049757,Omar,Manhattan,East Harlem,40.80108017722003,-73.94346464058046,Entire home/apt,185,1,14,2015-05-19,0.59,1,342
2350777,Beautiful studio on Central Park,277156,Hazem,Manhattan,East Harlem,40.78983650962771,-73.95201274393095,Entire home/apt,130,6,3,2015-05-03,0.25,1,207
2391803,HUGE 2BED/2BATH ON CENTRAL PARK!!!,11947194,Alina And Gene,Manhattan,East Harlem,40.79602219434974,-73.94923112473312,Entire home/apt,250,3,5,2015-07-30,0.29,1,357
3112775,Huge Modern 2 bed 2 bath w/ AC,6038004,Eli,Manhattan,East Harlem,40.78925208451186,-73.94151468523658,Entire home/apt,245,2,1,2014-09-07,0.08,2,199
4987355,Great cozy Apartment available,23929877,Ely,Manhattan,East Harlem,40.79304277884125,-73.94145641541361,Entire home/apt,75,1,0,,,1,178
7834043,Walk to Central Park & Sleeps 4!,1832432,Devanshi,Manhattan,East Harlem,40.794598503473594,-73.94321752037686,Entire home/apt,155,1,0,,,1,309
1365778,Private spacious modern UES room,3942765,Einas,Manhattan,East Harlem,40.78482940396198,-73.94814713178964,Private room,115,7,25,2015-06-15,0.97,1,291
4375375,"Artsy 2 Bedroom Apt. in Harlem, NY",22716230,M. Johanne,Manhattan,East Harlem,40.80006085075051,-73.9458980332354,Entire home/apt,200,5,0,,,1,292
464390,Living Room Available in Manhattan,2307698,Edward,Manhattan,East Harlem,40.790989711812,-73.94735713702535,Shared room,67,1,24,2015-06-07,0.60,1,83
3401271,Studio Sweet,5851210,Amy,Manhattan,East Harlem,40.791910219112516,-73.9443302279665,Entire home/apt,125,2,47,2015-08-11,3.34,2,262
4473156,"NYC,Modern and Spacious Apt ",23208658,Iryna,Manhattan,East Harlem,40.80020482003648,-73.9407899266717,Entire home/apt,140,2,35,2015-08-13,3.79,1,271
7238629,Modern & Bright 1Bd in Spaha,9175336,Ilona,Manhattan,East Harlem,40.78735137226207,-73.94271916951999,Entire home/apt,120,2,0,,,1,29
7161571,"Large 1 bdrm UES, near park & subwy",28979916,Zachary,Manhattan,East Harlem,40.78698663939045,-73.95163734759532,Entire home/apt,200,1,0,,,1,34
228493,Large and cozy apart. in N.Y.,149430,Tida,Manhattan,East Harlem,40.78702784523911,-73.94328802011314,Entire home/apt,120,4,87,2015-08-20,1.83,5,288
6511760,Sofa Bed to crash,33922512,Liz,Manhattan,East Harlem,40.79699373167679,-73.93712803594654,Private room,55,1,5,2015-08-15,1.61,3,357
4978021,Beautiful&Clean LoftSingle room $65,25561457,Rika,Manhattan,East Harlem,40.798016533026264,-73.94147584687326,Private room,65,1,4,2015-08-18,0.67,5,329
5767004,"East Harlem, Central Park",29919716,Neuza,Manhattan,East Harlem,40.791982345387105,-73.9399192847145,Private room,60,1,2,2015-06-30,0.73,1,358
7018552,1 Charming BR in a 2 BR Apartment,1602809,Tina C.,Manhattan,East Harlem,40.799083026244915,-73.9411153994094,Private room,75,1,0,,,1,305
7785952,Spacious Studio UES,4797755,William,Manhattan,East Harlem,40.784499086767156,-73.94744307914632,Entire home/apt,140,2,0,,,1,19
7708014,Dreamer Room,38467197,Nelli,Manhattan,East Harlem,40.80414452891736,-73.93172987049454,Private room,80,1,5,2015-08-30,5,1,344
5811997,Spacious One Bedroom,30155143,Hannah,Manhattan,East Harlem,40.7938915527771,-73.94169744942127,Private room,95,1,0,,,1,291
4601637,Private Suite/5th Ave/E. Harlem,23788097,Andre,Manhattan,East Harlem,40.800981924494195,-73.94574139721753,Private room,115,2,16,2015-08-10,1.97,1,247
7145333,Clean Quiet Central Park Crash Pad,2010724,K. Naomi,Manhattan,East Harlem,40.79302344093657,-73.94838200277468,Private room,75,1,2,2015-07-29,1.28,3,363
992508,"Private Bedroom in Manhattan, large",4714927,Elisa,Manhattan,East Harlem,40.792175016762826,-73.9507630569044,Private room,85,2,13,2015-08-13,0.49,3,2
