report_date,filing_date,accession,cusip,issuer,title_of_class,shares,value_usd,is_share
2023-09-30,2023-11-14,0000950123-23-010898,82968B103,SIRIUS XM HOLDINGS INC,COM,9683224.0,43768172.0,True
2023-09-30,2023-11-14,0000950123-23-010898,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,33975745.0,True
2023-09-30,2023-11-14,0000950123-23-010898,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,21467263.0,True
2023-09-30,2023-11-14,0000950123-23-010898,922908363,VANGUARD INDEX FDS,S&P 500 ETF SHS,43000.0,16886100.0,True
2023-09-30,2023-11-14,0000950123-23-010898,78462F103,SPDR S&P 500 ETF TR,TR UNIT,39400.0,16842712.0,True
2023-09-30,2023-11-14,0000950123-23-010898,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,15881230.0,True
2023-09-30,2023-11-14,0000950123-23-010898,526057302,LENNAR CORP,CL B,152572.0,15597436.0,True
2023-09-30,2023-11-14,0000950123-23-010898,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,10477603.0,True
2023-09-30,2023-11-14,0000950123-23-010898,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,7990835.0,True
2023-12-31,2024-02-14,0000950123-24-002518,037833100,APPLE INC,COM,905560000.0,174347466800.0,True
2023-12-31,2024-02-14,0000950123-24-002518,060505104,BANK AMER CORP,COM,1032852006.0,34776127042.0,True
2023-12-31,2024-02-14,0000950123-24-002518,025816109,AMERICAN EXPRESS CO,COM,151610700.0,28402748537.0,True
2023-12-31,2024-02-14,0000950123-24-002518,191216100,COCA COLA CO,COM,400000000.0,23572000000.0,True
2023-12-31,2024-02-14,0000950123-24-002518,166764100,CHEVRON CORP NEW,COM,126093326.0,18808080506.0,True
2023-12-31,2024-02-14,0000950123-24-002518,674599105,OCCIDENTAL PETE CORP,COM,243715804.0,14552270657.0,True
2023-12-31,2024-02-14,0000950123-24-002518,500754106,KRAFT HEINZ CO,COM,325634818.0,12041975570.0,True
2023-12-31,2024-02-14,0000950123-24-002518,615369105,MOODYS CORP,COM,24669778.0,9635028496.0,True
2023-12-31,2024-02-14,0000950123-24-002518,23918K108,DAVITA INC,COM,36095570.0,3781371913.0,True
2023-12-31,2024-02-14,0000950123-24-002518,172967424,CITIGROUP INC,COM NEW,55244797.0,2841792358.0,True
2023-12-31,2024-02-14,0000950123-24-002518,92343E102,VERISIGN INC,COM,12815613.0,2639503654.0,True
2023-12-31,2024-02-14,0000950123-24-002518,501044101,KROGER CO,COM,50000000.0,2285500000.0,True
2023-12-31,2024-02-14,0000950123-24-002518,92826C839,VISA INC,COM CL A,8297460.0,2160243711.0,True
2023-12-31,2024-02-14,0000950123-24-002518,57636Q104,MASTERCARD INC,CL A,3986648.0,1700345238.0,True
2023-12-31,2024-02-14,0000950123-24-002518,14040H105,CAPITAL ONE FINL CORP,COM,12471030.0,1635201454.0,True
2023-12-31,2024-02-14,0000950123-24-002518,023135106,AMAZON COM INC,COM,10000000.0,1519400000.0,True
2023-12-31,2024-02-14,0000950123-24-002518,16119P108,CHARTER COMMUNICATIONS INC N,CL A,3828941.0,1488232788.0,True
2023-12-31,2024-02-14,0000950123-24-002518,531229789,LIBERTY MEDIA CORP DEL,COM LBTY SRM S C,43208291.0,1243534615.0,True
2023-12-31,2024-02-14,0000950123-24-002518,833445109,SNOWFLAKE INC,CL A,6125376.0,1218949824.0,True
2023-12-31,2024-02-14,0000950123-24-002518,G0403H108,AON PLC,SHS CL A,4100000.0,1193182000.0,True
2023-12-31,2024-02-14,0000950123-24-002518,02005N100,ALLY FINL INC,COM,29000000.0,1012680000.0,True
2023-12-31,2024-02-14,0000950123-24-002518,92556H206,PARAMOUNT GLOBAL,CLASS B COM,63322491.0,936539643.0,True
2023-12-31,2024-02-14,0000950123-24-002518,G6683N103,NU HLDGS LTD,ORD SHS CL A,107118784.0,892299471.0,True
2023-12-31,2024-02-14,0000950123-24-002518,872590104,T-MOBILE US INC,COM,5242000.0,840449860.0,True
2023-12-31,2024-02-14,0000950123-24-002518,40434L105,HP INC,COM,22852715.0,687638195.0,True
2023-12-31,2024-02-14,0000950123-24-002518,531229813,LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,20207680.0,580768723.0,True
2023-12-31,2024-02-14,0000950123-24-002518,339750101,FLOOR & DECOR HLDGS INC,CL A,4780000.0,533256800.0,True
2023-12-31,2024-02-14,0000950123-24-002518,546347105,LOUISIANA PAC CORP,COM,7044909.0,498990904.0,True
2023-12-31,2024-02-14,0000950123-24-002518,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,7722451.0,487518332.0,True
2023-12-31,2024-02-14,0000950123-24-002518,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,11132590.0,416247540.0,True
2023-12-31,2024-02-14,0000950123-24-002518,82968B103,SIRIUS XM HOLDINGS INC,COM,40243058.0,220129527.0,True
2023-12-31,2024-02-14,0000950123-24-002518,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,5051918.0,184647602.0,True
2023-12-31,2024-02-14,0000950123-24-002518,62944T105,NVR INC,COM,11112.0,77789000.0,True
2023-12-31,2024-02-14,0000950123-24-002518,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,33174065.0,True
2023-12-31,2024-02-14,0000950123-24-002518,526057302,LENNAR CORP,CL B,152572.0,20452277.0,True
2023-12-31,2024-02-14,0000950123-24-002518,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,19231089.0,True
2023-12-31,2024-02-14,0000950123-24-002518,922908363,VANGUARD INDEX FDS,S&P 500 ETF SHS,43000.0,18782400.0,True
2023-12-31,2024-02-14,0000950123-24-002518,78462F103,SPDR S&P 500 ETF TR,TR UNIT,39400.0,18727214.0,True
2023-12-31,2024-02-14,0000950123-24-002518,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,17520079.0,True
2023-12-31,2024-02-14,0000950123-24-002518,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,9424707.0,True
2023-12-31,2024-02-14,0000950123-24-002518,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,8851870.0,True
2024-03-31,2024-05-15,0000950123-24-005622,037833100,APPLE INC,COM,789368450.0,135360901805.0,True
2024-03-31,2024-05-15,0000950123-24-005622,060505104,BANK AMER CORP,COM,1032852006.0,39165748068.0,True
2024-03-31,2024-05-15,0000950123-24-005622,025816109,AMERICAN EXPRESS CO,COM,151610700.0,34520240283.0,True
2024-03-31,2024-05-15,0000950123-24-005622,191216100,COCA COLA CO,COM,400000000.0,24472000000.0,True
2024-03-31,2024-05-15,0000950123-24-005622,166764100,CHEVRON CORP NEW,COM,122980207.0,19398897853.0,True
2024-03-31,2024-05-15,0000950123-24-005622,674599105,OCCIDENTAL PETE CORP,COM,248018128.0,16118698139.0,True
2024-03-31,2024-05-15,0000950123-24-005622,500754106,KRAFT HEINZ CO,COM,325634818.0,12015924784.0,True
2024-03-31,2024-05-15,0000950123-24-005622,615369105,MOODYS CORP,COM,24669778.0,9695962848.0,True
2024-03-31,2024-05-15,0000950123-24-005622,H1467J104,CHUBB LIMITED,COM,25923840.0,6717644659.0,True
2024-03-31,2024-05-15,0000950123-24-005622,23918K108,DAVITA INC,COM,36095570.0,4982993438.0,True
2024-03-31,2024-05-15,0000950123-24-005622,172967424,CITIGROUP INC,COM NEW,55244797.0,3493680962.0,True
2024-03-31,2024-05-15,0000950123-24-005622,501044101,KROGER CO,COM,50000000.0,2856500000.0,True
2024-03-31,2024-05-15,0000950123-24-005622,92343E102,VERISIGN INC,COM,12815613.0,2428686819.0,True
2024-03-31,2024-05-15,0000950123-24-005622,92826C839,VISA INC,COM CL A,8297460.0,2315655137.0,True
2024-03-31,2024-05-15,0000950123-24-005622,531229789,LIBERTY MEDIA CORP DEL,COM LBTY SRM S C,65486288.0,1945597617.0,True
2024-03-31,2024-05-15,0000950123-24-005622,57636Q104,MASTERCARD INC,CL A,3986648.0,1919850077.0,True
2024-03-31,2024-05-15,0000950123-24-005622,14040H105,CAPITAL ONE FINL CORP,COM,12471030.0,1856811657.0,True
2024-03-31,2024-05-15,0000950123-24-005622,023135106,AMAZON COM INC,COM,10000000.0,1803800000.0,True
2024-03-31,2024-05-15,0000950123-24-005622,G0403H108,AON PLC,SHS CL A,4100000.0,1368252000.0,True
2024-03-31,2024-05-15,0000950123-24-005622,G6683N103,NU HLDGS LTD,ORD SHS CL A,107118784.0,1277927093.0,True
2024-03-31,2024-05-15,0000950123-24-005622,02005N100,ALLY FINL INC,COM,29000000.0,1177110000.0,True
2024-03-31,2024-05-15,0000950123-24-005622,16119P108,CHARTER COMMUNICATIONS INC N,CL A,3828941.0,1112805123.0,True
2024-03-31,2024-05-15,0000950123-24-005622,833445109,SNOWFLAKE INC,CL A,6125376.0,989860762.0,True
2024-03-31,2024-05-15,0000950123-24-005622,531229813,LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,32755624.0,972842033.0,True
2024-03-31,2024-05-15,0000950123-24-005622,872590104,T-MOBILE US INC,COM,5242000.0,855599240.0,True
2024-03-31,2024-05-15,0000950123-24-005622,339750101,FLOOR & DECOR HLDGS INC,CL A,4780000.0,619583600.0,True
2024-03-31,2024-05-15,0000950123-24-005622,546347105,LOUISIANA PAC CORP,COM,6597947.0,553633733.0,True
2024-03-31,2024-05-15,0000950123-24-005622,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,7722451.0,506592786.0,True
2024-03-31,2024-05-15,0000950123-24-005622,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,11132590.0,487830094.0,True
2024-03-31,2024-05-15,0000950123-24-005622,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,5051918.0,213948727.0,True
2024-03-31,2024-05-15,0000950123-24-005622,82968B103,SIRIUS XM HOLDINGS INC,COM,36681912.0,142325819.0,True
2024-03-31,2024-05-15,0000950123-24-005622,62944T105,NVR INC,COM,11112.0,90006756.0,True
2024-03-31,2024-05-15,0000950123-24-005622,92556H206,PARAMOUNT GLOBAL,CLASS B COM,7531765.0,88648874.0,True
2024-03-31,2024-05-15,0000950123-24-005622,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,33875535.0,True
2024-03-31,2024-05-15,0000950123-24-005622,526057302,LENNAR CORP,CL B,152572.0,23523551.0,True
2024-03-31,2024-05-15,0000950123-24-005622,922908363,VANGUARD INDEX FDS,S&P 500 ETF SHS,43000.0,20670100.0,True
2024-03-31,2024-05-15,0000950123-24-005622,78462F103,SPDR S&P 500 ETF TR,TR UNIT,39400.0,20608958.0,True
2024-03-31,2024-05-15,0000950123-24-005622,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,19119908.0,True
2024-03-31,2024-05-15,0000950123-24-005622,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,18336620.0,True
2024-03-31,2024-05-15,0000950123-24-005622,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,8975300.0,True
2024-03-31,2024-05-15,0000950123-24-005622,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,8735574.0,True
2024-06-30,2024-08-14,0000950123-24-008740,037833100,APPLE INC,COM,400000000.0,84248000000.0,True
2024-06-30,2024-08-14,0000950123-24-008740,060505104,BANK AMER CORP,COM,1032852006.0,41076524279.0,True
2024-06-30,2024-08-14,0000950123-24-008740,025816109,AMERICAN EXPRESS CO,COM,151610700.0,35105457585.0,True
2024-06-30,2024-08-14,0000950123-24-008740,191216100,COCA COLA CO,COM,400000000.0,25460000000.0,True
2024-06-30,2024-08-14,0000950123-24-008740,166764100,CHEVRON CORP NEW,COM,118610534.0,18553059728.0,True
2024-06-30,2024-08-14,0000950123-24-008740,674599105,OCCIDENTAL PETE CORP,COM,255281524.0,16090394458.0,True
2024-06-30,2024-08-14,0000950123-24-008740,500754106,KRAFT HEINZ CO,COM,325634818.0,10491953836.0,True
2024-06-30,2024-08-14,0000950123-24-008740,615369105,MOODYS CORP,COM,24669778.0,10384249654.0,True
2024-06-30,2024-08-14,0000950123-24-008740,H1467J104,CHUBB LIMITED,COM,27033784.0,6895777623.0,True
2024-06-30,2024-08-14,0000950123-24-008740,23918K108,DAVITA INC,COM,36095570.0,5001763135.0,True
2024-06-30,2024-08-14,0000950123-24-008740,172967424,CITIGROUP INC,COM NEW,55244797.0,3505834818.0,True
2024-06-30,2024-08-14,0000950123-24-008740,501044101,KROGER CO,COM,50000000.0,2496500001.0,True
2024-06-30,2024-08-14,0000950123-24-008740,92343E102,VERISIGN INC,COM,12815613.0,2278615992.0,True
2024-06-30,2024-08-14,0000950123-24-008740,92826C839,VISA INC,COM CL A,8297460.0,2177834326.0,True
2024-06-30,2024-08-14,0000950123-24-008740,023135106,AMAZON COM INC,COM,10000000.0,1932500000.0,True
2024-06-30,2024-08-14,0000950123-24-008740,57636Q104,MASTERCARD INC,CL A,3986648.0,1758749632.0,True
2024-06-30,2024-08-14,0000950123-24-008740,531229789,LIBERTY MEDIA CORP DEL,COM LBTY SRM S C,70002897.0,1551264198.0,True
2024-06-30,2024-08-14,0000950123-24-008740,G6683N103,NU HLDGS LTD,ORD SHS CL A,107118784.0,1380761126.0,True
2024-06-30,2024-08-14,0000950123-24-008740,14040H105,CAPITAL ONE FINL CORP,COM,9819052.0,1359447750.0,True
2024-06-30,2024-08-14,0000950123-24-008740,G0403H108,AON PLC,SHS CL A,4100000.0,1203678000.0,True
2024-06-30,2024-08-14,0000950123-24-008740,02005N100,ALLY FINL INC,COM,29000000.0,1150430000.0,True
2024-06-30,2024-08-14,0000950123-24-008740,16119P108,CHARTER COMMUNICATIONS INC N,CL A,3828941.0,1144700201.0,True
2024-06-30,2024-08-14,0000950123-24-008740,872590104,T-MOBILE US INC,COM,4672000.0,823112960.0,True
2024-06-30,2024-08-14,0000950123-24-008740,531229813,LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,35182219.0,779286152.0,True
2024-06-30,2024-08-14,0000950123-24-008740,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,7722451.0,554780880.0,True
2024-06-30,2024-08-14,0000950123-24-008740,546347105,LOUISIANA PAC CORP,COM,5964793.0,491081408.0,True
2024-06-30,2024-08-14,0000950123-24-008740,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,10917661.0,417818885.0,True
2024-06-30,2024-08-14,0000950123-24-008740,339750101,FLOOR & DECOR HLDGS INC,CL A,3977870.0,395440057.0,True
2024-06-30,2024-08-14,0000950123-24-008740,82968B103,SIRIUS XM HOLDINGS INC,COM,132878213.0,376045343.0,True
2024-06-30,2024-08-14,0000950123-24-008740,90384S303,ULTA BEAUTY INC,COM,690106.0,266291202.0,True
2024-06-30,2024-08-14,0000950123-24-008740,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,4986588.0,187046916.0,True
2024-06-30,2024-08-14,0000950123-24-008740,422806208,HEICO CORP NEW,CL A,1044242.0,185373840.0,True
2024-06-30,2024-08-14,0000950123-24-008740,62944T105,NVR INC,COM,11112.0,84324079.0,True
2024-06-30,2024-08-14,0000950123-24-008740,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,28714720.0,True
2024-06-30,2024-08-14,0000950123-24-008740,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,25281911.0,True
2024-06-30,2024-08-14,0000950123-24-008740,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,21573846.0,True
2024-06-30,2024-08-14,0000950123-24-008740,922908363,VANGUARD INDEX FDS,S&P 500 ETF SHS,43000.0,21505590.0,True
2024-06-30,2024-08-14,0000950123-24-008740,78462F103,SPDR S&P 500 ETF TR,TR UNIT,39400.0,21442268.0,True
2024-06-30,2024-08-14,0000950123-24-008740,526057302,LENNAR CORP,CL B,152572.0,21273114.0,True
2024-06-30,2024-08-14,0000950123-24-008740,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,12352272.0,True
2024-06-30,2024-08-14,0000950123-24-008740,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,8820558.0,True
2024-09-30,2024-11-14,0000950123-24-011775,037833100,APPLE INC,COM,300000000.0,69900000000.0,True
2024-09-30,2024-11-14,0000950123-24-011775,025816109,AMERICAN EXPRESS CO,COM,151610700.0,41116821840.0,True
2024-09-30,2024-11-14,0000950123-24-011775,060505104,BANK AMER CORP,COM,797683307.0,31652073622.0,True
2024-09-30,2024-11-14,0000950123-24-011775,191216100,COCA COLA CO,COM,400000000.0,28744000000.0,True
2024-09-30,2024-11-14,0000950123-24-011775,166764100,CHEVRON CORP NEW,COM,118610534.0,17467773342.0,True
2024-09-30,2024-11-14,0000950123-24-011775,674599105,OCCIDENTAL PETE CORP,COM,255281524.0,13157209747.0,True
2024-09-30,2024-11-14,0000950123-24-011775,615369105,MOODYS CORP,COM,24669778.0,11708029942.0,True
2024-09-30,2024-11-14,0000950123-24-011775,500754106,KRAFT HEINZ CO,COM,325634818.0,11433038460.0,True
2024-09-30,2024-11-14,0000950123-24-011775,H1467J104,CHUBB LIMITED,COM,27033784.0,7796272968.0,True
2024-09-30,2024-11-14,0000950123-24-011775,23918K108,DAVITA INC,COM,36095570.0,5917146790.0,True
2024-09-30,2024-11-14,0000950123-24-011775,172967424,CITIGROUP INC,COM NEW,55244797.0,3458324292.0,True
2024-09-30,2024-11-14,0000950123-24-011775,501044101,KROGER CO,COM,50000000.0,2865000000.0,True
2024-09-30,2024-11-14,0000950123-24-011775,829933100,SIRIUS XM HOLDINGS INC,COMMON STOCK,105155029.0,2486916437.0,True
2024-09-30,2024-11-14,0000950123-24-011775,92343E102,VERISIGN INC,COM,12815613.0,2434453846.0,True
2024-09-30,2024-11-14,0000950123-24-011775,92826C839,VISA INC,COM CL A,8297460.0,2281386627.0,True
2024-09-30,2024-11-14,0000950123-24-011775,57636Q104,MASTERCARD INC,CL A,3986648.0,1968606782.0,True
2024-09-30,2024-11-14,0000950123-24-011775,023135106,AMAZON COM INC,COM,10000000.0,1863300000.0,True
2024-09-30,2024-11-14,0000950123-24-011775,G0403H108,AON PLC,SHS CL A,4100000.0,1418559000.0,True
2024-09-30,2024-11-14,0000950123-24-011775,14040H105,CAPITAL ONE FINL CORP,COM,9100000.0,1362543000.0,True
2024-09-30,2024-11-14,0000950123-24-011775,G6683N103,NU HLDGS LTD,ORD SHS CL A,86438997.0,1179892309.0,True
2024-09-30,2024-11-14,0000950123-24-011775,02005N100,ALLY FINL INC,COM,29000000.0,1032110000.0,True
2024-09-30,2024-11-14,0000950123-24-011775,872590104,T-MOBILE US INC,COM,4672000.0,964113920.0,True
2024-09-30,2024-11-14,0000950123-24-011775,16119P108,CHARTER COMMUNICATIONS INC N,CL A,2821879.0,914514546.0,True
2024-09-30,2024-11-14,0000950123-24-011775,546347105,LOUISIANA PAC CORP,COM,5964793.0,640976656.0,True
2024-09-30,2024-11-14,0000950123-24-011775,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,7722451.0,597949381.0,True
2024-09-30,2024-11-14,0000950123-24-011775,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,10917661.0,560403539.0,True
2024-09-30,2024-11-14,0000950123-24-011775,25754A201,DOMINOS PIZZA INC,COM,1277256.0,549398896.0,True
2024-09-30,2024-11-14,0000950123-24-011775,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,4986588.0,246885972.0,True
2024-09-30,2024-11-14,0000950123-24-011775,422806208,HEICO CORP NEW,CL A,1049687.0,213884223.0,True
2024-09-30,2024-11-14,0000950123-24-011775,73278L105,POOL CORP,COM,404057.0,152248678.0,True
2024-09-30,2024-11-14,0000950123-24-011775,62944T105,NVR INC,COM,11112.0,109028722.0,True
2024-09-30,2024-11-14,0000950123-24-011775,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,31962435.0,True
2024-09-30,2024-11-14,0000950123-24-011775,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,26685495.0,True
2024-09-30,2024-11-14,0000950123-24-011775,526057302,LENNAR CORP,CL B,152572.0,26385802.0,True
2024-09-30,2024-11-14,0000950123-24-011775,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,25202987.0,True
2024-09-30,2024-11-14,0000950123-24-011775,922908363,VANGUARD INDEX FDS,S&P 500 ETF SHS,43000.0,22689810.0,True
2024-09-30,2024-11-14,0000950123-24-011775,78462F103,SPDR S&P 500 ETF TR,TR UNIT,39400.0,22606144.0,True
2024-09-30,2024-11-14,0000950123-24-011775,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,12185350.0,True
2024-09-30,2024-11-14,0000950123-24-011775,90384S303,ULTA BEAUTY INC,COM,24203.0,9417871.0,True
2024-09-30,2024-11-14,0000950123-24-011775,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,8901072.0,True
2024-12-31,2025-02-14,0000950123-25-002701,037833100,APPLE INC,COM,300000000.0,75126000000.0,True
2024-12-31,2025-02-14,0000950123-25-002701,025816109,AMERICAN EXPRESS CO,COM,151610700.0,44996539653.0,True
2024-12-31,2025-02-14,0000950123-25-002701,060505104,BANK AMER CORP,COM,680233587.0,29896266149.0,True
2024-12-31,2025-02-14,0000950123-25-002701,191216100,COCA COLA CO,COM,400000000.0,24904000000.0,True
2024-12-31,2025-02-14,0000950123-25-002701,166764100,CHEVRON CORP NEW,COM,118610534.0,17179549745.0,True
2024-12-31,2025-02-14,0000950123-25-002701,674599105,OCCIDENTAL PETE CORP,COM,264178414.0,13053055436.0,True
2024-12-31,2025-02-14,0000950123-25-002701,615369105,MOODYS CORP,COM,24669778.0,11677932812.0,True
2024-12-31,2025-02-14,0000950123-25-002701,500754106,KRAFT HEINZ CO,COM,325634818.0,10000245261.0,True
2024-12-31,2025-02-14,0000950123-25-002701,H1467J104,CHUBB LIMITED,COM,27033784.0,7469434519.0,True
2024-12-31,2025-02-14,0000950123-25-002701,23918K108,DAVITA INC,COM,36095570.0,5398092493.0,True
2024-12-31,2025-02-14,0000950123-25-002701,501044101,KROGER CO,COM,50000000.0,3057500001.0,True
2024-12-31,2025-02-14,0000950123-25-002701,92343E102,VERISIGN INC,COM,13271457.0,2746660741.0,True
2024-12-31,2025-02-14,0000950123-25-002701,829933100,SIRIUS XM HOLDINGS INC,COMMON STOCK,117468573.0,2678283465.0,True
2024-12-31,2025-02-14,0000950123-25-002701,92826C839,VISA INC,COM CL A,8297460.0,2622329258.0,True
2024-12-31,2025-02-14,0000950123-25-002701,023135106,AMAZON COM INC,COM,10000000.0,2193900000.0,True
2024-12-31,2025-02-14,0000950123-25-002701,57636Q104,MASTERCARD INC,CL A,3986648.0,2099249237.0,True
2024-12-31,2025-02-14,0000950123-25-002701,G0403H108,AON PLC,SHS CL A,4100000.0,1472556000.0,True
2024-12-31,2025-02-14,0000950123-25-002701,14040H105,CAPITAL ONE FINL CORP,COM,7450000.0,1328484000.0,True
2024-12-31,2025-02-14,0000950123-25-002701,21036P108,CONSTELLATION BRANDS INC,CL A,5624324.0,1242975604.0,True
2024-12-31,2025-02-14,0000950123-25-002701,02005N100,ALLY FINL INC,COM,29000000.0,1044290001.0,True
2024-12-31,2025-02-14,0000950123-25-002701,172967424,CITIGROUP INC,COM NEW,14639502.0,1030474546.0,True
2024-12-31,2025-02-14,0000950123-25-002701,25754A201,DOMINOS PIZZA INC,COM,2382000.0,999868320.0,True
2024-12-31,2025-02-14,0000950123-25-002701,872590104,T-MOBILE US INC,COM,4350000.0,960175500.0,True
2024-12-31,2025-02-14,0000950123-25-002701,531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,10917661.0,743056007.0,True
2024-12-31,2025-02-14,0000950123-25-002701,16119P108,CHARTER COMMUNICATIONS INC N,CL A,1991759.0,682715232.0,True
2024-12-31,2025-02-14,0000950123-25-002701,531229854,LIBERTY MEDIA CORP DEL,COM SER C FRMLA,6801360.0,630214018.0,True
2024-12-31,2025-02-14,0000950123-25-002701,546347105,LOUISIANA PAC CORP,COM,5664793.0,586589315.0,True
2024-12-31,2025-02-14,0000950123-25-002701,G6683N103,NU HLDGS LTD,ORD SHS CL A,40180168.0,416266540.0,True
2024-12-31,2025-02-14,0000950123-25-002701,531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,4986588.0,331907297.0,True
2024-12-31,2025-02-14,0000950123-25-002701,73278L105,POOL CORP,COM,598689.0,204117028.0,True
2024-12-31,2025-02-14,0000950123-25-002701,422806208,HEICO CORP NEW,CL A,1049687.0,195325757.0,True
2024-12-31,2025-02-14,0000950123-25-002701,62944T105,NVR INC,COM,11112.0,90883937.0,True
2024-12-31,2025-02-14,0000950123-25-002701,47233W109,JEFFERIES FINL GROUP INC,COM,433558.0,33990947.0,True
2024-12-31,2025-02-14,0000950123-25-002701,25243Q205,DIAGEO P L C,SPON ADR NEW,227750.0,28953858.0,True
2024-12-31,2025-02-14,0000950123-25-002701,526057302,LENNAR CORP,CL B,152572.0,20162390.0,True
2024-12-31,2025-02-14,0000950123-25-002701,G9001E102,LIBERTY LATIN AMERICA LTD,COM CL A,2630792.0,16731838.0,True
2024-12-31,2025-02-14,0000950123-25-002701,047726302,ATLANTA BRAVES HLDGS INC,COM SER C,223645.0,8556657.0,True
2024-12-31,2025-02-14,0000950123-25-002701,G9001E128,LIBERTY LATIN AMERICA LTD,COM CL C,1284020.0,8140687.0,True
2025-03-31,2025-05-15,0000950123-25-005701,037833100,APPLE INC,COM,300000000.0,66639000000.0,True
2025-03-31,2025-05-15,0000950123-25-005701,025816109,AMERICAN EXPRESS CO,COM,151610700.0,40790858835.0,True
2025-03-31,2025-05-15,0000950123-25-005701,191216100,COCA COLA CO,COM,400000000.0,28648000000.0,True
2025-03-31,2025-05-15,0000950123-25-005701,060505104,BANK AMER CORP,COM,631573531.0,26355563449.0,True
2025-03-31,2025-05-15,0000950123-25-005701,166764100,CHEVRON CORP NEW,COM,118610534.0,19842356232.0,True
2025-03-31,2025-05-15,0000950123-25-005701,674599105,OCCIDENTAL PETE CORP,COM,264941431.0,13077509034.0,True
2025-03-31,2025-05-15,0000950123-25-005701,615369105,MOODYS CORP,COM,24669778.0,11488468917.0,True
2025-03-31,2025-05-15,0000950123-25-005701,500754106,KRAFT HEINZ CO,COM,325634818.0,9909067512.0,True
2025-03-31,2025-05-15,0000950123-25-005701,H1467J104,CHUBB LIMITED,COM,27033784.0,8163932430.0,True
2025-03-31,2025-05-15,0000950123-25-005701,23918K108,DAVITA INC,COM,35142479.0,5375745012.0,True
2025-03-31,2025-05-15,0000950123-25-005701,501044101,KROGER CO,COM,50000000.0,3384499999.0,True
2025-03-31,2025-05-15,0000950123-25-005701,92343E102,VERISIGN INC,COM,13289880.0,3373901836.0,True
2025-03-31,2025-05-15,0000950123-25-005701,92826C839,VISA INC,COM CL A,8297460.0,2907927832.0,True
2025-03-31,2025-05-15,0000950123-25-005701,829933100,SIRIUS XM HOLDINGS INC,COMMON STOCK,119776692.0,2700365521.0,True
2025-03-31,2025-05-15,0000950123-25-005701,21036P108,CONSTELLATION BRANDS INC,CL A,12009000.0,2203891680.0,True
2025-03-31,2025-05-15,0000950123-25-005701,57636Q104,MASTERCARD INC,CL A,3986648.0,2185161502.0,True
2025-03-31,2025-05-15,0000950123-25-005701,023135106,AMAZON COM INC,COM,10000000.0,1902600000.0,True
2025-03-31,2025-05-15,0000950123-25-005701,G0403H108,AON PLC,SHS CL A,4100000.0,1636269000.0,True
2025-03-31,2025-05-15,0000950123-25-005701,14040H105,CAPITAL ONE FINL CORP,COM,7150000.0,1281995000.0,True
