market,region,kind,late,old,window,side,vintage,win_start,win_end,weights_src,n_runs,n_listings,n_runs_over90,nights,mean_run_cap90,mean_run_cap30,nights_lt7,nights_n7_27,nights_ge28,w_nights_lt7,w_nights_n7_27,w_nights_ge28,w_nights,share_lt7,w_share_lt7,share_n7_27,w_share_n7_27,share_ge28,w_share_ge28
paris,emea,jun,2026-06-16,2025-05-03,calendar_q3,late,2026-06-16,2026-07-01,2026-09-30,14c:2026-06-16,110154,27683,13367,955776.0,8.676725311836156,6.639654679004102,243529.0,413147.0,299100.0,1527004.488325509,1592189.2826325584,593635.2290419327,3712829.0,0.25479714912280704,0.4112778930366868,0.43226341736976026,0.4288345309284533,0.3129394335074327,0.15988757603485987
paris,emea,jun,2026-06-16,2025-05-03,calendar_q3,old,2025-05-03,2025-07-02,2025-10-01,listings:2025-06-06,75305,21502,12792,637155.0,8.460991966004913,6.366451991450245,172597.0,257434.0,207124.0,1363634.1343439599,1139257.2796065188,437454.58604952134,2940346.0,0.27088698982194287,0.4637665548013601,0.40403669436793244,0.38745687739011625,0.3250763158101247,0.14877656780852366
paris,emea,aug,2026-08-15,2025-08-08,lead_matched,late,2026-08-15,2026-08-22,2026-11-20,14c:2026-08-15,117960,27863,37233,1074501.0,9.109028484231944,6.600408508494097,252791.0,438095.0,383615.0,1485940.835705852,1587365.6146407789,698091.5496533691,3771398.0,0.235263624696487,0.3940026578223385,0.4077194902564074,0.4208958096283603,0.3570168850471056,0.18510153254930112
paris,emea,aug,2026-08-15,2025-08-08,lead_matched,old,2025-08-08,2025-08-15,2025-11-13,listings:2025-09-12,111640,27662,16244,1018399.0,9.122169473307059,6.558637951216727,243856.0,407542.0,367001.0,1496550.4248380682,1576623.9561730006,674465.6189889312,3747640.0,0.23945035295596323,0.3993314258674975,0.4001791046534806,0.42069781413716384,0.36037054239055616,0.1799707599953387
paris,emea,aug,2026-08-15,2025-08-08,calendar_sep,late,2026-08-15,2026-09-01,2026-09-30,14c:2026-08-15,53253,22490,4176,481045.0,9.033200007511313,6.992969012304228,112037.0,219636.0,149372.0,1280679.9974665274,1466905.4600515103,404535.5424819625,3152121.0,0.23290336662890165,0.40629150894477956,0.45658098514691975,0.4653709232772188,0.3105156482241786,0.1283375677780017
paris,emea,aug,2026-08-15,2025-08-08,calendar_sep,old,2025-08-08,2025-09-02,2025-10-01,listings:2025-09-12,46745,20670,3827,406860.0,8.703818590223554,6.868820142917945,100730.0,191426.0,114704.0,1249722.2372876054,1371715.569620339,326158.1930920556,2947596.0,0.24757901981025415,0.4239801646112986,0.47049599370790934,0.46536756381143785,0.2819249864818365,0.11065227157726351
london,emea,aug,2026-08-18,2025-09-14,lead_matched,late,2026-08-18,2026-08-25,2026-11-23,14c:2026-08-18,136572,32697,39880,981218.0,7.184620566441144,5.655516213900662,310010.0,401504.0,269704.0,1795242.219461663,1425164.1003658941,385304.680172443,3605711.0,0.3159440613604724,0.49788854943218214,0.4091893952210416,0.39525189355605433,0.274866543418486,0.10685955701176356
london,emea,aug,2026-08-18,2025-09-14,lead_matched,old,2025-09-14,2025-09-21,2025-12-20,14c:2025-09-14,129141,29203,11178,868279.0,6.723496023726005,5.448986586114277,301732.0,358028.0,208519.0,1655242.9183998231,1250218.495028346,320590.58657183073,3226052.0,0.3475058132236297,0.5130862485787033,0.4123421158406457,0.38753823404841153,0.24015207093572458,0.09937551737288511
london,emea,aug,2026-08-18,2025-09-14,calendar_sep,late,2026-08-18,2026-09-14,2026-09-30,14c:2026-08-18,30198,19301,1620,212706.0,7.0437115040731175,5.691796008869179,69497.0,91615.0,51594.0,1429784.6164237224,858756.3077008809,101851.07587539665,2390392.0,0.32672797194249337,0.598138136516405,0.43071187460626403,0.35925333907613516,0.24256015345124257,0.042608524407459804
london,emea,aug,2026-08-18,2025-09-14,calendar_sep,old,2025-09-14,2025-09-15,2025-10-01,14c:2025-09-14,61039,34728,37416,606814.0,9.941414505480102,6.737865788129173,116908.0,246800.0,243106.0,1507211.0453850976,1658331.0299111502,421822.9247037521,3587365.0,0.19265870596261786,0.4201443247021414,0.40671441331281083,0.46226994741576344,0.4006268807245713,0.1175857278820951
barcelona,emea,aug,2026-08-23,2025-08-10,lead_matched,late,2026-08-23,2026-08-30,2026-11-28,14c:2026-08-23,41210,7851,1724,271123.0,6.579058480951225,5.478671921772102,99744.0,114729.0,56650.0,521136.160373753,428251.9621417521,160429.8774844949,1109818.0,0.36789206374966343,0.46956902877206264,0.4231621810027183,0.38587584823975835,0.20894575524761824,0.14455512298817905
barcelona,emea,aug,2026-08-23,2025-08-10,lead_matched,old,2025-08-10,2025-08-17,2025-11-15,listings:2025-09-14,40235,7924,2405,275272.0,6.8416055672921585,5.535948216074593,97367.0,112531.0,65374.0,528481.1813632966,433287.6261095566,183904.19252714686,1145673.0,0.3537119648929059,0.46128448637900743,0.408799296695632,0.37819484801470976,0.23748873841146212,0.16052066560628284
barcelona,emea,aug,2026-08-23,2025-08-10,calendar_sep,late,2026-08-23,2026-09-01,2026-09-30,14c:2026-08-23,19407,7209,543,137861.0,7.103673932086361,5.8062420110779716,45257.0,61081.0,31523.0,482537.9173521597,422251.43790888385,111985.64473895646,1016775.0,0.3282799341365578,0.47457689002203995,0.4430622148395848,0.4152850315053811,0.22865785102385736,0.11013807847257895
barcelona,emea,aug,2026-08-23,2025-08-10,calendar_sep,old,2025-08-10,2025-09-02,2025-10-01,listings:2025-09-14,17225,6677,609,122250.0,7.097242380261248,5.749639682920971,40911.0,52379.0,28960.0,476907.72388294037,391264.91131363355,101996.36480342611,970169.0,0.33465030674846624,0.4915718023178852,0.4284580777096115,0.40329562304467936,0.23689161554192228,0.10513257463743544
rome,emea,jun,2025-05-09,2024-05-17,lead_matched,late,2025-05-09,2025-05-16,2025-08-14,listings:2025-06-12,139320,24082,2708,858858.0,6.16464254952627,5.601945993221821,338742.0,411137.0,108979.0,1331019.1521565795,1216038.850888822,205199.99695459846,2752258.0,0.3944097860181776,0.48360987674723066,0.4787019507299228,0.44183316058626115,0.1268882632518996,0.07455696266650817
rome,emea,jun,2025-05-09,2024-05-17,lead_matched,old,2024-05-17,2024-05-24,2024-08-22,listings:2024-06-15,110053,20588,2466,764619.0,6.947734273486411,6.155268829190354,254412.0,388353.0,121854.0,,,,,0.33273041867910685,,0.5079039364703205,,0.15936564485057264,
rome,emea,jun,2025-05-09,2024-05-17,calendar_q3,late,2025-05-09,2025-07-01,2025-09-30,listings:2025-06-12,82963,18734,3582,505246.0,6.090016031242843,5.387387940562446,208923.0,217438.0,78885.0,1292304.1473116993,762197.8891288905,159472.96355941027,2213975.0,0.4135074795248255,0.5837031345483573,0.4303606559972766,0.3442667099352479,0.1561318644778979,0.07203015551639484
rome,emea,jun,2025-05-09,2024-05-17,calendar_q3,old,2024-05-17,2024-07-02,2024-10-01,listings:2024-06-15,79369,17212,3502,535724.0,6.749788960425355,5.878556602678974,190066.0,252584.0,93074.0,,,,,0.35478343326041023,,0.4714815838006137,,0.17373498293897605,
rome,emea,jun,2025-06-12,2024-06-15,lead_matched,late,2025-06-12,2025-06-19,2025-09-17,listings:2025-06-12,142851,25799,4808,940647.0,6.584812146922317,5.740443980226211,333672.0,445334.0,161641.0,1338907.8951627298,1241882.1173231055,269822.9875141649,2850613.0,0.35472605557664033,0.46969121910365585,0.4734337110520737,0.4356544074285445,0.17184023337128593,0.09465437346779969
rome,emea,jun,2025-06-12,2024-06-15,lead_matched,old,2024-06-15,2024-06-22,2024-09-20,listings:2024-06-15,107873,20688,3078,751437.0,6.965941431127344,6.0904770487293565,251501.0,370651.0,129285.0,,,,,0.334693394123526,,0.49325625434999876,,0.17205035152647527,
rome,emea,jun,2025-06-12,2024-06-15,calendar_q3,late,2025-06-12,2025-07-01,2025-09-30,listings:2025-06-12,133695,23676,3098,847622.0,6.339967837241482,5.665572971779627,324001.0,400184.0,123437.0,1325706.6827415323,1140020.3108711573,217024.0063873103,2682751.0,0.3822470393642449,0.4941594217061264,0.47212554652899524,0.42494451064267885,0.14562741410675986,0.08089606765119473
rome,emea,jun,2025-06-12,2024-06-15,calendar_q3,old,2024-06-15,2024-07-02,2024-10-01,listings:2024-06-15,103389,20076,3530,716164.0,6.926887773360803,6.051138669226734,242814.0,350266.0,123084.0,,,,,0.33904803927592003,,0.4890862986690199,,0.17186566205506001,
rome,emea,jun,2025-07-09,2024-06-15,lead_matched,late,2025-07-09,2025-07-16,2025-10-14,listings:2025-06-12,129246,23137,3092,816695.0,6.318918960741532,5.676976594103666,317131.0,384823.0,114741.0,1318043.0900608588,1110857.0093540275,210111.90058511365,2639012.0,0.3883102014828057,0.4994456599897457,0.4711954891360912,0.42093670258188576,0.1404943093811031,0.07961763742836851
rome,emea,jun,2025-07-09,2024-06-15,lead_matched,old,2024-06-15,2024-06-22,2024-09-20,listings:2024-06-15,107873,20688,3078,751437.0,6.965941431127344,6.0904770487293565,251501.0,370651.0,129285.0,,,,,0.334693394123526,,0.49325625434999876,,0.17205035152647527,
rome,emea,jun,2025-07-09,2024-06-15,calendar_q3,late,2025-07-09,2025-07-10,2025-09-30,listings:2025-06-12,129989,23849,4014,833111.0,6.4090884613313435,5.701046279242917,311983.0,395810.0,125318.0,1301355.6082747804,1171695.648896653,226060.7428285665,2699112.0,0.3744795111335704,0.48214212980964866,0.4750987563481937,0.4341041234660336,0.15042173251823587,0.08375374672431767
rome,emea,jun,2025-07-09,2024-06-15,calendar_q3,old,2024-06-15,2024-07-11,2024-10-01,listings:2024-06-15,88937,19231,3453,610707.0,6.866737128529183,5.956269866863224,212122.0,288950.0,109635.0,,,,,0.3473384126921748,,0.4731401474029281,,0.1795214399048971,
rome,emea,jun,2026-06-20,2025-06-12,lead_matched,late,2026-06-20,2026-06-27,2026-09-25,14c:2026-06-20,133710,24162,5072,849341.0,6.352112781392566,5.686073233091861,328793.0,397311.0,123237.0,1437842.930137101,1213374.2702724787,212226.7995904202,2863444.0,0.3871154224275056,0.5021376112601124,0.46778737868535725,0.4237464641433458,0.1450971988871372,0.07411592459654186
rome,emea,jun,2026-06-20,2025-06-12,lead_matched,old,2025-06-12,2025-06-19,2025-09-17,listings:2025-06-12,142851,25799,4808,940647.0,6.584812146922317,5.740443980226211,333672.0,445334.0,161641.0,1338907.8951627298,1241882.1173231055,269822.9875141649,2850613.0,0.35472605557664033,0.46969121910365585,0.4734337110520737,0.4356544074285445,0.17184023337128593,0.09465437346779969
rome,emea,jun,2026-06-20,2025-06-12,calendar_q3,late,2026-06-20,2026-07-01,2026-09-30,14c:2026-06-20,131841,23882,5115,835528.0,6.337391251583346,5.676440178392308,326436.0,387930.0,121162.0,1450078.262705832,1181288.4875182656,208378.24977590243,2839745.0,0.39069426757690945,0.510636787002295,0.46429323733016725,0.4159840012107656,0.14501249509292327,0.07337921178693947
rome,emea,jun,2026-06-20,2025-06-12,calendar_q3,old,2025-06-12,2025-07-02,2025-10-01,listings:2025-06-12,133111,23583,3428,842548.0,6.329664715913786,5.659633027522935,323260.0,396728.0,122560.0,1330048.2345950147,1130159.07663088,214548.68877410537,2674756.0,0.38366953574158386,0.4972596508223609,0.4708669417053984,0.4225279153055007,0.14546352255301775,0.08021243387213838
rome,emea,aug,2026-08-25,2025-08-15,lead_matched,late,2026-08-25,2026-09-01,2026-11-30,14c:2026-08-25,126310,24002,3146,859751.0,6.806674055894229,6.120840955059348,305000.0,430423.0,124328.0,1249875.7019414678,1414365.8244952448,248352.47356328726,2912594.0,0.3547538764130545,0.42912802194245675,0.500636812286348,0.4856034945121925,0.1446093113005975,0.08526848354535073
rome,emea,aug,2026-08-25,2025-08-15,lead_matched,old,2025-08-15,2025-08-22,2025-11-20,listings:2025-09-14,129241,23733,3687,841129.0,6.508221075355344,5.8284515865021405,320294.0,400086.0,120749.0,1311728.0387806892,1204741.6423632163,230574.31885609456,2747044.0,0.3807905802796004,0.477505288878041,0.4756535561132716,0.4385592813086417,0.14355586360712805,0.08393542981331735
rome,emea,aug,2026-08-25,2025-08-15,calendar_sep,late,2026-08-25,2026-09-01,2026-09-30,14c:2026-08-25,62140,22588,800,470468.0,7.571097521725137,6.698699672033884,139255.0,251363.0,79850.0,1067834.2656746404,1451352.8320120096,235489.9023133499,2754677.0,0.29599250108402697,0.3876440924560812,0.5342828842769327,0.5268686063781741,0.16972461463904026,0.08548730116574463
rome,emea,aug,2026-08-25,2025-08-15,calendar_sep,old,2025-08-15,2025-09-02,2025-10-01,listings:2025-09-14,58472,21508,830,394795.0,6.751864140101245,6.079710271098498,140541.0,199393.0,54861.0,1218228.4937451894,1142802.644306917,156314.8619478937,2517346.0,0.35598475157993387,0.4839336721075249,0.5050545219670969,0.4539712237836662,0.13896072645296925,0.06209510410880892
sydney,apac,aug,2026-08-15,2025-08-05,lead_matched,late,2026-08-15,2026-08-22,2026-11-20,14c:2026-08-15,45051,10808,5776,320551.0,7.115291558455972,5.655556065333089,103161.0,132179.0,85211.0,559018.5724280985,438602.87109597697,120033.55647592447,1117655.0,0.32182398432698694,0.5001709583262264,0.41234936094412433,0.3924313594946356,0.26582665472888867,0.10739768217913799
sydney,apac,aug,2026-08-15,2025-08-05,lead_matched,old,2025-08-05,2025-08-12,2025-11-10,listings:2025-09-12,36643,8925,3563,264275.0,7.212155118303633,5.753759769758189,83952.0,109222.0,71101.0,490833.3037737361,410787.8533747167,124181.84285154715,1025803.0,0.3176690946930281,0.4784869061347414,0.41328918739948917,0.4004549151978662,0.2690417179074827,0.12105817866739242
sydney,apac,aug,2026-08-15,2025-08-05,calendar_sep,late,2026-08-15,2026-09-01,2026-09-30,14c:2026-08-15,15039,7384,728,107725.0,7.16304275550236,5.932598123159121,33329.0,48756.0,25640.0,450193.6190504077,331270.32973432826,54201.05121526405,835665.0,0.30938964957066606,0.5387249903375249,0.4525968902297517,0.39641522587918393,0.23801346019958228,0.06485978378329121
sydney,apac,aug,2026-08-15,2025-08-05,calendar_sep,old,2025-08-05,2025-09-02,2025-10-01,listings:2025-09-12,10697,5573,624,81721.0,7.639618584649901,6.142290194560062,23616.0,35857.0,22248.0,371906.0790275958,279493.27789038327,57042.64308202094,708442.0,0.28898324787998186,0.5249633407217469,0.4387733875013766,0.3945182215204396,0.27224336461864146,0.08051843775781355
mexico-city,latam,jun,2026-06-15,2025-06-25,lead_matched,late,2026-06-15,2026-06-22,2026-09-20,14c:2026-06-15,50507,15103,5306,319802.0,6.3318351911616215,5.255813008130081,121612.0,126748.0,71442.0,1165460.013197908,639751.4286332964,133407.5581687957,1938619.0,0.3802727937911583,0.6011805378972908,0.3963327308772303,0.33000369264579393,0.22339447533161144,0.0688157694569153
mexico-city,latam,jun,2026-06-15,2025-06-25,lead_matched,old,2025-06-25,2025-07-02,2025-09-30,listings:2025-06-25,39076,11734,2867,252961.0,6.473564336165421,5.360030511060259,92690.0,100230.0,60041.0,959853.2434362706,533347.6046544515,124892.15190927793,1618093.0,0.3664201200975645,0.5932002940722633,0.39622708638881093,0.32961492612257237,0.23735279351362462,0.07718477980516443
mexico-city,latam,jun,2026-06-15,2025-06-25,calendar_q3,late,2026-06-15,2026-07-01,2026-09-30,14c:2026-06-15,43314,13479,5213,272628.0,6.294223576672669,5.205256422409707,106977.0,103629.0,62022.0,1100601.0551982105,555583.9155796572,120313.02922213227,1776498.0,0.39239183062634797,0.6195340806452979,0.3801113605352348,0.31274108700356384,0.2274968088384172,0.06772483235113819
mexico-city,latam,jun,2026-06-15,2025-06-25,calendar_q3,old,2025-06-25,2025-07-02,2025-10-01,listings:2025-06-25,39401,11754,3028,256416.0,6.507855130580442,5.365131578947368,93365.0,101104.0,61947.0,957921.3094559329,533326.3872871014,128468.30325696575,1619716.0,0.3641153438162985,0.5914131301141268,0.39429676775240236,0.32927154346015064,0.24158788843129914,0.07931532642572263
mexico-city,latam,aug,2026-08-30,2025-08-29,lead_matched,late,2026-08-30,2026-09-06,2026-12-05,14c:2026-08-30,69055,17380,2905,421110.0,6.098182608066034,5.317981258761898,173228.0,177674.0,70208.0,1309883.9414436906,752256.7357308605,120957.32282544885,2183098.0,0.41136045213839617,0.6000115164063595,0.4219182636365795,0.34458221102802555,0.16672128422502433,0.05540627256561494
mexico-city,latam,aug,2026-08-30,2025-08-29,lead_matched,old,2025-08-29,2025-09-05,2025-12-04,listings:2025-09-27,53051,13687,2700,323369.0,6.095436466796102,5.278629915811325,132373.0,134253.0,56743.0,1082545.546371508,619721.4214749928,102436.03215349927,1804703.0,0.4093558751766558,0.5998469257110494,0.4151696668511824,0.3433924703815491,0.17547445797216182,0.056760603907401536
mexico-city,latam,aug,2026-08-30,2025-08-29,calendar_sep,late,2026-08-30,2026-09-01,2026-09-30,14c:2026-08-30,40840,18727,3628,294380.0,7.208129285014691,5.463554109693488,93838.0,100526.0,100016.0,1428592.0937075277,689399.200305726,177276.7059867462,2295268.0,0.31876486174332497,0.6224075331105247,0.3414837964535634,0.3003567340745072,0.3397513418031116,0.07723573281496811
mexico-city,latam,aug,2026-08-30,2025-08-29,calendar_sep,old,2025-08-29,2025-09-02,2025-10-01,listings:2025-09-27,25074,11753,453,145337.0,5.796322884262583,4.976935280478379,62259.0,55638.0,27440.0,1077215.3986993572,498154.6156071791,61404.985693463634,1636775.0,0.4283768070071627,0.6581328519187776,0.38282061691104124,0.30435131011115096,0.1888025760817961,0.03751583797007141
buenos-aires,latam,jun,2026-06-29,2025-07-27,lead_matched,late,2026-06-29,2026-07-06,2026-10-04,14c:2026-06-29,40166,13093,4123,320097.0,7.969352188418065,6.487585174478629,90538.0,148671.0,80888.0,743393.0851719262,687389.4032682768,130174.51155979699,1560957.0,0.2828455124540374,0.4762418728843435,0.4644560867487043,0.4403640864343328,0.2526984007972583,0.0833940406813237
buenos-aires,latam,jun,2026-06-29,2025-07-27,lead_matched,old,2025-07-27,2025-08-03,2025-11-01,listings:2025-07-27,34304,11072,3702,276270.0,8.053579757462687,6.020363858737196,78018.0,107202.0,91050.0,635568.2557621467,473363.3929917845,151047.3512460689,1259979.0,0.2823976544684548,0.5044276577325072,0.38803344554240415,0.3756914940580633,0.3295688999891411,0.1198808482094296
buenos-aires,latam,jun,2026-06-29,2025-07-27,calendar_q3,late,2026-06-29,2026-07-27,2026-09-30,14c:2026-06-29,21715,8741,3471,169275.0,7.795302786092563,6.105326238074692,50783.0,68376.0,50116.0,627990.7529876225,405840.79686161975,93778.45015075772,1127610.0,0.3000029537734456,0.5569219437461733,0.4039344262295082,0.35991237827051886,0.29606261999704625,0.08316567798330782
buenos-aires,latam,jun,2026-06-29,2025-07-27,calendar_q3,old,2025-07-27,2025-07-28,2025-10-01,listings:2025-07-27,43210,16481,4369,414409.0,9.590580884054617,6.207566153536573,89044.0,140773.0,184592.0,766651.6902304168,583609.4679302875,279305.8418392957,1629567.0,0.2148698507995724,0.47046343613390357,0.33969580776479275,0.3581377555696007,0.4454343414356348,0.17139880829649576
buenos-aires,latam,aug,2026-08-30,2025-08-29,lead_matched,late,2026-08-30,2026-09-06,2026-12-05,14c:2026-08-30,50938,14198,3478,404028.0,7.931760179041187,6.24039012022573,115599.0,173557.0,114872.0,816656.551836564,694828.5659381959,188377.8822252402,1699863.0,0.2861163087706793,0.48042492355946564,0.42956676269961486,0.40875562674062316,0.28431692852970586,0.11081944969991123
buenos-aires,latam,aug,2026-08-30,2025-08-29,lead_matched,old,2025-08-29,2025-09-05,2025-12-04,listings:2025-08-29,41825,12068,3386,330597.0,7.904291691572026,5.954198664231933,94679.0,129763.0,106155.0,671010.7821627415,518015.11561682343,169538.10222043502,1358564.0,0.2863879587534067,0.49391179374894484,0.3925111238154006,0.381296071158093,0.3211009174311927,0.12479213509296214
buenos-aires,latam,aug,2026-08-30,2025-08-29,calendar_sep,late,2026-08-30,2026-09-01,2026-09-30,14c:2026-08-30,38135,18100,4104,381593.0,10.006372099121542,6.72053985660059,76564.0,136219.0,168810.0,889063.9034107433,804930.9768737744,270483.1197154822,1964478.0,0.20064309355779586,0.4525700483338288,0.35697457762589985,0.4097429326639313,0.4423823288163043,0.13768701900223987
buenos-aires,latam,aug,2026-08-30,2025-08-29,calendar_sep,old,2025-08-29,2025-09-02,2025-10-01,listings:2025-08-29,20283,10135,647,160258.0,7.901099442883202,5.990005666889908,46532.0,62493.0,51233.0,640246.4570418958,456610.4631252429,96954.07983286133,1193811.0,0.2903567996605474,0.5363047057213377,0.3899524516716794,0.38248136692093043,0.3196907486677732,0.08121392735773195
rio-de-janeiro,latam,jun,2026-06-24,2025-06-24,lead_matched,late,2026-06-24,2026-07-01,2026-09-29,14c:2026-06-24,66949,20977,11986,512616.0,7.656813395271027,6.3502198904405525,155917.0,238629.0,118070.0,1014242.6136283932,910760.8517751127,176257.5345964942,2101261.0,0.30415944878817675,0.48268283360724495,0.46551219626387,0.4334353760789891,0.23032835494795326,0.08388179031376597
rio-de-janeiro,latam,jun,2026-06-24,2025-06-24,lead_matched,old,2025-06-24,2025-07-01,2025-09-29,listings:2025-06-24,44800,14993,9144,373174.0,8.329776785714285,6.686406616639175,98231.0,175368.0,99575.0,695786.230597823,729573.6101897215,158996.1592124555,1584356.0,0.26323109327016353,0.43916028379847905,0.4699362763750958,0.46048590732747025,0.2668326303547407,0.10035380887405072
rio-de-janeiro,latam,jun,2026-06-24,2025-06-24,calendar_q3,late,2026-06-24,2026-07-01,2026-09-30,14c:2026-06-24,67136,20988,12021,514433.0,7.662550643469971,6.351457416356305,156398.0,239122.0,118913.0,1014450.0404247696,910171.0302983796,177107.92927685077,2101729.0,0.304020154228053,0.4826740461899558,0.4648263233501739,0.43305822506059516,0.2311535224217731,0.08426772874944903
rio-de-janeiro,latam,jun,2026-06-24,2025-06-24,calendar_q3,old,2025-06-24,2025-07-02,2025-10-01,listings:2025-06-24,44049,14715,9507,368134.0,8.357374741764852,6.656217494089835,96948.0,171053.0,100133.0,688856.8522217011,716790.3289642486,161222.81881405026,1566870.0,0.2633497585118462,0.4396388036159356,0.46464874203415063,0.45746636859742584,0.27200149945400315,0.1028948277866385
rio-de-janeiro,latam,aug,2026-08-30,2025-08-28,lead_matched,late,2026-08-30,2026-09-06,2026-12-05,14c:2026-08-30,69625,21916,9057,533930.0,7.668653500897666,6.088359088002142,171275.0,221130.0,141525.0,1216176.654006624,828650.7504463712,188115.59554700486,2232943.0,0.3207817504167213,0.544651902895248,0.41415541363100034,0.37110250931007693,0.26506283595227836,0.08424558779467495
rio-de-janeiro,latam,aug,2026-08-30,2025-08-28,lead_matched,old,2025-08-28,2025-09-04,2025-12-03,listings:2025-09-26,51210,15380,8210,398555.0,7.782757273969928,6.185393030794165,122027.0,169253.0,107275.0,861260.9436021176,676572.1681169427,160481.88828093975,1698315.0,0.30617355195644264,0.507126736560719,0.42466660812184015,0.39837849169143696,0.2691598399217172,0.09449477174784404
rio-de-janeiro,latam,aug,2026-08-30,2025-08-28,calendar_sep,late,2026-08-30,2026-09-01,2026-09-30,14c:2026-08-30,60784,28349,6249,461248.0,7.588312713872072,6.150342767935926,147240.0,196310.0,117698.0,1338830.2796115768,1063928.5908041375,167684.12958428563,2570443.0,0.3192208963507701,0.5208558523225673,0.42560618149021784,0.4139086495223343,0.25517292215901205,0.06523549815509841
rio-de-janeiro,latam,aug,2026-08-30,2025-08-28,calendar_sep,old,2025-08-28,2025-09-02,2025-10-01,listings:2025-09-26,25713,12841,1094,187633.0,7.297203749076343,6.053923138510808,62186.0,83336.0,42111.0,817216.9131615843,609621.8870021589,78429.1998362568,1505268.0,0.3314235768761359,0.542904594505154,0.44414362079165176,0.4049922585228404,0.22443280233221236,0.052103146972005514
santiago,latam,jun,2026-06-29,2025-07-27,lead_matched,late,2026-06-29,2026-07-06,2026-10-04,14c:2026-06-29,31435,8942,1702,238163.0,7.576363925560681,6.73674630261661,64920.0,136305.0,36938.0,443001.56808580883,535637.0218415505,63805.41007264071,1042444.0,0.272586421904326,0.42496437994348746,0.5723181182635422,0.5138281018851377,0.15509545983213177,0.061207518171374875
santiago,latam,jun,2026-06-29,2025-07-27,lead_matched,old,2025-07-27,2025-08-03,2025-11-01,listings:2025-07-27,21417,7247,1396,143853.0,6.7167670542092734,5.8425035697287,46749.0,72188.0,24916.0,419833.3090290425,385014.7920300313,42458.89894092617,847307.0000000001,0.32497758128089094,0.4954913732909588,0.5018178279215588,0.4543982193349415,0.17320459079755027,0.050110407374099546
santiago,latam,jun,2026-06-29,2025-07-27,calendar_q3,late,2026-06-29,2026-07-27,2026-09-30,14c:2026-06-29,17810,6826,1407,128459.0,7.212745648512072,6.454327060573128,38058.0,71736.0,18665.0,383473.17295283516,412511.4679486311,34894.35909853376,830879.0,0.2962657345923602,0.4615270971499282,0.558434987038666,0.4964759826023177,0.14529927836897374,0.04199692024775419
santiago,latam,jun,2026-06-29,2025-07-27,calendar_q3,old,2025-07-27,2025-07-28,2025-10-01,listings:2025-07-27,28360,9772,1136,222414.0,7.842524682651622,6.355543358946213,58051.0,108777.0,55586.0,455848.5783493791,485434.09964302275,95853.32200759814,1037136.0,0.26100425332937677,0.4395263286101139,0.48907442876797325,0.46805250193130193,0.24992131790265001,0.09242116945858415
santiago,latam,aug,2026-08-30,2025-08-29,lead_matched,late,2026-08-30,2026-09-06,2026-12-05,14c:2026-08-30,28321,9529,1528,165794.0,5.854101196991632,4.940792792792792,67267.0,66167.0,32360.0,693132.0825491332,349492.6310747345,51928.28637613223,1094553.0,0.4057263833431849,0.6332558428409891,0.3990916438471839,0.31930169765624367,0.19518197280963123,0.04744245950276709
santiago,latam,aug,2026-08-30,2025-08-29,lead_matched,old,2025-08-29,2025-09-05,2025-12-04,listings:2025-08-29,19176,6539,1338,115819.0,6.039789319983313,4.92906398674293,43066.0,45907.0,26846.0,485242.1152168572,262600.80992789974,47535.07485524314,795378.0,0.37183881746518277,0.6100773660031547,0.3963684714943144,0.3301585031618925,0.23179271104050286,0.05976413083495286
santiago,latam,aug,2026-08-30,2025-08-29,calendar_sep,late,2026-08-30,2026-09-01,2026-09-30,14c:2026-08-30,22474,11127,1623,160074.0,7.122630595354632,5.504494123069832,48267.0,60900.0,50907.0,740464.9432623746,402000.6872491232,86412.36948850224,1228878.0,0.30152929270212525,0.6025536654268159,0.380449042317928,0.32712823180911627,0.31802166497994677,0.07031810276406791
santiago,latam,aug,2026-08-30,2025-08-29,calendar_sep,old,2025-08-29,2025-09-02,2025-10-01,listings:2025-08-29,10972,5998,309,68423.0,6.236146554866934,5.2390716748998045,24975.0,29427.0,14021.0,458648.4789404829,255897.53557812053,28849.98548139659,743396.0,0.3650088420560338,0.6169638778530997,0.43007468248980607,0.3442277542226761,0.20491647545416014,0.03880836792422422
belize,latam,jun,2026-06-29,2025-06-25,lead_matched,late,2026-06-29,2026-07-06,2026-10-04,14c:2026-06-29,4921,1618,92,30272.0,6.151595204226783,5.537510305028854,11666.0,13875.0,4731.0,54859.43686259658,38886.3094018985,5103.253735504922,98849.0,0.38537262156448204,0.5549822139080475,0.4583443446088795,0.3933910247134367,0.15628303382663847,0.051626761378515934
belize,latam,jun,2026-06-29,2025-06-25,lead_matched,old,2025-06-25,2025-07-02,2025-09-30,listings:2025-06-25,4701,1585,74,29726.0,6.323335460540311,5.628274518294003,10791.0,14448.0,4487.0,57523.9419275409,39817.513834391626,4422.544238067468,101764.0,0.36301554194980823,0.5652680901649002,0.4860391576397766,0.39127308119169474,0.15094530041041512,0.043458828643405015
belize,latam,jun,2026-06-29,2025-06-25,calendar_q3,late,2026-06-29,2026-07-01,2026-09-30,14c:2026-06-29,5413,1691,176,33140.0,6.122298171069647,5.517241379310345,12798.0,15231.0,5111.0,56790.30827010822,40791.26185142224,5157.4298784695475,102739.0,0.38617984308992154,0.5527629066869272,0.4595956547978274,0.39703775442064104,0.15422450211225106,0.05019933889243177
