vintage_date,object,spec_id,prior_basis,params
2022-11-01,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2022-11-01,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-11-01,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-11-01,pct_rev_seasonal,drift_k4_rw_revknown,PIT,"drift{cor:-2.965, ops:-3.537, pd:-6.07, sm:-2.129, ga:-4.895}; n_params=6"
2022-11-01,pct_rev_seasonal,drift_k4_rw_revknown,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2022-11-01,per_night_seasonal,g_k4_rw,PIT,"growth{cor:-0.01806, ops:-0.0995, pd:-0.2105, sm:0.01042, ga:-0.2194}; n_params=6"
2022-11-01,per_night_seasonal,g_k4_rw,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2022-11-01,per_night_seasonal,g_k4_ew,PIT,"growth{cor:-0.03044, ops:-0.1216, pd:-0.2302, sm:0.00605, ga:-0.2468}; n_params=6"
2022-11-01,per_night_seasonal,g_k4_ew,full_sample,"growth{cor:0.05755, ops:-0.03127, pd:0.0196, sm:0.1667, ga:-0.02685}; n_params=6"
2022-11-01,per_night_seasonal,g_k8_rw,PIT,"growth{cor:-0.05736, ops:-0.1489, pd:-0.242, sm:0.05938, ga:-0.2603}; n_params=6"
2022-11-01,per_night_seasonal,g_k8_rw,full_sample,"growth{cor:0.03043, ops:-0.03192, pd:0.04324, sm:0.1477, ga:-0.04696}; n_params=6"
2022-11-01,per_night_seasonal,nogrowth,PIT,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-11-01,per_night_seasonal,nogrowth,full_sample,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-11-01,per_night_seasonal,g_k4_rw_nightsknown,PIT,"growth{cor:-0.01806, ops:-0.0995, pd:-0.2105, sm:0.01042, ga:-0.2194}; n_params=6"
2022-11-01,per_night_seasonal,g_k4_rw_nightsknown,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2022-11-01,q_sentence_direction,k_fit_rw,PIT,k=7.269; pool_n=2; n_params=1
2022-11-01,q_sentence_direction,k_fit_rw,full_sample,k=2.027; pool_n=16; n_params=1
2022-11-01,q_sentence_direction,k_fit_ew,PIT,k=8.08; pool_n=2; n_params=1
2022-11-01,q_sentence_direction,k_fit_ew,full_sample,k=3.063; pool_n=16; n_params=1
2022-11-01,q_sentence_direction,k_fit_median,PIT,k=8.08; pool_n=2; n_params=1
2022-11-01,q_sentence_direction,k_fit_median,full_sample,k=1.952; pool_n=16; n_params=1
2022-11-01,q_sentence_direction,k_abs_rw,PIT,k=27.2; pool_n=7; n_params=1
2022-11-01,q_sentence_direction,k_abs_rw,full_sample,k=1.663; pool_n=8; n_params=1
2022-11-01,sarima_margin,margin_aicc,PIT,margin=None; n_params=0
2022-11-01,sarima_margin,margin_aicc,full_sample,"margin=SARIMA(0, 1, 1)x(0, 1, 1, 4)n aicc=61.4; n_params=3"
2022-11-01,sarima_margin,lines_aicc,PIT,cor=None; ops=None; pd=None; sm=None; ga=None; n_params=0
2022-11-01,sarima_margin,lines_aicc,full_sample,"cor=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-47.8; ops=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-38.9; pd=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-53.2; sm=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.6; ga=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.5; n_params=13"
2023-02-14,yoy_margin_change,k4_rw,PIT,delta=9.951; n_params=2
2023-02-14,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2023-02-14,yoy_margin_change,k2_rw,PIT,delta=3.243; n_params=2
2023-02-14,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2023-02-14,yoy_margin_change,k4_ew,PIT,delta=11.36; n_params=2
2023-02-14,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2023-02-14,yoy_margin_change,k2_ew,PIT,delta=3.089; n_params=2
2023-02-14,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2023-02-14,yoy_margin_change,k4_rw_shrink50,PIT,delta=4.975; n_params=3
2023-02-14,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2023-02-14,incremental_margin,k4_rw,PIT,m=0.5279; n_params=2
2023-02-14,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2023-02-14,incremental_margin,k8_rw,PIT,m=0.5481; n_params=2
2023-02-14,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2023-02-14,incremental_margin,k4_ew,PIT,m=0.5305; n_params=2
2023-02-14,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2023-02-14,incremental_margin,k8_ew,PIT,m=0.5617; n_params=2
2023-02-14,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2023-02-14,incremental_margin,k8_median,PIT,m=0.5503; n_params=2
2023-02-14,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2023-02-14,incremental_margin,k4_rw_revknown,PIT,m=0.5279; n_params=2
2023-02-14,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2023-02-14,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-2.041, ops:-2.075, pd:-3.877, sm:-1.847, ga:-1.94}; n_params=6"
2023-02-14,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2023-02-14,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-2.334, ops:-2.367, pd:-4.296, sm:-1.964, ga:-2.321}; n_params=6"
2023-02-14,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2023-02-14,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-4.402, ops:-5.365, pd:-7.874, sm:-2.938, ga:-5.466}; n_params=6"
2023-02-14,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2023-02-14,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-02-14,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-02-14,pct_rev_seasonal,drift_k4_rw_revknown,PIT,"drift{cor:-2.041, ops:-2.075, pd:-3.877, sm:-1.847, ga:-1.94}; n_params=6"
2023-02-14,pct_rev_seasonal,drift_k4_rw_revknown,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2023-02-14,per_night_seasonal,g_k4_rw,PIT,"growth{cor:-0.006474, ops:-0.05538, pd:-0.161, sm:-0.00432, ga:-0.08493}; n_params=6"
2023-02-14,per_night_seasonal,g_k4_rw,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2023-02-14,per_night_seasonal,g_k4_ew,PIT,"growth{cor:-0.009672, ops:-0.06378, pd:-0.1695, sm:-0.003084, ga:-0.1048}; n_params=6"
2023-02-14,per_night_seasonal,g_k4_ew,full_sample,"growth{cor:0.05755, ops:-0.03127, pd:0.0196, sm:0.1667, ga:-0.02685}; n_params=6"
2023-02-14,per_night_seasonal,g_k8_rw,PIT,"growth{cor:-0.0512, ops:-0.1286, pd:-0.2207, sm:0.03709, ga:-0.1928}; n_params=6"
2023-02-14,per_night_seasonal,g_k8_rw,full_sample,"growth{cor:0.03043, ops:-0.03192, pd:0.04324, sm:0.1477, ga:-0.04696}; n_params=6"
2023-02-14,per_night_seasonal,nogrowth,PIT,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-02-14,per_night_seasonal,nogrowth,full_sample,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-02-14,per_night_seasonal,g_k4_rw_nightsknown,PIT,"growth{cor:-0.006474, ops:-0.05538, pd:-0.161, sm:-0.00432, ga:-0.08493}; n_params=6"
2023-02-14,per_night_seasonal,g_k4_rw_nightsknown,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2023-02-14,q_sentence_direction,k_fit_rw,PIT,k=6.329; pool_n=3; n_params=1
2023-02-14,q_sentence_direction,k_fit_rw,full_sample,k=2.027; pool_n=16; n_params=1
2023-02-14,q_sentence_direction,k_fit_ew,PIT,k=7.011; pool_n=3; n_params=1
2023-02-14,q_sentence_direction,k_fit_ew,full_sample,k=3.063; pool_n=16; n_params=1
2023-02-14,q_sentence_direction,k_fit_median,PIT,k=4.873; pool_n=3; n_params=1
2023-02-14,q_sentence_direction,k_fit_median,full_sample,k=1.952; pool_n=16; n_params=1
2023-02-14,q_sentence_direction,k_abs_rw,PIT,k=22.46; pool_n=8; n_params=1
2023-02-14,q_sentence_direction,k_abs_rw,full_sample,k=1.663; pool_n=8; n_params=1
2023-02-14,sarima_margin,margin_aicc,PIT,"margin=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=24.1; n_params=2"
2023-02-14,sarima_margin,margin_aicc,full_sample,"margin=SARIMA(0, 1, 1)x(0, 1, 1, 4)n aicc=61.4; n_params=3"
2023-02-14,sarima_margin,lines_aicc,PIT,"cor=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-5.0; ops=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-6.3; pd=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-8.0; sm=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-4.0; ga=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-3.9; n_params=10"
2023-02-14,sarima_margin,lines_aicc,full_sample,"cor=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-47.8; ops=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-38.9; pd=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-53.2; sm=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.6; ga=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.5; n_params=13"
2023-05-09,yoy_margin_change,k4_rw,PIT,delta=4.659; n_params=2
2023-05-09,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2023-05-09,yoy_margin_change,k2_rw,PIT,delta=1.811; n_params=2
2023-05-09,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2023-05-09,yoy_margin_change,k4_ew,PIT,delta=5.719; n_params=2
2023-05-09,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2023-05-09,yoy_margin_change,k2_ew,PIT,delta=2.054; n_params=2
2023-05-09,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2023-05-09,yoy_margin_change,k4_rw_shrink50,PIT,delta=2.329; n_params=3
2023-05-09,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2023-05-09,incremental_margin,k4_rw,PIT,m=0.4044; n_params=2
2023-05-09,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2023-05-09,incremental_margin,k8_rw,PIT,m=0.4545; n_params=2
2023-05-09,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2023-05-09,incremental_margin,k4_ew,PIT,m=0.4416; n_params=2
2023-05-09,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2023-05-09,incremental_margin,k8_ew,PIT,m=0.5048; n_params=2
2023-05-09,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2023-05-09,incremental_margin,k8_median,PIT,m=0.5377; n_params=2
2023-05-09,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2023-05-09,incremental_margin,k4_rw_revknown,PIT,m=0.4044; n_params=2
2023-05-09,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2023-05-09,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-1.13, ops:-0.9505, pd:-2.334, sm:-0.751, ga:-1.061}; n_params=6"
2023-05-09,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2023-05-09,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-1.29, ops:-1.124, pd:-2.507, sm:-1.149, ga:-1.277}; n_params=6"
2023-05-09,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2023-05-09,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-3.577, ops:-4.157, pd:-6.727, sm:-1.348, ga:-4.531}; n_params=6"
2023-05-09,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2023-05-09,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-05-09,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-05-09,pct_rev_seasonal,drift_k4_rw_revknown,PIT,"drift{cor:-1.13, ops:-0.9505, pd:-2.334, sm:-0.751, ga:-1.061}; n_params=6"
2023-05-09,pct_rev_seasonal,drift_k4_rw_revknown,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2023-05-09,per_night_seasonal,g_k4_rw,PIT,"growth{cor:0.009121, ops:-0.009645, pd:-0.1099, sm:0.02763, ga:-0.04396}; n_params=6"
2023-05-09,per_night_seasonal,g_k4_rw,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2023-05-09,per_night_seasonal,g_k4_ew,PIT,"growth{cor:0.01444, ops:-0.01004, pd:-0.1126, sm:0.021, ga:-0.05203}; n_params=6"
2023-05-09,per_night_seasonal,g_k4_ew,full_sample,"growth{cor:0.05755, ops:-0.03127, pd:0.0196, sm:0.1667, ga:-0.02685}; n_params=6"
2023-05-09,per_night_seasonal,g_k8_rw,PIT,"growth{cor:-0.03415, ops:-0.08854, pd:-0.1906, sm:0.07475, ga:-0.1576}; n_params=6"
2023-05-09,per_night_seasonal,g_k8_rw,full_sample,"growth{cor:0.03043, ops:-0.03192, pd:0.04324, sm:0.1477, ga:-0.04696}; n_params=6"
2023-05-09,per_night_seasonal,nogrowth,PIT,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-05-09,per_night_seasonal,nogrowth,full_sample,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-05-09,per_night_seasonal,g_k4_rw_nightsknown,PIT,"growth{cor:0.009121, ops:-0.009645, pd:-0.1099, sm:0.02763, ga:-0.04396}; n_params=6"
2023-05-09,per_night_seasonal,g_k4_rw_nightsknown,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2023-05-09,q_sentence_direction,k_fit_rw,PIT,k=4.558; pool_n=4; n_params=1
2023-05-09,q_sentence_direction,k_fit_rw,full_sample,k=2.027; pool_n=16; n_params=1
2023-05-09,q_sentence_direction,k_fit_ew,PIT,k=5.449; pool_n=4; n_params=1
2023-05-09,q_sentence_direction,k_fit_ew,full_sample,k=3.063; pool_n=16; n_params=1
2023-05-09,q_sentence_direction,k_fit_median,PIT,k=2.819; pool_n=4; n_params=1
2023-05-09,q_sentence_direction,k_fit_median,full_sample,k=1.952; pool_n=16; n_params=1
2023-05-09,q_sentence_direction,k_abs_rw,PIT,k=17.3; pool_n=8; n_params=1
2023-05-09,q_sentence_direction,k_abs_rw,full_sample,k=1.663; pool_n=8; n_params=1
2023-05-09,sarima_margin,margin_aicc,PIT,"margin=SARIMA(0, 0, 0)x(0, 1, 1, 4)c aicc=6.0; n_params=3"
2023-05-09,sarima_margin,margin_aicc,full_sample,"margin=SARIMA(0, 1, 1)x(0, 1, 1, 4)n aicc=61.4; n_params=3"
2023-05-09,sarima_margin,lines_aicc,PIT,"cor=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-10.3; ops=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-8.9; pd=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-10.4; sm=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-7.4; ga=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-6.2; n_params=15"
2023-05-09,sarima_margin,lines_aicc,full_sample,"cor=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-47.8; ops=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-38.9; pd=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-53.2; sm=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.6; ga=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.5; n_params=13"
2023-08-03,yoy_margin_change,k4_rw,PIT,delta=0.8778; n_params=2
2023-08-03,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2023-08-03,yoy_margin_change,k2_rw,PIT,delta=-0.7948; n_params=2
2023-08-03,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2023-08-03,yoy_margin_change,k4_ew,PIT,delta=1.148; n_params=2
2023-08-03,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2023-08-03,yoy_margin_change,k2_ew,PIT,delta=-0.7924; n_params=2
2023-08-03,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2023-08-03,yoy_margin_change,k4_rw_shrink50,PIT,delta=0.4389; n_params=3
2023-08-03,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2023-08-03,incremental_margin,k4_rw,PIT,m=0.3285; n_params=2
2023-08-03,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2023-08-03,incremental_margin,k8_rw,PIT,m=0.4099; n_params=2
2023-08-03,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2023-08-03,incremental_margin,k4_ew,PIT,m=0.3524; n_params=2
2023-08-03,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2023-08-03,incremental_margin,k8_ew,PIT,m=0.4635; n_params=2
2023-08-03,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2023-08-03,incremental_margin,k8_median,PIT,m=0.4966; n_params=2
2023-08-03,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2023-08-03,incremental_margin,k4_rw_revknown,PIT,m=0.3285; n_params=2
2023-08-03,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2023-08-03,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-0.7571, ops:-0.1491, pd:-1.398, sm:0.6668, ga:-0.3058}; n_params=6"
2023-08-03,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2023-08-03,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-0.6998, ops:-0.2327, pd:-1.503, sm:0.5194, ga:-0.3517}; n_params=6"
2023-08-03,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2023-08-03,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-1.868, ops:-1.626, pd:-3.45, sm:-0.2254, ga:-2.364}; n_params=6"
2023-08-03,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2023-08-03,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-08-03,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-08-03,pct_rev_seasonal,drift_k4_rw_revknown,PIT,"drift{cor:-0.7571, ops:-0.1491, pd:-1.398, sm:0.6668, ga:-0.3058}; n_params=6"
2023-08-03,pct_rev_seasonal,drift_k4_rw_revknown,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2023-08-03,per_night_seasonal,g_k4_rw,PIT,"growth{cor:-0.002887, ops:0.02781, pd:-0.0701, sm:0.07969, ga:0.000391}; n_params=6"
2023-08-03,per_night_seasonal,g_k4_rw,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2023-08-03,per_night_seasonal,g_k4_ew,PIT,"growth{cor:-0.001577, ops:0.01843, pd:-0.08197, sm:0.07003, ga:-0.008768}; n_params=6"
2023-08-03,per_night_seasonal,g_k4_ew,full_sample,"growth{cor:0.05755, ops:-0.03127, pd:0.0196, sm:0.1667, ga:-0.02685}; n_params=6"
2023-08-03,per_night_seasonal,g_k8_rw,PIT,"growth{cor:-0.008804, ops:-0.01939, pd:-0.1221, sm:0.1024, ga:-0.08882}; n_params=6"
2023-08-03,per_night_seasonal,g_k8_rw,full_sample,"growth{cor:0.03043, ops:-0.03192, pd:0.04324, sm:0.1477, ga:-0.04696}; n_params=6"
2023-08-03,per_night_seasonal,nogrowth,PIT,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-08-03,per_night_seasonal,nogrowth,full_sample,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-08-03,per_night_seasonal,g_k4_rw_nightsknown,PIT,"growth{cor:-0.002887, ops:0.02781, pd:-0.0701, sm:0.07969, ga:0.000391}; n_params=6"
2023-08-03,per_night_seasonal,g_k4_rw_nightsknown,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2023-08-03,q_sentence_direction,k_fit_rw,PIT,k=3.532; pool_n=5; n_params=1
2023-08-03,q_sentence_direction,k_fit_rw,full_sample,k=2.027; pool_n=16; n_params=1
2023-08-03,q_sentence_direction,k_fit_ew,PIT,k=4.523; pool_n=5; n_params=1
2023-08-03,q_sentence_direction,k_fit_ew,full_sample,k=3.063; pool_n=16; n_params=1
2023-08-03,q_sentence_direction,k_fit_median,PIT,k=0.82; pool_n=5; n_params=1
2023-08-03,q_sentence_direction,k_fit_median,full_sample,k=1.952; pool_n=16; n_params=1
2023-08-03,q_sentence_direction,k_abs_rw,PIT,k=7.558; pool_n=8; n_params=1
2023-08-03,q_sentence_direction,k_abs_rw,full_sample,k=1.663; pool_n=8; n_params=1
2023-08-03,sarima_margin,margin_aicc,PIT,"margin=SARIMA(0, 0, 0)x(0, 1, 1, 4)c aicc=-6.1; n_params=3"
2023-08-03,sarima_margin,margin_aicc,full_sample,"margin=SARIMA(0, 1, 1)x(0, 1, 1, 4)n aicc=61.4; n_params=3"
2023-08-03,sarima_margin,lines_aicc,PIT,"cor=SARIMA(0, 0, 0)x(0, 1, 1, 4)c aicc=-10.7; ops=SARIMA(0, 0, 0)x(0, 1, 1, 4)c aicc=-15.9; pd=SARIMA(0, 0, 0)x(0, 1, 1, 4)c aicc=-16.8; sm=SARIMA(0, 0, 0)x(0, 1, 1, 4)c aicc=-14.6; ga=SARIMA(0, 0, 0)x(0, 1, 1, 4)c aicc=-13.6; n_params=15"
2023-08-03,sarima_margin,lines_aicc,full_sample,"cor=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-47.8; ops=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-38.9; pd=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-53.2; sm=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.6; ga=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.5; n_params=13"
2023-11-01,yoy_margin_change,k4_rw,PIT,delta=1.637; n_params=2
2023-11-01,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2023-11-01,yoy_margin_change,k2_rw,PIT,delta=1.514; n_params=2
2023-11-01,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2023-11-01,yoy_margin_change,k4_ew,PIT,delta=1.691; n_params=2
2023-11-01,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2023-11-01,yoy_margin_change,k2_ew,PIT,delta=1.328; n_params=2
2023-11-01,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2023-11-01,yoy_margin_change,k4_rw_shrink50,PIT,delta=0.8183; n_params=3
2023-11-01,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2023-11-01,incremental_margin,k4_rw,PIT,m=0.4227; n_params=2
2023-11-01,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2023-11-01,incremental_margin,k8_rw,PIT,m=0.4652; n_params=2
2023-11-01,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2023-11-01,incremental_margin,k4_ew,PIT,m=0.3987; n_params=2
2023-11-01,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2023-11-01,incremental_margin,k8_ew,PIT,m=0.4717; n_params=2
2023-11-01,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2023-11-01,incremental_margin,k8_median,PIT,m=0.4966; n_params=2
2023-11-01,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2023-11-01,incremental_margin,k4_rw_revknown,PIT,m=0.4227; n_params=2
2023-11-01,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2023-11-01,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-0.7596, ops:-0.2675, pd:-1.185, sm:0.02603, ga:-0.1996}; n_params=6"
2023-11-01,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2023-11-01,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-0.7942, ops:-0.3062, pd:-1.318, sm:0.04666, ga:-0.1759}; n_params=6"
2023-11-01,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2023-11-01,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-1.495, ops:-1.357, pd:-2.813, sm:-0.6922, ga:-1.765}; n_params=6"
2023-11-01,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2023-11-01,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2023-11-01,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
