object,spec_id,scenario,period,adj_ebitda_musd,revenue_musd,adj_ebitda_margin_pct,quarters,vintage_date,street_ebitda_musd,street_revenue_musd,street_margin_pct,mgmt_fy26_guide
yoy_margin_change,k4_rw,base,FY2028,5937.450220617407,17137.441,34.64607242480022,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
yoy_margin_change,k4_rw,bear,FY2026,5042.322124690247,14213.842499999999,35.474729121912304,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_rw,bear,FY2027,5210.873643841916,14948.333900000001,34.85922697941552,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k4_rw,bull,FY2026,5071.421192906111,14317.972099999999,35.419968396963924,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_rw,bull,FY2027,5810.816889535848,16570.7436,35.066723798296216,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k4_rw_shrink50,base,FY2026,5071.412860002047,14268.1433,35.54360755545571,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_rw_shrink50,base,FY2027,5582.462541896562,15828.606600000001,35.26818678971124,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k4_rw_shrink50,base,FY2028,6013.709172772518,17137.441,35.091056901508914,fc+fc+fc+fc,2026-09-11,6602.71735,17535.09557,37.65429919467499,
yoy_margin_change,k4_rw_shrink50,bear,FY2026,5056.1438046602,14213.842499999999,35.57197010351142,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_rw_shrink50,bear,FY2027,5251.143129139847,14948.333900000001,35.12861810733199,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
yoy_margin_change,k4_rw_shrink50,bull,FY2026,5085.424416089946,14317.972099999999,35.51777011836716,actual+actual+fc+fc,2026-09-11,5053.72214,14189.55705,35.61578506074649,"at least 35.5% (2Q26 letter, 2026-08-06)"
yoy_margin_change,k4_rw_shrink50,bull,FY2027,5855.852688270508,16570.7436,35.338502783125,fc+fc+fc+fc,2026-09-11,5766.09917,15819.33924,36.449684038762676,
