country,region,q,n_cur,n_prior,n_mkts,stays_yoy_pct,quarter
china,APAC,2020Q4,1950.0,5979.0,1,-67.38585047666834,4Q20
china,APAC,2021Q1,1812.0,3150.0,1,-42.47619047619048,1Q21
china,APAC,2021Q2,1941.0,1716.0,1,13.111888111888103,2Q21
china,APAC,2021Q3,2409.0,2052.0,1,17.397660818713454,3Q21
china,APAC,2021Q4,1974.0,2136.0,1,-7.584269662921351,4Q21
china,APAC,2022Q1,1824.0,1977.0,1,-7.73899848254932,1Q22
china,APAC,2022Q2,2151.0,2106.0,1,2.136752136752129,2Q22
china,APAC,2022Q3,3795.0,2694.0,1,40.86859688195992,3Q22
china,APAC,2022Q4,2718.0,2277.0,1,19.367588932806324,4Q22
china,APAC,2023Q1,5313.0,2055.0,1,158.54014598540144,1Q23
china,APAC,2023Q2,9960.0,2463.0,1,304.3848964677223,2Q23
china,APAC,2023Q3,10782.0,4494.0,1,139.91989319092121,3Q23
china,APAC,2023Q4,14220.0,3276.0,1,334.065934065934,4Q23
china,APAC,2024Q1,14487.0,6558.0,1,120.90576395242452,1Q24
china,APAC,2024Q2,11736.0,12399.0,1,-5.347205419791923,2Q24
china,APAC,2024Q3,12720.0,13557.0,1,-6.173932285903961,3Q24
china,APAC,2024Q4,16821.0,17433.0,1,-3.510583376355192,4Q24
china,APAC,2025Q1,17067.0,17859.0,1,-4.434738787166137,1Q25
china,APAC,2025Q2,15906.0,14805.0,1,7.436676798378916,2Q25
china,APAC,2025Q3,15437.0,14117.0,1,9.350428561309055,3Q25
china,APAC,2025Q4,15350.0,14104.0,1,8.834373227453195,4Q25
china,APAC,2026Q1,15508.0,14656.0,1,5.8133187772925865,1Q26
china,APAC,2026Q2,12354.0,13788.0,1,-10.400348128807657,2Q26
czech-republic,EMEA,2016Q1,10179.0,4647.0,1,119.04454486765657,1Q16
czech-republic,EMEA,2016Q2,16059.0,9672.0,1,66.03598014888337,2Q16
czech-republic,EMEA,2016Q3,19953.0,13149.0,1,51.745379876796704,3Q16
czech-republic,EMEA,2016Q4,17511.0,11208.0,1,56.23661670235547,4Q16
czech-republic,EMEA,2017Q1,15192.0,10839.0,1,40.16053141433711,1Q17
czech-republic,EMEA,2017Q2,26163.0,17085.0,1,53.13432835820895,2Q17
czech-republic,EMEA,2017Q3,30468.0,21327.0,1,42.86116190744127,3Q17
czech-republic,EMEA,2017Q4,26274.0,18582.0,1,41.39489828866645,4Q17
czech-republic,EMEA,2018Q1,22959.0,15975.0,1,43.71830985915493,1Q18
czech-republic,EMEA,2018Q2,36399.0,27684.0,1,31.4802774165583,2Q18
czech-republic,EMEA,2018Q3,43428.0,32325.0,1,34.34802784222737,3Q18
czech-republic,EMEA,2018Q4,39405.0,27681.0,1,42.35396120082366,4Q18
czech-republic,EMEA,2019Q1,33834.0,24234.0,1,39.6137657836098,1Q19
czech-republic,EMEA,2019Q2,52329.0,38547.0,1,35.75375515604327,2Q19
czech-republic,EMEA,2019Q3,57279.0,46302.0,1,23.707399248412585,3Q19
czech-republic,EMEA,2019Q4,52071.0,41934.0,1,24.173701530977244,4Q19
czech-republic,EMEA,2020Q1,34905.0,35736.0,1,-2.3253861652115515,1Q20
czech-republic,EMEA,2020Q2,4221.0,55953.0,1,-92.45616857004987,2Q20
czech-republic,EMEA,2020Q3,26496.0,61164.0,1,-56.680400235432614,3Q20
czech-republic,EMEA,2020Q4,6231.0,55578.0,1,-88.78872935334125,4Q20
czech-republic,EMEA,2021Q1,5478.0,37269.0,1,-85.30145697496579,1Q21
czech-republic,EMEA,2021Q2,11592.0,4536.0,1,155.55555555555554,2Q21
czech-republic,EMEA,2021Q3,42003.0,27813.0,1,51.019307518067095,3Q21
czech-republic,EMEA,2021Q4,41574.0,6531.0,1,536.5640790078089,4Q21
czech-republic,EMEA,2022Q1,37482.0,5754.0,1,551.4077163712201,1Q22
czech-republic,EMEA,2022Q2,68274.0,12249.0,1,457.3842762674504,2Q22
czech-republic,EMEA,2022Q3,83316.0,44598.0,1,86.81555226691779,3Q22
czech-republic,EMEA,2022Q4,72630.0,44907.0,1,61.73425078495558,4Q22
czech-republic,EMEA,2023Q1,65580.0,41046.0,1,59.77196316328022,1Q23
czech-republic,EMEA,2023Q2,99795.0,74127.0,1,34.62705896636853,2Q23
czech-republic,EMEA,2023Q3,112194.0,91287.0,1,22.90249433106577,3Q23
czech-republic,EMEA,2023Q4,106428.0,79158.0,1,34.450087167437275,4Q23
czech-republic,EMEA,2024Q1,93024.0,70953.0,1,31.10650712443448,1Q24
czech-republic,EMEA,2024Q2,134466.0,109230.0,1,23.103542982697057,2Q24
czech-republic,EMEA,2024Q3,144201.0,123879.0,1,16.404717506599177,3Q24
czech-republic,EMEA,2024Q4,140622.0,117777.0,1,19.396826205456065,4Q24
czech-republic,EMEA,2025Q1,113154.0,102723.0,1,10.154493151485067,1Q25
czech-republic,EMEA,2025Q2,172524.0,149817.0,1,15.156490918921083,2Q25
czech-republic,EMEA,2025Q3,158721.0,143517.0,1,10.593866928656537,3Q25
czech-republic,EMEA,2025Q4,120786.0,104822.0,1,15.229627368300559,4Q25
czech-republic,EMEA,2026Q1,97434.0,83802.0,1,16.26691487076681,1Q26
czech-republic,EMEA,2026Q2,133066.0,131152.0,1,1.459375381237038,2Q26
denmark,EMEA,2016Q1,5472.0,1980.0,1,176.36363636363637,1Q16
denmark,EMEA,2016Q2,11406.0,6921.0,1,64.802774165583,2Q16
denmark,EMEA,2016Q3,16674.0,10203.0,1,63.42252278741547,3Q16
denmark,EMEA,2016Q4,8781.0,5730.0,1,53.24607329842932,4Q16
denmark,EMEA,2017Q1,7296.0,5970.0,1,22.21105527638192,1Q17
denmark,EMEA,2017Q2,17196.0,12654.0,1,35.89378852536746,2Q17
denmark,EMEA,2017Q3,21936.0,18492.0,1,18.624269954574956,3Q17
denmark,EMEA,2017Q4,10026.0,9858.0,1,1.7041996348143629,4Q17
denmark,EMEA,2018Q1,8310.0,8193.0,1,1.42804833394361,1Q18
denmark,EMEA,2018Q2,21924.0,19302.0,1,13.58408455082374,2Q18
denmark,EMEA,2018Q3,28722.0,24372.0,1,17.848350566223537,3Q18
denmark,EMEA,2018Q4,14292.0,11319.0,1,26.265571163530343,4Q18
denmark,EMEA,2019Q1,11247.0,9213.0,1,22.077499185932915,1Q19
denmark,EMEA,2019Q2,27573.0,24837.0,1,11.015823167049167,2Q19
denmark,EMEA,2019Q3,36360.0,32043.0,1,13.472521299503782,3Q19
denmark,EMEA,2019Q4,16641.0,16107.0,1,3.3153287390575548,4Q19
denmark,EMEA,2020Q1,11121.0,12876.0,1,-13.630009319664493,1Q20
denmark,EMEA,2020Q2,945.0,31248.0,1,-96.9758064516129,2Q20
denmark,EMEA,2020Q3,9867.0,41082.0,1,-75.9821819775084,3Q20
denmark,EMEA,2020Q4,2874.0,19014.0,1,-84.88482171031872,4Q20
denmark,EMEA,2021Q1,1689.0,12717.0,1,-86.71856569945741,1Q21
denmark,EMEA,2021Q2,4404.0,1089.0,1,304.40771349862257,2Q21
denmark,EMEA,2021Q3,24177.0,11736.0,1,106.0071574642127,3Q21
denmark,EMEA,2021Q4,18519.0,3396.0,1,445.3180212014134,4Q21
denmark,EMEA,2022Q1,12834.0,1974.0,1,550.1519756838906,1Q22
denmark,EMEA,2022Q2,36144.0,5130.0,1,604.561403508772,2Q22
denmark,EMEA,2022Q3,54996.0,28185.0,1,95.12506652474721,3Q22
denmark,EMEA,2022Q4,25476.0,21801.0,1,16.857024907114358,4Q22
denmark,EMEA,2023Q1,21312.0,15375.0,1,38.61463414634145,1Q23
denmark,EMEA,2023Q2,53475.0,42759.0,1,25.06139058443837,2Q23
denmark,EMEA,2023Q3,78168.0,65115.0,1,20.046072333563703,3Q23
denmark,EMEA,2023Q4,35073.0,31257.0,1,12.208465303771954,4Q23
denmark,EMEA,2024Q1,27987.0,26193.0,1,6.849158172030689,1Q24
denmark,EMEA,2024Q2,72084.0,64704.0,1,11.405786350148372,2Q24
denmark,EMEA,2024Q3,98409.0,92985.0,1,5.833198903048875,3Q24
denmark,EMEA,2024Q4,41931.0,43395.0,1,-3.373660559972347,4Q24
denmark,EMEA,2025Q1,32865.0,35202.0,1,-6.6388273393557125,1Q25
denmark,EMEA,2025Q2,83775.0,90054.0,1,-6.972483176760614,2Q25
denmark,EMEA,2025Q3,113766.0,111229.0,1,2.2808799863345053,3Q25
denmark,EMEA,2025Q4,34420.0,35768.0,1,-3.768731827331695,4Q25
denmark,EMEA,2026Q1,25348.0,28074.0,1,-9.71005200541426,1Q26
denmark,EMEA,2026Q2,71146.0,71770.0,1,-0.8694440574055995,2Q26
france,EMEA,2016Q1,38559.0,22302.0,4,72.89480764057035,1Q16
france,EMEA,2016Q2,72276.0,46254.0,4,56.258918147619674,2Q16
france,EMEA,2016Q3,83910.0,61329.0,4,36.819449200215224,3Q16
france,EMEA,2016Q4,72699.0,50457.0,4,44.08109875735775,4Q16
france,EMEA,2017Q1,66894.0,43650.0,4,53.250859106529205,1Q17
france,EMEA,2017Q2,113019.0,82218.0,4,37.46259943078159,2Q17
france,EMEA,2017Q3,126012.0,94920.0,4,32.756005056890004,3Q17
france,EMEA,2017Q4,101502.0,81864.0,4,23.988566402814413,4Q17
france,EMEA,2018Q1,97263.0,75195.0,4,29.347695990424903,1Q18
france,EMEA,2018Q2,153807.0,128235.0,4,19.941513627324838,2Q18
france,EMEA,2018Q3,180228.0,142191.0,4,26.75063822604806,3Q18
france,EMEA,2018Q4,148437.0,114420.0,4,29.729942317776615,4Q18
france,EMEA,2019Q1,134757.0,109608.0,4,22.944493102693244,1Q19
france,EMEA,2019Q2,207975.0,173334.0,4,19.985115441863677,2Q19
france,EMEA,2019Q3,224877.0,202377.0,4,11.117864184171133,3Q19
france,EMEA,2019Q4,174630.0,167661.0,4,4.156601714173247,4Q19
france,EMEA,2020Q1,132996.0,151992.0,4,-12.498026211905888,1Q20
france,EMEA,2020Q2,28275.0,234339.0,4,-87.93414668493081,2Q20
france,EMEA,2020Q3,146106.0,253548.0,4,-42.37540820673009,3Q20
france,EMEA,2020Q4,62676.0,197754.0,4,-68.3060772474893,4Q20
france,EMEA,2021Q1,81450.0,150282.0,4,-45.80189244220865,1Q21
france,EMEA,2021Q2,106716.0,31857.0,4,234.9844618137301,2Q21
france,EMEA,2021Q3,238818.0,166770.0,4,43.20201475085448,3Q21
france,EMEA,2021Q4,221400.0,73110.0,4,202.83135002051705,4Q21
france,EMEA,2022Q1,191706.0,93384.0,4,105.28784374196864,1Q22
france,EMEA,2022Q2,314436.0,122655.0,4,156.3580775345481,2Q22
france,EMEA,2022Q3,383931.0,273447.0,4,40.40417338643321,3Q22
france,EMEA,2022Q4,284898.0,249945.0,4,13.98427654083898,4Q22
france,EMEA,2023Q1,264714.0,216579.0,4,22.225146482345927,1Q23
france,EMEA,2023Q2,434232.0,357882.0,4,21.33384746927758,2Q23
france,EMEA,2023Q3,475821.0,440100.0,4,8.11656441717792,3Q23
france,EMEA,2023Q4,362454.0,327189.0,4,10.77817408286954,4Q23
france,EMEA,2024Q1,305256.0,304089.0,4,0.3837692254570202,1Q24
france,EMEA,2024Q2,507345.0,504270.0,4,0.6097923731334332,2Q24
france,EMEA,2024Q3,532071.0,556971.0,4,-4.470609780401491,3Q24
france,EMEA,2024Q4,456423.0,426378.0,4,7.046564316170167,4Q24
france,EMEA,2025Q1,400452.0,360885.0,4,10.963880460534515,1Q25
france,EMEA,2025Q2,658038.0,601497.0,4,9.400046883026846,2Q25
france,EMEA,2025Q3,582378.0,566746.0,4,2.7582020870019264,3Q25
france,EMEA,2025Q4,361988.0,368964.0,4,-1.8906993636235492,4Q25
france,EMEA,2026Q1,320724.0,327056.0,4,-1.93605987965364,1Q26
france,EMEA,2026Q2,526426.0,542998.0,4,-3.0519449427069745,2Q26
germany,EMEA,2016Q1,11370.0,6729.0,2,68.97012929112796,1Q16
germany,EMEA,2016Q2,17643.0,11892.0,2,48.36024217961654,2Q16
germany,EMEA,2016Q3,21735.0,16452.0,2,32.11159737417943,3Q16
germany,EMEA,2016Q4,19122.0,13806.0,2,38.504997827031715,4Q16
germany,EMEA,2017Q1,18138.0,13194.0,2,37.47157798999545,1Q17
germany,EMEA,2017Q2,28449.0,20178.0,2,40.99018733273863,2Q17
germany,EMEA,2017Q3,34125.0,24987.0,2,36.571016928802976,3Q17
germany,EMEA,2017Q4,26277.0,21207.0,2,23.907200452680712,4Q17
germany,EMEA,2018Q1,23712.0,20196.0,2,17.409387997623284,1Q18
germany,EMEA,2018Q2,36999.0,31794.0,2,16.371013398754485,2Q18
germany,EMEA,2018Q3,48312.0,39180.0,2,23.307810107197557,3Q18
germany,EMEA,2018Q4,42438.0,29538.0,2,43.67255738370912,4Q18
germany,EMEA,2019Q1,38301.0,26760.0,2,43.12780269058296,1Q19
germany,EMEA,2019Q2,55779.0,41862.0,2,33.244947685251546,2Q19
germany,EMEA,2019Q3,59907.0,54750.0,2,9.41917808219177,3Q19
germany,EMEA,2019Q4,53763.0,47562.0,2,13.037719187586738,4Q19
germany,EMEA,2020Q1,39726.0,43287.0,2,-8.226488322129043,1Q20
germany,EMEA,2020Q2,9141.0,63336.0,2,-85.56744979158772,2Q20
germany,EMEA,2020Q3,36339.0,68124.0,2,-46.65756561564206,3Q20
germany,EMEA,2020Q4,16347.0,59898.0,2,-72.70860462786737,4Q20
germany,EMEA,2021Q1,10017.0,44451.0,2,-77.46507390159951,1Q21
germany,EMEA,2021Q2,21000.0,9981.0,2,110.39975954313195,2Q21
germany,EMEA,2021Q3,53586.0,40044.0,2,33.8178004195385,3Q21
germany,EMEA,2021Q4,50970.0,17913.0,2,184.54195277173002,4Q21
germany,EMEA,2022Q1,39501.0,10914.0,2,261.92963166575043,1Q22
germany,EMEA,2022Q2,73413.0,23022.0,2,218.88193901485536,2Q22
germany,EMEA,2022Q3,89049.0,61251.0,2,45.38374883675369,3Q22
germany,EMEA,2022Q4,72771.0,57972.0,2,25.527841026702536,4Q22
germany,EMEA,2023Q1,60498.0,44151.0,2,37.025208942039825,1Q23
germany,EMEA,2023Q2,94764.0,82542.0,2,14.807007341716938,2Q23
germany,EMEA,2023Q3,105963.0,101655.0,2,4.237863361369332,3Q23
germany,EMEA,2023Q4,86916.0,82086.0,2,5.884072801695783,4Q23
germany,EMEA,2024Q1,72231.0,68643.0,2,5.227044272540526,1Q24
germany,EMEA,2024Q2,122664.0,108168.0,2,13.401375637896606,2Q24
germany,EMEA,2024Q3,143907.0,121644.0,2,18.301765808424577,3Q24
germany,EMEA,2024Q4,109251.0,99210.0,2,10.12095554883581,4Q24
germany,EMEA,2025Q1,90378.0,82335.0,2,9.768628165421745,1Q25
germany,EMEA,2025Q2,144282.0,139866.0,2,3.157307708807,2Q25
germany,EMEA,2025Q3,137228.0,148330.0,2,-7.484662576687118,3Q25
germany,EMEA,2025Q4,88436.0,84892.0,2,4.174716109880783,4Q25
germany,EMEA,2026Q1,69254.0,69590.0,2,-0.48282799252765685,1Q26
germany,EMEA,2026Q2,110966.0,113684.0,2,-2.3908377608106712,2Q26
greece,EMEA,2016Q1,5856.0,2673.0,4,119.0796857463524,1Q16
greece,EMEA,2016Q2,28626.0,18657.0,4,53.43302781797716,2Q16
greece,EMEA,2016Q3,63639.0,35238.0,4,80.59765026391963,3Q16
greece,EMEA,2016Q4,23277.0,10521.0,4,121.2432278300542,4Q16
greece,EMEA,2017Q1,13740.0,6780.0,4,102.65486725663715,1Q17
greece,EMEA,2017Q2,60873.0,32169.0,4,89.2287606080388,2Q17
greece,EMEA,2017Q3,122229.0,71994.0,4,69.7766480540045,3Q17
greece,EMEA,2017Q4,40749.0,26088.0,4,56.198252069917196,4Q17
greece,EMEA,2018Q1,26589.0,15204.0,4,74.88161010260457,1Q18
greece,EMEA,2018Q2,107454.0,67815.0,4,58.4516699845167,2Q18
greece,EMEA,2018Q3,194262.0,137358.0,4,41.42751059275762,3Q18
greece,EMEA,2018Q4,69420.0,45423.0,4,52.830064064460736,4Q18
greece,EMEA,2019Q1,43848.0,29895.0,4,46.673356748620165,1Q19
greece,EMEA,2019Q2,159297.0,120210.0,4,32.51559770401797,2Q19
greece,EMEA,2019Q3,274233.0,218115.0,4,25.728629392751536,3Q19
greece,EMEA,2019Q4,98202.0,77517.0,4,26.684469213204842,4Q19
greece,EMEA,2020Q1,46413.0,48984.0,4,-5.248652621264083,1Q20
greece,EMEA,2020Q2,10461.0,177174.0,4,-94.09563479968844,2Q20
greece,EMEA,2020Q3,150210.0,307884.0,4,-51.21214483376857,3Q20
greece,EMEA,2020Q4,48156.0,109512.0,4,-56.026736795967565,4Q20
greece,EMEA,2021Q1,18849.0,52164.0,4,-63.86588451805844,1Q21
greece,EMEA,2021Q2,78342.0,11940.0,4,556.1306532663316,2Q21
greece,EMEA,2021Q3,340044.0,166695.0,4,103.99172140736073,3Q21
greece,EMEA,2021Q4,124581.0,53049.0,4,134.8413730701804,4Q21
greece,EMEA,2022Q1,62778.0,21135.0,4,197.03335699077357,1Q22
greece,EMEA,2022Q2,269634.0,86613.0,4,211.3089259118146,2Q22
greece,EMEA,2022Q3,474483.0,378906.0,4,25.224462003768757,3Q22
greece,EMEA,2022Q4,158532.0,137619.0,4,15.196302836090947,4Q22
greece,EMEA,2023Q1,88053.0,70059.0,4,25.684066286986674,1Q23
greece,EMEA,2023Q2,332400.0,296823.0,4,11.985931009389429,2Q23
greece,EMEA,2023Q3,539292.0,528204.0,4,2.0991889497239624,3Q23
greece,EMEA,2023Q4,192423.0,175104.0,4,9.890693530701755,4Q23
greece,EMEA,2024Q1,108864.0,97851.0,4,11.254867093846777,1Q24
greece,EMEA,2024Q2,404772.0,368217.0,4,9.927569884062937,2Q24
greece,EMEA,2024Q3,633975.0,602739.0,4,5.182342606003587,3Q24
greece,EMEA,2024Q4,237375.0,214617.0,4,10.604006206404893,4Q24
greece,EMEA,2025Q1,130266.0,123387.0,4,5.5751416275620524,1Q25
greece,EMEA,2025Q2,454578.0,451647.0,4,0.6489581465170868,2Q25
greece,EMEA,2025Q3,628879.0,633265.0,4,-0.6926010437968255,3Q25
greece,EMEA,2025Q4,179546.0,179032.0,4,0.2870995129362397,4Q25
greece,EMEA,2026Q1,103502.0,99872.0,4,3.6346523550144116,1Q26
greece,EMEA,2026Q2,339498.0,337284.0,4,0.6564201088696819,2Q26
hungary,EMEA,2016Q1,11739.0,5061.0,1,131.95020746887968,1Q16
hungary,EMEA,2016Q2,19506.0,9759.0,1,99.87703658161698,2Q16
hungary,EMEA,2016Q3,25374.0,14472.0,1,75.33167495854063,3Q16
hungary,EMEA,2016Q4,22149.0,12204.0,1,81.4896755162242,4Q16
hungary,EMEA,2017Q1,21015.0,12870.0,1,63.286713286713294,1Q17
hungary,EMEA,2017Q2,34164.0,22356.0,1,52.81803542673107,2Q17
hungary,EMEA,2017Q3,40725.0,29415.0,1,38.44977052524223,3Q17
hungary,EMEA,2017Q4,33333.0,25176.0,1,32.39990467111535,4Q17
hungary,EMEA,2018Q1,32532.0,24192.0,1,34.47420634920635,1Q18
hungary,EMEA,2018Q2,47775.0,39282.0,1,21.620589583015114,2Q18
hungary,EMEA,2018Q3,58683.0,47718.0,1,22.978750157173387,3Q18
hungary,EMEA,2018Q4,49419.0,39204.0,1,26.056014692378326,4Q18
hungary,EMEA,2019Q1,44802.0,37890.0,1,18.242280285035626,1Q19
hungary,EMEA,2019Q2,65517.0,55665.0,1,17.698733495014828,2Q19
hungary,EMEA,2019Q3,75495.0,68430.0,1,10.324419114423499,3Q19
hungary,EMEA,2019Q4,67761.0,57507.0,1,17.830872763315764,4Q19
hungary,EMEA,2020Q1,51213.0,51921.0,1,-1.3636100999595557,1Q20
hungary,EMEA,2020Q2,3687.0,76158.0,1,-95.15874891672576,2Q20
hungary,EMEA,2020Q3,23157.0,88047.0,1,-73.69927425125218,3Q20
hungary,EMEA,2020Q4,5826.0,78549.0,1,-92.58297368521559,4Q20
hungary,EMEA,2021Q1,5436.0,59301.0,1,-90.83320685991805,1Q21
hungary,EMEA,2021Q2,12333.0,4212.0,1,192.8062678062678,2Q21
hungary,EMEA,2021Q3,46929.0,26388.0,1,77.84220100045476,3Q21
hungary,EMEA,2021Q4,62223.0,6504.0,1,856.6881918819188,4Q21
hungary,EMEA,2022Q1,61140.0,6084.0,1,904.930966469428,1Q22
hungary,EMEA,2022Q2,83304.0,13782.0,1,504.4405746626034,2Q22
hungary,EMEA,2022Q3,104190.0,53238.0,1,95.70607460836244,3Q22
hungary,EMEA,2022Q4,93261.0,70842.0,1,31.646480901160334,4Q22
hungary,EMEA,2023Q1,83361.0,70692.0,1,17.921405533865208,1Q23
hungary,EMEA,2023Q2,120126.0,95937.0,1,25.213421307733206,2Q23
hungary,EMEA,2023Q3,134928.0,120603.0,1,11.877813984726737,3Q23
hungary,EMEA,2023Q4,119550.0,108045.0,1,10.648340969040682,4Q23
hungary,EMEA,2024Q1,104868.0,96606.0,1,8.552263834544437,1Q24
hungary,EMEA,2024Q2,150318.0,140289.0,1,7.148814233475176,2Q24
hungary,EMEA,2024Q3,163638.0,159558.0,1,2.5570638889933495,3Q24
hungary,EMEA,2024Q4,153651.0,142053.0,1,8.164558298663183,4Q24
hungary,EMEA,2025Q1,127419.0,125625.0,1,1.4280597014925345,1Q25
hungary,EMEA,2025Q2,177492.0,182124.0,1,-2.5433221321736865,2Q25
hungary,EMEA,2025Q3,169533.0,176978.0,1,-4.206737560600748,3Q25
hungary,EMEA,2025Q4,123850.0,124826.0,1,-0.7818883886369865,4Q25
hungary,EMEA,2026Q1,99122.0,104036.0,1,-4.723364989042256,1Q26
hungary,EMEA,2026Q2,129540.0,144902.0,1,-10.601648010379428,2Q26
ireland,EMEA,2016Q1,14895.0,5394.0,2,176.14015572858733,1Q16
ireland,EMEA,2016Q2,37395.0,17529.0,2,113.33219236693482,2Q16
ireland,EMEA,2016Q3,61479.0,33711.0,2,82.37073952122454,3Q16
ireland,EMEA,2016Q4,30660.0,16944.0,2,80.94900849858358,4Q16
ireland,EMEA,2017Q1,27777.0,17424.0,2,59.41804407713498,1Q17
ireland,EMEA,2017Q2,70929.0,42654.0,2,66.2892108594739,2Q17
ireland,EMEA,2017Q3,104580.0,68892.0,2,51.80282180804738,3Q17
ireland,EMEA,2017Q4,50358.0,34695.0,2,45.144833549502806,4Q17
ireland,EMEA,2018Q1,46734.0,30981.0,2,50.847293502469256,1Q18
ireland,EMEA,2018Q2,121257.0,78924.0,2,53.6376767523187,2Q18
ireland,EMEA,2018Q3,167463.0,115683.0,2,44.76024999351678,3Q18
ireland,EMEA,2018Q4,80799.0,55389.0,2,45.87553485349076,4Q18
ireland,EMEA,2019Q1,71769.0,51489.0,2,39.38705354541747,1Q19
ireland,EMEA,2019Q2,161115.0,133473.0,2,20.709806477714586,2Q19
ireland,EMEA,2019Q3,207207.0,184452.0,2,12.336542840413767,3Q19
ireland,EMEA,2019Q4,94185.0,88605.0,2,6.297613001523605,4Q19
ireland,EMEA,2020Q1,62352.0,78159.0,2,-20.22415844624419,1Q20
ireland,EMEA,2020Q2,12816.0,176226.0,2,-92.72752034319566,2Q20
ireland,EMEA,2020Q3,119718.0,227076.0,2,-47.27844422131797,3Q20
ireland,EMEA,2020Q4,25419.0,102753.0,2,-75.26203614493008,4Q20
ireland,EMEA,2021Q1,15198.0,68475.0,2,-77.80503833515881,1Q21
ireland,EMEA,2021Q2,73491.0,13992.0,2,425.23584905660374,2Q21
ireland,EMEA,2021Q3,177798.0,130650.0,2,36.08725602755454,3Q21
ireland,EMEA,2021Q4,98748.0,27513.0,2,258.91396794242723,4Q21
ireland,EMEA,2022Q1,93672.0,16314.0,2,474.1816844428098,1Q22
ireland,EMEA,2022Q2,225096.0,79392.0,2,183.52478839177752,2Q22
ireland,EMEA,2022Q3,304911.0,193668.0,2,57.44005204783444,3Q22
ireland,EMEA,2022Q4,143895.0,106050.0,2,35.68599717114569,4Q22
ireland,EMEA,2023Q1,127806.0,101607.0,2,25.784640821990614,1Q23
ireland,EMEA,2023Q2,309915.0,246513.0,2,25.719536089374607,2Q23
ireland,EMEA,2023Q3,406884.0,336642.0,2,20.86548915465094,3Q23
ireland,EMEA,2023Q4,182241.0,158994.0,2,14.621306464394879,4Q23
ireland,EMEA,2024Q1,151401.0,141498.0,2,6.998685493787904,1Q24
ireland,EMEA,2024Q2,378123.0,344667.0,2,9.706760438336136,2Q24
ireland,EMEA,2024Q3,512307.0,457224.0,2,12.047267859954868,3Q24
ireland,EMEA,2024Q4,203655.0,203829.0,2,-0.08536567416804752,4Q24
ireland,EMEA,2025Q1,164100.0,170718.0,2,-3.876568375918177,1Q25
ireland,EMEA,2025Q2,425673.0,430038.0,2,-1.0150265790465074,2Q25
ireland,EMEA,2025Q3,534488.0,529930.0,2,0.8601135999094289,3Q25
ireland,EMEA,2025Q4,171508.0,155866.0,2,10.035543351340248,4Q25
ireland,EMEA,2026Q1,137466.0,127010.0,2,8.232422643886306,1Q26
ireland,EMEA,2026Q2,340986.0,329954.0,2,3.343496366160137,2Q26
italy,EMEA,2016Q1,75555.0,35601.0,10,112.22718462964525,1Q16
italy,EMEA,2016Q2,175332.0,109359.0,10,60.32699640633143,2Q16
italy,EMEA,2016Q3,231222.0,145761.0,10,58.63090950254184,3Q16
italy,EMEA,2016Q4,148887.0,95826.0,10,55.37223717988855,4Q16
italy,EMEA,2017Q1,124083.0,81078.0,10,53.04151557759196,1Q17
italy,EMEA,2017Q2,288123.0,189510.0,10,52.035776476175414,2Q17
italy,EMEA,2017Q3,333741.0,251442.0,10,32.730808695444665,3Q17
italy,EMEA,2017Q4,201222.0,161328.0,10,24.728503421600713,4Q17
italy,EMEA,2018Q1,179310.0,134577.0,10,33.23970663634945,1Q18
italy,EMEA,2018Q2,370359.0,311970.0,10,18.716222713722463,2Q18
italy,EMEA,2018Q3,439482.0,363366.0,10,20.947474447251537,3Q18
italy,EMEA,2018Q4,278916.0,218379.0,10,27.7210720811067,4Q18
italy,EMEA,2019Q1,240636.0,194949.0,10,23.435360017235276,1Q19
italy,EMEA,2019Q2,514464.0,401556.0,10,28.117622448674663,2Q19
italy,EMEA,2019Q3,585843.0,478389.0,10,22.46163686874072,3Q19
italy,EMEA,2019Q4,371235.0,302592.0,10,22.685001586294405,4Q19
italy,EMEA,2020Q1,203613.0,260751.0,10,-21.91285939459484,1Q20
italy,EMEA,2020Q2,21564.0,559608.0,10,-96.14658832611399,2Q20
italy,EMEA,2020Q3,293463.0,639003.0,10,-54.07486349829343,3Q20
italy,EMEA,2020Q4,87645.0,403470.0,10,-78.27719533050784,4Q20
italy,EMEA,2021Q1,33048.0,221289.0,10,-85.06568333717446,1Q21
italy,EMEA,2021Q2,126177.0,23508.0,10,436.74068402246047,2Q21
italy,EMEA,2021Q3,578550.0,318600.0,10,81.59133709981168,3Q21
italy,EMEA,2021Q4,379092.0,94491.0,10,301.19376448550656,4Q21
italy,EMEA,2022Q1,309225.0,35610.0,10,768.3656276326875,1Q22
italy,EMEA,2022Q2,780804.0,135981.0,10,474.20080746574894,2Q22
italy,EMEA,2022Q3,986973.0,630294.0,10,56.58930594294092,3Q22
italy,EMEA,2022Q4,603654.0,408915.0,10,47.62334470488976,4Q22
italy,EMEA,2023Q1,518613.0,334134.0,10,55.2110829786852,1Q23
italy,EMEA,2023Q2,1136886.0,849879.0,10,33.7703367185211,2Q23
italy,EMEA,2023Q3,1273737.0,1081383.0,10,17.787777318489372,3Q23
italy,EMEA,2023Q4,799842.0,658491.0,10,21.465897028205404,4Q23
italy,EMEA,2024Q1,634989.0,566613.0,10,12.067495804014383,1Q24
italy,EMEA,2024Q2,1428216.0,1251087.0,10,14.158008196072691,2Q24
