method,object,target,quarter,vintage_date,horizon_q,point,q50,q10,q90,sd,window,prior_basis,n_params,n_train,spec_id,notes
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,22.536171631300483,22.536171631300483,11.523626008917931,33.54871725368304,8.593135007956334,W1,PIT,2,6,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,22.37674434913965,22.37674434913965,15.190075966365498,29.5634127319138,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,23.7056940199635,23.7056940199635,13.561982836919094,33.849405203007905,7.915179892690307,W1,PIT,2,7,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,24.33504490734576,24.33504490734576,17.14837652457161,31.521713290119912,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,20.62698194196462,20.62698194196462,10.760460195141135,30.493503688788103,7.698887826359657,W1,PIT,2,8,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,22.592251109133628,22.592251109133628,15.405582726359476,29.77891949190778,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,20.62698194196462,20.62698194196462,10.760460195141135,30.493503688788103,7.698887826359657,W2,PIT,2,8,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,22.592251109133628,22.592251109133628,15.405582726359476,29.77891949190778,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,9.418054136394868,9.418054136394868,0.19764057482254316,18.638467697967194,7.194726930596877,W1,PIT,2,9,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,13.109953669398763,13.109953669398763,5.923285286624612,20.296622052172914,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,9.418054136394868,9.418054136394868,0.19764057482254316,18.638467697967194,7.194726930596877,W2,PIT,2,9,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,13.109953669398763,13.109953669398763,5.923285286624612,20.296622052172914,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,10.21358369592576,10.21358369592576,1.574941001306902,18.852226390544615,6.740768711048964,W1,PIT,2,10,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,13.587816485037575,13.587816485037575,6.401148102263424,20.774484867811726,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,10.21358369592576,10.21358369592576,1.574941001306902,18.852226390544615,6.740768711048964,W2,PIT,2,10,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,13.587816485037575,13.587816485037575,6.401148102263424,20.774484867811726,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,6.663277508257783,6.663277508257783,-1.482464710238382,14.809019726753949,6.3561564259293775,W1,PIT,2,11,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,10.505132831210728,10.505132831210728,3.3184644484365773,17.69180121398488,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,6.663277508257783,6.663277508257783,-1.482464710238382,14.809019726753949,6.3561564259293775,W2,PIT,2,11,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,10.505132831210728,10.505132831210728,3.3184644484365773,17.69180121398488,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,-1.5051236771911973,-1.5051236771911973,-9.462839027297957,6.452591672915562,6.209438280952119,W1,PIT,2,12,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,2.3065060923095397,2.3065060923095397,-4.880162290464611,9.493174475083691,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,-1.5051236771911973,-1.5051236771911973,-9.462839027297957,6.452591672915562,6.209438280952119,W2,PIT,2,12,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,2.3065060923095397,2.3065060923095397,-4.880162290464611,9.493174475083691,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,4.077437592160956,4.077437592160956,-3.937400709463028,12.09227589378494,6.2540115568568995,W1,PIT,2,13,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,6.00760044872779,6.00760044872779,-1.179067934046361,13.19426883150194,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,4.077437592160956,4.077437592160956,-3.937400709463028,12.09227589378494,6.2540115568568995,W2,PIT,2,13,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,6.00760044872779,6.00760044872779,-1.179067934046361,13.19426883150194,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,7.276759913576298,7.276759913576298,-0.9362003429901486,15.489720170142746,6.408606939726469,W1,PIT,2,14,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,7.881572274762348,7.881572274762348,0.6949038919881971,15.0682406575365,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,7.276759913576298,7.276759913576298,-0.9362003429901486,15.489720170142746,6.408606939726469,W2,PIT,2,14,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,7.881572274762348,7.881572274762348,0.6949038919881971,15.0682406575365,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,10.087462585879846,10.087462585879846,2.1544715395838114,18.02045363217588,6.190145804179857,W1,PIT,2,15,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,10.383324662518483,10.383324662518483,3.1966562797443316,17.569993045292634,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,10.087462585879846,10.087462585879846,2.1544715395838114,18.02045363217588,6.190145804179857,W2,PIT,2,15,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,10.383324662518483,10.383324662518483,3.1966562797443316,17.569993045292634,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,17.449239165709876,17.449239165709876,9.778967328714234,25.11951100270552,5.9851449159099035,W1,PIT,2,16,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,17.55126689710066,17.55126689710066,10.36459851432651,24.73793527987481,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,17.449239165709876,17.449239165709876,9.778967328714234,25.11951100270552,5.9851449159099035,W2,PIT,2,16,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,17.55126689710066,17.55126689710066,10.36459851432651,24.73793527987481,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,15.27917878588189,15.27917878588189,7.867767491571176,22.690590080192603,5.783154961198307,W1,PIT,2,17,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,15.358719860640234,15.358719860640234,8.172051477866082,22.545388243414386,5.60778713552595,W1,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,15.27917878588189,15.27917878588189,7.867767491571176,22.690590080192603,5.783154961198307,W2,PIT,2,17,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,15.358719860640234,15.358719860640234,8.172051477866082,22.545388243414386,5.60778713552595,W2,full_sample,2,18,funds_raw,"raw funds y/y feature, no RNPL correction"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,34.64914439236039,34.64914439236039,29.020803361939222,40.27748542278156,4.391817841546925,W1,PIT,2,4,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,27.298165207310028,27.298165207310028,19.595374949509512,35.00095546511054,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q2,2023-05-09,1,29.604188739397564,29.604188739397564,19.407427640062807,39.80094983873232,7.956574962320461,W1,PIT,2,5,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q2,2023-05-09,1,25.768547671196252,25.768547671196252,18.065757413395737,33.47133792899677,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,22.536171631300483,22.536171631300483,11.523626008917931,33.54871725368304,8.593135007956334,W1,PIT,2,6,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,21.414298979436783,21.414298979436783,13.711508721636267,29.1170892372373,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,23.7056940199635,23.7056940199635,13.561982836919094,33.849405203007905,7.915179892690307,W1,PIT,2,7,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,23.375587722061198,23.375587722061198,15.672797464260682,31.078377979861713,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,20.62698194196462,20.62698194196462,10.760460195141135,30.493503688788103,7.698887826359657,W1,PIT,2,8,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,21.6301345826921,21.6301345826921,13.927344324891585,29.332924840492616,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,20.62698194196462,20.62698194196462,10.760460195141135,30.493503688788103,7.698887826359657,W2,PIT,2,8,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,21.6301345826921,21.6301345826921,13.927344324891585,29.332924840492616,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,9.418054136394868,9.418054136394868,0.19764057482254316,18.638467697967194,7.194726930596877,W1,PIT,2,9,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,12.133368039458086,12.133368039458086,4.430577781657571,19.8361582972586,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,9.418054136394868,9.418054136394868,0.19764057482254316,18.638467697967194,7.194726930596877,W2,PIT,2,9,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q2,2024-05-08,1,12.133368039458086,12.133368039458086,4.430577781657571,19.8361582972586,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,10.21358369592576,10.21358369592576,1.574941001306902,18.852226390544615,6.740768711048964,W1,PIT,2,10,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.611960029285097,12.611960029285097,4.909169771484582,20.314750287085612,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,10.21358369592576,10.21358369592576,1.574941001306902,18.852226390544615,6.740768711048964,W2,PIT,2,10,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q3,2024-08-06,1,12.611960029285097,12.611960029285097,4.909169771484582,20.314750287085612,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,6.663277508257783,6.663277508257783,-1.482464710238382,14.809019726753949,6.3561564259293775,W1,PIT,2,11,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,9.524572487067715,9.524572487067715,1.8217822292672006,17.22736274486823,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,6.663277508257783,6.663277508257783,-1.482464710238382,14.809019726753949,6.3561564259293775,W2,PIT,2,11,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q4,2024-11-07,1,9.524572487067715,9.524572487067715,1.8217822292672006,17.22736274486823,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,-1.5051236771911973,-1.5051236771911973,-9.462839027297957,6.452591672915562,6.209438280952119,W1,PIT,2,12,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,1.3134354067023346,1.3134354067023346,-6.3893548510981795,9.01622566450285,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,-1.5051236771911973,-1.5051236771911973,-9.462839027297957,6.452591672915562,6.209438280952119,W2,PIT,2,12,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q1,2025-02-13,1,1.3134354067023346,1.3134354067023346,-6.3893548510981795,9.01622566450285,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,4.077437592160956,4.077437592160956,-3.937400709463028,12.09227589378494,6.2540115568568995,W1,PIT,2,13,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,5.020177288695848,5.020177288695848,-2.6826129691046665,12.722967546496363,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,4.077437592160956,4.077437592160956,-3.937400709463028,12.09227589378494,6.2540115568568995,W2,PIT,2,13,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q2,2025-05-01,1,5.020177288695848,5.020177288695848,-2.6826129691046665,12.722967546496363,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,7.276759913576298,7.276759913576298,-0.9362003429901486,15.489720170142746,6.408606939726469,W1,PIT,2,14,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,6.897008621350792,6.897008621350792,-0.8057816364497228,14.599798879151306,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,7.276759913576298,7.276759913576298,-0.9362003429901486,15.489720170142746,6.408606939726469,W2,PIT,2,14,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q3,2025-08-06,1,6.897008621350792,6.897008621350792,-0.8057816364497228,14.599798879151306,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,12.446976322063266,12.446976322063266,4.513985275767231,20.379967368359303,6.190145804179857,W1,PIT,2,15,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,11.748617616263822,11.748617616263822,4.045827358463307,19.451407874064337,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,12.446976322063266,12.446976322063266,4.513985275767231,20.379967368359303,6.190145804179857,W2,PIT,2,15,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2025Q4,2025-11-06,1,11.748617616263822,11.748617616263822,4.045827358463307,19.451407874064337,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,22.944813789477546,22.944813789477546,15.299085350218679,30.590542228736414,5.965993600897195,W1,PIT,2,16,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,22.21195229581513,22.21195229581513,14.509162038014615,29.914742553615646,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,22.944813789477546,22.944813789477546,15.299085350218679,30.590542228736414,5.965993600897195,W2,PIT,2,16,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q1,2026-02-12,1,22.21195229581513,22.21195229581513,14.509162038014615,29.914742553615646,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,24.209746224508326,24.209746224508326,16.645815221290896,31.773677227725756,5.902166722415969,W1,PIT,2,17,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,23.769722301918737,23.769722301918737,16.06693204411822,31.472512559719252,6.010519174487672,W1,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,24.209746224508326,24.209746224508326,16.645815221290896,31.773677227725756,5.902166722415969,W2,PIT,2,17,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2026Q2,2026-05-07,1,23.769722301918737,23.769722301918737,16.06693204411822,31.472512559719252,6.010519174487672,W2,full_sample,2,18,funds_rnpl_scenario_k0.5,"funds y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,34.64914439236039,34.64914439236039,29.020803361939222,40.27748542278156,4.391817841546925,W1,PIT,2,4,funds_rnpl_scenario_k1.0,"funds y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,26.072752547807095,26.072752547807095,16.679636834128473,35.46586826148572,7.329487135921043,W1,full_sample,2,18,funds_rnpl_scenario_k1.0,"funds y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q2,2023-05-09,1,29.604188739397564,29.604188739397564,19.407427640062807,39.80094983873232,7.956574962320461,W1,PIT,2,5,funds_rnpl_scenario_k1.0,"funds y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q2,2023-05-09,1,24.618553029737953,24.618553029737953,15.225437316059331,34.01166874341658,7.329487135921043,W1,full_sample,2,18,funds_rnpl_scenario_k1.0,"funds y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,22.536171631300483,22.536171631300483,11.523626008917931,33.54871725368304,8.593135007956334,W1,PIT,2,6,funds_rnpl_scenario_k1.0,"funds y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,20.478991211430706,20.478991211430706,11.085875497752085,29.87210692510933,7.329487135921043,W1,full_sample,2,18,funds_rnpl_scenario_k1.0,"funds y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,23.7056940199635,23.7056940199635,13.561982836919094,33.849405203007905,7.915179892690307,W1,PIT,2,7,funds_rnpl_scenario_k1.0,"funds y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
