Property_ID,winner
ab-10652661,59150880.0
ab-10652739,24620183.0
ab-10652890,35201029.0
ab-10653252,59550141.0
ab-10653362,24230669.0
ab-10653841,35061713.0
ab-10653951,24661517.0
ab-10653979,59430116.0
ab-10654406,35390055.0
ab-10654479,59150883.0
ab-10654632,35430869.0
ab-10654722,35204842.0
ab-10654726,24661928.0
ab-10654850,59150832.0
ab-10655237,48060607.0
ab-10655277,35061787.0
ab-10655383,24663342.0
ab-10655447,35201478.0
ab-10655497,59260345.0
ab-10655544,35061894.0
ab-10655713,24661602.0
ab-10655811,35200855.0
ab-10655829,35300119.0
ab-10655896,24663350.0
ab-10655914,24661950.0
ab-10655926,35130081.0
ab-10656097,35440261.0
ab-10656134,35204897.0
ab-10656138,24663453.0
ab-10656139,35201360.0
ab-10656285,35203597.0
ab-10656312,35204763.0
ab-10656402,48060643.0
ab-10656439,35210281.0
ab-10656466,59150656.0
ab-10656503,24661827.0
ab-10656526,59150975.0
ab-10656871,59350349.0
ab-10656884,12060156.0
ab-10656909,35200976.0
ab-10656959,47060504.0
ab-10657003,35060251.0
ab-10657025,48010202.0
ab-10657060,24230280.0
ab-10657098,24661256.0
ab-10657119,59150888.0
ab-10657190,59350189.0
ab-10657272,35060295.0
ab-10657457,48061225.0
ab-10657560,48112289.0
ab-10657583,35202416.0
ab-10657596,59153986.0
ab-10657620,35260074.0
ab-10657652,24661849.0
ab-10657763,59153350.0
ab-10657802,59170571.0
ab-10657839,24661371.0
ab-10657885,35204588.0
ab-10657926,24790105.0
ab-10657933,35430899.0
ab-10658003,35204827.0
ab-10658044,59150824.0
ab-10658261,59070147.0
ab-10658325,60010264.0
ab-10658402,35260299.0
ab-10658484,35240827.0
ab-10658530,24663210.0
ab-10658707,35211413.0
ab-10658718,24662155.0
ab-10658787,35190926.0
ab-10659022,24770068.0
ab-10659034,35203842.0
ab-10659094,59310175.0
ab-10659100,59030151.0
ab-10659118,24661278.0
ab-10659168,24770081.0
ab-10659234,48111612.0
ab-10659255,24661360.0
ab-10659270,35202918.0
ab-10659399,59030177.0
ab-10659412,35204466.0
ab-10659472,48062475.0
ab-10659474,59152392.0
ab-10659630,59010126.0
ab-10659700,60010264.0
ab-10659778,59150207.0
ab-10659828,35201355.0
ab-10660033,48060635.0
ab-10660287,35190789.0
ab-1066046,24661463.0
ab-10660519,59151874.0
ab-10660528,24600014.0
ab-10660530,59170262.0
ab-1066060,35200674.0
ab-10660604,59153832.0
ab-1066116,24661781.0
ab-10661209,59153185.0
ab-10661345,59150656.0
ab-10661568,35201664.0
ab-10661615,59151719.0
ab-1066205,35200815.0
ab-10662121,35560314.0
ab-1066338,59190304.0
ab-1066613,59153847.0
ab-10667115,35200876.0
ab-1066718,35204142.0
ab-1066762,35204592.0
ab-10668,59154001.0
ab-10668797,35430890.0
ab-10669065,35204822.0
ab-10669080,62040062.0
ab-10669108,24661884.0
ab-10669147,24661816.0
ab-10669333,35200993.0
ab-1066941,59153400.0
ab-10669522,24230121.0
ab-10670068,35201029.0
ab-10670129,35211618.0
ab-10670205,35201453.0
ab-1067053,24661256.0
ab-10670533,35200678.0
ab-10670777,24230898.0
ab-10670856,35130045.0
ab-10670974,24661684.0
ab-10671387,24230210.0
ab-10671450,24230183.0
ab-10671484,13070235.0
ab-10671531,35130078.0
ab-10671622,48060601.0
ab-10671895,35204871.0
ab-10672228,24600047.0
ab-10672349,35204819.0
ab-10672984,24210047.0
ab-10673067,59350189.0
ab-10673291,35490191.0
ab-10673337,24661944.0
ab-10673383,59050062.0
ab-10673649,48060625.0
ab-10673681,35410169.0
ab-10673773,35061027.0
ab-10673882,59150952.0
ab-10674192,48111307.0
ab-10674198,59290151.0
ab-10674260,59153990.0
ab-10674438,35204871.0
ab-10674442,24661087.0
ab-10674491,35420228.0
ab-10674541,35061222.0
ab-10674806,24661770.0
ab-10674877,24661515.0
ab-10675128,59510166.0
ab-10675141,24663242.0
ab-1067530,24661838.0
ab-10675315,24661372.0
ab-10675602,35204819.0
ab-10675632,35204894.0
ab-10675926,35240687.0
ab-10676143,12080072.0
ab-10676506,48060323.0
ab-10676572,24661843.0
ab-10676624,35580318.0
ab-10676673,59153680.0
ab-10676709,59153494.0
ab-10676745,24661835.0
ab-10676803,24810291.0
ab-10676891,24661104.0
ab-10676903,35100195.0
ab-10676968,24661269.0
ab-10677049,24600049.0
ab-10677060,48060323.0
ab-10677143,24660426.0
ab-10677339,35201448.0
ab-10677450,35201055.0
ab-10677483,24661369.0
ab-10677651,24661256.0
ab-10677750,24661454.0
ab-10677958,35204842.0
ab-10677971,24661654.0
ab-10677983,35200921.0
ab-10677996,48060683.0
ab-10678013,59150937.0
ab-10678140,24590181.0
ab-1067824,10010299.0
ab-10678412,48112294.0
ab-10678853,46110808.0
ab-10678855,59153857.0
ab-10678999,12090341.0
ab-10679265,24661929.0
ab-10679282,59152649.0
ab-10679454,59150206.0
ab-10679492,59150891.0
ab-10679515,35460082.0
ab-10679570,35060287.0
ab-10679624,59152673.0
ab-10679748,35420235.0
ab-10679801,35010310.0
ab-10679889,48062152.0
ab-10679929,35210876.0
ab-10680061,59070224.0
ab-10680193,24661902.0
ab-10680325,35240601.0
ab-10680463,59153146.0
ab-10680582,35120250.0
ab-10680631,59150785.0
ab-10680941,35204595.0
ab-10680980,24661113.0
ab-10681010,59260389.0
ab-10681152,59153146.0
ab-10681299,48190419.0
ab-10681383,24910068.0
ab-10681460,35204842.0
ab-10681478,35200866.0
ab-10681652,35204820.0
ab-10681915,24661372.0
ab-10682046,48062163.0
ab-10682073,48150112.0
ab-10682188,24810297.0
ab-10682212,59153585.0
ab-10682270,59310184.0
ab-10682351,35200868.0
ab-10682373,24661839.0
ab-10682397,24662141.0
ab-10682444,12090343.0
ab-10682523,59150725.0
ab-10682621,35061477.0
ab-10682641,12150049.0
ab-10682669,24580022.0
ab-10682702,35204574.0
ab-10682849,24580022.0
ab-10682853,12090343.0
ab-10683002,35204749.0
ab-10683117,59153198.0
ab-10683373,35212011.0
ab-10683560,59170310.0
ab-1068364,35181226.0
ab-10683654,24662094.0
ab-10683655,24662140.0
ab-10683850,35204466.0
ab-10683887,13070073.0
ab-10683954,59151481.0
ab-10684077,24662426.0
ab-10684114,35201414.0
ab-10684139,35204826.0
ab-10684151,35060183.0
ab-10684177,35202560.0
ab-10684684,59150879.0
ab-10684722,59153153.0
ab-10684882,59390225.0
ab-10684953,59230092.0
ab-10684980,59170053.0
ab-10684982,59151735.0
ab-10685341,35204841.0
ab-10685379,59170292.0
ab-10685619,35204822.0
ab-10685642,59150791.0
ab-10685683,24660755.0
ab-10685687,48112235.0
ab-10685700,24661744.0
ab-10685753,24620124.0
ab-10685851,59151457.0
ab-10685869,59150850.0
ab-10685940,35204819.0
ab-10685999,35200222.0
ab-10686473,59170222.0
ab-1068652,35203859.0
ab-10686772,48112392.0
ab-10686777,35300473.0
ab-1068679,24661880.0
ab-10686808,59370224.0
ab-10686913,48062160.0
ab-10687032,35204850.0
ab-10687190,35204846.0
ab-10687708,59151355.0
ab-10687739,59170598.0
ab-10687771,59152036.0
ab-10687795,24663232.0
ab-10687855,12100120.0
ab-10687907,59150203.0
ab-10688068,35202819.0
ab-10688372,59151680.0
ab-106891,59150347.0
ab-10689233,59153077.0
ab-10689497,59153158.0
ab-1068971,35203987.0
ab-10689777,35200855.0
ab-1068982,35160200.0
ab-10690631,59150529.0
ab-1069084,24661991.0
ab-10691088,24661106.0
ab-10691446,59153589.0
ab-10691475,12030057.0
ab-1069162,48110849.0
ab-1069324,24661358.0
ab-1069379,59150709.0
ab-10693959,35204697.0
ab-10694048,59151480.0
ab-10694484,35260006.0
ab-10694521,35204657.0
ab-10694573,12090493.0
ab-10694830,35204578.0
ab-10694846,24663050.0
ab-10694861,59150656.0
ab-10695053,24170043.0
ab-10695446,24340159.0
ab-10695698,24661055.0
ab-10695752,24661929.0
ab-1069590,24230997.0
ab-1069598,24663346.0
ab-10696010,10010233.0
ab-10696059,24661181.0
ab-10696069,24661380.0
ab-10696244,46111181.0
ab-1069628,59150536.0
ab-10696388,59350325.0
ab-10696458,48150136.0
ab-10696558,24661641.0
ab-10696800,35200932.0
ab-10696875,24810401.0
ab-10697143,35580198.0
ab-10697163,35204606.0
ab-10697390,35150251.0
ab-10697442,35201453.0
ab-10697741,24660950.0
ab-10697827,24661149.0
ab-10697937,24661850.0
ab-10697952,24650628.0
ab-1069843,24661144.0
ab-10698521,35430913.0
ab-10698671,24662031.0
ab-10698684,48060197.0
ab-10698756,24661105.0
ab-10698816,35200865.0
ab-10698999,48111970.0
ab-10699047,24662033.0
ab-1069912,24620131.0
ab-1069924,24661423.0
ab-10699887,24661426.0
ab-107001,24660683.0
ab-10700434,59154027.0
ab-10700556,35204591.0
ab-1070061,35204535.0
ab-10700805,24663362.0
ab-10700845,24400049.0
ab-10700882,35061607.0
ab-10700979,24770110.0
ab-1070119,59150420.0
ab-10701205,24661520.0
ab-10701327,59150763.0
ab-10701600,35070294.0
ab-10701935,59310184.0
ab-10701986,46110129.0
ab-10701987,24661380.0
ab-10701988,24661081.0
ab-10701999,24662109.0
ab-10702041,10010306.0
ab-10702123,59150318.0
ab-10702137,35204820.0
ab-10702171,35480233.0
ab-10702192,59310184.0
ab-10702255,35200900.0
ab-10702394,24662110.0
ab-10702405,24650651.0
ab-10702452,35430917.0
ab-10702456,35210755.0
ab-10702600,24661854.0
ab-10702604,35204596.0
ab-10702693,48060544.0
ab-10702844,48111889.0
ab-10703078,35203157.0
ab-10703103,59350298.0
ab-10703242,48060311.0
ab-10703342,24661928.0
ab-10703782,35370354.0
ab-10703871,35204520.0
ab-10703907,59153843.0
ab-10704124,48062430.0
ab-10704286,35130044.0
ab-10704321,35370357.0
ab-10704375,48112236.0
ab-10704559,24663241.0
ab-10704622,59310169.0
ab-10704630,24661282.0
ab-10704794,59260399.0
ab-10705000,59310172.0
ab-10705251,48112320.0
ab-10705358,35060922.0
ab-10705471,59151565.0
ab-10705736,35204894.0
ab-10705905,35203466.0
ab-10705922,35203466.0
ab-10705936,35061766.0
ab-10706420,35204190.0
ab-10706453,59153835.0
ab-10706548,35204543.0
ab-10706580,35203766.0
ab-10706658,59153706.0
ab-10706800,24661261.0
ab-10706833,35150239.0
ab-10707065,59151429.0
ab-10707086,35190271.0
ab-10707194,35203466.0
ab-10707344,35230168.0
ab-10707357,24661106.0
ab-10707400,35204819.0
ab-10707496,24450108.0
ab-10707526,59310171.0
ab-10707540,24661788.0
ab-10707547,24660896.0
ab-10707561,35204533.0
ab-10707570,24790089.0
ab-10707593,59150861.0
ab-10707723,48060326.0
ab-10707755,35201063.0
ab-10707901,59153146.0
ab-10707985,35203177.0
ab-10708144,35390953.0
ab-10708161,24663359.0
ab-10708442,24661810.0
ab-10708448,24661809.0
ab-10708451,59290159.0
ab-10708486,59152605.0
ab-10708506,59153592.0
ab-10708569,59090614.0
ab-10708632,24661954.0
ab-10708671,46110397.0
ab-10708691,35061574.0
ab-10708744,59170375.0
ab-10708745,24661962.0
ab-1070876,24010032.0
ab-10708790,59150684.0
ab-10708900,24660736.0
ab-10708932,35180540.0
ab-10708964,24663242.0
ab-10708965,24790157.0
ab-10709041,24580548.0
ab-10709088,24660695.0
ab-10709197,24662152.0
ab-10709349,59310174.0
ab-10709372,59170650.0
ab-10709490,35203997.0
ab-10709533,35204584.0
ab-10709538,35201416.0
ab-10709715,35061086.0
ab-10709971,35204352.0
ab-10710187,48060610.0
ab-10710190,59151418.0
ab-10710364,59150694.0
ab-10710512,35060345.0
ab-10710552,59430115.0
ab-10710581,35204900.0
ab-107108,35250971.0
ab-10710996,59150697.0
ab-10711117,24663453.0
ab-10711356,24661928.0
ab-10711438,59154002.0
ab-10711535,48060607.0
ab-10711615,35202848.0
ab-10711718,48060274.0
ab-10712396,24662444.0
ab-10712830,24661106.0
ab-1071298,24580705.0
ab-10713635,24662100.0
ab-10715773,24660768.0
ab-10715852,24580138.0
ab-1071603,35203991.0
ab-1071722,35203157.0
ab-10717253,35060916.0
ab-10717316,35204616.0
ab-10718414,24790104.0
ab-10718633,24661609.0
ab-10719054,35204882.0
ab-10719055,24520058.0
ab-10719331,24661883.0
ab-10719537,35204106.0
ab-10719545,59153684.0
ab-10719649,24661000.0
ab-10719688,13080080.0
ab-10720218,47062470.0
ab-10720568,24661026.0
ab-10720670,24661885.0
ab-10720871,35204588.0
ab-10720949,24661836.0
ab-10721076,59170158.0
ab-10721082,24663197.0
ab-10721153,59170444.0
ab-10721291,35260016.0
ab-10721363,24661881.0
ab-10721890,35260789.0
ab-10722107,35204845.0
ab-10722205,24661050.0
ab-10722347,59290165.0
ab-10722588,35480211.0
ab-10722596,47110081.0
ab-10722651,24663360.0
ab-10722665,59150628.0
ab-10722715,24661786.0
ab-10722961,47110545.0
ab-10722967,24661060.0
ab-10723014,35190004.0
ab-10723068,35130056.0
ab-10723157,59150850.0
ab-10723344,35061496.0
ab-10723369,12060119.0
ab-10723629,24661850.0
ab-10723942,35201332.0
ab-10723965,24661037.0
ab-10724140,24661937.0
ab-10724141,35204598.0
ab-10724203,59310184.0
ab-10724320,59153073.0
ab-10724508,59153852.0
ab-10724539,59010156.0
ab-10724616,24661957.0
ab-1072478,24660445.0
ab-10724793,59150633.0
ab-10724801,24650371.0
ab-10724872,24370274.0
ab-10724874,24650371.0
ab-1072490,35202013.0
ab-10725354,59153950.0
ab-10725470,24663344.0
ab-10725705,48020377.0
ab-10725805,24661847.0
ab-10726048,24620122.0
ab-10726053,35204870.0
ab-10726087,24660735.0
ab-10726091,35230396.0
ab-10726118,24661135.0
ab-10726545,48062343.0
ab-10726608,35202818.0
ab-10726631,35204752.0
ab-10726654,24661060.0
ab-1072668,24310120.0
ab-10726714,24663359.0
ab-10726815,60010195.0
ab-1072726,35204820.0
ab-10727588,24661265.0
ab-10727600,46111136.0
ab-10727627,35061667.0
ab-10727822,35202739.0
ab-10727870,35061787.0
ab-10727901,24780101.0
ab-10728236,24663349.0
ab-10728471,35260792.0
ab-10728626,47110084.0
ab-10728636,59153843.0
ab-10728894,59151872.0
ab-10728955,35010311.0
ab-10729070,35211285.0
ab-10729146,12090655.0
ab-10729219,35202386.0
ab-10729334,24661964.0
ab-10729381,59170146.0
ab-10729383,48061513.0
ab-10729414,46110877.0
ab-10729519,59170313.0
ab-10729800,35190272.0
ab-10729818,24580548.0
ab-10729887,59170641.0
ab-10729935,24661521.0
ab-10729976,24661629.0
ab-10730040,24130043.0
ab-10730049,59290137.0
ab-10730289,12090895.0
ab-10730294,35240244.0
ab-10730380,24661259.0
ab-10730429,24661943.0
ab-10730521,35201357.0
ab-10730741,47110404.0
ab-10731052,35204676.0
ab-10731092,24661381.0
ab-10731259,24663438.0
ab-10731318,12180021.0
ab-10731468,24230229.0
ab-10731556,59410413.0
ab-10731713,59150873.0
ab-10731748,24661523.0
ab-10731834,59152779.0
ab-10731920,35460082.0
ab-10731939,59170615.0
ab-10731966,35203283.0
ab-10732095,24661016.0
ab-10732234,59150566.0
ab-10732360,35260005.0
ab-10732386,35204819.0
ab-10732476,48112288.0
ab-10732483,24661125.0
ab-10732501,35204826.0
ab-10732715,24661882.0
ab-10732741,48120176.0
ab-10732815,35200305.0
ab-10733280,24661764.0
ab-1073339,24661814.0
ab-10733437,59150620.0
ab-10733451,59170281.0
ab-10733467,24430042.0
ab-10733611,35200868.0
ab-10733765,59230087.0
ab-10733845,59150358.0
ab-10733889,59170615.0
ab-10733916,59410403.0
ab-10733954,35204465.0
ab-10733978,59153163.0
ab-10734132,59310174.0
ab-10734303,59153408.0
ab-10734376,24661884.0
ab-10735327,59150408.0
ab-10735384,35204402.0
ab-10736162,24810290.0
ab-1073620,24662579.0
ab-1073848,24662128.0
ab-10738660,11020221.0
ab-1074009,11020163.0
ab-10740389,35440203.0
ab-10740782,12090875.0
ab-10740977,59153584.0
ab-10741167,35200938.0
ab-10741367,24660245.0
ab-10741368,24550070.0
ab-10741587,35200877.0
ab-1074161,59153146.0
ab-10742243,24661032.0
ab-10742277,11020226.0
ab-10742623,35060936.0
ab-1074263,24661958.0
ab-10742692,24230364.0
ab-10742724,24620146.0
ab-10742963,24663341.0
ab-10743375,35204567.0
ab-10743405,59210273.0
ab-1074342,59150601.0
ab-10743567,35060354.0
ab-1074366,35201453.0
ab-10743937,35060408.0
ab-10744070,35061772.0
ab-10744080,35204897.0
ab-10744157,24663443.0
ab-1074424,35200952.0
ab-10744281,12060173.0
ab-10744295,35061772.0
ab-1074430,24661648.0
ab-1074433,59153466.0
ab-1074436,59390178.0
ab-10744370,35211092.0
ab-10744451,35060354.0
ab-1074459,46110809.0
ab-10744683,24710144.0
ab-1074469,59170292.0
ab-10744854,35204578.0
ab-10744870,60010253.0
ab-10745325,35203140.0
ab-10745377,59150709.0
ab-10745573,24661517.0
ab-10745585,59152995.0
ab-10745651,24940255.0
ab-10745708,35204749.0
ab-10745738,35204845.0
ab-1074578,11020162.0
ab-10745930,59150780.0
ab-10745963,59153137.0
ab-10745965,35010323.0
ab-10746295,35260083.0
ab-10746372,59151990.0
ab-10746426,59153843.0
ab-10746432,24661956.0
ab-10746604,59153528.0
ab-10746733,24780140.0
ab-10746794,59390198.0
ab-10746826,59310172.0
ab-10746888,24661367.0
ab-10747065,24661255.0
ab-10747091,59151252.0
ab-10747110,24800090.0
ab-10747419,35204592.0
ab-10747538,24662115.0
ab-10747540,24661283.0
ab-10747542,24662115.0
ab-10747543,24661283.0
ab-10747544,24663443.0
ab-10747545,24661283.0
ab-10747547,24662115.0
ab-10747548,24662115.0
ab-10747549,24661283.0
ab-10747551,24661283.0
ab-10747553,24661283.0
ab-10747554,24661283.0
ab-10747555,24661283.0
ab-10747557,24661283.0
ab-10747558,24661283.0
ab-10747559,24662115.0
ab-10747560,24661283.0
ab-10747561,24662115.0
ab-10747562,24661256.0
ab-10747565,24662115.0
ab-10747566,24661256.0
ab-10747567,24661283.0
ab-10747568,24661283.0
ab-10747570,24661283.0
ab-10747572,24662115.0
ab-10747573,24661283.0
ab-10747574,24662115.0
ab-10747575,24661256.0
ab-10747577,24661283.0
ab-10747578,24662115.0
ab-10747579,24662115.0
ab-10747581,24661283.0
ab-10747583,24661256.0
ab-10747584,24661256.0
ab-10747585,24662115.0
ab-10747586,24661283.0
ab-10747587,24662115.0
ab-10747589,24661283.0
ab-10747591,24661256.0
ab-10747593,24662115.0
ab-10747594,24661283.0
ab-10747595,24662115.0
ab-10747597,24661283.0
ab-1074760,59390201.0
ab-10747643,35204390.0
ab-10747646,24661283.0
ab-10747648,24661283.0
ab-10747649,24661283.0
ab-10747651,24662115.0
ab-10747782,24620151.0
ab-10747969,59290137.0
ab-10748010,35061786.0
ab-10748099,24661739.0
ab-10748118,35204621.0
ab-10748146,59170761.0
ab-10748184,24810127.0
ab-10748194,59350327.0
ab-1074820,59150638.0
ab-10748241,24790155.0
ab-10748280,24661749.0
ab-10748304,24661449.0
ab-10748357,24662136.0
ab-10748390,35204821.0
ab-10748503,59153845.0
ab-10748945,59153464.0
ab-10749027,24661817.0
ab-10749046,35201453.0
ab-10749091,24640309.0
ab-10749158,59151316.0
ab-10749279,24661361.0
ab-10749450,59170174.0
ab-10749631,35201357.0
ab-10749681,35204142.0
ab-10749842,24663299.0
ab-10750337,24661282.0
ab-10750507,24850056.0
ab-10750630,60010236.0
ab-10750636,24662114.0
ab-10751000,35201357.0
ab-10751259,59190175.0
ab-10751339,24210046.0
ab-10751341,59310184.0
ab-10751412,59150008.0
ab-10751415,35204871.0
ab-10751470,35200564.0
ab-10751615,35190495.0
ab-10751783,59210276.0
ab-10751946,59153843.0
ab-10752170,59170381.0
ab-10752308,35201034.0
ab-10752445,24661941.0
ab-10752499,35201054.0
ab-10752586,35201034.0
ab-10752590,59153171.0
ab-10752614,35201357.0
ab-10752751,35201355.0
ab-10752863,35100159.0
ab-10752882,13020101.0
ab-10752947,59350189.0
ab-10753036,35204819.0
ab-10753251,59170626.0
ab-10753326,24661989.0
ab-10753461,24661285.0
ab-10753472,24662138.0
ab-10753702,59170337.0
ab-10754055,59170755.0
ab-10754220,35061388.0
ab-10754325,59153479.0
ab-10754340,24661929.0
ab-10754361,59190175.0
ab-10754391,35201859.0
ab-10754522,48110235.0
ab-10754589,48110834.0
ab-10754610,59151716.0
ab-10754801,48110235.0
ab-10754854,24660453.0
ab-10754877,35203160.0
ab-10754886,59150649.0
ab-10755182,24230973.0
ab-10755326,59151716.0
ab-10755393,35490222.0
ab-10755448,35202098.0
ab-10755459,59390184.0
ab-10755492,35201058.0
ab-1075600,12090666.0
ab-1075617,59030167.0
ab-107562,47110058.0
ab-10756434,59170277.0
ab-10756510,59150614.0
ab-1075759,24661853.0
ab-10760811,24662066.0
ab-10761460,24510108.0
ab-10761621,35260836.0
ab-10761724,35201033.0
ab-1076178,24661814.0
ab-10761791,24661835.0
ab-10762130,59152026.0
ab-10762310,35060295.0
ab-10762503,24660469.0
ab-10762801,35204842.0
ab-10762878,35200969.0
ab-10763491,24770111.0
ab-10763651,24663360.0
ab-1076367,59310174.0
ab-10764176,35260686.0
ab-10764320,24661373.0
ab-10764367,35201321.0
ab-1076443,59154001.0
ab-1076466,35420227.0
ab-10764724,59330168.0
ab-10764814,35200561.0
ab-10765119,35201453.0
ab-10765141,24661825.0
ab-10765243,35204004.0
ab-10765265,35204036.0
ab-10765340,24010020.0
ab-10765347,35204900.0
ab-10765511,35420227.0
ab-10765737,24460078.0
ab-10765739,48060862.0
ab-10765868,24780104.0
ab-10766254,35061311.0
ab-10766352,35240776.0
ab-10766400,13080067.0
ab-10766547,35204830.0
ab-10766627,24660461.0
ab-10766637,59153300.0
ab-10766925,35420227.0
ab-10767009,59153826.0
ab-10767027,59152315.0
ab-10767217,35200798.0
ab-10767395,59153136.0
ab-10767406,13070277.0
ab-10767777,59153136.0
ab-10767860,59153345.0
ab-10767891,24630078.0
ab-10767906,35204557.0
ab-10767998,35300825.0
ab-10768335,59151286.0
ab-1076843,35420224.0
ab-10768500,59151286.0
ab-10768733,46110097.0
ab-10768754,59152079.0
ab-10768805,35190271.0
ab-10769071,59150340.0
ab-10769133,59153845.0
ab-10769535,35203812.0
ab-10769546,35200757.0
ab-1076969,59370295.0
ab-10769695,59390194.0
ab-10769963,35201047.0
ab-10769998,35061251.0
ab-1077002,35204575.0
ab-10770123,24663333.0
ab-10770147,24661904.0
ab-10770168,59154033.0
ab-10770277,35061251.0
ab-10770299,59350189.0
ab-10770426,59390194.0
ab-10770581,59153479.0
ab-10770780,59152845.0
ab-10770818,35410148.0
ab-10770832,35061893.0
ab-10770849,24430292.0
ab-10770894,35191203.0
ab-10770896,59030142.0
ab-1077100,35203872.0
ab-10771134,24210048.0
ab-10771271,24661283.0
ab-10771289,24660117.0
ab-1077140,35203880.0
ab-10771502,24663347.0
ab-10771597,35204228.0
ab-10771795,48060146.0
ab-10771806,59151083.0
ab-10771972,35260459.0
ab-10772078,35204014.0
ab-10772231,59153616.0
ab-10772292,35211592.0
ab-10772312,24260067.0
ab-10772369,24660434.0
ab-10772411,59153676.0
ab-10772521,24910071.0
ab-10772525,24661824.0
ab-10772528,59153683.0
ab-10772846,24661640.0
ab-10772853,24660374.0
ab-10772995,59150725.0
ab-10773011,59154001.0
ab-10773117,59153168.0
ab-10773316,59153834.0
ab-1077332,24661392.0
ab-10773344,35190433.0
ab-10773472,59153852.0
ab-1077351,59150586.0
ab-1077354,59150613.0
ab-10773542,59150598.0
ab-10773628,59150780.0
ab-10773762,35201326.0
ab-10773794,35204228.0
ab-10773872,35200821.0
ab-10773960,35204157.0
ab-10774053,35204312.0
ab-10774068,35204313.0
ab-10774405,48062172.0
ab-10774571,59150081.0
ab-10774863,48061121.0
ab-10774918,59153327.0
ab-10775937,59150532.0
ab-10776261,59150528.0
ab-10776629,24661465.0
ab-10776849,59070146.0
ab-10779561,24780156.0
ab-10780183,24660252.0
ab-10780574,24670320.0
ab-10781039,35061786.0
ab-10781193,11020206.0
ab-10781249,10010295.0
ab-10781496,24661797.0
ab-10781500,59152860.0
ab-10781781,12170517.0
ab-10781811,35230356.0
ab-10782046,12110063.0
ab-10782049,10010296.0
ab-10782583,35204826.0
ab-10782591,59154000.0
ab-10782594,59070244.0
ab-10782733,24661515.0
ab-10782768,24663215.0
ab-10782818,59153988.0
ab-10783354,24663443.0
ab-10783428,35200669.0
ab-10783929,24100158.0
ab-10784010,59090730.0
ab-10784038,35200089.0
ab-10784100,59350249.0
ab-10784101,59470075.0
ab-10784478,59151430.0
ab-10784626,35203157.0
ab-10784815,24780146.0
ab-10784957,59470075.0
ab-10785235,59151453.0
ab-10785442,35204894.0
ab-1078559,24661821.0
ab-10785591,59150873.0
ab-10785688,24662112.0
ab-10785727,35180496.0
ab-10785731,59152025.0
ab-10785913,59150082.0
ab-107860,24661426.0
ab-10786269,35200364.0
ab-10786327,59153584.0
ab-10786475,59150978.0
ab-10786615,35201467.0
ab-10786727,24660444.0
ab-10786765,59290137.0
ab-10786793,59150606.0
ab-10786831,24770091.0
ab-10786968,59150309.0
ab-10787147,59290137.0
ab-10787259,24710024.0
ab-10787516,35204894.0
ab-10787611,35212167.0
ab-10787639,59153839.0
ab-10787666,24160042.0
ab-10787669,35061026.0
ab-10787714,59331640.0
ab-10787910,35200355.0
ab-10787995,24210047.0
ab-10788037,59153400.0
ab-10788064,59170640.0
ab-10788208,12090178.0
ab-10788455,24661654.0
ab-10788815,48111307.0
ab-10788924,24520120.0
ab-10788954,35203176.0
ab-10788981,48060608.0
ab-10789092,24661965.0
ab-10789158,48160232.0
ab-10789413,59331640.0
ab-10789618,24661283.0
ab-10789625,59331640.0
ab-10789650,35204116.0
ab-10790051,35212167.0
ab-10790201,35201063.0
ab-10790210,24580040.0
ab-10790230,35200755.0
ab-10790428,24661260.0
ab-10790473,35210262.0
ab-10790507,35204903.0
ab-10790603,46111190.0
ab-10790695,24650187.0
ab-10790707,35260684.0
ab-10790764,24661837.0
ab-10790835,59150715.0
ab-10791028,24661262.0
ab-10791101,24661262.0
ab-10791131,48111886.0
ab-1079114,59230154.0
ab-10791210,35250420.0
ab-10791293,35200783.0
ab-10791365,59150210.0
ab-10791417,24650498.0
ab-10791425,59153193.0
ab-10791444,59151316.0
ab-10791519,24770108.0
ab-10791580,59151319.0
ab-10791611,24830092.0
ab-10791615,59151321.0
ab-10792426,59370205.0
ab-10792478,48150111.0
ab-10792500,24661740.0
ab-10792624,59150505.0
ab-10792721,59390206.0
ab-10792848,59170096.0
ab-1079285,59170277.0
ab-10792893,59153587.0
ab-10793280,35200640.0
ab-10793363,59154001.0
ab-10793588,35200642.0
ab-1079399,24661257.0
ab-10794203,24662015.0
ab-1079545,59170175.0
ab-10795607,48060139.0
ab-1079607,59150709.0
ab-1079700,35460082.0
ab-10797364,35181079.0
ab-10797785,46110651.0
ab-10798126,24230873.0
ab-1079853,59290117.0
ab-10799013,35130056.0
ab-10799320,24370093.0
ab-10800004,12090812.0
ab-10800080,24810230.0
ab-10800105,24650464.0
ab-10800341,24661851.0
ab-10800378,24370093.0
ab-10800650,35250399.0
ab-1080081,59150692.0
ab-10801124,48060689.0
ab-1080121,35204900.0
ab-10801283,24950050.0
ab-1080149,59170635.0
ab-10801600,59154001.0
ab-10801625,35240790.0
ab-10801689,48062404.0
ab-10802132,59152581.0
ab-10802254,59310212.0
ab-10802479,24661827.0
ab-10802504,35200924.0
ab-1080266,59170635.0
ab-10802668,59150710.0
ab-10802741,59310196.0
ab-108029,24661861.0
ab-10802929,59330106.0
ab-1080298,59153320.0
ab-10803085,35204135.0
ab-10803595,59350298.0
ab-10803959,11010041.0
ab-10804047,35204842.0
ab-1080415,24661009.0
ab-10804186,24780173.0
