winner_DA,n_listings
35570341,15
35203201,15
12050093,15
59153111,15
59154020,15
46110408,15
35204319,15
24661039,15
48062295,15
59210432,15
35100242,15
24661040,15
24661069,15
24660649,15
35520101,15
48150094,15
35204690,15
13080121,15
60010241,15
48150095,15
35203420,15
24580042,15
24230067,15
59150142,15
35191136,15
10070506,15
35580385,15
35211417,15
10080178,15
35251029,15
35190032,15
24220039,15
59370221,15
48060121,15
11020249,15
59350348,15
12060169,15
35211476,15
59153165,15
35070311,15
59260294,15
59150131,15
24210041,15
59150106,15
11020196,15
35420246,15
24230848,15
35200052,15
24580122,15
35420213,15
59152767,15
59030229,15
35490188,15
35201666,15
35200753,15
11030145,15
24230295,15
35200808,15
46150114,15
24230856,15
46180087,15
35190768,15
59151442,14
24660872,14
48110957,14
59170440,14
24660446,14
35190015,14
59151272,14
48060577,14
61060104,14
35202943,14
59151180,14
35300121,14
59150406,14
59151225,14
24661029,14
24230278,14
24230314,14
24810427,14
59210228,14
35061613,14
35203701,14
59170576,14
35300058,14
24661921,14
35203887,14
24662012,14
35061724,14
59154018,14
35203883,14
59350039,14
46110406,14
48062366,14
59151525,14
35200588,14
59152967,14
35190243,14
24580738,14
35190518,14
35204566,14
59150492,14
24660500,14
59153989,14
35230396,14
35061699,14
35431159,14
24940425,14
35200335,14
59152406,14
35061638,14
59530058,14
35203689,14
35260009,14
35204118,14
13010045,14
35240856,14
24661130,14
35203261,14
59150206,14
59430115,14
24661026,14
35190004,14
24661016,14
59390201,14
12090666,14
47110058,14
59151430,14
35202515,14
35204518,14
59151412,14
59153798,14
59151380,14
59010143,14
24780166,14
24250222,14
35200960,14
11020173,14
59190204,14
59030145,14
35370072,14
59150114,14
48062308,14
48110155,14
35203718,14
35060991,14
35060977,14
47110070,14
35200979,14
24230599,14
59150507,14
24661243,14
35204076,14
59170162,14
48062211,14
59151351,14
59150647,14
24661527,14
12090860,14
35061287,14
59150405,14
35202809,14
10010195,14
59260313,14
48062131,14
35200943,14
24580731,14
24430043,14
24661974,14
24660718,14
35250406,14
35204753,14
24660437,14
24500077,14
13070129,14
24231117,14
12160018,14
59210465,14
35191322,14
24660085,14
35240111,14
59153228,14
24662909,14
24662982,14
35201070,14
35202345,14
59331638,14
35204906,14
59152878,14
35202587,14
59170270,14
59090617,14
59170179,14
59150341,14
24230127,14
59170555,14
48060592,14
12090232,14
59190190,14
48060852,14
35201008,14
13070339,14
24230863,14
59170125,14
35204816,14
35204490,14
59153239,14
24661131,14
48110209,14
12090223,14
35431242,14
35204537,14
35160183,14
24520063,14
24620123,14
35070327,14
59350233,14
13100207,14
59230140,14
35470240,14
59150703,14
59150548,14
35204053,14
35100175,14
24660816,14
24450154,14
35204463,14
24660722,14
59151742,14
35061369,14
12090482,14
24810294,14
59150013,14
35211934,14
59150920,14
24230253,14
59150279,14
35202498,14
35202023,14
59350067,14
59151379,14
59150497,14
48061981,14
35191281,14
24620153,14
12110054,14
35200322,14
24560328,14
10010196,14
59150897,14
35431250,14
59153277,14
35460078,14
12130034,14
59153220,14
24660681,14
12090863,14
59153079,14
24210080,14
59150696,14
59150329,14
13100209,14
35431298,14
24662008,14
48062379,14
59170143,14
24230846,14
35201079,14
59150118,14
59210308,14
46110080,14
48060437,14
24661593,14
59150515,14
48060678,14
35202722,14
35060384,14
24662218,14
59350358,14
35060955,14
10010303,14
35260063,14
35290319,14
35201159,14
35430945,14
24430222,14
48060574,14
35201359,14
35460083,14
35191020,14
47110411,14
35200183,14
12090663,14
35390943,14
35203911,14
46070186,14
59152979,14
59170171,14
35060347,14
24661163,14
35400208,14
59150556,14
11020166,14
59350338,14
59150564,14
24250181,14
59150386,14
59151340,14
35260077,14
59151258,14
35431234,14
35260101,14
59153204,14
24230685,14
59153219,14
24620114,14
35202279,14
24770077,14
35204383,14
24810263,14
59331642,14
24780143,14
59070241,14
35200671,14
59153383,14
35204145,14
24660627,14
12010033,14
47180260,14
48060867,14
10010790,14
12110084,14
24661041,14
35431019,14
35430944,14
35211823,14
59370257,14
59150683,14
35530160,14
35061764,14
24820098,14
24800082,14
59152546,14
12090565,14
12090311,14
59150933,14
46110642,14
59290143,14
35200639,14
59152982,14
35430635,14
59350378,14
24820019,14
35212169,14
24663375,14
59310209,14
35200175,14
35202657,14
12090867,14
35431284,14
24820057,14
59150439,14
59150204,14
35200589,14
24230222,14
35260103,14
59151177,14
59150199,14
35060891,14
59151764,14
35200516,14
24660774,14
35061610,14
24810276,14
13070113,14
48112244,14
59030203,14
59151014,14
24570176,14
10010231,14
35204249,14
35211923,14
35060371,14
59150122,14
35300070,14
24440062,14
59170385,14
59150663,14
12090640,14
59260447,14
35480180,14
24220068,14
11020239,14
59152915,14
48080368,14
12090521,14
35201109,14
59151404,14
35203914,14
59151154,14
35190002,14
12030064,14
48110203,14
24661540,14
59190177,14
35203868,14
46110634,14
24460082,14
24661028,14
59151753,14
59151244,14
35202406,14
35180980,14
35310224,14
35100179,14
24663420,14
24340140,14
48110200,14
59151423,14
35120252,14
35230382,14
24810287,14
35420218,14
59151530,14
35191329,14
35202814,14
35510106,14
24650165,14
35211074,14
35203109,14
59153386,14
35181207,14
59151265,14
35201281,14
35250679,14
35201338,14
24420068,14
35202771,14
59010227,14
35480235,14
59153333,14
48062126,14
24810391,14
59150349,14
48061630,14
35191049,14
35380299,14
59152149,14
24220040,14
24650202,14
59170184,14
35060184,14
59190192,14
35191209,14
59350050,14
35260736,14
35061493,14
35060531,14
59153113,14
59152664,14
35203953,14
35120241,14
10050089,14
59260348,14
48062064,14
35060700,14
12070160,14
59190266,14
11020231,14
35480181,14
24230310,14
11010051,14
35200260,14
35212129,14
35201488,14
24620185,14
59150028,14
47140142,14
61060088,14
35150227,14
35490148,14
24910084,14
35200379,14
35200203,14
35212135,13
35200694,13
59153795,13
59151025,13
59210452,13
24661181,13
35200949,13
35100061,13
59154025,13
24250219,13
24662053,13
59152916,13
59170371,13
24661533,13
35100253,13
24662604,13
35211412,13
35340171,13
48060096,13
59050084,13
35201134,13
59151526,13
35204700,13
59151929,13
24660061,13
24100078,13
35060468,13
35430885,13
59152917,13
35490168,13
24370101,13
35202694,13
24660728,13
59070175,13
59152812,13
10010304,13
59210235,13
24663355,13
48060388,13
59390195,13
35200396,13
35211464,13
24661073,13
48061566,13
59151397,13
24830075,13
35200667,13
35200602,13
24660548,13
59070237,13
12090312,13
35431293,13
48060842,13
35100311,13
35204128,13
59151571,13
60010258,13
35202907,13
59350265,13
35060293,13
35202534,13
59170165,13
59150529,13
24790155,13
24230280,13
35202918,13
59150891,13
59260389,13
59150203,13
59350325,13
35370354,13
24663241,13
35060916,13
24661764,13
11020226,13
24800090,13
35061893,13
59150978,13
59170554,13
59152879,13
35061623,13
35190263,13
35211457,13
24661759,13
59153197,13
24661340,13
59152624,13
35060246,13
24662102,13
11020181,13
35061657,13
48060655,13
35204387,13
24770072,13
35203788,13
12060108,13
35202110,13
59170361,13
10050101,13
59290145,13
59150263,13
59210271,13
35200732,13
48062380,13
24230903,13
59170264,13
24580389,13
10010215,13
10010348,13
35200828,13
24840051,13
12090672,13
12160033,13
35420237,13
35204761,13
59150637,13
59151369,13
24800052,13
48112334,13
35061899,13
12040039,13
59190301,13
35204815,13
24230867,13
12060120,13
11010078,13
24662042,13
24220062,13
24830061,13
48160128,13
35060395,13
59150010,13
35211225,13
35061723,13
59350268,13
13020100,13
35204692,13
35202650,13
35250669,13
59150350,13
24662091,13
59151282,13
59150707,13
59010131,13
11010042,13
24810379,13
60010238,13
48060172,13
59170739,13
11020151,13
35100153,13
59153653,13
35370326,13
59153196,13
59170153,13
59390203,13
12180032,13
24770095,13
35203587,13
59150196,13
35211567,13
35310168,13
24940256,13
48061881,13
24661155,13
35520126,13
59152823,13
35204103,13
35204660,13
47110057,13
10010223,13
35202523,13
12170519,13
59150443,13
24661025,13
35470319,13
59151771,13
35410192,13
59150174,13
59170243,13
24300074,13
59150966,13
59170331,13
59070234,13
35060332,13
59550139,13
24310141,13
24020055,13
24661556,13
35061811,13
59070233,13
35201182,13
13040046,13
59150668,13
59170730,13
35201748,13
24230261,13
59151405,13
35490231,13
59170438,13
59153382,13
35061282,13
59153825,13
59150927,13
59150253,13
59170142,13
35190367,13
59150337,13
35200768,13
35260095,13
59151566,13
59070182,13
10010680,13
35200536,13
59070289,13
24661036,13
59153107,13
35060386,13
59170076,13
35201347,13
12030054,13
35203213,13
59190201,13
24660641,13
59150639,13
48111297,13
59150545,13
35202798,13
59151542,13
35200708,13
59170278,13
24430129,13
24661532,13
48061812,13
59152897,13
46110078,13
59151944,13
24940193,13
35060219,13
24460139,13
46180112,13
59150831,13
48060441,13
59070180,13
59150017,13
24662004,13
59151681,13
12090175,13
24660478,13
48062223,13
59150700,13
35061870,13
35201162,13
48061323,13
59030146,13
24230861,13
35211836,13
35201372,13
35204073,13
24661229,13
13020076,13
47170226,13
48110856,13
24660737,13
24660457,13
59150377,13
35201040,13
59150484,13
12090184,13
24661709,13
48112172,13
59230133,13
35202800,13
59150382,13
24662025,13
35204886,13
35440195,13
35190385,13
35061346,13
59170653,13
59153217,13
35201156,13
59350319,13
35201522,13
11020171,13
13020069,13
59150294,13
35430611,13
35510086,13
59150033,13
59150077,13
48110161,13
59150110,13
59150721,13
24810137,13
24661312,13
35250199,13
35060539,13
35240868,13
59153087,13
59150434,13
48112404,13
59260424,13
59151751,13
35200264,13
59153271,13
35130052,13
35420161,13
24230267,13
59151494,13
24662529,13
12160021,13
59070161,13
59150565,13
48110749,13
24800056,13
35540132,13
24230255,13
59150543,13
12090231,13
35060452,13
24580035,13
59010211,13
59150816,13
24450106,13
59170588,13
59070157,13
35204558,13
59350075,13
12050083,13
35211696,13
24940211,13
59190195,13
35211982,13
59151149,13
48061825,13
24662430,13
59153499,13
13070053,13
35191061,13
59030160,13
48060892,13
35250510,13
59151490,13
35220151,13
35202547,13
59152659,13
35202237,13
11020133,13
24780108,13
59331535,13
24940455,13
12150059,13
35201287,13
48060672,13
13100213,13
59210310,13
59170245,13
35201318,13
59151373,13
59151522,13
48112158,13
47060268,13
59150311,13
48111287,13
24160039,13
59153806,13
59153995,13
59170584,13
35204630,13
24661663,13
24660513,13
35280266,13
24661171,13
24662126,13
59150398,13
24220071,13
24940200,13
59152890,13
24810285,13
35200831,13
24230250,13
24660730,13
24661409,13
24370127,13
59151289,13
59150103,13
59090725,13
48062279,13
24663164,13
12120077,13
24780124,13
59170181,13
35100173,13
35440231,13
24660626,13
35204113,13
35204467,13
59150527,13
47060284,13
59210213,13
35204370,13
59170590,13
59151350,13
35201526,13
24660459,13
48110858,13
35204808,13
35260819,13
35100240,13
59151347,13
35203212,13
35460094,13
59070169,13
48110140,13
48061671,13
35210753,13
35202648,13
59150425,13
59150019,13
48110133,13
59153355,13
35390035,13
13100243,13
24810431,13
35204780,13
48060067,13
35260704,13
35220147,13
35430889,13
47110097,13
12040046,13
46110108,13
24340078,13
35410174,13
59210281,13
13010155,13
24480046,13
24230288,13
24200012,13
59152646,13
24930159,13
48111294,13
35180926,13
48060106,13
35202504,13
24230638,13
24220044,13
12090220,13
11010083,13
59150723,13
24230748,13
12050070,13
59350198,13
24230595,13
35190511,13
59150454,13
35204746,13
35201389,13
59150390,13
35060899,13
35204083,13
24780118,13
35200412,13
24230917,13
10080175,13
24820084,13
24360126,13
35010173,13
59390210,13
35260045,13
35100184,13
10070531,13
24220061,13
12160026,13
24661352,13
59152064,13
59150657,13
59170244,13
35260127,13
24200013,13
35061807,13
47110658,13
48080551,13
35431368,13
59151024,13
24230065,13
24661024,13
35260080,13
35203198,13
24450105,13
24660422,13
60010257,13
59260295,13
35212057,13
48060148,13
12120064,13
59151226,13
59151318,13
59150430,13
48112262,13
48061600,13
35370349,13
59151921,13
24400052,13
35360477,13
13050177,13
35430752,13
59150408,12
35201314,12
48060179,12
35204306,12
48060853,12
59153950,12
59150886,12
35250957,12
59170197,12
35200704,12
59151065,12
48060649,12
35202499,12
59150902,12
48060914,12
59170194,12
35360305,12
24330041,12
35202348,12
35201141,12
35201145,12
59170593,12
35300136,12
46110645,12
35440215,12
35060397,12
59152600,12
10010221,12
47150425,12
59153485,12
35204194,12
35300845,12
35260744,12
35203981,12
59170710,12
59210383,12
35110137,12
35203976,12
13020068,12
35060412,12
59153579,12
59153493,12
35510070,12
59331641,12
48060177,12
59170557,12
35060975,12
35201325,12
24663418,12
35202846,12
35460095,12
35250804,12
35204639,12
35070291,12
24230252,12
35203670,12
35191211,12
24660710,12
48060455,12
24661247,12
59151452,12
59390133,12
35200518,12
24940315,12
35200993,12
24661113,12
59370224,12
59151355,12
35130044,12
59151418,12
24940255,12
24640309,12
35200669,12
59150309,12
59152581,12
24662014,12
35200670,12
59210355,12
46111183,12
35200939,12
48060120,12
12060136,12
59150187,12
59151160,12
24660449,12
59210367,12
35201410,12
24663263,12
48120196,12
59170338,12
35202342,12
11010071,12
59153261,12
59151078,12
24810274,12
48060864,12
24340106,12
24660758,12
59151470,12
24661475,12
59170747,12
59190305,12
24450118,12
48060581,12
59170157,12
59152976,12
59152819,12
59260396,12
59210470,12
24750207,12
59170135,12
35201356,12
24300083,12
46110109,12
35300372,12
35150247,12
59170457,12
59150787,12
35431160,12
35431162,12
24662606,12
59150352,12
59331634,12
35204060,12
35201351,12
48061942,12
35201520,12
35204534,12
59030237,12
59150004,12
35190445,12
35204866,12
59170301,12
35310170,12
59150590,12
48060838,12
35204865,12
48110157,12
48111299,12
48110850,12
24661019,12
59150571,12
59150416,12
59190283,12
59170136,12
35200336,12
24810138,12
59150728,12
48062398,12
24660120,12
35100318,12
35250468,12
59150125,12
59150071,12
35061030,12
59210319,12
48110186,12
35204556,12
48110853,12
35060230,12
35100314,12
35390679,12
35440244,12
12090333,12
35191280,12
59150014,12
12060171,12
24661713,12
59150929,12
35061279,12
59350061,12
35204032,12
35203505,12
35190373,12
59153896,12
24150046,12
10080170,12
35212150,12
24661068,12
59190287,12
59170167,12
24661227,12
35310172,12
35204410,12
46110079,12
48080323,12
24662006,12
12090336,12
59170558,12
48060117,12
35201297,12
59070211,12
35260449,12
59150931,12
10010229,12
46110967,12
24230129,12
47060181,12
59331631,12
59010129,12
24030054,12
24350038,12
24660243,12
59170707,12
59170383,12
24450104,12
59152966,12
59153316,12
35060253,12
59350131,12
59240250,12
24420055,12
35070201,12
35100044,12
35420325,12
35250475,12
24940194,12
59170131,12
24660629,12
59150877,12
24661656,12
59070245,12
35060202,12
35060526,12
24520122,12
10010554,12
48062136,12
35204762,12
10080179,12
35201396,12
35201354,12
24030053,12
35200692,12
48060587,12
24230273,12
59260406,12
35203878,12
35390123,12
35203154,12
48060558,12
24770090,12
24661316,12
35120251,12
59370326,12
60010194,12
59150208,12
35202878,12
59150178,12
59310205,12
48060571,12
46110409,12
24160051,12
59350073,12
24663239,12
12090574,12
35240865,12
59170152,12
35212177,12
60010244,12
35060515,12
48110861,12
35061366,12
24660498,12
35070308,12
13020077,12
24661315,12
48112403,12
48111505,12
48111786,12
47060703,12
59153088,12
59210404,12
59240278,12
59151733,12
35203810,12
59150965,12
59150070,12
35590109,12
35470303,12
59151122,12
24661242,12
48150092,12
59150436,12
35204481,12
24662144,12
24661498,12
35210324,12
35204216,12
35431332,12
24660847,12
35120246,12
35300297,12
11020237,12
35100190,12
24660998,12
35204257,12
35260153,12
35191295,12
59470062,12
59210447,12
24630122,12
59152259,12
59153412,12
59150573,12
24663235,12
59150960,12
59153065,12
35200585,12
35370191,12
24663206,12
59070285,12
59153207,12
35410201,12
59170431,12
35203817,12
35203948,12
24660635,12
35204125,12
59153535,12
24662216,12
35201601,12
59170560,12
59170470,12
35470300,12
35204242,12
59151135,12
59350129,12
59153508,12
24661664,12
35200393,12
12160024,12
35300751,12
59151495,12
48110153,12
35580153,12
24810278,12
13070176,12
35260071,12
12170522,12
35061284,12
35204506,12
24580739,12
59350264,12
24230593,12
59150029,12
35204339,12
35211972,12
35201012,12
59410408,12
24800080,12
35200668,12
59310197,12
59070277,12
35190489,12
24250221,12
35530254,12
24810411,12
24662081,12
24230199,12
24930119,12
59170236,12
35202469,12
24670270,12
35202105,12
59150059,12
35210385,12
59151084,12
12090507,12
48080164,12
35200499,12
35203002,12
47060267,12
24450115,12
35100320,12
48061818,12
59153194,12
35202132,12
24661027,12
35201659,12
35211718,12
48060774,12
24200021,12
35390631,12
59210232,12
24150032,12
24470109,12
35201468,12
59170742,12
35203961,12
35250476,12
59170388,12
35191031,12
35260054,12
35202930,12
11020264,12
59350247,12
48150096,12
48110215,12
59070260,12
24460252,12
35204521,12
24661005,12
35390559,12
35061190,12
59153831,12
35212067,12
24940265,12
46180083,12
35100167,12
59170545,12
11030159,12
59150074,12
35191017,12
35190515,12
35201364,12
48062378,12
48060195,12
35212062,12
59030136,12
10010564,12
35020198,12
59170725,12
59210210,12
35410200,12
24210068,12
35204510,12
24810268,12
35201675,12
24460077,12
48060893,12
24230115,12
35204484,12
35201398,12
35250497,12
24070084,12
24410043,12
24230218,12
35520128,12
59153226,12
59170326,12
59170738,12
35201482,12
24810335,12
48060847,12
12160017,12
35204527,12
35510087,12
35204414,12
35390243,12
59010226,12
59153735,12
24460150,12
47060678,12
35260084,12
35061041,12
35100186,12
59170138,12
35204501,12
35202495,12
24661572,12
35061838,12
13020106,12
24662599,12
35181032,12
35430906,12
35520135,12
35203520,12
35420226,12
12160027,12
59170349,12
59151223,12
35211649,12
12070161,12
59151420,12
35204431,12
35061795,12
35060325,12
59170569,12
35202229,12
35200438,12
35191044,12
35204367,12
24210063,12
24430307,12
24230420,12
35490225,12
35060868,12
59153181,12
59151460,12
59150486,12
59152613,12
24250016,12
35204347,12
35190591,12
59150104,12
59430075,12
24930149,12
24662946,12
59350047,12
35060547,12
35202419,12
59030137,12
35203521,12
48080235,12
59170051,12
35210699,12
35110060,12
11020150,12
48060997,12
24661730,12
59170353,12
13100211,12
35100141,12
35420239,12
35203534,12
35212143,12
24930064,12
59150185,12
35580363,12
12170467,12
59151948,12
35060888,12
35140268,12
35061817,12
59170380,12
35203807,12
35204165,12
35150317,12
59151157,12
35390672,12
59350119,12
24663384,12
24120050,12
24100093,12
35200362,12
59150901,12
12050085,12
35410182,12
59150485,12
35260257,12
24660492,12
35190525,12
35211716,12
24580044,12
61010055,12
24230211,12
35150236,12
24390205,12
24580193,12
59151163,12
59210226,12
35160103,12
24100083,12
35490202,12
35202241,12
35201379,12
12090506,12
35203594,12
13070092,12
35190934,12
35180109,12
48060094,12
12090848,12
35470247,12
47060698,12
47060281,12
35204695,12
59150034,12
24790163,12
59153595,12
24700067,12
59153375,12
35180372,12
35150299,12
13090201,12
35204168,12
24710203,12
59270086,11
59370161,11
35204388,11
11030168,11
35060595,11
59190178,11
24661772,11
35190397,11
35060560,11
59151199,11
59170221,11
35201206,11
59150291,11
59151747,11
35061752,11
35202947,11
59170169,11
35290290,11
24450145,11
59150016,11
35200529,11
24660123,11
24661333,11
24661980,11
35061651,11
24661661,11
59151211,11
24040031,11
35200562,11
35260461,11
35190588,11
59090851,11
59151336,11
24580299,11
24662079,11
48061561,11
59153733,11
59150968,11
59150302,11
59170114,11
35060200,11
35204327,11
24460160,11
59070258,11
35060382,11
24662612,11
35490154,11
24250286,11
59170075,11
59470074,11
24230198,11
59010124,11
35204517,11
12070165,11
24661484,11
35060186,11
24820087,11
11010064,11
24661160,11
24370300,11
48111079,11
59153225,11
35061045,11
47060285,11
59210386,11
12060145,11
24580142,11
24940260,11
24570247,11
24662086,11
24050058,11
59152628,11
59070184,11
35200672,11
35240925,11
24662009,11
35390055,11
24663210,11
13070073,11
48110849,11
35200900,11
35203466,11
59152605,11
59170650,11
35190495,11
35100159,11
48110235,11
59390184,11
24010020,11
35203812,11
24660252,11
59350130,11
48160111,11
24661207,11
24230201,11
35203482,11
35120233,11
48062179,11
59150962,11
59151433,11
59350041,11
35200991,11
48112217,11
24663194,11
35204599,11
61060143,11
24810302,11
35203809,11
59070219,11
35140115,11
24662164,11
24810257,11
35130042,11
59153304,11
24661305,11
12090230,11
24620116,11
35204628,11
35440169,11
35201399,11
35202676,11
24100092,11
59350115,11
35570298,11
59153294,11
35070253,11
35201282,11
35230278,11
13100301,11
35200725,11
24660929,11
24661715,11
59170316,11
35212061,11
35203989,11
12090909,11
35201744,11
35530083,11
48062341,11
24250301,11
59030234,11
35060588,11
35100197,11
59150442,11
59070204,11
59170553,11
47110056,11
35201280,11
35390326,11
35061566,11
35200652,11
59070174,11
24662476,11
59153741,11
35010404,11
59152994,11
35100170,11
35202791,11
24460143,11
48061465,11
59350328,11
59150100,11
59153716,11
59410401,11
24230203,11
48050223,11
24250055,11
35201105,11
48060999,11
24662083,11
13020080,11
48060433,11
35390038,11
35203566,11
24231114,11
35204373,11
24860092,11
59150335,11
59153202,11
35181118,11
24660108,11
12060112,11
59350342,11
24510105,11
47110099,11
24663326,11
35190578,11
35060364,11
59070261,11
35203447,11
35204093,11
35060006,11
59070216,11
35203202,11
59030140,11
24661218,11
35570322,11
59210322,11
35211475,11
48060679,11
35201558,11
12140080,11
59260400,11
35300290,11
48112331,11
59152891,11
35200998,11
10010230,11
48060749,11
59152623,11
35060301,11
59151762,11
35201674,11
12020069,11
12090251,11
59350031,11
59030188,11
35390311,11
59070296,11
47060286,11
24150028,11
46110448,11
48110870,11
48080135,11
13100234,11
10010226,11
24620144,11
11020170,11
48112160,11
59150186,11
48060436,11
24661623,11
24930061,11
59151354,11
24662657,11
35061201,11
59153721,11
24660685,11
59150117,11
59150163,11
59150915,11
59190282,11
24661177,11
48111730,11
59170551,11
59070194,11
35203850,11
59151738,11
59150578,11
59151487,11
24230299,11
12090851,11
47110059,11
24662103,11
48060092,11
59290135,11
59151015,11
24220046,11
59170468,11
59070268,11
13040052,11
35201298,11
35204084,11
24230194,11
10010308,11
35200676,11
35180039,11
24661592,11
59152609,11
48110877,11
35260448,11
35060208,11
35061616,11
35190504,11
24230381,11
59170305,11
35204638,11
59150998,11
35431198,11
35200333,11
59260408,11
59170225,11
35280224,11
35200188,11
35370315,11
12090334,11
35060876,11
35211459,11
35201013,11
35060373,11
35203427,11
24570178,11
48110866,11
35061754,11
35431348,11
24660761,11
24940254,11
35360350,11
59350044,11
11020148,11
59170325,11
35204813,11
59030242,11
35204155,11
48061569,11
24810399,11
59150175,11
48061664,11
59330117,11
59151933,11
24090062,11
12160019,11
35200535,11
35204206,11
59150383,11
59151123,11
48060138,11
12090476,11
12090818,11
59070203,11
24810125,11
59151766,11
24662600,11
35201563,11
13070232,11
11020176,11
35260064,11
10010175,11
24661161,11
35070277,11
48112384,11
35380182,11
59153538,11
35202181,11
35440213,11
10010216,11
35200133,11
35203995,11
35203866,11
24230037,11
59150293,11
48112318,11
35060170,11
59151125,11
24663144,11
59151274,11
35201250,11
35201333,11
24661187,11
24660493,11
35260008,11
48150106,11
12090224,11
24660455,11
35520086,11
24250226,11
24060038,11
35190207,11
59151271,11
59190310,11
59210430,11
59151496,11
59153734,11
59150558,11
47110076,11
35190490,11
35204577,11
35212045,11
35060205,11
24760084,11
10010551,11
59070266,11
24661492,11
35370313,11
60010250,11
59151142,11
12060158,11
35390746,11
59070242,11
35260413,11
35200523,11
35200859,11
35202350,11
48060562,11
24662143,11
35570325,11
59154048,11
59190285,11
35210621,11
35200683,11
10010724,11
59170228,11
35204554,11
35060417,11
35211883,11
59070294,11
59331630,11
24661003,11
59151164,11
35201289,11
59153424,11
59010217,11
12050068,11
59153296,11
13100212,11
59153586,11
48080486,11
24780162,11
59270076,11
35202233,11
35204243,11
35210780,11
13070047,11
47110412,11
35202235,11
48061790,11
59151493,11
59150312,11
35181205,11
35203210,11
48112377,11
60010252,11
24510106,11
35201077,11
59190172,11
59210300,11
24660425,11
35190628,11
24140056,11
35191192,11
59150753,11
48060626,11
35250467,11
35260490,11
59153326,11
59150396,11
59150961,11
59030233,11
12090984,11
35390542,11
59170147,11
59150498,11
48112402,11
13070126,11
24430150,11
35431152,11
10010825,11
10050080,11
24661145,11
24650647,11
24662619,11
35202156,11
48062298,11
12150043,11
35061371,11
59330109,11
35204227,11
35260462,11
35250421,11
35202283,11
59153297,11
59170047,11
59150474,11
35370752,11
24190096,11
13150166,11
24810433,11
24660255,11
59150049,11
35150070,11
35380297,11
35211496,11
24661217,11
59350216,11
35240898,11
59150090,11
47110103,11
59170360,11
35370754,11
59090526,11
47110374,11
35061579,11
48060670,11
59151536,11
59290147,11
24810325,11
59170256,11
35420252,11
60010203,11
59170198,11
35120291,11
59153450,11
59151162,11
35440266,11
13070100,11
35190769,11
48111305,11
24661985,11
35204904,11
48190175,11
24430044,11
35070235,11
48061621,11
35202446,11
12070155,11
35060207,11
46110411,11
35061071,11
35191298,11
48110261,11
12070154,11
48110144,11
59150380,11
35203808,11
35202682,11
35260739,11
35204675,11
12090172,11
35390314,11
59150091,11
35060236,11
24950048,11
24580685,11
59150351,11
59151485,11
59151087,11
59152206,11
35061386,11
59030169,11
35181016,11
35061547,11
35060457,11
59170463,11
48060727,11
13100176,11
24810403,11
35440230,11
59530224,11
24661022,11
35300193,11
35202218,11
35201560,11
35190855,11
59260435,11
48112398,11
24230915,11
35190526,11
24810284,11
59152625,11
10050087,11
35203898,11
35390325,11
47060534,11
48111536,11
35060523,11
59151580,11
35570316,11
10050099,11
35212105,11
11020234,11
48061559,11
35190797,11
35204314,11
24790107,11
24880084,11
59152987,11
35090155,11
59170683,11
35201493,11
35191096,11
59350273,11
48020364,11
24230118,11
35260012,11
35201155,11
35250509,11
35060195,11
35200234,11
59490144,11
59153069,11
35390048,11
59151089,11
59153267,11
35191033,11
59210376,11
59153263,11
59151749,11
59151527,11
59151600,11
35370353,11
24230417,11
35200695,11
10070539,11
24490209,11
24750136,11
35250788,11
24660930,11
10080164,11
24230854,11
24663236,11
24660826,11
59290186,11
24030034,11
46111150,11
35260639,11
35130051,11
35203792,11
35260209,11
59150092,11
24460111,11
35060496,11
59150518,11
35061194,11
35204572,11
59152683,11
10010683,11
48112295,11
13150172,11
13100216,11
10070492,11
24810369,11
24810447,11
24810237,11
59151602,11
24120081,11
48080530,11
35190864,11
35190548,11
35200406,11
24250026,11
12170474,11
35202112,11
13060056,11
35490182,11
35200395,11
35260268,11
35431163,11
59152893,11
35530162,11
13080084,11
59150490,11
35200176,11
24800060,11
35211955,11
10010701,11
59152275,11
35431061,11
48061656,11
35200327,11
35200150,11
35210271,11
35202171,11
35190310,11
10050158,11
35410155,11
13090166,11
24580043,11
35190846,11
48060309,10
24662246,10
35190592,10
35202223,10
59170207,10
24661176,10
59150417,10
59150987,10
35203836,10
59153562,10
35202472,10
48020370,10
35060209,10
35204791,10
48110115,10
24930134,10
59210463,10
35200714,10
59153328,10
35204058,10
12080121,10
35201554,10
12070162,10
35430876,10
35300043,10
35202768,10
35203140,10
48060426,10
35202893,10
24810319,10
35420165,10
24661350,10
24040055,10
24030049,10
35060620,10
59153942,10
46110405,10
24660727,10
59151528,10
24150041,10
59290170,10
59152652,10
48060863,10
35204531,10
35230096,10
24750131,10
35201851,10
48060569,10
24660164,10
24650301,10
35100178,10
35260762,10
12090168,10
24810229,10
24660140,10
24580711,10
59210406,10
24470104,10
24661206,10
60010181,10
35061303,10
59153041,10
24190095,10
59170036,10
35440189,10
24580104,10
35203506,10
10070505,10
59050086,10
35410169,10
35201279,10
59370256,10
24830082,10
48110170,10
48062425,10
35202251,10
24660426,10
59150937,10
24910068,10
59150763,10
24662109,10
35204520,10
35060922,10
59151565,10
24662100,10
24230229,10
59150008,10
59170755,10
35204557,10
24100158,10
24661723,10
24570229,10
24660080,10
35250425,10
48060310,10
48060671,10
48130247,10
24230620,10
35280265,10
35430882,10
24660818,10
48062473,10
59153254,10
48060846,10
