market,region,dump_date,quarter,scope_flag,n_listings,share_l30d_reviews_from_new_pct,share_ltm_reviews_from_new_pct,share_listings_new_pct,d_share_l30d_pp,prev_dump
singapore,APAC,2025-12-29,4Q25,partial,3639,45.190000000000005,33.93,22.14,12.110000000000007,2024-12-28
singapore,APAC,2026-03-30,1Q26,partial,1192,58.4,38.68,36.85,,
singapore,APAC,2026-06-29,2Q26,full,3097,35.08,22.0,17.22,-8.150000000000006,2025-06-25
singapore,APAC,2026-07-24,3Q26,full,3029,30.84,20.03,15.58,-12.390000000000004,2025-06-25
singapore,APAC,2026-08-31,3Q26,full,3147,41.88,23.169999999999998,17.349999999999998,-5.25,2025-09-28
sunshine-coast,APAC,2025-02-23,1Q25,full,7142,25.259999999999998,14.979999999999999,23.880000000000003,,
sunshine-coast,APAC,2025-05-31,2Q25,full,7125,25.419999999999998,14.78,23.61,,
sunshine-coast,APAC,2025-08-31,3Q25,full,7196,25.34,14.31,22.95,,
sunshine-coast,APAC,2025-09-30,3Q25,full,7253,25.929999999999996,14.96,23.09,,
sunshine-coast,APAC,2025-11-30,4Q25,full,7434,24.03,15.42,22.770000000000003,,
sunshine-coast,APAC,2026-02-28,1Q26,partial,6450,24.36,14.430000000000001,22.46,-0.8999999999999986,2025-02-23
sunshine-coast,APAC,2026-06-30,2Q26,full,7297,22.61,13.600000000000001,19.79,-2.8099999999999987,2025-05-31
sunshine-coast,APAC,2026-07-26,3Q26,full,7281,22.97,13.04,19.89,,
sunshine-coast,APAC,2026-08-31,3Q26,full,7279,23.14,12.98,19.56,-2.1999999999999993,2025-08-31
sydney,APAC,2025-09-12,3Q25,full,17730,36.91,21.990000000000002,30.409999999999997,,
sydney,APAC,2025-12-12,4Q25,partial,20436,37.86,22.7,31.71,,
sydney,APAC,2026-01-17,1Q26,partial,17787,39.11,22.08,33.94,,
sydney,APAC,2026-02-17,1Q26,partial,16463,38.67,22.48,32.82,,
sydney,APAC,2026-03-21,1Q26,partial,13563,37.88,23.02,35.04,,
sydney,APAC,2026-04-18,2Q26,partial,13799,38.22,23.25,34.949999999999996,,
sydney,APAC,2026-05-23,2Q26,partial,14638,40.65,23.97,36.0,,
sydney,APAC,2026-06-16,2Q26,full,20573,40.86,24.14,32.029999999999994,,
sydney,APAC,2026-07-15,3Q26,full,20736,41.99,23.59,31.77,,
sydney,APAC,2026-08-15,3Q26,full,20767,40.589999999999996,23.49,31.75,3.6799999999999997,2025-09-12
taipei,APAC,2024-12-31,4Q24,full,5915,41.52,27.51,35.21,,
taipei,APAC,2025-03-28,1Q25,full,5977,39.31,23.06,31.61,,
taipei,APAC,2025-06-29,2Q25,full,6196,38.2,20.39,29.82,,
taipei,APAC,2025-09-30,3Q25,full,6241,41.93,21.69,30.04,,
taipei,APAC,2025-11-30,4Q25,full,6255,39.269999999999996,22.25,30.14,-2.250000000000007,2024-12-31
taipei,APAC,2026-02-28,1Q26,partial,5450,37.36,24.33,30.740000000000002,-1.9500000000000028,2025-03-28
taipei,APAC,2026-06-30,2Q26,full,6419,28.12,18.68,25.31,-10.080000000000002,2025-06-29
taipei,APAC,2026-07-26,3Q26,full,6430,27.61,17.29,24.81,-10.590000000000003,2025-06-29
taipei,APAC,2026-08-31,3Q26,full,6398,26.82,15.22,23.93,-15.11,2025-09-30
tasmania,APAC,2025-03-02,1Q25,full,6478,18.82,11.1,17.330000000000002,,
tasmania,APAC,2025-06-09,2Q25,full,6477,20.16,11.379999999999999,17.61,,
tasmania,APAC,2025-09-11,3Q25,full,6501,18.94,11.0,16.939999999999998,,
tasmania,APAC,2025-12-12,4Q25,partial,6648,17.75,9.78,15.920000000000002,,
tasmania,APAC,2026-03-19,1Q26,partial,6031,18.09,10.38,17.39,-0.7300000000000004,2025-03-02
tasmania,APAC,2026-06-15,2Q26,full,6618,18.09,10.0,15.370000000000001,-2.0700000000000003,2025-06-09
tasmania,APAC,2026-07-14,3Q26,full,6629,18.23,10.02,15.52,-1.9299999999999997,2025-06-09
tasmania,APAC,2026-08-13,3Q26,full,6642,18.16,10.24,15.53,-0.7800000000000011,2025-09-11
tokyo,APAC,2024-12-30,4Q24,full,21058,45.14,26.82,41.81,,
tokyo,APAC,2025-03-23,1Q25,full,22783,45.82,27.779999999999998,41.24,,
tokyo,APAC,2025-06-27,2Q25,full,25297,44.46,29.509999999999998,41.089999999999996,,
tokyo,APAC,2025-09-29,3Q25,full,27945,44.51,27.189999999999998,40.67,,
tokyo,APAC,2025-12-29,4Q25,partial,29807,43.76,26.490000000000002,39.269999999999996,-1.3800000000000026,2024-12-30
tokyo,APAC,2026-03-30,1Q26,partial,24790,44.269999999999996,27.32,37.62,-1.5500000000000043,2025-03-23
tokyo,APAC,2026-06-30,2Q26,full,34419,40.43,27.6,35.949999999999996,-4.030000000000001,2025-06-27
tokyo,APAC,2026-07-24,3Q26,full,35097,39.879999999999995,26.39,35.02,-4.580000000000005,2025-06-27
tokyo,APAC,2026-08-31,3Q26,full,35771,39.32,24.84,33.95,-5.189999999999998,2025-09-29
western-australia,APAC,2024-12-25,4Q24,full,13126,29.84,17.52,24.93,,
western-australia,APAC,2025-03-18,1Q25,full,12232,30.620000000000005,17.68,25.130000000000003,,
western-australia,APAC,2025-06-23,2Q25,full,12628,30.830000000000002,17.98,25.169999999999998,,
western-australia,APAC,2025-09-26,3Q25,full,12807,30.919999999999998,17.1,23.94,,
western-australia,APAC,2025-12-28,4Q25,partial,12265,29.330000000000002,17.150000000000002,25.590000000000003,-0.509999999999998,2024-12-25
western-australia,APAC,2026-03-29,1Q26,partial,10465,30.869999999999997,17.75,26.85,0.2499999999999929,2025-03-18
western-australia,APAC,2026-06-28,2Q26,full,11724,30.509999999999998,17.25,25.83,-0.32000000000000384,2025-06-23
western-australia,APAC,2026-07-22,3Q26,full,13150,29.609999999999996,16.84,24.54,-1.220000000000006,2025-06-23
western-australia,APAC,2026-08-30,3Q26,full,13141,29.89,16.91,24.4,-1.0299999999999976,2025-09-26
