market,region,dump_date,quarter,price_basis,scope_flag,usable_for_premium,age_field,variant,n_new,n_old,median_new,median_old,mean_new,mean_old,raw_median_premium_pct,raw_mean_premium_pct,raw_logmean_premium_pct,hedonic_premium_logpts,hedonic_se,hedonic_premium_l30d_weighted_logpts,hedonic_se_l30d_weighted,n_weighted_new,n_weighted_old
belize,LatAm,2024-12-29,4Q24,listed_nightly,full,True,first_review,all_rooms,506,1786,357.0,301.0,550.7667984189724,450.3829787234043,18.60465116279071,22.288546512148997,18.729363798987553,7.295998107194217,3.073675551957948,-0.9032591083406326,6.080258230059696,219,632
belize,LatAm,2024-12-29,4Q24,listed_nightly,full,True,first_review,entire_home,421,1353,366.0,343.0,578.5154394299287,500.4589800443459,6.705539358600587,15.596974477042291,13.072005443316126,4.4691751159851005,3.2756722793764763,-4.1922293028343205,6.485083882881559,187,528
belize,LatAm,2024-12-29,4Q24,listed_nightly,full,True,host_since,all_rooms,126,2630,362.0,323.0,546.3253968253969,504.33536121673006,12.074303405572762,8.325816279739762,9.617912633085801,18.909348443947692,6.788050864850523,0.3897009938311997,16.355732971511785,36,817
belize,LatAm,2025-03-23,1Q25,listed_nightly,full,True,first_review,all_rooms,485,1934,350.0,291.5,458.03298969072165,420.5858324715615,20.068610634648376,8.903570764403291,9.914265152732238,0.15682808781228957,2.8723007011020494,-6.202925199056915,5.39835673867326,256,857
belize,LatAm,2025-03-23,1Q25,listed_nightly,full,True,first_review,entire_home,400,1484,378.5,331.5,490.9375,463.9117250673854,14.17797888386123,5.825628772087832,7.36638462418524,-0.8163792616055049,3.0604236395111126,-5.6474195275794745,6.004584676362812,211,700
belize,LatAm,2025-03-23,1Q25,listed_nightly,full,True,host_since,all_rooms,133,2700,361.0,308.5,513.3458646616541,450.3096296296296,17.01782820097244,13.998420394400735,12.469473271303322,21.17021306947896,6.450062675235024,-5.81122182268848,17.69390389065705,43,1076
belize,LatAm,2025-06-25,2Q25,listed_nightly,full,True,first_review,all_rooms,475,2026,315.0,267.0,424.3494736842105,389.4758144126357,17.97752808988764,8.953998677470487,8.795101079020906,-1.6445515685765657,2.8172136463757766,-9.034371774927578,5.530981767588125,143,487
belize,LatAm,2025-06-25,2Q25,listed_nightly,full,True,first_review,entire_home,390,1571,343.5,290.0,454.3974358974359,424.78548695098664,18.448275862068964,6.9710359360431795,7.394874430392129,-3.347399891242674,3.007906931415064,-6.722025043366588,5.664586769911876,129,431
belize,LatAm,2025-06-25,2Q25,listed_nightly,full,True,host_since,all_rooms,123,2766,296.0,278.5,521.439024390244,426.79645697758497,6.283662477558338,22.175106157835224,14.179467091075537,15.21201209453779,7.493174757656321,-9.236034051428458,12.702695553923926,26,585
belize,LatAm,2025-09-28,3Q25,listed_nightly,full,True,first_review,all_rooms,445,2058,291.0,253.0,403.17303370786516,361.87560738581146,15.019762845849804,11.412050295510712,9.854719984105298,0.4670152660581124,2.928438099806156,-1.2445718416597857,6.381213699896847,101,377
belize,LatAm,2025-09-28,3Q25,listed_nightly,full,True,first_review,entire_home,352,1590,322.0,273.0,434.4573863636364,389.61069182389934,17.948717948717952,11.51064266994175,10.67624263049165,-2.1677895356034083,3.060462710184736,-1.3093734825157606,6.324741287638999,88,327
belize,LatAm,2025-09-28,3Q25,listed_nightly,full,True,host_since,all_rooms,122,2925,330.0,273.0,602.7540983606557,441.25811965811965,20.879120879120872,36.59898175418523,17.956242688689272,6.232219021179927,7.581016250071812,-4.061632077624582,10.483008598786755,15,464
belize,LatAm,2026-03-30,1Q26,quote_per_night,partial,True,first_review,all_rooms,381,1997,400.0,380.7,561.0379265091864,521.8724136204306,5.06960861570791,7.504806130113195,4.019100342551063,-5.756357563075454,2.9509227243648706,0.8897614091074849,4.347990809053486,205,940
belize,LatAm,2026-03-30,1Q26,quote_per_night,partial,True,first_review,entire_home,289,1532,482.43,442.65999999999997,640.8622491349481,575.2089621409922,8.98432205304298,11.413815033337983,8.306858093264857,-7.390666454393583,3.1703499953144796,0.9733824855330416,4.743370575358153,165,798
belize,LatAm,2026-06-29,2Q26,quote_per_night,full,True,first_review,all_rooms,444,2193,369.495,344.5,542.794954954955,477.21572275421795,7.255442670537016,13.742051880070294,6.665344839379372,0.22181613925112134,2.915476872966534,-0.20583092395542418,4.999630994503399,136,534
belize,LatAm,2026-06-29,2Q26,quote_per_night,full,True,first_review,entire_home,312,1596,451.38,396.25,623.334967948718,539.8258709273183,13.912933753943225,15.469635954636063,9.609991012455499,-2.74438020061704,3.169741792632207,-1.6073711405496274,5.095003859707288,113,460
belize,LatAm,2026-07-24,3Q26,quote_per_night,full,True,first_review,all_rooms,477,2206,356.5,342.75,523.1140041928721,479.14171350861284,4.01167031363967,9.177303800636194,4.266370918598383,-4.507094473214875,2.7631182089053676,-8.495244529692206,4.665772090484971,179,569
belize,LatAm,2026-07-24,3Q26,quote_per_night,full,True,first_review,entire_home,346,1600,420.08500000000004,400.0,589.2287283236993,542.0110375,5.021249999999999,8.71157366858959,5.6797283795137155,-8.156322679734686,2.9240183782297353,-4.428066716273118,4.717993992049736,154,484
belize,LatAm,2026-08-31,3Q26,quote_per_night,full,True,first_review,all_rooms,484,2145,355.5,343.15,516.6512396694216,468.61300233100235,3.5990091796590518,10.251153318295604,6.556245445911824,-6.7996125536662495,2.6890733038868846,-7.0960012840569355,4.813857778780778,162,483
belize,LatAm,2026-08-31,3Q26,quote_per_night,full,True,first_review,entire_home,369,1546,426.78,388.855,569.6757181571816,528.7443919793014,9.752992760797706,7.741231263873605,5.7742467755172555,-8.780334650947,2.803668480750748,-1.1991528796630855,4.745837790426662,144,407
bogota,LatAm,2026-06-21,2Q26,quote_per_night,full,True,first_review,all_rooms,4281,10282,163816.0,166470.5,195350.68308105582,199044.16852363353,-1.5945768169135066,-1.8556109781931007,-0.45647380073123855,-1.1391046278819765,0.7964650526165868,-2.14366078738753,1.4428039823525594,2217,3230
bogota,LatAm,2026-06-21,2Q26,quote_per_night,full,True,first_review,entire_home,3406,8075,176882.5,182588.5,214977.42266294776,220366.25279009287,-3.1250599024582604,-2.4453971780688977,-1.389374405164645,-0.6090563196183268,0.869993405612627,-2.8058510849481175,1.5455892803310622,1896,2828
bogota,LatAm,2026-07-23,3Q26,quote_per_night,full,True,first_review,all_rooms,4254,10317,170220.5,170265.0,208909.73691819466,207044.12924105846,-0.026135729597975832,0.9010676535358808,1.969899814270093,0.9183084364341537,0.8272025405868235,-2.1096600184459406,1.4057304645871471,2254,3300
bogota,LatAm,2026-07-23,3Q26,quote_per_night,full,True,first_review,entire_home,3411,8105,182589.0,185000.0,227445.83193198475,229322.74130289943,-1.3032432432432461,-0.8184575852577924,0.1886311499736948,0.9348262318253222,0.8935759803469158,-3.1153600079511596,1.504388478412515,1929,2864
bogota,LatAm,2026-08-18,3Q26,quote_per_night,full,True,first_review,all_rooms,4293,10437,169361.0,170000.0,202854.1238714186,205727.7902836064,-0.37588235294118144,-1.3968294746306786,0.66867584140482,-0.028036091333986463,0.803915140683126,-3.1123863103692635,1.263439989001889,2448,3894
bogota,LatAm,2026-08-18,3Q26,quote_per_night,full,True,first_review,entire_home,3411,8187,182917.75,185000.0,223054.84961008502,227117.3926090143,-1.1255405405405372,-1.78874147517315,-0.4172881130140027,0.47870998429384165,0.8799835157650651,-3.2535303046291544,1.3386956621719672,2063,3370
brisbane,APAC,2025-08-04,3Q25,listed_nightly,full,True,first_review,all_rooms,1736,2771,205.0,194.0,219.06624423963135,221.8957055214724,5.670103092783507,-1.2751311591144066,-1.0378696305504143,0.42606656310620084,1.0629573497122764,2.5850133274511995,1.3413956492110255,1276,1733
brisbane,APAC,2025-08-04,3Q25,listed_nightly,full,True,first_review,entire_home,1318,2205,230.0,212.0,256.32928679817906,249.28571428571428,8.490566037735858,2.825501867464375,4.572196582889809,1.896569186983477,1.151506533898814,4.815018330646688,1.497732827110076,1000,1428
brisbane,APAC,2025-08-04,3Q25,listed_nightly,full,True,host_since,all_rooms,290,4756,200.0,200.0,207.68620689655174,228.55130361648443,0.0,-9.129283618064555,-10.91369713322381,-3.441342776664609,2.265432793196735,3.2529253367006095,3.080908726551598,176,2840
brisbane,APAC,2025-10-07,4Q25,listed_nightly,full,True,first_review,all_rooms,1809,2805,188.0,180.0,205.18960751796573,209.4409982174688,4.444444444444451,-2.0298751131279102,-1.9245440702039929,-1.4785167532164263,1.0290679443841173,3.420920836586462,1.3347837033046848,1211,1584
brisbane,APAC,2025-10-07,4Q25,listed_nightly,full,True,first_review,entire_home,1398,2237,212.0,199.0,236.846208869814,233.0487259722843,6.5326633165829096,1.6294802220808258,3.3499573925629633,0.9396375977594222,1.121016668176379,5.777269267118513,1.4914702554436334,971,1338
brisbane,APAC,2025-10-07,4Q25,listed_nightly,full,True,host_since,all_rooms,298,4940,194.5,185.0,209.1241610738255,217.13825910931175,5.135135135135127,-3.690781195520132,-1.927258951314137,-1.9794236882209357,2.3451744482973704,1.8219490310322302,3.5129784756871256,153,2647
brisbane,APAC,2026-03-19,1Q26,quote_per_night,partial,True,first_review,all_rooms,1834,2988,297.0,268.0,310.0628353326063,297.1336847389558,10.820895522388053,4.3512907683318724,5.0532061946429785,2.696448427863065,0.9652412293379372,4.063091571077701,1.3387011697935531,1214,1734
brisbane,APAC,2026-03-19,1Q26,quote_per_night,partial,True,first_review,entire_home,1454,2370,325.0,292.0,354.40247592847317,333.2868565400844,11.301369863013688,6.335569187334333,8.97612122431779,5.8674453415185415,0.9877809670246158,6.431264508435822,1.4573564122070533,977,1425
brisbane,APAC,2026-06-15,2Q26,quote_per_night,full,True,first_review,all_rooms,1738,3208,282.25,268.0,299.6931242807825,290.29482855361596,5.317164179104483,3.237500224855272,3.442646964402396,1.867627813634397,0.9598364852256365,3.9517051884748375,1.3071573403968428,1126,1789
brisbane,APAC,2026-06-15,2Q26,quote_per_night,full,True,first_review,entire_home,1372,2544,316.75,290.5,343.0017638483965,325.2401257861635,9.036144578313255,5.461084489283086,7.081666543376652,3.4716421595672933,0.9863306726595186,3.9242695310941196,1.4075712007204932,949,1493
brisbane,APAC,2026-07-14,3Q26,quote_per_night,full,True,first_review,all_rooms,1694,3228,305.0,280.0,324.8699232585596,305.21065365551425,8.92857142857142,6.4412134267221255,5.1498327425822055,3.151399349364285,0.9721776169485568,4.991768091279495,1.3076206248665894,1077,1699
brisbane,APAC,2026-07-14,3Q26,quote_per_night,full,True,first_review,entire_home,1326,2557,342.58500000000004,312.0,376.37125188536953,344.2931247555729,9.802884615384633,9.317097793506669,9.940794879003612,5.053941513392311,1.027406762894447,4.456197629432119,1.4154541608511013,905,1450
brisbane,APAC,2026-08-13,3Q26,quote_per_night,full,True,first_review,all_rooms,1673,3296,306.0,278.35,317.424118350269,303.0689472087379,9.93353691395724,4.736602437742987,4.439924138410767,1.4362443451123685,0.9604021721966202,3.748751635455255,1.3755712307056027,1070,1750
brisbane,APAC,2026-08-13,3Q26,quote_per_night,full,True,first_review,entire_home,1313,2605,342.0,309.0,366.75393754760097,342.3118848368522,10.679611650485432,7.14028749612301,8.78042389974425,4.40595001118294,1.008348169461094,5.07410382200898,1.5235403354137187,876,1479
buenos-aires,LatAm,2025-07-27,3Q25,listed_nightly,full,True,first_review,all_rooms,5587,17887,51400.0,51491.0,63247.815464471096,65061.613238664955,-0.17672991396554538,-2.7878155549883488,-0.9864235484148054,-1.950810580607397,0.6181903530713321,-1.1406738466149078,0.9254960678195671,3142,7561
buenos-aires,LatAm,2025-07-27,3Q25,listed_nightly,full,True,first_review,entire_home,5255,16659,52117.0,52963.0,64645.70161750713,66899.54385017107,-1.597341540320596,-3.368994918278767,-1.826221638713399,-2.1679409205061577,0.627402605293163,-1.2172062894677178,0.934296043664509,3015,7232
buenos-aires,LatAm,2025-07-27,3Q25,listed_nightly,full,True,host_since,all_rooms,969,25909,50148.0,51820.0,62463.255933952525,66703.21027442202,-3.226553454264758,-6.3564471980074195,-5.449014667124885,-1.6020758244937212,1.4548359111900415,-3.7853602554469,2.2893016327992655,429,10307
buenos-aires,LatAm,2025-08-29,3Q25,listed_nightly,full,True,first_review,all_rooms,5463,17850,54195.0,53699.0,66667.09500274574,67150.79490196079,0.9236671073949321,-0.7203189477075322,0.652971203626862,-0.6538573482506925,0.6139026146337245,0.7961687551169219,0.9437201096690616,2734,6896
buenos-aires,LatAm,2025-08-29,3Q25,listed_nightly,full,True,first_review,entire_home,5129,16612,55214.0,54974.5,68247.89881068435,69114.93986274982,0.43565653166468543,-1.2544915090532682,-0.006776355333926176,-0.8075289016878928,0.6221586930244395,0.6096380238867469,0.9571169506176123,2632,6605
buenos-aires,LatAm,2025-08-29,3Q25,listed_nightly,full,True,host_since,all_rooms,919,25750,50689.0,54309.0,63176.5027203482,69264.72986407767,-6.665561877405213,-8.789794106866166,-8.073595896056673,-2.5331080108951523,1.431142765969387,-1.5083669128833788,2.1572018957365775,360,9290
buenos-aires,LatAm,2025-09-27,3Q25,listed_nightly,full,True,first_review,all_rooms,5219,17862,55430.0,55270.0,68835.4954972217,69320.36026200873,0.28948796815633226,-0.6994550561399304,0.6346865154350567,-0.4295890008120957,0.635198121099938,0.6198287862928485,0.9768801778046362,2723,7181
buenos-aires,LatAm,2025-09-27,3Q25,listed_nightly,full,True,first_review,entire_home,4894,16631,56635.0,56967.0,70407.61074785452,71334.49443809754,-0.5827935471413248,-1.2993485095031398,-0.05598454960029642,-0.7515711260841168,0.6439846579920707,0.4334527993738676,1.000408915316095,2602,6885
buenos-aires,LatAm,2025-09-27,3Q25,listed_nightly,full,True,host_since,all_rooms,889,25507,53390.0,55792.0,65643.88188976378,71483.72705531814,-4.30527674218526,-8.169474936631605,-6.7182662585491215,-1.7105705392133348,1.4411477156342005,-2.039816586674013,2.458701693665118,355,9580
buenos-aires,LatAm,2025-10-29,4Q25,listed_nightly,full,True,first_review,all_rooms,5193,17894,66303.0,64830.0,81511.7849027537,81815.50039119257,2.2720962517353005,-0.37121998519435984,1.0947481449550267,0.6005576478852412,0.6594174292799275,0.37397590051119944,1.054178550208396,2905,7716
buenos-aires,LatAm,2025-10-29,4Q25,listed_nightly,full,True,first_review,entire_home,4848,16688,67297.5,66303.0,83691.49216171617,84228.51198465964,1.4999321297678891,-0.6375748666214931,0.8353841992279953,0.41163645381849734,0.6715269298216768,0.3392567631733537,1.0816350683956124,2763,7413
buenos-aires,LatAm,2025-10-29,4Q25,listed_nightly,full,True,host_since,all_rooms,864,25321,61971.5,66055.0,75736.51273148147,84094.1082105762,-6.181969570812207,-9.938384099593344,-8.259711747706966,-2.373812220783042,1.506051400277649,-5.466543397539389,2.3257876944666642,410,10251
buenos-aires,LatAm,2026-03-30,1Q26,quote_per_night,partial,True,first_review,all_rooms,5496,18034,94490.6,93101.0,110602.69052401747,112441.21685094821,1.4925725824642022,-1.6350999912851272,-0.023550067244570982,0.8582295771417318,0.6350260881587064,-1.8492721999282127,0.9175262502929422,3494,8900
buenos-aires,LatAm,2026-03-30,1Q26,quote_per_night,partial,True,first_review,entire_home,5039,16754,96415.5,95144.0,114679.53350267911,116045.84073355616,1.3363953586143174,-1.1773857832734547,0.6796026496578733,0.940955211532281,0.6469744526157385,-1.5758916527862064,0.9451756203423293,3262,8448
buenos-aires,LatAm,2026-06-29,2Q26,quote_per_night,full,True,first_review,all_rooms,5794,18234,100549.75,100796.715,119127.62141870901,121338.91894866733,-0.24501294511433125,-1.822414068888989,-0.8685403574446582,1.0619456656189357,0.6044205261728071,-3.062796084448579,0.8980268275604343,2913,7100
buenos-aires,LatAm,2026-06-29,2Q26,quote_per_night,full,True,first_review,entire_home,5277,16878,103296.56,103687.5,124006.20582717455,125505.61778409765,-0.3770367691380394,-1.194697084797014,-0.19238216346657566,0.9210696026194174,0.6130271270355364,-3.230286045815467,0.9204800278003276,2738,6830
buenos-aires,LatAm,2026-07-24,3Q26,quote_per_night,full,True,first_review,all_rooms,5783,18183,104223.0,103478.5,123527.45696005534,126175.18027663203,0.7194731272679888,-2.098450195015933,-0.3291441779166959,1.7295219998692695,0.610836605478913,-1.109735140227294,0.9093327396308866,3392,7981
buenos-aires,LatAm,2026-07-24,3Q26,quote_per_night,full,True,first_review,entire_home,5287,16833,107228.0,107200.5,128377.54591072442,130449.00009564546,0.025652865425063176,-1.5879417882867952,-0.02214167414251733,1.5547294489510755,0.6207016129287664,-1.4702298354759462,0.9219029889157208,3205,7660
buenos-aires,LatAm,2026-08-30,3Q26,quote_per_night,full,True,first_review,all_rooms,5948,18103,104383.5,104985.9,123008.26317921991,126059.81190078991,-0.5737913376939185,-2.4207149570963926,-0.9140801568342738,0.7745611750885746,0.5938174437535183,-0.9621017541327394,0.8264043029186067,3490,8158
buenos-aires,LatAm,2026-08-30,3Q26,quote_per_night,full,True,first_review,entire_home,5428,16767,107768.555,108165.33,128032.2279421518,130313.95238444564,-0.36682271481999207,-1.7509440858354264,-0.3154145438037048,0.8121338277502588,0.6019348408087978,-1.446461506238973,0.8513361867717286,3296,7817
chicago,NAM,2025-03-11,1Q25,listed_nightly,full,True,first_review,all_rooms,1592,4414,138.0,133.0,171.62374371859298,171.7675577707295,3.759398496240607,-0.08372596897981976,0.6283117392302806,-1.745210481818455,1.3533918533208422,14.37462059961922,5.798044044021018,791,1760
chicago,NAM,2025-03-11,1Q25,listed_nightly,full,True,first_review,entire_home,1261,3452,152.0,152.0,187.7676447264076,193.98899188876013,0.0,-3.2070619584022797,-1.1414994698824898,-2.853745718781216,1.428859395325349,4.551528006999632,3.661161263289161,675,1494
chicago,NAM,2025-03-11,1Q25,listed_nightly,full,True,host_since,all_rooms,341,7227,118.0,138.0,163.1290322580645,176.3777501037775,-14.492753623188403,-7.5115584805439894,-13.891014252653555,-4.919095826242068,2.981875303425485,14.685651951253151,10.9587853010936,92,2464
chicago,NAM,2025-06-17,2Q25,listed_nightly,full,True,first_review,all_rooms,1606,4392,151.5,161.0,195.2596513075965,217.735883424408,-5.900621118012417,-10.322704628800716,-8.55810048782395,-7.993163603078058,1.44272510259555,-5.519940704616744,3.0461224307306303,1172,2816
chicago,NAM,2025-06-17,2Q25,listed_nightly,full,True,first_review,entire_home,1286,3453,170.0,190.0,220.55054432348368,250.48885027512307,-10.526315789473683,-11.951951521497595,-10.908873685518383,-9.769945287567237,1.5520224859781997,-8.609565910347584,2.034628452682248,1014,2296
chicago,NAM,2025-06-17,2Q25,listed_nightly,full,True,host_since,all_rooms,333,7191,144.0,171.0,235.83783783783784,233.50479766374636,-15.789473684210531,0.9991401450565096,-8.796636516289524,1.6173530291815637,4.290735312256869,17.57502435251949,12.563141672777892,181,3812
chicago,NAM,2025-09-22,3Q25,listed_nightly,full,True,first_review,all_rooms,1635,4590,135.0,148.0,174.3822629969419,195.6553376906318,-8.783783783783782,-10.872729026859806,-7.1939150926230155,-7.901789249449929,1.3198281750439358,-7.949095414459912,3.2241519525726514,1163,2840
chicago,NAM,2025-09-22,3Q25,listed_nightly,full,True,first_review,entire_home,1338,3683,154.0,171.0,193.84379671150973,222.5786043985881,-9.941520467836263,-12.90995950159739,-9.3801426625296,-9.436006369491153,1.3970778438194693,-10.386624075291593,2.3370267021855975,1006,2341
chicago,NAM,2025-09-22,3Q25,listed_nightly,full,True,host_since,all_rooms,295,6803,120.0,144.0,181.09830508474576,209.20549757459943,-16.666666666666664,-13.435207399285042,-17.54641324858266,-7.662019698605118,3.7070590562052503,28.719061121937788,14.337027736959914,187,3819
chicago,NAM,2026-04-24,2Q26,quote_per_night,partial,True,first_review,all_rooms,1317,3390,208.0,218.51999999999998,253.70121488230828,269.5052772861357,-4.814204649459997,-5.864101275852995,-4.87629096300104,-7.646669903857467,1.3474531971434343,-6.050707821459984,2.373342570580101,950,2233
chicago,NAM,2026-04-24,2Q26,quote_per_night,partial,True,first_review,entire_home,1138,2783,223.07999999999998,241.67,270.850632688928,297.68435860582105,-7.692307692307699,-9.01415379785706,-9.0820039038638,-7.430607912946511,1.345591810213062,-5.167855111319486,1.80530843721167,847,1929
chicago,NAM,2026-05-26,2Q26,quote_per_night,partial,True,first_review,all_rooms,1474,4813,220.0,214.06,275.1635549525102,268.0439663411593,2.7749229188078095,2.656127167693545,3.0682054478480936,-0.11042477386359849,1.4402603455963388,-0.29377354098853736,1.9932083207968354,1034,2962
chicago,NAM,2026-05-26,2Q26,quote_per_night,partial,True,first_review,entire_home,1181,3807,246.0,245.0,307.5334208298052,304.824378775939,0.40816326530612734,0.8887222422119478,2.2151731558133214,0.08207211530389136,1.5030710250150237,0.3341807330989126,1.9351782101039308,881,2474
chicago,NAM,2026-06-24,2Q26,quote_per_night,full,True,first_review,all_rooms,1473,4910,233.5,223.0,291.69809232858114,283.43229531568227,4.7085201793722,2.916321516463949,2.5722764629417583,0.9952895437735593,1.4570752264422422,0.21009685948240117,1.7992097471269046,1085,3212
chicago,NAM,2026-06-24,2Q26,quote_per_night,full,True,first_review,entire_home,1154,3860,265.16499999999996,256.0,329.998266897747,323.99569948186524,3.580078124999986,1.8526688550129178,2.9272277112109,0.9687490982144837,1.5020677308551735,-0.9624888266430351,1.7900361057120555,890,2657
chicago,NAM,2026-07-20,3Q26,quote_per_night,full,True,first_review,all_rooms,1420,4863,255.03,233.94,318.5040070422535,304.0204914661731,9.015132085150036,4.7639932118496375,4.635769565662962,2.08406367819212,1.59123487284641,2.928818043651921,2.5460152493387724,1015,3232
chicago,NAM,2026-07-20,3Q26,quote_per_night,full,True,first_review,entire_home,1127,3862,287.0,268.125,356.664099378882,343.6392982910409,7.039627039627039,3.7902536620854965,5.787427644665399,2.899836491800913,1.6185350099898872,3.190768123865026,2.4386996403162247,853,2697
chicago,NAM,2026-08-27,3Q26,quote_per_night,full,True,first_review,all_rooms,1477,4991,221.0,208.64,278.1918551117129,267.1510278501302,5.92407975460123,4.132803586957001,4.054721793923299,1.5640777859263904,1.4792749489576678,-2.201558224294947,2.1789188859790367,1085,3402
chicago,NAM,2026-08-27,3Q26,quote_per_night,full,True,first_review,entire_home,1145,3919,250.0,238.81,310.197807860262,300.3593033937229,4.685733428248406,3.275578400727075,3.670254674406781,0.48459983784738825,1.5178387203131847,1.3586381854696163,1.9108343174060867,878,2776
hong-kong,APAC,2025-03-16,1Q25,listed_nightly,full,True,first_review,all_rooms,801,2056,589.0,481.5,718.4569288389513,693.3852140077821,22.326064382139155,3.615842150174231,7.55259856241306,-1.7874331370932417,1.9102578180255982,-8.06146773490065,3.0645937247770414,313,598
hong-kong,APAC,2025-03-16,1Q25,listed_nightly,full,True,first_review,entire_home,454,945,814.0,850.0,944.8788546255506,1008.6962962962963,-4.23529411764706,-6.326725091097174,-3.6383553236881028,-5.5600977295389775,2.5808965758689157,-4.374219628830995,3.9565248714698096,203,298
hong-kong,APAC,2025-03-16,1Q25,listed_nightly,full,True,host_since,all_rooms,200,5348,540.0,386.0,716.11,617.9468960359013,39.896373056994825,15.885362414442096,30.375339311464877,0.12814446962161577,3.7989687446856166,-7.735723255097442,5.833136677617448,65,849
hong-kong,APAC,2025-06-21,2Q25,listed_nightly,full,True,first_review,all_rooms,796,2167,570.0,451.0,692.6871859296482,661.1767420396862,26.385809312638585,4.765812510699385,9.516356863576814,-2.7149115053745563,2.0185946787339994,-10.373163734245681,4.083980499628874,274,509
hong-kong,APAC,2025-06-21,2Q25,listed_nightly,full,True,first_review,entire_home,465,995,785.0,833.0,901.5978494623656,969.0422110552764,-5.762304921968786,-6.959899251392221,-4.687698310092436,-6.516608999319322,2.7566465486900165,-13.358802672113077,5.501554601431401,188,266
hong-kong,APAC,2025-06-21,2Q25,listed_nightly,full,True,host_since,all_rooms,193,5409,510.0,379.0,683.119170984456,615.5444629321502,34.56464379947231,10.978038488139962,24.288601998465165,-5.424777545375148,4.402501314966775,3.5106843089553355,7.740729860853582,51,685
hong-kong,APAC,2025-09-23,3Q25,listed_nightly,full,True,first_review,all_rooms,678,2044,591.0,500.0,728.4439528023598,722.5078277886497,18.199999999999996,0.8216000969676118,6.120310782724747,-4.671340848917052,2.0656556254211136,-9.82798835035432,3.34255724569746,274,572
hong-kong,APAC,2025-09-23,3Q25,listed_nightly,full,True,first_review,entire_home,384,956,832.5,843.0,932.4713541666666,1026.5491631799164,-1.245551601423489,-9.164471842909816,-5.050816628065746,-9.880755158157761,2.7462778983255576,-9.795427910493794,4.589631206019251,164,279
hong-kong,APAC,2025-09-23,3Q25,listed_nightly,full,True,host_since,all_rooms,182,5204,515.5,419.0,687.978021978022,661.8845119139123,23.0310262529833,3.942305582685024,19.30621101491994,1.5603044779693351,4.757604171000869,-8.143202784122195,5.953842419861043,34,812
hong-kong,APAC,2026-06-27,2Q26,quote_per_night,full,True,first_review,all_rooms,727,2514,719.0,548.5,852.0181292984869,782.1853221957041,31.084776663628077,8.927910703661922,14.931853141644691,0.24576140262249765,1.9788873951708168,3.0418361412974084,3.4482795409782216,229,493
hong-kong,APAC,2026-06-27,2Q26,quote_per_night,full,True,first_review,entire_home,405,1057,1042.5,1041.33,1120.1756543209876,1175.6500946073795,0.11235631356054654,-4.718618281140707,-0.11019740658726462,-6.463044934739879,2.679615820349927,-2.343122891644543,4.692541041938166,158,262
hong-kong,APAC,2026-07-21,3Q26,quote_per_night,full,True,first_review,all_rooms,720,2476,704.75,599.0,863.5487916666667,819.0200040387722,17.654424040066786,5.436837611818146,10.314828747852989,-2.2875900801320386,1.9424779035185322,-0.19183383591054004,2.9832839650827485,250,525
hong-kong,APAC,2026-07-21,3Q26,quote_per_night,full,True,first_review,entire_home,393,1037,1047.0,1070.75,1140.777251908397,1200.2579363548698,-2.2180714452486594,-4.955658500131488,-1.6596709014310207,-8.01993746649037,2.6104821063644423,-7.268420461356485,3.63859570365459,167,283
hong-kong,APAC,2026-08-28,3Q26,quote_per_night,full,True,first_review,all_rooms,650,2281,748.0,582.13,901.0174769230769,826.3101885138097,28.49363544225516,9.041070707797338,14.929428831708247,0.41148859611966937,2.027578867672086,11.44918691206556,3.5299414550165107,274,580
hong-kong,APAC,2026-08-28,3Q26,quote_per_night,full,True,first_review,entire_home,353,890,1049.64,1104.4250000000002,1184.251104815864,1244.7729438202246,-4.960499807592189,-4.862078606771303,-1.2199044088894162,-6.046896174027133,2.841163984370197,5.147147948294624,4.416025321398048,180,317
london,EMEA,2025-09-14,3Q25,listed_nightly,full,True,first_review,all_rooms,16307,30782,135.0,128.0,163.65382964371128,165.2399454226496,5.46875,-0.959886409355426,3.0977717219936807,-8.32290127522667,0.42582105778289964,-6.217392436161234,0.7229621562392341,8817,11680
london,EMEA,2025-09-14,3Q25,listed_nightly,full,True,first_review,entire_home,12256,20468,162.0,171.0,194.44949412532637,210.4466972835646,-5.263157894736848,-7.601546313023356,-6.146543925214054,-8.738810182627214,0.5063182764080085,-6.096004230084406,0.8641193538735473,6752,7740
london,EMEA,2025-09-14,3Q25,listed_nightly,full,True,host_since,all_rooms,4720,56052,135.5,135.0,163.9177966101695,177.60424248911724,0.37037037037037646,-7.706148055436457,-1.8430629051164438,-8.744454870957815,0.6928805797651629,-7.22748380742237,1.1373587157498495,1702,18857
london,EMEA,2026-03-21,1Q26,quote_per_night,partial,True,first_review,all_rooms,13023,27112,172.0,160.67,203.08967135068724,200.34227648273827,7.051720918653159,1.3713505287964889,4.367859506894689,-9.052073443031508,0.44780486979104933,-7.888004508670196,0.9231905597193512,5793,7779
london,EMEA,2026-03-21,1Q26,quote_per_night,partial,True,first_review,entire_home,9987,17906,204.98,216.0,238.9292920797036,255.94493354182958,-5.101851851851857,-6.648164988718197,-6.5509568657170725,-9.27265530499613,0.5260203273940826,-9.292607002413042,1.0206496542592391,4502,5134
