market,region,core13,dump_date,quarter,source_format,n_listings,price_basis,price_nonnull_share,quote_col_present,quote_checkin_median,quote_stay_nights_median,first_review_nonnull_share,host_since_nonnull_share,reviews_l30d_present,n_reviewed,n_new_first_review_lt12m,share_listings_new_by_first_review,share_listings_new_by_host_since,share_l30d_reviews_from_new,share_ltm_reviews_from_new,n_priced_new,n_priced_old,n_priced_entire_new,n_priced_entire_old,seconds,partial_scope_regime,n_ratio_to_full_scope,scope_flag,usable_for_premium
los-angeles,NA,True,2026-08-10,3Q26,parquet,43735,quote_per_night,0.8452,True,2026-08-17,7.0,0.7533,0.0,True,32947,7787,0.2363,0.0,0.3259,0.1913,7295,20846,5528,16066,0.2,False,0.999,full,True
melbourne,APAC,False,2025-08-05,3Q25,csv.gz,25599,listed_nightly,0.712,False,,,0.8153,0.9997,True,20872,5133,0.2459,0.04,0.3491,0.2016,4623,10896,3626,8711,0.8,False,1.0,full,True
melbourne,APAC,False,2025-09-12,3Q25,csv.gz,24491,none,0.0,False,,,0.8292,0.9998,True,20309,4740,0.2334,0.0328,0.3331,0.1989,0,0,0,0,0.7,False,0.957,full,False
melbourne,APAC,False,2025-12-12,4Q25,csv.gz,26203,none,0.0,False,,,0.8104,0.9998,True,21236,5045,0.2376,0.0426,0.3393,0.1926,0,0,0,0,0.8,True,1.024,partial,False
melbourne,APAC,False,2026-03-21,1Q26,csv.gz,16674,quote_per_night,0.9872,True,2026-03-25,2.0,0.8913,0.0,True,14861,4325,0.291,0.0,0.3455,0.1959,4293,10447,3522,8404,0.7,True,0.651,partial,True
melbourne,APAC,False,2026-06-16,2Q26,csv.gz,25728,quote_per_night,0.7453,True,2026-06-21,2.0,0.826,0.0,True,21251,5073,0.2387,0.0,0.3556,0.2039,4691,11684,3708,9175,0.9,False,1.005,full,True
melbourne,APAC,False,2026-07-15,3Q26,csv.gz,25638,quote_per_night,0.7382,True,2026-07-19,2.0,0.8264,0.0,True,21186,4997,0.2359,0.0,0.3621,0.2003,4586,11590,3651,9125,1.1,False,1.002,full,True
melbourne,APAC,False,2026-08-15,3Q26,csv.gz,25528,quote_per_night,0.7435,True,2026-08-18,2.0,0.8237,0.0,True,21027,4904,0.2332,0.0,0.3551,0.2007,4534,11650,3635,9163,0.9,False,0.997,full,True
mexico-city,LatAm,True,2025-06-25,2Q25,parquet,26401,listed_nightly,0.876,False,,,0.8722,0.9654,True,23028,5349,0.2323,0.0443,0.2993,0.1693,5032,15580,3461,10933,0.1,False,0.906,full,True
mexico-city,LatAm,True,2025-09-27,3Q25,parquet,27051,listed_nightly,0.8712,False,,,0.8743,0.9998,True,23650,5412,0.2288,0.0474,0.3078,0.1549,5102,15924,3424,11231,0.2,False,0.883,full,True
mexico-city,LatAm,True,2025-12-29,4Q25,parquet,23242,none,0.0,False,,,0.9105,0.0,True,21162,5352,0.2529,0.0,0.3189,0.1782,0,0,0,0,0.3,True,0.759,partial,False
mexico-city,LatAm,True,2026-01-25,1Q26,parquet,23783,none,0.0,False,,,0.9037,0.0,True,21492,5418,0.2521,0.0,0.305,0.1821,0,0,0,0,0.1,True,0.777,partial,False
mexico-city,LatAm,True,2026-02-26,1Q26,parquet,24045,none,0.0,False,,,0.9065,0.0,True,21797,5506,0.2526,0.0,0.325,0.1864,0,0,0,0,0.1,True,0.785,partial,False
mexico-city,LatAm,True,2026-03-30,1Q26,parquet,22770,quote_per_night,0.9824,True,2026-04-06,1.0,0.9012,0.0,True,20520,5281,0.2574,0.0,0.3181,0.1902,5227,15048,3773,10868,0.2,True,0.744,partial,True
mexico-city,LatAm,True,2026-04-29,2Q26,parquet,23597,quote_per_night,0.9872,True,2026-05-03,1.0,0.8885,0.0,True,20966,5393,0.2572,0.0,0.3251,0.1886,5366,15471,3893,11123,0.2,True,0.771,partial,True
mexico-city,LatAm,True,2026-05-29,2Q26,parquet,27493,quote_per_night,0.9838,True,2026-06-01,1.0,0.8459,0.0,True,23255,6458,0.2777,0.0,0.3498,0.1967,6399,16636,4378,11655,0.2,True,0.898,partial,True
mexico-city,LatAm,True,2026-06-15,2Q26,parquet,31430,quote_per_night,0.943,True,2026-06-19,1.0,0.825,0.0,True,25931,7198,0.2776,0.0,0.3569,0.1988,7057,17573,4844,12263,0.3,False,1.026,full,True
mexico-city,LatAm,True,2026-07-14,3Q26,parquet,31244,quote_per_night,0.9347,True,2026-07-16,1.0,0.8526,0.0,True,26639,7754,0.2911,0.0,0.376,0.1954,7556,17591,5263,12227,0.2,False,1.02,full,True
mexico-city,LatAm,True,2026-08-30,3Q26,parquet,30621,quote_per_night,0.9283,True,2026-09-04,1.0,0.867,0.0,True,26547,7589,0.2859,0.0,0.3591,0.1957,7336,17535,5086,12166,0.2,False,0.99,full,True
mid-north-coast,APAC,False,2025-03-04,1Q25,csv.gz,4677,listed_nightly,0.8929,False,,,0.9066,1.0,True,4240,862,0.2033,0.0331,0.232,0.1347,771,3021,731,2824,0.1,False,0.922,full,True
mid-north-coast,APAC,False,2025-06-10,2Q25,csv.gz,5013,listed_nightly,0.9068,False,,,0.9098,1.0,True,4561,908,0.1991,0.0309,0.2297,0.1347,838,3294,792,3072,0.2,False,0.981,full,True
mid-north-coast,APAC,False,2025-08-08,3Q25,csv.gz,5072,listed_nightly,0.9063,False,,,0.903,0.9996,True,4580,915,0.1998,0.0266,0.2036,0.1335,840,3302,789,3089,0.2,False,0.984,full,True
mid-north-coast,APAC,False,2025-10-17,4Q25,csv.gz,5160,listed_nightly,0.9202,False,,,0.8959,0.9998,True,4623,915,0.1979,0.018,0.2176,0.136,847,3411,805,3210,0.2,False,1.001,full,True
mid-north-coast,APAC,False,2025-11-12,4Q25,csv.gz,5151,none,0.0,False,,,0.8899,0.9994,True,4584,920,0.2007,0.0163,0.2091,0.1355,0,0,0,0,0.2,False,0.999,full,False
mid-north-coast,APAC,False,2026-03-21,1Q26,csv.gz,4502,quote_per_night,0.9731,True,2026-03-23,2.0,0.8992,0.0,True,4048,811,0.2003,0.0,0.188,0.1265,797,3161,754,2998,0.2,True,0.873,partial,True
mid-north-coast,APAC,False,2026-06-19,2Q26,csv.gz,5328,quote_per_night,0.8917,True,2026-06-21,2.0,0.909,0.0,True,4843,893,0.1844,0.0,0.2178,0.1267,828,3527,783,3297,0.2,False,1.033,full,True
mid-north-coast,APAC,False,2026-07-16,3Q26,csv.gz,5280,quote_per_night,0.8964,True,2026-07-19,2.0,0.9087,0.0,True,4798,867,0.1807,0.0,0.2278,0.1249,805,3513,760,3280,0.2,False,1.015,full,True
mid-north-coast,APAC,False,2026-08-18,3Q26,csv.gz,5249,quote_per_night,0.9072,True,2026-08-21,2.0,0.9072,0.0,True,4762,853,0.1791,0.0,0.2023,0.1275,799,3550,751,3318,0.3,False,1.009,full,True
mornington-peninsula,APAC,False,2025-03-07,1Q25,csv.gz,4689,listed_nightly,0.8972,False,,,0.8755,0.9979,True,4105,897,0.2185,0.0205,0.2342,0.141,830,2858,812,2801,0.1,False,1.021,full,True
mornington-peninsula,APAC,False,2025-06-15,2Q25,csv.gz,4592,listed_nightly,0.8992,False,,,0.8726,1.0,True,4007,775,0.1934,0.0187,0.2227,0.1331,720,2890,704,2828,0.1,False,1.014,full,True
mornington-peninsula,APAC,False,2025-09-18,3Q25,csv.gz,4529,listed_nightly,0.892,False,,,0.862,1.0,True,3904,740,0.1895,0.0183,0.2305,0.1346,695,2800,682,2746,0.1,False,1.008,full,True
mornington-peninsula,APAC,False,2025-12-22,4Q25,csv.gz,4629,none,0.0,False,,,0.8563,0.0,True,3964,726,0.1831,0.0,0.226,0.1255,0,0,0,0,0.2,True,1.03,partial,False
mornington-peninsula,APAC,False,2026-03-25,1Q26,csv.gz,3809,quote_per_night,0.9693,True,2026-03-28,2.0,0.8884,0.0,True,3384,591,0.1746,0.0,0.1991,0.125,578,2719,573,2672,0.2,True,0.848,partial,True
mornington-peninsula,APAC,False,2026-06-22,2Q26,csv.gz,4458,quote_per_night,0.8899,True,2026-06-23,2.0,0.8863,0.0,True,3951,657,0.1663,0.0,0.2142,0.1232,614,2921,604,2857,0.2,False,1.0,full,True
mornington-peninsula,APAC,False,2026-07-19,3Q26,csv.gz,4437,quote_per_night,0.8954,True,2026-07-21,2.0,0.8799,0.0,True,3904,641,0.1642,0.0,0.2146,0.1234,602,2911,592,2848,0.1,False,0.995,full,True
mornington-peninsula,APAC,False,2026-08-26,3Q26,csv.gz,4406,quote_per_night,0.8922,True,2026-08-29,2.0,0.8743,0.0,True,3852,626,0.1625,0.0,0.2082,0.1263,589,2863,577,2797,0.2,False,0.991,full,True
nashville,NA,True,2024-06-22,2Q24,parquet,8994,listed_nightly,0.7399,False,,,0.8949,1.0,True,8049,2118,0.2631,0.0308,0.2906,0.1593,1666,4476,1564,4126,0.1,False,0.956,full,True
nashville,NA,True,2024-09-18,3Q24,parquet,9166,listed_nightly,0.7424,False,,,0.8914,1.0,True,8171,2013,0.2464,0.0333,0.2792,0.1612,1594,4631,1483,4247,0.1,False,0.973,full,True
nashville,NA,True,2024-12-21,4Q24,parquet,9406,listed_nightly,0.6955,False,,,0.8885,1.0,True,8357,2090,0.2501,0.0344,0.2814,0.1617,1601,4395,1505,4045,0.0,False,0.998,full,True
nashville,NA,True,2025-03-15,1Q25,parquet,9585,listed_nightly,0.6851,False,,,0.8871,1.0,True,8503,2156,0.2536,0.0352,0.3033,0.1494,1603,4391,1499,4028,0.1,False,1.017,full,True
nashville,NA,True,2025-06-19,2Q25,parquet,9698,listed_nightly,0.7067,False,,,0.8956,1.0,True,8686,2145,0.2469,0.0384,0.2765,0.1595,1673,4625,1580,4253,0.1,False,1.019,full,True
nashville,NA,True,2025-09-23,3Q25,parquet,9443,listed_nightly,0.7024,False,,,0.8947,0.9988,True,8449,1889,0.2236,0.0375,0.2591,0.1536,1470,4663,1382,4350,0.1,False,0.979,full,True
nashville,NA,True,2025-12-27,4Q25,parquet,6594,none,0.0,False,,,0.9199,0.0,True,6066,1501,0.2474,0.0,0.2698,0.1519,0,0,0,0,0.1,True,0.68,partial,False
nashville,NA,True,2026-01-22,1Q26,parquet,6647,none,0.0,False,,,0.9207,0.0,True,6120,1543,0.2521,0.0,0.2874,0.1566,0,0,0,0,0.1,True,0.685,partial,False
nashville,NA,True,2026-02-25,1Q26,parquet,6629,none,0.0,False,,,0.9197,0.0,True,6097,1507,0.2472,0.0,0.2857,0.1424,0,0,0,0,0.1,True,0.668,partial,False
nashville,NA,True,2026-03-28,1Q26,parquet,6030,none,0.0,False,,,0.9415,0.0,True,5677,1369,0.2411,0.0,0.2723,0.1349,0,0,0,0,0.0,True,0.607,partial,False
nashville,NA,True,2026-04-25,2Q26,parquet,5997,quote_per_night,0.9847,True,2026-04-27,2.0,0.945,0.0,True,5667,1385,0.2444,0.0,0.257,0.1367,1370,4237,1301,4036,0.1,True,0.59,partial,True
nashville,NA,True,2026-05-26,2Q26,parquet,8101,quote_per_night,0.9857,True,2026-05-29,2.0,0.9016,0.0,True,7304,1824,0.2497,0.0,0.2711,0.1442,1812,5416,1707,5140,0.1,True,0.797,partial,True
nashville,NA,True,2026-06-26,2Q26,parquet,10242,quote_per_night,0.929,True,2026-06-29,2.0,0.8725,0.0,True,8936,2101,0.2351,0.0,0.274,0.1546,2015,6338,1877,5884,0.1,False,1.008,full,True
nashville,NA,True,2026-07-21,3Q26,parquet,10173,quote_per_night,0.9186,True,2026-07-25,2.0,0.8762,0.0,True,8914,2073,0.2326,0.0,0.2702,0.1572,1966,6268,1838,5843,0.1,False,1.001,full,True
nashville,NA,True,2026-08-27,3Q26,parquet,10164,quote_per_night,0.8995,True,2026-08-30,2.0,0.8702,0.0,True,8845,2035,0.2301,0.0,0.2615,0.1586,1913,6091,1780,5673,0.1,False,1.0,full,True
new-orleans,NA,True,2025-06-09,2Q25,parquet,7522,listed_nightly,0.8472,False,,,0.8385,1.0,True,6307,1240,0.1966,0.0459,0.2048,0.1171,1139,4281,1010,3834,0.1,False,1.01,full,True
new-orleans,NA,True,2025-09-11,3Q25,parquet,7444,listed_nightly,0.8373,False,,,0.8267,0.9997,True,6154,1188,0.193,0.0442,0.2577,0.1208,1072,4162,930,3705,0.1,False,1.019,full,True
new-orleans,NA,True,2025-12-12,4Q25,parquet,7278,none,0.0,False,,,0.8394,0.9999,True,6109,1006,0.1647,0.0386,0.2154,0.1221,0,0,0,0,0.0,True,0.997,partial,False
new-orleans,NA,True,2026-01-16,1Q26,parquet,6160,none,0.0,False,,,0.8474,0.0,True,5220,895,0.1715,0.0,0.228,0.1211,0,0,0,0,0.0,True,0.843,partial,False
new-orleans,NA,True,2026-02-17,1Q26,parquet,6493,none,0.0,False,,,0.8417,0.0,True,5465,872,0.1596,0.0,0.1983,0.1036,0,0,0,0,0.1,True,0.889,partial,False
new-orleans,NA,True,2026-03-19,1Q26,parquet,6218,quote_per_night,0.9661,True,2026-03-23,2.0,0.8636,0.0,True,5370,836,0.1557,0.0,0.1944,0.1056,815,4411,598,3823,0.1,True,0.851,partial,True
new-orleans,NA,True,2026-04-18,2Q26,parquet,3769,quote_per_night,0.996,True,2026-04-20,2.0,0.9472,0.0,True,3570,630,0.1765,0.0,0.168,0.1068,628,2929,457,2543,0.1,True,0.516,partial,True
new-orleans,NA,True,2026-05-23,2Q26,parquet,6314,quote_per_night,0.9658,True,2026-05-25,2.0,0.8624,0.0,True,5445,868,0.1594,0.0,0.2066,0.1257,846,4438,614,3822,0.1,True,0.865,partial,True
new-orleans,NA,True,2026-06-16,2Q26,parquet,7189,quote_per_night,0.893,True,2026-06-18,2.0,0.8253,0.0,True,5933,894,0.1507,0.0,0.2149,0.1246,867,4459,609,3820,0.1,False,0.984,full,True
new-orleans,NA,True,2026-07-15,3Q26,parquet,7205,quote_per_night,0.8688,True,2026-07-16,2.0,0.8305,0.0,True,5984,880,0.1471,0.0,0.2031,0.1156,838,4405,603,3727,0.1,False,0.993,full,True
new-orleans,NA,True,2026-08-15,3Q26,parquet,7303,quote_per_night,0.8661,True,2026-08-16,2.0,0.8331,0.0,True,6084,987,0.1622,0.0,0.2284,0.1208,943,4366,634,3670,0.1,False,1.007,full,True
new-york-city,NA,True,2025-10-01,4Q25,parquet,36111,listed_nightly,0.5906,False,,,0.6902,0.9677,True,24923,2254,0.0904,0.0191,0.2258,0.1179,1913,13031,1083,7310,0.2,False,1.194,full,True
new-york-city,NA,True,2025-12-04,4Q25,parquet,36261,none,0.0,False,,,0.687,0.9997,True,24912,2282,0.0916,0.0219,0.2287,0.1314,0,0,0,0,0.1,True,1.199,partial,False
new-york-city,NA,True,2026-01-15,1Q26,parquet,36282,none,0.0,False,,,0.688,0.0,True,24963,2309,0.0925,0.0,0.2335,0.1356,0,0,0,0,0.1,True,1.2,partial,False
new-york-city,NA,True,2026-02-13,1Q26,parquet,36445,none,0.0,False,,,0.6846,0.0,True,24949,2299,0.0921,0.0,0.2268,0.1255,0,0,0,0,0.1,True,1.205,partial,False
new-york-city,NA,True,2026-03-16,1Q26,parquet,35979,quote_per_night,0.5958,True,2026-03-20,30.0,0.69,0.0,True,24825,2288,0.0922,0.0,0.2268,0.1229,2098,13570,1021,7412,0.2,True,1.19,partial,True
new-york-city,NA,True,2026-04-14,2Q26,parquet,35036,quote_per_night,0.5906,True,2026-04-21,30.0,0.7005,0.0,True,24542,2281,0.0929,0.0,0.2134,0.1228,2075,13330,1002,7285,0.2,True,1.159,partial,True
new-york-city,NA,True,2026-05-14,2Q26,parquet,28994,quote_per_night,0.6922,True,2026-05-31,30.0,0.7367,0.0,True,21360,2107,0.0986,0.0,0.2102,0.1115,1906,13092,978,7162,0.1,True,0.959,partial,True
new-york-city,NA,True,2026-06-08,2Q26,parquet,4506,quote_per_night,0.9949,True,2026-06-14,1.0,0.8586,0.0,True,3869,645,0.1667,0.0,0.1877,0.0956,642,3216,248,1200,0.1,False,0.149,partial,True
new-york-city,NA,True,2026-06-14,2Q26,parquet,30259,quote_per_night,0.711,True,2026-07-02,30.0,0.7171,0.0,True,21700,2165,0.0998,0.0,0.2038,0.1078,1979,13459,1026,7409,0.1,False,1.001,full,True
new-york-city,NA,True,2026-07-12,3Q26,parquet,30096,quote_per_night,0.6669,True,2026-07-28,30.0,0.7199,0.0,True,21665,2227,0.1028,0.0,0.2256,0.1155,1952,12656,1013,6967,0.3,False,0.995,full,True
new-york-city,NA,True,2026-08-10,3Q26,parquet,30234,quote_per_night,0.6725,True,2026-08-20,30.0,0.7252,0.0,True,21925,2443,0.1114,0.0,0.2907,0.1462,2185,12757,1026,6960,0.2,False,1.0,full,True
northern-rivers,APAC,False,2025-03-11,1Q25,csv.gz,6215,listed_nightly,0.8891,False,,,0.8613,0.9998,True,5353,1168,0.2182,0.0294,0.2003,0.1341,1055,3711,956,3391,0.2,False,1.012,full,True
northern-rivers,APAC,False,2025-06-17,2Q25,csv.gz,6139,listed_nightly,0.8928,False,,,0.8681,0.9995,True,5329,1138,0.2135,0.0269,0.2145,0.1336,1033,3722,945,3393,0.4,False,0.988,full,True
northern-rivers,APAC,False,2025-09-22,3Q25,csv.gz,6129,listed_nightly,0.8822,False,,,0.8567,0.9992,True,5251,1051,0.2002,0.0251,0.2071,0.1209,952,3688,879,3359,0.5,False,0.976,full,True
northern-rivers,APAC,False,2025-12-25,4Q25,csv.gz,6405,none,0.0,False,,,0.8496,0.0,True,5442,1162,0.2135,0.0,0.2214,0.1216,0,0,0,0,0.4,True,1.02,partial,False
northern-rivers,APAC,False,2026-03-27,1Q26,csv.gz,4930,quote_per_night,0.9684,True,2026-03-30,2.0,0.8718,0.0,True,4298,958,0.2229,0.0,0.2101,0.1208,934,3253,868,2994,0.3,True,0.785,partial,True
northern-rivers,APAC,False,2026-06-24,2Q26,csv.gz,6367,quote_per_night,0.8736,True,2026-06-29,2.0,0.8651,0.0,True,5508,1100,0.1997,0.0,0.2355,0.1324,1001,3835,929,3492,0.5,False,1.003,full,True
northern-rivers,APAC,False,2026-07-20,3Q26,csv.gz,6377,quote_per_night,0.8717,True,2026-07-23,2.0,0.8675,0.0,True,5532,1089,0.1969,0.0,0.2316,0.1327,1001,3836,926,3497,0.4,False,1.005,full,True
northern-rivers,APAC,False,2026-08-27,3Q26,csv.gz,6347,quote_per_night,0.8746,True,2026-08-31,2.0,0.8675,0.0,True,5506,1079,0.196,0.0,0.2397,0.1304,984,3842,911,3508,0.3,False,0.998,full,True
paris,EMEA,True,2023-12-12,4Q23,parquet,74329,listed_nightly,0.9029,False,,,0.7593,0.9999,True,56438,18019,0.3193,0.0799,0.5177,0.3023,17966,34524,16360,29834,0.3,False,0.817,full,True
paris,EMEA,True,2024-03-16,1Q24,parquet,84397,listed_nightly,0.7218,False,,,0.697,0.9999,True,58822,19112,0.3249,0.0851,0.4998,0.3058,17013,24798,15661,21800,0.4,False,0.953,full,True
paris,EMEA,True,2024-06-10,2Q24,parquet,95885,listed_nightly,0.7778,False,,,0.6643,0.9999,True,63697,21662,0.3401,0.0945,0.5209,0.3241,20121,28520,18750,25268,0.4,False,1.114,full,True
paris,EMEA,True,2024-09-06,3Q24,parquet,95461,listed_nightly,0.6728,False,,,0.7157,0.9999,True,68319,23585,0.3452,0.0862,0.5167,0.3321,19415,26639,18089,23363,0.4,False,1.12,full,True
paris,EMEA,True,2024-12-06,4Q24,parquet,91031,listed_nightly,0.6601,False,,,0.7379,0.9999,True,67176,20794,0.3095,0.0687,0.5001,0.3277,17121,27844,15968,24504,0.3,False,1.068,full,True
paris,EMEA,True,2025-03-03,1Q25,parquet,86064,listed_nightly,0.6467,False,,,0.7468,0.9995,True,64270,18259,0.2841,0.056,0.442,0.3078,14810,27349,13761,24271,0.3,False,1.0,full,True
paris,EMEA,True,2025-06-06,2Q25,parquet,84055,listed_nightly,0.642,False,,,0.7673,0.9997,True,64498,15892,0.2464,0.0389,0.368,0.2686,13242,29064,12263,26019,0.4,False,0.977,full,True
paris,EMEA,True,2025-09-12,3Q25,parquet,81853,none,0.0,False,,,0.7806,0.9998,True,63893,12505,0.1957,0.0306,0.3449,0.203,0,0,0,0,0.3,False,0.987,full,False
paris,EMEA,True,2025-12-13,4Q25,parquet,82045,none,0.0,False,,,0.7788,0.5544,True,63899,11980,0.1875,0.0366,0.3794,0.2005,0,0,0,0,0.3,True,1.002,partial,False
paris,EMEA,True,2026-01-17,1Q26,parquet,50705,none,0.0,False,,,0.8003,0.0,True,40581,9985,0.2461,0.0,0.3548,0.1955,0,0,0,0,0.2,True,0.632,partial,False
paris,EMEA,True,2026-02-18,1Q26,parquet,50954,none,0.0,False,,,0.7983,0.0,True,40677,9823,0.2415,0.0,0.3607,0.1928,0,0,0,0,0.2,True,0.636,partial,False
paris,EMEA,True,2026-03-21,1Q26,parquet,38075,quote_per_night,0.9441,True,2026-04-06,2.0,0.8301,0.0,True,31605,7526,0.2381,0.0,0.3478,0.1897,7260,23237,6511,20497,0.2,True,0.475,partial,True
paris,EMEA,True,2026-04-19,2Q26,parquet,39191,quote_per_night,0.9478,True,2026-04-27,2.0,0.836,0.0,True,32763,7625,0.2327,0.0,0.3116,0.1841,7395,24333,6691,21582,0.3,True,0.499,partial,True
paris,EMEA,True,2026-05-23,2Q26,parquet,39793,quote_per_night,0.9444,True,2026-06-07,2.0,0.8348,0.0,True,33219,7590,0.2285,0.0,0.3009,0.1833,7320,24663,6651,21833,0.2,True,0.507,partial,True
paris,EMEA,True,2026-06-16,2Q26,parquet,77679,quote_per_night,0.6231,True,2026-07-05,3.0,0.7953,0.0,True,61781,10671,0.1727,0.0,0.2888,0.1912,9230,30830,8356,27493,0.4,False,0.989,full,True
paris,EMEA,True,2026-07-15,3Q26,parquet,78071,quote_per_night,0.6243,True,2026-07-23,3.0,0.7949,0.0,True,62061,10341,0.1666,0.0,0.2777,0.185,9012,31354,8184,27952,0.6,False,0.997,full,True
paris,EMEA,True,2026-08-15,3Q26,parquet,78504,quote_per_night,0.6044,True,2026-08-23,2.0,0.7942,0.0,True,62348,10329,0.1657,0.0,0.2955,0.1791,8785,30235,7752,26732,0.3,False,1.003,full,True
rio-de-janeiro,LatAm,False,2025-06-24,2Q25,csv.gz,42572,listed_nightly,0.9159,False,,,0.7974,0.9638,True,33949,12209,0.3596,0.0649,0.4349,0.2668,11451,19853,9461,16306,1.3,False,0.928,full,True
rio-de-janeiro,LatAm,False,2025-09-26,3Q25,csv.gz,43068,listed_nightly,0.8979,False,,,0.7867,0.9997,True,33882,11009,0.3249,0.0573,0.4193,0.2499,10145,20444,8542,16821,1.4,False,0.903,full,True
rio-de-janeiro,LatAm,False,2025-12-28,4Q25,csv.gz,47087,none,0.0,False,,,0.7458,0.0,True,35118,11669,0.3323,0.0,0.4201,0.2608,0,0,0,0,1.5,True,0.987,partial,False
rio-de-janeiro,LatAm,False,2026-03-30,1Q26,csv.gz,40769,quote_per_night,0.9766,True,2026-04-05,2.0,0.8221,0.0,True,33518,11472,0.3423,0.0,0.4021,0.2419,11243,21653,9719,17873,1.7,True,0.855,partial,True
rio-de-janeiro,LatAm,False,2026-06-24,2Q26,csv.gz,48713,quote_per_night,0.9144,True,2026-06-27,2.0,0.7983,0.0,True,38890,12157,0.3126,0.0,0.4105,0.2474,11501,24255,9832,19959,1.8,False,1.022,full,True
rio-de-janeiro,LatAm,False,2026-07-23,3Q26,csv.gz,48676,quote_per_night,0.9127,True,2026-07-26,2.0,0.7935,0.0,True,38624,11934,0.309,0.0,0.4236,0.2485,11267,24178,9683,19919,2.4,False,1.021,full,True
rio-de-janeiro,LatAm,False,2026-08-30,3Q26,csv.gz,47684,quote_per_night,0.9149,True,2026-09-07,2.0,0.7972,0.0,True,38013,11930,0.3138,0.0,0.4244,0.2593,11253,23653,9733,19530,1.7,False,0.99,full,True
rome,EMEA,True,2022-12-13,4Q22,parquet,24383,listed_nightly,0.9998,False,,,0.8573,1.0,True,20903,4911,0.2349,0.0599,0.2666,0.1751,4910,15992,3503,11223,0.1,False,0.929,full,True
rome,EMEA,True,2023-03-15,1Q23,parquet,24924,listed_nightly,0.9998,False,,,0.8487,0.9997,True,21152,5162,0.244,0.0644,0.284,0.1674,5162,15989,3782,11305,0.2,False,0.919,full,True
rome,EMEA,True,2023-06-10,2Q23,parquet,26256,listed_nightly,0.9998,False,,,0.8683,0.9999,True,22799,5845,0.2564,0.0734,0.3206,0.1666,5845,16953,4470,11971,0.1,False,0.937,full,True
rome,EMEA,True,2023-09-07,3Q23,parquet,28014,listed_nightly,1.0,False,,,0.8605,1.0,True,24105,6355,0.2636,0.08,0.3003,0.183,6355,17750,4866,12571,0.3,False,0.977,full,True
rome,EMEA,True,2023-12-15,4Q23,parquet,29357,listed_nightly,0.9327,False,,,0.8545,0.9997,True,25086,6994,0.2788,0.0877,0.2844,0.1975,6906,16936,5392,12210,0.1,False,1.0,full,True
rome,EMEA,True,2024-03-22,1Q24,parquet,30318,listed_nightly,0.8801,False,,,0.8376,1.0,True,25394,7286,0.2869,0.0982,0.3235,0.1807,6933,15975,5505,11930,0.1,False,1.0,full,True
rome,EMEA,True,2024-06-15,2Q24,parquet,32243,listed_nightly,0.8901,False,,,0.8587,1.0,True,27686,8230,0.2973,0.1033,0.3611,0.1904,7922,17357,6373,13112,0.1,False,1.0,full,True
rome,EMEA,True,2024-09-11,3Q24,parquet,34061,listed_nightly,0.8895,False,,,0.8511,1.0,True,28989,8441,0.2912,0.1037,0.3384,0.2035,8151,18281,6648,13905,0.3,False,1.0,full,True
rome,EMEA,True,2024-12-12,4Q24,parquet,35247,listed_nightly,0.8975,False,,,0.8379,1.0,True,29535,8653,0.293,0.1116,0.3149,0.2192,8381,18740,6953,14377,0.3,False,1.028,full,True
rome,EMEA,True,2025-03-05,1Q25,parquet,34542,listed_nightly,0.8971,False,,,0.8343,0.9994,True,28820,8796,0.3052,0.1169,0.3466,0.2025,8325,17971,6985,13894,0.3,False,1.0,full,True
rome,EMEA,True,2025-06-12,2Q25,parquet,36309,listed_nightly,0.8976,False,,,0.8682,0.9994,True,31523,9432,0.2992,0.1144,0.3366,0.1962,8995,19790,7556,15447,0.3,False,1.03,full,True
rome,EMEA,True,2025-09-14,3Q25,parquet,37652,listed_nightly,0.8914,False,,,0.8567,0.9998,True,32255,8792,0.2726,0.102,0.3074,0.1861,8302,20967,6874,16436,0.3,False,1.026,full,True
rome,EMEA,True,2025-12-16,4Q25,parquet,37162,none,0.0,False,,,0.8742,0.285,True,32486,8286,0.2551,0.0832,0.2829,0.1951,0,0,0,0,0.1,True,1.002,partial,False
rome,EMEA,True,2026-01-18,1Q26,parquet,37328,none,0.0,False,,,0.8721,0.0,True,32552,7817,0.2401,0.0,0.2701,0.1758,0,0,0,0,0.1,True,1.006,partial,False
rome,EMEA,True,2026-02-18,1Q26,parquet,32824,none,0.0,False,,,0.8812,0.0,True,28926,7012,0.2424,0.0,0.2656,0.1661,0,0,0,0,0.1,True,0.884,partial,False
rome,EMEA,True,2026-03-24,1Q26,parquet,30063,quote_per_night,0.9832,True,2026-04-01,2.0,0.8932,0.0,True,26851,6317,0.2353,0.0,0.2492,0.1499,6234,20224,5048,16220,0.2,True,0.81,partial,True
rome,EMEA,True,2026-04-20,2Q26,parquet,29644,quote_per_night,0.9818,True,2026-05-01,2.0,0.9068,0.0,True,26882,5902,0.2196,0.0,0.2369,0.1351,5788,20659,4811,16874,0.2,True,0.798,partial,True
rome,EMEA,True,2026-05-25,2Q26,parquet,36663,quote_per_night,0.9214,True,2026-06-03,2.0,0.8868,0.0,True,32514,6081,0.187,0.0,0.2099,0.1186,5855,24375,4639,18962,0.1,True,0.987,partial,True
