construction,quarter,market,region,side,vintage,weights_src,n_runs,n_listings,n_runs_over90,nights,mean_run,nights_lt7,nights_n7_27,nights_ge28,w_nights_lt7,w_nights_n7_27,w_nights_ge28,share_lt7,w_share_lt7,share_n7_27,w_share_n7_27,share_ge28,w_share_ge28,n_edge_dropped,n_closed_listings
S,3Q26,barossa-valley,apac,old,2025-09-27,14c:2025-09-27,1755,245,11,7071.0,4.029059829059829,4399.0,2138.0,534.0,15307.106690989951,6695.7294226439535,1001.1638863660963,0.6221185122330646,0.6654106542770801,0.30236175929854336,0.291068050019299,0.07551972846839203,0.04352129570362095,,
S,2Q26,sunshine-coast,apac,late,2026-06-30,14c:2026-06-30,20894,4364,749,144506.0,6.916148176510003,46190.0,64859.0,33457.0,208722.24590374302,168121.63822598266,38062.11587027431,0.31964070696026464,0.5030591167728184,0.4488325744259754,0.4052041624512122,0.23152671861375998,0.09173672077596928,,
S,2Q26,sunshine-coast,apac,old,2025-06-28,listings:2025-05-31,19084,4138,816,132172.0,6.92580171871725,41016.0,60484.0,30672.0,201696.33707416747,161838.8418011961,41151.82112463641,0.3103229125684714,0.49840083094877646,0.45761583391338556,0.399911145653792,0.23206125351814302,0.10168802339743163,,
S,3Q26,sunshine-coast,apac,late,2026-08-31,14c:2026-08-31,23412,4519,684,160011.0,6.834572014351615,51954.0,77311.0,30746.0,206492.63803876247,180629.78773518925,36608.57422604827,0.3246901775502934,0.4873201111997057,0.48316053271337595,0.4262840994290936,0.19214928973633064,0.08639578937120078,,
S,3Q26,sunshine-coast,apac,old,2025-08-31,14c:2025-08-31,22328,4430,711,151928.0,6.804371193120745,48945.0,72529.0,30454.0,207611.95318550835,178805.15632809646,37043.890486395176,0.3221591806645253,0.4902740823488075,0.4773906060765626,0.4222470459572345,0.20045021325891213,0.08747887169395807,,
S,2Q26,mornington-peninsula,apac,late,2026-06-22,14c:2026-06-22,5691,1793,805,25870.0,4.5457740291688635,13928.0,6166.0,5776.0,132123.10700172387,28892.185291227466,9212.707707048676,0.5383842288364902,0.7761537878711131,0.23834557402396597,0.16972639807333378,0.22327019713954388,0.05411981405555299,,
S,2Q26,mornington-peninsula,apac,old,2025-05-13,listings:2025-06-15,6552,2308,787,29610.0,4.519230769230769,15645.0,6367.0,7598.0,158210.08843553645,27535.34967948486,12265.561884978693,0.5283687943262412,0.7989964619921945,0.2150287065180682,0.13905969708493396,0.25660249915569067,0.06194384092287141,,
S,3Q26,mornington-peninsula,apac,late,2026-08-26,14c:2026-08-26,9562,2231,344,44382.0,4.641497594645472,23159.0,14718.0,6505.0,133750.02375519252,45520.07473191209,9350.901512895376,0.5218106439547564,0.7090940232274907,0.3316209274030012,0.24133089492639787,0.14656842864224234,0.04957508184611139,,
S,3Q26,mornington-peninsula,apac,old,2025-08-17,listings:2025-09-18,7845,2040,364,35465.0,4.520713830465264,19312.0,10222.0,5931.0,139356.57274410597,36132.42931614113,8715.997939752904,0.5445368673339912,0.7565298050764417,0.28822783025518117,0.19615335803122133,0.16723530241082757,0.04731683689233682,,
S,2Q26,northern-rivers,apac,late,2026-06-24,14c:2026-06-24,13586,3342,1271,82653.0,6.083689091712056,31911.0,32181.0,18561.0,182621.57495165823,94342.0911936096,23406.33385473216,0.3860839896918442,0.6079887304046949,0.38935065877826575,0.31408626425278685,0.22456535152989002,0.07792500534251809,,
S,2Q26,northern-rivers,apac,old,2025-05-14,listings:2025-06-17,10935,3016,796,67181.0,6.143667123914038,25217.0,25506.0,16458.0,180793.4398239605,84064.75383895247,20805.806337087022,0.37535910450871524,0.6328884277471453,0.3796609160328069,0.2942784314402671,0.24497997945847785,0.0728331408125876,,
S,3Q26,northern-rivers,apac,late,2026-08-27,14c:2026-08-27,18226,3602,683,109327.0,5.998408866454516,42646.0,46918.0,19763.0,177873.16370478662,115336.21384387977,23296.62245133359,0.3900774740000183,0.5619898633984399,0.4291529082477339,0.3644045100057496,0.18076961775224784,0.07360562659581048,,
S,3Q26,northern-rivers,apac,old,2025-08-19,listings:2025-09-22,15730,3314,623,96742.0,6.1501589319771135,36515.0,39722.0,20505.0,177982.80579839172,102118.28580848554,21717.908393122732,0.3774472307787724,0.5897004688187016,0.4105972586880569,0.3383428008458233,0.2119555105331707,0.071956730335475,,
S,2Q26,mid-north-coast,apac,late,2026-06-19,14c:2026-06-19,9346,2803,712,51995.0,5.563342606462657,21061.0,19940.0,10994.0,165471.8493998393,72993.10118033945,16671.04941982126,0.40505817867102606,0.6485633128991568,0.383498413308972,0.2860948716776129,0.21144340802000192,0.06534181542323018,,
S,2Q26,mid-north-coast,apac,old,2025-05-06,listings:2025-06-10,8527,2637,561,46978.0,5.509323325905946,20247.0,15239.0,11492.0,166589.51990208143,51679.71841143507,15873.761686483496,0.43098897356209287,0.7114862280831862,0.32438588275362934,0.22071861388738964,0.24462514368427773,0.06779515802942432,,
S,3Q26,mid-north-coast,apac,late,2026-08-18,14c:2026-08-18,15105,3327,630,81660.0,5.406156901688183,37511.0,31279.0,12870.0,182997.89721476595,82441.80711278248,15565.295672451557,0.459355865784962,0.6512264807201508,0.3830394317903502,0.29338199360432193,0.15760470242468774,0.055391525675527326,,
S,3Q26,mid-north-coast,apac,old,2025-08-08,listings:2025-08-08,11963,2944,413,63394.0,5.299172448382513,28996.0,24135.0,10263.0,166552.7701016279,69699.23264235373,13937.997256018398,0.45739344417452754,0.665705144496694,0.3807142631794807,0.27858520581299706,0.16189229264599173,0.055709649690308956,,
S,2Q26,barwon-south-west-vic,apac,late,2026-06-29,14c:2026-06-29,10345,3090,750,44443.0,4.296085065248913,23641.0,10461.0,10341.0,231832.95411697854,46099.775163843275,18390.27071917819,0.5319397880431114,0.7823657094352398,0.2353801498548703,0.15557272018656423,0.2326800621020183,0.06206157037819605,,
S,2Q26,barwon-south-west-vic,apac,old,2025-06-25,listings:2025-06-25,11259,3273,746,52687.0,4.679545252686739,25247.0,14945.0,12495.0,232685.5241150117,68357.24300767358,23684.23287731472,0.4791884145994268,0.7165573670037038,0.2836563099056693,0.21050680420067802,0.23715527549490387,0.07293582879561823,,
S,3Q26,barwon-south-west-vic,apac,late,2026-08-31,14c:2026-08-31,16624,3730,672,72014.0,4.331929740134745,38911.0,20530.0,12573.0,247687.3261400858,70806.40673544111,16531.267124473092,0.5403254922653928,0.7393099802703852,0.2850834559946677,0.2113466360284788,0.17459105173993947,0.04934338370113601,,
S,3Q26,barwon-south-west-vic,apac,old,2025-08-30,listings:2025-09-28,17342,3900,676,78022.0,4.499019720908777,41005.0,22993.0,14024.0,259803.588928117,77416.01428322178,18452.396788661215,0.5255568942093256,0.7304583687445653,0.29469893107072365,0.21766125611018516,0.17974417471995077,0.051880375145249596,,
F,2Q26,los-angeles,na,late,2026-03-16>2026-06-15,14c:2026-06-15,61247,13980,688,417187.0,6.811549953467108,143598.0,144157.0,129432.0,956295.3235935991,637462.4669371889,289332.2094692119,0.34420535635098887,0.5078330422834804,0.3455452830505265,0.338519384064059,0.3102493605984846,0.15364757365246054,10914.0,832.0
F,2Q26,los-angeles,na,old,2025-04-01>2025-07-01,listings:2025-06-17,42301,10787,504,279532.0,6.608165291600671,99543.0,97094.0,82895.0,795639.6206503027,487928.6707145529,205334.7086351444,0.3561059198946811,0.534379755195807,0.34734484781706565,0.3277101803909005,0.29654923228825325,0.13791006441329248,14492.0,692.0
F,3Q26,los-angeles,na,late,2026-06-15>2026-08-10,14c:2026-08-10,55858,16174,846,365484.0,6.543091410361989,129852.0,125313.0,110319.0,1216073.4244474971,672574.9736442061,253070.60190829684,0.3552877827757166,0.5678025102487755,0.34286863446826676,0.3140351155516695,0.3018435827560167,0.11816237419955505,7829.0,531.0
F,3Q26,los-angeles,na,old,2025-07-01>2025-09-01,14c:2025-09-01,46319,12875,638,301519.0,6.5096180832919535,109734.0,97841.0,93944.0,1020389.8014097947,529054.5277816383,222800.67080856697,0.36393726431833484,0.5757611399156407,0.3244936471665136,0.29852222902682096,0.31156908851515164,0.1257166310575383,12795.0,596.0
F,2Q26,chicago,na,late,2026-03-27>2026-06-24,14c:2026-06-24,24193,3831,32,110578.0,4.570660934981193,65137.0,35502.0,9939.0,378536.93141731893,151042.06524409985,18052.00333858123,0.5890593065528406,0.6912262662583363,0.3210584383873827,0.2758099253769415,0.0898822550597768,0.03296380836472229,2419.0,59.0
F,2Q26,chicago,na,old,2025-04-17>2025-07-20,listings:2025-06-17,19050,3891,121,97311.0,5.108188976377953,50465.0,27186.0,19660.0,360372.41814710695,130496.9220301469,44662.65982274614,0.5185950200902262,0.6729241542001355,0.2793723217313562,0.24367716967454214,0.20203265817841765,0.08339867612532238,3268.0,224.0
F,3Q26,chicago,na,late,2026-06-24>2026-08-27,14c:2026-08-27,22654,4845,137,112330.0,4.95850622406639,59420.0,33078.0,19832.0,468331.8383788641,179889.3266430955,43344.83497804042,0.5289771209828185,0.677204834215193,0.29447164604290926,0.2601188124388641,0.17655123297427222,0.062676353345943,2907.0,174.0
F,3Q26,chicago,na,old,2025-07-20>2025-09-22,14c:2025-09-22,17883,4522,211,91430.0,5.1126768439299894,46146.0,25274.0,20010.0,432332.9052775931,151711.90853865194,44067.18618375492,0.5047139888439243,0.6883054380072234,0.27643005578037844,0.2415363956406691,0.21885595537569724,0.07015816635210746,1763.0,171.0
F,2Q26,austin,na,late,2026-03-25>2026-06-22,14c:2026-06-22,19723,4194,95,98594.0,4.998935253257618,52431.0,24637.0,21526.0,370225.49440397415,106329.87140332263,37154.63419270323,0.5317869241535996,0.7206896778415335,0.24988336004219325,0.2069842350807316,0.21832971580420715,0.07232608707773497,3544.0,167.0
F,2Q26,austin,na,old,2025-04-12>2025-07-11,listings:2025-06-13,16936,4440,90,89508.0,5.285073216816249,44526.0,21604.0,23378.0,385190.6609503468,108836.48419651068,48246.85485314254,0.49745274165437725,0.7103247822140593,0.2413639004334808,0.20070385855953018,0.2611833579121419,0.08897135922641053,5268.0,202.0
F,3Q26,austin,na,late,2026-06-22>2026-08-25,14c:2026-08-25,22383,5490,218,116698.0,5.2136889603717105,56309.0,31104.0,29285.0,459086.9530409983,133117.6649220578,54095.3820369439,0.4825189806166344,0.7103310429227887,0.2665341308334333,0.20596884561667614,0.2509468885499323,0.0837001114605352,2842.0,195.0
F,3Q26,austin,na,old,2025-07-11>2025-09-16,14c:2025-09-16,19648,5346,145,101252.0,5.153298045602606,50759.0,25840.0,24653.0,470014.3018163674,127721.05835947911,49050.63982415346,0.501313554300162,0.7266921390017215,0.2552048354600403,0.19747035087259018,0.24348161023979772,0.07583751012568835,4024.0,114.0
F,2Q26,nashville,na,late,2026-03-28>2026-06-26,14c:2026-06-26,32697,4821,32,127245.0,3.8916414349940363,90726.0,27615.0,8904.0,554058.4296642557,120214.44595927832,16651.124376465916,0.713002475539314,0.8019093701539617,0.2170222798538253,0.1739908382966554,0.06997524460686078,0.024099791549383028,2111.0,141.0
F,2Q26,nashville,na,old,2025-04-18>2025-07-22,listings:2025-06-19,32537,5683,61,130024.0,3.9961889541137783,91650.0,26519.0,11855.0,609600.112483673,120133.05796323747,25089.829553089457,0.7048698701778133,0.8076067004896155,0.2039546545253184,0.1591539446509148,0.09117547529686827,0.03323935485946965,3816.0,118.0
F,3Q26,nashville,na,late,2026-06-26>2026-08-27,14c:2026-08-27,38044,6350,85,147340.0,3.8728840290190307,104822.0,28641.0,13877.0,694027.8781921944,133444.70412812105,30052.41767968453,0.711429347088367,0.8093383612048562,0.19438713180399078,0.15561610930074465,0.09418352110764219,0.035045529494399034,4061.0,170.0
F,3Q26,nashville,na,old,2025-07-22>2025-09-23,14c:2025-09-23,32306,6162,77,126483.0,3.915155079551786,89472.0,24463.0,12548.0,664134.863892102,130465.47585270199,27589.660255196035,0.7073836009582315,0.8077632468068233,0.19340939098534982,0.15868044594643815,0.09920700805641865,0.03355630724673863,3417.0,184.0
F,3Q26,new-orleans,na,late,2026-06-16>2026-08-15,14c:2026-08-15,18805,3375,40,77346.0,4.1130550385535765,52202.0,16854.0,8290.0,456945.0820633756,97442.98695374203,23544.93098288233,0.6749153155948595,0.7906540759281363,0.2179039640058956,0.16860602691616855,0.10718072039924495,0.04073989715569509,1673.0,47.0
F,3Q26,new-orleans,na,old,2025-07-05>2025-09-11,14c:2025-09-11,18196,3439,38,81216.0,4.463398549131678,51553.0,19354.0,10309.0,450858.1299346744,115411.58786383468,32640.282201490925,0.634764085894405,0.7527977992263853,0.2383027974783294,0.19270272305327124,0.12693311662726556,0.0544994777203435,2391.0,48.0
F,2Q26,san-diego,na,late,2026-03-29>2026-06-27,14c:2026-06-27,37417,6912,236,225230.0,6.019456396824973,94313.0,82815.0,48102.0,522249.6578292051,321713.30273089296,97914.03943990194,0.41874084269413486,0.5544775568669849,0.36769080495493495,0.3415661521949182,0.21356835235093016,0.10395629093809695,1561.0,210.0
F,2Q26,san-diego,na,old,2025-04-21>2025-07-25,listings:2025-06-21,26902,5852,225,156591.0,5.820793993011672,70269.0,54763.0,31559.0,487948.7879097687,248800.62919857047,67345.58289166082,0.44874226488112345,0.6068297749765497,0.349719971134995,0.30941695844218714,0.20153776398388157,0.08375326658126318,4460.0,212.0
F,3Q26,san-diego,na,late,2026-06-27>2026-08-29,14c:2026-08-29,30023,6837,179,164198.0,5.4690737101555476,79396.0,52282.0,32520.0,642758.7010166644,251127.63620176463,73034.66278157102,0.4835381673345595,0.6647478966913164,0.318408263194436,0.25971887693179135,0.19805356947100453,0.07553322637689225,4991.0,223.0
F,3Q26,san-diego,na,old,2025-07-25>2025-09-25,14c:2025-09-25,25896,6366,189,148424.0,5.731541550818659,68902.0,47806.0,31716.0,579176.0139399798,237030.71224802837,71669.27381199182,0.4642241146984315,0.6523163301406726,0.3220907669918612,0.26696375647954035,0.21368511830970732,0.08071991337978707,5791.0,296.0
F,2Q26,paris,emea,late,2026-03-21>2026-06-16,14c:2026-06-16,112357,22646,604,681572.0,6.066128501116975,265576.0,290661.0,125335.0,1718500.0127971205,1212462.1591781285,187311.82802475098,0.3896521570721802,0.5511061609073226,0.4264567793277893,0.38882476625791335,0.18389106360003052,0.06006907283476404,4126.0,673.0
F,2Q26,paris,emea,old,2025-04-07>2025-07-07,listings:2025-06-06,117704,26348,1612,800054.0,6.797169170121661,268468.0,315460.0,216126.0,1771165.5640351167,1256380.9201974326,383304.51576745056,0.33556234954140596,0.5192738011819094,0.394298384859022,0.36834822752369795,0.270139265599572,0.11237797129439268,5107.0,1249.0
F,3Q26,paris,emea,late,2026-06-16>2026-08-15,14c:2026-08-15,108816,26580,1062,661442.0,6.078536244669902,254925.0,249765.0,156752.0,2138639.4116352797,1173979.880947072,314493.7074176485,0.3854079420417814,0.5896258020181008,0.37760680452707873,0.3236678540059469,0.23698525343113985,0.08670634397595237,8692.0,1101.0
F,3Q26,paris,emea,old,2025-07-07>2025-09-12,14c:2025-09-12,107799,25242,1296,702245.0,6.514392526832346,251968.0,272605.0,177672.0,1853124.958892007,1256873.3415071513,346266.6996008417,0.3588035514670806,0.5361640264539921,0.3881907311550812,0.3636507448089632,0.2530057173778382,0.10018522873704466,9203.0,1226.0
F,2Q26,rome,emea,late,2026-03-24>2026-06-20,14c:2026-06-20,143424,22015,328,701727.0,4.892674866131191,370584.0,261435.0,69708.0,1698673.286990195,879583.5242940899,92977.18871571508,0.5281028092121295,0.6359133220789325,0.37255941413113647,0.32927984755139006,0.09933777665673403,0.03480683036967749,5956.0,325.0
F,2Q26,rome,emea,old,2025-03-05>2025-06-12,listings:2025-06-12,142748,21595,421,737755.0,5.168233530417239,359588.0,292383.0,85784.0,1536579.5677226924,882827.3416173015,130173.09066000629,0.48740842149494074,0.6026794874931135,0.3963144946493077,0.3462638323242657,0.11627708385575157,0.05105668018262078,1200.0,430.0
F,3Q26,rome,emea,late,2026-06-20>2026-08-25,14c:2026-08-25,134614,23537,446,656115.0,4.874047275914838,342476.0,239088.0,74551.0,1859970.1652198476,903294.0895980883,116653.74518206401,0.5219755683073851,0.6458413625734649,0.3643995336183443,0.3136527115001498,0.11362489807427052,0.04050592592638542,7526.0,461.0
F,3Q26,rome,emea,old,2025-06-12>2025-08-15,listings:2025-09-14,106126,21906,351,505243.0,4.760784350677497,279968.0,168138.0,57137.0,1813045.793185596,713606.2394011981,95267.96741320609,0.5541254406295585,0.6914954663702919,0.3327864017908215,0.27216934132284665,0.11308815757962011,0.03633519230686142,13426.0,374.0
F,3Q26,mexico-city,latam,late,2026-06-15>2026-08-30,14c:2026-08-30,71815,18017,646,442354.0,6.159632388776718,169697.0,166106.0,106551.0,1424103.103504056,674229.9935470524,161081.90294889148,0.383622618988412,0.6302972687638422,0.3755046862919743,0.2984090986149302,0.2408726947196137,0.07129363262122784,729.0,440.0
F,3Q26,mexico-city,latam,old,2025-06-25>2025-08-29,listings:2025-09-27,54871,14271,455,325202.0,5.926664358222012,126903.0,117888.0,80411.0,1209154.831992327,559993.2282595809,133230.939748092,0.3902282273786754,0.6356014400875573,0.3625069956519333,0.29436470243814766,0.24726477696939134,0.07003385747429508,5151.0,331.0
F,3Q26,buenos-aires,latam,late,2026-06-29>2026-08-30,14c:2026-08-30,58514,16609,901,473513.0,8.092302696790512,125678.0,186444.0,161391.0,921977.3827217933,722451.0039493783,228156.61332882848,0.26541615541706354,0.49235542457180487,0.39374631741895155,0.38580411781007445,0.34083752716398497,0.12184045761812066,1341.0,452.0
F,3Q26,buenos-aires,latam,old,2025-07-27>2025-09-27,14c:2025-09-27,43255,12363,480,335246.0,7.75045659461334,94093.0,131136.0,110017.0,693384.8682732704,536318.7536509314,166318.37807579816,0.28066852400923503,0.49668620428135835,0.3911635038151089,0.3841764339322241,0.3281679721756561,0.11913736178641753,12768.0,405.0
F,3Q26,rio-de-janeiro,latam,late,2026-06-24>2026-08-30,14c:2026-08-30,86226,25153,539,571693.0,6.630169554426739,196338.0,252859.0,122496.0,1344059.3251025516,876193.2441623032,133889.43073514514,0.34343257657518983,0.5709338370848281,0.44229857633380154,0.37219218048966596,0.21426884709100863,0.05687398242550583,1411.0,399.0
F,3Q26,rio-de-janeiro,latam,old,2025-06-24>2025-08-28,listings:2025-09-26,52130,15946,301,378110.0,7.253213121043545,118937.0,175024.0,84149.0,869973.084966412,682086.3909517268,116856.52408186109,0.314556610510169,0.5212803310450688,0.46289175107772873,0.40870025270997873,0.2225516384121023,0.07001941624495246,19803.0,623.0
F,3Q26,santiago,latam,late,2026-06-29>2026-08-30,14c:2026-08-30,32088,10219,335,192253.0,5.991429818000499,70910.0,69684.0,51659.0,774201.7115326542,329360.5819668201,78170.70650052569,0.36883689721356755,0.6551409764580106,0.36245988359089326,0.27870981174835613,0.2687032191955392,0.06614921179363333,1086.0,269.0
F,3Q26,santiago,latam,old,2025-07-27>2025-09-27,14c:2025-09-27,19674,6434,116,111960.0,5.690759377859103,44202.0,39811.0,27947.0,547364.0503114897,228545.4503185318,51193.499369978425,0.39480171489817795,0.6617846269587823,0.35558235083958556,0.27632042238818116,0.24961593426223652,0.06189495065303647,5421.0,221.0
F,2Q26,belize,latam,late,2026-03-30>2026-06-29,14c:2026-06-29,6873,1592,7,40987.0,5.963480285173869,15489.0,19964.0,5534.0,53381.61415627,40209.0687891724,4915.3170545576,0.3779003098543441,0.541912311496457,0.48708126967087123,0.408189032030256,0.13501842047478468,0.04989865647328691,839.0,25.0
F,2Q26,belize,latam,old,2025-03-23>2025-06-25,listings:2025-06-25,6939,1678,18,43470.0,6.264591439688716,15135.0,22424.0,5911.0,56708.62498596577,43806.47322478545,5289.901789248785,0.3481711525189786,0.5359730162654484,0.5158500115021855,0.41403027479594956,0.13597883597883598,0.049996708938601996,1140.0,43.0
F,3Q26,belize,latam,late,2026-06-29>2026-08-31,14c:2026-08-31,6977,1744,15,41362.0,5.928335961014763,16299.0,19793.0,5270.0,58971.161902610984,41284.275738441276,4791.562358947743,0.3940573473236304,0.561378829501185,0.4785310188095353,0.3930076607465351,0.1274116338668343,0.04561350975227985,700.0,47.0
F,3Q26,belize,latam,old,2025-06-25>2025-08-30,listings:2025-09-28,6583,1693,6,39723.0,6.034178945769406,14765.0,19524.0,5434.0,57257.59115287535,43356.00141743957,5407.40742968508,0.37169901568360897,0.5400589614592898,0.49150366286534247,0.40893786530441684,0.1367973214510485,0.051003173236293574,816.0,30.0
F,2Q26,tokyo,apac,late,2026-03-30>2026-06-30,14c:2026-06-30,96762,18283,163,571518.0,5.906430210206486,231606.0,271670.0,68242.0,1061687.3051287385,849167.7379699976,101764.956901264,0.40524707883216277,0.527515032707982,0.4753481080210947,0.4219215440420932,0.11940481314674253,0.05056342324992497,12646.0,171.0
F,2Q26,tokyo,apac,old,2025-03-23>2025-06-27,listings:2025-06-27,78154,14387,184,497399.0,6.36434475522686,178863.0,228181.0,90355.0,798366.4048888722,708828.5963290773,142263.99878205056,0.3595966216256969,0.48401712615401304,0.4587484092247873,0.4297339893438256,0.1816549691495158,0.08624888450216135,4591.0,116.0
F,3Q26,tokyo,apac,late,2026-06-30>2026-08-31,14c:2026-08-31,134304,24644,209,791195.0,5.891075470574219,320147.0,364118.0,106930.0,1355440.317518351,1016160.1134758411,147982.56900580786,0.4046372891638597,0.5379621618015167,0.46021271620776166,0.4033048776229404,0.1351499946283786,0.0587329605755428,12351.0,242.0
F,3Q26,tokyo,apac,old,2025-06-27>2025-08-30,listings:2025-09-29,96682,17857,136,566299.0,5.8573364224985,227507.0,262630.0,76162.0,1040553.9963132028,787315.8798239373,116206.12386285984,0.4017436018781598,0.535243476239202,0.463765607920904,0.40498204793636533,0.13449079020093627,0.0597744758244327,11334.0,205.0
F,2Q26,singapore,apac,late,2026-03-30>2026-06-29,14c:2026-06-29,2295,468,1,8062.0,3.512854030501089,4870.0,2415.0,777.0,22756.099132920623,5216.83127409803,1260.069592981347,0.6040684693624411,0.7784387210659399,0.2995534606797321,0.17845692450648343,0.09637806995782684,0.043104354427576604,629.0,8.0
F,2Q26,singapore,apac,old,2025-03-21>2025-06-25,listings:2025-06-25,1935,426,100,8374.0,4.327648578811369,3953.0,2921.0,1500.0,24876.447825271,6239.391636312001,2208.1605384170007,0.4720563649390972,0.7465024554456547,0.34881776928588487,0.18723417465826434,0.1791258657750179,0.06626336989608092,1584.0,77.0
F,3Q26,singapore,apac,late,2026-06-29>2026-08-31,14c:2026-08-31,2577,543,44,8503.0,3.2995731470702365,4866.0,1892.0,1745.0,31129.997483139443,4291.404083734361,2582.5984331261975,0.572268611078443,0.8191242364787769,0.222509702457956,0.11291980011931271,0.2052216864636011,0.06795596340191025,819.0,58.0
F,3Q26,singapore,apac,old,2025-06-25>2025-08-30,listings:2025-09-28,1756,546,40,5821.0,3.3149202733485192,3540.0,1622.0,659.0,31027.120678067375,4642.78342144648,600.0959004861444,0.6081429307679093,0.8554485987887338,0.2786462807077822,0.1280061599516537,0.11321078852430853,0.016545241259612473,979.0,30.0
F,2Q26,bangkok,apac,late,2026-03-30>2026-06-29,14c:2026-06-29,24547,6270,115,152157.0,6.1985986067543895,56266.0,59912.0,35979.0,356862.60957223637,217483.05611969228,52855.33430807136,0.3697890994170495,0.5689764677866207,0.39375119120382235,0.3467517687626331,0.23645970937912814,0.08427176345074601,3117.0,234.0
F,2Q26,bangkok,apac,old,2025-03-19>2025-06-24,listings:2025-06-24,27834,9101,206,220466.0,7.920744413307466,57435.0,70612.0,92419.0,478954.4537206189,330512.9665174482,250085.57976193292,0.26051636079939766,0.45203444633786033,0.32028521404661037,0.3119362283127396,0.41919842515399197,0.2360293253494001,2963.0,328.0
F,3Q26,bangkok,apac,late,2026-06-29>2026-08-30,14c:2026-08-30,38365,12154,320,310483.0,8.092871106477258,77222.0,109138.0,124123.0,588232.0891951383,424690.05836921296,274294.85243564873,0.24871571068303255,0.4569797393874835,0.3515103886525188,0.32992887630385004,0.3997739006644486,0.21309138430866648,951.0,362.0
F,3Q26,bangkok,apac,old,2025-06-24>2025-08-28,listings:2025-09-26,23331,6846,197,182049.0,7.802880288028803,50144.0,57880.0,74025.0,381246.0236603367,268245.9996126402,206252.97672702317,0.27544232596718465,0.4455135860102445,0.31793637976588723,0.3134648751820229,0.4066212942669281,0.24102153880773264,13760.0,277.0
F,3Q26,taipei,apac,late,2026-06-30>2026-08-31,14c:2026-08-31,13403,2937,83,84366.0,6.2945609191971945,33244.0,32670.0,18452.0,191495.7724080738,124357.18760631734,36808.03998560887,0.3940449944290354,0.5430024085682108,0.38724130573927884,0.352625290594416,0.21871369983168576,0.1043723008373732,2703.0,58.0
F,3Q26,taipei,apac,old,2025-06-29>2025-08-31,listings:2025-09-30,11690,2770,48,75295.0,6.440975192472198,29243.0,27672.0,18380.0,193890.92836690054,123036.50163825623,43889.569994843245,0.3883790424330965,0.5373663889642133,0.3675144431901189,0.34099419272998843,0.24410651437678466,0.12163941830579836,2639.0,44.0
F,2Q26,hong-kong,apac,late,2026-03-29>2026-06-27,14c:2026-06-27,4364,840,34,27567.0,6.316911090742438,10253.0,10827.0,6487.0,46955.8615863649,33512.63236692066,7143.506046714437,0.37193020640621033,0.535952399059089,0.39275220372184133,0.38251189753596154,0.23531758987194834,0.08153570340494952,1043.0,19.0
F,2Q26,hong-kong,apac,old,2025-04-20>2025-07-24,listings:2025-06-21,5408,1109,109,36375.0,6.726146449704142,12485.0,13036.0,10854.0,56206.53654190786,40002.3443165439,18442.119141548235,0.3432302405498282,0.4902402642969347,0.3583780068728522,0.34890532412751657,0.2983917525773196,0.16085441157554872,3131.0,107.0
F,3Q26,hong-kong,apac,late,2026-06-27>2026-08-28,14c:2026-08-28,6900,1425,82,42479.0,6.156376811594203,15916.0,14863.0,11700.0,77189.22374021131,44900.083034226765,17700.693225561936,0.3746792532780904,0.5521798679462859,0.34989053414628407,0.32119667382664546,0.2754302125756256,0.12662345822706872,2856.0,78.0
F,3Q26,hong-kong,apac,old,2025-07-24>2025-09-23,14c:2025-09-23,7356,1574,48,44070.0,5.991027732463295,17196.0,15810.0,11064.0,82325.00150198875,52785.62840223091,15456.370095780334,0.3901974132062628,0.5467665657281394,0.3587474472430225,0.3505790007254639,0.2510551395507148,0.10265443354639686,3079.0,42.0
F,2Q26,tasmania,apac,late,2026-03-19>2026-06-15,14c:2026-06-15,28221,4190,54,115932.0,4.1080046773679175,66660.0,33686.0,15586.0,379566.56057663145,131032.47661487627,25908.96280849229,0.5749922368284857,0.7074760498941888,0.29056688403546904,0.244232102065349,0.13444087913604527,0.048291848040462194,3060.0,80.0
F,2Q26,tasmania,apac,old,2025-04-05>2025-07-05,listings:2025-06-09,27758,3967,25,110010.0,3.9631817854312272,64889.0,34011.0,11110.0,346903.8102274714,129512.59820801068,18378.59156451793,0.5898463776020362,0.7011061353236622,0.30916280338151075,0.26175001406241105,0.10099081901645304,0.03714385061392684,2936.0,55.0
F,3Q26,tasmania,apac,late,2026-06-15>2026-08-13,14c:2026-08-13,30142,4505,27,117043.0,3.883053546546347,70899.0,31730.0,14414.0,420676.7164202313,124998.92769662487,21168.35588314382,0.6057517322693369,0.7421384303622007,0.27109694727578754,0.22051733404009724,0.12315132045487556,0.03734423559770205,2013.0,50.0
F,3Q26,tasmania,apac,old,2025-07-05>2025-09-11,14c:2025-09-11,32551,4566,20,123425.0,3.791742189180056,75974.0,34060.0,13391.0,409316.3235565443,133071.30175554764,20887.374687908028,0.6155479035851732,0.7266722711935455,0.27595705894267775,0.2362457090329726,0.10849503747214907,0.03708201977348192,2168.0,66.0
F,2Q26,western-australia,apac,late,2026-03-29>2026-06-28,14c:2026-06-28,40178,7242,49,210792.0,5.246453282891134,95723.0,83178.0,31891.0,480379.35450441873,281025.29773066146,51457.3477649198,0.454111161713917,0.5909728274964493,0.39459751793236936,0.34572325650683816,0.15129132035371362,0.0633039159967126,6019.0,92.0
