quarter,subgeo_pp,part_NAM,part_EMEA,part_LatAm,part_APAC,shares_fy,variant,horizon
3Q25,-0.23703057122945567,-0.28765498719737503,0.08480501134223341,-0.02115722896812465,-0.013023366406189374,2024,eurostat_shares/panel_growth/rw_mean,history
4Q25,-0.08651163710382852,0.09379143328126543,-0.12014492020150601,-0.058743159351642184,-0.0014149908319457517,2024,eurostat_shares/panel_growth/rw_mean,history
1Q26,-0.31886168994387254,-0.010425657112275334,-0.16687851103912474,-0.044147216599159975,-0.09741030519331254,2025,eurostat_shares/panel_growth/rw_mean,history
2Q26,-0.18340050883989223,-0.22959234785103685,0.07806179405684797,0.041467155165311013,-0.07333711021101434,2025,eurostat_shares/panel_growth/rw_mean,history
3Q26,0.0532007124936112,,0.0532007124936112,,,2025,eurostat_shares/panel_growth/rw_mean,history
3Q26,-0.18175446593648403,-0.10351408045581907,-0.015540716458740757,-0.019628798891923493,-0.0430708701300007,2025,eurostat_shares/panel_growth/rw_mean,forward
4Q26,-0.18899192824325858,-0.10888131729454137,-0.021184343454061397,-0.01518357412561642,-0.0437426933690394,2025,eurostat_shares/panel_growth/rw_mean,forward
1Q27,-0.19449821774442896,-0.11314968067344792,-0.026894745987956967,-0.010991400033907492,-0.04346239104911656,2025,eurostat_shares/panel_growth/rw_mean,forward
2Q27,-0.2024707333212993,-0.11641586538931324,-0.03340391511139779,-0.007795566434460207,-0.04485538638612808,2025,eurostat_shares/panel_growth/rw_mean,forward
3Q27,-0.20836061131981695,-0.11970854285006806,-0.03972657310295803,-0.0045295999868060054,-0.04439589537998486,2025,eurostat_shares/panel_growth/rw_mean,forward
4Q27,-0.21471548558143014,-0.12302274357424058,-0.04624144199848178,-0.0017328960495450053,-0.04371840395916277,2025,eurostat_shares/panel_growth/rw_mean,forward
1Q16,-0.41514264404410783,-0.3060110000234489,-0.11717307407839146,0.26529720066110746,-0.25725577060337496,2025,panel_shares/panel_growth/rw_mean,history
2Q16,0.40462878891560716,-0.06634786237677216,0.21587818079824767,0.47382020178307305,-0.21872173128894146,2025,panel_shares/panel_growth/rw_mean,history
3Q16,-0.16219946345524705,-0.12461039225896965,0.04306058131565996,0.14122525218449292,-0.2218749046964303,2025,panel_shares/panel_growth/rw_mean,history
4Q16,-0.04533017513965032,-0.12976597595599307,-0.04912205771310299,0.320722800421304,-0.18716494189185828,2025,panel_shares/panel_growth/rw_mean,history
1Q17,0.06208036538951642,-0.09298933210480141,-0.05529545689421105,0.38933864983820926,-0.1789734954496804,2025,panel_shares/panel_growth/rw_mean,history
2Q17,-0.17470109562289066,-0.26303921665775387,-0.141359560893367,0.3812198144997899,-0.15152213257155972,2025,panel_shares/panel_growth/rw_mean,history
3Q17,-0.1357752953110702,-0.18823549655048746,-0.20243168762359437,0.574709409967983,-0.31981752110497136,2025,panel_shares/panel_growth/rw_mean,history
4Q17,-0.7005501812239318,-0.23316426924057057,-0.49133927631115915,0.23871656456722784,-0.21476320023942994,2025,panel_shares/panel_growth/rw_mean,history
1Q18,-0.3416698232812686,-0.16535314222936104,-0.3053525363496727,0.33597943028287136,-0.2069435749851062,2025,panel_shares/panel_growth/rw_mean,history
2Q18,0.06361273013386781,-0.08845408240218709,0.019172703277576468,0.2807261697823987,-0.14783206052392028,2025,panel_shares/panel_growth/rw_mean,history
3Q18,0.3702444418499973,-0.05094007384458289,0.09546094779866657,0.3849992487305685,-0.059275680834654884,2025,panel_shares/panel_growth/rw_mean,history
4Q18,0.02675771939105656,-0.12692946249702972,0.18954132813579289,0.13487601969740384,-0.17073016594511045,2025,panel_shares/panel_growth/rw_mean,history
1Q19,-0.013893698639887445,-0.13239178138019686,0.13324865509108366,0.11626721084919146,-0.1310177831999657,2025,panel_shares/panel_growth/rw_mean,history
2Q19,-0.6093255244932072,-0.14499355382333998,-0.23066041618085426,-0.08206611880008166,-0.1516054356889314,2025,panel_shares/panel_growth/rw_mean,history
3Q19,-0.5682674463676212,-0.09020799019806641,-0.26171331373749523,-0.08942881756927554,-0.12691732486278395,2025,panel_shares/panel_growth/rw_mean,history
4Q19,-0.6863817980038314,-0.06901636074385757,-0.40665657968471797,-0.16134204861785764,-0.04936680895739816,2025,panel_shares/panel_growth/rw_mean,history
1Q20,-0.5557860352627269,-0.1791461862122234,-0.3345420988897146,-0.08857497608489992,0.046477225924111076,2025,panel_shares/panel_growth/rw_mean,history
2Q20,0.6597416386589372,0.6392059063095199,-0.07306486620227594,-0.34456832871303694,0.43816892726473017,2025,panel_shares/panel_growth/rw_mean,history
3Q20,0.5013420593206871,0.5358925743677141,0.14656055111121272,-0.39983922377739245,0.21872815761915276,2025,panel_shares/panel_growth/rw_mean,history
4Q20,0.5698785812863144,0.7483405804446753,-0.33012723924416704,-0.41358023658808557,0.5652454766738917,2020,panel_shares/panel_growth/rw_mean,history
1Q21,1.2603396561853057,0.7958704411775162,0.03841707950291751,-0.4072640929763421,0.8333162284812141,2020,panel_shares/panel_growth/rw_mean,history
2Q21,1.9045493918059317,0.5762772430487296,0.8277958598340404,0.20437639224787946,0.29609989667528236,2020,panel_shares/panel_growth/rw_mean,history
3Q21,0.5265816916892045,0.2171646001886413,-0.1000079829286787,0.1835479418578885,0.2258771325713535,2020,panel_shares/panel_growth/rw_mean,history
4Q21,0.8939492274826277,-0.3805852267854487,0.49218199676940116,0.3413973205669334,0.44095513693174193,2020,panel_shares/panel_growth/rw_mean,history
1Q22,0.015441794331510161,-0.34096120237292377,-0.10025560162506708,0.3584908223002479,0.09816777602925308,2021,panel_shares/panel_growth/rw_mean,history
2Q22,-2.12436494251954,-1.1513080584401025,-0.9218875970991163,-0.03885004562292026,-0.012319241357401542,2021,panel_shares/panel_growth/rw_mean,history
3Q22,-0.9915544827943888,-0.7689063996407898,-0.08078998880185749,-0.06435548167218759,-0.07750261267955391,2021,panel_shares/panel_growth/rw_mean,history
4Q22,-1.0020940183572395,-0.2952248533987799,-0.2139321964633088,0.10803673906057869,-0.6009737075557295,2021,panel_shares/panel_growth/rw_mean,history
1Q23,-1.0632378586570428,-0.29376924689889444,-0.01784270407254288,-0.03115436788981397,-0.7204715397957915,2022,panel_shares/panel_growth/rw_mean,history
2Q23,-1.0923815424097398,-0.3830600272547411,-0.07152154103658337,-0.09654681396556712,-0.5412531601528483,2022,panel_shares/panel_growth/rw_mean,history
3Q23,-0.6828524903734889,-0.4168902600248923,0.019378017353458583,0.10012600633351341,-0.3854662540355686,2022,panel_shares/panel_growth/rw_mean,history
4Q23,-0.6713853088714008,-0.262732169184874,-0.045048146983153806,-0.09202793502931207,-0.27157705767406093,2022,panel_shares/panel_growth/rw_mean,history
1Q24,-0.494200171698665,-0.1783606388416549,-0.20506771799846032,0.15682933388725706,-0.2676011487458068,2023,panel_shares/panel_growth/rw_mean,history
2Q24,-0.3114353389079363,-0.18727654197909002,-0.07190619834345557,0.03970991926360901,-0.09196251784899964,2023,panel_shares/panel_growth/rw_mean,history
3Q24,-0.18590478235469182,-0.1929092943977645,0.028043143662804176,-0.0930137968025327,0.07197516518280121,2023,panel_shares/panel_growth/rw_mean,history
4Q24,-0.44299883429767484,-0.26138953974650625,-0.16631136773356034,0.04117576238976997,-0.05647368920737815,2023,panel_shares/panel_growth/rw_mean,history
1Q25,-0.3048735419859477,-0.03437300584894067,-0.004057366140589134,-0.23143227914643247,-0.03501089084998537,2024,panel_shares/panel_growth/rw_mean,history
2Q25,-0.5036160284993635,-0.1355717425343249,-0.1405042549656991,-0.2204188120592636,-0.007121218940075922,2024,panel_shares/panel_growth/rw_mean,history
3Q25,-0.2564403416055293,-0.28765498719737503,0.06539524096615977,-0.02115722896812465,-0.013023366406189374,2024,panel_shares/panel_growth/rw_mean,history
4Q25,-0.03483568220989299,0.09379143328126543,-0.06846896530757049,-0.058743159351642184,-0.0014149908319457517,2024,panel_shares/panel_growth/rw_mean,history
1Q26,-0.27032076859253396,-0.010425657112275334,-0.11833758968778607,-0.044147216599159975,-0.09741030519331254,2025,panel_shares/panel_growth/rw_mean,history
2Q26,-0.1260881739810031,-0.22959234785103685,0.13537412891573708,0.041467155165311013,-0.07333711021101434,2025,panel_shares/panel_growth/rw_mean,history
3Q26,0.0532007124936112,,0.0532007124936112,,,2025,panel_shares/panel_growth/rw_mean,history
3Q26,-0.15674645659194525,-0.10351408045581907,0.00946729288579804,-0.019628798891923493,-0.0430708701300007,2025,panel_shares/panel_growth/rw_mean,forward
4Q26,-0.16591148841141,-0.10888131729454137,0.0018960963777871762,-0.01518357412561642,-0.0437426933690394,2025,panel_shares/panel_growth/rw_mean,forward
1Q27,-0.17340077736327034,-0.11314968067344792,-0.005797305606798354,-0.010991400033907492,-0.04346239104911656,2025,panel_shares/panel_growth/rw_mean,forward
2Q27,-0.1827720688637072,-0.11641586538931324,-0.0137052506538057,-0.007795566434460207,-0.04485538638612808,2025,panel_shares/panel_growth/rw_mean,forward
3Q27,-0.1902624642879366,-0.11970854285006806,-0.02162842607107769,-0.0045295999868060054,-0.04439589537998486,2025,panel_shares/panel_growth/rw_mean,forward
4Q27,-0.19800103360185997,-0.12302274357424058,-0.029526990018911622,-0.0017328960495450053,-0.04371840395916277,2025,panel_shares/panel_growth/rw_mean,forward
1Q16,-0.3544950735120076,-0.3060110000234489,-0.05652550354629123,0.26529720066110746,-0.25725577060337496,2025,eurostat_shares/eurostat_growth/rw_mean,history
2Q16,0.4401922695247845,-0.06634786237677216,0.25144166140742513,0.47382020178307305,-0.21872173128894146,2025,eurostat_shares/eurostat_growth/rw_mean,history
3Q16,-0.13550174903792506,-0.12461039225896965,0.06975829573298198,0.14122525218449292,-0.2218749046964303,2025,eurostat_shares/eurostat_growth/rw_mean,history
4Q16,-0.029157072934213046,-0.12976597595599307,-0.03294895550766571,0.320722800421304,-0.18716494189185828,2025,eurostat_shares/eurostat_growth/rw_mean,history
1Q17,-0.003692243409136209,-0.09298933210480141,-0.12106806569286367,0.38933864983820926,-0.1789734954496804,2025,eurostat_shares/eurostat_growth/rw_mean,history
2Q17,-0.14740870758477853,-0.26303921665775387,-0.11406717285525485,0.3812198144997899,-0.15152213257155972,2025,eurostat_shares/eurostat_growth/rw_mean,history
3Q17,-0.16247401077400841,-0.18823549655048746,-0.2291304030865326,0.574709409967983,-0.31981752110497136,2025,eurostat_shares/eurostat_growth/rw_mean,history
4Q17,-0.7271010673331988,-0.23316426924057057,-0.5178901624204261,0.23871656456722784,-0.21476320023942994,2025,eurostat_shares/eurostat_growth/rw_mean,history
1Q18,-0.35268338632966545,-0.16535314222936104,-0.3163660993980696,0.33597943028287136,-0.2069435749851062,2025,eurostat_shares/eurostat_growth/rw_mean,history
2Q18,0.06705939411404285,-0.08845408240218709,0.022619367257751495,0.2807261697823987,-0.14783206052392028,2025,eurostat_shares/eurostat_growth/rw_mean,history
3Q18,0.378827098741722,-0.05094007384458289,0.10404360469039127,0.3849992487305685,-0.059275680834654884,2025,eurostat_shares/eurostat_growth/rw_mean,history
4Q18,0.04994304184414655,-0.12692946249702972,0.21272665058888288,0.13487601969740384,-0.17073016594511045,2025,eurostat_shares/eurostat_growth/rw_mean,history
1Q19,-0.05865772895397256,-0.13239178138019686,0.08848462477699855,0.11626721084919146,-0.1310177831999657,2025,eurostat_shares/eurostat_growth/rw_mean,history
2Q19,-0.5424748964111228,-0.14499355382333998,-0.1638097880987698,-0.08206611880008166,-0.1516054356889314,2025,eurostat_shares/eurostat_growth/rw_mean,history
3Q19,-0.4346468574456669,-0.09020799019806641,-0.12809272481554096,-0.08942881756927554,-0.12691732486278395,2025,eurostat_shares/eurostat_growth/rw_mean,history
4Q19,-0.5574281063049883,-0.06901636074385757,-0.27770288798587484,-0.16134204861785764,-0.04936680895739816,2025,eurostat_shares/eurostat_growth/rw_mean,history
1Q20,-0.39622149399365847,-0.1791461862122234,-0.17497755762064618,-0.08857497608489992,0.046477225924111076,2025,eurostat_shares/eurostat_growth/rw_mean,history
2Q20,0.6884934302269308,0.6392059063095199,-0.04431307463428232,-0.34456832871303694,0.43816892726473017,2025,eurostat_shares/eurostat_growth/rw_mean,history
3Q20,0.5479902329945936,0.5358925743677141,0.1932087247851192,-0.39983922377739245,0.21872815761915276,2025,eurostat_shares/eurostat_growth/rw_mean,history
4Q20,1.0091309638942996,0.7483405804446753,0.10912514336381814,-0.41358023658808557,0.5652454766738917,2020,eurostat_shares/eurostat_growth/rw_mean,history
1Q21,2.0579185093572216,0.7958704411775162,0.8359959326748333,-0.4072640929763421,0.8333162284812141,2020,eurostat_shares/eurostat_growth/rw_mean,history
2Q21,1.9589047703459728,0.5762772430487296,0.8821512383740814,0.20437639224787946,0.29609989667528236,2020,eurostat_shares/eurostat_growth/rw_mean,history
3Q21,0.7294699321478504,0.2171646001886413,0.10288025752996699,0.1835479418578885,0.2258771325713535,2020,eurostat_shares/eurostat_growth/rw_mean,history
4Q21,1.086987136289879,-0.3805852267854487,0.6852199055766526,0.3413973205669334,0.44095513693174193,2020,eurostat_shares/eurostat_growth/rw_mean,history
1Q22,0.025827252859755623,-0.34096120237292377,-0.08987014309682163,0.3584908223002479,0.09816777602925308,2021,eurostat_shares/eurostat_growth/rw_mean,history
2Q22,-1.569440337173496,-1.1513080584401025,-0.36696299175307173,-0.03885004562292026,-0.012319241357401542,2021,eurostat_shares/eurostat_growth/rw_mean,history
3Q22,-0.9882942906279375,-0.7689063996407898,-0.07752979663540611,-0.06435548167218759,-0.07750261267955391,2021,eurostat_shares/eurostat_growth/rw_mean,history
4Q22,-1.0684160278103279,-0.2952248533987799,-0.2802542059163972,0.10803673906057869,-0.6009737075557295,2021,eurostat_shares/eurostat_growth/rw_mean,history
1Q23,-1.1658223196832411,-0.29376924689889444,-0.12042716509874117,-0.03115436788981397,-0.7204715397957915,2022,eurostat_shares/eurostat_growth/rw_mean,history
2Q23,-1.1291378659681635,-0.3830600272547411,-0.10827786459500696,-0.09654681396556712,-0.5412531601528483,2022,eurostat_shares/eurostat_growth/rw_mean,history
3Q23,-0.8319377373570451,-0.4168902600248923,-0.1297072296300976,0.10012600633351341,-0.3854662540355686,2022,eurostat_shares/eurostat_growth/rw_mean,history
4Q23,-0.6777498962877723,-0.262732169184874,-0.05141273439952529,-0.09202793502931207,-0.27157705767406093,2022,eurostat_shares/eurostat_growth/rw_mean,history
1Q24,-0.29954991852526996,-0.1783606388416549,-0.010417464825065304,0.15682933388725706,-0.2676011487458068,2023,eurostat_shares/eurostat_growth/rw_mean,history
2Q24,-0.3131027653463847,-0.18727654197909002,-0.07357362478190407,0.03970991926360901,-0.09196251784899964,2023,eurostat_shares/eurostat_growth/rw_mean,history
3Q24,-0.12907491357076906,-0.1929092943977645,0.08487301244672693,-0.0930137968025327,0.07197516518280121,2023,eurostat_shares/eurostat_growth/rw_mean,history
4Q24,-0.3834446521081193,-0.26138953974650625,-0.10675718554400483,0.04117576238976997,-0.05647368920737815,2023,eurostat_shares/eurostat_growth/rw_mean,history
1Q25,-0.3111484852605777,-0.03437300584894067,-0.010332309415219195,-0.23143227914643247,-0.03501089084998537,2024,eurostat_shares/eurostat_growth/rw_mean,history
2Q25,-0.4735454335871108,-0.1355717425343249,-0.11043366005344638,-0.2204188120592636,-0.007121218940075922,2024,eurostat_shares/eurostat_growth/rw_mean,history
3Q25,-0.3162386438979196,-0.28765498719737503,0.005596938673769474,-0.02115722896812465,-0.013023366406189374,2024,eurostat_shares/eurostat_growth/rw_mean,history
4Q25,-0.11262288438754632,0.09379143328126543,-0.14625616748522383,-0.058743159351642184,-0.0014149908319457517,2024,eurostat_shares/eurostat_growth/rw_mean,history
1Q26,-0.2665225272018539,-0.010425657112275334,-0.114539348297106,-0.044147216599159975,-0.09741030519331254,2025,eurostat_shares/eurostat_growth/rw_mean,history
2Q26,-0.1000069066450053,-0.22959234785103685,0.16145539625173488,0.041467155165311013,-0.07333711021101434,2025,eurostat_shares/eurostat_growth/rw_mean,history
3Q26,0.051052242483569085,,0.051052242483569085,,,2025,eurostat_shares/eurostat_growth/rw_mean,history
3Q26,-0.25221867652474916,-0.10351408045581907,-0.08600492704700588,-0.019628798891923493,-0.0430708701300007,2025,eurostat_shares/eurostat_growth/rw_mean,forward
4Q26,-0.25845014692024165,-0.10888131729454137,-0.0906425621310445,-0.01518357412561642,-0.0437426933690394,2025,eurostat_shares/eurostat_growth/rw_mean,forward
1Q27,-0.2623612791859192,-0.11314968067344792,-0.09475780742944727,-0.010991400033907492,-0.04346239104911656,2025,eurostat_shares/eurostat_growth/rw_mean,forward
2Q27,-0.2701586929765418,-0.11641586538931324,-0.1010918747666403,-0.007795566434460207,-0.04485538638612808,2025,eurostat_shares/eurostat_growth/rw_mean,forward
3Q27,-0.27478863693235056,-0.11970854285006806,-0.10615459871549165,-0.0045295999868060054,-0.04439589537998486,2025,eurostat_shares/eurostat_growth/rw_mean,forward
4Q27,-0.2800931707102131,-0.12302274357424058,-0.11161912712726474,-0.0017328960495450053,-0.04371840395916277,2025,eurostat_shares/eurostat_growth/rw_mean,forward
