market_key,country,region,q,rev,n_mkts,rev_prev,stays_yoy_pct,quarter
france_auvergne-rhone-alpes_lyon,france,EMEA,2025Q4,23867,1,22617,5.526816111774324,4Q25
france_auvergne-rhone-alpes_lyon,france,EMEA,2026Q1,19183,1,19862,-3.41858825898701,1Q26
france_auvergne-rhone-alpes_lyon,france,EMEA,2026Q2,25955,1,26376,-1.5961480133454664,2Q26
france_ile-de-france_paris,france,EMEA,2022Q1,39745,1,12207,225.5918735151962,1Q22
france_ile-de-france_paris,france,EMEA,2022Q2,65037,1,15864,309.9659606656581,2Q22
france_ile-de-france_paris,france,EMEA,2022Q3,72285,1,41537,74.02556756626622,3Q22
france_ile-de-france_paris,france,EMEA,2022Q4,61125,1,51108,19.59967128433904,4Q22
france_ile-de-france_paris,france,EMEA,2023Q1,58758,1,45234,29.897864438254416,1Q23
france_ile-de-france_paris,france,EMEA,2023Q2,93774,1,74199,26.381757166538634,2Q23
france_ile-de-france_paris,france,EMEA,2023Q3,89578,1,82896,8.060702567071987,3Q23
france_ile-de-france_paris,france,EMEA,2023Q4,78365,1,70576,11.036329630469277,4Q23
france_ile-de-france_paris,france,EMEA,2024Q1,67334,1,67975,-0.9429937477013595,1Q24
france_ile-de-france_paris,france,EMEA,2024Q2,108911,1,109561,-0.5932768047024028,2Q24
france_ile-de-france_paris,france,EMEA,2024Q3,101737,1,105354,-3.4331871594813657,3Q24
france_ile-de-france_paris,france,EMEA,2024Q4,105056,1,93266,12.641262625179595,4Q24
france_ile-de-france_paris,france,EMEA,2025Q1,93554,1,80554,16.138242669513623,1Q25
france_ile-de-france_paris,france,EMEA,2025Q2,152811,1,130405,17.18185652390629,2Q25
france_ile-de-france_paris,france,EMEA,2025Q3,131324,1,123523,6.315423038624379,3Q25
france_ile-de-france_paris,france,EMEA,2025Q4,124477,1,129112,-3.589906437821422,4Q25
france_ile-de-france_paris,france,EMEA,2026Q1,114704,1,116043,-1.1538826124798618,1Q26
france_ile-de-france_paris,france,EMEA,2026Q2,183241,1,191285,-4.20524348485245,2Q26
france_nouvelle-aquitaine_bordeaux,france,EMEA,2022Q1,8926,1,5890,51.54499151103564,1Q22
france_nouvelle-aquitaine_bordeaux,france,EMEA,2022Q2,14244,1,7766,83.41488539788824,2Q22
france_nouvelle-aquitaine_bordeaux,france,EMEA,2022Q3,18085,1,15732,14.95677599796592,3Q22
france_nouvelle-aquitaine_bordeaux,france,EMEA,2022Q4,12249,1,11375,7.683516483516484,4Q22
france_nouvelle-aquitaine_bordeaux,france,EMEA,2023Q1,10609,1,9822,8.012624720016293,1Q23
france_nouvelle-aquitaine_bordeaux,france,EMEA,2023Q2,18170,1,16058,13.152322829742191,2Q23
france_nouvelle-aquitaine_bordeaux,france,EMEA,2023Q3,24255,1,20427,18.73990306946689,3Q23
france_nouvelle-aquitaine_bordeaux,france,EMEA,2023Q4,15562,1,13722,13.409124034397312,4Q23
france_nouvelle-aquitaine_bordeaux,france,EMEA,2024Q1,13397,1,12077,10.929866688747204,1Q24
france_nouvelle-aquitaine_bordeaux,france,EMEA,2024Q2,22588,1,20823,8.476204197281856,2Q24
france_nouvelle-aquitaine_bordeaux,france,EMEA,2024Q3,25809,1,27850,-7.328545780969476,3Q24
france_nouvelle-aquitaine_bordeaux,france,EMEA,2024Q4,18134,1,17725,2.307475317348384,4Q24
france_nouvelle-aquitaine_bordeaux,france,EMEA,2025Q1,15402,1,15344,0.3779979144942658,1Q25
france_nouvelle-aquitaine_bordeaux,france,EMEA,2025Q2,24751,1,25946,-4.605719571417555,2Q25
france_nouvelle-aquitaine_bordeaux,france,EMEA,2025Q3,29421,1,30049,-2.0899197976638195,3Q25
france_nouvelle-aquitaine_bordeaux,france,EMEA,2025Q4,22227,1,21397,3.879048464738055,4Q25
france_nouvelle-aquitaine_bordeaux,france,EMEA,2026Q1,18356,1,18313,0.2348058756074911,1Q26
france_nouvelle-aquitaine_bordeaux,france,EMEA,2026Q2,30991,1,29956,3.455067432233938,2Q26
france_pyrénées-atlantiques_pays-basque,france,EMEA,2022Q1,5370,1,6919,-22.387628269981207,1Q22
france_pyrénées-atlantiques_pays-basque,france,EMEA,2022Q2,11637,1,9995,16.428214107053527,2Q22
france_pyrénées-atlantiques_pays-basque,france,EMEA,2022Q3,23695,1,22240,6.542266187050361,3Q22
france_pyrénées-atlantiques_pays-basque,france,EMEA,2022Q4,7450,1,8074,-7.728511270745608,4Q22
france_pyrénées-atlantiques_pays-basque,france,EMEA,2023Q1,5894,1,6481,-9.057244252430186,1Q23
france_pyrénées-atlantiques_pays-basque,france,EMEA,2023Q2,15524,1,13708,13.247738546833965,2Q23
france_pyrénées-atlantiques_pays-basque,france,EMEA,2023Q3,28192,1,28008,0.6569551556698139,3Q23
france_pyrénées-atlantiques_pays-basque,france,EMEA,2023Q4,8561,1,9065,-5.559845559845556,4Q23
france_pyrénées-atlantiques_pays-basque,france,EMEA,2024Q1,6945,1,7142,-2.758330999719971,1Q24
france_pyrénées-atlantiques_pays-basque,france,EMEA,2024Q2,17014,1,18607,-8.561294136615249,2Q24
france_pyrénées-atlantiques_pays-basque,france,EMEA,2024Q3,31517,1,33939,-7.136332832434666,3Q24
france_pyrénées-atlantiques_pays-basque,france,EMEA,2024Q4,9260,1,10603,-12.666226539658588,4Q24
france_pyrénées-atlantiques_pays-basque,france,EMEA,2025Q1,7592,1,8588,-11.597578015836053,1Q25
france_pyrénées-atlantiques_pays-basque,france,EMEA,2025Q2,19763,1,20661,-4.346353032283046,2Q25
france_pyrénées-atlantiques_pays-basque,france,EMEA,2025Q3,36387,1,38000,-4.244736842105268,3Q25
france_pyrénées-atlantiques_pays-basque,france,EMEA,2025Q4,10423,1,11356,-8.215921098978518,4Q25
france_pyrénées-atlantiques_pays-basque,france,EMEA,2026Q1,8119,1,9310,-12.792696025778728,1Q26
france_pyrénées-atlantiques_pays-basque,france,EMEA,2026Q2,23026,1,23882,-3.5842894229964006,2Q26
germany_be_berlin,germany,EMEA,2022Q1,10568,1,2838,272.3749119097956,1Q22
germany_be_berlin,germany,EMEA,2022Q2,19128,1,5868,225.9713701431493,2Q22
germany_be_berlin,germany,EMEA,2022Q3,21745,1,15677,38.70638515022007,3Q22
germany_be_berlin,germany,EMEA,2022Q4,17796,1,15371,15.776462169019577,4Q22
germany_be_berlin,germany,EMEA,2023Q1,15861,1,11851,33.8368070205046,1Q23
germany_be_berlin,germany,EMEA,2023Q2,22982,1,21493,6.927836970176338,2Q23
germany_be_berlin,germany,EMEA,2023Q3,25402,1,24771,2.5473335755520576,3Q23
germany_be_berlin,germany,EMEA,2023Q4,20995,1,19932,5.33313265101345,4Q23
germany_be_berlin,germany,EMEA,2024Q1,18832,1,17986,4.70365840097855,1Q24
germany_be_berlin,germany,EMEA,2024Q2,30439,1,26211,16.130632177330128,2Q24
germany_be_berlin,germany,EMEA,2024Q3,33169,1,28839,15.014390235445063,3Q24
germany_be_berlin,germany,EMEA,2024Q4,26149,1,23841,9.68080197978274,4Q24
germany_be_berlin,germany,EMEA,2025Q1,23274,1,21389,8.812941231474113,1Q25
germany_be_berlin,germany,EMEA,2025Q2,34886,1,34404,1.400999883734455,2Q25
germany_be_berlin,germany,EMEA,2025Q3,37636,1,37918,-0.7437101112927946,3Q25
germany_be_berlin,germany,EMEA,2025Q4,32185,1,29803,7.9924839781229995,4Q25
germany_be_berlin,germany,EMEA,2026Q1,26267,1,26616,-1.3112413585813054,1Q26
germany_be_berlin,germany,EMEA,2026Q2,41200,1,40405,1.9675782700160793,2Q26
germany_bv_munich,germany,EMEA,2022Q1,2599,1,800,224.87499999999997,1Q22
germany_bv_munich,germany,EMEA,2022Q2,5343,1,1806,195.84717607973423,2Q22
germany_bv_munich,germany,EMEA,2022Q3,7938,1,4740,67.46835443037975,3Q22
germany_bv_munich,germany,EMEA,2022Q4,6461,1,3953,63.4454844421958,4Q22
germany_bv_munich,germany,EMEA,2023Q1,4305,1,2866,50.209351011863234,1Q23
germany_bv_munich,germany,EMEA,2023Q2,8606,1,6021,42.933067596744735,2Q23
germany_bv_munich,germany,EMEA,2023Q3,9919,1,9114,8.832565284178195,3Q23
germany_bv_munich,germany,EMEA,2023Q4,7977,1,7430,7.362045760430691,4Q23
germany_bv_munich,germany,EMEA,2024Q1,5245,1,4895,7.150153217568955,1Q24
germany_bv_munich,germany,EMEA,2024Q2,10449,1,9845,6.135093956323012,2Q24
germany_bv_munich,germany,EMEA,2024Q3,14800,1,11709,26.398496882739764,3Q24
germany_bv_munich,germany,EMEA,2024Q4,10268,1,9229,11.257991114963705,4Q24
germany_bv_munich,germany,EMEA,2025Q1,6852,1,6056,13.143989431968306,1Q25
germany_bv_munich,germany,EMEA,2025Q2,13208,1,12218,8.102799148796858,2Q25
germany_bv_munich,germany,EMEA,2025Q3,14426,1,18047,-20.064276611071097,3Q25
germany_bv_munich,germany,EMEA,2025Q4,12033,1,12643,-4.824804239500113,4Q25
germany_bv_munich,germany,EMEA,2026Q1,8360,1,8179,2.2129844724293912,1Q26
germany_bv_munich,germany,EMEA,2026Q2,14283,1,16437,-13.10458112794306,2Q26
greece_attica_athens,greece,EMEA,2022Q1,12930,1,4254,203.94922425952043,1Q22
greece_attica_athens,greece,EMEA,2022Q2,29922,1,9748,206.9552728764875,2Q22
greece_attica_athens,greece,EMEA,2022Q3,38402,1,28470,34.88584474885845,3Q22
greece_attica_athens,greece,EMEA,2022Q4,22955,1,18998,20.8285082640278,4Q22
greece_attica_athens,greece,EMEA,2023Q1,18139,1,14341,26.483508820863257,1Q23
greece_attica_athens,greece,EMEA,2023Q2,40040,1,33178,20.682379890288736,2Q23
greece_attica_athens,greece,EMEA,2023Q3,46323,1,42586,8.775184332879359,3Q23
greece_attica_athens,greece,EMEA,2023Q4,30150,1,25442,18.504834525587622,4Q23
greece_attica_athens,greece,EMEA,2024Q1,22598,1,19930,13.386853988961356,1Q24
greece_attica_athens,greece,EMEA,2024Q2,51082,1,44991,13.538263208197199,2Q24
greece_attica_athens,greece,EMEA,2024Q3,55385,1,52325,5.848064978499767,3Q24
greece_attica_athens,greece,EMEA,2024Q4,37124,1,33967,9.294315070509619,4Q24
greece_attica_athens,greece,EMEA,2025Q1,27973,1,25371,10.255803870560886,1Q25
greece_attica_athens,greece,EMEA,2025Q2,59438,1,58482,1.6346910160391248,2Q25
greece_attica_athens,greece,EMEA,2025Q3,63836,1,63182,1.0351049349498265,3Q25
greece_attica_athens,greece,EMEA,2025Q4,42809,1,42448,0.8504523181304124,4Q25
greece_attica_athens,greece,EMEA,2026Q1,32934,1,31675,3.974743488555643,1Q26
greece_attica_athens,greece,EMEA,2026Q2,65631,1,67864,-3.2904043380879378,2Q26
greece_central-macedonia_thessaloniki,greece,EMEA,2022Q1,4223,1,2149,96.51000465332713,1Q22
greece_central-macedonia_thessaloniki,greece,EMEA,2022Q2,6030,1,3392,77.77122641509433,2Q22
greece_central-macedonia_thessaloniki,greece,EMEA,2022Q3,7690,1,6830,12.591508052708633,3Q22
greece_central-macedonia_thessaloniki,greece,EMEA,2022Q4,6386,1,5497,16.1724577042023,4Q22
greece_central-macedonia_thessaloniki,greece,EMEA,2023Q1,5980,1,4893,22.21540976905785,1Q23
greece_central-macedonia_thessaloniki,greece,EMEA,2023Q2,8089,1,6993,15.672815672815666,2Q23
greece_central-macedonia_thessaloniki,greece,EMEA,2023Q3,9866,1,8821,11.846729395760125,3Q23
greece_central-macedonia_thessaloniki,greece,EMEA,2023Q4,7945,1,7342,8.213020975211105,4Q23
greece_central-macedonia_thessaloniki,greece,EMEA,2024Q1,7247,1,6884,5.273097036606633,1Q24
greece_central-macedonia_thessaloniki,greece,EMEA,2024Q2,9598,1,9464,1.4158918005071852,2Q24
greece_central-macedonia_thessaloniki,greece,EMEA,2024Q3,11745,1,11428,2.773888694434712,3Q24
greece_central-macedonia_thessaloniki,greece,EMEA,2024Q4,9970,1,9262,7.644137335348744,4Q24
greece_central-macedonia_thessaloniki,greece,EMEA,2025Q1,9267,1,8523,8.729320661738814,1Q25
greece_central-macedonia_thessaloniki,greece,EMEA,2025Q2,12312,1,11328,8.686440677966111,2Q25
greece_central-macedonia_thessaloniki,greece,EMEA,2025Q3,15084,1,14149,6.608240865078807,3Q25
greece_central-macedonia_thessaloniki,greece,EMEA,2025Q4,12852,1,12312,4.385964912280693,4Q25
greece_central-macedonia_thessaloniki,greece,EMEA,2026Q1,11808,1,11471,2.9378432569087343,1Q26
greece_central-macedonia_thessaloniki,greece,EMEA,2026Q2,14341,1,14831,-3.3038904996291585,2Q26
greece_crete_crete,greece,EMEA,2022Q1,1916,1,460,316.5217391304348,1Q22
greece_crete_crete,greece,EMEA,2022Q2,20537,1,6605,210.93111279333837,2Q22
greece_crete_crete,greece,EMEA,2022Q3,42817,1,36849,16.195826209666485,3Q22
greece_crete_crete,greece,EMEA,2022Q4,10295,1,10035,2.5909317389138042,4Q22
greece_crete_crete,greece,EMEA,2023Q1,2668,1,2071,28.826653790439405,1Q23
greece_crete_crete,greece,EMEA,2023Q2,23424,1,22137,5.813795907304509,2Q23
greece_crete_crete,greece,EMEA,2023Q3,48192,1,47446,1.5723137883067118,3Q23
greece_crete_crete,greece,EMEA,2023Q4,11933,1,11219,6.364203583207062,4Q23
greece_crete_crete,greece,EMEA,2024Q1,3428,1,3008,13.962765957446809,1Q24
greece_crete_crete,greece,EMEA,2024Q2,28320,1,25474,11.17217555154275,2Q24
greece_crete_crete,greece,EMEA,2024Q3,57487,1,53166,8.127374637926499,3Q24
greece_crete_crete,greece,EMEA,2024Q4,15255,1,12979,17.536019724169805,4Q24
greece_crete_crete,greece,EMEA,2025Q1,3945,1,3899,1.1797896896640125,1Q25
greece_crete_crete,greece,EMEA,2025Q2,33633,1,30732,9.439672003123789,2Q25
greece_crete_crete,greece,EMEA,2025Q3,64919,1,63535,2.1783269064295174,3Q25
greece_crete_crete,greece,EMEA,2025Q4,17585,1,16536,6.343734881470731,4Q25
greece_crete_crete,greece,EMEA,2026Q1,4334,1,4310,0.5568445475637951,1Q26
greece_crete_crete,greece,EMEA,2026Q2,38887,1,36066,7.821771197249494,2Q26
greece_south-aegean_south-aegean,greece,EMEA,2022Q1,1857,1,182,920.3296703296703,1Q22
greece_south-aegean_south-aegean,greece,EMEA,2022Q2,33389,1,9126,265.8667543282928,2Q22
greece_south-aegean_south-aegean,greece,EMEA,2022Q3,69252,1,54153,27.88211179436042,3Q22
greece_south-aegean_south-aegean,greece,EMEA,2022Q4,13208,1,11343,16.441858414881416,4Q22
greece_south-aegean_south-aegean,greece,EMEA,2023Q1,2564,1,2048,25.1953125,1Q23
greece_south-aegean_south-aegean,greece,EMEA,2023Q2,39247,1,36633,7.135642726503422,2Q23
greece_south-aegean_south-aegean,greece,EMEA,2023Q3,75383,1,77215,-2.372595998186877,3Q23
greece_south-aegean_south-aegean,greece,EMEA,2023Q4,14113,1,14365,-1.7542638357118001,4Q23
greece_south-aegean_south-aegean,greece,EMEA,2024Q1,3015,1,2795,7.871198568872995,1Q24
greece_south-aegean_south-aegean,greece,EMEA,2024Q2,45924,1,42810,7.274001401541685,2Q24
greece_south-aegean_south-aegean,greece,EMEA,2024Q3,86708,1,83994,3.2311831797509294,3Q24
greece_south-aegean_south-aegean,greece,EMEA,2024Q4,16776,1,15331,9.425347335464096,4Q24
greece_south-aegean_south-aegean,greece,EMEA,2025Q1,2237,1,3336,-32.94364508393285,1Q25
greece_south-aegean_south-aegean,greece,EMEA,2025Q2,46143,1,50007,-7.726918231447599,2Q25
greece_south-aegean_south-aegean,greece,EMEA,2025Q3,92063,1,96556,-4.6532582128505755,3Q25
greece_south-aegean_south-aegean,greece,EMEA,2025Q4,16527,1,18220,-9.291986827661914,4Q25
greece_south-aegean_south-aegean,greece,EMEA,2026Q1,2675,1,2480,7.86290322580645,1Q26
greece_south-aegean_south-aegean,greece,EMEA,2026Q2,50890,1,49881,2.0228142980293073,2Q26
hungary_közép-magyarország_budapest,hungary,EMEA,2022Q1,20380,1,2028,904.930966469428,1Q22
hungary_közép-magyarország_budapest,hungary,EMEA,2022Q2,27768,1,4594,504.4405746626034,2Q22
hungary_közép-magyarország_budapest,hungary,EMEA,2022Q3,34730,1,17746,95.70607460836244,3Q22
hungary_közép-magyarország_budapest,hungary,EMEA,2022Q4,31087,1,23614,31.646480901160334,4Q22
hungary_közép-magyarország_budapest,hungary,EMEA,2023Q1,27787,1,23564,17.921405533865208,1Q23
hungary_közép-magyarország_budapest,hungary,EMEA,2023Q2,40042,1,31979,25.213421307733206,2Q23
hungary_közép-magyarország_budapest,hungary,EMEA,2023Q3,44976,1,40201,11.877813984726737,3Q23
hungary_közép-magyarország_budapest,hungary,EMEA,2023Q4,39850,1,36015,10.648340969040682,4Q23
hungary_közép-magyarország_budapest,hungary,EMEA,2024Q1,34956,1,32202,8.552263834544437,1Q24
hungary_közép-magyarország_budapest,hungary,EMEA,2024Q2,50106,1,46763,7.148814233475176,2Q24
hungary_közép-magyarország_budapest,hungary,EMEA,2024Q3,54546,1,53186,2.5570638889933495,3Q24
hungary_közép-magyarország_budapest,hungary,EMEA,2024Q4,51217,1,47351,8.164558298663183,4Q24
hungary_közép-magyarország_budapest,hungary,EMEA,2025Q1,42473,1,41875,1.4280597014925345,1Q25
hungary_közép-magyarország_budapest,hungary,EMEA,2025Q2,59164,1,60708,-2.5433221321736865,2Q25
hungary_közép-magyarország_budapest,hungary,EMEA,2025Q3,63351,1,65964,-3.961251591777337,3Q25
hungary_közép-magyarország_budapest,hungary,EMEA,2025Q4,61925,1,62413,-0.7818883886369865,4Q25
hungary_közép-magyarország_budapest,hungary,EMEA,2026Q1,49561,1,52018,-4.723364989042256,1Q26
hungary_közép-magyarország_budapest,hungary,EMEA,2026Q2,64770,1,72451,-10.601648010379428,2Q26
ireland,ireland,EMEA,2022Q1,26273,1,4471,487.6314023708343,1Q22
ireland,ireland,EMEA,2022Q2,64659,1,24685,161.93639862264533,2Q22
ireland,ireland,EMEA,2022Q3,89966,1,60061,49.79104577013369,3Q22
ireland,ireland,EMEA,2022Q4,39997,1,29786,34.28120593567448,4Q22
ireland,ireland,EMEA,2023Q1,35095,1,28467,23.28309972951137,1Q23
ireland,ireland,EMEA,2023Q2,89280,1,70688,26.301493888637385,2Q23
ireland,ireland,EMEA,2023Q3,119652,1,99049,20.800815757857215,3Q23
ireland,ireland,EMEA,2023Q4,50029,1,43874,14.02880977344212,4Q23
ireland,ireland,EMEA,2024Q1,41257,1,38539,7.052596071511985,1Q24
ireland,ireland,EMEA,2024Q2,107103,1,98668,8.548870961203225,2Q24
ireland,ireland,EMEA,2024Q3,148503,1,133690,11.080110703867163,3Q24
ireland,ireland,EMEA,2024Q4,55472,1,55435,0.06674483629476313,4Q24
ireland,ireland,EMEA,2025Q1,44210,1,45972,-3.832767771687118,1Q25
ireland,ireland,EMEA,2025Q2,119487,1,120149,-0.5509825300252236,2Q25
ireland,ireland,EMEA,2025Q3,167939,1,167877,0.03693180125925455,3Q25
ireland,ireland,EMEA,2025Q4,66795,1,62567,6.757555900075118,4Q25
ireland,ireland,EMEA,2026Q1,53181,1,50285,5.759172715521532,1Q26
ireland,ireland,EMEA,2026Q2,140444,1,136183,3.12887805379527,2Q26
ireland_leinster_dublin,ireland,EMEA,2022Q1,4951,1,967,411.99586349534644,1Q22
ireland_leinster_dublin,ireland,EMEA,2022Q2,10373,1,1779,483.08038223721195,2Q22
ireland_leinster_dublin,ireland,EMEA,2022Q3,11671,1,4495,159.64404894327032,3Q22
ireland_leinster_dublin,ireland,EMEA,2022Q4,7968,1,5564,43.206326383896474,4Q22
ireland_leinster_dublin,ireland,EMEA,2023Q1,7507,1,5402,38.96704924102183,1Q23
ireland_leinster_dublin,ireland,EMEA,2023Q2,14025,1,11483,22.13707219367762,2Q23
ireland_leinster_dublin,ireland,EMEA,2023Q3,15976,1,13165,21.35206988226357,3Q23
ireland_leinster_dublin,ireland,EMEA,2023Q4,10718,1,9124,17.47040771591408,4Q23
ireland_leinster_dublin,ireland,EMEA,2024Q1,9210,1,8627,6.757853251419954,1Q24
ireland_leinster_dublin,ireland,EMEA,2024Q2,18938,1,16221,16.74989211515936,2Q24
ireland_leinster_dublin,ireland,EMEA,2024Q3,22266,1,18718,18.95501656159846,3Q24
ireland_leinster_dublin,ireland,EMEA,2024Q4,12413,1,12508,-0.7595139110968985,4Q24
ireland_leinster_dublin,ireland,EMEA,2025Q1,10490,1,10934,-4.060728004389979,1Q25
ireland_leinster_dublin,ireland,EMEA,2025Q2,22404,1,23197,-3.418545501573478,2Q25
ireland_leinster_dublin,ireland,EMEA,2025Q3,28709,1,27599,4.0218848509004035,3Q25
ireland_leinster_dublin,ireland,EMEA,2025Q4,18959,1,15366,23.382793179747495,4Q25
ireland_leinster_dublin,ireland,EMEA,2026Q1,15552,1,13220,17.63993948562783,1Q26
ireland_leinster_dublin,ireland,EMEA,2026Q2,30049,1,28794,4.358546919497108,2Q26
italy_campania_naples,italy,EMEA,2022Q1,7021,1,417,1583.6930455635493,1Q22
italy_campania_naples,italy,EMEA,2022Q2,16804,1,2401,599.875052061641,2Q22
italy_campania_naples,italy,EMEA,2022Q3,19336,1,12468,55.08501764517164,3Q22
italy_campania_naples,italy,EMEA,2022Q4,12597,1,9267,35.93395921010036,4Q22
italy_campania_naples,italy,EMEA,2023Q1,11098,1,7543,47.12978920853772,1Q23
italy_campania_naples,italy,EMEA,2023Q2,23376,1,18251,28.080653114897824,2Q23
italy_campania_naples,italy,EMEA,2023Q3,24684,1,21054,17.24137931034482,3Q23
italy_campania_naples,italy,EMEA,2023Q4,15652,1,13709,14.173170909621424,4Q23
italy_campania_naples,italy,EMEA,2024Q1,12484,1,12096,3.2076719576719537,1Q24
italy_campania_naples,italy,EMEA,2024Q2,28749,1,25710,11.820303383897324,2Q24
italy_campania_naples,italy,EMEA,2024Q3,27923,1,27438,1.7676215467599787,3Q24
italy_campania_naples,italy,EMEA,2024Q4,17964,1,17165,4.654820856393815,4Q24
italy_campania_naples,italy,EMEA,2025Q1,14444,1,13654,5.785850300278317,1Q25
italy_campania_naples,italy,EMEA,2025Q2,33660,1,31728,6.089258698940991,2Q25
italy_campania_naples,italy,EMEA,2025Q3,32134,1,31014,3.611272328625792,3Q25
italy_campania_naples,italy,EMEA,2025Q4,22377,1,19872,12.605676328502424,4Q25
italy_campania_naples,italy,EMEA,2026Q1,16716,1,15733,6.24801372910444,1Q26
italy_campania_naples,italy,EMEA,2026Q2,37161,1,37115,0.12393910817729559,2Q26
italy_emilia-romagna_bologna,italy,EMEA,2022Q1,5089,1,829,513.8721351025332,1Q22
italy_emilia-romagna_bologna,italy,EMEA,2022Q2,10192,1,2052,396.6861598440546,2Q22
italy_emilia-romagna_bologna,italy,EMEA,2022Q3,10432,1,6394,63.15295589615264,3Q22
italy_emilia-romagna_bologna,italy,EMEA,2022Q4,8129,1,6261,29.835489538412396,4Q22
italy_emilia-romagna_bologna,italy,EMEA,2023Q1,7885,1,5343,47.57626801422421,1Q23
italy_emilia-romagna_bologna,italy,EMEA,2023Q2,13918,1,10825,28.572748267898373,2Q23
italy_emilia-romagna_bologna,italy,EMEA,2023Q3,13111,1,11131,17.788159195040887,3Q23
italy_emilia-romagna_bologna,italy,EMEA,2023Q4,11002,1,8719,26.184195435256342,4Q23
italy_emilia-romagna_bologna,italy,EMEA,2024Q1,9510,1,8521,11.606618941438796,1Q24
italy_emilia-romagna_bologna,italy,EMEA,2024Q2,17774,1,15189,17.01889525314373,2Q24
italy_emilia-romagna_bologna,italy,EMEA,2024Q3,14902,1,14458,3.070964172084656,3Q24
italy_emilia-romagna_bologna,italy,EMEA,2024Q4,12699,1,12083,5.09807167094265,4Q24
italy_emilia-romagna_bologna,italy,EMEA,2025Q1,11222,1,10442,7.469833365255707,1Q25
italy_emilia-romagna_bologna,italy,EMEA,2025Q2,20358,1,19476,4.528650646950094,2Q25
italy_emilia-romagna_bologna,italy,EMEA,2025Q3,16192,1,16310,-0.7234825260576283,3Q25
italy_emilia-romagna_bologna,italy,EMEA,2025Q4,15760,1,13848,13.807047949162342,4Q25
italy_emilia-romagna_bologna,italy,EMEA,2026Q1,13029,1,12114,7.553244180287266,1Q26
italy_emilia-romagna_bologna,italy,EMEA,2026Q2,24085,1,22305,7.98027348128223,2Q26
italy_lazio_rome,italy,EMEA,2022Q1,31933,1,3641,777.0392749244713,1Q22
italy_lazio_rome,italy,EMEA,2022Q2,70348,1,10471,571.8365008117657,2Q22
italy_lazio_rome,italy,EMEA,2022Q3,76371,1,37624,102.98479693812462,3Q22
italy_lazio_rome,italy,EMEA,2022Q4,61075,1,37773,61.68956662166099,4Q22
italy_lazio_rome,italy,EMEA,2023Q1,56658,1,34198,65.6763553424177,1Q23
italy_lazio_rome,italy,EMEA,2023Q2,105349,1,76705,37.34306759663646,2Q23
italy_lazio_rome,italy,EMEA,2023Q3,102480,1,83178,23.205655341556653,3Q23
italy_lazio_rome,italy,EMEA,2023Q4,82720,1,66318,24.732350191501553,4Q23
italy_lazio_rome,italy,EMEA,2024Q1,69568,1,61470,13.173905970392052,1Q24
italy_lazio_rome,italy,EMEA,2024Q2,136742,1,115667,18.22040858671876,2Q24
italy_lazio_rome,italy,EMEA,2024Q3,122298,1,112903,8.321302356890437,3Q24
italy_lazio_rome,italy,EMEA,2024Q4,101518,1,91210,11.301392391185171,4Q24
italy_lazio_rome,italy,EMEA,2025Q1,87122,1,76475,13.922196796338682,1Q25
italy_lazio_rome,italy,EMEA,2025Q2,162454,1,152666,6.411381709090436,2Q25
italy_lazio_rome,italy,EMEA,2025Q3,141992,1,136335,4.149338027652472,3Q25
italy_lazio_rome,italy,EMEA,2025Q4,130023,1,113512,14.545598703220808,4Q25
italy_lazio_rome,italy,EMEA,2026Q1,106191,1,96856,9.638019327661684,1Q26
italy_lazio_rome,italy,EMEA,2026Q2,192052,1,183236,4.811281625881381,2Q26
italy_lombardia_bergamo,italy,EMEA,2022Q1,2275,1,519,338.3429672447013,1Q22
italy_lombardia_bergamo,italy,EMEA,2022Q2,4437,1,992,347.2782258064516,2Q22
italy_lombardia_bergamo,italy,EMEA,2022Q3,5486,1,3729,47.1171895950657,3Q22
italy_lombardia_bergamo,italy,EMEA,2022Q4,3295,1,2723,21.006243114212264,4Q22
italy_lombardia_bergamo,italy,EMEA,2023Q1,3408,1,2443,39.50061399918135,1Q23
italy_lombardia_bergamo,italy,EMEA,2023Q2,6615,1,4711,40.416047548291225,2Q23
italy_lombardia_bergamo,italy,EMEA,2023Q3,7730,1,5959,29.71975163618057,3Q23
italy_lombardia_bergamo,italy,EMEA,2023Q4,4976,1,3622,37.38266151297624,4Q23
italy_lombardia_bergamo,italy,EMEA,2024Q1,4394,1,3740,17.486631016042775,1Q24
italy_lombardia_bergamo,italy,EMEA,2024Q2,8723,1,7269,20.002751410097687,2Q24
italy_lombardia_bergamo,italy,EMEA,2024Q3,10376,1,8702,19.2369570213744,3Q24
italy_lombardia_bergamo,italy,EMEA,2024Q4,6228,1,5646,10.308182784272057,4Q24
italy_lombardia_bergamo,italy,EMEA,2025Q1,5109,1,5054,1.0882469331222833,1Q25
italy_lombardia_bergamo,italy,EMEA,2025Q2,10245,1,9988,2.573087705246291,2Q25
italy_lombardia_bergamo,italy,EMEA,2025Q3,12001,1,11779,1.8847100772561243,3Q25
italy_lombardia_bergamo,italy,EMEA,2025Q4,7219,1,6930,4.17027417027418,4Q25
italy_lombardia_bergamo,italy,EMEA,2026Q1,7079,1,5692,24.367533380182714,1Q26
italy_lombardia_bergamo,italy,EMEA,2026Q2,12755,1,11482,11.086918655286526,2Q26
italy_lombardy_milan,italy,EMEA,2022Q1,14012,1,2808,399.002849002849,1Q22
