market_key,dump_date,basis,period,lang,reviews
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2024Q4,de,363
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2024Q4,en,3599
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2024Q4,es,5599
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2024Q4,fr,8449
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2024Q4,it,77
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2024Q4,other,1839
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2024Q4,pt,73
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2024Q4,zh_ja_ko,144
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q1,de,221
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q1,en,2622
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q1,es,4991
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q1,fr,7418
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q1,it,91
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q1,other,1787
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q1,pt,67
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q1,zh_ja_ko,137
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q2,de,686
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q2,en,5402
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q2,es,5994
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q2,fr,8089
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q2,it,93
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q2,other,1981
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q2,pt,77
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q2,zh_ja_ko,228
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q3,de,924
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q3,en,5740
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q3,es,4912
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q3,fr,6437
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q3,it,130
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q3,other,2061
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q3,pt,93
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q3,zh_ja_ko,196
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q4,de,436
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q4,en,4049
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q4,es,7369
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q4,fr,9954
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q4,it,121
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q4,other,2468
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q4,pt,96
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2025Q4,zh_ja_ko,188
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q1,de,294
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q1,en,2797
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q1,es,5652
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q1,fr,8551
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q1,it,83
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q1,other,2276
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q1,pt,87
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q1,zh_ja_ko,169
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q2,de,734
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q2,en,4627
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q2,es,6422
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q2,fr,8527
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q2,it,82
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q2,other,2387
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q2,pt,93
france_auvergne-rhone-alpes_lyon,2026-06-22,quarter,2026Q2,zh_ja_ko,163
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm0,de,2429
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm0,en,17762
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm0,es,24889
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm0,fr,34075
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm0,it,426
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm0,other,9359
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm0,pt,375
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm0,zh_ja_ko,736
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm1,de,2088
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm1,en,17384
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm1,es,21292
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm1,fr,30282
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm1,it,363
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm1,other,7262
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm1,pt,284
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm1,zh_ja_ko,741
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm2,de,1790
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm2,en,17336
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm2,es,17804
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm2,fr,26176
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm2,it,263
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm2,other,5830
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm2,pt,230
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm2,zh_ja_ko,556
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm3,de,1291
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm3,en,13766
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm3,es,14756
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm3,fr,23993
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm3,it,206
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm3,other,4530
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm3,pt,151
france_auvergne-rhone-alpes_lyon,2026-06-22,ltm,ltm3,zh_ja_ko,432
canada_on_toronto,2026-06-15,quarter,2021Q1,en,3044
canada_on_toronto,2026-06-15,quarter,2021Q1,es,6
canada_on_toronto,2026-06-15,quarter,2021Q1,fr,13
canada_on_toronto,2026-06-15,quarter,2021Q1,other,154
canada_on_toronto,2026-06-15,quarter,2021Q1,zh_ja_ko,7
canada_on_toronto,2026-06-15,quarter,2021Q2,de,1
canada_on_toronto,2026-06-15,quarter,2021Q2,en,3555
canada_on_toronto,2026-06-15,quarter,2021Q2,es,10
canada_on_toronto,2026-06-15,quarter,2021Q2,fr,13
canada_on_toronto,2026-06-15,quarter,2021Q2,other,184
canada_on_toronto,2026-06-15,quarter,2021Q2,pt,1
canada_on_toronto,2026-06-15,quarter,2021Q2,zh_ja_ko,12
canada_on_toronto,2026-06-15,quarter,2021Q3,de,8
canada_on_toronto,2026-06-15,quarter,2021Q3,en,8077
canada_on_toronto,2026-06-15,quarter,2021Q3,es,130
canada_on_toronto,2026-06-15,quarter,2021Q3,fr,125
canada_on_toronto,2026-06-15,quarter,2021Q3,it,1
canada_on_toronto,2026-06-15,quarter,2021Q3,other,334
canada_on_toronto,2026-06-15,quarter,2021Q3,pt,1
canada_on_toronto,2026-06-15,quarter,2021Q3,zh_ja_ko,24
canada_on_toronto,2026-06-15,quarter,2021Q4,de,17
canada_on_toronto,2026-06-15,quarter,2021Q4,en,9217
canada_on_toronto,2026-06-15,quarter,2021Q4,es,162
canada_on_toronto,2026-06-15,quarter,2021Q4,fr,116
canada_on_toronto,2026-06-15,quarter,2021Q4,it,2
canada_on_toronto,2026-06-15,quarter,2021Q4,other,412
canada_on_toronto,2026-06-15,quarter,2021Q4,pt,7
canada_on_toronto,2026-06-15,quarter,2021Q4,zh_ja_ko,20
canada_on_toronto,2026-06-15,quarter,2022Q1,de,3
canada_on_toronto,2026-06-15,quarter,2022Q1,en,7601
canada_on_toronto,2026-06-15,quarter,2022Q1,es,180
canada_on_toronto,2026-06-15,quarter,2022Q1,fr,80
canada_on_toronto,2026-06-15,quarter,2022Q1,it,1
canada_on_toronto,2026-06-15,quarter,2022Q1,other,377
canada_on_toronto,2026-06-15,quarter,2022Q1,pt,7
canada_on_toronto,2026-06-15,quarter,2022Q1,zh_ja_ko,40
canada_on_toronto,2026-06-15,quarter,2022Q2,de,57
canada_on_toronto,2026-06-15,quarter,2022Q2,en,13673
canada_on_toronto,2026-06-15,quarter,2022Q2,es,381
canada_on_toronto,2026-06-15,quarter,2022Q2,fr,224
canada_on_toronto,2026-06-15,quarter,2022Q2,it,6
canada_on_toronto,2026-06-15,quarter,2022Q2,other,613
canada_on_toronto,2026-06-15,quarter,2022Q2,pt,21
canada_on_toronto,2026-06-15,quarter,2022Q2,zh_ja_ko,70
canada_on_toronto,2026-06-15,quarter,2022Q3,de,168
canada_on_toronto,2026-06-15,quarter,2022Q3,en,18109
canada_on_toronto,2026-06-15,quarter,2022Q3,es,851
canada_on_toronto,2026-06-15,quarter,2022Q3,fr,613
canada_on_toronto,2026-06-15,quarter,2022Q3,it,16
canada_on_toronto,2026-06-15,quarter,2022Q3,other,770
canada_on_toronto,2026-06-15,quarter,2022Q3,pt,42
canada_on_toronto,2026-06-15,quarter,2022Q3,zh_ja_ko,163
canada_on_toronto,2026-06-15,quarter,2022Q4,de,75
canada_on_toronto,2026-06-15,quarter,2022Q4,en,13494
canada_on_toronto,2026-06-15,quarter,2022Q4,es,566
canada_on_toronto,2026-06-15,quarter,2022Q4,fr,292
canada_on_toronto,2026-06-15,quarter,2022Q4,it,15
canada_on_toronto,2026-06-15,quarter,2022Q4,other,641
canada_on_toronto,2026-06-15,quarter,2022Q4,pt,25
canada_on_toronto,2026-06-15,quarter,2022Q4,zh_ja_ko,188
canada_on_toronto,2026-06-15,quarter,2023Q1,de,35
canada_on_toronto,2026-06-15,quarter,2023Q1,en,10524
canada_on_toronto,2026-06-15,quarter,2023Q1,es,512
canada_on_toronto,2026-06-15,quarter,2023Q1,fr,186
canada_on_toronto,2026-06-15,quarter,2023Q1,it,16
canada_on_toronto,2026-06-15,quarter,2023Q1,other,570
canada_on_toronto,2026-06-15,quarter,2023Q1,pt,35
canada_on_toronto,2026-06-15,quarter,2023Q1,zh_ja_ko,182
canada_on_toronto,2026-06-15,quarter,2023Q2,de,200
canada_on_toronto,2026-06-15,quarter,2023Q2,en,20320
canada_on_toronto,2026-06-15,quarter,2023Q2,es,1130
canada_on_toronto,2026-06-15,quarter,2023Q2,fr,477
canada_on_toronto,2026-06-15,quarter,2023Q2,it,34
canada_on_toronto,2026-06-15,quarter,2023Q2,other,944
canada_on_toronto,2026-06-15,quarter,2023Q2,pt,64
canada_on_toronto,2026-06-15,quarter,2023Q2,zh_ja_ko,208
canada_on_toronto,2026-06-15,quarter,2023Q3,de,427
canada_on_toronto,2026-06-15,quarter,2023Q3,en,25325
canada_on_toronto,2026-06-15,quarter,2023Q3,es,1802
canada_on_toronto,2026-06-15,quarter,2023Q3,fr,913
canada_on_toronto,2026-06-15,quarter,2023Q3,it,60
canada_on_toronto,2026-06-15,quarter,2023Q3,other,1157
canada_on_toronto,2026-06-15,quarter,2023Q3,pt,72
canada_on_toronto,2026-06-15,quarter,2023Q3,zh_ja_ko,462
canada_on_toronto,2026-06-15,quarter,2023Q4,de,166
canada_on_toronto,2026-06-15,quarter,2023Q4,en,17162
canada_on_toronto,2026-06-15,quarter,2023Q4,es,1100
canada_on_toronto,2026-06-15,quarter,2023Q4,fr,392
canada_on_toronto,2026-06-15,quarter,2023Q4,it,48
canada_on_toronto,2026-06-15,quarter,2023Q4,other,963
canada_on_toronto,2026-06-15,quarter,2023Q4,pt,70
canada_on_toronto,2026-06-15,quarter,2023Q4,zh_ja_ko,350
canada_on_toronto,2026-06-15,quarter,2024Q1,de,72
canada_on_toronto,2026-06-15,quarter,2024Q1,en,13216
canada_on_toronto,2026-06-15,quarter,2024Q1,es,776
canada_on_toronto,2026-06-15,quarter,2024Q1,fr,267
canada_on_toronto,2026-06-15,quarter,2024Q1,it,29
canada_on_toronto,2026-06-15,quarter,2024Q1,other,859
canada_on_toronto,2026-06-15,quarter,2024Q1,pt,45
canada_on_toronto,2026-06-15,quarter,2024Q1,zh_ja_ko,236
canada_on_toronto,2026-06-15,quarter,2024Q2,de,240
canada_on_toronto,2026-06-15,quarter,2024Q2,en,25389
canada_on_toronto,2026-06-15,quarter,2024Q2,es,1205
canada_on_toronto,2026-06-15,quarter,2024Q2,fr,705
canada_on_toronto,2026-06-15,quarter,2024Q2,it,44
canada_on_toronto,2026-06-15,quarter,2024Q2,other,1342
canada_on_toronto,2026-06-15,quarter,2024Q2,pt,85
canada_on_toronto,2026-06-15,quarter,2024Q2,zh_ja_ko,428
canada_on_toronto,2026-06-15,quarter,2024Q3,de,573
canada_on_toronto,2026-06-15,quarter,2024Q3,en,33468
canada_on_toronto,2026-06-15,quarter,2024Q3,es,2108
canada_on_toronto,2026-06-15,quarter,2024Q3,fr,1403
canada_on_toronto,2026-06-15,quarter,2024Q3,it,105
canada_on_toronto,2026-06-15,quarter,2024Q3,other,1614
canada_on_toronto,2026-06-15,quarter,2024Q3,pt,88
canada_on_toronto,2026-06-15,quarter,2024Q3,zh_ja_ko,709
canada_on_toronto,2026-06-15,quarter,2024Q4,de,239
canada_on_toronto,2026-06-15,quarter,2024Q4,en,25212
canada_on_toronto,2026-06-15,quarter,2024Q4,es,1063
canada_on_toronto,2026-06-15,quarter,2024Q4,fr,632
canada_on_toronto,2026-06-15,quarter,2024Q4,it,45
canada_on_toronto,2026-06-15,quarter,2024Q4,other,1170
canada_on_toronto,2026-06-15,quarter,2024Q4,pt,89
canada_on_toronto,2026-06-15,quarter,2024Q4,zh_ja_ko,443
canada_on_toronto,2026-06-15,quarter,2025Q1,de,68
canada_on_toronto,2026-06-15,quarter,2025Q1,en,15420
canada_on_toronto,2026-06-15,quarter,2025Q1,es,611
canada_on_toronto,2026-06-15,quarter,2025Q1,fr,317
canada_on_toronto,2026-06-15,quarter,2025Q1,it,26
canada_on_toronto,2026-06-15,quarter,2025Q1,other,897
canada_on_toronto,2026-06-15,quarter,2025Q1,pt,54
canada_on_toronto,2026-06-15,quarter,2025Q1,zh_ja_ko,342
canada_on_toronto,2026-06-15,quarter,2025Q2,de,312
canada_on_toronto,2026-06-15,quarter,2025Q2,en,29583
canada_on_toronto,2026-06-15,quarter,2025Q2,es,1510
canada_on_toronto,2026-06-15,quarter,2025Q2,fr,909
canada_on_toronto,2026-06-15,quarter,2025Q2,it,69
canada_on_toronto,2026-06-15,quarter,2025Q2,other,1584
canada_on_toronto,2026-06-15,quarter,2025Q2,pt,102
canada_on_toronto,2026-06-15,quarter,2025Q2,zh_ja_ko,425
canada_on_toronto,2026-06-15,quarter,2025Q3,de,839
canada_on_toronto,2026-06-15,quarter,2025Q3,en,44671
canada_on_toronto,2026-06-15,quarter,2025Q3,es,3325
canada_on_toronto,2026-06-15,quarter,2025Q3,fr,2159
canada_on_toronto,2026-06-15,quarter,2025Q3,it,132
canada_on_toronto,2026-06-15,quarter,2025Q3,other,2344
canada_on_toronto,2026-06-15,quarter,2025Q3,pt,148
canada_on_toronto,2026-06-15,quarter,2025Q3,zh_ja_ko,807
canada_on_toronto,2026-06-15,quarter,2025Q4,de,354
canada_on_toronto,2026-06-15,quarter,2025Q4,en,29141
canada_on_toronto,2026-06-15,quarter,2025Q4,es,1494
canada_on_toronto,2026-06-15,quarter,2025Q4,fr,804
canada_on_toronto,2026-06-15,quarter,2025Q4,it,45
canada_on_toronto,2026-06-15,quarter,2025Q4,other,1632
canada_on_toronto,2026-06-15,quarter,2025Q4,pt,106
canada_on_toronto,2026-06-15,quarter,2025Q4,zh_ja_ko,642
canada_on_toronto,2026-06-15,quarter,2026Q1,de,131
canada_on_toronto,2026-06-15,quarter,2026Q1,en,24025
canada_on_toronto,2026-06-15,quarter,2026Q1,es,1012
canada_on_toronto,2026-06-15,quarter,2026Q1,fr,550
canada_on_toronto,2026-06-15,quarter,2026Q1,it,40
canada_on_toronto,2026-06-15,quarter,2026Q1,other,1508
canada_on_toronto,2026-06-15,quarter,2026Q1,pt,102
canada_on_toronto,2026-06-15,quarter,2026Q1,zh_ja_ko,383
canada_on_toronto,2026-06-15,quarter,2026Q2,de,383
canada_on_toronto,2026-06-15,quarter,2026Q2,en,39820
canada_on_toronto,2026-06-15,quarter,2026Q2,es,1934
canada_on_toronto,2026-06-15,quarter,2026Q2,fr,1169
canada_on_toronto,2026-06-15,quarter,2026Q2,it,68
canada_on_toronto,2026-06-15,quarter,2026Q2,other,2079
canada_on_toronto,2026-06-15,quarter,2026Q2,pt,152
canada_on_toronto,2026-06-15,quarter,2026Q2,zh_ja_ko,493
canada_on_toronto,2026-06-15,ltm,ltm0,de,1784
canada_on_toronto,2026-06-15,ltm,ltm0,en,143884
canada_on_toronto,2026-06-15,ltm,ltm0,es,8129
canada_on_toronto,2026-06-15,ltm,ltm0,fr,4879
canada_on_toronto,2026-06-15,ltm,ltm0,it,298
canada_on_toronto,2026-06-15,ltm,ltm0,other,7863
canada_on_toronto,2026-06-15,ltm,ltm0,pt,531
canada_on_toronto,2026-06-15,ltm,ltm0,zh_ja_ko,2408
canada_on_toronto,2026-06-15,ltm,ltm1,de,1156
canada_on_toronto,2026-06-15,ltm,ltm1,en,103428
canada_on_toronto,2026-06-15,ltm,ltm1,es,5187
canada_on_toronto,2026-06-15,ltm,ltm1,fr,3215
canada_on_toronto,2026-06-15,ltm,ltm1,it,251
canada_on_toronto,2026-06-15,ltm,ltm1,other,5228
canada_on_toronto,2026-06-15,ltm,ltm1,pt,334
canada_on_toronto,2026-06-15,ltm,ltm1,zh_ja_ko,1918
canada_on_toronto,2026-06-15,ltm,ltm2,de,908
canada_on_toronto,2026-06-15,ltm,ltm2,en,79161
canada_on_toronto,2026-06-15,ltm,ltm2,es,4845
canada_on_toronto,2026-06-15,ltm,ltm2,fr,2229
canada_on_toronto,2026-06-15,ltm,ltm2,it,172
canada_on_toronto,2026-06-15,ltm,ltm2,other,4222
canada_on_toronto,2026-06-15,ltm,ltm2,pt,264
canada_on_toronto,2026-06-15,ltm,ltm2,zh_ja_ko,1430
canada_on_toronto,2026-06-15,ltm,ltm3,de,448
canada_on_toronto,2026-06-15,ltm,ltm3,en,61076
canada_on_toronto,2026-06-15,ltm,ltm3,es,2921
canada_on_toronto,2026-06-15,ltm,ltm3,fr,1516
canada_on_toronto,2026-06-15,ltm,ltm3,it,76
canada_on_toronto,2026-06-15,ltm,ltm3,other,2862
canada_on_toronto,2026-06-15,ltm,ltm3,pt,155
canada_on_toronto,2026-06-15,ltm,ltm3,zh_ja_ko,720
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q1,de,6
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q1,en,121
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q1,es,2119
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q1,fr,3254
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q1,other,454
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q1,pt,2
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q2,de,11
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q2,en,226
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q2,es,3311
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q2,fr,4719
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q2,it,1
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q2,other,590
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q2,pt,1
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q2,zh_ja_ko,1
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q3,de,174
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q3,en,1144
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q3,es,7932
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q3,fr,9346
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q3,it,17
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q3,other,1071
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q3,pt,8
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q3,zh_ja_ko,3
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q4,de,36
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q4,en,458
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q4,es,2530
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q4,fr,3475
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q4,it,7
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q4,other,555
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q4,pt,5
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2021Q4,zh_ja_ko,3
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q1,de,15
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q1,en,274
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q1,es,1834
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q1,fr,3028
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q1,it,1
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q1,other,459
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q1,pt,4
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q1,zh_ja_ko,1
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q2,de,136
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q2,en,1288
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q2,es,4320
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q2,fr,5404
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q2,it,15
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q2,other,889
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q2,pt,13
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q2,zh_ja_ko,7
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q3,de,440
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q3,en,2898
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q3,es,9396
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q3,fr,10165
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q3,it,54
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q3,other,1517
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q3,pt,23
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q3,zh_ja_ko,18
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q4,de,115
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q4,en,660
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q4,es,2846
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q4,fr,3550
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q4,it,8
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q4,other,581
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q4,pt,11
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2022Q4,zh_ja_ko,8
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q1,de,47
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q1,en,366
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q1,es,2251
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q1,fr,2998
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q1,it,6
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q1,other,464
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q1,pt,2
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q1,zh_ja_ko,8
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q2,de,268
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q2,en,1661
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q2,es,6202
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q2,fr,6838
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q2,it,24
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q2,other,1030
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q2,pt,19
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q2,zh_ja_ko,27
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q3,de,769
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q3,en,3459
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q3,es,12074
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q3,fr,11233
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q3,it,79
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q3,other,1597
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q3,pt,32
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q3,zh_ja_ko,27
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q4,de,150
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q4,en,807
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q4,es,3787
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q4,fr,3481
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q4,it,13
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q4,other,643
france_pyrénées-atlantiques_pays-basque,2026-06-23,quarter,2023Q4,pt,18
