country,region,q,rev,n_mkts,rev_prev,stays_yoy_pct,quarter
norway,EMEA,2025Q2,19384,1,16879,14.84092659517744,2Q25
norway,EMEA,2025Q3,27309,1,23930,14.120351023819477,3Q25
norway,EMEA,2025Q4,12649,1,13217,-4.29749564954226,4Q25
norway,EMEA,2026Q1,10511,1,11479,-8.43279031274501,1Q26
norway,EMEA,2026Q2,24689,1,25705,-3.952538416650453,2Q26
portugal,EMEA,2022Q1,49754,2,6026,725.6554928642549,1Q22
portugal,EMEA,2022Q2,100758,2,21233,374.5349220552913,2Q22
portugal,EMEA,2022Q3,120562,2,60545,99.12792138079114,3Q22
portugal,EMEA,2022Q4,82669,2,57610,43.49765665683041,4Q22
portugal,EMEA,2023Q1,74781,2,54545,37.0996424970208,1Q23
portugal,EMEA,2023Q2,126811,2,110143,15.133054302134497,2Q23
portugal,EMEA,2023Q3,136888,2,132079,3.641002733212706,3Q23
portugal,EMEA,2023Q4,95676,2,90333,5.914781973365213,4Q23
portugal,EMEA,2024Q1,85019,2,82084,3.575605477315924,1Q24
portugal,EMEA,2024Q2,142540,2,139564,2.1323550485798703,2Q24
portugal,EMEA,2024Q3,156855,2,151300,3.671513549239913,3Q24
portugal,EMEA,2024Q4,108144,2,105314,2.6872020813946795,4Q24
portugal,EMEA,2025Q1,90523,2,93790,-3.4833137861179253,1Q25
portugal,EMEA,2025Q2,159472,2,157980,0.9444233447271744,2Q25
portugal,EMEA,2025Q3,174489,2,175481,-0.5653033661763951,3Q25
portugal,EMEA,2025Q4,118904,2,119930,-0.8554990411073105,4Q25
portugal,EMEA,2026Q1,96298,2,100561,-4.239217987092414,1Q26
portugal,EMEA,2026Q2,174742,2,179407,-2.60023298979416,2Q26
singapore,APAC,2022Q1,297,1,385,-22.857142857142854,1Q22
singapore,APAC,2022Q2,644,1,304,111.84210526315788,2Q22
singapore,APAC,2022Q3,951,1,326,191.71779141104292,3Q22
singapore,APAC,2022Q4,873,1,388,125.0,4Q22
singapore,APAC,2023Q1,957,1,360,165.83333333333331,1Q23
singapore,APAC,2023Q2,1109,1,749,48.06408544726302,2Q23
singapore,APAC,2023Q3,1061,1,1110,-4.414414414414414,3Q23
singapore,APAC,2023Q4,1065,1,1013,5.13326752221126,4Q23
singapore,APAC,2024Q1,1363,1,1113,22.461814914645096,1Q24
singapore,APAC,2024Q2,1240,1,1298,-4.46841294298922,2Q24
singapore,APAC,2024Q3,1275,1,1231,3.5743298131600376,3Q24
singapore,APAC,2024Q4,1351,1,1220,10.737704918032787,4Q24
singapore,APAC,2025Q1,1550,1,1565,-0.9584664536741228,1Q25
singapore,APAC,2025Q2,1802,1,1420,26.901408450704235,2Q25
singapore,APAC,2025Q3,2171,1,1487,45.99865501008742,3Q25
singapore,APAC,2025Q4,2107,1,1585,32.93375394321767,4Q25
singapore,APAC,2026Q1,2661,1,1913,39.100888656560386,1Q26
singapore,APAC,2026Q2,2302,1,2027,13.566847557967442,2Q26
south-africa,EMEA,2022Q1,19454,1,9371,107.59790844093482,1Q22
south-africa,EMEA,2022Q2,14983,1,9290,61.28094725511302,2Q22
south-africa,EMEA,2022Q3,13507,1,8335,62.05158968206359,3Q22
south-africa,EMEA,2022Q4,22182,1,16683,32.96169753641431,4Q22
south-africa,EMEA,2023Q1,29597,1,22088,33.99583484244839,1Q23
south-africa,EMEA,2023Q2,18811,1,16973,10.828963648147049,2Q23
south-africa,EMEA,2023Q3,17379,1,15419,12.71158959725014,3Q23
south-africa,EMEA,2023Q4,30026,1,25375,18.32906403940886,4Q23
south-africa,EMEA,2024Q1,38858,1,34052,14.11370844590627,1Q24
south-africa,EMEA,2024Q2,23693,1,21678,9.295137927853126,2Q24
south-africa,EMEA,2024Q3,23521,1,20065,17.224021928731624,3Q24
south-africa,EMEA,2024Q4,39302,1,34515,13.869332174416925,4Q24
south-africa,EMEA,2025Q1,48568,1,45086,7.72301823182362,1Q25
south-africa,EMEA,2025Q2,31942,1,27390,16.619204089083617,2Q25
south-africa,EMEA,2025Q3,29858,1,27020,10.503330866025173,3Q25
south-africa,EMEA,2025Q4,52675,1,45660,15.363556723609296,4Q25
south-africa,EMEA,2026Q1,64626,1,56848,13.68209963411202,1Q26
south-africa,EMEA,2026Q2,40007,1,37117,7.7861896166177225,2Q26
spain,EMEA,2022Q1,93943,9,19217,388.85361919134095,1Q22
spain,EMEA,2022Q2,170024,9,58528,190.5002733734281,2Q22
spain,EMEA,2022Q3,186894,9,131420,42.21123116725003,3Q22
spain,EMEA,2022Q4,142707,9,114650,24.471870911469694,4Q22
spain,EMEA,2023Q1,131677,9,105778,24.48429730189643,1Q23
spain,EMEA,2023Q2,219790,9,192838,13.976498407990135,2Q23
spain,EMEA,2023Q3,230337,9,213598,7.836683864081118,3Q23
spain,EMEA,2023Q4,188404,9,162157,16.186165259594087,4Q23
spain,EMEA,2024Q1,172576,9,149883,15.140476238132416,1Q24
spain,EMEA,2024Q2,280372,9,252236,11.154632962780898,2Q24
spain,EMEA,2024Q3,285766,9,266454,7.24778010463345,3Q24
spain,EMEA,2024Q4,223694,9,217497,2.849234702087844,4Q24
spain,EMEA,2025Q1,204661,9,200843,1.9009873383687648,1Q25
spain,EMEA,2025Q2,328933,9,329104,-0.051959259079192854,2Q25
spain,EMEA,2025Q3,340153,9,338233,0.567656024101737,3Q25
spain,EMEA,2025Q4,277288,9,264965,4.650802936236853,4Q25
spain,EMEA,2026Q1,248743,9,243548,2.133049747893634,1Q26
spain,EMEA,2026Q2,404876,9,397690,1.8069350499132497,2Q26
sweden,EMEA,2022Q1,2074,1,763,171.82175622542596,1Q22
sweden,EMEA,2022Q2,4186,1,1141,266.8711656441718,2Q22
sweden,EMEA,2022Q3,5969,1,2995,99.29883138564273,3Q22
sweden,EMEA,2022Q4,3926,1,2791,40.666427803654614,4Q22
sweden,EMEA,2023Q1,3912,1,2403,62.79650436953808,1Q23
sweden,EMEA,2023Q2,6142,1,4776,28.601340033500833,2Q23
sweden,EMEA,2023Q3,7958,1,6859,16.02274384020994,3Q23
sweden,EMEA,2023Q4,5290,1,4467,18.423998209088865,4Q23
sweden,EMEA,2024Q1,4671,1,4365,7.010309278350513,1Q24
sweden,EMEA,2024Q2,8032,1,7097,13.174580808792458,2Q24
sweden,EMEA,2024Q3,9886,1,9536,3.6703020134228215,3Q24
sweden,EMEA,2024Q4,5876,1,6206,-5.317434740573635,4Q24
sweden,EMEA,2025Q1,5831,1,5755,1.3205907906168601,1Q25
sweden,EMEA,2025Q2,9207,1,10791,-14.678899082568808,2Q25
sweden,EMEA,2025Q3,12751,1,13302,-4.142234250488652,3Q25
sweden,EMEA,2025Q4,8674,1,8120,6.822660098522171,4Q25
sweden,EMEA,2026Q1,6961,1,8125,-14.326153846153844,1Q26
sweden,EMEA,2026Q2,12221,1,12475,-2.036072144288581,2Q26
switzerland,EMEA,2022Q1,5438,3,3356,62.038140643623365,1Q22
switzerland,EMEA,2022Q2,8099,3,5038,60.75823739579198,2Q22
switzerland,EMEA,2022Q3,10720,3,8189,30.90731469043839,3Q22
switzerland,EMEA,2022Q4,7139,3,6345,12.513790386130808,4Q22
switzerland,EMEA,2023Q1,7080,3,6238,13.497915998717547,1Q23
switzerland,EMEA,2023Q2,11388,3,9581,18.860244233378552,2Q23
switzerland,EMEA,2023Q3,13515,3,13009,3.889614882004766,3Q23
switzerland,EMEA,2023Q4,9091,3,8959,1.473378725304153,4Q23
switzerland,EMEA,2024Q1,8495,3,8800,-3.4659090909090917,1Q24
switzerland,EMEA,2024Q2,14058,3,14147,-0.6291086449423888,2Q24
switzerland,EMEA,2024Q3,16531,3,16595,-0.38565833082253587,3Q24
switzerland,EMEA,2024Q4,10820,3,11383,-4.945972063603621,4Q24
switzerland,EMEA,2025Q1,10717,3,10478,2.280969650696707,1Q25
switzerland,EMEA,2025Q2,17729,3,17896,-0.9331694233348231,2Q25
switzerland,EMEA,2025Q3,22105,3,21126,4.634100160939125,3Q25
switzerland,EMEA,2025Q4,14431,3,13961,3.366521022849356,4Q25
switzerland,EMEA,2026Q1,13295,3,13742,-3.2528016300392926,1Q26
switzerland,EMEA,2026Q2,21099,3,24114,-12.503110226424486,2Q26
taiwan,APAC,2022Q1,910,1,1461,-37.71389459274469,1Q22
taiwan,APAC,2022Q2,794,1,954,-16.77148846960168,2Q22
taiwan,APAC,2022Q3,1017,1,958,6.1586638830897655,3Q22
taiwan,APAC,2022Q4,1940,1,1421,36.52357494722027,4Q22
taiwan,APAC,2023Q1,3854,1,1114,245.9605026929982,1Q23
taiwan,APAC,2023Q2,6039,1,1002,502.69461077844306,2Q23
taiwan,APAC,2023Q3,6978,1,1247,459.58299919807536,3Q23
taiwan,APAC,2023Q4,10029,1,2375,322.2736842105263,4Q23
taiwan,APAC,2024Q1,10139,1,4620,119.45887445887445,1Q24
taiwan,APAC,2024Q2,10573,1,7212,46.60288408208542,2Q24
taiwan,APAC,2024Q3,9598,1,8377,14.575623731646182,3Q24
taiwan,APAC,2024Q4,13491,1,12334,9.38057402302579,4Q24
taiwan,APAC,2025Q1,12551,1,12493,0.4642599855919416,1Q25
taiwan,APAC,2025Q2,13284,1,13054,1.7619120576068736,2Q25
taiwan,APAC,2025Q3,12762,1,11875,7.469473684210537,3Q25
taiwan,APAC,2025Q4,18410,1,16918,8.819009339165396,4Q25
taiwan,APAC,2026Q1,17264,1,15766,9.501458835468735,1Q26
taiwan,APAC,2026Q2,17722,1,17059,3.8865115188463584,2Q26
thailand,APAC,2022Q1,3791,1,1028,268.7743190661479,1Q22
thailand,APAC,2022Q2,6980,1,1106,531.1030741410489,2Q22
thailand,APAC,2022Q3,11380,1,948,1100.42194092827,3Q22
thailand,APAC,2022Q4,16290,1,2339,596.4514749893117,4Q22
thailand,APAC,2023Q1,21808,1,4044,439.2680514342236,1Q23
thailand,APAC,2023Q2,20522,1,7533,172.42798353909464,2Q23
thailand,APAC,2023Q3,22087,1,12288,79.74446614583333,3Q23
thailand,APAC,2023Q4,26563,1,17577,51.12362746771348,4Q23
thailand,APAC,2024Q1,35209,1,23658,48.82492180235016,1Q24
thailand,APAC,2024Q2,29151,1,22331,30.540504231785405,2Q24
thailand,APAC,2024Q3,30823,1,24031,28.263492988223547,3Q24
thailand,APAC,2024Q4,39288,1,29289,34.13909658916317,4Q24
thailand,APAC,2025Q1,45787,1,39258,16.631005145448064,1Q25
thailand,APAC,2025Q2,32590,1,32783,-0.588719763291945,2Q25
thailand,APAC,2025Q3,34560,1,34746,-0.5353134173717855,3Q25
thailand,APAC,2025Q4,46534,1,44445,4.700191247609409,4Q25
thailand,APAC,2026Q1,57443,1,51826,10.838189325821013,1Q26
thailand,APAC,2026Q2,41953,1,37437,12.062932393087046,2Q26
the-netherlands,EMEA,2022Q1,8763,3,1958,347.5485188968335,1Q22
the-netherlands,EMEA,2022Q2,21530,3,4879,341.27895060463214,2Q22
the-netherlands,EMEA,2022Q3,23485,3,14309,64.12747222028095,3Q22
the-netherlands,EMEA,2022Q4,18347,3,12912,42.092627013630725,4Q22
the-netherlands,EMEA,2023Q1,16902,3,9508,77.76609171224231,1Q23
the-netherlands,EMEA,2023Q2,26753,3,23566,13.523720614444535,2Q23
the-netherlands,EMEA,2023Q3,26928,3,25685,4.839400428265517,3Q23
the-netherlands,EMEA,2023Q4,20696,3,19829,4.372383882192743,4Q23
the-netherlands,EMEA,2024Q1,17596,3,18237,-3.514832483412844,1Q24
the-netherlands,EMEA,2024Q2,29131,3,29302,-0.583577912770461,2Q24
the-netherlands,EMEA,2024Q3,30034,3,29462,1.9414839454212185,3Q24
the-netherlands,EMEA,2024Q4,22194,3,22286,-0.412815220317686,4Q24
the-netherlands,EMEA,2025Q1,19578,3,18971,3.19962047335407,1Q25
the-netherlands,EMEA,2025Q2,33089,3,31903,3.7175187286462075,2Q25
the-netherlands,EMEA,2025Q3,32722,3,33200,-1.4397590361445833,3Q25
the-netherlands,EMEA,2025Q4,25832,3,24055,7.387237580544581,4Q25
the-netherlands,EMEA,2026Q1,22257,3,21462,3.704221414593234,1Q26
the-netherlands,EMEA,2026Q2,38601,3,36789,4.925385305390195,2Q26
turkey,EMEA,2022Q1,9847,1,5036,95.5321683876092,1Q22
turkey,EMEA,2022Q2,12543,1,5263,138.32414972449172,2Q22
turkey,EMEA,2022Q3,16077,1,9784,64.31929681112018,3Q22
turkey,EMEA,2022Q4,15761,1,11303,39.440856409802706,4Q22
turkey,EMEA,2023Q1,13943,1,12202,14.268152761842323,1Q23
turkey,EMEA,2023Q2,20577,1,15582,32.056218713900655,2Q23
turkey,EMEA,2023Q3,24863,1,20197,23.10244095657772,3Q23
turkey,EMEA,2023Q4,22253,1,19711,12.896352290599156,4Q23
turkey,EMEA,2024Q1,22358,1,17792,25.663219424460436,1Q24
turkey,EMEA,2024Q2,29621,1,26615,11.294382866804442,2Q24
turkey,EMEA,2024Q3,29767,1,32233,-7.6505444730555645,3Q24
turkey,EMEA,2024Q4,29273,1,28654,2.1602568576813086,4Q24
turkey,EMEA,2025Q1,28099,1,28582,-1.6898747463438557,1Q25
turkey,EMEA,2025Q2,38542,1,38171,0.9719420502475762,2Q25
turkey,EMEA,2025Q3,42816,1,38718,10.58422439175577,3Q25
turkey,EMEA,2025Q4,44444,1,37688,17.92613033326258,4Q25
turkey,EMEA,2026Q1,42350,1,35995,17.65522989304069,1Q26
turkey,EMEA,2026Q2,52185,1,49691,5.019017528325054,2Q26
united-kingdom,EMEA,2022Q1,42651,4,7323,482.42523555919706,1Q22
united-kingdom,EMEA,2022Q2,83430,4,25571,226.26803801181023,2Q22
united-kingdom,EMEA,2022Q3,100445,4,51056,96.73495769351301,3Q22
united-kingdom,EMEA,2022Q4,87730,4,58451,50.091529657319796,4Q22
united-kingdom,EMEA,2023Q1,73887,4,48600,52.03086419753087,1Q23
united-kingdom,EMEA,2023Q2,124582,4,95704,30.174287386107167,2Q23
united-kingdom,EMEA,2023Q3,134033,4,115423,16.123302981208255,3Q23
united-kingdom,EMEA,2023Q4,116932,4,101963,14.68081558996892,4Q23
united-kingdom,EMEA,2024Q1,90946,4,86485,5.158119905185865,1Q24
united-kingdom,EMEA,2024Q2,155577,4,146511,6.187931281610259,2Q24
united-kingdom,EMEA,2024Q3,166420,4,158280,5.142784938084399,3Q24
united-kingdom,EMEA,2024Q4,148509,4,139869,6.177208673830514,4Q24
united-kingdom,EMEA,2025Q1,114479,4,109822,4.240498260822068,1Q25
united-kingdom,EMEA,2025Q2,186589,4,188230,-0.8718057695372705,2Q25
united-kingdom,EMEA,2025Q3,223593,4,202742,10.284499511694655,3Q25
united-kingdom,EMEA,2025Q4,199045,4,182990,8.773703481064544,4Q25
united-kingdom,EMEA,2026Q1,153450,4,142090,7.994932789077347,1Q26
united-kingdom,EMEA,2026Q2,251505,4,233576,7.675874233654145,2Q26
united-states,NAM,2022Q1,323028,34,196851,64.09771857902678,1Q22
united-states,NAM,2022Q2,450275,34,328252,37.173573961468634,2Q22
united-states,NAM,2022Q3,468506,34,399496,17.27426557462404,3Q22
united-states,NAM,2022Q4,412473,34,376698,9.496997594890333,4Q22
united-states,NAM,2023Q1,398708,34,369840,7.805537529742601,1Q23
united-states,NAM,2023Q2,522929,34,514815,1.5761001524819518,2Q23
united-states,NAM,2023Q3,546216,34,537494,1.62271578845532,3Q23
united-states,NAM,2023Q4,473478,34,474479,-0.21096824095481193,4Q23
united-states,NAM,2024Q1,462399,34,462004,0.08549709526324278,1Q24
united-states,NAM,2024Q2,596927,34,605120,-1.3539463246959316,2Q24
united-states,NAM,2024Q3,638011,34,631723,0.9953729720146409,3Q24
united-states,NAM,2024Q4,557449,34,552176,0.9549491466488869,4Q24
united-states,NAM,2025Q1,528057,34,543462,-2.8346048113759514,1Q25
united-states,NAM,2025Q2,688617,34,701603,-1.8509042863271707,2Q25
united-states,NAM,2025Q3,734154,34,752668,-2.459783065043286,3Q25
united-states,NAM,2025Q4,670829,34,666198,0.6951386824938011,4Q25
united-states,NAM,2026Q1,670571,34,636816,5.300589181176352,1Q26
united-states,NAM,2026Q2,869691,34,827851,5.054049581386022,2Q26
