market_key,country,market,store,dump_date,active,median_price,rw_mean,reviews_ltm,reviews_ly,reviews_ltm_on_ly_panel,n_ly
united-states_nj_jersey-city,united-states,jersey-city,capture,2026-06-27,1037,338.5,393.1111657427076,19301.0,16010.0,19301.0,1037
united-states_nj_newark,united-states,newark,yoy2025,2025-09-30,735,156.0,162.20636571666319,14421.0,10624.0,14421.0,735
united-states_nj_newark,united-states,newark,capture,2026-06-30,764,286.5,303.1726215976533,14659.0,14072.0,14659.0,764
united-states_nv_clark-county-nv,united-states,clark-county-nv,yoy2025,2025-09-23,7031,156.0,189.56393561495872,132391.0,113841.0,132391.0,7031
united-states_nv_clark-county-nv,united-states,clark-county-nv,capture,2026-06-27,8155,245.0,302.9915062251989,142887.0,131856.0,142887.0,8155
united-states_ny_albany,united-states,albany,yoy2025,2025-11-07,269,104.0,123.06948522215698,5109.0,4465.0,5109.0,269
united-states_ny_albany,united-states,albany,capture,2026-06-16,278,177.0,212.68754805806202,5098.0,4568.0,5098.0,278
united-states_ny_new-york-city,united-states,new-york-city,yoy2025,2025-12-04,0,,,,,,0
united-states_ny_new-york-city,united-states,new-york-city,capture,2026-06-14,5345,207.69,432.7862973486704,51031.0,49876.0,51031.0,5345
united-states_ny_rochester,united-states,rochester,yoy2025,2025-10-27,502,119.0,126.74039548022598,10620.0,9534.0,10620.0,502
united-states_ny_rochester,united-states,rochester,capture,2026-06-27,526,197.0,213.08640057312454,9771.0,9106.0,9771.0,526
united-states_oh_columbus,united-states,columbus,yoy2025,2025-09-26,1883,120.0,146.97914193657792,41279.0,35729.0,41279.0,1883
united-states_oh_columbus,united-states,columbus,capture,2026-06-29,1861,204.22,244.81527109709603,42494.0,38258.0,42494.0,1861
united-states_or_portland,united-states,portland,yoy2025,2025-12-04,0,,,,,,0
united-states_or_portland,united-states,portland,capture,2026-06-15,2471,180.0,221.48420198626897,61321.0,60247.0,61321.0,2471
united-states_or_salem-or,united-states,salem-or,yoy2025,2025-12-28,0,,,,,,0
united-states_or_salem-or,united-states,salem-or,capture,2026-06-28,175,214.36,232.09086499845532,3237.0,3128.0,3237.0,175
united-states_ri_rhode-island,united-states,rhode-island,yoy2025,2025-09-30,3274,290.0,281.28965406015647,49604.0,43868.0,49604.0,3274
united-states_ri_rhode-island,united-states,rhode-island,capture,2026-06-30,3347,485.0,504.48128583752975,49843.0,48305.0,49843.0,3347
united-states_tn_nashville,united-states,nashville,yoy2025,2025-09-23,5550,165.0,188.09665045649473,139213.0,124411.0,139213.0,5550
united-states_tn_nashville,united-states,nashville,capture,2026-06-26,7252,296.03,318.98852755078354,163734.0,147882.0,163734.0,7252
united-states_tx_austin,united-states,austin,yoy2025,2025-09-16,7082,135.0,178.32581402309353,126962.0,114021.0,126962.0,7082
united-states_tx_austin,united-states,austin,capture,2026-06-22,6779,231.5,300.6540056302216,121132.0,110304.0,121132.0,6779
united-states_tx_dallas,united-states,dallas,yoy2025,2025-11-23,3687,135.0,184.95955375603032,69648.0,47814.0,69648.0,3687
united-states_tx_dallas,united-states,dallas,capture,2026-06-15,4086,267.375,322.25935290219473,76959.0,63624.0,76959.0,4086
united-states_tx_fort-worth,united-states,fort-worth,yoy2025,2025-09-16,1168,132.0,147.78951840093012,22363.0,19186.0,22363.0,1168
united-states_tx_fort-worth,united-states,fort-worth,capture,2026-06-21,1332,239.39499999999998,291.8828898717029,25098.0,20750.0,25098.0,1332
united-states_wa_seattle,united-states,seattle,yoy2025,2025-09-25,4198,157.0,173.03847795234174,100759.0,94485.0,100759.0,4198
united-states_wa_seattle,united-states,seattle,capture,2026-06-15,4561,314.0,352.9105324062675,101539.0,97458.0,101539.0,4561
