filing_date,accession,form,owner,title,is_director,is_officer,is_10pct,txn_date,code,acq_disp,shares,price,value,ownership,post_shares,footnotes
2023-02-17,0000899243-23-005515,4,Gebbia Joseph,,1,0,1,2023-02-16,S,D,129627.0,142.2241,18436083.4107,I,9500102.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $142.00 to $142.67. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote"
2023-02-17,0000899243-23-005519,4,BALOGH ARISTOTLE N,Chief Technology Officer,0,1,0,2023-02-15,S,D,2500.0,130.0,325000.0,D,192046.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-02-21,0000899243-23-005738,4,JORDAN JEFFREY D,,1,0,0,2023-02-16,S,D,36000.0,140.0,5040000.0,I,231646.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-02-21,0000950170-23-003467,4,Johnson Belinda J.,,true,false,false,2023-02-16,S,D,6000.0,142.0,852000.0,D,5920.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-02-21,0000950170-23-003467,4,Johnson Belinda J.,,true,false,false,2023-02-17,S,D,2000.0,137.03,274060.0,D,5920.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-02-27,0000950170-23-004653,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-02-23,S,D,16868.0,128.21,2162646.2800000003,D,134950.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-02-27,0000950170-23-004756,4,Gebbia Joseph,,true,false,true,2023-02-23,S,D,344710.0,122.5653,42249484.563,I,9155392.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $122.06 to $122.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-02-27,0000950170-23-004756,4,Gebbia Joseph,,true,false,true,2023-02-23,S,D,264238.0,123.3551,32595104.9138,I,8891154.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $123.00 to $123.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-02-27,0000950170-23-004756,4,Gebbia Joseph,,true,false,true,2023-02-23,S,D,259111.0,124.3746,32226826.9806,I,8632043.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $124.00 to $124.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-02-27,0000950170-23-004756,4,Gebbia Joseph,,true,false,true,2023-02-23,S,D,330833.0,125.4088,41489369.5304,I,8301210.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $125.00 to $125.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-02-27,0000950170-23-004756,4,Gebbia Joseph,,true,false,true,2023-02-23,S,D,21426.0,126.3871,2707970.0046,I,8279784.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $126.00 to $126.97. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-02-27,0000950170-23-004756,4,Gebbia Joseph,,true,false,true,2023-02-23,S,D,8406.0,127.6437,1072972.9422,I,8271378.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $127.12 to $127.90. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-02-27,0000950170-23-004756,4,Gebbia Joseph,,true,false,true,2023-02-23,S,D,21276.0,128.2849,2729389.5324,I,8250102.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $128.03 to $128.82. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-01,0000950170-23-005652,4,Gebbia Joseph,,true,false,true,2023-02-27,S,D,8890.0,125.0018,1111266.002,D,99124.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $125.00 to $125.03. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-01,0000950170-23-005652,4,Gebbia Joseph,,true,false,true,2023-02-27,S,D,4567.0,125.0,570875.0,I,8245535.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-03-01,0000950170-23-005652,4,Gebbia Joseph,,true,false,true,2023-02-28,S,D,581089.0,123.4788,71752172.4132,I,7664446.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $123.03 to $123.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-01,0000950170-23-005652,4,Gebbia Joseph,,true,false,true,2023-02-28,S,D,556193.0,124.4066,69194080.0738,I,7108253.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $124.00 to $124.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-01,0000950170-23-005652,4,Gebbia Joseph,,true,false,true,2023-02-28,S,D,182726.0,125.522,22936132.972000003,I,6925527.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $125.00 to $125.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-01,0000950170-23-005652,4,Gebbia Joseph,,true,false,true,2023-02-28,S,D,37836.0,126.0411,4768891.0596,I,6887691.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $126.00 to $126.27. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-07,0000950170-23-006466,4,Gebbia Joseph,,true,false,true,2023-03-02,S,D,54256.0,125.0029,6782157.3424,I,6833435.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $125.00 to $125.07. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-16,0000950170-23-008538,4,Gebbia Joseph,,true,false,true,2023-03-14,S,D,1480.0,114.99,170185.19999999998,I,6831955.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-03-16,0000950170-23-008538,4,Gebbia Joseph,,true,false,true,2023-03-14,S,D,69208.0,115.6342,8002811.7136,I,6762747.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $115.005 to $115.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-16,0000950170-23-008538,4,Gebbia Joseph,,true,false,true,2023-03-14,S,D,43513.0,116.3817,5064116.912099999,I,6719234.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $116.00 to $116.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-16,0000950170-23-008538,4,Gebbia Joseph,,true,false,true,2023-03-14,S,D,158749.0,117.6718,18680280.5782,I,6560485.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $117.00 to $117.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-16,0000950170-23-008538,4,Gebbia Joseph,,true,false,true,2023-03-14,S,D,76650.0,118.232,9062482.8,I,6483835.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $118.00 to $118.94. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-16,0000950170-23-008538,4,Gebbia Joseph,,true,false,true,2023-03-14,S,D,400.0,119.05,47620.0,I,6483435.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $119.02 to $119.10. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-23,0000950170-23-009475,4,Johnson Belinda J.,,true,false,false,2023-03-21,S,D,2000.0,120.0,240000.0,D,5920.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-03-24,0000950170-23-009726,4,Gebbia Joseph,,true,false,true,2023-03-22,S,D,25000.0,125.0819,3127047.5,I,6458435.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $125.00 to $125.36. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-03-24,0000950170-23-009727,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-03-22,S,D,1057.0,123.89,130951.73,D,133893.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-03-30,0000950170-23-010986,4,BALOGH ARISTOTLE N,Chief Technology Officer,false,true,false,2023-03-28,S,D,2750.0,117.54,323235.0,D,184772.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-04-03,0000950170-23-011585,4,Gebbia Joseph,,true,false,true,2023-03-30,S,D,48939.0,120.7439,5909085.7221,I,6409496.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $120.23 to $120.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-03,0000950170-23-011585,4,Gebbia Joseph,,true,false,true,2023-03-30,S,D,261865.0,121.538,31826548.37,I,6147631.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $121.00 to $121.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-03,0000950170-23-011585,4,Gebbia Joseph,,true,false,true,2023-03-30,S,D,39196.0,122.1122,4786309.7912,I,6108435.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $122.00 to $122.43. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-03,0000950170-23-011585,4,Gebbia Joseph,,true,false,true,2023-03-31,S,D,308334.0,125.4249,38672761.1166,I,5800101.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $125.00 to $125.94. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-06,0000950170-23-012065,4,BALOGH ARISTOTLE N,Chief Technology Officer,false,true,false,2023-04-04,S,D,2750.0,121.68,334620.0,D,218784.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-04-13,0000950170-23-012754,4,BALOGH ARISTOTLE N,Chief Technology Officer,false,true,false,2023-04-11,S,D,2750.0,113.56,312290.0,D,216034.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-04-13,0000950170-23-012760,4,Gebbia Joseph,,true,false,true,2023-04-11,S,D,35819.0,112.8646,4042697.1074,I,5764282.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.59 to $112.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-13,0000950170-23-012760,4,Gebbia Joseph,,true,false,true,2023-04-11,S,D,224216.0,113.3779,25421139.2264,I,5540066.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.00 to $113.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-13,0000950170-23-012760,4,Gebbia Joseph,,true,false,true,2023-04-11,S,D,89965.0,114.0596,10261371.914,I,5450101.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $114.00 to $114.43. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-20,0000950170-23-013676,4,BALOGH ARISTOTLE N,Chief Technology Officer,false,true,false,2023-04-18,S,D,2750.0,119.83,329532.5,D,213284.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-04-20,0000950170-23-013678,4,Johnson Belinda J.,,true,false,false,2023-04-18,S,D,2000.0,120.0,240000.0,D,5920.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-01,0000950170-23-016281,4,Gebbia Joseph,,true,false,true,2023-04-27,S,D,83470.0,112.6736,9404865.392,I,5366631.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.30 to $112.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-01,0000950170-23-016281,4,Gebbia Joseph,,true,false,true,2023-04-27,S,D,146180.0,113.4131,16578726.958,I,5220451.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.00 to $113.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-01,0000950170-23-016281,4,Gebbia Joseph,,true,false,true,2023-04-27,S,D,120350.0,114.3653,13763863.855,I,5100101.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $114.00 to $114.75. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-10,0000899243-23-012527,4,Gebbia Joseph,,1,0,1,2023-05-08,S,D,325908.0,125.183,40798141.164000005,I,4774193.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $125.00 to $125.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-10,0000899243-23-012527,4,Gebbia Joseph,,1,0,1,2023-05-08,S,D,7424.0,126.1405,936467.072,I,4766769.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $126.00 to $126.36. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022460,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-05-12,S,D,4919.0,111.36,547779.84,D,163694.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,23193.0,105.6801,2451038.5593,I,4743576.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.54 to $105.95. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,21909.0,106.403,2331183.327,I,4721667.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.02 to $106.96. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,38874.0,107.5158,4179569.2092,I,4682793.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,193898.0,108.2108,20981857.6984,I,4488895.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,41106.0,109.432,4498311.792,I,4447789.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $109.00 to $109.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,21471.0,110.3633,2369610.4143,I,4426318.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $110.00 to $110.91. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,9549.0,111.3923,1063685.0727,I,4416769.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $111.00 to $111.50. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-23,0000950170-23-023724,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-05-22,S,D,6521.0,106.28,693051.88,D,152086.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-23,0000950170-23-023729,4,POWELL CATHERINE C,Global Head of Hosting,false,true,false,2023-05-22,S,D,2409.0,110.0,264990.0,D,121319.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-25,0001062993-23-012234,4,Lin Alfred,,1,0,0,2023-05-23,S,D,8153.0,106.36,867153.08,I,0.0,"The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.22 to $106.55, inclusive. The Reporting Person undertakes to provide to the issuer, any security holder of the issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range. | The Reporting Person is a director and stockholder of SC US (TTGP), Ltd. SC US (TTGP), Ltd is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed"").  The Reporting Person disclaims beneficial ownership of these securities except to the extent of his pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-30,0000950170-23-024824,4,BALOGH ARISTOTLE N,Chief Technology Officer,false,true,false,2023-05-25,S,D,500.0,106.1,53050.0,D,206151.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,1201.0,103.833,124703.433,I,4415568.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $103.76 to $103.95. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,81700.0,104.5819,8544341.23,I,4333868.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $104.01 to $104.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,131859.0,105.3436,13890501.7524,I,4202009.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.00 to $105.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,60591.0,106.4559,6450269.4369,I,4141418.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.00 to $106.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,56604.0,107.442,6081646.967999999,I,4084814.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,18045.0,108.0706,1950133.977,I,4066769.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.24. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-05,0000950170-23-026354,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-06-01,S,D,4919.0,109.84,540302.96,D,147167.0,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-06-05,0000950170-23-026489,4,Chesky Brian,CEO and Chairman,true,true,true,2023-06-01,S,D,2708.0,109.7703,297257.9724,D,17391223.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $109.42 to $110.39. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-05,0000950170-23-026489,4,Chesky Brian,CEO and Chairman,true,true,true,2023-06-01,S,D,3000.0,110.7783,332334.9,D,17388223.0,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $110.46 to $111.34. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
