filing_date,accession,form,owner,title,is_director,is_officer,is_10pct,txn_date,code,acq_disp,shares,price,value,ownership,post_shares,footnotes
2023-04-13,0000950170-23-012760,4,Gebbia Joseph,,true,false,true,2023-04-11,S,D,224216,113.3779,25421139.2264,I,5540066,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.00 to $113.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-13,0000950170-23-012760,4,Gebbia Joseph,,true,false,true,2023-04-11,S,D,89965,114.0596,10261371.914,I,5450101,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $114.00 to $114.43. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-04-20,0000950170-23-013676,4,BALOGH ARISTOTLE N,Chief Technology Officer,false,true,false,2023-04-18,S,D,2750,119.83,329532.5,D,213284,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-04-20,0000950170-23-013678,4,Johnson Belinda J.,,true,false,false,2023-04-18,M,A,2000,29.96,59920.0,D,7920,
2023-04-20,0000950170-23-013678,4,Johnson Belinda J.,,true,false,false,2023-04-18,S,D,2000,120.00,240000.0,D,5920,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-01,0000950170-23-016281,4,Gebbia Joseph,,true,false,true,2023-04-27,S,D,83470,112.6736,9404865.391999999,I,5366631,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.30 to $112.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-01,0000950170-23-016281,4,Gebbia Joseph,,true,false,true,2023-04-27,S,D,146180,113.4131,16578726.958,I,5220451,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.00 to $113.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-01,0000950170-23-016281,4,Gebbia Joseph,,true,false,true,2023-04-27,S,D,120350,114.3653,13763863.855,I,5100101,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $114.00 to $114.75. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-01,0000950170-23-016284,4,Bernstein David C,Chief Accounting Officer,false,true,false,2023-04-19,A,A,1246,0,0.0,D,58212,"Represents an award of restricted stock units, which vest in eight substantially equal quarterly installments beginning on May 19, 2023.  Each restricted stock unit represents a contingent right to receive one share of the Issuers Class A Common Stock and has no expiration date."
2023-05-10,0000899243-23-012527,4,Gebbia Joseph,,1,0,1,2023-05-08,S,D,325908,125.183,40798141.164000005,I,4774193,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $125.00 to $125.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-10,0000899243-23-012527,4,Gebbia Joseph,,1,0,1,2023-05-08,S,D,7424,126.1405,936467.072,I,4766769,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $126.00 to $126.36. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022460,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-05-12,S,D,4919,111.36,547779.84,D,163694,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,23193,105.6801,2451038.5593,I,4743576,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.54 to $105.95. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,21909,106.403,2331183.327,I,4721667,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.02 to $106.96. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,38874,107.5158,4179569.2092,I,4682793,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,193898,108.2108,20981857.698400002,I,4488895,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,41106,109.432,4498311.792,I,4447789,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $109.00 to $109.98. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,21471,110.3633,2369610.4143,I,4426318,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $110.00 to $110.91. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-16,0000950170-23-022463,4,Gebbia Joseph,,true,false,true,2023-05-12,S,D,9549,111.3923,1063685.0727000001,I,4416769,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $111.00 to $111.50. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-05-22,0001062993-23-011971,4,"SC US (TTGP), LTD.",,0,0,1,2023-05-18,C,A,3819552,0,0.0,I,4405300,"The Issuer's Class B Common Stock is convertible into the Issuer's Class A Common Stock on a one-for-one basis at the election of the holder thereof and has no expiration date. | SC US (TTGP), Ltd. is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed""). As a result, SC US (TTGP), Ltd. may be deemed to share voting and dispositive power with respect to the shares held by SCF, SCFP and USV 2010-Seed. Each of such reporting persons disclaims beneficial ownership of the shares held by SCF, SCFP and USV 2010-Seed, as applicable, except to the extent of its pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-22,0001062993-23-011971,4,"SC US (TTGP), LTD.",,0,0,1,2023-05-18,J,D,3937028,0,0.0,I,468272,"Represents a pro rata in-kind distribution of shares of Class A Common Stock of the Issuer to partners or members for no consideration and includes subsequent distributions by general partners or managing members to their respective partners or members. | SC US (TTGP), Ltd. is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed""). As a result, SC US (TTGP), Ltd. may be deemed to share voting and dispositive power with respect to the shares held by SCF, SCFP and USV 2010-Seed. Each of such reporting persons disclaims beneficial ownership of the shares held by SCF, SCFP and USV 2010-Seed, as applicable, except to the extent of its pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-22,0001062993-23-011971,4,"SC US (TTGP), LTD.",,0,0,1,2023-05-18,C,A,706868,0,0.0,I,787641,"The Issuer's Class B Common Stock is convertible into the Issuer's Class A Common Stock on a one-for-one basis at the election of the holder thereof and has no expiration date. | SC US (TTGP), Ltd. is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed""). As a result, SC US (TTGP), Ltd. may be deemed to share voting and dispositive power with respect to the shares held by SCF, SCFP and USV 2010-Seed. Each of such reporting persons disclaims beneficial ownership of the shares held by SCF, SCFP and USV 2010-Seed, as applicable, except to the extent of its pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-22,0001062993-23-011971,4,"SC US (TTGP), LTD.",,0,0,1,2023-05-18,J,D,726645,0,0.0,I,60996,"Represents a pro rata in-kind distribution of shares of Class A Common Stock of the Issuer to partners or members for no consideration and includes subsequent distributions by general partners or managing members to their respective partners or members. | SC US (TTGP), Ltd. is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed""). As a result, SC US (TTGP), Ltd. may be deemed to share voting and dispositive power with respect to the shares held by SCF, SCFP and USV 2010-Seed. Each of such reporting persons disclaims beneficial ownership of the shares held by SCF, SCFP and USV 2010-Seed, as applicable, except to the extent of its pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-22,0001062993-23-011972,4,Lin Alfred,,1,0,1,2023-05-18,C,A,3819552,0,0.0,I,4405300,"The Issuer's Class B Common Stock is convertible into the Issuer's Class A Common Stock on a one-for-one basis at the election of the holder thereof and has no expiration date. | The Reporting Person is a director and stockholder of SC US (TTGP), Ltd. SC US (TTGP), Ltd is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed"").  The Reporting Person disclaims beneficial ownership of these securities except to the extent of his pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-22,0001062993-23-011972,4,Lin Alfred,,1,0,1,2023-05-18,J,D,3937028,0,0.0,I,468272,"Represents a pro rata in-kind distribution of shares of Class A Common Stock of the Issuer to partners or members for no consideration and includes subsequent distributions by general partners or managing members to their respective partners or members. | The Reporting Person is a director and stockholder of SC US (TTGP), Ltd. SC US (TTGP), Ltd is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed"").  The Reporting Person disclaims beneficial ownership of these securities except to the extent of his pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-22,0001062993-23-011972,4,Lin Alfred,,1,0,1,2023-05-18,C,A,706868,0,0.0,I,787641,"The Issuer's Class B Common Stock is convertible into the Issuer's Class A Common Stock on a one-for-one basis at the election of the holder thereof and has no expiration date. | The Reporting Person is a director and stockholder of SC US (TTGP), Ltd. SC US (TTGP), Ltd is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed"").  The Reporting Person disclaims beneficial ownership of these securities except to the extent of his pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-22,0001062993-23-011972,4,Lin Alfred,,1,0,1,2023-05-18,J,D,726648,0,0.0,I,60996,"Represents a pro rata in-kind distribution of shares of Class A Common Stock of the Issuer to partners or members for no consideration and includes subsequent distributions by general partners or managing members to their respective partners or members. | The Reporting Person is a director and stockholder of SC US (TTGP), Ltd. SC US (TTGP), Ltd is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed"").  The Reporting Person disclaims beneficial ownership of these securities except to the extent of his pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-22,0001062993-23-011972,4,Lin Alfred,,1,0,1,2023-05-18,J,A,63880,0,0.0,I,250615,Represents a pro rata in-kind distribution of shares of Class A Common Stock of the Issuer to partners or members for no consideration and includes subsequent distributions by general partners or managing members to their respective partners or members.
2023-05-23,0000950170-23-023721,4,Blecharczyk Nathan,Chief Strategy Officer,true,true,true,2023-05-19,F,D,11034,111.87,1234373.58,D,251071,
2023-05-23,0000950170-23-023722,4,Gebbia Joseph,,true,false,true,2023-05-19,F,D,6151,111.87,688112.37,D,92973,
2023-05-23,0000950170-23-023724,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-05-19,F,D,5087,111.87,569082.6900000001,D,158607,
2023-05-23,0000950170-23-023724,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-05-22,S,D,6521,106.28,693051.88,D,152086,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-23,0000950170-23-023728,4,BALOGH ARISTOTLE N,Chief Technology Officer,false,true,false,2023-05-19,F,D,6633,111.87,742033.7100000001,D,206651,
2023-05-23,0000950170-23-023729,4,POWELL CATHERINE C,Global Head of Hosting,false,true,false,2023-05-19,F,D,5692,111.87,636764.04,D,123728,
2023-05-23,0000950170-23-023729,4,POWELL CATHERINE C,Global Head of Hosting,false,true,false,2023-05-22,S,D,2409,110.00,264990.0,D,121319,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-23,0000950170-23-023730,4,Bernstein David C,Chief Accounting Officer,false,true,false,2023-05-19,F,D,1571,111.87,175747.77000000002,D,56641,
2023-05-25,0001062993-23-012234,4,Lin Alfred,,1,0,0,2023-05-23,S,D,8153,106.36,867153.08,I,0,"The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.22 to $106.55, inclusive. The Reporting Person undertakes to provide to the issuer, any security holder of the issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range. | The Reporting Person is a director and stockholder of SC US (TTGP), Ltd. SC US (TTGP), Ltd is (i) the general partner of Sequoia Capital Fund Management, L.P., which is the general partner of each of Sequoia Capital Fund, LP (""SCF"") and Sequoia Capital Fund Parallel, LLC (""SCFP""), and (ii) the general partner of SC U.S. Venture 2010 Management, L.P., which is the general partner of Sequoia Capital U.S. Venture 2010-Seed Fund L.P. (""USV 2010-Seed"").  The Reporting Person disclaims beneficial ownership of these securities except to the extent of his pecuniary interest therein, and the inclusion of these securities in this report shall not be deemed an admission of beneficial ownership of the reported securities for purposes of Section 16 or for any other purposes."
2023-05-30,0000950170-23-024824,4,BALOGH ARISTOTLE N,Chief Technology Officer,false,true,false,2023-05-25,S,D,500,106.10,53050.0,D,206151,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-05-30,0000950170-23-025045,4,JORDAN JEFFREY D,,true,false,false,2023-05-25,A,A,3806,0,0.0,D,12457,"Reflects an award of restricted stock units, which will vest on May 25, 2024. Each restricted stock unit represents a contingent right to receive one share of Class A Common Stock."
2023-05-30,0000950170-23-025048,4,CHENAULT KENNETH I,,true,false,false,2023-05-25,A,A,3974,0,0.0,D,31598,"Reflects an award of restricted stock units, which will vest on May 25, 2024. Each restricted stock unit represents a contingent right to receive one share of Class A Common Stock."
2023-05-30,0000950170-23-025050,4,Gebbia Joseph,,true,false,true,2023-05-25,A,A,3471,0,0.0,D,96444,"Reflects an award of restricted stock units, which will vest on May 25, 2024. Each restricted stock unit represents a contingent right to receive one share of Class A Common Stock."
2023-05-30,0000950170-23-025052,4,AHRENDTS ANGELA J,,true,false,false,2023-05-25,A,A,4066,0,0.0,D,25189,"Reflects an award of restricted stock units, which will vest on May 25, 2024. Each restricted stock unit represents a contingent right to receive one share of Class A Common Stock."
2023-05-30,0000950170-23-025055,4,Ahuja Amrita,,true,false,false,2023-05-25,A,A,3519,0,0.0,D,7636,"Represents an award of restricted stock units, which will vest on May 25, 2024. Each restricted stock unit represents a contingent right to receive one share of the Issuer's Class A Common Stock."
2023-05-30,0000950170-23-025056,4,Lin Alfred,,true,false,false,2023-05-25,A,A,3878,0,0.0,D,12653,"Reflects an award of restricted stock units, which will vest on May 25, 2024.  Each restricted stock unit represents a contingent right to receive one share of Class A Common Stock."
2023-05-30,0000950170-23-025064,4,Blecharczyk Nathan,Chief Strategy Officer,true,true,true,2023-05-25,C,A,964760,,,D,1215831,"The Class B Common Stock is convertible at any time at the option of the holder into the Issuer's Class A Common Stock on a one-to-one basis. The Class B Common Stock will automatically convert into shares of the Issuer's Class A Common Stock on a one-to-one basis upon the earlier of (a) any transfer of the Class B Common Stock by the holder, whether or not for value, subject to certain exceptions, (b) the date and time, or the occurrence of an event, specified by vote or written consent of the holders of at least 80% of the outstanding shares of Class B common stock at the time of such vote or consent, voting as a separate series or (c) the 20-year anniversary of the closing of the Issuer's initial public offering."
2023-05-30,0000950170-23-025064,4,Blecharczyk Nathan,Chief Strategy Officer,true,true,true,2023-05-25,C,A,575000,,,I,578080,"The Class B Common Stock is convertible at any time at the option of the holder into the Issuer's Class A Common Stock on a one-to-one basis. The Class B Common Stock will automatically convert into shares of the Issuer's Class A Common Stock on a one-to-one basis upon the earlier of (a) any transfer of the Class B Common Stock by the holder, whether or not for value, subject to certain exceptions, (b) the date and time, or the occurrence of an event, specified by vote or written consent of the holders of at least 80% of the outstanding shares of Class B common stock at the time of such vote or consent, voting as a separate series or (c) the 20-year anniversary of the closing of the Issuer's initial public offering."
2023-05-30,0000950170-23-025064,4,Blecharczyk Nathan,Chief Strategy Officer,true,true,true,2023-05-25,G,D,575000,0,0.0,I,3080,
2023-05-30,0000950170-23-025066,4,Chesky Brian,CEO and Chairman,true,true,true,2023-05-25,C,A,4496654,,,D,16393931,"The Class B Common Stock is convertible at any time at the option of the holder into the Issuer's Class A Common Stock on a one-to-one basis. The Class B Common Stock will automatically convert into shares of the Issuer's Class A Common Stock on a one-to-one basis upon the earlier of (a) any transfer of the Class B Common Stock by the holder, whether or not for value, subject to certain exceptions, (b) the date and time, or the occurrence of an event, specified by vote or written consent of the holders of at least 80% of the outstanding shares of Class B common stock at the time of such vote or consent, voting as a separate series or (c) the 20-year anniversary of the closing of the Issuer's initial public offering."
2023-05-30,0000950170-23-025066,4,Chesky Brian,CEO and Chairman,true,true,true,2023-05-25,C,A,1000000,,,D,17393931,"The Class B Common Stock is convertible at any time at the option of the holder into the Issuer's Class A Common Stock on a one-to-one basis. The Class B Common Stock will automatically convert into shares of the Issuer's Class A Common Stock on a one-to-one basis upon the earlier of (a) any transfer of the Class B Common Stock by the holder, whether or not for value, subject to certain exceptions, (b) the date and time, or the occurrence of an event, specified by vote or written consent of the holders of at least 80% of the outstanding shares of Class B common stock at the time of such vote or consent, voting as a separate series or (c) the 20-year anniversary of the closing of the Issuer's initial public offering."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,1201,103.833,124703.433,I,4415568,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $103.76 to $103.95. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,81700,104.5819,8544341.23,I,4333868,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $104.01 to $104.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,131859,105.3436,13890501.7524,I,4202009,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $105.00 to $105.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,60591,106.4559,6450269.4369,I,4141418,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $106.00 to $106.99. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,56604,107.442,6081646.967999999,I,4084814,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $107.00 to $107.995. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-02,0000950170-23-026072,4,Gebbia Joseph,,true,false,true,2023-05-31,S,D,18045,108.0706,1950133.977,I,4066769,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $108.00 to $108.24. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-05,0000950170-23-026354,4,Stephenson Dave,Chief Financial Officer,false,true,false,2023-06-01,S,D,4919,109.84,540302.96,D,147167,The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan.
2023-06-05,0000950170-23-026489,4,Chesky Brian,CEO and Chairman,true,true,true,2023-06-01,S,D,2708,109.7703,297257.9724,D,17391223,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $109.42 to $110.39. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-05,0000950170-23-026489,4,Chesky Brian,CEO and Chairman,true,true,true,2023-06-01,S,D,3000,110.7783,332334.9,D,17388223,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $110.46 to $111.34. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-05,0000950170-23-026489,4,Chesky Brian,CEO and Chairman,true,true,true,2023-06-01,S,D,15830,111.9971,1772914.093,D,17372393,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $111.46 to $112.45. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-05,0000950170-23-026489,4,Chesky Brian,CEO and Chairman,true,true,true,2023-06-01,S,D,8262,113.0185,933758.8470000001,D,17364131,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $112.46 to $113.45. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
2023-06-05,0000950170-23-026489,4,Chesky Brian,CEO and Chairman,true,true,true,2023-06-01,S,D,200,113.4850,22697.0,D,17363931,"The sales reported in this Form 4 were effected pursuant to a Rule 10b5-1 trading plan. | The price reported in Column 4 is a weighted average price. These shares were sold in multiple transactions at prices ranging from $113.47 to $113.50. The reporting person undertakes to provide the Issuer, any security holder of the Issuer, or the staff of the Securities and Exchange Commission, upon request, full information regarding the number of shares sold at each separate price within the range set forth in this footnote."
