market,start,complete,rows,partial,city_scrape,previous_scrape,source_url,sha256
san-diego,2026-08-29,2026-08-30,13342,False,11966,1376,https://data.insideairbnb.com/united-states/ca/san-diego/2026-08-29/data/listings.csv.gz,6c9c3e359fb063e0b07d8533d54a42f681efec98cd6361baf1561ef5ef19cbd3
sydney,2025-09-12,2025-09-12,17730,False,0,17730,https://data.insideairbnb.com/australia/nsw/sydney/2025-09-12/data/listings.csv.gz,6d886ebee5f16c3ca96494f5bd36da0bfec8a8d628d227a96abe960e7a48d2d4
sydney,2025-12-12,2025-12-13,20436,False,17834,2602,https://data.insideairbnb.com/australia/nsw/sydney/2025-12-12/data/listings.csv.gz,bde52b1fc6679cdf2ef42e230a1009abeae9995754acd2a3ccae53308835790d
sydney,2026-01-17,2026-01-17,17787,False,17787,0,https://data.insideairbnb.com/australia/nsw/sydney/2026-01-17/data/listings.csv.gz,795f68d286650b9350d89c61a9b685791ba493af8fc36403171bd1ff94198cff
sydney,2026-02-17,2026-02-17,16463,True,16463,0,https://data.insideairbnb.com/australia/nsw/sydney/2026-02-17/data/listings.csv.gz,1566027b9671c36090f5dbad7099d20dd2cc96b79ba9baf27475e0f325bb276e
sydney,2026-03-21,2026-03-21,13563,True,13563,0,https://data.insideairbnb.com/australia/nsw/sydney/2026-03-21/data/listings.csv.gz,5697404fb8d640a1532f184dab5152bec24b62f45721934b557a3a1c948c8004
sydney,2026-04-18,2026-04-18,13799,True,13799,0,https://data.insideairbnb.com/australia/nsw/sydney/2026-04-18/data/listings.csv.gz,70703c1e9cf1aabcc1965360bd2f66fd7b0749feb77a5b1fba8becb1f2fcd9f9
sydney,2026-05-23,2026-06-06,14638,True,14638,0,https://data.insideairbnb.com/australia/nsw/sydney/2026-05-23/data/listings.csv.gz,f93c9d9005e6cc0b6977c6d47468c7a2e27c4f58fff96a1e38780bcc2d3bbeb7
sydney,2026-06-16,2026-06-29,20573,False,15720,4853,https://data.insideairbnb.com/australia/nsw/sydney/2026-06-16/data/listings.csv.gz,56c7b83723a195d6e4d0bf6d6ecd6da9b43b00cda9c9f6c08ffe11b7ee79597d
sydney,2026-07-15,2026-07-15,20736,False,15797,4939,https://data.insideairbnb.com/australia/nsw/sydney/2026-07-15/data/listings.csv.gz,e6f2a3cdad692e0ce19a51b3cdf802fd90cb08fb6574b33f3e57d49866e3945f
sydney,2026-08-15,2026-08-28,20767,False,15706,5061,https://data.insideairbnb.com/australia/nsw/sydney/2026-08-15/data/listings.csv.gz,e51f645c60c2059561cabba9766d3ccdc6be72185d6a3a9f7d6bb4bbf687ce0c
