name,full_name,created_at,pushed_at,updated_at,language,stargazers_count,forks_count,open_issues_count,archived,fork,size,description,html_url,license
elephant-bird,airbnb/elephant-bird,2013-04-03T19:15:27Z,2023-03-04T00:41:02Z,2022-04-15T12:08:27Z,Java,6,5,0,False,True,52454,"Twitter's collection of LZO and Protocol Buffer-related Hadoop, Pig, Hive, and HBase code.",https://github.com/airbnb/elephant-bird,Apache-2.0
cortex,airbnb/cortex,2022-04-06T19:08:43Z,2022-11-03T20:53:18Z,2024-09-29T20:28:00Z,Go,3,1,0,True,True,126467,"A horizontally scalable, highly available, multi-tenant, long term Prometheus.",https://github.com/airbnb/cortex,Apache-2.0
prometheus,airbnb/prometheus,2022-04-06T19:08:35Z,2022-11-03T18:51:20Z,2023-01-30T18:54:24Z,Go,1,1,2,True,True,152093,The Prometheus monitoring system and time series database.,https://github.com/airbnb/prometheus,Apache-2.0
alerts,airbnb/alerts,2017-01-13T18:37:41Z,2022-10-19T10:17:20Z,2025-10-24T10:15:42Z,Ruby,44,13,4,False,False,22,"An example alerts repo, for use with airbnb/interferon.",https://github.com/airbnb/alerts,MIT
okreplay,airbnb/okreplay,2017-02-28T02:17:33Z,2022-08-29T06:31:17Z,2026-09-10T15:58:23Z,Groovy,785,71,23,False,False,63162,📼 Record and replay OkHttp network interaction in your tests.,https://github.com/airbnb/okreplay,Apache-2.0
buck,airbnb/buck,2016-10-12T18:33:01Z,2022-08-23T20:23:35Z,2022-11-06T21:32:11Z,Java,27,6,0,False,True,1462194,"A fast build system that encourages the creation of small, reusable modules over a variety of platforms and languages.",https://github.com/airbnb/buck,Apache-2.0
coredns,airbnb/coredns,2022-07-13T22:47:11Z,2022-08-08T21:59:03Z,2022-08-08T21:59:11Z,Go,0,1,0,False,True,100469,CoreDNS is a DNS server that chains plugins,https://github.com/airbnb/coredns,Apache-2.0
optica,airbnb/optica,2013-03-01T21:50:13Z,2022-07-28T17:49:04Z,2026-08-22T14:56:36Z,Ruby,132,26,2,False,False,93,A tool for keeping track of nodes in your infrastructure,https://github.com/airbnb/optica,MIT
s2-geometry-swift,airbnb/s2-geometry-swift,2022-06-28T23:56:52Z,2022-07-06T17:46:21Z,2024-01-06T17:22:00Z,Swift,4,2,0,False,True,154,Swift port of S2 Geometry.,https://github.com/airbnb/s2-geometry-swift,MIT
OSSRH-81978,airbnb/OSSRH-81978,2022-06-24T14:36:47Z,2022-06-24T14:36:48Z,2022-06-24T14:36:47Z,,0,0,0,False,False,0,,https://github.com/airbnb/OSSRH-81978,
ottr,airbnb/ottr,2021-08-27T04:31:11Z,2022-05-02T16:29:04Z,2026-06-04T23:02:32Z,Python,273,29,4,False,False,1716,Serverless Public Key Infrastructure Framework,https://github.com/airbnb/ottr,Apache-2.0
fortio,airbnb/fortio,2020-01-16T19:10:25Z,2022-04-22T22:41:29Z,2023-03-19T00:22:39Z,Go,3,3,0,False,True,1439,"Fortio load testing library, command line tool, advanced echo server and web UI in go (golang). Allows to specify a set query-per-second load and record latency histograms and other useful stats.",https://github.com/airbnb/fortio,Apache-2.0
RxGroups,airbnb/RxGroups,2015-11-19T23:59:11Z,2022-01-10T21:36:07Z,2026-08-13T20:06:10Z,Java,686,42,2,False,False,296,Easily group RxJava Observables together and tie them to your Android Activity lifecycle,https://github.com/airbnb/RxGroups,Apache-2.0
artificial-adversary,airbnb/artificial-adversary,2018-08-08T04:42:11Z,2022-01-07T11:24:14Z,2026-09-07T07:57:18Z,Python,403,57,7,False,False,119,🗣️ Tool to generate adversarial text examples and test machine learning models against them,https://github.com/airbnb/artificial-adversary,MIT
k8s-webhook-handler,airbnb/k8s-webhook-handler,2017-12-28T12:39:54Z,2022-01-01T15:32:48Z,2023-01-28T02:33:16Z,Go,24,6,2,True,False,103,,https://github.com/airbnb/k8s-webhook-handler,MIT
inclusion,airbnb/inclusion,2021-05-04T19:45:51Z,2021-11-23T19:17:04Z,2025-07-17T19:34:25Z,Ruby,27,5,1,False,False,40,Building codebases and systems where all contributors feel like they belong.,https://github.com/airbnb/inclusion,MIT
plog,airbnb/plog,2014-02-01T11:11:10Z,2021-09-01T21:57:28Z,2026-04-12T07:25:49Z,Java,75,17,13,False,False,487,Fire-and-forget UDP logging service with custom Netty pipelines & extensive monitoring,https://github.com/airbnb/plog,Apache-2.0
kafka-statsd-metrics2,airbnb/kafka-statsd-metrics2,2014-07-31T05:43:16Z,2021-06-03T04:37:01Z,2026-09-12T06:13:04Z,Java,133,48,22,False,False,205,Send Kafka Metrics to StatsD.,https://github.com/airbnb/kafka-statsd-metrics2,Apache-2.0
airpal,airbnb/airpal,2014-05-05T18:51:30Z,2021-05-20T15:39:40Z,2026-09-09T08:55:11Z,Java,2742,443,87,True,False,9666,Web UI for PrestoDB.,https://github.com/airbnb/airpal,Apache-2.0
hammerspace,airbnb/hammerspace,2013-10-07T20:41:04Z,2020-08-27T23:59:54Z,2026-08-15T16:34:49Z,Ruby,365,24,1,False,False,103,Off-heap large object storage,https://github.com/airbnb/hammerspace,MIT
istio-api,airbnb/istio-api,2019-11-20T21:23:36Z,2020-08-12T17:53:38Z,2022-03-09T21:52:53Z,Makefile,1,3,0,False,True,10923,API definitions for the Istio project,https://github.com/airbnb/istio-api,Apache-2.0
smartstack-cookbook,airbnb/smartstack-cookbook,2013-10-23T01:40:28Z,2020-07-28T21:34:48Z,2026-08-05T19:38:54Z,Ruby,243,43,10,True,False,47,The chef recipes for running and testing Airbnb's SmartStack,https://github.com/airbnb/smartstack-cookbook,MIT
istio-test-infra,airbnb/istio-test-infra,2020-06-26T03:52:30Z,2020-06-25T15:10:27Z,2020-06-26T03:52:47Z,,0,1,0,False,True,183607,,https://github.com/airbnb/istio-test-infra,Apache-2.0
okbuck,airbnb/okbuck,2016-11-11T00:13:43Z,2020-06-03T00:26:16Z,2020-06-24T21:43:15Z,Java,8,3,0,False,True,17450,OkBuck is a gradle plugin that lets developers utilize the Buck build system on a gradle project.,https://github.com/airbnb/okbuck,NOASSERTION
etcd,airbnb/etcd,2019-12-13T19:42:23Z,2020-06-02T17:35:14Z,2025-11-30T13:40:10Z,,1,3,0,False,True,57039,Distributed reliable key-value store for the most critical data of a distributed system,https://github.com/airbnb/etcd,Apache-2.0
interferon,airbnb/interferon,2015-03-16T05:13:40Z,2020-03-20T18:21:54Z,2026-01-23T12:55:50Z,Ruby,237,37,4,False,False,264,Signaling you about infrastructure or application issues,https://github.com/airbnb/interferon,MIT
apple-tv-auth,airbnb/apple-tv-auth,2015-12-10T18:49:05Z,2020-03-04T19:07:56Z,2026-08-20T20:51:04Z,Ruby,44,13,0,True,False,11,Example application to demonstrate how to build Apple TV style authentication.,https://github.com/airbnb/apple-tv-auth,
envoy,airbnb/envoy,2018-04-09T20:36:37Z,2020-02-25T21:12:50Z,2022-01-04T08:23:31Z,C++,7,1,1,False,True,51439,C++ front/service proxy,https://github.com/airbnb/envoy,Apache-2.0
twitter-commons-sample,airbnb/twitter-commons-sample,2013-03-01T22:11:44Z,2020-02-11T03:32:43Z,2026-04-22T01:13:12Z,Java,103,15,1,True,False,101,A sample REST service based on Twitter Commons,https://github.com/airbnb/twitter-commons-sample,
istio-proxy,airbnb/istio-proxy,2020-01-29T20:26:27Z,2020-01-29T23:36:46Z,2020-03-25T15:36:39Z,,1,0,0,False,True,5075,The Istio proxy components.,https://github.com/airbnb/istio-proxy,Apache-2.0
dynein,airbnb/dynein,2019-09-13T18:09:23Z,2020-01-07T09:32:16Z,2026-09-07T07:57:53Z,Java,391,39,1,True,False,71,Airbnb's Open-source Distributed Delayed Job Queueing System,https://github.com/airbnb/dynein,Apache-2.0
trebuchet,airbnb/trebuchet,2011-04-07T03:21:23Z,2020-01-03T00:08:00Z,2026-01-23T12:55:19Z,Ruby,311,27,7,False,False,208,Trebuchet launches features at people,https://github.com/airbnb/trebuchet,
kafka,airbnb/kafka,2016-08-11T19:10:03Z,2019-12-17T07:19:03Z,2020-04-18T05:45:37Z,Java,4,12,0,False,True,50693,Mirror of Apache Kafka,https://github.com/airbnb/kafka,Apache-2.0
apollo-android,airbnb/apollo-android,2017-03-06T18:33:54Z,2019-12-15T18:34:01Z,2026-08-20T20:51:33Z,Java,21,7,0,False,True,136807,:pager: A GraphQL client for Android (WIP),https://github.com/airbnb/apollo-android,MIT
sputnik,airbnb/sputnik,2019-09-18T20:24:12Z,2019-11-08T18:25:13Z,2026-05-19T06:35:33Z,Scala,64,19,1,True,False,266,,https://github.com/airbnb/sputnik,
butterknife,airbnb/butterknife,2017-02-15T01:53:38Z,2019-10-09T12:42:55Z,2026-08-20T20:51:33Z,Java,4,2,0,False,True,3540,Bind Android views and callbacks to fields and methods.,https://github.com/airbnb/butterknife,Apache-2.0
MaxScale,airbnb/MaxScale,2016-10-11T23:33:19Z,2019-10-01T06:05:42Z,2025-06-24T19:58:17Z,C,69,13,1,False,True,70674,An intelligent database proxy.,https://github.com/airbnb/MaxScale,GPL-2.0
cryo,airbnb/cryo,2012-09-06T22:45:22Z,2019-09-26T21:14:50Z,2020-12-21T07:45:12Z,Ruby,7,7,1,False,False,68,,https://github.com/airbnb/cryo,MIT
gradle-lint-plugin,airbnb/gradle-lint-plugin,2018-03-07T22:33:52Z,2019-07-09T18:20:53Z,2020-04-18T05:45:37Z,Groovy,2,2,0,False,True,1584,A pluggable and configurable linter tool for identifying and reporting on patterns of misuse or deprecations in Gradle scripts. ,https://github.com/airbnb/gradle-lint-plugin,Apache-2.0
kafkat,airbnb/kafkat,2014-08-14T22:09:39Z,2019-06-01T03:39:38Z,2026-03-27T01:16:55Z,Ruby,502,81,14,False,False,100,KafkaT-ool,https://github.com/airbnb/kafkat,Apache-2.0
vulnture,airbnb/vulnture,2019-05-02T23:28:29Z,2019-05-23T09:04:35Z,2026-08-20T20:51:55Z,Python,65,13,0,False,False,181,,https://github.com/airbnb/vulnture,Apache-2.0
reair,airbnb/reair,2016-03-02T21:55:09Z,2019-02-27T02:46:43Z,2026-08-20T20:51:05Z,Java,282,97,9,True,False,962,ReAir is a collection of easy-to-use tools for replicating tables and partitions between Hive data warehouses.,https://github.com/airbnb/reair,Apache-2.0
MariaDB4j,airbnb/MariaDB4j,2018-03-29T20:47:38Z,2018-12-17T15:13:22Z,2026-08-20T20:51:45Z,PLSQL,4,2,0,False,True,329248,MariaDB Embedded in Java JAR,https://github.com/airbnb/MariaDB4j,Apache-2.0
react-native,airbnb/react-native,2016-09-13T01:40:00Z,2018-06-29T17:54:45Z,2026-06-09T17:52:15Z,JavaScript,52,18,2,False,True,208340,A framework for building native apps with React.,https://github.com/airbnb/react-native,NOASSERTION
infinity,airbnb/infinity,2012-08-08T18:54:33Z,2018-05-07T05:22:17Z,2026-09-09T08:55:23Z,JavaScript,2780,272,32,True,False,512,UITableViews for the web (DEPRECATED),https://github.com/airbnb/infinity,NOASSERTION
data-plane-api,airbnb/data-plane-api,2018-04-10T00:58:50Z,2018-04-16T22:21:11Z,2026-08-20T20:51:45Z,Python,4,2,0,False,True,1386,Envoy REST/proto API definitions and documentation,https://github.com/airbnb/data-plane-api,Apache-2.0
zonify,airbnb/zonify,2011-11-12T00:58:50Z,2017-08-25T02:36:45Z,2026-09-01T22:33:52Z,Ruby,266,32,1,False,False,233,a command line tool for generating DNS records from EC2 instances,https://github.com/airbnb/zonify,NOASSERTION
appear,airbnb/appear,2016-08-05T05:28:04Z,2017-08-23T22:52:49Z,2026-08-21T09:38:06Z,Ruby,29,12,2,False,False,1644,reveal terminal programs in the gui,https://github.com/airbnb/appear,MIT
anotherlens,airbnb/anotherlens,2017-06-18T23:54:00Z,2017-07-27T20:17:21Z,2026-08-20T20:51:36Z,HTML,34,8,0,False,False,1032,News Deeply X Airbnb.Design - Another Lens,https://github.com/airbnb/anotherlens,
transformpy,airbnb/transformpy,2017-06-10T04:34:43Z,2017-06-20T06:52:39Z,2026-08-20T20:51:36Z,Python,28,8,0,False,False,35,"transformpy is a Python 2/3 module for doing transforms on ""streams"" of data",https://github.com/airbnb/transformpy,MIT
bugsnag-android,airbnb/bugsnag-android,2017-04-20T18:57:12Z,2017-05-02T21:18:00Z,2026-08-20T20:51:34Z,Java,6,3,0,False,True,840,Bugsnag crash reporting for Android apps,https://github.com/airbnb/bugsnag-android,MIT
rspec-gc-control,airbnb/rspec-gc-control,2015-07-24T22:02:28Z,2017-04-24T19:39:03Z,2019-07-03T20:48:33Z,Ruby,5,8,0,False,True,20,Add a mechanism to control the garbage collector in RSpec.,https://github.com/airbnb/rspec-gc-control,MIT
ruby-prof,airbnb/ruby-prof,2016-09-15T13:38:34Z,2017-04-03T14:27:09Z,2026-08-20T20:51:30Z,Ruby,4,5,0,False,True,1297,Airbnb Fork: ruby-prof: a code profiler for MRI rubies,https://github.com/airbnb/ruby-prof,BSD-2-Clause
PromiseKit,airbnb/PromiseKit,2017-03-07T18:03:57Z,2017-03-07T19:29:01Z,2026-08-20T20:51:33Z,Swift,30,4,0,False,True,2728,Promises for Swift & ObjC,https://github.com/airbnb/PromiseKit,MIT
sticky-headers-recyclerview,airbnb/sticky-headers-recyclerview,2015-09-23T21:31:06Z,2016-12-09T22:28:30Z,2024-10-19T20:57:33Z,Java,45,11,0,False,True,238,Sticky Headers decorator for Android's RecyclerView,https://github.com/airbnb/sticky-headers-recyclerview,Apache-2.0
cloud-maker,airbnb/cloud-maker,2012-07-18T21:12:21Z,2016-11-06T00:13:36Z,2025-10-18T05:50:12Z,Ruby,67,22,1,False,False,564,Building castles in the sky,https://github.com/airbnb/cloud-maker,NOASSERTION
Flask-AppBuilder,airbnb/Flask-AppBuilder,2016-10-28T18:49:27Z,2016-11-03T21:45:04Z,2026-08-20T20:51:31Z,Python,61,18,0,False,True,38221,"Simple and rapid application development framework, built on top of Flask. includes detailed security, auto CRUD generation for your models, google charts and much more. Demo (login with guest/welcome) - http://flaskappbuilder.pythonanywhere.com/",https://github.com/airbnb/Flask-AppBuilder,BSD-3-Clause
dd-agent,airbnb/dd-agent,2016-07-15T23:16:48Z,2016-08-02T22:16:09Z,2026-08-20T20:51:28Z,Python,2,3,0,False,True,38587,Datadog Agent,https://github.com/airbnb/dd-agent,NOASSERTION
glide,airbnb/glide,2015-06-15T23:07:19Z,2016-06-01T21:10:35Z,2020-09-15T07:28:19Z,Java,32,7,1,False,True,24763,An image loading and caching library for Android focused on smooth scrolling,https://github.com/airbnb/glide,NOASSERTION
python-slackclient,airbnb/python-slackclient,2016-02-03T23:41:28Z,2016-05-24T10:41:00Z,2026-08-20T20:51:23Z,Python,13,7,0,False,True,512,,https://github.com/airbnb/python-slackclient,MIT
reactivex.github.io,airbnb/reactivex.github.io,2015-12-04T01:46:29Z,2015-12-04T01:49:48Z,2026-08-20T20:51:21Z,JavaScript,7,4,0,False,True,217586,ReactiveX Website,https://github.com/airbnb/reactivex.github.io,Apache-2.0
zendesk_api_client_rb,airbnb/zendesk_api_client_rb,2014-03-12T22:27:54Z,2015-10-29T23:37:57Z,2019-07-03T20:47:46Z,HTML,3,2,0,False,True,1513,,https://github.com/airbnb/zendesk_api_client_rb,Apache-2.0
faker,airbnb/faker,2015-10-28T03:53:20Z,2015-10-27T13:05:44Z,2024-10-15T19:23:10Z,Ruby,45,12,0,False,True,1138,"A library for generating fake data such as names, addresses, and phone numbers.",https://github.com/airbnb/faker,MIT
poseidon_cluster,airbnb/poseidon_cluster,2015-09-18T00:09:28Z,2015-09-23T18:43:08Z,2019-07-03T20:48:39Z,Ruby,4,3,0,False,True,223,Poseidon cluster extensions,https://github.com/airbnb/poseidon_cluster,
s3cmd,airbnb/s3cmd,2015-08-31T22:34:37Z,2015-08-31T17:58:09Z,2019-07-03T20:48:36Z,Python,5,5,0,False,True,4759,Official s3cmd repo -- Command line tool for managing Amazon S3 and CloudFront services,https://github.com/airbnb/s3cmd,GPL-2.0
poseidon,airbnb/poseidon,2015-09-18T00:09:58Z,2015-08-29T17:48:20Z,2019-07-03T20:48:39Z,Ruby,5,3,0,False,True,990,A client for Kafka 0.8,https://github.com/airbnb/poseidon,MIT
security_monkey,airbnb/security_monkey,2015-05-26T19:09:21Z,2015-08-12T20:47:54Z,2020-04-10T08:56:16Z,Python,8,7,1,False,True,8351,Security Monkey,https://github.com/airbnb/security_monkey,Apache-2.0
audited,airbnb/audited,2015-07-30T13:26:19Z,2015-07-30T13:26:57Z,2025-12-31T15:15:34Z,Ruby,13,4,0,False,True,737,Audited (formerly acts_as_audited) is an ORM extension that logs all changes to your Rails models.,https://github.com/airbnb/audited,MIT
java-code-styles,airbnb/java-code-styles,2015-06-19T19:46:13Z,2015-06-19T21:25:27Z,2024-07-05T08:33:02Z,Shell,40,19,0,False,True,100,IntelliJ IDEA code style settings for Airbnb's Java and Android projects.,https://github.com/airbnb/java-code-styles,
m2repository,airbnb/m2repository,2015-02-25T07:22:13Z,2015-03-10T20:54:18Z,2019-07-03T20:48:17Z,,4,6,0,False,False,1236,Maven repository for some of Airbnb's own libraries and forks,https://github.com/airbnb/m2repository,
aws-cli,airbnb/aws-cli,2015-02-26T19:05:02Z,2015-02-26T21:20:40Z,2021-06-15T15:17:02Z,Python,12,5,0,False,True,5991,Universal Command Line Interface for Amazon Web Services,https://github.com/airbnb/aws-cli,NOASSERTION
marathon,airbnb/marathon,2013-11-20T21:09:33Z,2014-12-06T21:15:03Z,2024-10-28T12:41:45Z,JavaScript,14,5,0,False,True,8405,Mesos framework for long running services,https://github.com/airbnb/marathon,Apache-2.0
storm-mesos,airbnb/storm-mesos,2013-11-25T23:02:01Z,2014-09-03T17:09:29Z,2019-07-03T20:47:40Z,Java,3,2,0,False,True,4045,Run Storm on top of the Mesos cluster resource manager,https://github.com/airbnb/storm-mesos,Apache-2.0
wechat-rails,airbnb/wechat-rails,2014-06-04T20:48:03Z,2014-08-11T23:16:31Z,2022-01-31T07:44:25Z,Ruby,47,9,1,False,True,306,API and message handling for wechat in rails environment,https://github.com/airbnb/wechat-rails,MIT
collapstring,airbnb/collapstring,2014-03-15T14:30:10Z,2014-06-10T04:33:43Z,2019-07-03T20:47:47Z,Java,7,5,0,False,False,472,Collapse quoted strings in strings,https://github.com/airbnb/collapstring,MIT
storm,airbnb/storm,2013-11-25T23:01:57Z,2014-04-11T03:18:34Z,2019-07-03T20:47:40Z,Java,3,4,0,False,True,5817,"Distributed and fault-tolerant realtime computation: stream processing, continuous computation, distributed RPC, and more",https://github.com/airbnb/storm,EPL-1.0
brakeman,airbnb/brakeman,2014-03-06T02:13:39Z,2014-03-06T02:02:17Z,2024-04-03T23:34:05Z,Ruby,17,7,0,False,True,11677,A static analysis security vulnerability scanner for Ruby on Rails applications,https://github.com/airbnb/brakeman,MIT
gem-aws-creds,airbnb/gem-aws-creds,2013-03-29T02:44:24Z,2014-02-13T00:16:43Z,2024-04-02T06:50:16Z,Ruby,11,6,1,False,False,294,Easily manipulate and access AWS credentials,https://github.com/airbnb/gem-aws-creds,MIT
gem-aws-instmd,airbnb/gem-aws-instmd,2013-04-10T07:40:39Z,2014-02-13T00:16:07Z,2019-07-03T20:47:28Z,Ruby,4,7,0,False,False,164,Effortless access to EC2 instance metadata,https://github.com/airbnb/gem-aws-instmd,MIT
homebrew,airbnb/homebrew,2013-12-03T06:16:27Z,2013-12-04T04:11:31Z,2021-01-05T20:04:59Z,Ruby,4,6,0,False,True,177,Development repository for Opscode Cookbook homebrew,https://github.com/airbnb/homebrew,Apache-2.0
mixpanel-iphone,airbnb/mixpanel-iphone,2012-11-30T22:33:03Z,2013-09-14T04:52:55Z,2025-10-24T08:20:38Z,Objective-C,12,11,0,False,True,1217,iPhone tracking library for Mixpanel Analytics,https://github.com/airbnb/mixpanel-iphone,NOASSERTION
requirejs-rails,airbnb/requirejs-rails,2013-07-26T20:03:41Z,2013-08-07T23:23:37Z,2019-07-03T20:47:34Z,JavaScript,4,3,0,False,True,262,RequireJS support for your Rails 3 application,https://github.com/airbnb/requirejs-rails,MIT
docker-client,airbnb/docker-client,2013-07-09T01:14:11Z,2013-07-16T21:08:40Z,2019-07-03T20:47:32Z,Ruby,8,4,0,False,True,172,Docker client library to access the Docker remote API.,https://github.com/airbnb/docker-client,MIT
docker-registry,airbnb/docker-registry,2013-07-09T01:14:15Z,2013-07-08T23:58:18Z,2020-03-11T12:05:37Z,Python,8,2,0,False,True,152,Registry server for Docker (hosting/delivering of repositories and images),https://github.com/airbnb/docker-registry,Apache-2.0
newrelic_aws_cloudwatch_plugin,airbnb/newrelic_aws_cloudwatch_plugin,2013-06-19T18:51:36Z,2013-06-19T21:50:26Z,2019-09-11T21:27:26Z,Ruby,7,4,0,False,True,228,New Relic AWS Cloudwatch Plugin,https://github.com/airbnb/newrelic_aws_cloudwatch_plugin,MIT
newrelic_plugin,airbnb/newrelic_plugin,2013-06-19T18:52:27Z,2013-06-18T21:58:35Z,2019-09-10T18:01:01Z,Ruby,6,3,0,False,True,114,New Relic Ruby Plugin Agent SDK,https://github.com/airbnb/newrelic_plugin,MIT
marginalia,airbnb/marginalia,2013-03-13T23:31:59Z,2013-03-27T21:17:23Z,2019-07-03T20:47:26Z,Ruby,5,10,0,False,True,148,Attach comments to ActiveRecord's SQL queries,https://github.com/airbnb/marginalia,MIT
wraithdb,airbnb/wraithdb,2012-09-25T20:23:30Z,2013-03-11T07:55:11Z,2023-01-28T19:20:47Z,Ruby,5,6,0,True,False,153,,https://github.com/airbnb/wraithdb,NOASSERTION
backbone.baseview,airbnb/backbone.baseview,2012-10-04T00:29:10Z,2012-10-04T18:06:40Z,2025-02-06T16:39:20Z,JavaScript,35,13,0,False,False,106,DEPRECATED: A simple base view class for Backbone.View,https://github.com/airbnb/backbone.baseview,NOASSERTION
zendesk-api,airbnb/zendesk-api,2014-03-12T01:03:03Z,2012-08-24T00:10:44Z,2019-01-08T01:28:35Z,Ruby,4,2,0,False,True,164,A Ruby gem to interact with the Zendesk API,https://github.com/airbnb/zendesk-api,
sssp,airbnb/sssp,2012-03-03T01:15:06Z,2012-08-20T16:02:25Z,2026-04-07T13:46:49Z,Haskell,47,9,0,False,False,165,Software distribution by way of S3 signed URLs,https://github.com/airbnb/sssp,NOASSERTION
tapkulibrary,airbnb/tapkulibrary,2012-08-02T03:57:43Z,2012-07-24T21:15:33Z,2025-02-21T10:48:08Z,Objective-C,23,9,0,False,True,16157,"tap + haiku = tapku, a well crafted open source iOS framework",https://github.com/airbnb/tapkulibrary,MIT
android-mapviewballoons,airbnb/android-mapviewballoons,2012-08-24T01:26:24Z,2012-07-11T21:04:53Z,2021-06-15T15:13:48Z,Java,18,5,0,False,True,164,Simple information balloon annotation for Android MapView,https://github.com/airbnb/android-mapviewballoons,Apache-2.0
statsd-ruby,airbnb/statsd-ruby,2012-01-24T23:51:32Z,2011-12-30T21:13:17Z,2019-07-03T20:47:11Z,Ruby,6,3,0,False,True,104,A Ruby Statsd client that isn't a direct port of the Python example code. Because Ruby isn't Python.,https://github.com/airbnb/statsd-ruby,MIT
erubis,airbnb/erubis,2011-04-12T20:08:00Z,2011-04-12T20:06:14Z,2021-06-21T14:45:12Z,Ruby,4,5,0,False,True,282,Fork of erubis,https://github.com/airbnb/erubis,MIT
