period,value,series,code
2025-05,1286.9,viagens_pessoais_mensal_despesa,22748
2025-06,1339.0,viagens_pessoais_mensal_despesa,22748
2025-07,1710.6,viagens_pessoais_mensal_despesa,22748
2025-08,1293.5,viagens_pessoais_mensal_despesa,22748
2025-09,1391.1,viagens_pessoais_mensal_despesa,22748
2025-10,1402.5,viagens_pessoais_mensal_despesa,22748
2025-11,1285.0,viagens_pessoais_mensal_despesa,22748
2025-12,1356.3,viagens_pessoais_mensal_despesa,22748
2026-01,1596.2,viagens_pessoais_mensal_despesa,22748
2026-02,1331.2,viagens_pessoais_mensal_despesa,22748
2026-03,1436.9,viagens_pessoais_mensal_despesa,22748
2026-04,1656.1,viagens_pessoais_mensal_despesa,22748
2026-05,1488.8,viagens_pessoais_mensal_despesa,22748
2026-06,1601.0,viagens_pessoais_mensal_despesa,22748
2026-07,1774.1,viagens_pessoais_mensal_despesa,22748
2015-01,415.8,viagens_pessoais_mensal_receita,22747
2015-02,382.0,viagens_pessoais_mensal_receita,22747
2015-03,402.4,viagens_pessoais_mensal_receita,22747
2015-04,325.7,viagens_pessoais_mensal_receita,22747
2015-05,306.0,viagens_pessoais_mensal_receita,22747
2015-06,327.3,viagens_pessoais_mensal_receita,22747
2015-07,344.4,viagens_pessoais_mensal_receita,22747
2015-08,319.1,viagens_pessoais_mensal_receita,22747
2015-09,356.4,viagens_pessoais_mensal_receita,22747
2015-10,332.3,viagens_pessoais_mensal_receita,22747
2015-11,342.7,viagens_pessoais_mensal_receita,22747
2015-12,433.9,viagens_pessoais_mensal_receita,22747
2016-01,488.0,viagens_pessoais_mensal_receita,22747
2016-02,449.3,viagens_pessoais_mensal_receita,22747
2016-03,448.4,viagens_pessoais_mensal_receita,22747
2016-04,357.0,viagens_pessoais_mensal_receita,22747
2016-05,326.1,viagens_pessoais_mensal_receita,22747
2016-06,300.7,viagens_pessoais_mensal_receita,22747
2016-07,347.5,viagens_pessoais_mensal_receita,22747
2016-08,445.7,viagens_pessoais_mensal_receita,22747
2016-09,329.9,viagens_pessoais_mensal_receita,22747
2016-10,322.2,viagens_pessoais_mensal_receita,22747
2016-11,350.9,viagens_pessoais_mensal_receita,22747
2016-12,336.2,viagens_pessoais_mensal_receita,22747
2017-01,490.8,viagens_pessoais_mensal_receita,22747
2017-02,398.3,viagens_pessoais_mensal_receita,22747
2017-03,480.9,viagens_pessoais_mensal_receita,22747
2017-04,307.9,viagens_pessoais_mensal_receita,22747
2017-05,310.7,viagens_pessoais_mensal_receita,22747
2017-06,279.1,viagens_pessoais_mensal_receita,22747
2017-07,324.4,viagens_pessoais_mensal_receita,22747
2017-08,337.1,viagens_pessoais_mensal_receita,22747
2017-09,298.4,viagens_pessoais_mensal_receita,22747
2017-10,339.7,viagens_pessoais_mensal_receita,22747
2017-11,359.4,viagens_pessoais_mensal_receita,22747
2017-12,370.7,viagens_pessoais_mensal_receita,22747
2018-01,571.0,viagens_pessoais_mensal_receita,22747
2018-02,451.2,viagens_pessoais_mensal_receita,22747
2018-03,399.5,viagens_pessoais_mensal_receita,22747
2018-04,367.4,viagens_pessoais_mensal_receita,22747
2018-05,316.2,viagens_pessoais_mensal_receita,22747
2018-06,278.2,viagens_pessoais_mensal_receita,22747
2018-07,301.3,viagens_pessoais_mensal_receita,22747
2018-08,353.4,viagens_pessoais_mensal_receita,22747
2018-09,271.4,viagens_pessoais_mensal_receita,22747
2018-10,330.0,viagens_pessoais_mensal_receita,22747
2018-11,332.6,viagens_pessoais_mensal_receita,22747
2018-12,351.6,viagens_pessoais_mensal_receita,22747
2019-01,460.1,viagens_pessoais_mensal_receita,22747
2019-02,385.5,viagens_pessoais_mensal_receita,22747
2019-03,396.8,viagens_pessoais_mensal_receita,22747
2019-04,339.2,viagens_pessoais_mensal_receita,22747
2019-05,302.4,viagens_pessoais_mensal_receita,22747
2019-06,268.2,viagens_pessoais_mensal_receita,22747
2019-07,428.9,viagens_pessoais_mensal_receita,22747
2019-08,343.0,viagens_pessoais_mensal_receita,22747
2019-09,296.4,viagens_pessoais_mensal_receita,22747
2019-10,347.4,viagens_pessoais_mensal_receita,22747
2019-11,342.8,viagens_pessoais_mensal_receita,22747
2019-12,398.8,viagens_pessoais_mensal_receita,22747
2020-01,518.9,viagens_pessoais_mensal_receita,22747
2020-02,360.2,viagens_pessoais_mensal_receita,22747
2020-03,292.3,viagens_pessoais_mensal_receita,22747
2020-04,85.7,viagens_pessoais_mensal_receita,22747
2020-05,86.1,viagens_pessoais_mensal_receita,22747
2020-06,127.5,viagens_pessoais_mensal_receita,22747
2020-07,107.8,viagens_pessoais_mensal_receita,22747
2020-08,108.2,viagens_pessoais_mensal_receita,22747
2020-09,120.2,viagens_pessoais_mensal_receita,22747
2020-10,133.5,viagens_pessoais_mensal_receita,22747
2020-11,137.2,viagens_pessoais_mensal_receita,22747
2020-12,217.9,viagens_pessoais_mensal_receita,22747
2021-01,198.5,viagens_pessoais_mensal_receita,22747
2021-02,159.4,viagens_pessoais_mensal_receita,22747
2021-03,160.6,viagens_pessoais_mensal_receita,22747
2021-04,123.7,viagens_pessoais_mensal_receita,22747
2021-05,146.6,viagens_pessoais_mensal_receita,22747
2021-06,171.5,viagens_pessoais_mensal_receita,22747
2021-07,167.9,viagens_pessoais_mensal_receita,22747
2021-08,189.4,viagens_pessoais_mensal_receita,22747
2021-09,177.8,viagens_pessoais_mensal_receita,22747
2021-10,200.1,viagens_pessoais_mensal_receita,22747
2021-11,240.9,viagens_pessoais_mensal_receita,22747
2021-12,279.0,viagens_pessoais_mensal_receita,22747
2022-01,336.7,viagens_pessoais_mensal_receita,22747
2022-02,287.8,viagens_pessoais_mensal_receita,22747
2022-03,362.2,viagens_pessoais_mensal_receita,22747
2022-04,315.5,viagens_pessoais_mensal_receita,22747
2022-05,298.7,viagens_pessoais_mensal_receita,22747
2022-06,311.3,viagens_pessoais_mensal_receita,22747
2022-07,311.3,viagens_pessoais_mensal_receita,22747
2022-08,344.9,viagens_pessoais_mensal_receita,22747
2022-09,333.1,viagens_pessoais_mensal_receita,22747
2022-10,330.9,viagens_pessoais_mensal_receita,22747
2022-11,354.6,viagens_pessoais_mensal_receita,22747
2022-12,377.0,viagens_pessoais_mensal_receita,22747
2023-01,483.0,viagens_pessoais_mensal_receita,22747
2023-02,423.6,viagens_pessoais_mensal_receita,22747
2023-03,456.0,viagens_pessoais_mensal_receita,22747
2023-04,361.4,viagens_pessoais_mensal_receita,22747
2023-05,453.4,viagens_pessoais_mensal_receita,22747
2023-06,406.4,viagens_pessoais_mensal_receita,22747
2023-07,453.3,viagens_pessoais_mensal_receita,22747
2023-08,526.4,viagens_pessoais_mensal_receita,22747
2023-09,453.4,viagens_pessoais_mensal_receita,22747
2023-10,519.6,viagens_pessoais_mensal_receita,22747
2023-11,538.4,viagens_pessoais_mensal_receita,22747
2023-12,541.4,viagens_pessoais_mensal_receita,22747
2024-01,695.8,viagens_pessoais_mensal_receita,22747
2024-02,587.7,viagens_pessoais_mensal_receita,22747
2024-03,520.4,viagens_pessoais_mensal_receita,22747
2024-04,556.2,viagens_pessoais_mensal_receita,22747
2024-05,481.0,viagens_pessoais_mensal_receita,22747
2024-06,450.4,viagens_pessoais_mensal_receita,22747
2024-07,560.8,viagens_pessoais_mensal_receita,22747
2024-08,530.2,viagens_pessoais_mensal_receita,22747
2024-09,501.6,viagens_pessoais_mensal_receita,22747
2024-10,568.6,viagens_pessoais_mensal_receita,22747
2024-11,583.8,viagens_pessoais_mensal_receita,22747
2024-12,686.1,viagens_pessoais_mensal_receita,22747
2025-01,775.4,viagens_pessoais_mensal_receita,22747
2025-02,779.4,viagens_pessoais_mensal_receita,22747
2025-03,744.0,viagens_pessoais_mensal_receita,22747
2025-04,661.5,viagens_pessoais_mensal_receita,22747
2025-05,528.8,viagens_pessoais_mensal_receita,22747
2025-06,552.7,viagens_pessoais_mensal_receita,22747
2025-07,740.8,viagens_pessoais_mensal_receita,22747
2025-08,635.4,viagens_pessoais_mensal_receita,22747
2025-09,668.1,viagens_pessoais_mensal_receita,22747
2025-10,679.8,viagens_pessoais_mensal_receita,22747
2025-11,716.7,viagens_pessoais_mensal_receita,22747
2025-12,877.5,viagens_pessoais_mensal_receita,22747
2026-01,925.6,viagens_pessoais_mensal_receita,22747
2026-02,896.8,viagens_pessoais_mensal_receita,22747
2026-03,747.5,viagens_pessoais_mensal_receita,22747
2026-04,670.0,viagens_pessoais_mensal_receita,22747
2026-05,628.9,viagens_pessoais_mensal_receita,22747
2026-06,647.7,viagens_pessoais_mensal_receita,22747
2026-07,719.0,viagens_pessoais_mensal_receita,22747
2015-01,-1248.4,viagens_pessoais_mensal_l_quido,22746
2015-02,-727.5,viagens_pessoais_mensal_l_quido,22746
2015-03,-718.6,viagens_pessoais_mensal_l_quido,22746
2015-04,-897.6,viagens_pessoais_mensal_l_quido,22746
2015-05,-749.4,viagens_pessoais_mensal_l_quido,22746
2015-06,-901.1,viagens_pessoais_mensal_l_quido,22746
2015-07,-904.7,viagens_pessoais_mensal_l_quido,22746
2015-08,-623.1,viagens_pessoais_mensal_l_quido,22746
2015-09,-583.8,viagens_pessoais_mensal_l_quido,22746
2015-10,-413.8,viagens_pessoais_mensal_l_quido,22746
2015-11,-380.8,viagens_pessoais_mensal_l_quido,22746
2015-12,-495.0,viagens_pessoais_mensal_l_quido,22746
2016-01,-118.0,viagens_pessoais_mensal_l_quido,22746
2016-02,-158.4,viagens_pessoais_mensal_l_quido,22746
2016-03,-484.8,viagens_pessoais_mensal_l_quido,22746
2016-04,-420.7,viagens_pessoais_mensal_l_quido,22746
2016-05,-478.7,viagens_pessoais_mensal_l_quido,22746
2016-06,-692.8,viagens_pessoais_mensal_l_quido,22746
2016-07,-636.8,viagens_pessoais_mensal_l_quido,22746
2016-08,-488.7,viagens_pessoais_mensal_l_quido,22746
2016-09,-606.1,viagens_pessoais_mensal_l_quido,22746
2016-10,-703.6,viagens_pessoais_mensal_l_quido,22746
2016-11,-518.9,viagens_pessoais_mensal_l_quido,22746
2016-12,-673.2,viagens_pessoais_mensal_l_quido,22746
2017-01,-649.8,viagens_pessoais_mensal_l_quido,22746
2017-02,-585.1,viagens_pessoais_mensal_l_quido,22746
2017-03,-627.8,viagens_pessoais_mensal_l_quido,22746
2017-04,-650.0,viagens_pessoais_mensal_l_quido,22746
2017-05,-773.0,viagens_pessoais_mensal_l_quido,22746
2017-06,-816.0,viagens_pessoais_mensal_l_quido,22746
2017-07,-1034.9,viagens_pessoais_mensal_l_quido,22746
2017-08,-926.6,viagens_pessoais_mensal_l_quido,22746
2017-09,-942.1,viagens_pessoais_mensal_l_quido,22746
2017-10,-841.7,viagens_pessoais_mensal_l_quido,22746
2017-11,-794.4,viagens_pessoais_mensal_l_quido,22746
2017-12,-807.0,viagens_pessoais_mensal_l_quido,22746
2018-01,-877.1,viagens_pessoais_mensal_l_quido,22746
2018-02,-566.3,viagens_pessoais_mensal_l_quido,22746
2018-03,-705.5,viagens_pessoais_mensal_l_quido,22746
2018-04,-747.4,viagens_pessoais_mensal_l_quido,22746
2018-05,-855.7,viagens_pessoais_mensal_l_quido,22746
2018-06,-802.2,viagens_pessoais_mensal_l_quido,22746
2018-07,-952.2,viagens_pessoais_mensal_l_quido,22746
2018-08,-650.8,viagens_pessoais_mensal_l_quido,22746
2018-09,-591.9,viagens_pessoais_mensal_l_quido,22746
2018-10,-830.7,viagens_pessoais_mensal_l_quido,22746
2018-11,-670.6,viagens_pessoais_mensal_l_quido,22746
2018-12,-668.9,viagens_pessoais_mensal_l_quido,22746
2019-01,-766.7,viagens_pessoais_mensal_l_quido,22746
2019-02,-558.7,viagens_pessoais_mensal_l_quido,22746
2019-03,-566.1,viagens_pessoais_mensal_l_quido,22746
2019-04,-742.4,viagens_pessoais_mensal_l_quido,22746
2019-05,-764.8,viagens_pessoais_mensal_l_quido,22746
2019-06,-837.2,viagens_pessoais_mensal_l_quido,22746
2019-07,-945.6,viagens_pessoais_mensal_l_quido,22746
2019-08,-607.5,viagens_pessoais_mensal_l_quido,22746
2019-09,-669.0,viagens_pessoais_mensal_l_quido,22746
2019-10,-744.0,viagens_pessoais_mensal_l_quido,22746
2019-11,-560.5,viagens_pessoais_mensal_l_quido,22746
2019-12,-688.6,viagens_pessoais_mensal_l_quido,22746
2020-01,-524.3,viagens_pessoais_mensal_l_quido,22746
2020-02,-281.5,viagens_pessoais_mensal_l_quido,22746
2020-03,-154.7,viagens_pessoais_mensal_l_quido,22746
2020-04,-64.3,viagens_pessoais_mensal_l_quido,22746
2020-05,-63.5,viagens_pessoais_mensal_l_quido,22746
2020-06,-50.1,viagens_pessoais_mensal_l_quido,22746
2020-07,-90.5,viagens_pessoais_mensal_l_quido,22746
2020-08,-92.1,viagens_pessoais_mensal_l_quido,22746
2020-09,-103.8,viagens_pessoais_mensal_l_quido,22746
2020-10,-76.0,viagens_pessoais_mensal_l_quido,22746
2020-11,-106.8,viagens_pessoais_mensal_l_quido,22746
2020-12,-55.6,viagens_pessoais_mensal_l_quido,22746
2021-01,-28.4,viagens_pessoais_mensal_l_quido,22746
2021-02,-18.8,viagens_pessoais_mensal_l_quido,22746
2021-03,-70.5,viagens_pessoais_mensal_l_quido,22746
2021-04,-98.8,viagens_pessoais_mensal_l_quido,22746
2021-05,-99.5,viagens_pessoais_mensal_l_quido,22746
2021-06,-158.8,viagens_pessoais_mensal_l_quido,22746
2021-07,-165.4,viagens_pessoais_mensal_l_quido,22746
2021-08,-140.2,viagens_pessoais_mensal_l_quido,22746
2021-09,-170.9,viagens_pessoais_mensal_l_quido,22746
2021-10,-188.2,viagens_pessoais_mensal_l_quido,22746
2021-11,-211.7,viagens_pessoais_mensal_l_quido,22746
2021-12,-293.3,viagens_pessoais_mensal_l_quido,22746
2022-01,-195.5,viagens_pessoais_mensal_l_quido,22746
2022-02,-340.5,viagens_pessoais_mensal_l_quido,22746
2022-03,-504.7,viagens_pessoais_mensal_l_quido,22746
2022-04,-552.9,viagens_pessoais_mensal_l_quido,22746
2022-05,-577.9,viagens_pessoais_mensal_l_quido,22746
2022-06,-629.3,viagens_pessoais_mensal_l_quido,22746
2022-07,-535.4,viagens_pessoais_mensal_l_quido,22746
2022-08,-533.5,viagens_pessoais_mensal_l_quido,22746
2022-09,-428.2,viagens_pessoais_mensal_l_quido,22746
2022-10,-554.2,viagens_pessoais_mensal_l_quido,22746
2022-11,-553.8,viagens_pessoais_mensal_l_quido,22746
2022-12,-504.0,viagens_pessoais_mensal_l_quido,22746
2023-01,-578.1,viagens_pessoais_mensal_l_quido,22746
2023-02,-334.4,viagens_pessoais_mensal_l_quido,22746
2023-03,-499.8,viagens_pessoais_mensal_l_quido,22746
2023-04,-727.7,viagens_pessoais_mensal_l_quido,22746
2023-05,-627.4,viagens_pessoais_mensal_l_quido,22746
2023-06,-866.0,viagens_pessoais_mensal_l_quido,22746
2023-07,-803.1,viagens_pessoais_mensal_l_quido,22746
2023-08,-619.3,viagens_pessoais_mensal_l_quido,22746
2023-09,-686.4,viagens_pessoais_mensal_l_quido,22746
2023-10,-682.0,viagens_pessoais_mensal_l_quido,22746
2023-11,-532.9,viagens_pessoais_mensal_l_quido,22746
2023-12,-473.3,viagens_pessoais_mensal_l_quido,22746
2024-01,-516.4,viagens_pessoais_mensal_l_quido,22746
2024-02,-407.4,viagens_pessoais_mensal_l_quido,22746
2024-03,-468.6,viagens_pessoais_mensal_l_quido,22746
2024-04,-570.8,viagens_pessoais_mensal_l_quido,22746
2024-05,-717.2,viagens_pessoais_mensal_l_quido,22746
2024-06,-720.1,viagens_pessoais_mensal_l_quido,22746
2024-07,-782.5,viagens_pessoais_mensal_l_quido,22746
2024-08,-750.9,viagens_pessoais_mensal_l_quido,22746
2024-09,-819.7,viagens_pessoais_mensal_l_quido,22746
2024-10,-722.1,viagens_pessoais_mensal_l_quido,22746
2024-11,-590.4,viagens_pessoais_mensal_l_quido,22746
2024-12,-552.6,viagens_pessoais_mensal_l_quido,22746
2025-01,-528.2,viagens_pessoais_mensal_l_quido,22746
2025-02,-372.7,viagens_pessoais_mensal_l_quido,22746
2025-03,-380.7,viagens_pessoais_mensal_l_quido,22746
2025-04,-567.1,viagens_pessoais_mensal_l_quido,22746
2025-05,-758.1,viagens_pessoais_mensal_l_quido,22746
2025-06,-786.3,viagens_pessoais_mensal_l_quido,22746
2025-07,-969.8,viagens_pessoais_mensal_l_quido,22746
2025-08,-658.1,viagens_pessoais_mensal_l_quido,22746
2025-09,-723.0,viagens_pessoais_mensal_l_quido,22746
2025-10,-722.7,viagens_pessoais_mensal_l_quido,22746
2025-11,-568.3,viagens_pessoais_mensal_l_quido,22746
2025-12,-478.9,viagens_pessoais_mensal_l_quido,22746
2026-01,-670.6,viagens_pessoais_mensal_l_quido,22746
2026-02,-434.4,viagens_pessoais_mensal_l_quido,22746
2026-03,-689.3,viagens_pessoais_mensal_l_quido,22746
2026-04,-986.1,viagens_pessoais_mensal_l_quido,22746
2026-05,-859.8,viagens_pessoais_mensal_l_quido,22746
2026-06,-953.2,viagens_pessoais_mensal_l_quido,22746
2026-07,-1055.2,viagens_pessoais_mensal_l_quido,22746
2015-01,574.8,viagens_neg_cios_mensal_despesa,22745
2015-02,380.1,viagens_neg_cios_mensal_despesa,22745
2015-03,382.7,viagens_neg_cios_mensal_despesa,22745
2015-04,420.6,viagens_neg_cios_mensal_despesa,22745
2015-05,359.1,viagens_neg_cios_mensal_despesa,22745
2015-06,420.4,viagens_neg_cios_mensal_despesa,22745
2015-07,427.7,viagens_neg_cios_mensal_despesa,22745
2015-08,320.5,viagens_neg_cios_mensal_despesa,22745
2015-09,319.6,viagens_neg_cios_mensal_despesa,22745
2015-10,255.6,viagens_neg_cios_mensal_despesa,22745
2015-11,247.9,viagens_neg_cios_mensal_despesa,22745
2015-12,315.8,viagens_neg_cios_mensal_despesa,22745
2016-01,233.5,viagens_neg_cios_mensal_despesa,22745
2016-02,233.4,viagens_neg_cios_mensal_despesa,22745
2016-03,357.8,viagens_neg_cios_mensal_despesa,22745
2016-04,298.6,viagens_neg_cios_mensal_despesa,22745
2016-05,307.7,viagens_neg_cios_mensal_despesa,22745
2016-06,378.0,viagens_neg_cios_mensal_despesa,22745
2016-07,377.4,viagens_neg_cios_mensal_despesa,22745
2016-08,357.6,viagens_neg_cios_mensal_despesa,22745
2016-09,358.4,viagens_neg_cios_mensal_despesa,22745
2016-10,395.5,viagens_neg_cios_mensal_despesa,22745
2016-11,334.0,viagens_neg_cios_mensal_despesa,22745
2016-12,382.3,viagens_neg_cios_mensal_despesa,22745
2017-01,438.6,viagens_neg_cios_mensal_despesa,22745
2017-02,378.6,viagens_neg_cios_mensal_despesa,22745
2017-03,424.3,viagens_neg_cios_mensal_despesa,22745
2017-04,366.9,viagens_neg_cios_mensal_despesa,22745
2017-05,412.8,viagens_neg_cios_mensal_despesa,22745
2017-06,414.9,viagens_neg_cios_mensal_despesa,22745
2017-07,519.6,viagens_neg_cios_mensal_despesa,22745
2017-08,481.4,viagens_neg_cios_mensal_despesa,22745
2017-09,475.6,viagens_neg_cios_mensal_despesa,22745
2017-10,455.5,viagens_neg_cios_mensal_despesa,22745
2017-11,441.4,viagens_neg_cios_mensal_despesa,22745
2017-12,446.3,viagens_neg_cios_mensal_despesa,22745
2018-01,554.1,viagens_neg_cios_mensal_despesa,22745
2018-02,387.7,viagens_neg_cios_mensal_despesa,22745
2018-03,419.3,viagens_neg_cios_mensal_despesa,22745
2018-04,423.7,viagens_neg_cios_mensal_despesa,22745
2018-05,443.5,viagens_neg_cios_mensal_despesa,22745
2018-06,406.9,viagens_neg_cios_mensal_despesa,22745
2018-07,477.8,viagens_neg_cios_mensal_despesa,22745
2018-08,377.4,viagens_neg_cios_mensal_despesa,22745
2018-09,325.8,viagens_neg_cios_mensal_despesa,22745
2018-10,442.5,viagens_neg_cios_mensal_despesa,22745
2018-11,381.4,viagens_neg_cios_mensal_despesa,22745
2018-12,382.3,viagens_neg_cios_mensal_despesa,22745
2019-01,462.5,viagens_neg_cios_mensal_despesa,22745
2019-02,357.9,viagens_neg_cios_mensal_despesa,22745
2019-03,364.7,viagens_neg_cios_mensal_despesa,22745
2019-04,411.1,viagens_neg_cios_mensal_despesa,22745
2019-05,403.9,viagens_neg_cios_mensal_despesa,22745
2019-06,418.3,viagens_neg_cios_mensal_despesa,22745
2019-07,523.5,viagens_neg_cios_mensal_despesa,22745
2019-08,358.7,viagens_neg_cios_mensal_despesa,22745
2019-09,364.4,viagens_neg_cios_mensal_despesa,22745
2019-10,414.3,viagens_neg_cios_mensal_despesa,22745
2019-11,343.8,viagens_neg_cios_mensal_despesa,22745
2019-12,409.4,viagens_neg_cios_mensal_despesa,22745
2020-01,395.1,viagens_neg_cios_mensal_despesa,22745
2020-02,239.3,viagens_neg_cios_mensal_despesa,22745
2020-03,165.0,viagens_neg_cios_mensal_despesa,22745
2020-04,53.2,viagens_neg_cios_mensal_despesa,22745
2020-05,50.1,viagens_neg_cios_mensal_despesa,22745
2020-06,61.5,viagens_neg_cios_mensal_despesa,22745
2020-07,68.6,viagens_neg_cios_mensal_despesa,22745
2020-08,69.3,viagens_neg_cios_mensal_despesa,22745
2020-09,77.5,viagens_neg_cios_mensal_despesa,22745
2020-10,74.1,viagens_neg_cios_mensal_despesa,22745
2020-11,85.0,viagens_neg_cios_mensal_despesa,22745
2020-12,96.1,viagens_neg_cios_mensal_despesa,22745
2021-01,80.9,viagens_neg_cios_mensal_despesa,22745
2021-02,61.6,viagens_neg_cios_mensal_despesa,22745
2021-03,81.7,viagens_neg_cios_mensal_despesa,22745
2021-04,78.4,viagens_neg_cios_mensal_despesa,22745
2021-05,87.5,viagens_neg_cios_mensal_despesa,22745
2021-06,118.4,viagens_neg_cios_mensal_despesa,22745
2021-07,118.8,viagens_neg_cios_mensal_despesa,22745
2021-08,117.5,viagens_neg_cios_mensal_despesa,22745
2021-09,124.9,viagens_neg_cios_mensal_despesa,22745
2021-10,142.6,viagens_neg_cios_mensal_despesa,22745
2021-11,165.9,viagens_neg_cios_mensal_despesa,22745
2021-12,211.8,viagens_neg_cios_mensal_despesa,22745
2022-01,189.3,viagens_neg_cios_mensal_despesa,22745
2022-02,225.3,viagens_neg_cios_mensal_despesa,22745
2022-03,313.2,viagens_neg_cios_mensal_despesa,22745
2022-04,315.7,viagens_neg_cios_mensal_despesa,22745
2022-05,317.8,viagens_neg_cios_mensal_despesa,22745
2022-06,342.7,viagens_neg_cios_mensal_despesa,22745
2022-07,308.8,viagens_neg_cios_mensal_despesa,22745
2022-08,318.3,viagens_neg_cios_mensal_despesa,22745
2022-09,275.5,viagens_neg_cios_mensal_despesa,22745
2022-10,324.7,viagens_neg_cios_mensal_despesa,22745
2022-11,332.0,viagens_neg_cios_mensal_despesa,22745
2022-12,320.3,viagens_neg_cios_mensal_despesa,22745
2023-01,397.1,viagens_neg_cios_mensal_despesa,22745
2023-02,283.7,viagens_neg_cios_mensal_despesa,22745
2023-03,356.1,viagens_neg_cios_mensal_despesa,22745
2023-04,407.5,viagens_neg_cios_mensal_despesa,22745
2023-05,406.2,viagens_neg_cios_mensal_despesa,22745
2023-06,476.6,viagens_neg_cios_mensal_despesa,22745
2023-07,474.4,viagens_neg_cios_mensal_despesa,22745
2023-08,429.4,viagens_neg_cios_mensal_despesa,22745
2023-09,429.7,viagens_neg_cios_mensal_despesa,22745
2023-10,454.4,viagens_neg_cios_mensal_despesa,22745
2023-11,413.2,viagens_neg_cios_mensal_despesa,22745
2023-12,391.5,viagens_neg_cios_mensal_despesa,22745
2024-01,466.8,viagens_neg_cios_mensal_despesa,22745
2024-02,382.9,viagens_neg_cios_mensal_despesa,22745
2024-03,380.7,viagens_neg_cios_mensal_despesa,22745
2024-04,433.8,viagens_neg_cios_mensal_despesa,22745
2024-05,461.4,viagens_neg_cios_mensal_despesa,22745
2024-06,450.5,viagens_neg_cios_mensal_despesa,22745
2024-07,517.2,viagens_neg_cios_mensal_despesa,22745
2024-08,493.0,viagens_neg_cios_mensal_despesa,22745
2024-09,508.5,viagens_neg_cios_mensal_despesa,22745
2024-10,496.6,viagens_neg_cios_mensal_despesa,22745
2024-11,451.9,viagens_neg_cios_mensal_despesa,22745
2024-12,477.0,viagens_neg_cios_mensal_despesa,22745
2025-01,501.7,viagens_neg_cios_mensal_despesa,22745
2025-02,443.5,viagens_neg_cios_mensal_despesa,22745
2025-03,432.8,viagens_neg_cios_mensal_despesa,22745
2025-04,473.1,viagens_neg_cios_mensal_despesa,22745
2025-05,495.5,viagens_neg_cios_mensal_despesa,22745
2025-06,515.4,viagens_neg_cios_mensal_despesa,22745
2025-07,658.4,viagens_neg_cios_mensal_despesa,22745
2025-08,497.9,viagens_neg_cios_mensal_despesa,22745
2025-09,535.3,viagens_neg_cios_mensal_despesa,22745
2025-10,539.6,viagens_neg_cios_mensal_despesa,22745
2025-11,494.7,viagens_neg_cios_mensal_despesa,22745
2025-12,522.2,viagens_neg_cios_mensal_despesa,22745
2026-01,614.3,viagens_neg_cios_mensal_despesa,22745
2026-02,512.3,viagens_neg_cios_mensal_despesa,22745
2026-03,553.6,viagens_neg_cios_mensal_despesa,22745
2026-04,637.3,viagens_neg_cios_mensal_despesa,22745
2026-05,573.1,viagens_neg_cios_mensal_despesa,22745
2026-06,616.5,viagens_neg_cios_mensal_despesa,22745
2026-07,682.7,viagens_neg_cios_mensal_despesa,22745
2015-01,152.3,viagens_neg_cios_mensal_receita,22744
2015-02,139.0,viagens_neg_cios_mensal_receita,22744
2015-03,145.8,viagens_neg_cios_mensal_receita,22744
2015-04,118.3,viagens_neg_cios_mensal_receita,22744
2015-05,110.8,viagens_neg_cios_mensal_receita,22744
2015-06,118.1,viagens_neg_cios_mensal_receita,22744
2015-07,123.7,viagens_neg_cios_mensal_receita,22744
2015-08,116.4,viagens_neg_cios_mensal_receita,22744
2015-09,129.2,viagens_neg_cios_mensal_receita,22744
2015-10,120.8,viagens_neg_cios_mensal_receita,22744
2015-11,123.7,viagens_neg_cios_mensal_receita,22744
2015-12,157.8,viagens_neg_cios_mensal_receita,22744
2016-01,161.9,viagens_neg_cios_mensal_receita,22744
2016-02,149.7,viagens_neg_cios_mensal_receita,22744
2016-03,148.3,viagens_neg_cios_mensal_receita,22744
2016-04,117.6,viagens_neg_cios_mensal_receita,22744
2016-05,107.7,viagens_neg_cios_mensal_receita,22744
2016-06,100.9,viagens_neg_cios_mensal_receita,22744
2016-07,118.8,viagens_neg_cios_mensal_receita,22744
2016-08,156.0,viagens_neg_cios_mensal_receita,22744
2016-09,113.2,viagens_neg_cios_mensal_receita,22744
2016-10,111.5,viagens_neg_cios_mensal_receita,22744
2016-11,121.4,viagens_neg_cios_mensal_receita,22744
2016-12,114.9,viagens_neg_cios_mensal_receita,22744
2017-01,169.9,viagens_neg_cios_mensal_receita,22744
2017-02,137.1,viagens_neg_cios_mensal_receita,22744
2017-03,168.9,viagens_neg_cios_mensal_receita,22744
2017-04,109.1,viagens_neg_cios_mensal_receita,22744
2017-05,108.4,viagens_neg_cios_mensal_receita,22744
2017-06,97.5,viagens_neg_cios_mensal_receita,22744
2017-07,116.0,viagens_neg_cios_mensal_receita,22744
2017-08,117.5,viagens_neg_cios_mensal_receita,22744
2017-09,108.5,viagens_neg_cios_mensal_receita,22744
2017-10,123.1,viagens_neg_cios_mensal_receita,22744
2017-11,125.3,viagens_neg_cios_mensal_receita,22744
2017-12,130.6,viagens_neg_cios_mensal_receita,22744
2018-01,207.8,viagens_neg_cios_mensal_receita,22744
2018-02,160.3,viagens_neg_cios_mensal_receita,22744
2018-03,144.5,viagens_neg_cios_mensal_receita,22744
2018-04,131.5,viagens_neg_cios_mensal_receita,22744
