city,region,dump_date,listings,entire_home,share_entire_home,active_listings,reviewed_ltm_listings,share_reviewed_ltm,short_min_nights_share,short_entire_home,licensed_share,reviews_ltm_sum,reviews_l30d_sum,reviews_ltm_per_reviewed,est_nights_ltm,exposed_nights_short_entire,est_revenue_l365d,superhost_share,superhost_share_reviewed,multi_listing_share,professional_share_5plus,hosts,top10_host_share,top100_host_share,price_non_null_share,median_price_entire,mean_price_entire,median_price_entire_active,median_price_private,median_price_entire_1br,median_price_entire_2br,median_availability_365,mean_availability_90,instant_book_share,median_rating,price_basis,quote_stay_nights,quote_lead_days,median_quote_total_entire,host_tenure_years_median,new_hosts_share,scope_vs_peer,partial_scope
nashville,NA,2025-03-15,9585,8662,0.9037,9016,7835,0.8174,0.8661,7637,0.0999,175568,11199,22.4082,981020.5,843261.0,130950143.0,0.5963,0.6613,0.699,0.5175,3857,0.1336,0.3889,0.6852,158.0,191.65931718802554,159.0,70.0,114.0,145.0,269.0,53.3888,0.4977,4.91,listed_nightly,,,,7.6523,0.0353,0.9883,False
nashville,NA,2025-06-19,9698,8766,0.9039,9251,7973,0.8221,0.8707,7763,0.1114,176272,14790,22.1086,989009.0,859189.0,165972767.0,0.6175,0.6801,0.7028,0.5278,3841,0.139,0.3939,0.7067,163.0,193.3531165095096,163.0,75.0,124.0,155.0,295.0,55.9604,0.5216,4.91,listed_nightly,,,,7.7892,0.0385,1.0,False
nashville,NA,2025-09-23,9443,8514,0.9016,8992,7697,0.8151,0.8669,7510,0.1094,171906,12564,22.3342,966364.5,837245.5,153994074.0,0.6312,0.7026,0.6992,0.5227,3787,0.127,0.3819,0.7025,164.0,210.68086167429675,164.5,70.0,116.0,148.0,300.0,56.1594,0.5329,4.91,listed_nightly,,,,8.0219,0.0375,0.9737,False
nashville,NA,2025-12-27,6594,6052,0.9178,6515,5792,0.8784,0.8634,5360,0.1115,142302,8027,24.5687,777278.5,675078.5,,0.6706,0.7131,0.6375,0.4486,3090,0.1213,0.3626,0.0,,,,,,,312.0,66.5602,,4.91,none,,,,5.8333,0.0945,0.6438,True
nashville,NA,2026-01-22,6647,6099,0.9176,6593,5861,0.8818,0.8739,5479,0.1131,145169,9180,24.7686,791868.5,694958.5,,0.675,0.7147,0.6439,0.4537,3086,0.121,0.363,0.0,,,,,,,308.0,63.6272,,4.92,none,,,,5.8333,0.0955,0.649,True
nashville,NA,2026-02-25,6629,6124,0.9238,6368,5844,0.8816,0.8498,5350,0.1178,145213,7995,24.8482,789125.0,663970.0,,0.6768,0.7177,0.644,0.4601,3051,0.1217,0.3699,0.0,,,,,,,295.0,55.191,,4.92,none,,,,5.8333,0.091,0.6472,True
nashville,NA,2026-03-28,6030,5723,0.9491,6008,5567,0.9232,0.9987,5715,0.1373,143738,11141,25.8197,732452.5,705317.5,,0.7204,0.7417,0.6494,0.4733,2715,0.1332,0.3949,0.0,,,,,,,300.0,55.509,,4.92,none,,,,6.0833,0.0907,0.5888,True
nashville,NA,2026-04-25,5997,5657,0.9433,5868,5558,0.9268,0.9857,5574,0.1419,141281,12288,25.4194,721005.0,680251.5,224988953.0,0.7328,0.7554,0.6727,0.5051,2536,0.1542,0.4294,0.9847,306.67,372.01398635302564,308.0,152.95,205.3,272.95,298.0,52.7429,,4.92,quote_per_night,2.0,2.0,491.0,6.0833,0.0819,0.5855,True
nashville,NA,2026-05-26,8101,7514,0.9275,8083,6946,0.8574,0.9989,7505,0.1399,167260,14834,24.08,858000.0,830104.0,283755543.0,0.6884,0.7223,0.7298,0.5861,2906,0.1589,0.4501,0.9857,317.0,406.9201594163736,317.0,206.0,211.12,284.75,307.0,57.5486,,4.91,quote_per_night,2.0,3.0,516.0,5.75,0.097,0.791,True
nashville,NA,2026-06-26,10242,9266,0.9047,9707,8025,0.7835,0.8696,8170,0.1199,176463,13536,21.9892,981261.5,866403.5,295289060.0,0.6283,0.6961,0.7194,0.552,3885,0.1336,0.3905,0.929,290.45,371.2723431844484,290.4,139.5,198.75,260.83500000000004,300.0,54.732,,4.91,quote_per_night,2.0,3.0,585.0,5.75,0.0919,1.0,False
nashville,NA,2026-07-21,10173,9241,0.9084,9614,8013,0.7877,0.8657,8114,0.119,177618,15135,22.1662,988425.0,869989.5,292431851.0,0.6021,0.6717,0.7197,0.5476,3871,0.1329,0.3913,0.9186,286.0,366.2290621558294,286.0,143.0,197.25,253.0,302.0,54.092,,4.91,quote_per_night,2.0,4.0,554.0,5.8333,0.0856,0.9933,False
nashville,NA,2026-08-27,10164,9221,0.9072,9598,7948,0.782,0.8667,8106,0.1128,180772,14070,22.7443,993192.5,881623.5,292219607.0,0.6088,0.6754,0.7211,0.5515,3853,0.1227,0.385,0.8995,289.29,378.4812349621803,289.29,155.5,200.0,258.75,305.0,54.539,,4.91,quote_per_night,2.0,3.0,598.0,5.5,0.0817,0.9924,False
new-orleans,NA,2025-06-09,7522,6474,0.8607,6621,5122,0.6809,0.59,3810,0.8211,90857,6212,17.7386,659069.0,405246.0,144184161.0,0.4444,0.5937,0.6472,0.4209,3573,0.0961,0.3196,0.8472,135.0,197.19191139692737,135.0,105.0,91.0,130.0,257.5,61.3591,0.4762,4.88,listed_nightly,,,,7.5838,0.0459,1.0,False
new-orleans,NA,2025-09-11,7444,6305,0.847,6612,4939,0.6635,0.5109,3126,0.8207,86472,4141,17.508,702332.0,338706.0,161757514.0,0.4461,0.5935,0.6513,0.4344,3477,0.1008,0.3293,0.8373,134.0,190.70059985234414,134.0,107.5,90.0,126.0,256.0,57.4175,0.4872,4.88,listed_nightly,,,,7.7413,0.0442,0.9896,False
new-orleans,NA,2025-12-12,7278,6130,0.8423,6439,4825,0.663,0.5213,3103,0.8167,84060,5812,17.4218,649954.0,344839.5,,0.4507,0.5934,0.6455,0.4232,3453,0.0988,0.3195,0.0,,,,,,,257.0,56.2006,0.4827,4.88,none,,,,8.1807,0.0387,0.9676,False
new-orleans,NA,2026-01-16,6160,5343,0.8674,6079,4462,0.7244,0.6244,3270,0.8394,80068,5714,17.9444,564790.5,360283.5,,0.4998,0.6032,0.6477,0.4196,2929,0.0963,0.3232,0.0,,,,,,,272.0,61.1187,,4.88,none,,,,5.8333,0.0758,0.8275,False
new-orleans,NA,2026-02-17,6493,5458,0.8406,6310,4646,0.7155,0.6276,3298,0.8303,82822,5612,17.8265,579161.0,361575.5,,0.5004,0.604,0.659,0.4342,3025,0.0952,0.319,0.0,,,,,,,270.0,57.6455,,4.88,none,,,,5.8333,0.0664,0.8722,False
new-orleans,NA,2026-03-19,6218,5184,0.8337,6032,4540,0.7301,0.6443,3202,0.8413,82921,8247,18.2645,565614.0,364647.0,208288366.0,0.5045,0.6068,0.656,0.4371,2897,0.0983,0.3271,0.9661,221.26,291.14999944178624,221.25,181.45,159.6,221.0,271.0,58.4463,,4.88,quote_per_night,2.0,4.0,855.88,5.9167,0.0626,0.8353,False
new-orleans,NA,2026-04-18,3769,3126,0.8294,3747,3487,0.9252,0.9997,3125,0.9931,76667,7716,21.9865,415947.5,363204.5,193464600.0,0.6249,0.645,0.7111,0.5468,1465,0.1624,0.4861,0.996,300.0,371.4999647928046,300.0,216.2,192.75,284.75,275.0,59.1908,,4.88,quote_per_night,2.0,2.0,513.8,5.5,0.0647,0.5161,True
new-orleans,NA,2026-05-23,6314,5197,0.8231,6152,4533,0.7179,0.6709,3335,0.8564,85980,6873,18.9676,559986.0,389479.5,185894463.0,0.5006,0.6178,0.6741,0.4856,2750,0.1223,0.3817,0.9658,204.46,268.6971576531632,204.46,182.075,143.5,202.95,272.0,67.3983,,4.88,quote_per_night,2.0,2.0,731.0,5.9167,0.0573,0.8646,False
new-orleans,NA,2026-06-16,7189,5730,0.7971,6468,4536,0.631,0.596,3163,0.8201,85350,6388,18.8161,567979.5,376681.0,185351264.0,0.4615,0.6237,0.6646,0.4547,3248,0.1166,0.3479,0.893,193.61,262.50913802816876,193.55,177.37,141.0,191.67,269.0,63.9569,,4.89,quote_per_night,2.0,2.0,871.0,6.3333,0.0744,0.9844,False
new-orleans,NA,2026-07-15,7205,5843,0.811,6490,4552,0.6318,0.5953,3260,0.821,85899,5727,18.8706,569411.5,376456.5,183891572.0,0.4787,0.6308,0.6687,0.4618,3221,0.1181,0.3517,0.8688,196.0,266.2481837057544,196.0,172.1,146.0,193.78,268.0,63.6619,,4.89,quote_per_night,2.0,1.0,799.0,6.4167,0.0654,0.9866,False
new-orleans,NA,2026-08-15,7303,5808,0.7953,6500,4634,0.6345,0.5929,3189,0.8061,88655,5652,19.1314,580555.5,371179.5,187426477.0,0.4675,0.62,0.6779,0.4656,3216,0.1164,0.3494,0.8661,195.95,267.0844041317363,195.95,163.0,133.925,193.0,267.0,60.5054,,4.885,quote_per_night,2.0,1.0,786.95,6.1667,0.0791,1.0,False
new-york-city,NA,2025-10-01,36111,19167,0.5308,23475,10880,0.3013,0.1442,1572,0.1489,143852,10854,13.2217,1502493.0,234174.5,385884814.0,0.2014,0.4971,0.5042,0.3129,21382,0.1014,0.2017,0.5906,210.0,283.25833152491424,210.5,86.0,185.0,235.0,150.0,35.3725,0.2081,4.86,listed_nightly,,,,9.3251,0.0186,0.9908,False
new-york-city,NA,2025-12-04,36261,19452,0.5364,23363,10809,0.2981,0.1447,1579,0.1387,140931,9710,13.0383,1488505.0,239373.0,,0.1892,0.4774,0.5048,0.3128,21465,0.1,0.1987,0.0,,,,,,,160.0,41.6464,0.2114,4.86,none,,,,9.3114,0.0222,0.995,False
new-york-city,NA,2026-01-15,36282,19284,0.5315,23337,10792,0.2974,0.1461,1530,0.1355,139169,10057,12.8956,1449862.0,219067.5,,0.194,0.501,0.5054,0.3142,21455,0.1008,0.1994,0.0,,,,,,,166.0,42.6403,,4.86,none,,,,7.5833,0.0384,0.9955,False
new-york-city,NA,2026-02-13,36445,19416,0.5327,23456,10742,0.2947,0.1483,1517,0.137,141503,6511,13.1729,1444981.0,212120.5,,0.1946,0.5029,0.5075,0.3174,21462,0.1014,0.2012,0.0,,,,,,,162.0,41.1476,,4.86,none,,,,7.5833,0.0385,1.0,False
new-york-city,NA,2026-03-16,35979,19348,0.5378,22737,10696,0.2973,0.1525,1615,0.1397,140824,7448,13.166,1427236.0,217551.0,341344445.0,0.198,0.5037,0.5027,0.3099,21412,0.0895,0.1916,0.5958,198.38,272.66479380089305,198.37,97.0,174.43,221.27,150.0,37.6503,,4.86,quote_per_night,30.0,4.0,5094.0,7.5833,0.038,0.9872,False
new-york-city,NA,2026-04-14,35036,18884,0.539,22069,10587,0.3022,0.1581,1616,0.1445,140754,8927,13.295,1402861.0,216480.0,349693530.0,0.1961,0.502,0.4976,0.3036,21048,0.0885,0.1861,0.5906,205.41,281.71067321152657,205.41,100.93,190.9,224.57,144.0,35.046,,4.86,quote_per_night,30.0,7.0,5293.94,7.6667,0.0348,0.9613,False
new-york-city,NA,2026-05-14,28994,16052,0.5536,21499,10323,0.356,0.1909,1627,0.1785,135696,8798,13.145,1356095.0,220891.0,381229346.0,0.2324,0.5079,0.5544,0.3465,15977,0.1034,0.2163,0.6922,218.0,305.78983830027397,218.0,104.99,195.285,237.3,196.0,38.0236,,4.86,quote_per_night,30.0,17.0,5382.0,7.3333,0.0391,0.7956,True
new-york-city,NA,2026-06-08,4506,1510,0.3351,4500,3648,0.8096,0.9991,1508,0.9973,108746,8635,29.8098,524429.5,211115.0,270029633.0,0.4585,0.5447,0.6019,0.3784,2337,0.1238,0.3402,0.9949,427.0,546.0454634358285,427.0,257.0,376.59,509.625,248.0,54.0082,,4.83,quote_per_night,1.0,6.0,741.0,3.8333,0.1092,0.1236,True
new-york-city,NA,2026-06-14,30259,16808,0.5555,22921,10476,0.3462,0.1831,1685,0.1747,133715,10572,12.7639,1368719.5,225617.0,389298622.0,0.2372,0.5036,0.5613,0.3532,16474,0.0999,0.2197,0.711,222.735,309.003076365528,222.73,102.93,199.31,243.37,207.0,39.9148,,4.86,quote_per_night,30.0,18.0,5527.07,7.3333,0.0469,0.8303,False
new-york-city,NA,2026-07-12,30096,16790,0.5579,22742,10474,0.348,0.1828,1693,0.1742,133791,10310,12.7736,1363128.5,226097.0,365398404.0,0.2168,0.4851,0.5619,0.3541,16378,0.0986,0.2187,0.6669,217.57,302.46596116324434,217.57,106.11,196.85,242.735,211.0,41.4438,,4.86,quote_per_night,30.0,16.0,5383.365,7.4167,0.0482,0.8258,False
new-york-city,NA,2026-08-10,30234,16693,0.5521,22467,10720,0.3546,0.1923,1614,0.1726,144693,12399,13.4975,1384870.0,219476.5,352626258.0,0.2151,0.4771,0.5674,0.3615,16295,0.0968,0.2158,0.6725,210.2,290.9372615384603,210.185,112.44,192.45,234.0,222.0,41.689,,4.86,quote_per_night,30.0,10.0,5341.13,7.4167,0.0443,0.8296,False
paris,EMEA,2023-12-12,74329,64669,0.87,47000,40086,0.5393,0.7716,48101,0.7357,510086,32976,12.7248,3412100.0,2615620.0,,0.1572,0.2636,0.3231,0.2055,54999,0.0372,0.1096,0.9029,131.0,203.90553485443996,150.0,85.0,1600.0,1600.0,45.0,27.2422,0.2325,4.81,listed_nightly,,,,7.8398,0.0801,0.7752,True
paris,EMEA,2024-03-16,84397,74608,0.884,60222,42330,0.5016,0.7994,57941,0.7654,513726,33140,12.1362,3453810.0,2659826.0,,0.1587,0.2772,0.3198,0.2023,62689,0.0348,0.1017,0.7218,160.0,265.4527804061431,159.0,103.0,130.0,250.0,78.0,25.2177,0.2244,4.83,listed_nightly,,,,8.0,0.0853,0.8802,False
paris,EMEA,2024-06-10,95885,85733,0.8941,73393,47045,0.4906,0.8242,69251,0.793,531706,54158,11.3021,3563634.0,2760910.5,,0.1542,0.272,0.3084,0.1976,71979,0.0339,0.098,0.7778,170.0,267.3433781076941,167.0,110.0,135.0,256.0,88.0,38.8181,0.2304,4.83,listed_nightly,,,,8.1095,0.0946,1.0,False
paris,EMEA,2024-09-06,95461,85268,0.8932,63568,50552,0.5296,0.8221,68697,0.7963,535233,37426,10.5878,3601136.5,2792447.0,,0.1636,0.2754,0.3169,0.2056,70852,0.036,0.1027,0.6728,160.0,238.74690696709982,158.5,109.0,130.0,249.0,84.0,30.6914,0.2475,4.83,listed_nightly,,,,8.293,0.0863,0.9956,False
paris,EMEA,2024-12-06,91031,81068,0.8906,60545,48157,0.529,0.8132,64494,0.7936,538049,38446,11.1728,3630976.0,2820051.0,,0.1754,0.2998,0.3203,0.2073,67331,0.035,0.1035,0.6601,150.0,227.30868583694163,150.0,104.0,124.0,232.0,88.0,35.0483,0.2586,4.83,listed_nightly,,,,8.5394,0.0691,0.9494,False
paris,EMEA,2025-03-03,86064,76460,0.8884,53391,45767,0.5318,0.8032,59909,0.7906,537867,35821,11.7523,3643585.0,2807776.5,765768390.0,0.2013,0.3408,0.3287,0.2117,63103,0.0367,0.1075,0.6467,150.0,226.1036296916737,150.0,96.0,120.0,230.0,51.0,27.0159,0.2649,4.84,listed_nightly,,,,8.8077,0.0561,0.9016,False
paris,EMEA,2025-06-06,84055,74532,0.8867,56712,45776,0.5446,0.7985,58020,0.7904,558402,58004,12.1986,3792157.5,2905032.5,980990048.0,0.2091,0.3462,0.3384,0.2201,60884,0.0383,0.1106,0.642,165.0,249.56246404208105,162.0,100.0,131.0,250.0,80.0,31.0916,0.2685,4.84,listed_nightly,,,,9.0294,0.0392,0.9234,False
paris,EMEA,2025-09-12,81853,72297,0.8833,51536,42978,0.5251,0.794,55856,0.7892,563724,36796,13.1166,3808686.0,2863777.5,,0.2134,0.3711,0.3348,0.2172,59587,0.0362,0.1078,0.0,,,,,,,74.0,27.7751,0.2734,4.84,none,,,,9.2813,0.0307,0.9511,False
paris,EMEA,2025-12-13,82045,72338,0.8817,52638,42311,0.5157,0.7936,55794,0.7877,560682,36989,13.2514,3745139.0,2792349.0,,0.2124,0.3657,0.3414,0.2181,59429,0.0327,0.1005,0.0,,,,,,,86.0,33.4064,0.3176,4.84,none,,,,8.293,0.0203,0.9761,False
paris,EMEA,2026-01-17,50705,45433,0.896,48480,34531,0.681,0.847,37780,0.8889,501485,35325,14.5227,3243125.5,2417954.0,,0.2873,0.3834,0.4065,0.269,33887,0.0448,0.1278,0.0,,,,,,,225.0,47.7143,,4.84,none,,,,3.6667,0.0792,0.618,True
paris,EMEA,2026-02-18,50954,45460,0.8922,48364,34545,0.678,0.845,37755,0.8862,501761,30831,14.5249,3233402.0,2402851.5,,0.2926,0.3902,0.4105,0.272,33858,0.0469,0.13,0.0,,,,,,,219.5,44.2312,,4.84,none,,,,3.8333,0.0711,0.621,True
paris,EMEA,2026-03-21,38075,33653,0.8839,36610,27802,0.7302,0.9998,33647,0.8877,446262,28967,16.0514,2495923.5,2158880.5,939696359.0,0.2989,0.3846,0.3851,0.2569,26159,0.0375,0.123,0.9441,236.5,324.82841755739673,236.365,143.0,188.5,349.05,214.0,42.8219,,4.84,quote_per_night,2.0,16.0,543.0,3.6667,0.0732,0.4641,True
paris,EMEA,2026-04-19,39191,34863,0.8896,38012,28912,0.7377,0.9997,34854,0.8929,460012,42487,15.9108,2576883.5,2233256.0,919467359.0,0.299,0.3811,0.3775,0.2579,27061,0.0373,0.1233,0.9478,231.5,317.0715530033722,231.60500000000002,137.0,186.67,341.54,208.0,42.4191,,4.84,quote_per_night,2.0,8.0,537.0,3.75,0.0719,0.4777,True
paris,EMEA,2026-05-23,39793,35370,0.8888,38861,29087,0.731,0.9997,35362,0.8937,460215,38984,15.822,2574990.0,2230889.0,1024496974.0,0.2924,0.3741,0.3831,0.2605,27289,0.0374,0.1244,0.9444,245.67,342.8544375921301,245.67,148.5,203.365,359.67,213.0,45.1231,,4.84,quote_per_night,2.0,15.0,571.0,3.8333,0.0711,0.485,True
paris,EMEA,2026-06-16,77679,69265,0.8917,53120,41306,0.5318,0.8023,54280,0.8166,555497,54462,13.4483,3628310.0,2690717.0,1148603858.0,0.2237,0.3733,0.3568,0.2335,55059,0.0361,0.1151,0.6231,213.17,300.2049520905116,213.17,137.0,179.75,331.0,89.0,32.7824,,4.85,quote_per_night,3.0,19.0,685.0,5.8333,0.0505,0.9468,False
paris,EMEA,2026-07-15,78071,69666,0.8923,53950,41019,0.5254,0.8024,54604,0.8065,553739,53173,13.4996,3616790.0,2679376.5,1024276139.0,0.2254,0.3794,0.3576,0.2337,55298,0.0354,0.1155,0.6243,199.0,278.6892097488908,199.0,128.0,171.0,305.5,89.0,33.7029,,4.85,quote_per_night,3.0,8.0,627.0,5.75,0.0515,0.9945,False
paris,EMEA,2026-08-15,78504,69607,0.8867,52771,40988,0.5221,0.804,54589,0.7996,557710,37648,13.6067,3627919.0,2652914.5,961016017.0,0.2241,0.3778,0.3627,0.2363,55294,0.0345,0.1149,0.6044,195.0,273.20315541890807,195.0,124.0,166.67,300.0,89.0,31.0089,,4.85,quote_per_night,2.0,8.0,609.3,5.4167,0.0556,1.0,False
rome,EMEA,2022-12-13,24383,16542,0.6784,21356,17051,0.6993,0.985,16324,0.1663,345215,18863,20.246,1877983.0,1460882.0,,0.2899,0.379,0.6411,0.3173,12630,0.0343,0.1061,1.0,100.0,146.7209238965911,104.0,70.0,89.0,120.0,226.0,47.1282,0.5723,4.79,listed_nightly,,,,6.8419,0.06,0.9287,False
rome,EMEA,2023-03-15,24924,17092,0.6858,22024,17539,0.7037,0.9858,16873,0.1787,367897,24042,20.9759,1967292.5,1537712.0,,0.2944,0.3832,0.6386,0.3182,12935,0.0339,0.1072,1.0,120.0,163.38080815179248,120.0,79.0,100.0,138.0,187.0,25.8654,0.5686,4.8,listed_nightly,,,,7.0226,0.0644,0.8897,False
rome,EMEA,2023-06-10,26256,18299,0.6969,23468,19246,0.733,0.9865,18079,0.1603,403311,44496,20.9556,2156344.5,1697312.5,,0.3099,0.3842,0.633,0.3122,13787,0.0317,0.1037,1.0,149.0,203.46899945325313,151.0,99.0,125.0,167.0,191.0,31.7594,0.559,4.8,listed_nightly,,,,7.1814,0.0737,0.8944,False
rome,EMEA,2023-09-07,28014,19618,0.7003,24868,20398,0.7281,0.987,19407,0.1863,436740,31401,21.4109,2330240.0,1846207.0,,0.3136,0.4026,0.6264,0.3098,14836,0.0308,0.1003,1.0,150.0,198.62485621048302,152.0,100.0,126.0,170.0,211.0,35.928,0.5395,4.8,listed_nightly,,,,7.2717,0.0801,0.924,False
rome,EMEA,2023-12-15,29357,20743,0.7066,23877,21270,0.7245,0.9877,20526,0.2314,465833,21723,21.9009,2478884.5,1984266.5,,0.3254,0.4193,0.6219,0.3072,15645,0.0304,0.1003,0.9327,116.0,159.58241758241758,117.0,80.0,999.0,999.0,196.0,47.7805,0.5387,4.81,listed_nightly,,,,7.3703,0.0881,0.9105,False
rome,EMEA,2024-03-22,30318,21715,0.7162,27209,21850,0.7207,0.9889,21501,0.2776,464273,27346,21.2482,2477780.5,1994690.5,,0.3296,0.4245,0.6157,0.3065,16263,0.0307,0.1014,0.8801,136.0,181.42753477121548,137.0,93.0,115.0,160.0,194.0,34.8108,0.5484,4.82,listed_nightly,,,,7.499,0.0984,0.8901,False
rome,EMEA,2024-06-15,32243,23422,0.7264,29490,23844,0.7395,0.9892,23205,0.2861,489528,53089,20.5304,2635484.5,2138574.5,,0.3365,0.4236,0.6054,0.3031,17539,0.0309,0.1008,0.8901,155.0,206.13535707695146,156.0,110.0,130.0,180.0,196.0,43.0517,0.5515,4.83,listed_nightly,,,,7.5044,0.1035,0.9148,False
rome,EMEA,2024-09-11,34061,24912,0.7314,31101,24784,0.7276,0.9888,24672,0.3287,503707,32888,20.3239,2725681.5,2221256.5,,0.3545,0.458,0.5994,0.309,18588,0.0303,0.1015,0.8895,151.0,198.1833989080511,151.0,109.0,130.0,173.5,222.0,43.9857,0.5612,4.83,listed_nightly,,,,7.5455,0.104,0.9664,False
rome,EMEA,2024-12-12,35247,26011,0.738,32254,24950,0.7079,0.9854,25691,0.6802,517231,23182,20.7307,2794810.5,2287650.0,,0.3526,0.4671,0.5908,0.3007,19480,0.0294,0.0993,0.8975,113.0,151.97663750256766,112.0,80.0,97.0,128.0,247.0,57.5817,0.5722,4.84,listed_nightly,,,,7.4853,0.1118,0.9708,False
rome,EMEA,2025-03-05,34542,25911,0.7501,29891,25149,0.7281,0.8822,23617,0.9006,506857,28051,20.1542,2883491.0,2220395.0,383309612.0,0.3659,0.4711,0.5897,0.2995,19113,0.028,0.1009,0.8971,120.0,158.14982327747552,119.0,90.0,102.0,135.0,195.0,38.9778,0.5951,4.85,listed_nightly,,,,7.4825,0.1171,0.9174,False
rome,EMEA,2025-06-12,36309,27345,0.7531,34080,27357,0.7534,0.8927,25169,0.9123,521748,53896,19.0718,2967929.5,2330606.0,486950351.0,0.3647,0.4556,0.59,0.3042,20028,0.0283,0.1006,0.8976,142.0,190.47272081738924,142.0,107.0,120.0,160.0,235.0,49.7138,0.6002,4.86,listed_nightly,,,,7.4853,0.1145,0.9643,False
rome,EMEA,2025-09-14,37652,28294,0.7515,35153,27668,0.7348,0.8992,26179,0.9186,532210,36372,19.2356,3010335.5,2395073.5,481736712.0,0.387,0.4947,0.5972,0.3107,20523,0.0276,0.0999,0.8914,141.0,185.10089529298693,141.0,105.0,120.0,157.0,249.0,46.5622,0.607,4.86,listed_nightly,,,,7.54,0.1022,1.0,False
rome,EMEA,2025-12-16,37162,27888,0.7504,32777,27290,0.7344,0.9107,26003,0.8741,551464,22916,20.2075,3026289.5,2477750.5,,0.398,0.5078,0.5823,0.293,20815,0.0276,0.098,0.0,,,,,,,263.0,57.2316,0.4646,4.86,none,,,,4.75,0.1252,0.987,False
rome,EMEA,2026-01-18,37328,27974,0.7494,32942,27244,0.7299,0.9105,26050,0.8756,553210,27909,20.3058,3023049.0,2468795.5,,0.4093,0.5242,0.5805,0.2944,20933,0.0279,0.0978,0.0,,,,,,,255.0,53.7534,,4.86,none,,,,4.75,0.12,0.9914,False
rome,EMEA,2026-02-18,32824,25276,0.77,30940,25210,0.768,0.9421,24093,0.9046,525874,21872,20.8597,2856422.5,2354373.5,,0.4327,0.5305,0.5677,0.2793,18840,0.0288,0.1011,0.0,,,,,,,246.0,47.0142,,4.86,none,,,,4.5,0.1181,0.8718,False
rome,EMEA,2026-03-24,30063,23561,0.7837,28413,24082,0.8011,0.9998,23556,0.9469,511118,31746,21.2241,2734616.0,2309221.0,593453300.0,0.4555,0.5366,0.5936,0.302,16569,0.0295,0.108,0.9832,190.0,239.5419687486512,190.0,116.0,160.0,217.0,235.0,40.8339,,4.86,quote_per_night,2.0,8.0,343.0,4.3333,0.1091,0.7984,True
rome,EMEA,2026-04-20,29644,23861,0.8049,28681,24225,0.8172,0.9958,23745,0.9752,513556,43361,21.1994,2755514.0,2334072.5,638430323.0,0.4647,0.5392,0.5786,0.2968,16668,0.0309,0.1103,0.9818,203.0,249.17983118623894,202.56,129.0,172.575,227.9,231.0,41.5044,,4.86,quote_per_night,2.0,11.0,365.18,4.4167,0.0977,0.7909,True
rome,EMEA,2026-05-25,36663,27647,0.7541,32804,27445,0.7486,0.9264,26082,0.8874,559153,55419,20.3736,3050570.5,2505049.0,672173874.0,0.4155,0.5207,0.6055,0.32,19678,0.0294,0.1042,0.9214,197.0,248.50056689671285,197.0,131.22,169.5,223.33,226.0,45.4308,,4.86,quote_per_night,2.0,9.0,376.0,4.8333,0.0801,0.9781,False
rome,EMEA,2026-06-20,37084,27797,0.7496,33235,27523,0.7422,0.9229,26120,0.881,563587,55211,20.4769,3078277.5,2524120.5,610060556.0,0.4118,0.5177,0.6091,0.3237,19781,0.0286,0.104,0.9256,181.0,228.851705578073,181.0,115.0,153.0,205.5,234.0,48.934,,4.86,quote_per_night,2.0,8.0,349.0,4.8333,0.0803,0.9894,False
rome,EMEA,2026-07-18,37151,27880,0.7505,33149,27498,0.7402,0.9235,26212,0.8663,567275,46172,20.6297,3100474.5,2542186.0,551784611.0,0.4107,0.5194,0.6119,0.3259,19737,0.0289,0.104,0.919,166.0,210.6403212929237,165.99,103.0,140.015,189.5,240.0,46.9539,,4.86,quote_per_night,2.0,6.0,325.925,4.9167,0.0761,0.9911,False
rome,EMEA,2026-08-25,37483,27928,0.7451,33309,27546,0.7349,0.9252,26297,0.8594,570095,33510,20.6961,3114124.5,2547199.5,597742020.0,0.4073,0.5179,0.6148,0.3287,19820,0.0288,0.1033,0.8804,177.0,222.86166632810597,177.0,110.0,150.64,198.0,259.0,46.9428,,4.86,quote_per_night,2.0,5.0,345.0,4.9167,0.0801,1.0,False
san-diego,NA,2025-03-16,12991,10979,0.8451,12062,9396,0.7233,0.7241,8037,0.7832,186653,12390,19.8652,1192225.5,882774.0,246080446.0,0.5045,0.6251,0.6717,0.4295,5920,0.0795,0.268,0.9009,200.0,290.02266020193986,200.0,78.5,127.0,204.5,219.0,52.6113,0.3712,4.89,listed_nightly,,,,8.4216,0.0309,0.987,False
san-diego,NA,2025-06-21,12959,10904,0.8414,12196,9446,0.7289,0.7071,7810,0.7855,181629,15579,19.2281,1197707.5,864120.0,321753779.0,0.5059,0.6214,0.669,0.4291,5926,0.0834,0.27,0.8954,235.0,340.1091528139395,235.0,83.0,143.0,243.0,239.0,46.2038,0.3791,4.9,listed_nightly,,,,8.627,0.0262,0.9844,False
san-diego,NA,2025-09-25,13162,11073,0.8413,12223,9541,0.7249,0.6988,7808,0.7835,185752,13206,19.4688,1218110.5,885262.5,259273363.0,0.5135,0.6259,0.6724,0.4268,5990,0.086,0.2729,0.8647,192.0,271.86738285246577,192.0,79.0,125.0,198.0,249.0,54.0303,0.385,4.895,listed_nightly,,,,8.6899,0.0334,0.9998,False
