country,region,market,snapshot_date,horizon,listing_nights,listings,blocked_nights,blocked_rate,median_min_nights
spain,pv,euskadi,2026-06-30,h061_090,187530,6251,77261,0.41199,2.0
spain,pv,euskadi,2026-06-30,h091_180,562590,6251,199741,0.35504,2.0
spain,pv,euskadi,2026-06-30,h181_372,1156107,6251,599993,0.51898,2.0
spain,catalonia,girona,2026-06-30,h000_030,632012,21263,413740,0.65464,3.0
spain,catalonia,girona,2026-06-30,h031_060,637890,21263,434398,0.68099,3.0
spain,catalonia,girona,2026-06-30,h061_090,637890,21263,230377,0.36115,3.0
spain,catalonia,girona,2026-06-30,h091_180,1913670,21263,737950,0.38562,2.0
spain,catalonia,girona,2026-06-30,h181_372,3939534,21263,2125676,0.53958,2.0
spain,comunidad-de-madrid,madrid,2026-06-20,h000_030,639677,22835,391977,0.61277,2.0
spain,comunidad-de-madrid,madrid,2026-06-20,h031_060,685050,22835,282718,0.4127,3.0
spain,comunidad-de-madrid,madrid,2026-06-20,h061_090,685050,22835,302395,0.44142,3.0
spain,comunidad-de-madrid,madrid,2026-06-20,h091_180,2055150,22835,881158,0.42876,3.0
spain,comunidad-de-madrid,madrid,2026-06-20,h181_372,4253921,22835,2072617,0.48723,3.0
spain,andalucía,malaga,2026-06-30,h000_030,286366,9573,206136,0.71983,2.0
spain,andalucía,malaga,2026-06-30,h031_060,287190,9573,173430,0.60389,3.0
spain,andalucía,malaga,2026-06-30,h061_090,287190,9573,123286,0.42928,3.0
spain,andalucía,malaga,2026-06-30,h091_180,861570,9573,277462,0.32204,3.0
spain,andalucía,malaga,2026-06-30,h181_372,1771799,9573,780536,0.44053,3.0
spain,islas-baleares,mallorca,2026-06-23,h000_030,454128,14901,320142,0.70496,3.0
spain,islas-baleares,mallorca,2026-06-23,h031_060,447030,14901,328019,0.73377,4.0
spain,islas-baleares,mallorca,2026-06-23,h061_090,447030,14901,249799,0.5588,4.0
spain,islas-baleares,mallorca,2026-06-23,h091_180,1341090,14901,562616,0.41952,4.0
spain,islas-baleares,mallorca,2026-06-23,h181_372,2748720,14901,1281793,0.46632,4.0
spain,islas-baleares,menorca,2026-06-30,h000_030,110344,3620,83820,0.75962,4.0
spain,islas-baleares,menorca,2026-06-30,h031_060,108600,3620,82384,0.7586,4.0
spain,islas-baleares,menorca,2026-06-30,h061_090,108600,3620,51824,0.4772,4.0
spain,islas-baleares,menorca,2026-06-30,h091_180,325800,3620,154348,0.47375,4.0
spain,islas-baleares,menorca,2026-06-30,h181_372,667957,3620,399487,0.59807,3.0
spain,andalucía,sevilla,2026-06-30,h000_030,251689,8246,111994,0.44497,2.0
spain,andalucía,sevilla,2026-06-30,h031_060,247380,8246,81814,0.33072,2.0
spain,andalucía,sevilla,2026-06-30,h061_090,247380,8246,93736,0.37892,2.0
spain,andalucía,sevilla,2026-06-30,h091_180,742140,8246,272339,0.36696,2.0
spain,andalucía,sevilla,2026-06-30,h181_372,1521203,8246,909509,0.59789,2.0
spain,vc,valencia,2026-06-26,h000_030,231219,7865,165066,0.71389,3.0
spain,vc,valencia,2026-06-26,h031_060,235950,7865,138011,0.58492,3.0
spain,vc,valencia,2026-06-26,h061_090,235950,7865,95316,0.40397,3.0
spain,vc,valencia,2026-06-26,h091_180,707850,7865,269301,0.38045,3.0
spain,vc,valencia,2026-06-26,h181_372,1459756,7865,759549,0.52033,3.0
sweden,stockholms-län,stockholm,2026-06-30,h000_030,144309,4806,102393,0.70954,3.0
sweden,stockholms-län,stockholm,2026-06-30,h031_060,144180,4806,105026,0.72844,3.0
sweden,stockholms-län,stockholm,2026-06-30,h061_090,144180,4806,92599,0.64225,3.0
sweden,stockholms-län,stockholm,2026-06-30,h091_180,432540,4806,253097,0.58514,3.0
sweden,stockholms-län,stockholm,2026-06-30,h181_372,888981,4806,541094,0.60867,3.0
switzerland,geneva,geneva,2026-06-29,h000_030,77920,2604,51687,0.66333,2.0
switzerland,geneva,geneva,2026-06-29,h031_060,78120,2604,41224,0.5277,2.0
switzerland,geneva,geneva,2026-06-29,h061_090,78120,2604,40592,0.51961,2.0
switzerland,geneva,geneva,2026-06-29,h091_180,234360,2604,129307,0.55175,2.0
switzerland,geneva,geneva,2026-06-29,h181_372,481940,2604,292076,0.60604,2.0
switzerland,vd,vaud,2026-07-12,h000_030,167462,5402,111904,0.66824,2.0
switzerland,vd,vaud,2026-07-12,h031_060,162060,5402,90449,0.55812,2.0
switzerland,vd,vaud,2026-07-12,h061_090,162060,5402,79335,0.48954,2.0
switzerland,vd,vaud,2026-07-12,h091_180,486180,5402,244971,0.50387,2.0
switzerland,vd,vaud,2026-07-12,h181_372,993968,5402,559085,0.56248,2.0
switzerland,zürich,zurich,2026-06-30,h000_030,99938,3308,63607,0.63646,2.0
switzerland,zürich,zurich,2026-06-30,h031_060,99240,3308,57814,0.58257,3.0
switzerland,zürich,zurich,2026-06-30,h061_090,99240,3308,55064,0.55486,3.0
switzerland,zürich,zurich,2026-06-30,h091_180,297720,3308,170790,0.57366,3.0
switzerland,zürich,zurich,2026-06-30,h181_372,611282,3308,385829,0.63118,3.0
taiwan,northern-taiwan,taipei,2026-06-30,h000_030,194266,6419,100944,0.51962,3.0
taiwan,northern-taiwan,taipei,2026-06-30,h031_060,192570,6419,55839,0.28997,3.0
taiwan,northern-taiwan,taipei,2026-06-30,h061_090,192570,6419,39855,0.20696,3.0
taiwan,northern-taiwan,taipei,2026-06-30,h091_180,577710,6419,200971,0.34788,3.0
taiwan,northern-taiwan,taipei,2026-06-30,h181_372,1185789,6419,660298,0.55684,3.0
thailand,central-thailand,bangkok,2026-06-29,h000_030,909789,31069,281192,0.30907,2.0
thailand,central-thailand,bangkok,2026-06-29,h031_060,932070,31069,168884,0.18119,2.0
thailand,central-thailand,bangkok,2026-06-29,h061_090,932070,31069,113496,0.12177,2.0
thailand,central-thailand,bangkok,2026-06-29,h091_180,2796210,31069,505112,0.18064,2.0
thailand,central-thailand,bangkok,2026-06-29,h181_372,5770016,31069,1668554,0.28918,2.0
the-netherlands,north-holland,amsterdam,2026-06-15,h000_030,285937,10465,222075,0.77666,3.0
the-netherlands,north-holland,amsterdam,2026-06-15,h031_060,313950,10465,232071,0.7392,3.0
the-netherlands,north-holland,amsterdam,2026-06-15,h061_090,313950,10465,230892,0.73544,3.0
the-netherlands,north-holland,amsterdam,2026-06-15,h091_180,941850,10465,683836,0.72606,3.0
the-netherlands,north-holland,amsterdam,2026-06-15,h181_372,1960138,10465,1448383,0.73892,3.0
the-netherlands,south-holland,rotterdam,2026-06-28,h000_030,40238,1377,27747,0.68957,2.0
the-netherlands,south-holland,rotterdam,2026-06-28,h031_060,41310,1377,24539,0.59402,2.0
the-netherlands,south-holland,rotterdam,2026-06-28,h061_090,41310,1377,23813,0.57645,2.0
the-netherlands,south-holland,rotterdam,2026-06-28,h091_180,123930,1377,72598,0.5858,2.0
the-netherlands,south-holland,rotterdam,2026-06-28,h181_372,255817,1377,165142,0.64555,2.0
the-netherlands,south-holland,the-hague,2026-06-28,h000_030,44018,1497,32689,0.74263,3.0
the-netherlands,south-holland,the-hague,2026-06-28,h031_060,44910,1497,28979,0.64527,3.0
the-netherlands,south-holland,the-hague,2026-06-28,h061_090,44910,1497,27799,0.61899,3.0
the-netherlands,south-holland,the-hague,2026-06-28,h091_180,134730,1497,76403,0.56708,3.0
the-netherlands,south-holland,the-hague,2026-06-28,h181_372,277837,1497,156251,0.56238,3.0
turkey,marmara,istanbul,2026-06-30,h000_030,778130,26631,192426,0.24729,3.0
turkey,marmara,istanbul,2026-06-30,h031_060,798930,26631,118795,0.14869,3.0
turkey,marmara,istanbul,2026-06-30,h061_090,798930,26631,99561,0.12462,3.0
turkey,marmara,istanbul,2026-06-30,h091_180,2396790,26631,349908,0.14599,3.0
turkey,marmara,istanbul,2026-06-30,h181_372,4947508,26631,1271049,0.25691,3.0
united-kingdom,england,bristol,2026-06-29,h000_030,92036,3023,57189,0.62138,2.0
united-kingdom,england,bristol,2026-06-29,h031_060,90690,3023,44052,0.48574,2.0
united-kingdom,england,bristol,2026-06-29,h061_090,90690,3023,41578,0.45846,2.0
united-kingdom,england,bristol,2026-06-29,h091_180,272070,3023,129443,0.47577,2.0
united-kingdom,england,bristol,2026-06-29,h181_372,557909,3023,300133,0.53796,2.0
united-kingdom,scotland,edinburgh,2026-06-23,h000_030,185637,6258,134729,0.72577,2.0
united-kingdom,scotland,edinburgh,2026-06-23,h031_060,187740,6258,123014,0.65524,2.0
united-kingdom,scotland,edinburgh,2026-06-23,h061_090,187740,6258,115339,0.61435,2.0
united-kingdom,scotland,edinburgh,2026-06-23,h091_180,563220,6258,300148,0.53291,2.0
united-kingdom,scotland,edinburgh,2026-06-23,h181_372,1158904,6258,721358,0.62245,2.0
united-kingdom,england,greater-manchester,2026-06-28,h000_030,210606,6947,79543,0.37769,2.0
united-kingdom,england,greater-manchester,2026-06-28,h031_060,208410,6947,51382,0.24654,2.0
united-kingdom,england,greater-manchester,2026-06-28,h061_090,208410,6947,42288,0.20291,2.0
united-kingdom,england,greater-manchester,2026-06-28,h091_180,625230,6947,149905,0.23976,2.0
united-kingdom,england,greater-manchester,2026-06-28,h181_372,1282999,6947,453229,0.35326,2.0
united-kingdom,england,london,2026-06-19,h000_030,2261652,92799,1618555,0.71565,2.0
united-kingdom,england,london,2026-06-19,h031_060,2783970,92799,1611769,0.57895,2.0
united-kingdom,england,london,2026-06-19,h061_090,2783970,92799,1442655,0.5182,2.0
united-kingdom,england,london,2026-06-19,h091_180,8351910,92799,4413928,0.52849,2.0
united-kingdom,england,london,2026-06-19,h181_372,17637193,92799,10556110,0.59851,2.0
united-states,ny,albany,2026-07-15,h000_030,15004,484,8314,0.55412,2.0
united-states,ny,albany,2026-07-15,h031_060,14520,484,4574,0.31501,2.0
united-states,ny,albany,2026-07-15,h061_090,14520,484,4351,0.29966,2.0
united-states,ny,albany,2026-07-15,h091_180,43560,484,11457,0.26302,2.0
united-states,ny,albany,2026-07-15,h181_372,89056,484,32803,0.36834,2.0
united-states,nc,asheville,2026-06-25,h000_030,86612,2868,50738,0.58581,2.0
united-states,nc,asheville,2026-06-25,h031_060,86040,2868,35291,0.41017,2.0
united-states,nc,asheville,2026-06-25,h061_090,86040,2868,28517,0.33144,2.0
united-states,nc,asheville,2026-06-25,h091_180,258120,2868,79341,0.30738,2.0
united-states,nc,asheville,2026-06-25,h181_372,530008,2868,212633,0.40119,2.0
united-states,tx,austin,2026-06-22,h000_030,333278,11320,156514,0.46962,2.0
united-states,tx,austin,2026-06-22,h031_060,339600,11320,111237,0.32755,2.0
united-states,tx,austin,2026-06-22,h061_090,339600,11320,93054,0.27401,2.0
united-states,tx,austin,2026-06-22,h091_180,1018800,11320,333747,0.32759,2.0
united-states,tx,austin,2026-06-22,h181_372,2098160,11320,868800,0.41408,2.0
united-states,ma,boston,2026-06-15,h000_030,115409,4414,69420,0.60151,2.0
united-states,ma,boston,2026-06-15,h031_060,132420,4414,61446,0.46402,3.0
united-states,ma,boston,2026-06-15,h061_090,132420,4414,43782,0.33063,3.0
united-states,ma,boston,2026-06-15,h091_180,397260,4414,129079,0.32492,4.0
united-states,ma,boston,2026-06-15,h181_372,822135,4414,341341,0.41519,4.0
united-states,mt,bozeman,2026-07-16,h000_030,18226,592,13971,0.76654,2.0
united-states,mt,bozeman,2026-07-16,h031_060,17760,592,10079,0.56751,3.0
united-states,mt,bozeman,2026-07-16,h061_090,17760,592,7043,0.39657,3.0
united-states,mt,bozeman,2026-07-16,h091_180,53280,592,15805,0.29664,3.0
united-states,mt,bozeman,2026-07-16,h181_372,109054,592,40590,0.3722,3.0
united-states,fl,broward-county,2026-06-29,h000_030,520565,17713,222068,0.42659,2.0
united-states,fl,broward-county,2026-06-29,h031_060,531390,17713,138827,0.26125,2.0
united-states,fl,broward-county,2026-06-29,h061_090,531390,17713,98147,0.1847,2.0
united-states,fl,broward-county,2026-06-29,h091_180,1594170,17713,370723,0.23255,3.0
united-states,fl,broward-county,2026-06-29,h181_372,3287708,17713,1218233,0.37054,3.0
united-states,ma,cambridge,2026-06-29,h000_030,43508,1457,30100,0.69183,3.0
united-states,ma,cambridge,2026-06-29,h031_060,43710,1457,21064,0.4819,3.0
united-states,ma,cambridge,2026-06-29,h061_090,43710,1457,19887,0.45498,4.0
united-states,ma,cambridge,2026-06-29,h091_180,131130,1457,56594,0.43159,5.0
united-states,ma,cambridge,2026-06-29,h181_372,269747,1457,146594,0.54345,5.0
united-states,il,chicago,2026-06-24,h000_030,257357,8704,167506,0.65087,2.0
united-states,il,chicago,2026-06-24,h031_060,261120,8704,128444,0.4919,3.0
united-states,il,chicago,2026-06-24,h061_090,261120,8704,92668,0.35489,3.0
united-states,il,chicago,2026-06-24,h091_180,783360,8704,224016,0.28597,3.0
united-states,il,chicago,2026-06-24,h181_372,1613586,8704,664456,0.41179,3.0
united-states,nv,clark-county-nv,2026-06-27,h000_030,579983,20296,246993,0.42586,2.0
united-states,nv,clark-county-nv,2026-06-27,h031_060,608880,20296,165324,0.27152,2.0
united-states,nv,clark-county-nv,2026-06-27,h061_090,608880,20296,162703,0.26722,2.0
united-states,nv,clark-county-nv,2026-06-27,h091_180,1826640,20296,629471,0.34461,2.0
united-states,nv,clark-county-nv,2026-06-27,h181_372,3783658,20296,1806927,0.47756,2.0
united-states,oh,columbus,2026-06-29,h000_030,91024,2959,52624,0.57813,2.0
united-states,oh,columbus,2026-06-29,h031_060,88770,2959,33685,0.37946,2.0
united-states,oh,columbus,2026-06-29,h061_090,88770,2959,31450,0.35429,3.0
united-states,oh,columbus,2026-06-29,h091_180,266310,2959,77563,0.29125,3.0
united-states,oh,columbus,2026-06-29,h181_372,545161,2959,218866,0.40147,3.0
united-states,tx,dallas,2026-07-20,h000_030,199142,6522,80132,0.40239,2.0
united-states,tx,dallas,2026-07-20,h031_060,195660,6522,46255,0.2364,2.0
united-states,tx,dallas,2026-07-20,h061_090,195660,6522,43880,0.22427,2.0
united-states,tx,dallas,2026-07-20,h091_180,586980,6522,129754,0.22105,2.0
united-states,tx,dallas,2026-07-20,h181_372,1203093,6522,367027,0.30507,2.0
united-states,co,denver,2026-06-30,h000_030,152131,4949,105485,0.69338,7.0
united-states,co,denver,2026-06-30,h031_060,148470,4949,72892,0.49095,20.0
united-states,co,denver,2026-06-30,h061_090,148470,4949,56872,0.38305,21.0
united-states,co,denver,2026-06-30,h091_180,445410,4949,155600,0.34934,28.0
united-states,co,denver,2026-06-30,h181_372,911904,4949,393867,0.43192,21.0
united-states,tx,fort-worth,2026-06-21,h000_030,71704,2419,33774,0.47102,2.0
united-states,tx,fort-worth,2026-06-21,h031_060,72570,2419,22318,0.30754,2.0
united-states,tx,fort-worth,2026-06-21,h061_090,72570,2419,16675,0.22978,2.0
united-states,tx,fort-worth,2026-06-21,h091_180,217710,2419,55880,0.25667,2.0
united-states,tx,fort-worth,2026-06-21,h181_372,447947,2419,169600,0.37862,2.0
united-states,hi,hawaii,2026-06-21,h000_030,1087825,38231,629462,0.57864,2.0
united-states,hi,hawaii,2026-06-21,h031_060,1146930,38231,514099,0.44824,2.0
united-states,hi,hawaii,2026-06-21,h061_090,1146930,38231,393084,0.34273,3.0
united-states,hi,hawaii,2026-06-21,h091_180,3440790,38231,1161396,0.33754,3.0
united-states,hi,hawaii,2026-06-21,h181_372,7123218,38231,2469128,0.34663,3.0
united-states,nj,jersey-city,2026-06-27,h000_030,67098,2320,34864,0.5196,3.0
united-states,nj,jersey-city,2026-06-27,h031_060,69600,2320,23666,0.34003,3.0
united-states,nj,jersey-city,2026-06-27,h061_090,69600,2320,19215,0.27608,4.0
united-states,nj,jersey-city,2026-06-27,h091_180,208800,2320,55504,0.26582,4.0
united-states,nj,jersey-city,2026-06-27,h181_372,431702,2320,166877,0.38656,4.0
united-states,ca,los-angeles,2026-06-15,h000_030,1275044,43932,682460,0.53524,7.0
united-states,ca,los-angeles,2026-06-15,h031_060,1317960,43932,534483,0.40554,14.0
united-states,ca,los-angeles,2026-06-15,h061_090,1317960,43932,398486,0.30235,14.0
united-states,ca,los-angeles,2026-06-15,h091_180,3953880,43932,1196371,0.30258,14.0
united-states,ca,los-angeles,2026-06-15,h181_372,8170354,43932,3388769,0.41476,14.0
united-states,tn,nashville,2026-06-26,h000_030,303090,10255,158542,0.52309,2.0
united-states,tn,nashville,2026-06-26,h031_060,307650,10255,107349,0.34893,2.0
united-states,tn,nashville,2026-06-26,h061_090,307650,10255,91083,0.29606,2.0
united-states,tn,nashville,2026-06-26,h091_180,922950,10255,230583,0.24983,2.0
united-states,tn,nashville,2026-06-26,h181_372,1901735,10255,577177,0.3035,2.0
united-states,la,new-orleans,2026-06-16,h000_030,214709,7254,79738,0.37138,3.0
united-states,la,new-orleans,2026-06-16,h031_060,217620,7254,58583,0.2692,3.0
united-states,la,new-orleans,2026-06-16,h061_090,217620,7254,45749,0.21022,3.0
united-states,la,new-orleans,2026-06-16,h091_180,652860,7254,199390,0.30541,3.0
united-states,la,new-orleans,2026-06-16,h181_372,1344377,7254,592305,0.44058,3.0
united-states,ny,new-york-city,2026-08-10,h000_030,904112,30234,542421,0.59995,30.0
united-states,ny,new-york-city,2026-08-10,h031_060,907020,30234,487926,0.53794,30.0
united-states,ny,new-york-city,2026-08-10,h061_090,907020,30234,430071,0.47416,30.0
united-states,ny,new-york-city,2026-08-10,h091_180,2721060,30234,1157474,0.42538,30.0
united-states,ny,new-york-city,2026-08-10,h181_372,5595046,30234,2670765,0.47734,30.0
united-states,nj,newark,2026-06-30,h000_030,60387,2019,20961,0.34711,2.0
united-states,nj,newark,2026-06-30,h031_060,60570,2019,13726,0.22661,2.0
united-states,nj,newark,2026-06-30,h061_090,60570,2019,10801,0.17832,2.0
united-states,nj,newark,2026-06-30,h091_180,181710,2019,39640,0.21815,2.0
united-states,nj,newark,2026-06-30,h181_372,373698,2019,124547,0.33328,2.0
united-states,ca,oakland,2026-06-27,h000_030,63272,2154,41387,0.65411,3.0
united-states,ca,oakland,2026-06-27,h031_060,64620,2154,31690,0.49041,3.0
united-states,ca,oakland,2026-06-27,h061_090,64620,2154,23461,0.36306,3.0
united-states,ca,oakland,2026-06-27,h091_180,193860,2154,74164,0.38256,3.0
united-states,ca,oakland,2026-06-27,h181_372,399838,2154,203957,0.5101,3.0
united-states,ca,pacific-grove,2026-06-14,h000_030,7754,270,5489,0.70789,4.0
united-states,ca,pacific-grove,2026-06-14,h031_060,8100,270,5218,0.6442,5.0
united-states,ca,pacific-grove,2026-06-14,h061_090,8100,270,4083,0.50407,5.0
united-states,ca,pacific-grove,2026-06-14,h091_180,24300,270,8360,0.34403,4.0
united-states,ca,pacific-grove,2026-06-14,h181_372,49904,270,19090,0.38253,5.0
united-states,or,portland,2026-06-15,h000_030,126247,4210,90055,0.71332,2.0
united-states,or,portland,2026-06-15,h031_060,126300,4210,71345,0.56489,3.0
united-states,or,portland,2026-06-15,h061_090,126300,4210,50677,0.40124,3.0
united-states,or,portland,2026-06-15,h091_180,378900,4210,125512,0.33125,3.0
united-states,or,portland,2026-06-15,h181_372,778903,4210,342121,0.43923,3.0
united-states,ri,rhode-island,2026-06-30,h000_030,181220,6040,130499,0.72011,3.0
united-states,ri,rhode-island,2026-06-30,h031_060,181200,6040,113021,0.62374,3.0
united-states,ri,rhode-island,2026-06-30,h061_090,181200,6040,90548,0.49971,2.0
united-states,ri,rhode-island,2026-06-30,h091_180,543600,6040,260283,0.47881,2.0
united-states,ri,rhode-island,2026-06-30,h181_372,1117380,6040,601532,0.53834,2.0
united-states,ny,rochester,2026-07-21,h000_030,31678,1025,19546,0.61702,2.0
united-states,ny,rochester,2026-07-21,h031_060,30750,1025,11582,0.37665,2.0
united-states,ny,rochester,2026-07-21,h061_090,30750,1025,8863,0.28823,2.0
united-states,ny,rochester,2026-07-21,h091_180,92250,1025,24526,0.26586,2.0
united-states,ny,rochester,2026-07-21,h181_372,188697,1025,77734,0.41195,2.0
united-states,or,salem-or,2026-06-28,h000_030,10623,349,7071,0.66563,2.0
united-states,or,salem-or,2026-06-28,h031_060,10470,349,5088,0.48596,2.0
united-states,or,salem-or,2026-06-28,h061_090,10470,349,4448,0.42483,2.0
united-states,or,salem-or,2026-06-28,h091_180,31410,349,11218,0.35715,2.0
united-states,or,salem-or,2026-06-28,h181_372,64412,349,30430,0.47243,2.0
united-states,ca,san-diego,2026-06-27,h000_030,383324,13273,266669,0.69568,3.0
united-states,ca,san-diego,2026-06-27,h031_060,398190,13273,189563,0.47606,3.0
united-states,ca,san-diego,2026-06-27,h061_090,398190,13273,134382,0.33748,3.0
united-states,ca,san-diego,2026-06-27,h091_180,1194570,13273,382350,0.32007,3.0
united-states,ca,san-diego,2026-06-27,h181_372,2470372,13273,1033382,0.41831,3.0
united-states,ca,san-francisco,2026-06-14,h000_030,217050,7422,157352,0.72496,3.0
united-states,ca,san-francisco,2026-06-14,h031_060,222660,7422,139792,0.62783,3.0
united-states,ca,san-francisco,2026-06-14,h061_090,222660,7422,105431,0.47351,3.0
united-states,ca,san-francisco,2026-06-14,h091_180,667980,7422,280606,0.42008,3.0
united-states,ca,san-francisco,2026-06-14,h181_372,1378680,7422,667013,0.48381,3.0
united-states,ca,san-mateo-county,2026-06-27,h000_030,97643,3354,71244,0.72964,2.0
united-states,ca,san-mateo-county,2026-06-27,h031_060,100620,3354,54615,0.54278,2.0
united-states,ca,san-mateo-county,2026-06-27,h061_090,100620,3354,36269,0.36046,3.0
united-states,ca,san-mateo-county,2026-06-27,h091_180,301860,3354,95662,0.31691,3.0
united-states,ca,san-mateo-county,2026-06-27,h181_372,623467,3354,256781,0.41186,2.0
united-states,ca,santa-clara-county,2026-06-28,h000_030,203761,6895,153979,0.75568,3.0
united-states,ca,santa-clara-county,2026-06-28,h031_060,206850,6895,113570,0.54905,3.0
united-states,ca,santa-clara-county,2026-06-28,h061_090,206850,6895,73944,0.35748,3.0
united-states,ca,santa-clara-county,2026-06-28,h091_180,620550,6895,210803,0.3397,3.0
united-states,ca,santa-clara-county,2026-06-28,h181_372,1278664,6895,549640,0.42985,3.0
united-states,ca,santa-cruz-county,2026-06-30,h000_030,54660,1804,38252,0.69982,2.0
united-states,ca,santa-cruz-county,2026-06-30,h031_060,54120,1804,27683,0.51151,2.0
united-states,ca,santa-cruz-county,2026-06-30,h061_090,54120,1804,20434,0.37757,2.0
united-states,ca,santa-cruz-county,2026-06-30,h091_180,162360,1804,53258,0.32802,2.0
united-states,ca,santa-cruz-county,2026-06-30,h181_372,333140,1804,141506,0.42476,2.0
united-states,wa,seattle,2026-06-15,h000_030,219630,7814,124028,0.56471,2.0
united-states,wa,seattle,2026-06-15,h031_060,234420,7814,120470,0.51391,2.0
united-states,wa,seattle,2026-06-15,h061_090,234420,7814,91146,0.38881,3.0
united-states,wa,seattle,2026-06-15,h091_180,703260,7814,252301,0.35876,3.0
united-states,wa,seattle,2026-06-15,h181_372,1450305,7814,724279,0.4994,3.0
united-states,mn,twin-cities-msa,2026-06-27,h000_030,155990,5353,102257,0.65554,2.0
united-states,mn,twin-cities-msa,2026-06-27,h031_060,160590,5353,76431,0.47594,2.0
united-states,mn,twin-cities-msa,2026-06-27,h061_090,160590,5353,56267,0.35038,2.0
united-states,mn,twin-cities-msa,2026-06-27,h091_180,481770,5353,129842,0.26951,2.0
united-states,mn,twin-cities-msa,2026-06-27,h181_372,994907,5353,372152,0.37406,2.0
united-states,dc,washington-dc,2026-06-24,h000_030,209366,6996,125468,0.59928,2.0
united-states,dc,washington-dc,2026-06-24,h031_060,209880,6996,82774,0.39439,2.0
united-states,dc,washington-dc,2026-06-24,h061_090,209880,6996,56845,0.27085,2.0
united-states,dc,washington-dc,2026-06-24,h091_180,629640,6996,174437,0.27704,3.0
united-states,dc,washington-dc,2026-06-24,h181_372,1294648,6996,516994,0.39933,3.0
