ym,market,flight,source,party_size_final,visitors_final,acc_plan_to_stay_in_hotel_final,acc_hotel_only_final,acc_plan_to_stay_in_condo_final,acc_condo_only_final,acc_plan_to_stay_in_timeshare_final,acc_timeshare_only_final,acc_cruise_ship_final,acc_friends_relatives_final,acc_bed_breakfast_final,acc_other_final,acc_rental_house_final,acc_hostel_final,acc_camp_site_beach_final,acc_private_room_in_private_home_final,acc_shared_room_space_in_private_home_final
2015-08,all,international,annual-2015-highlights.xls,2.827285675929817,251200.00000000108,195718.21820938817,178148.3134013523,37953.51566878548,26018.497649753434,17562.349383258526,13460.953999175217,1770.892931176436,8028.540500012474,2112.3782165734565,11456.741320598652,60964.17306910064,14890.506231625046,7384.107672694643,,
2015-09,all,international,annual-2015-highlights.xls,2.4270888542495586,222863.999999989,181022.35268558972,169140.2540967075,31189.600416657173,23157.88384613937,10727.829915303426,8177.919001198023,2046.0684100278074,5025.210613920851,1225.6932763255834,12849.093690475554,65875.38144130803,15935.025740130084,7554.395199614464,,
2015-10,all,international,annual-2015-highlights.xls,2.460540514219833,222249.00000000154,181997.67815824438,170907.5343106721,26666.111850615736,20405.77201496222,10829.894322728534,8120.293904340373,1779.6830639890086,6196.2865802385795,1464.0828193064235,13938.369031816515,71777.74335706425,17059.2437218748,8200.541545086267,,
2015-11,all,international,annual-2015-highlights.xls,2.419171628821949,225154.00000000186,175130.15388501334,165176.09388256498,30078.701198172133,24802.30074758211,12941.759792578392,10370.03802186682,1995.742004099815,7356.908652730272,1264.2845916505785,15372.446203893434,77941.91032700837,18687.86831338917,8818.787328035125,,
2015-12,all,international,annual-2015-highlights.xls,2.4424843114780264,261785.00000001624,198563.23392819386,183058.9530660619,42051.88330559917,33687.336800216275,13108.796800974633,9661.944930175605,1861.105983422511,9568.924256374721,1661.4706230194467,18371.115639367654,87019.60162656347,20792.356357340737,10162.77348880059,,
2016-01,all,total,annual-2016-highlights.xls,2.0529980260545706,711867.8001073872,437412.53381907777,380021.5275566078,130858.00477977104,100236.54762912722,62504.70830175002,48407.049097836985,10042.516151440548,64021.063715167285,9640.114234798615,13048.143706184503,56100.55229085388,6167.116171855518,4517.39009970274,1264.0143461076007,322.75591584753516
2016-02,all,total,annual-2016-highlights.xls,2.083778790538174,685557.4553538172,422457.9114298699,370988.8913820757,120367.48343812204,94205.46937187937,52388.11575448241,40304.35115136447,5210.855528520878,67841.64348235712,9488.175156069916,12502.006313883463,58806.60104857579,5607.645037703005,5368.064056725686,2023.5031043932197,479.0517001082622
2016-03,all,total,annual-2016-highlights.xls,2.2586083275648394,775980.6660941477,466343.5799226703,413306.0892242696,147469.81152476594,120462.60037731564,67848.36105051394,52733.51165482863,3599.72279902555,72162.27742262834,8451.328408575431,14729.299004222685,62676.76913178816,5102.710355253689,4516.871006266747,2874.9069971039057,476.3130548455332
2016-04,all,total,annual-2016-highlights.xls,2.1158866793476214,677377.9411718283,426517.58328718477,372149.1562496857,116734.61363009879,92639.50338338428,63103.30840920882,49876.78270526424,14139.53835792471,54477.61547972917,7559.2870292785565,12029.213686923975,47752.19607814506,4349.41735995726,4182.546495171079,1953.5945132267884,645.8327257547818
2016-05,all,total,annual-2016-highlights.xls,2.0948949853883225,707393.9784167538,444837.1238848916,391351.8468284703,112557.96248588414,87917.98050004084,65499.80832664436,52117.71827202073,12471.49510076235,66460.79519581926,8131.4799106235505,11238.669413587988,50260.714707817424,4599.942370321366,4108.328763624062,2607.464455231655,177.32886492576444
2016-06,all,total,annual-2016-highlights.xls,2.3883455565191403,798094.8806218298,494119.22109944624,426404.633066355,137663.57907135735,105704.91398207277,77708.2191835817,59557.977612712566,11581.366337620528,69979.6880953349,6564.380250583601,10892.191556979136,66704.7710190027,5256.836017183998,4539.853203589501,5156.688916965145,1291.8312815275656
2016-07,all,total,annual-2016-highlights.xls,2.497979284566169,832485.6023595806,511231.1936150855,436997.85545263626,149111.71768149082,111379.97866184359,82005.3093196206,63034.00419580581,11084.639248416259,74041.58846665556,7271.654528195928,10840.544990858094,72818.07007333399,5880.867104152273,4447.766688786771,6143.624762950418,1994.8683263057017
2016-08,all,total,annual-2016-highlights.xls,2.413289097586395,775621.0080236193,491687.2100151372,428574.795888262,129643.83821540033,98479.74812206204,73760.99717487497,58531.62945110579,10853.011878101843,64155.19459637496,7221.977485402746,9181.324061959485,58789.55496783756,4889.154846639806,4144.083872676768,7763.607754319188,2368.0239295494207
2016-09,all,total,annual-2016-highlights.xls,2.0239780042707247,657703.3864221913,435084.37311458116,379795.6417048958,101565.09172501354,76003.03166468738,62683.71759436154,49747.29225743769,11477.055306951495,48049.415912711804,7328.258656099504,8145.685971883425,41131.99148432996,5457.088420689221,3537.993065377919,7784.241169008591,2381.3338468009806
2016-10,all,total,annual-2016-highlights.xls,2.0486989704665817,693242.1350052517,449650.0232238296,394926.45860207314,113468.55162492333,87845.51427215459,63964.8881557838,50480.22970444981,9951.528181676495,54325.45912282298,6643.178211899455,7705.8664179331945,46348.96293772352,4355.612707632045,3264.6511717451494,7837.336328006737,2377.3203593496414
2016-11,all,total,annual-2016-highlights.xls,2.1017300745631915,687203.9575340786,433436.7886189743,384046.92428399913,115178.03967873882,92656.29893877165,63511.89193113285,49994.87812357965,8574.966272183558,56681.30504465388,6518.331480388021,8131.909268143209,47915.066478032815,4275.406080714955,3801.0215481887376,7753.794522804964,2305.399622223949
2016-12,all,total,annual-2016-highlights.xls,2.2458068935991546,819273.6076393843,490169.72109896725,424781.31149643305,145543.43087502825,114044.68170826444,63523.5997742971,47030.39662660583,11880.97785799308,92688.76807480658,8531.962583956023,10327.351719364839,70178.26747277197,6323.703095441743,4210.258094055185,10302.106204479565,2508.4290984921704
2016-01,all,domestic,annual-2016-highlights.xls,1.8673320176657549,454619.8001069133,241956.688132879,202338.32093657635,89276.68905253251,70583.54140745537,48387.63383979209,37614.415304906244,8753.874891825382,54046.97417765704,6929.502741100016,10632.808431285972,44587.02544544521,4336.327507077793,3744.68114284793,0.0,0.0
2016-02,all,domestic,annual-2016-highlights.xls,1.9146109349338296,446494.4553555777,241588.4734265733,204164.6878791509,83921.04605215059,66341.17035451018,42344.093149921944,32463.66785524198,4068.8231048692146,59143.98035308109,6850.917909527637,8664.975716428868,47081.0028980958,3953.236402890957,4135.835528639876,0.0,0.0
2016-03,all,domestic,annual-2016-highlights.xls,2.1365459134613403,526555.6660954605,285223.18904775934,244595.3566859841,101985.25502391801,82493.60903164276,52841.079138177105,40836.57662109131,3302.665488243563,63746.69115443048,6319.1093309406915,10364.805360667982,53857.13133311096,3464.268974423131,3549.4284582954983,0.0,0.0
2016-04,all,domestic,annual-2016-highlights.xls,1.9970223081681115,459230.9411730246,255811.67574789884,216175.88293611692,85232.51510928795,68792.59744615766,52129.55768235095,41807.25832709739,12707.105259813039,47795.7796130596,5601.1615268175665,8440.428711563967,40132.82766647164,2797.716592897842,2844.964784865454,0.0,0.0
2016-05,all,domestic,annual-2016-highlights.xls,1.980958510839171,499704.9784168648,272758.44506592734,232267.44712676617,88593.21879818315,70774.49373171815,55474.218452929366,44136.330775870294,9928.394832057655,61082.05262627811,6257.313884848112,10375.760076382436,46347.670957063085,3436.410964276942,3529.294063514138,167.8415257423575,45.293683325709914
2016-06,all,domestic,annual-2016-highlights.xls,2.3440757176703926,573952.8806226946,308219.15000331716,255917.0314618489,111210.10551766168,86518.9120704701,68812.89807148297,52861.06882866576,9795.286102241856,64046.108108058,5330.181811999284,10088.524399241283,60455.97884822011,3268.0965169733095,3563.9942029513327,1823.1085155025758,741.3691334160465
2016-07,all,domestic,annual-2016-highlights.xls,2.4111726778792018,592691.6023583674,320201.52750161296,265117.0433090055,112311.01305984608,86602.7333845399,71333.62282490182,54510.95158535335,9860.751294489171,65112.80179406085,5722.548289807118,9571.303002696428,64958.13513032903,3838.771869529574,3719.718897009701,3716.1961761789617,1364.3939261683022
2016-08,all,domestic,annual-2016-highlights.xls,2.204905027339332,521453.00802319084,294740.82837637793,249645.88076578086,90607.22997055583,71272.62807986393,55404.62731357088,43335.610208950675,8798.322522289749,57450.723650709886,5558.408950381922,8217.813834505274,50809.62786784463,3912.472953679078,3783.395617393807,4942.197355378281,1687.7987438253278
2016-09,all,domestic,annual-2016-highlights.xls,1.8687254063333134,427874.38642282673,248677.80692802087,208846.81180575467,73401.50227416694,56181.731491257626,49781.170823618384,39406.653953018445,8673.60026580256,41418.482890224295,5408.0144810048705,7038.100893312563,36044.27689996104,3683.1744737765516,2876.743123999226,4848.96055137291,1664.8206416395133
2016-10,all,domestic,annual-2016-highlights.xls,1.893617831201155,461141.13500530954,254628.9810148149,214413.4639559476,86187.29672621349,68759.95071651346,53655.275853121384,42448.66003723835,8115.935684560911,48300.48890969861,5566.357297613099,7143.705861047188,42124.89576051648,3469.121401955617,2672.8286860394924,5357.351160379028,1840.8774548113252
2016-11,all,domestic,annual-2016-highlights.xls,1.978734256905351,445308.9575361569,244262.2482221806,206427.5444825047,81522.99311606676,65238.67489059077,49577.84776744686,38540.46795168031,7111.668921295379,50987.5003590476,5496.281913031156,6977.192678437717,41059.667413749754,3310.7926696086374,2966.659899672791,5246.851262734827,1801.9016411609005
2016-12,all,domestic,annual-2016-highlights.xls,2.1699222359668915,559751.607640351,290458.3808638827,242133.9734535523,103976.46775640617,82581.51461333064,50390.032081745136,38269.86528455287,9361.543625468072,84509.426035119,6656.857760866559,9450.344741230801,59251.61406881449,4520.543376581464,3691.5973773737264,7397.240420232396,2229.8050840136084
2016-01,all,international,annual-2016-highlights.xls,2.490639006108071,257248.00000002104,195455.8456856224,177683.20661955845,41581.31572721621,29653.006221661268,14117.074461956616,10792.633792939096,1288.6412596150508,9974.08953752225,2710.611493698219,2415.335274898428,11513.526845411105,1830.7886647774124,772.7089568547473,1264.0143461076007,322.75591584753516
2016-02,all,international,annual-2016-highlights.xls,2.495608269250426,239062.99999999913,180869.4380040197,166824.20350343443,36446.43738598362,27864.299017353515,10044.022604561003,7840.683296129189,1142.0324236517322,8697.663129268223,2637.257246542335,3837.030597454804,11725.598150480628,1654.4086348123064,1232.228528085925,2023.5031043932197,479.0517001082622
2016-03,all,international,annual-2016-highlights.xls,2.5683731977030764,249424.99999999354,181120.39087549315,168710.73253885328,45484.55650085463,37968.991345695766,15007.281912336106,11896.935033735095,297.05731078200336,8415.586268184032,2132.2190776348853,4364.493643553808,8819.637798676493,1638.4413808306404,967.4425479712501,2874.9069971039057,476.3130548455332
2016-04,all,international,annual-2016-highlights.xls,2.4189852574644353,218147.00000000183,170705.90753955976,155973.2733135556,31502.09852082409,23846.905937225398,10973.750726855236,8069.524378164481,1432.4330981115247,6681.835866665663,1958.12550246088,3588.7849753605947,7619.368411673085,1551.700767059523,1337.581710305642,1953.5945132267884,645.8327257547818
2016-05,all,international,annual-2016-highlights.xls,2.431357242002191,207688.99999999488,172078.67881974,159084.3997023935,23964.743687680333,17143.486768339008,10025.589873722429,7981.387496154194,2543.1002687050977,5378.742569536509,1874.1660257753672,862.9093372055349,3913.043750756143,1163.5314060442824,579.0347001099195,2439.6229294892964,132.03518160005453
2016-06,all,international,annual-2016-highlights.xls,2.509716276849494,224141.99999999968,185900.0710961788,170487.60160452398,26453.473553700172,19186.001911602845,8895.321112105627,6696.90878404717,1786.08023537849,5933.579987279987,1234.1984385842795,803.6671577378349,6248.792170781992,1988.7395002106653,975.8590006381814,3333.5804014625683,550.4621481115171
2016-07,all,international,annual-2016-highlights.xls,2.741972667820417,239794.00000000064,191029.6661137155,171880.81214368524,36800.704621612924,24777.24527729171,10671.686494709946,8523.052610451323,1223.8879539269929,8928.786672590368,1549.106238388919,1269.2419881618484,7859.934942999209,2042.0952346227318,728.0477917770767,2427.4285867715253,630.4744001373921
2016-08,all,international,annual-2016-highlights.xls,2.9937690553731198,254167.99999999758,196946.3816389138,178928.91512265333,39036.60824486614,27207.120042203973,18356.369861309624,15196.019242152108,2054.6893558122356,6704.470945657494,1663.5685350209515,963.5102274542152,7979.927099992642,976.6818929607994,360.6882552829732,2821.4103989410014,680.225185724107
2016-09,all,international,annual-2016-highlights.xls,2.394303939379655,229828.9999999981,186406.56618702377,170948.82989942853,28163.5894508195,19821.300173427047,12902.546770757053,10340.638304426084,2803.4550411493215,6630.933022483758,1920.2441750947291,1107.585078570851,5087.71458437035,1773.9139469126176,661.249941378678,2935.2806176357167,716.5132051614593
2016-10,all,international,annual-2016-highlights.xls,2.446831391135002,232100.99999999313,195021.04220956427,180512.994646607,27281.25489870977,19085.563555642195,10309.612302655012,8031.569667207859,1835.5924971157363,6024.970213120502,1076.820914286327,562.1605568859603,4224.067177207219,886.4913056763396,591.8224857056676,2479.985167627521,536.4429045383151
2016-11,all,international,annual-2016-highlights.xls,2.3733059153349876,241894.99999999328,189174.54039739256,177619.3798018911,33655.046562700656,27417.624048206366,13934.044163693816,11454.410171901824,1463.2973508882167,5693.80468560241,1022.0495673568357,1154.7165897054322,6855.399064286753,964.6134111063342,834.3616485159607,2506.943260070091,503.4979810630319
2016-12,all,international,annual-2016-highlights.xls,2.4290225238885137,259522.000000012,199711.34023484032,182647.338042656,41566.96311857916,31463.16709492228,13133.567692563027,8760.531342052878,2519.434232525534,8179.342039661839,1875.1048230895008,877.0069781342339,10926.653403959277,1803.159718860355,518.6607166814373,2904.86578424757,278.62401447854376
2017-01,all,total,annual-2017-highlights.xls,2.0719764396478766,741282.5421256142,446579.66165625514,381929.71181295876,138074.04990025834,106479.28075904463,59671.84317273065,45225.362836715336,9488.80099035858,71915.58961421247,11142.553394225562,10591.90426638392,66257.76461085692,6865.811685415536,5173.288444338984,10242.195529086928,3385.484517121285
2017-02,all,total,annual-2017-highlights.xls,2.090235114432274,694710.3218233333,425822.754945357,366804.09746810043,123243.08977025919,93783.96246144231,53337.55047350491,39547.46119604889,9695.747953541992,66018.23696976261,9240.194210232348,8164.4475484291515,62770.0659457881,5574.387436788372,5166.8212544220205,10853.29829661555,3244.5496830090583
2017-03,all,total,annual-2017-highlights.xls,2.199073630913688,797394.0409856692,490954.65789412067,429726.8252944146,143464.56326371644,113608.39039099257,65090.16808123816,49174.227931324145,10663.313616919257,73211.13984352142,8620.153255054742,9629.574129554812,63352.24657957361,4928.5501166779595,4855.277136754557,10396.156581890724,3043.154666651007
2017-04,all,total,annual-2017-highlights.xls,2.218025048648407,742474.3410604625,460928.5494155705,403422.69242518325,126256.10919298138,101202.64040900537,66879.93975896793,52922.98723255812,11940.481281026356,58133.35897893005,7797.417070331729,10807.731126171006,58537.00770419626,4665.569975364905,4465.455821330586,10482.321070436394,2630.2556242293317
2017-05,all,total,annual-2017-highlights.xls,2.10986789555097,740172.8096047277,457576.4028457249,398035.0716429103,117713.01808028022,91403.80410499615,69633.37425621384,54863.0455610746,14012.364779693835,69568.42192156857,7772.732802714079,9172.950434659848,57882.91321970908,6939.077452632906,5437.903279701284,9856.142501917659,2919.430954630659
2017-06,all,total,annual-2017-highlights.xls,2.3832931048700123,835364.7150726139,517899.44192770513,445351.3315507663,139060.7764783777,107026.2495989246,83310.00627386641,62381.61966136913,12847.905423175549,69461.92446463891,8064.472034422659,10569.770361744168,74750.75197022317,5415.930529111655,4354.492519679819,9992.45665613154,2991.7306502676233
2017-07,all,total,annual-2017-highlights.xls,2.476413868986968,892176.1572217322,546203.7174737199,465319.13683404354,154850.9225805192,115482.8270853473,88255.65033357065,66774.72050850451,11669.845288471866,81134.923757561,7936.875755590605,10539.5561955975,79163.09425483474,7548.401402497326,4623.198629440582,11563.022439059872,2761.5218827171616
2017-08,all,total,annual-2017-highlights.xls,2.4259920202887044,816541.4543052452,514694.58399126714,447335.62127803446,133370.90317823083,99731.23810889432,77263.18541668978,60297.390726883015,10884.20281805617,65835.05641884201,9323.540531512877,9894.32195858012,66709.22365517488,5728.410572662574,3660.6794457936717,11531.990778415588,2842.527715925276
2017-09,all,total,annual-2017-highlights.xls,2.0601103375642555,690762.9667050481,450225.62639307487,396662.0545920701,102119.65775302202,79108.070647457,70482.78622813514,56036.6860477726,12398.225208587535,50854.05971395012,7902.372481101342,8613.343416900005,44580.314072133835,4530.869262299645,3050.009836996693,9034.081221871567,2438.647136422682
2017-10,all,total,annual-2017-highlights.xls,2.0713458818349606,718961.3962541628,457891.77878877963,399640.50129778153,114068.54247098281,87954.86549935189,67009.95078822922,52103.91880048703,11505.281217941758,56838.888678927135,9598.246980073645,8777.067096439558,54687.596602772326,5689.002055430076,3645.637549926424,10293.208409903396,2645.823530742802
2017-11,all,total,annual-2017-highlights.xls,2.140733352204972,739671.8603905712,461313.4903508553,406948.129606598,123475.92320629314,98260.13063757433,69671.57877067848,55179.35102698847,9674.671670000182,59106.87992891042,7354.658082819333,8550.113665418845,57084.22336140694,5316.275268802751,3631.6888859731184,9031.07133096819,3436.1793096548763
2017-12,all,total,annual-2017-highlights.xls,2.297459929006209,868099.9839009907,513538.88620384404,442719.17356609664,151059.42411772287,117770.79302862637,70454.58457966348,53812.526466840776,11274.701454698738,93365.7091045255,9634.850438788117,11430.469638443496,82595.09572708297,6820.636667610637,4978.96791580603,13868.731214784231,3516.4686621418264
2017-01,all,domestic,annual-2017-highlights.xls,1.897057757900494,466674.5421245066,249886.02600759783,207507.659495682,89140.56851686708,69661.92762427263,46522.224185942694,35164.386393610635,7980.127955807325,56754.84190528443,7085.235060984472,8810.805960701315,48266.10166448624,4241.175359823193,3896.8122689469155,6732.030429378427,2447.416997931404
2017-02,all,domestic,annual-2017-highlights.xls,1.9378953414485107,447282.32182489394,242095.5569865323,199133.85132455712,82560.25427971105,63316.39451896184,41259.91978906468,30614.96374467061,7672.868333210839,57967.29093671382,6881.868842636749,7220.288821594882,49559.47210845298,3920.3322727038603,4424.223621324437,6564.529750677881,2213.9255255103526
2017-03,all,domestic,annual-2017-highlights.xls,2.0692392496103595,537414.0409860644,293107.90959101374,244669.5890728273,100805.25748110584,79201.46699092598,51935.84737781456,39061.95523167554,9035.978408219562,66173.53888559452,6625.316412768984,8440.050692164701,55354.40595293119,3877.0796514975145,4087.0738991983176,7272.321562939896,2284.066795952584
2017-04,all,domestic,annual-2017-highlights.xls,2.101671926635554,499238.3410590113,282261.48783289705,238686.97570614217,87762.29451761114,70232.1211358012,53644.736068182814,42317.55521086855,9519.774383176287,51012.08197733303,5899.475700924011,7446.283281935313,48865.559228662576,3525.5088649332747,3386.639457044044,5895.408889729617,1905.3785505694227
2017-05,all,domestic,annual-2017-highlights.xls,1.9857649753160551,521135.8096063213,286872.37420078047,239341.7207204466,88981.8422750678,69553.97764854328,55389.66176655391,43170.81608644141,11338.3264243967,63792.91162934799,6465.358063923175,8906.580993332449,51377.010299605005,4022.2471764661373,3747.580048049521,6724.114072273776,2407.21915657918
2017-06,all,domestic,annual-2017-highlights.xls,2.341122817778957,597545.7150734734,326807.3131353525,268766.5240479525,108879.81667069854,83508.35417330005,71847.78208834505,54227.97595545707,10474.68044723548,64091.74697373484,6075.018023770976,10165.966338362397,67026.86209485916,3507.986194247603,3580.1648183451307,6222.155880895491,2238.127229784077
2017-07,all,domestic,annual-2017-highlights.xls,2.4077179563638924,630313.157221123,347029.67770911864,286428.5772323772,112604.16826772044,85782.17746986318,72861.2478781805,55973.34004573755,9250.235995277419,69319.36071882787,6258.797397493502,10283.644884128726,71342.8132788129,4197.466439680537,4105.006904219008,6838.213646016048,2392.8077188779475
2017-08,all,domestic,annual-2017-highlights.xls,2.2356993531799847,543972.4543064422,311388.05406575557,264287.7867051462,88265.08429419069,69149.97568643963,56634.72613996496,44208.715436340266,9030.866992511988,57671.67302981513,6297.103046425864,9101.044430757745,55826.871786602875,4396.786850104871,3315.01464650632,6759.371826739277,2412.7751341987528
2017-09,all,domestic,annual-2017-highlights.xls,1.9106471239294882,447356.96670207684,254946.06837331975,216691.70945017002,72444.69302574097,57118.448246548665,55061.60292033504,44134.25067757662,8753.436393357579,44361.300774856565,5907.915545213129,7615.032937908011,39018.405920362165,3813.184533421203,2943.562142263209,5858.579270196581,2068.4262467047606
2017-10,all,domestic,annual-2017-highlights.xls,1.9091186724886522,481099.3962554516,264089.6279423182,221439.59304118587,85834.15131572702,68477.10974220726,56175.1871196825,44173.44348778923,8503.265713995304,51143.71054114669,6626.302391241113,8254.119228558855,47089.71183242277,3464.345725166212,2980.121625916288,6491.9032140178415,2305.5725801812614
2017-11,all,domestic,annual-2017-highlights.xls,2.001029780621058,478099.86039057997,262539.58860850346,221139.66171302227,82677.98777560556,66466.9133572717,53865.87957749434,42151.16722930626,8384.773980478405,53806.65113493974,5727.6649762426905,8067.809040406833,47902.45422094257,3607.3639956046563,3142.090130451507,6478.304550694823,2142.1059025301934
2017-12,all,domestic,annual-2017-highlights.xls,2.2082076887216004,589614.9838996618,305548.9481677597,253491.4380930174,103410.44210006266,82274.11030486572,55369.644654609736,42724.39536523988,9689.670379080835,85975.08850197638,7833.889863631933,10225.48328162668,68141.15491355477,4381.553396854233,4032.438818947244,9042.333856284686,2649.9999933982367
2017-01,all,international,annual-2017-highlights.xls,2.4594082276145826,274608.0000000217,196693.63564814406,174422.05231708882,48933.481383435384,36817.35313482345,13149.618986776664,10060.976443103731,1508.67303455125,15160.747708924227,4057.3183332407584,1781.0983056829596,17991.662946368975,2624.6363255921797,1276.4761753919447,3510.1650997084475,938.0675191898746
2017-02,all,international,annual-2017-highlights.xls,2.4363362288775803,247428.00000000803,183727.19795922324,167670.2461439087,40682.83549057164,30467.56794251165,12077.63068444079,8932.497451374578,2022.8796203309887,8050.9460330603,2358.325367595558,944.1587268341964,13210.593837337194,1654.0551640843112,742.5976330975586,4288.768545937363,1030.6241574987014
2017-03,all,international,annual-2017-highlights.xls,2.5250129623670112,259979.9999999901,197846.7483027862,185057.2362212624,42659.30578258685,34406.92340005812,13154.320703431142,10112.272699649191,1627.3352086994278,7037.600957923598,1994.8368422855362,1189.5234373900005,7997.8406266427955,1051.4704651803756,768.2032375561795,3123.8350189505313,759.0878706984171
2017-04,all,international,annual-2017-highlights.xls,2.50234269445719,243236.00000000926,178667.0615822624,164735.7167186967,38493.81467537204,30970.519273212285,13235.203690794697,10605.432021696444,2420.706897849769,7121.277001604493,1897.9413694075574,3361.447844235493,9671.448475539177,1140.0611104315844,1078.816364286523,4586.9121807064885,724.8770736599047
2017-05,all,international,annual-2017-highlights.xls,2.478340800657444,219037.00000000288,170704.02864562406,158693.3509229134,28731.17580516761,21849.82645641717,14243.712489649537,11692.229474631897,2674.0383552969533,5775.510292226114,1307.3747387909382,266.3694413274046,6505.902920099709,2916.830276166876,1690.323231651865,3132.0284296438663,512.2117980514435
2017-06,all,international,annual-2017-highlights.xls,2.496259737970977,237819.00000000873,191092.12879212573,176584.8075028822,30180.95980765078,23517.89542560078,11462.224185515617,8153.643705907392,2373.224975940047,5370.1774908974185,1989.4540106518184,403.8040233818702,7723.889875360619,1907.944334864147,774.3277013346941,3770.3007752366684,753.6034204835009
2017-07,all,international,annual-2017-highlights.xls,2.6589964429392356,261863.00000001077,199174.0397646933,178890.55960175797,42246.75431278365,29700.64961550032,15394.402455394144,10801.380462772993,2419.6092931947464,11815.563038723692,1678.0783580971183,255.91131146867718,7820.280976023596,3350.934962816727,518.1917252215738,4724.808793043612,368.71416383921155
2017-08,all,international,annual-2017-highlights.xls,2.922346222907938,272569.00000000745,203306.52992565033,183047.83457295806,45105.8188840566,30581.26242245325,20628.459276725,16088.675290535644,1853.3358255441176,8163.383389021203,3026.437485087109,793.2775278223955,10882.351868568077,1331.623722557875,345.66479928736385,4772.618951676079,429.752581726534
2017-09,all,international,annual-2017-highlights.xls,2.406007259665623,243405.99999999497,195279.55801917563,179970.34514157832,29674.96472728891,21989.622400887634,15421.18330777916,11902.435370187472,3644.7888152292353,6492.758939091519,1994.4569358881356,998.3104789919397,5561.908151774502,717.6847288784338,106.44769473348352,3175.5019516747598,370.22088971793573
2017-10,all,international,annual-2017-highlights.xls,2.5011694154280537,237861.99999998388,193802.15084693706,178200.90825691484,28234.391155287536,19477.755757153773,10834.763668547108,7930.475312697579,3002.0155039473752,5695.178137775661,2971.9445888327173,522.9478678806436,7597.884770351485,2224.6563302639797,665.5159240101308,3801.305195885838,340.2509505615443
2017-11,all,international,annual-2017-highlights.xls,2.454030097635378,261572.00000000576,198773.90174172228,185808.46789316228,40797.935430662255,31793.217280298264,15805.699193184808,13028.183797685226,1289.8976895217738,5300.228793971437,1626.9931065764313,482.30462501204994,9181.769140464638,1708.9112731980426,489.59875552158616,2552.766780273279,1294.0734071246484
2017-12,all,international,annual-2017-highlights.xls,2.512437668274218,278485.0000000038,207989.93803561584,189227.7354727285,47648.982017680864,35496.6827237625,15084.939925049384,11088.131101603456,1585.0310756176887,7390.620602538627,1800.960575156098,1204.986356816676,14453.940813519945,2439.083270756331,946.5290968588696,4826.397358498807,866.4686687435969
2018-01,all,total,annual-2018-highlights.xls,2.1101026063666004,782699.0833656249,469082.7741945112,400994.40034485416,142419.30737873024,106506.01473965058,61474.42379565879,46577.22192001512,9298.030411520935,73047.24289952392,11179.653802130922,12107.775111484354,75165.32393730596,7173.287528962205,6142.895526749706,14842.849780419243,4015.1586978291552
2018-02,all,total,annual-2018-highlights.xls,2.133623894966997,761978.6290183297,463019.68509905145,395130.62214280694,131451.6262479025,97818.21692290853,58098.591338149796,43452.78780163983,10005.354127942002,71153.03576047295,10853.888391394441,9948.671334519642,77289.81622684422,8068.01367359048,7255.582462977855,13005.365585123434,3860.894143843507
2018-03,all,total,annual-2018-highlights.xls,2.2533012732544564,883424.1781248538,529889.5113853612,458383.67152812355,157841.56364197604,125770.22884361152,73164.20019999353,54743.72007837426,11581.184597987434,76585.31887934852,11967.954386006892,11022.507761793358,87088.42017430875,6524.0055809838,5554.017313008859,12556.934224557832,3334.8127328410333
2018-04,all,total,annual-2018-highlights.xls,2.14659092646286,778961.0728171351,474067.6945856881,410859.5195923752,132131.3687462881,104307.10070366166,65834.60100598868,51582.43967888435,13113.51292796818,62582.900232455446,9218.565557670532,9863.776729443416,75710.2302980079,7144.187086306423,5236.501517153355,11503.60081642363,3520.863105182449
2018-05,all,total,annual-2018-highlights.xls,2.1268559318370572,788890.7544737274,474030.4049737387,410515.223450398,128676.51707208935,98995.80323885198,67706.26239546857,54163.94836400832,11845.756549744334,72806.29544071168,9811.491202519444,11270.650512896269,75318.34904785106,6468.528306405831,4934.8390212566765,15172.617653674502,3605.6911011749903
2018-06,all,total,annual-2018-highlights.xls,2.41085408629855,889863.8548150037,528075.1754488489,447323.6975683344,158109.01770296143,117186.89434003546,86082.58841107332,66417.62739152256,12559.663657339506,75454.96677923227,12093.778156723196,12239.873586811334,95441.14197328035,6561.060638388752,3527.393147274492,12685.058433484606,3443.7156266038482
2018-07,all,total,annual-2018-highlights.xls,2.5094784792897613,934264.8755148788,551586.9809912649,471864.9244251502,168401.14463473624,128920.07328841668,83952.00290900274,62901.372966236675,11223.70036697873,84251.81432090493,9090.583783326067,12622.570550963452,98426.84628034492,7154.695635968539,4339.311810647406,12735.012453810365,5219.755232355207
2018-08,all,total,annual-2018-highlights.xls,2.4091417770088293,843584.6266561006,524986.9931479564,451916.5982929318,135047.1216174274,102999.3814115182,71187.17957810538,54343.640270039585,12619.90773988403,70716.84457758527,9076.685629153959,12484.351975491658,81271.55741333743,6947.053056387771,5093.133472169951,11761.137451719655,5350.6927101522
2018-09,all,total,annual-2018-highlights.xls,2.0587108950097086,706422.6654804075,438129.45728316624,381831.27518238226,113006.47041934657,85047.61833377405,66807.53496442297,53099.6935050759,10228.094926381484,56916.01983680568,8044.229236083415,10763.184750926794,58079.156552979766,6964.868385195223,3207.784080454375,11881.068052507848,3698.7922873907664
