accommodation_country,accommodation_type,couple,family,group,solo,reviews
United States of America,Hostel,0.09173913043478261,0.05608695652173913,0.10217391304347827,0.75,2300
United States of America,Hotel,0.39569783776953554,0.3735775288582323,0.0941748366620335,0.13654979671019868,134537
United States of America,Inn,0.5026632171663369,0.2818444681174859,0.1069852381677066,0.10850707654847055,6571
United States of America,Lodge,0.46247113163972287,0.3418013856812933,0.11200923787528869,0.08371824480369515,1732
United States of America,Motel,0.4406184888693936,0.3281061519903498,0.0921701941002303,0.13910516504002632,18238
United States of America,Resort,0.36077235772357724,0.49349593495934957,0.09278455284552846,0.052947154471544716,9840
Uzbekistan,Hotel,0.2962264150943396,0.2037735849056604,0.1660377358490566,0.3339622641509434,530
Vietnam,ApartHotel,0.4552319309600863,0.2524271844660194,0.13160733549083065,0.16073354908306364,927
Vietnam,Apartment,0.23465346534653464,0.29504950495049503,0.16534653465346535,0.30495049504950494,1010
Vietnam,Guest house,0.5076628352490421,0.15134099616858238,0.12260536398467432,0.21839080459770116,522
Vietnam,Homestay,0.48591277499035124,0.13353917406406793,0.16209957545349285,0.21844847549208798,2591
Vietnam,Hostel,0.26454615981380913,0.04809930178432894,0.11249030256012413,0.5748642358417377,1289
Vietnam,Hotel,0.47587753208597494,0.20937065099737126,0.14867790320086594,0.16607391371578784,12934
Vietnam,Lodge,0.5385964912280702,0.22456140350877193,0.12982456140350876,0.10701754385964912,570
Vietnam,Resort,0.4878048780487805,0.2731707317073171,0.12585365853658537,0.11317073170731708,1025
Vietnam,Villa,0.4916839916839917,0.21933471933471935,0.1600831600831601,0.1288981288981289,962
