ym,flight,party_size,visitors,source,acc_plan_to_stay_in_hotel,acc_hotel_only,acc_plan_to_stay_in_condo,acc_condo_only,acc_plan_to_stay_in_timeshare,acc_timeshare_only,acc_cruise_ship,acc_friends_relatives,acc_bed_breakfast,acc_other,acc_rental_house,acc_hostel,acc_camp_site_beach,acc_private_room_in_private_home,acc_shared_room_space_in_private_home,provenance
2020-04,domestic,1.1782416917068639,4566.573778723574,annual-2020-highlights.xls,1520.5471078934268,1406.0862917211966,417.14005488004005,341.5504367483931,17.14663513249242,13.02824074074074,10.878692767319112,1888.2564313450184,33.483798976469444,394.79406921221636,313.35296927634874,24.67177008779784,19.647010192966075,204.72934945367612,67.70264770749736,annual_highlights_final
2020-05,domestic,1.315771959645432,9805.89769501524,annual-2020-highlights.xls,1873.3464527393753,1703.863688623272,716.4683596260442,603.2823719912984,67.01944401220803,44.93899956614758,5.829586455731335,5750.059451918498,59.32426681469144,679.8943027438642,599.9339692493716,60.544898699571476,34.60646554040159,468.1081564525853,129.23044731444494,annual_highlights_final
2020-06,domestic,1.4230724703181026,17095.233595982427,annual-2020-highlights.xls,3270.3572155124943,2900.4694138730633,1170.0266019996204,971.456784777545,70.38256804656241,46.953247089771914,33.73966544895212,10598.199161482995,48.090312611971605,974.6758467235401,1103.9174718730196,54.379926312759615,35.712705570012055,674.7080289894826,156.36626033911332,annual_highlights_final
2020-07,domestic,1.4529838052132316,21567.691018108406,annual-2020-highlights.xls,4827.782255071522,4377.4920776257895,1523.3274701657433,1258.132135584186,74.16390039077858,59.80985496799633,32.98307455256608,12046.1523161159,72.61128856919619,1309.6865456990975,1597.3292080053277,45.944015233699524,35.81163691410619,1006.2876964788467,237.22463654569395,annual_highlights_final
2020-08,domestic,1.3560493331335224,22347.188443394458,annual-2020-highlights.xls,6430.61896861676,5715.863982895423,1831.131708185661,1502.3530067674624,118.63990756061953,94.09444930971245,77.56854348727087,10207.871242748291,83.94598416537762,1889.6170971735703,2024.3663950916878,107.97876527036834,111.49293022771772,997.5065562866733,404.6717427094533,annual_highlights_final
2020-09,domestic,1.3146952972259551,17541.446225399086,annual-2020-highlights.xls,4450.358961227006,3912.530638918087,1605.0824634417447,1331.655666206798,99.94777822498828,89.41368403718975,50.32956111948192,8009.217330298116,141.83382164941037,1344.3642499072732,1815.0681375825866,82.46822284266317,110.387057096906,804.2520633931136,308.9766351163696,annual_highlights_final
2020-10,domestic,1.6984994618287514,75658.73260387864,annual-2020-highlights.xls,23155.105452830398,19685.980209755566,15368.834463494462,13192.884043619435,10002.413172171084,8576.492082174966,35.886656869927904,18610.666607861003,575.5042718602449,2448.6161720379714,9383.044297378801,243.40705539308874,368.4457605275141,1505.44202172526,333.5880738320485,annual_highlights_final
2020-11,domestic,1.958366819157725,182865.88221075246,annual-2020-highlights.xls,67897.76355044411,57057.74353850587,39151.14410568107,33168.135828432525,25779.546790554938,21835.577476841347,43.25185049794411,33437.23520215346,1762.8153237739132,3604.1618603861307,24113.644968004104,684.353445833123,718.614363805202,2603.2143953707805,522.369356147954,annual_highlights_final
2020-12,domestic,2.0449795762486342,230782.0607450906,annual-2020-highlights.xls,84783.77055128616,70503.44325783994,49103.343464393445,41669.922775068655,22350.3149305485,18534.822886442515,47.024919720915676,51595.08780691373,2559.0728170317834,4575.447532940436,32235.235656806188,1151.7000742093012,1058.7434821115999,3524.3940211397703,829.8302487609199,annual_highlights_final
2021-01,domestic,1.8564358810111556,,2021-01.xls,61992.43830524664,52229.05537932093,37817.88756330989,32171.017299198036,21112.208509701195,17975.064671331325,72.00430822024856,28145.146875316215,1863.488936909873,4150.1973123458065,24136.707583066116,931.9629701928948,854.0892032050192,2454.6716175992583,787.6783628027531,monthly_prelim
2021-02,domestic,1.977745290239603,,2021-02.xls,101949.8478141677,86630.99153390738,51661.33375255667,43665.35185027676,26116.539083976568,21990.569000349948,120.93087661441875,34741.89784199468,2535.8594764636528,3569.596523242798,31082.47422084677,1079.135069622905,1420.8625037492104,2800.742706965559,867.1123181597264,monthly_prelim
2021-03,domestic,2.2679555285968163,,2021-03.xls,216328.327645423,185135.33941821975,94061.40860784834,78173.38274070516,43568.257971070074,35784.75973167875,88.8326583870795,57116.02602989742,4226.624814167525,5374.510843747459,53703.02472828746,1716.2322149210797,1960.7482103256914,4120.099165733754,1043.142797455769,monthly_prelim
2021-04,domestic,2.151436729549574,,2021-04.xls,241949.88551425523,211423.35612041753,100241.45377117739,84591.74008340902,50541.79570461625,42358.726659411084,135.89015677204725,55357.99209686707,4624.552052506849,6482.948173602175,57282.5817425351,1937.3569223917082,2212.146209059271,4560.046503676848,1131.5004706544266,monthly_prelim
2021-05,domestic,2.0979952688825945,,2021-05.xls,326063.7131902312,285063.85515055247,118871.76320741692,99106.65075568881,64324.991331925645,54052.25669866327,148.8736982456173,72660.31805633877,6731.490415216322,8211.542222989578,76438.66008926339,3031.942898576026,3189.7043848619173,5575.264709029719,1608.99904905637,monthly_prelim
2021-06,domestic,2.419964428915018,,2021-06.xls,424641.3508672739,367754.2718473326,150078.57851309184,121355.60379224273,78740.06454039038,63369.065909282894,98.05604987911484,92012.13237566639,6487.775324010507,10034.666248676054,91914.66803413696,3600.693093066569,3685.052404279735,6055.819985144927,1709.927639785704,monthly_prelim
2021-07,domestic,2.498785469760198,,2021-07.xls,486009.50227990834,424635.25654314365,161183.6974239161,129826.65851544458,85799.88517040249,69309.88140268804,172.43512821590784,97580.77342480597,7075.064149613032,10992.529216703713,97994.53629095007,4022.248750574214,3896.323988061613,6563.875884130662,1981.3861623775786,monthly_prelim
2021-08,domestic,2.2738259413009785,713523.3367125783,2021-08.xls,396981.7141392049,348776.82841494994,129194.31766560682,105531.28735338306,68767.0462264388,56692.26421844496,162.2132394012079,69942.39097916456,6975.027903313645,10456.518628270413,85682.72582394502,3849.9212283192087,3239.578040266976,5960.988344859854,1794.220144332759,monthly_prelim
2021-09,domestic,1.9857417930602619,500191.219672284,2021-09.xls,260939.41402496837,229115.6206770644,97035.67890550384,80487.80054612947,52795.60714988721,44364.95901907324,104.04951351225323,49103.68924794506,5657.767803859889,8519.49409616676,62103.485205794874,2583.0303497799823,2533.144473642669,4581.725963414993,1518.5496273900908,monthly_prelim
2021-10,domestic,2.0174310265028463,539541.3671433377,2021-10.xls,275168.166784538,238232.381279308,107945.04936447211,88525.10787862925,63572.730649952915,52751.37904858428,165.1434085165866,58027.20043627694,6238.425192957133,8422.65716071229,64916.19855408997,2458.6768560264186,2785.5090350449864,4583.401684435626,1240.7208827110442,monthly_prelim
2021-11,domestic,2.1027858396783787,587285.0187399882,2021-11.xls,307509.35873379715,268226.69479376497,111187.46734941647,91315.27581118212,61505.90176084661,50379.543623112724,198.89359955806805,69701.69572432841,6662.429009333935,8163.391555733154,68019.78095185255,3017.8992382680995,2835.0523719160565,5112.80193656157,1477.3688874598101,monthly_prelim
2021-12,domestic,2.25802885813442,706052.4466680023,2021-12.xls,361963.28351224033,312660.15224286047,127159.88680290268,103143.43913527261,59077.15977788413,47779.364700159764,264.1548605470071,111161.70534163491,8000.760243669114,9673.173316562687,84593.19391237499,4414.942763201811,3937.456013252673,7247.287024286995,2060.900939865201,monthly_prelim
2022-01,domestic,1.9708199863022835,533656.1440252049,annual-2022-highlights.xlsx,268820.9740944599,232367.5930008086,105725.48914910822,86582.81669979612,51722.539894355905,42049.10796323941,350.7848944857202,63815.86666730452,6607.28014206525,9188.537611827267,67852.86866709612,3882.3350958238298,4327.916348407596,5662.539864665861,1836.07114798167,annual_highlights_final
2022-02,domestic,2.048280266887232,578346.2365138647,annual-2022-highlights.xlsx,306618.052566451,266685.11924550345,105141.84019137548,85604.89453227211,49504.57182107784,40235.55599745344,243.8826228879509,73740.65838024468,7051.254506129715,8332.94979608759,71155.2737884554,4033.6114570170926,4718.199939172164,6117.783816363698,1591.386147061679,annual_highlights_final
2022-03,domestic,2.188197938177294,720957.4917307094,annual-2022-highlights.xlsx,392004.0842371739,346049.5989648639,127357.85885867808,104748.82263748792,59958.84278349271,49011.723990474435,450.1175864776074,88723.68132867708,7634.914406415405,10759.03602329806,84308.07010574025,4379.744502257361,4308.687193902655,6563.312709959475,1959.0591762406766,annual_highlights_final
2022-04,domestic,2.2685117516658964,740243.3150596584,annual-2022-highlights.xlsx,415953.9288425802,363523.0390036306,124591.78100202915,101716.78737076298,65500.97865969238,53441.269148757885,4822.900034762459,78817.48226290688,7457.53181754538,13735.64362878843,86034.9329149197,4171.813535842764,4644.690704106947,7170.068531658309,2287.460881195322,annual_highlights_final
2022-05,domestic,2.109138317262013,719555.2830390738,annual-2022-highlights.xlsx,396712.32833831414,343059.4350940267,119532.97953883646,96308.54963445166,61659.01614550899,50044.67356258633,6818.299000329296,81103.5303096165,8302.613366336278,14881.957710847411,88415.0936112987,4716.277641814359,5025.898362659407,7283.059713301816,2632.1779394567375,annual_highlights_final
2022-06,domestic,2.5106084943024904,783418.4062295412,annual-2022-highlights.xlsx,420392.95372337743,356458.3003082304,144475.35069279588,114891.09784330377,74982.05595009601,59308.37983060709,5539.862106037174,83044.60366558323,7150.527299793571,15847.35386647922,105094.00876807033,4042.035702228557,4288.7866673135295,7231.580964365893,2794.5800217070228,annual_highlights_final
2022-07,domestic,2.5870320547275782,833020.1657172837,annual-2022-highlights.xlsx,453443.31619309186,389147.90334354783,145873.07815889112,115286.97675251514,80196.78268692337,64129.486982660186,4574.958805365081,90357.00786766519,7201.218561308546,16401.66415433766,107715.1493483582,4326.689783173354,4728.155205651444,7961.154081098226,2863.9334520743478,annual_highlights_final
2022-08,domestic,2.318328495114645,741184.946128161,annual-2022-highlights.xlsx,415469.1903594858,362330.6840676451,120374.97320523574,96778.43267679772,63431.04516782753,51407.40337630678,4263.53154508825,77438.58517472111,7974.36806867582,15707.443599514469,93219.94886747761,5098.024011735056,4889.892005607906,7275.225009087681,2605.8929296019896,annual_highlights_final
2022-09,domestic,2.0124854479018004,614154.2357182328,annual-2022-highlights.xlsx,341052.3530329788,296913.6170505402,99434.82571912062,80801.45240082337,57767.70275151915,47621.655599014164,5666.152845988648,62314.3677522918,7487.605928813714,13573.457295828106,73202.1951754649,4399.236961649952,4129.848550078434,6523.087904401687,2400.276927515713,annual_highlights_final
2022-10,domestic,2.0341207537338515,635881.9316085945,annual-2022-highlights.xlsx,342136.5996762518,294817.9844154559,107375.71290321181,88308.04771457879,63794.791535342534,52152.47954405694,8598.09398202675,67837.1777534873,7103.202736805097,13493.118946243378,76892.68768598301,4039.587197183814,4204.218038895317,6736.7981028294835,2341.4265074948303,annual_highlights_final
2022-11,domestic,2.1090409069910403,612793.2152141061,annual-2022-highlights.xlsx,333998.56132037175,289780.0564527116,98543.57938556271,80903.69435058768,56840.33666961824,45663.675790473106,8009.965799627386,75031.87016089071,6445.745900275313,12174.405437429545,69134.3544752122,3786.6494414296785,3776.1725043925217,6318.140682746255,1848.8607597715334,annual_highlights_final
2022-12,domestic,2.2835200925446917,719974.3425095229,annual-2022-highlights.xlsx,378720.1078033736,324293.0628145606,114514.282094832,93002.94719354228,56071.08428554726,43972.52762255096,8358.002236842001,112364.95939765763,7944.438465371679,13843.875927931833,86330.43080890331,4754.0421851150995,4876.077332182869,8243.954399540968,2508.950893032231,annual_highlights_final
2023-01,domestic,2.0050757581748684,636800.6912540827,annual-2023-highlights.xlsx,337100.1320344793,289308.09775768,106429.09899927885,85062.95387265155,53612.45421821773,42377.27009765956,8181.90108075329,85970.12016818207,7652.525884479677,14111.709637489337,75569.34080033119,5007.706270404546,5498.79119473165,7469.489016017128,2812.3612593151456,annual_highlights_final
2023-02,domestic,2.057417224146735,617468.3927498917,annual-2023-highlights.xlsx,334200.1835786727,287551.6401899078,98687.67736933324,79238.89775731128,50082.049389591266,39780.630955443485,8468.721236744705,84935.35092273954,6833.8154738591,11742.915675799799,73316.44876054615,4497.489929707437,5225.484580826088,6475.168168642357,2208.466544896561,annual_highlights_final
2023-03,domestic,2.219032473934956,749360.2893352425,annual-2023-highlights.xlsx,410194.04909397854,354391.86163546116,120252.04759035967,98015.48944746293,61951.362580025525,49658.349622721274,10703.235463786568,93627.60465333132,7251.478125543504,14765.884967347827,89566.70118500214,5738.974901543095,5163.291209329747,7450.637277308718,2707.6418915995705,annual_highlights_final
2023-04,domestic,2.2037909326945124,693111.5824610916,annual-2023-highlights.xlsx,391051.5499408188,340355.8740731082,107143.41453534557,88761.3579439304,62509.93869651696,51658.06155457344,14084.560128346156,75974.76919388487,6450.844487215737,13300.987046326707,75784.82547459085,4380.725081682987,4409.667952116804,6047.415720354746,2089.416498259226,annual_highlights_final
2023-05,domestic,2.1017766271699543,694869.9457564176,annual-2023-highlights.xlsx,380223.96947119886,329860.74513276503,105308.44019409917,86327.6014867174,62221.109163968336,50944.81670078001,11903.38228432301,86118.80519990246,7076.402902095862,15144.458849811053,78852.93739020951,5395.65167695957,4565.956983169123,6989.328189071569,2516.5623815367135,annual_highlights_final
2023-06,domestic,2.4687953500877087,771892.715083113,annual-2023-highlights.xlsx,424554.01707735786,362754.34984597674,123425.91793685456,98692.91991606583,76896.76099922795,61619.044038962595,10908.485309401924,86675.88625011886,6423.6409729476345,16431.806378875022,94242.6691778886,4134.702045169771,4024.504680702305,7092.980006950528,2552.8688561348667,annual_highlights_final
2023-07,domestic,2.56129251457598,805093.2563833556,annual-2023-highlights.xlsx,446227.4479820362,382336.3258840781,127150.98704877956,101456.69741577374,77317.25669300374,61595.402380021726,10331.030797470754,92256.66646804842,6183.592110287039,15922.90227767327,100035.27760683277,4645.084608303538,4482.647369261423,7070.963981213054,2535.8865197553423,annual_highlights_final
2023-08,domestic,2.2747119396368887,629191.3624624005,annual-2023-highlights.xlsx,360881.76062684203,314314.47746172204,82024.15758065358,66038.53704387577,46876.03224232229,37780.96746043699,9522.202042201123,77439.70937388967,6332.087771145657,15528.294194431115,78111.68415133936,4553.869189179103,3628.2957492780133,6317.723522493887,2482.6534152504405,annual_highlights_final
2023-09,domestic,1.99042760900774,527096.9980720272,annual-2023-highlights.xlsx,299240.69749503,260809.74263367767,69700.7004604951,56320.00909905764,42865.34704416033,35041.07227928572,10641.75564303654,62299.25124133504,5659.718863679712,13366.610653751823,61376.15847577125,4160.286864146522,3361.838421893716,6033.829410610956,2234.5495436213155,annual_highlights_final
2023-10,domestic,1.9876306708135238,573178.4044890278,annual-2023-highlights.xlsx,313557.8211564629,271712.75799402007,83965.68180367035,69112.4786830749,50723.0320001306,41411.76728808726,10478.311708715975,70738.22126508638,6309.7046326117215,13738.624827544023,66598.27848620362,3969.701980170999,3291.4448918449684,6389.175248740314,2008.5643398121458,annual_highlights_final
2023-11,domestic,2.0822165304128712,568438.970867427,annual-2023-highlights.xlsx,306626.4686599373,266593.93612926075,82209.70307896975,67586.59882985846,53529.540458458185,43797.62066634274,10253.14480228866,75362.22243808584,5643.107337584227,12307.563395093644,64396.68430622456,3808.493534990023,3107.3707425938874,6059.222623589457,2025.5968384367895,annual_highlights_final
2023-12,domestic,2.2745024519171495,675656.3229515743,annual-2023-highlights.xlsx,346698.15041123115,296687.1449580769,100091.63922026573,82584.3828611419,55656.60013322205,45211.15053419521,10237.410936194801,111754.16615095515,6620.540461072817,14337.504853749975,82994.89477230477,4404.517628799861,3764.6853798438424,7095.690985047271,2305.490176038544,annual_highlights_final
2024-01,domestic,1.9891658240741241,589424.6650981928,2024-01.xlsx,311452.19046595175,268525.08509527484,91337.53327981512,74156.32917131056,53146.341612508426,42487.16117314802,9188.33425137344,78774.69539720808,6130.705083046231,14460.076973010744,70644.99462419914,4523.246762689199,4115.576683073482,6253.79847172937,2694.757586859454,monthly_prelim
2024-02,domestic,2.0415182824023974,598697.8433159137,2024-02.xlsx,323821.7440907118,278387.19442937465,89076.19152736415,72290.6778870299,50061.186881152455,40165.80884209304,10330.076385483377,81650.83293967885,6660.7351384639205,12875.652881094513,72517.44918759368,4418.8211458025735,4084.173867261738,6345.406198611986,2288.1600513719127,monthly_prelim
2024-03,domestic,2.2743964525785136,682911.1309372976,2024-03.xlsx,376396.08920517145,327703.88249460864,99597.14388655711,82151.29687337209,61129.61039844726,49728.527349976466,9667.521141257961,86961.21915114594,5985.465551618935,13410.179662862754,80920.65153340388,4523.329657089801,3514.7549703274335,6611.942940998191,2264.540644102435,monthly_prelim
2024-04,domestic,2.102559664595016,600340.3493304958,2024-04.xlsx,341923.4876415775,296205.3362410901,80915.9283349323,67059.56687447525,52844.31677010831,43940.01475004867,16822.635820065374,69955.02845482652,5685.854844784798,13124.48214464225,66150.83922898113,4137.032896859625,3063.1981722803994,6011.8856896785455,2107.855666869868,monthly_prelim
2024-05,domestic,2.091196017860585,655509.909685919,2024-05.xlsx,367497.5126925411,319497.7880932026,85297.83591396468,69069.85555558969,59769.936114302276,49316.236691012105,10740.364506285141,84818.21584600121,6434.419934257054,15463.357128223615,75392.15551450978,4735.322409763636,3609.2747587506124,6003.1636469791365,2241.9984841385667,monthly_prelim
2024-06,domestic,2.472873967641696,748796.3453900222,2024-06.xlsx,417138.1820717864,361450.8524977126,106596.18808545743,85689.74128976307,74398.54513836272,60860.21406548954,10378.242237148499,86654.38579110395,5845.818129007565,15777.364338515494,92758.03007730967,4051.2155349489058,3071.0453097457676,6312.251531251301,2404.009563178185,monthly_prelim
2024-07,domestic,2.544755089992784,788442.4316486301,2024-07.xlsx,438103.450745356,380235.20590767724,112885.04409403421,90599.04423503045,71567.2720859974,57860.77195851801,10023.353670225435,97986.9511664939,6080.065242981006,17244.77602632266,98261.64698817182,4383.093806647297,3706.198271281545,6714.111152705375,2373.5648550480823,monthly_prelim
2024-08,domestic,2.267843462245041,683072.1029767519,2024-08.xlsx,395429.2378653358,348543.5732475617,87018.93684727828,71957.14865234261,59605.293695704495,49287.60334729671,10318.810157090435,76794.92388392705,5986.716886675673,15312.490569763777,79145.44227322382,5210.302129934713,3226.5231826835325,6645.997815303448,2282.022326214841,monthly_prelim
2024-09,domestic,1.9997877885856272,564388.3083638613,2024-09.xlsx,325616.4049461056,287902.4717511543,73239.5019576999,60325.78491685804,55168.8521545495,46613.59730422687,8711.90350786449,59259.92347312138,5950.368769175088,14065.724619225206,60077.11825069923,4378.995268944684,3074.2334005838966,5405.297170417398,2072.561117400347,monthly_prelim
2024-10,domestic,2.032629474941605,605102.3857782286,2024-10.xlsx,341500.9257477967,297543.32868447993,85266.37049745528,70709.89694637182,58758.62789152774,48463.68241908743,11570.677749538789,66967.67634446015,6118.223545862726,13688.069716374928,66666.44178705817,4101.430960802651,3036.390693584067,5912.25563436681,2005.2607926245116,monthly_prelim
2024-11,domestic,2.1428215860313076,614484.18773851,2024-11.xlsx,346953.80647746834,304779.1267867257,82483.09413534556,68044.51600340086,60555.784314174765,50203.331663858036,10656.36004652367,73145.9161371933,5815.749064748428,11980.06024824067,66690.51659024997,3910.2168018203392,2834.6704503824753,5284.3765553246,1971.8273198864629,monthly_prelim
2024-12,domestic,2.315142583914164,725389.047448693,2024-12.xlsx,395785.2883580514,342648.8353412541,103981.60031330772,84892.9817784324,55561.04145435405,44498.53933763915,9472.24541567333,105155.131331787,7117.893195602437,14937.83390931852,90326.40117503893,4654.900409157611,3355.9906683192576,7418.129694753837,2434.1097022206723,monthly_prelim
2025-01,domestic,2.019951332008813,617389.5973972505,2025-01.xlsx,339071.6492060575,293254.2049816809,93619.62917959774,76697.30097325532,52582.46373806257,42566.723495149265,10180.749668028919,74438.18884663709,6650.574144678159,14862.1279599393,73952.20387677885,4514.950925621104,3811.1426394678506,6295.084830785282,2554.130242870109,monthly_prelim
2025-02,domestic,2.047496963160083,605731.943624068,2025-02.xlsx,338127.53291413106,291288.4847991283,90991.26603412609,73869.34620017932,48474.24651867691,39094.08291064934,10038.96925892418,75174.61243864543,6397.117470815363,12709.973386736863,73273.51989981487,4143.273374413452,3509.136797767376,5986.648545286588,2071.127633698919,monthly_prelim
2025-03,domestic,2.2286732017798436,735864.6370373422,2025-03.xlsx,415366.01204175345,362870.1379109389,107698.99556993245,88566.8654670263,60591.97612500246,49367.09741550762,9383.13976756317,90209.11207760179,6375.151135234793,14799.15887631532,86062.69791191613,5020.469617166015,3938.8570143966767,6718.498512610482,2310.5097664053183,monthly_prelim
2025-04,domestic,2.2446828334781967,678812.2165768093,2025-04.xlsx,399272.2264915349,349753.3670492345,94092.1951961908,77330.05204656892,57233.69235057771,46645.72975247009,10904.46141530209,73564.6439732718,6305.207430294792,13383.835608727393,76099.64907995306,4116.883987757096,3415.182418751437,5915.589844149865,1758.4232297721246,monthly_prelim
2025-05,domestic,2.1076754547668357,662773.2210516953,2025-05.xlsx,376301.48227020935,330886.3270723667,88634.83668807615,71717.72012521683,59741.4378771485,48705.46627937419,4719.25191799908,80874.20937794495,6447.730552990654,15513.667497722437,76993.42151159594,4922.33503994039,3658.204893785023,6428.40381890944,2330.5372936158506,monthly_prelim
2025-06,domestic,2.513959685852924,741244.5385971986,2025-06.xlsx,420653.6406481464,362074.3626088863,105516.35212257555,84410.0661907334,73728.99597416914,59226.47082252082,11153.093367801903,81679.85562242473,5707.748740852954,15272.954554380616,91966.59883274097,3924.9738022366187,2981.386103104085,5950.673168222331,2207.4744181855067,monthly_prelim
2025-07,domestic,2.561951434152962,748337.6578618502,2025-07.xlsx,418013.2990329626,359930.1741244223,107358.52335493323,86236.67185567625,71423.26360705913,57369.399782212815,10566.893040354507,88554.3640375844,5308.429417412789,16114.03639625674,95206.65697099641,4024.00469357498,3344.3234865329077,6456.410144895182,2147.594281015197,monthly_prelim
2025-08,domestic,2.2826429454080652,665568.6299616713,2025-08.xlsx,386271.38870717783,338879.012252381,85295.44551644629,69951.28170605101,61529.70824264544,51217.639423276254,9816.03504551038,72692.25724559782,5691.94663920926,15007.1358274903,77247.39239073843,4990.8557539534095,2925.2820765629594,6077.540572797938,2070.4314419967222,monthly_prelim
2025-09,domestic,2.3751287392131073,550798.9999999799,2025-09.xlsx,279141.2998358373,253893.07319993532,92069.1179871403,78661.35212082491,72673.70535630033,64453.23323361447,538.5664591724643,42328.705399385704,6109.196475377224,5137.025624904317,58818.482106312375,2839.4164434867394,2962.2125225511236,26879.608669176243,2562.154176790294,monthly_prelim
2025-10,domestic,2.420751529769336,591419.0000000292,2025-10.xlsx,298979.15319966734,266360.70970737963,101481.212432936,85796.45618627216,80256.72297054315,70154.38245848365,3372.521714533877,49328.71701095405,4979.471895397812,4233.174040671269,63238.21742040377,2505.89697069684,1935.3110951657122,26374.75189514704,3502.771703683584,monthly_prelim
2025-11,domestic,2.0200562685961123,591772.8614317225,2025-11.xlsx,346628.7231761522,313414.77188512834,74682.35256508521,62951.12776694035,53239.11378911461,43628.68162853424,3838.8048033841033,74627.43629985733,4719.931011922054,10686.478816557403,59505.88648510625,4483.270635426991,1379.6138118561366,5406.151640955434,1487.5723457533056,monthly_prelim
2025-12,domestic,2.4714571701574126,690655.3024943687,2025-12.xlsx,338950.64830206503,302878.24199804344,116215.65962015049,100335.7401815658,69768.24730326442,56742.88610713827,3878.756527930385,97815.54057137424,6924.639827192739,12375.191729267468,83194.92891685046,3022.283403391912,2794.075786382716,7228.846560310599,2352.0247889427696,monthly_prelim
2026-01,domestic,2.3131731577251204,701702.5762451005,2026-01.xlsx,354661.25608867704,317551.11406330694,133601.67274619726,113999.05645408847,62890.61019729931,53320.84370992514,3628.2203388181792,88662.81549461019,5955.249232586288,10881.725350186809,78746.24690025234,4084.562709868793,2301.597007523576,6903.361198784137,4038.372724981593,monthly_prelim
2026-02,domestic,1.9954681484310617,624100.9454822133,2026-02.xlsx,326468.53724870883,273755.0891943273,110047.76241807293,87202.34018880149,73112.00423460852,56253.69470703869,11066.536797629173,82452.32714226904,6474.191054195047,3450.8423629530766,69450.66191330297,3571.1775447073946,3291.387452524445,4560.390891234803,2944.3746437392833,monthly_prelim
2026-05,domestic,2.105047642782801,692876.4221266889,2026-05.xlsx,386336.9895936088,331365.1831302759,102207.21130279094,81822.03025882764,87400.8854107915,71944.7990024494,12405.161396663583,75100.02616902563,7008.976511189106,749.1729022984,78259.423158251,3479.1220317297953,2483.761474267244,4635.298921671786,2660.537643214197,monthly_prelim
2026-06,domestic,2.5110571781300233,745715.9253012477,2026-06.xlsx,421141.2086341935,359118.75207493646,106233.88735715092,83495.7363288333,86879.46904594592,69292.3480616219,9101.19383577175,75574.4949526478,4611.174232913254,5024.386613210222,93264.3763885107,4640.363374504979,2201.5795190033173,3965.6906325304512,4099.456467414531,monthly_prelim
2026-07,domestic,2.5268645039803808,763306.000000006,2026-07.xlsx,427444.1671139208,367457.33672530076,108044.44291701593,87723.40643687088,83065.5805712384,66582.37590705924,13439.211722492733,77181.51242070498,4971.267096725398,911.4590281385109,97658.6532625221,5667.504178426088,2009.3054691030186,4713.290525668851,4130.173147036539,monthly_prelim
2013-01,international,2.5496530820109644,432635.9734883061,annual-2013-highlights.xls,236154.94563803906,196102.0774044617,89494.24835322704,69422.37444965863,46455.845255150474,34767.06259429686,8790.96699980425,53233.48422675422,6325.52848054035,9046.751103805851,,,,,,annual_highlights_final
2013-02,international,2.438573719212744,423156.48586197407,annual-2013-highlights.xls,230135.46119342532,190229.4229225153,86415.57987725303,66736.03139905799,43780.32002420659,33185.26625072419,7585.273129026936,55457.61108737809,6408.428916236489,7265.810969133232,,,,,,annual_highlights_final
2013-03,international,2.520657909776432,500356.12756206765,annual-2013-highlights.xls,270112.66607949033,227641.28457812214,105642.28280406819,83614.52649342062,58359.361354347806,45105.254753859066,4882.730055810968,57626.37221798036,5926.480224652166,7958.618986041887,,,,,,annual_highlights_final
2013-04,international,2.4495592725656583,439467.96156862524,annual-2013-highlights.xls,242704.25127592878,206142.32392773227,89937.38236568398,72416.79394024273,49814.84464724523,39208.60799338044,9445.486080555063,47877.39852145713,5211.867438695597,7156.176989556245,,,,,,annual_highlights_final
2013-05,international,2.4208750696992456,448866.74577280245,annual-2013-highlights.xls,242737.07554078285,203115.24559764535,86489.49771824347,69087.13193925902,55721.6612906968,43845.6320678475,11142.271052298238,55733.03707511466,5028.463719109026,7651.604491990648,,,,,,annual_highlights_final
2013-06,international,2.5695564661686583,511578.6587306507,annual-2013-highlights.xls,271752.2588894369,221920.8937425903,110750.76602847745,85438.32998793399,70613.40502906896,53845.95002130935,9055.885722878398,53863.99925262967,4678.886502808136,9035.139612429602,,,,,,annual_highlights_final
2013-07,international,2.7335124517519276,533155.6815014811,annual-2013-highlights.xls,291680.39309772145,237832.92089339544,112308.03860797241,84929.76876376313,66247.20509834123,49832.37239744828,9135.361816093113,59750.07487864982,5508.748497260989,9051.263283458336,,,,,,annual_highlights_final
2013-08,international,2.856663243333671,492011.6595254515,annual-2013-highlights.xls,278790.0889550013,233935.0468987116,95487.10483886878,73995.22093573972,59985.81576986319,46431.90012170018,9348.361427861431,51583.48801520102,5627.164800548011,8132.981194743303,,,,,,annual_highlights_final
2013-09,international,2.466286862952886,367389.476261765,annual-2013-highlights.xls,207710.39267790847,176681.3525150009,68793.02896266634,54054.15223898969,50719.11982591302,40221.53785986024,7482.823576364707,36025.45653132914,4524.460621287216,6421.237714100772,,,,,,annual_highlights_final
2013-10,international,2.4121003467773314,394453.6744668792,annual-2013-highlights.xls,212732.31260012905,177954.3818688514,82689.01706897635,66062.40246441518,51628.644332720505,40765.33972941456,8465.653779022483,42617.45284025201,4916.578905754443,6334.632552457449,,,,,,annual_highlights_final
2013-11,international,2.335903436421657,400511.4739481583,annual-2013-highlights.xls,209799.13757037604,174928.41462366696,83883.24406520714,67420.11941727054,53245.24206110697,41701.77597821393,7898.81745261565,46869.68735432664,4736.418230527315,6741.344195977245,,,,,,annual_highlights_final
