city,region,pair_type,date_a,date_b,ids_a,ids_b,matched,retention,new_share_b,gross_adds,exits,price_basis_a,price_basis_b,price_comparable,matched_priced_entire,lfl_price_chg_median,lfl_price_chg_mean,lfl_price_up_share,lfl_price_down_share,lfl_median_price_a,lfl_median_price_b,matched_reviews_ltm_a,matched_reviews_ltm_b,matched_reviews_ltm_chg,exit_reviewed_ltm_share,exit_entire_home_share,exit_multi_listing_share,add_entire_home_share,add_multi_listing_share,matched_superhost_a,matched_superhost_b,days_apart,lfl_price_chg_annualized
mexico-city,LatAm,year_ago,2025-06-25,2026-07-14,26401,31244,19724,0.7471,0.3687,11520,6677,listed_nightly,quote_per_night,False,0,,,,,,,356832,389248,0.0908,0.6033,0.5944,0.6308,0.6524,0.6465,0.4386,0.4613,384,
mexico-city,LatAm,sequential,2026-07-14,2026-08-30,31244,30621,29206,0.9348,0.0462,1415,2038,quote_per_night,quote_per_night,True,17382,0.0,0.0108,0.4774,0.4175,1793.0,1818.35,479446,502137,0.0473,0.6192,0.6551,0.6438,0.677,0.7131,0.4348,0.4348,47,0.0
mexico-city,LatAm,year_ago,2025-09-27,2026-08-30,27051,30621,20674,0.7643,0.3248,9947,6377,listed_nightly,quote_per_night,False,0,,,,,,,371612,420625,0.1319,0.6083,0.6029,0.6331,0.6569,0.6419,0.4412,0.4685,337,
nashville,NA,sequential,2024-06-22,2024-09-18,8994,9166,8364,0.93,0.0875,802,630,listed_nightly,listed_nightly,True,5213,0.0,-0.0127,0.3741,0.4581,178.0,176.0,166059,173458,0.0446,0.7984,0.9063,0.7302,0.8429,0.6796,0.6383,0.644,88,0.0
nashville,NA,sequential,2024-09-18,2024-12-21,9166,9406,8466,0.9236,0.0999,940,700,listed_nightly,listed_nightly,True,4823,-0.1503,-0.1921,0.152,0.6969,175.0,136.0,167060,175358,0.0497,0.7429,0.8343,0.7157,0.8926,0.7085,0.6357,0.6321,94,-0.4686
nashville,NA,sequential,2024-12-21,2025-03-15,9406,9585,8702,0.9252,0.0921,883,704,listed_nightly,listed_nightly,True,4714,0.1058,0.1409,0.6366,0.3144,133.0,154.0,169451,173118,0.0216,0.7116,0.8409,0.7102,0.8618,0.7441,0.6129,0.6139,84,0.5482
nashville,NA,sequential,2025-03-15,2025-06-19,9585,9698,8831,0.9213,0.0894,867,754,listed_nightly,listed_nightly,True,4727,0.0243,0.0451,0.5517,0.3569,154.0,160.0,165606,173395,0.047,0.7095,0.866,0.6989,0.8581,0.7393,0.6135,0.6364,96,0.0955
nashville,NA,year_ago,2024-06-22,2025-06-19,8994,9698,6997,0.778,0.2785,2701,1997,listed_nightly,listed_nightly,True,3975,-0.0789,-0.0765,0.3281,0.6224,177.0,161.0,144892,148915,0.0278,0.8057,0.8863,0.7276,0.8841,0.7364,0.6702,0.6626,362,-0.0796
nashville,NA,sequential,2025-06-19,2025-09-23,9698,9443,8725,0.8997,0.076,718,973,listed_nightly,listed_nightly,True,4720,-0.0478,-0.0626,0.3314,0.5818,167.0,155.0,162014,169004,0.0431,0.8016,0.8921,0.7564,0.8663,0.7437,0.64,0.6495,96,-0.1699
nashville,NA,year_ago,2024-09-18,2025-09-23,9166,9443,6995,0.7631,0.2592,2448,2171,listed_nightly,listed_nightly,True,3900,-0.1099,-0.1132,0.3021,0.6605,181.0,156.0,143500,144280,0.0054,0.7854,0.8756,0.7181,0.8856,0.7357,0.6718,0.6653,370,-0.1085
nashville,NA,sequential,2025-09-23,2025-12-27,9443,6594,5858,0.6204,0.1116,736,3585,listed_nightly,none,False,0,,,,,,,130279,139209,0.0685,0.7071,0.875,0.7596,0.9171,0.7228,0.6824,0.6963,95,
nashville,NA,year_ago,2024-12-21,2025-12-27,9406,6594,4704,0.5001,0.2866,1890,4702,listed_nightly,none,False,0,,,,,,,114867,120345,0.0477,0.7422,0.8822,0.7359,0.9032,0.7021,0.6954,0.7122,371,
nashville,NA,sequential,2025-12-27,2026-01-22,6594,6647,5896,0.8941,0.113,751,698,none,none,False,0,,,,,,,131255,134517,0.0249,0.7894,0.9097,0.6562,0.9121,0.7044,0.6849,0.681,26,
nashville,NA,year_ago,2024-12-21,2026-01-22,9406,6647,4636,0.4929,0.3025,2011,4770,listed_nightly,none,False,0,,,,,,,115654,120680,0.0435,0.7369,0.8811,0.7317,0.9005,0.7026,0.7139,0.7103,397,
nashville,NA,sequential,2026-01-22,2026-02-25,6647,6629,5943,0.8941,0.1035,686,704,none,none,False,0,,,,,,,135535,137218,0.0124,0.7855,0.8821,0.6804,0.9315,0.7187,0.6853,0.6872,34,
nashville,NA,year_ago,2025-03-15,2026-02-25,9585,6629,4855,0.5065,0.2676,1774,4730,listed_nightly,none,False,0,,,,,,,116587,128032,0.0982,0.7376,0.8816,0.7389,0.92,0.7131,0.7065,0.7118,347,
nashville,NA,sequential,2026-02-25,2026-03-28,6629,6030,4775,0.7203,0.2081,1255,1854,none,none,False,0,,,,,,,124573,127114,0.0204,0.7298,0.8382,0.6721,0.9195,0.7267,0.7368,0.7372,31,
nashville,NA,year_ago,2025-03-15,2026-03-28,9585,6030,4306,0.4492,0.2859,1724,5279,listed_nightly,none,False,0,,,,,,,111667,123021,0.1017,0.7231,0.8657,0.7261,0.9466,0.728,0.7322,0.7515,378,
nashville,NA,sequential,2026-03-28,2026-04-25,6030,5997,5107,0.8469,0.1484,890,923,none,quote_per_night,False,0,,,,,,,126086,129844,0.0298,0.8407,0.935,0.7486,0.8978,0.8101,0.7431,0.7517,28,
nashville,NA,year_ago,2025-03-15,2026-04-25,9585,5997,4230,0.4413,0.2946,1767,5355,listed_nightly,quote_per_night,False,0,,,,,,,107006,117744,0.1003,0.7361,0.8704,0.7253,0.9383,0.755,0.7349,0.7532,406,
nashville,NA,sequential,2026-04-25,2026-05-26,5997,8101,5648,0.9418,0.3028,2453,349,quote_per_night,quote_per_night,True,5229,0.0,0.023,0.4523,0.332,309.5,315.0,135948,138227,0.0168,0.8481,0.8997,0.7421,0.8687,0.8418,0.7401,0.741,31,0.0
nashville,NA,year_ago,2025-06-19,2026-05-26,9698,8101,5669,0.5846,0.3002,2432,4029,listed_nightly,quote_per_night,False,0,,,,,,,131172,143349,0.0928,0.7183,0.8665,0.7019,0.9025,0.8154,0.7172,0.7259,341,
nashville,NA,sequential,2026-05-26,2026-06-26,8101,10242,7965,0.9832,0.2223,2277,136,quote_per_night,quote_per_night,True,7151,0.0,-0.0161,0.3792,0.4212,317.0,314.0,165397,168830,0.0208,0.7941,0.9118,0.5956,0.8235,0.6289,0.6918,0.692,31,0.0
nashville,NA,year_ago,2025-06-19,2026-06-26,9698,10242,7127,0.7349,0.3041,3115,2571,listed_nightly,quote_per_night,False,0,,,,,,,137989,147295,0.0674,0.7935,0.8958,0.7507,0.8876,0.7894,0.6725,0.6655,372,
nashville,NA,sequential,2026-06-26,2026-07-21,10242,10173,9959,0.9724,0.021,214,283,quote_per_night,quote_per_night,True,8209,0.0,-0.0122,0.3901,0.4041,294.5,288.0,173853,177355,0.0201,0.6572,0.8021,0.7703,0.9346,0.729,0.6338,0.6076,25,0.0
nashville,NA,year_ago,2025-06-19,2026-07-21,9698,10173,7007,0.7225,0.3112,3166,2691,listed_nightly,quote_per_night,False,0,,,,,,,136168,145217,0.0665,0.793,0.8896,0.7521,0.8926,0.7881,0.6761,0.6458,397,
nashville,NA,sequential,2026-07-21,2026-08-27,10173,10164,9711,0.9546,0.0446,453,462,quote_per_night,quote_per_night,True,7758,0.0,0.017,0.43,0.4011,286.0,291.65,172933,178267,0.0308,0.7359,0.8896,0.7554,0.8433,0.7991,0.6161,0.6143,37,0.0
nashville,NA,year_ago,2025-09-23,2026-08-27,9443,10164,7212,0.7637,0.2904,2952,2231,listed_nightly,quote_per_night,False,0,,,,,,,140090,152569,0.0891,0.7826,0.8866,0.736,0.8946,0.79,0.6752,0.6486,338,
new-orleans,NA,sequential,2025-06-09,2025-09-11,7522,7444,6786,0.9022,0.0884,658,736,listed_nightly,listed_nightly,True,4724,0.0,-0.0105,0.4246,0.37,135.0,135.0,81894,83671,0.0217,0.7133,0.8818,0.6929,0.7918,0.7857,0.452,0.4601,94,0.0
new-orleans,NA,sequential,2025-09-11,2025-12-12,7444,7278,6810,0.9148,0.0643,468,634,listed_nightly,none,False,0,,,,,,,79879,81313,0.018,0.653,0.9101,0.7997,0.8868,0.7628,0.4552,0.4573,92,
new-orleans,NA,sequential,2025-12-12,2026-01-16,7278,6160,5851,0.8039,0.0502,309,1427,none,none,False,0,,,,,,,77599,78982,0.0178,0.3763,0.7316,0.5704,0.8252,0.7994,0.496,0.5053,35,
new-orleans,NA,sequential,2026-01-16,2026-02-17,6160,6493,6020,0.9773,0.0728,473,140,none,none,False,0,,,,,,,79215,79791,0.0073,0.6,0.8714,0.6357,0.6829,0.7146,0.5027,0.5048,32,
new-orleans,NA,sequential,2026-02-17,2026-03-19,6493,6218,6052,0.9321,0.0267,166,441,none,quote_per_night,False,0,,,,,,,79989,81877,0.0236,0.5079,0.7868,0.6893,0.4398,0.8795,0.5042,0.5091,30,
new-orleans,NA,year_ago,2025-06-09,2026-03-19,7522,6218,5216,0.6934,0.1611,1002,2306,listed_nightly,quote_per_night,False,0,,,,,,,73192,76164,0.0406,0.5061,0.8326,0.6119,0.7375,0.7645,0.5065,0.5285,283,
new-orleans,NA,sequential,2026-03-19,2026-04-18,6218,3769,3579,0.5756,0.0504,190,2639,quote_per_night,quote_per_night,True,2954,0.0079,0.0557,0.5044,0.3575,281.1,298.73,72529,75233,0.0373,0.4562,0.831,0.5718,0.7105,0.7474,0.6125,0.6309,30,0.1001
new-orleans,NA,year_ago,2025-06-09,2026-04-18,7522,3769,3102,0.4124,0.177,667,4420,listed_nightly,quote_per_night,False,0,,,,,,,62055,69880,0.1261,0.5113,0.8477,0.59,0.7511,0.7871,0.6105,0.6328,313,
new-orleans,NA,sequential,2026-04-18,2026-05-23,3769,6314,3641,0.966,0.4233,2673,128,quote_per_night,quote_per_night,True,2962,-0.1003,-0.1508,0.2076,0.6813,299.0,249.6,74276,76960,0.0361,0.8438,0.6953,0.6562,0.8189,0.5945,0.627,0.6267,35,-0.6678
new-orleans,NA,year_ago,2025-06-09,2026-05-23,7522,6314,5180,0.6886,0.1796,1134,2342,listed_nightly,quote_per_night,False,0,,,,,,,71540,76231,0.0656,0.5248,0.8514,0.6016,0.7619,0.7848,0.502,0.5056,348,
new-orleans,NA,sequential,2026-05-23,2026-06-16,6314,7189,6020,0.9534,0.1626,1169,294,quote_per_night,quote_per_night,True,4693,0.0,-0.0216,0.2674,0.3951,205.67,197.5,82371,83906,0.0186,0.8946,0.9184,0.8401,0.6946,0.586,0.5086,0.5086,24,0.0
new-orleans,NA,year_ago,2025-06-09,2026-06-16,7522,7189,5671,0.7539,0.2112,1518,1851,listed_nightly,quote_per_night,False,0,,,,,,,71282,74944,0.0514,0.644,0.8763,0.6721,0.6752,0.7773,0.4808,0.4813,372,
new-orleans,NA,sequential,2026-06-16,2026-07-15,7189,7205,7000,0.9737,0.0285,205,189,quote_per_night,quote_per_night,True,4754,0.0,-0.0005,0.4499,0.33,196.0,197.0,83553,84784,0.0147,0.5979,0.6772,0.6349,0.7317,0.8049,0.4629,0.4763,29,0.0
new-orleans,NA,year_ago,2025-06-09,2026-07-15,7522,7205,5626,0.7479,0.2192,1579,1896,listed_nightly,quote_per_night,False,0,,,,,,,70716,73887,0.0448,0.6477,0.8713,0.664,0.7562,0.784,0.4812,0.4672,401,
new-orleans,NA,sequential,2026-07-15,2026-08-15,7205,7303,7010,0.9729,0.0401,293,195,quote_per_night,quote_per_night,True,4679,0.0,-0.0037,0.3657,0.4341,198.5,197.8,83867,85525,0.0198,0.6821,0.9231,0.5282,0.4949,0.7816,0.4813,0.4773,31,0.0
new-orleans,NA,year_ago,2025-09-11,2026-08-15,7444,7303,5804,0.7797,0.2053,1499,1640,listed_nightly,quote_per_night,False,0,,,,,,,71693,78967,0.1015,0.6024,0.8774,0.6628,0.7218,0.7912,0.4839,0.4673,338,
new-york-city,NA,sequential,2025-10-01,2025-12-04,36111,36261,34515,0.9558,0.0482,1746,1596,listed_nightly,none,False,0,,,,,,,135107,138586,0.0257,0.3578,0.4543,0.7293,0.5527,0.7102,0.1986,0.1891,64,
new-york-city,NA,sequential,2025-12-04,2026-01-15,36261,36282,35183,0.9703,0.0303,1099,1078,none,none,False,0,,,,,,,134641,137738,0.023,0.3609,0.564,0.6512,0.5123,0.6897,0.1874,0.1921,42,
new-york-city,NA,sequential,2026-01-15,2026-02-13,36282,36445,35550,0.9798,0.0246,895,732,none,none,False,0,,,,,,,136012,137609,0.0117,0.3525,0.5273,0.6407,0.5061,0.6827,0.1924,0.1926,29,
new-york-city,NA,sequential,2026-02-13,2026-03-16,36445,35979,35127,0.9638,0.0237,852,1318,none,quote_per_night,False,0,,,,,,,138809,139376,0.0041,0.2094,0.4219,0.7769,0.4707,0.7077,0.1968,0.1971,31,
new-york-city,NA,sequential,2026-03-16,2026-04-14,35979,35036,34796,0.9671,0.0069,240,1183,quote_per_night,quote_per_night,True,10584,0.0,0.0303,0.3687,0.1979,197.905,204.67,137731,139433,0.0124,0.2519,0.4793,0.7033,0.4667,0.7792,0.1988,0.1965,29,0.0
new-york-city,NA,sequential,2026-04-14,2026-05-14,35036,28994,28588,0.816,0.014,406,6448,quote_per_night,quote_per_night,True,10164,0.0,0.0455,0.3775,0.194,205.41,216.765,133988,134279,0.0022,0.0729,0.4618,0.2478,0.2931,0.8079,0.2338,0.2333,30,0.0
new-york-city,NA,sequential,2026-05-14,2026-06-08,28994,4506,4333,0.1494,0.0384,173,24661,quote_per_night,quote_per_night,True,1428,0.0452,0.0868,0.5651,0.3081,392.75,425.83,106884,107690,0.0075,0.2766,0.5915,0.5375,0.2601,0.7803,0.4669,0.4671,25,0.9072
new-york-city,NA,sequential,2026-06-08,2026-06-14,4506,30259,4462,0.9902,0.8525,25797,44,quote_per_night,quote_per_night,True,1469,0.0,-0.0507,0.2471,0.4323,428.0,402.5,107889,108092,0.0019,0.6818,0.3182,0.7273,0.5928,0.5445,0.4585,0.4585,6,0.0
new-york-city,NA,sequential,2026-06-14,2026-07-12,30259,30096,29141,0.9631,0.0317,955,1118,quote_per_night,quote_per_night,True,10131,0.0,-0.022,0.3842,0.2878,221.8,216.82,130260,132174,0.0147,0.2496,0.4016,0.7496,0.4534,0.7864,0.2331,0.2183,28,0.0
new-york-city,NA,year_ago,2025-10-01,2026-07-12,36111,30096,25361,0.7023,0.1573,4735,10750,listed_nightly,quote_per_night,False,0,,,,,,,120930,123878,0.0244,0.1607,0.4695,0.4263,0.5476,0.6906,0.2456,0.2156,284,
new-york-city,NA,sequential,2026-07-12,2026-08-10,30096,30234,29122,0.9676,0.0368,1112,974,quote_per_night,quote_per_night,True,9469,0.0,-0.0253,0.3148,0.4176,216.83,209.47,130245,133106,0.022,0.3337,0.5236,0.6786,0.3939,0.7986,0.2179,0.2182,29,0.0
new-york-city,NA,year_ago,2025-10-01,2026-08-10,36111,30234,25090,0.6948,0.1701,5144,11021,listed_nightly,quote_per_night,False,0,,,,,,,120019,127202,0.0598,0.1642,0.4759,0.4262,0.5315,0.703,0.2447,0.2156,313,
paris,EMEA,sequential,2023-12-12,2024-03-16,74329,84397,67796,0.9121,0.1967,16601,6533,listed_nightly,listed_nightly,True,39010,0.0,0.0009,0.3031,0.3127,150.0,150.0,473643,494183,0.0434,0.5342,0.8544,0.4753,0.9308,0.3431,0.163,0.1803,95,0.0
paris,EMEA,sequential,2024-03-16,2024-06-10,84397,95885,76586,0.9074,0.2013,19299,7811,listed_nightly,listed_nightly,True,47900,0.0,0.0257,0.3742,0.215,161.0,170.0,480024,507821,0.0579,0.4373,0.8611,0.4139,0.9236,0.3221,0.1656,0.1758,86,0.0
paris,EMEA,sequential,2024-06-10,2024-09-06,95885,95461,85579,0.8925,0.1035,9882,10306,listed_nightly,listed_nightly,True,48773,0.0,-0.0382,0.2661,0.3632,171.0,165.0,492044,517475,0.0517,0.4069,0.9199,0.342,0.9128,0.4254,0.1587,0.1722,88,0.0
paris,EMEA,sequential,2024-09-06,2024-12-06,95461,91031,85483,0.8955,0.0609,5548,9978,listed_nightly,listed_nightly,True,46219,0.0,-0.0424,0.2196,0.3708,164.0,154.0,481262,521866,0.0844,0.5856,0.9121,0.4044,0.8891,0.553,0.1678,0.1791,91,0.0
paris,EMEA,year_ago,2023-12-12,2024-12-06,74329,91031,56402,0.7588,0.3804,34629,17927,listed_nightly,listed_nightly,True,27623,0.0,-0.0424,0.3241,0.4218,155.0,150.0,408395,372445,-0.088,0.5334,0.8699,0.4078,0.9224,0.3645,0.1732,0.1984,360,0.0
paris,EMEA,sequential,2024-12-06,2025-03-03,91031,86064,80896,0.8887,0.06,5168,10135,listed_nightly,listed_nightly,True,43421,-0.0062,-0.0247,0.2869,0.501,155.0,153.0,480873,524101,0.0899,0.5626,0.8954,0.3715,0.8667,0.5762,0.1821,0.2037,87,-0.0259
paris,EMEA,year_ago,2024-03-16,2025-03-03,84397,86064,60827,0.7207,0.2932,25237,23570,listed_nightly,listed_nightly,True,30308,-0.0422,-0.0728,0.3007,0.5481,166.0,155.0,395090,397871,0.007,0.4828,0.8923,0.3783,0.906,0.4269,0.1778,0.2083,352,-0.0437
paris,EMEA,sequential,2025-03-03,2025-06-06,86064,84055,77913,0.9053,0.0731,6142,8151,listed_nightly,listed_nightly,True,40170,0.0,0.0907,0.4962,0.1254,155.0,171.0,491956,539191,0.096,0.5332,0.9079,0.3784,0.9012,0.541,0.2073,0.2139,95,0.0
paris,EMEA,year_ago,2024-06-10,2025-06-06,95885,84055,66468,0.6932,0.2092,17587,29417,listed_nightly,listed_nightly,True,34344,-0.0088,-0.0376,0.3583,0.5041,180.0,174.0,397542,434741,0.0936,0.4639,0.9114,0.3497,0.89,0.5341,0.1741,0.2101,361,-0.0089
paris,EMEA,sequential,2025-06-06,2025-09-12,84055,81853,77194,0.9184,0.0569,4659,6861,listed_nightly,none,False,0,,,,,,,507788,547073,0.0774,0.6563,0.9276,0.4703,0.892,0.4834,0.2112,0.217,98,
paris,EMEA,year_ago,2024-09-06,2025-09-12,95461,81853,67773,0.71,0.172,14080,27688,listed_nightly,none,False,0,,,,,,,391646,464127,0.1851,0.5558,0.9108,0.3761,0.8771,0.5604,0.1804,0.2111,371,
paris,EMEA,sequential,2025-09-12,2025-12-13,81853,82045,75505,0.9224,0.0797,6540,6348,none,none,False,0,,,,,,,518230,534777,0.0319,0.6352,0.9108,0.4611,0.8971,0.5549,0.2156,0.2162,92,
paris,EMEA,year_ago,2024-12-06,2025-12-13,91031,82045,66688,0.7326,0.1872,15357,24343,listed_nightly,none,False,0,,,,,,,401217,452617,0.1281,0.5587,0.9071,0.3868,0.8756,0.5601,0.1892,0.212,372,
paris,EMEA,sequential,2025-12-13,2026-01-17,82045,50705,48421,0.5902,0.045,2284,33624,none,none,False,0,,,,,,,482538,494102,0.024,0.2746,0.8636,0.2128,0.9173,0.5582,0.2879,0.292,35,
paris,EMEA,year_ago,2024-12-06,2026-01-17,91031,50705,36939,0.4058,0.2715,13766,54092,listed_nightly,none,False,0,,,,,,,323921,393988,0.2163,0.4334,0.8839,0.2745,0.8889,0.5673,0.2609,0.2994,407,
paris,EMEA,sequential,2026-01-17,2026-02-18,50705,50954,45894,0.9051,0.0993,5060,4811,none,none,False,0,,,,,,,464906,475335,0.0224,0.6784,0.8886,0.4003,0.8508,0.437,0.2926,0.2977,32,
paris,EMEA,year_ago,2025-03-03,2026-02-18,86064,50954,38491,0.4472,0.2446,12463,47573,listed_nightly,none,False,0,,,,,,,350641,416515,0.1879,0.4171,0.8844,0.2697,0.8932,0.5603,0.292,0.3039,352,
paris,EMEA,sequential,2026-02-18,2026-03-21,50954,38075,34391,0.6749,0.0968,3684,16563,none,quote_per_night,False,0,,,,,,,417256,426272,0.0216,0.5516,0.8995,0.4944,0.8502,0.4316,0.3074,0.3091,31,
paris,EMEA,year_ago,2025-03-03,2026-03-21,86064,38075,28527,0.3315,0.2508,9548,57537,listed_nightly,quote_per_night,False,0,,,,,,,302351,361240,0.1948,0.4383,0.8896,0.3137,0.8854,0.5342,0.296,0.3165,383,
paris,EMEA,sequential,2026-03-21,2026-04-19,38075,39191,34193,0.898,0.1275,4998,3882,quote_per_night,quote_per_night,True,28468,0.0,-0.0203,0.251,0.3181,240.635,237.0,410809,421345,0.0256,0.6811,0.7921,0.4044,0.8595,0.3491,0.3028,0.3041,29,0.0
paris,EMEA,year_ago,2025-03-03,2026-04-19,86064,39191,29136,0.3385,0.2566,10055,56928,listed_nightly,quote_per_night,False,0,,,,,,,307001,363585,0.1843,0.4353,0.8886,0.3151,0.9022,0.5133,0.2981,0.3111,412,
paris,EMEA,sequential,2026-04-19,2026-05-23,39191,39793,35109,0.8958,0.1177,4684,4082,quote_per_night,quote_per_night,True,29133,0.0,0.0615,0.4029,0.2068,238.25,252.0,419999,430153,0.0242,0.7482,0.8604,0.3204,0.8585,0.3619,0.3008,0.301,34,0.0
paris,EMEA,year_ago,2025-06-06,2026-05-23,84055,39793,30664,0.3648,0.2294,9129,53391,listed_nightly,quote_per_night,False,0,,,,,,,338829,383929,0.1331,0.4363,0.8879,0.3215,0.9062,0.5007,0.2967,0.3108,351,
paris,EMEA,sequential,2026-05-23,2026-06-16,39793,77679,38255,0.9613,0.5075,39424,1538,quote_per_night,quote_per_night,True,31214,0.0,0.0024,0.3032,0.2805,247.59,247.8,449304,459690,0.0231,0.5878,0.8095,0.4876,0.8916,0.3127,0.2957,0.2964,24,0.0
paris,EMEA,year_ago,2025-06-06,2026-06-16,84055,77679,63051,0.7501,0.1883,14628,21004,listed_nightly,quote_per_night,False,0,,,,,,,434869,447799,0.0297,0.5284,0.877,0.4147,0.9027,0.5388,0.2219,0.2208,375,
paris,EMEA,sequential,2026-06-16,2026-07-15,77679,78071,75466,0.9715,0.0334,2605,2213,quote_per_night,quote_per_night,True,39334,0.0,-0.0542,0.3854,0.4105,217.0,204.0,537833,546864,0.0168,0.6304,0.8735,0.5102,0.8967,0.4925,0.2251,0.2277,29,0.0
paris,EMEA,year_ago,2025-06-06,2026-07-15,84055,78071,62179,0.7397,0.2036,15892,21876,listed_nightly,quote_per_night,False,0,,,,,,,428446,433992,0.0129,0.5298,0.8775,0.4173,0.905,0.5323,0.222,0.2175,404,
paris,EMEA,sequential,2026-07-15,2026-08-15,78071,78504,75735,0.9701,0.0353,2769,2336,quote_per_night,quote_per_night,True,37956,0.0,-0.0246,0.3505,0.453,205.5,200.0,537284,545394,0.0151,0.6049,0.9007,0.4705,0.7389,0.5912,0.2271,0.2278,31,0.0
paris,EMEA,year_ago,2025-09-12,2026-08-15,81853,78504,63454,0.7752,0.1917,15050,18399,none,quote_per_night,False,0,,,,,,,456597,455553,-0.0023,0.5005,0.8692,0.3998,0.8868,0.5464,0.2273,0.2217,337,
rome,EMEA,sequential,2022-12-13,2023-03-15,24383,24924,22693,0.9307,0.0895,2231,1690,listed_nightly,listed_nightly,True,15469,0.0529,0.1178,0.5581,0.1642,101.0,119.0,332970,363085,0.0904,0.5325,0.6095,0.6639,0.7051,0.6074,0.3001,0.3099,92,0.227
rome,EMEA,sequential,2023-03-15,2023-06-10,24924,26256,23349,0.9368,0.1107,2907,1575,listed_nightly,listed_nightly,True,16164,0.1547,0.2167,0.6906,0.0585,120.0,148.0,354994,393063,0.1072,0.5098,0.5689,0.6737,0.7241,0.5587,0.3065,0.3329,87,0.8285
rome,EMEA,sequential,2023-06-10,2023-09-07,26256,28014,24820,0.9453,0.114,3194,1436,listed_nightly,listed_nightly,True,17326,0.0,-0.0027,0.3816,0.3185,150.0,150.0,389543,426488,0.0948,0.6247,0.6643,0.6274,0.7116,0.5288,0.3207,0.3395,89,0.0
rome,EMEA,sequential,2023-09-07,2023-12-15,28014,29357,25996,0.928,0.1145,3361,2018,listed_nightly,listed_nightly,True,17193,-0.16,-0.2097,0.1695,0.6717,152.0,118.0,417443,456675,0.094,0.6531,0.6625,0.6031,0.7352,0.543,0.3262,0.3512,99,-0.4742
rome,EMEA,year_ago,2022-12-13,2023-12-15,24383,29357,19903,0.8163,0.322,9454,4480,listed_nightly,listed_nightly,True,12692,0.0909,0.1088,0.6199,0.2643,105.0,119.0,307208,376638,0.226,0.5656,0.6304,0.65,0.7436,0.557,0.3215,0.3555,367,0.0904
rome,EMEA,sequential,2023-12-15,2024-03-22,29357,30318,26880,0.9156,0.1134,3438,2477,listed_nightly,listed_nightly,True,17198,0.1209,0.1686,0.6512,0.1969,116.0,139.0,443344,457230,0.0313,0.5704,0.6536,0.6342,0.7499,0.573,0.3364,0.3541,98,0.5296
rome,EMEA,year_ago,2023-03-15,2024-03-22,24924,30318,20046,0.8043,0.3388,10272,4878,listed_nightly,listed_nightly,True,12399,0.1231,0.1407,0.6887,0.207,123.0,140.0,323289,383233,0.1854,0.5851,0.6421,0.6456,0.7554,0.5519,0.3287,0.3676,373,0.1203
rome,EMEA,sequential,2024-03-22,2024-06-15,30318,32243,28482,0.9394,0.1166,3761,1836,listed_nightly,listed_nightly,True,18305,0.1323,0.1614,0.7102,0.1278,136.0,159.0,449299,478171,0.0643,0.5724,0.6547,0.6623,0.7692,0.515,0.3422,0.3629,85,0.7048
rome,EMEA,year_ago,2023-06-10,2024-06-15,26256,32243,21188,0.807,0.3429,11055,5068,listed_nightly,listed_nightly,True,13446,0.047,0.0514,0.5698,0.3228,154.0,160.0,353673,395719,0.1189,0.633,0.6648,0.6438,0.7675,0.5372,0.3426,0.3893,371,0.0462
rome,EMEA,sequential,2024-06-15,2024-09-11,32243,34061,30577,0.9483,0.1023,3484,1666,listed_nightly,listed_nightly,True,20010,0.0,-0.0196,0.3655,0.4209,156.0,154.0,473641,495285,0.0457,0.6345,0.6951,0.5972,0.7655,0.5227,0.3445,0.3812,88,0.0
rome,EMEA,year_ago,2023-09-07,2024-09-11,28014,34061,22641,0.8082,0.3353,11420,5373,listed_nightly,listed_nightly,True,14471,0.0195,0.0323,0.5251,0.3634,154.0,160.0,382848,404179,0.0557,0.627,0.6657,0.6255,0.7778,0.5323,0.3469,0.3949,370,0.0192
rome,EMEA,sequential,2024-09-11,2024-12-12,34061,35247,31349,0.9204,0.1106,3898,2712,listed_nightly,listed_nightly,True,20834,-0.2182,-0.2406,0.1341,0.7316,151.0,113.0,478667,510349,0.0662,0.6232,0.7091,0.6069,0.7748,0.5064,0.367,0.3827,92,-0.6234
rome,EMEA,year_ago,2023-12-15,2024-12-12,29357,35247,23278,0.7929,0.3396,11969,6079,listed_nightly,listed_nightly,True,15066,0.0,0.0022,0.4565,0.4458,117.0,116.0,403662,411323,0.019,0.6233,0.684,0.6274,0.7875,0.5237,0.358,0.3991,363,0.0
rome,EMEA,sequential,2024-12-12,2025-03-05,35247,34542,31069,0.8815,0.1005,3473,4178,listed_nightly,listed_nightly,True,21085,0.0488,0.0716,0.5623,0.3731,111.0,120.0,487080,501237,0.0291,0.4593,0.673,0.539,0.7829,0.5442,0.3793,0.3942,83,0.233
rome,EMEA,year_ago,2024-03-22,2025-03-05,30318,34542,22948,0.7569,0.3356,11594,7370,listed_nightly,listed_nightly,True,14830,-0.0758,-0.0801,0.3341,0.6242,138.0,125.0,397132,428454,0.0789,0.5748,0.6801,0.5845,0.7945,0.513,0.3789,0.4294,348,-0.0794
rome,EMEA,sequential,2025-03-05,2025-06-12,34542,36309,32406,0.9382,0.1075,3903,2136,listed_nightly,listed_nightly,True,21561,0.175,0.1975,0.7202,0.1661,119.0,143.0,485974,506138,0.0415,0.6423,0.764,0.5824,0.7853,0.5621,0.377,0.3918,99,0.8123
