month,eu27_nights,eu27_domestic,eu27_foreign,eu27_yoy_pct,eu27_domestic_yoy_pct,eu27_foreign_yoy_pct,foreign_share_pct,AT_nights,BE_nights,BG_nights,CH_nights,CY_nights,CZ_nights,DE_nights,DK_nights,EE_nights,EL_nights,ES_nights,FI_nights,FR_nights,HR_nights,HU_nights,IE_nights,IS_nights,IT_nights,LI_nights,LT_nights,LU_nights,LV_nights,MT_nights,NL_nights,NO_nights,PL_nights,PT_nights,RO_nights,SE_nights,SI_nights,SK_nights
2023-07-01,116050361.0,40689732.0,75360629.0,11.07,6.0,14.01,64.94,2789568.0,1428016.0,759659.0,1183713.0,717502.0,1168615.0,6255216.0,1298422.0,302642.0,8510104.0,19949603.0,623961.0,23960382.0,10342065.0,1497350.0,1045675.0,359468.0,17547021.0,2895.0,404622.0,46338.0,316101.0,584139.0,1320648.0,1277164.0,5472983.0,5719888.0,1046584.0,1650845.0,811876.0,480536.0
2023-08-01,125102699.0,51160523.0,73942176.0,12.13,8.28,14.96,59.11,2628815.0,1378604.0,840005.0,1139168.0,800357.0,1156162.0,6041658.0,1126218.0,226433.0,9015103.0,23022599.0,485767.0,29029323.0,10346318.0,1524656.0,1148840.0,373860.0,18378861.0,3218.0,359938.0,44519.0,266365.0,674989.0,1365385.0,1056619.0,5117297.0,6443577.0,1239568.0,1164301.0,786251.0,490790.0
2023-09-01,69296539.0,22745252.0,46551287.0,22.05,17.13,24.6,67.18,1431944.0,930892.0,351748.0,730173.0,642601.0,787825.0,4931119.0,468032.0,99836.0,5328585.0,12997843.0,314131.0,12922434.0,3869645.0,794165.0,597816.0,251523.0,12338325.0,1955.0,170475.0,40294.0,119431.0,465200.0,903167.0,476398.0,2894137.0,4176122.0,700679.0,404857.0,350219.0,265017.0
2023-10-01,55288067.0,18830770.0,36457297.0,21.81,12.83,27.04,65.94,1138701.0,1003625.0,218581.0,641412.0,644738.0,745482.0,4960075.0,483625.0,96222.0,2499528.0,11902043.0,284546.0,11373441.0,1004262.0,734470.0,469762.0,218049.0,9090754.0,1781.0,119454.0,40762.0,93084.0,443481.0,946901.0,397357.0,2173444.0,3483449.0,616873.0,354847.0,171495.0,194422.0
2023-11-01,31769933.0,12893091.0,18876842.0,19.87,15.3,23.21,59.42,776593.0,669758.0,158622.0,360164.0,282715.0,502198.0,2707929.0,247769.0,73074.0,885185.0,7978663.0,273785.0,6741910.0,219360.0,603448.0,295723.0,133253.0,4019138.0,817.0,98482.0,33806.0,70973.0,217164.0,501796.0,290558.0,1633815.0,1788391.0,540387.0,238321.0,71589.0,139339.0
2023-12-01,45296671.0,20832272.0,24464399.0,25.76,24.21,27.12,54.01,2128396.0,950564.0,221335.0,753536.0,263631.0,811922.0,3682067.0,351677.0,119048.0,957965.0,10183081.0,508088.0,11544703.0,371091.0,799388.0,332197.0,130342.0,5055367.0,1299.0,128774.0,38851.0,100382.0,206105.0,628443.0,468257.0,2489734.0,2025150.0,615677.0,367296.0,153862.0,261877.0
2024-01-01,33315803.0,13617244.0,19698559.0,16.72,16.88,16.62,59.13,2138099.0,509583.0,201025.0,657124.0,200208.0,539582.0,2329585.0,189891.0,70874.0,641045.0,7922577.0,352701.0,8229260.0,172335.0,499019.0,185354.0,102295.0,3696824.0,1137.0,93212.0,25946.0,65517.0,154472.0,376265.0,387723.0,2106376.0,1482302.0,470971.0,281873.0,102518.0,278389.0
2024-02-01,41164689.0,17483402.0,23681287.0,18.96,13.79,23.09,57.53,2731365.0,606957.0,257140.0,947056.0,233844.0,748504.0,2860170.0,218701.0,79802.0,676119.0,9282223.0,479341.0,10875111.0,203015.0,564667.0,254072.0,159982.0,4624756.0,1689.0,98819.0,29186.0,68015.0,208358.0,430946.0,620178.0,2256291.0,1943444.0,545498.0,422064.0,121644.0,344637.0
2024-03-01,49226805.0,20307365.0,28919440.0,48.05,57.88,41.84,58.75,2174233.0,861070.0,221638.0,743059.0,326351.0,706747.0,3991342.0,408628.0,92833.0,1128601.0,11675723.0,465091.0,11711158.0,425213.0,707091.0,458850.0,195351.0,6326659.0,1429.0,124886.0,36952.0,89496.0,295028.0,775993.0,637120.0,2093588.0,2792296.0,534410.0,431204.0,139190.0,232534.0
2024-04-01,53512230.0,19782391.0,33729839.0,-1.78,-10.78,4.41,63.03,1076118.0,955992.0,208052.0,583680.0,401466.0,686738.0,3946758.0,394755.0,100024.0,2071460.0,11494204.0,272683.0,12276553.0,1067785.0,771917.0,486714.0,125828.0,9013600.0,1671.0,132921.0,38314.0,89663.0,428531.0,978039.0,368142.0,2136732.0,3236205.0,559980.0,326654.0,182447.0,177925.0
2024-05-01,73033084.0,26991040.0,46042044.0,31.68,34.86,29.89,63.04,1545926.0,1270837.0,260885.0,805292.0,494033.0,1053282.0,6163274.0,669430.0,133256.0,3289797.0,13478453.0,286236.0,16895727.0,2494390.0,976696.0,748172.0,164345.0,11889901.0,2452.0,200642.0,48908.0,127782.0,533556.0,1237262.0,522912.0,3370177.0,4005412.0,706617.0,555745.0,323305.0,273383.0
2024-06-01,82279391.0,27446020.0,54833371.0,17.81,17.08,18.18,66.64,1696319.0,969985.0,430023.0,928112.0,625877.0,866281.0,5984820.0,706765.0,202171.0,6021837.0,15329350.0,492587.0,15524290.0,5305266.0,1017113.0,862328.0,262336.0,13698857.0,2398.0,293395.0,45994.0,196161.0,603316.0,1051972.0,807395.0,3477083.0,4588918.0,766136.0,834223.0,403969.0,284355.0
2024-07-01,135023789.0,46686802.0,88336987.0,16.35,14.74,17.22,65.42,2910056.0,1564218.0,829899.0,1350216.0,825539.0,1354316.0,7989051.0,1510668.0,356426.0,9434792.0,23937719.0,755300.0,29343774.0,10577380.0,1588597.0,1179731.0,365968.0,20022912.0,3226.0,458104.0,54611.0,347777.0,833152.0,1547032.0,1574217.0,6289809.0,6590302.0,1239277.0,2085877.0,858896.0,538574.0
2024-08-01,152155667.0,62705191.0,89450476.0,21.62,22.57,20.97,58.79,3072042.0,1620377.0,942514.0,1341091.0,939859.0,1405092.0,8017867.0,1401286.0,275220.0,10402697.0,27900477.0,578597.0,37695436.0,11349400.0,1732166.0,1359011.0,378630.0,21496491.0,3770.0,459945.0,52546.0,331249.0,954598.0,1634093.0,1279766.0,6486677.0,7566448.0,1486434.0,1446566.0,944701.0,603878.0
2024-09-01,79010570.0,25481229.0,53529341.0,14.02,12.03,14.99,67.75,1414586.0,938475.0,389819.0,837773.0,759315.0,792634.0,5693379.0,547152.0,117409.0,6289337.0,15460137.0,346364.0,14559405.0,4149289.0,928882.0,692002.0,251205.0,14207925.0,2126.0,199881.0,42592.0,130254.0,641014.0,957652.0,562074.0,3072103.0,4754100.0,776800.0,481124.0,404488.0,264452.0
2024-10-01,65043063.0,22287296.0,42755767.0,17.64,18.36,17.28,65.73,1310358.0,1099264.0,249609.0,705696.0,710640.0,934092.0,5905729.0,546271.0,113079.0,3216293.0,13749167.0,344231.0,13025306.0,1231390.0,912332.0,535715.0,233711.0,11133066.0,1977.0,147180.0,44942.0,112215.0,603767.0,1020338.0,479261.0,2651336.0,3772220.0,764033.0,420508.0,219795.0,270187.0
2024-11-01,38585361.0,16755005.0,21830356.0,21.45,29.95,15.65,56.58,852334.0,805459.0,190851.0,426495.0,309159.0,600041.0,3188871.0,287561.0,92552.0,1055812.0,9407612.0,376468.0,8716735.0,293993.0,757744.0,328939.0,142351.0,4965169.0,1103.0,119234.0,35292.0,89987.0,296033.0,567631.0,397261.0,2069081.0,2011152.0,613497.0,276072.0,95886.0,182196.0
2024-12-01,51732356.0,23198931.0,28533425.0,14.21,11.36,16.63,55.16,2286716.0,1077779.0,265793.0,865494.0,296512.0,991949.0,4349162.0,405714.0,136935.0,1143611.0,10953902.0,686452.0,13536080.0,418349.0,1014761.0,349713.0,144336.0,5652801.0,1674.0,157265.0,40620.0,122365.0,282086.0,670983.0,674981.0,3008592.0,2155367.0,751907.0,463040.0,174901.0,339001.0
2025-01-01,39232359.0,16229782.0,23002577.0,17.76,19.19,16.77,58.63,2394108.0,578158.0,280250.0,760819.0,222122.0,667609.0,2761660.0,248740.0,80821.0,832575.0,9233584.0,501054.0,9651633.0,224403.0,623053.0,217880.0,109397.0,4364430.0,1539.0,109088.0,28549.0,79341.0,224690.0,408733.0,533202.0,2379177.0,1714116.0,620204.0,345784.0,122302.0,318295.0
2025-02-01,46601550.0,20408035.0,26193515.0,13.21,16.73,10.61,56.21,2970984.0,642813.0,311415.0,1001053.0,263364.0,834596.0,3034191.0,259006.0,86682.0,842055.0,10340213.0,596290.0,12582316.0,225674.0,650990.0,277890.0,160180.0,5203529.0,2010.0,117208.0,30336.0,80039.0,320387.0,442594.0,770862.0,2805771.0,2040629.0,611753.0,504373.0,124025.0,402427.0
2025-03-01,45659785.0,17698494.0,27961291.0,-7.25,-12.85,-3.31,61.24,1912341.0,743758.0,248315.0,770488.0,343422.0,595485.0,3558911.0,313589.0,84241.0,1168520.0,10949900.0,508734.0,10662807.0,319027.0,706498.0,431005.0,175565.0,6021904.0,1477.0,126332.0,35574.0,90903.0,393020.0,616322.0,658602.0,1988958.0,2582564.0,547095.0,405738.0,101596.0,203226.0
2025-04-01,71734163.0,27619482.0,44114681.0,34.05,39.62,30.79,61.5,1523073.0,1321847.0,261930.0,732077.0,573088.0,982028.0,5885824.0,608760.0,115808.0,2663213.0,15451981.0,351464.0,16295497.0,1419764.0,1049413.0,674192.0,178328.0,11369424.0,1870.0,166958.0,46696.0,124473.0,657773.0,1362025.0,528068.0,2945527.0,4150959.0,699325.0,481354.0,278358.0,273409.0
2025-05-01,76820477.0,29144497.0,47675980.0,5.19,7.98,3.55,62.06,1417521.0,1283080.0,294972.0,834188.0,606285.0,1049516.0,6211821.0,709592.0,137150.0,3681904.0,14849953.0,339655.0,17594122.0,2313320.0,1051754.0,827600.0,183194.0,12511431.0,2563.0,213849.0,48304.0,156360.0,703043.0,1151919.0,592773.0,3337608.0,4346514.0,772680.0,581143.0,326242.0,303139.0
2025-06-01,97122551.0,32802382.0,64320169.0,18.04,19.52,17.3,66.23,1963398.0,1200502.0,490372.0,1066101.0,810972.0,1070194.0,6964474.0,810161.0,230350.0,7116211.0,17719894.0,569293.0,18797229.0,6692720.0,1136517.0,939183.0,300866.0,15842185.0,2856.0,304186.0,50264.0,215183.0,796004.0,1222689.0,1005773.0,4272407.0,5162715.0,857433.0,988212.0,525231.0,374572.0
2025-07-01,149105431.0,51742895.0,97362536.0,10.43,10.83,10.22,65.3,3042618.0,1673789.0,885835.0,1525417.0,1012149.0,1462785.0,8843116.0,1692257.0,391208.0,10815617.0,26462199.0,839548.0,33328589.0,11400873.0,1687666.0,1351801.0,416448.0,21287533.0,3840.0,498092.0,61024.0,380565.0,1089183.0,1584547.0,1862038.0,6767508.0,7372198.0,1309950.0,2339607.0,963088.0,562086.0
2025-08-01,166183536.0,68165993.0,98017543.0,9.22,8.71,9.58,58.98,3263260.0,1752000.0,1005415.0,1507993.0,1164444.0,1574038.0,9368665.0,1591960.0,297184.0,11800299.0,30056314.0,645246.0,40643303.0,12517779.0,1944329.0,1489966.0,429064.0,22571682.0,4143.0,493535.0,56926.0,379885.0,1173264.0,1728637.0,1533688.0,7374664.0,8324010.0,1563666.0,1672286.0,1055998.0,674781.0
2025-09-01,86837475.0,27648228.0,59189247.0,9.91,8.5,10.57,68.16,1499381.0,1003957.0,427608.0,914358.0,927909.0,933907.0,6256286.0,619200.0,122223.0,7184520.0,16890650.0,384136.0,15487074.0,4667662.0,1040431.0,782108.0,270590.0,15431974.0,2463.0,214970.0,46718.0,168704.0,860849.0,995579.0,661019.0,3478177.0,5180586.0,884343.0,553645.0,468914.0,325964.0
2025-10-01,72021163.0,24836064.0,47185099.0,10.73,11.44,10.36,65.52,1387573.0,1254874.0,286487.0,774846.0,892306.0,1091739.0,6743034.0,604936.0,121730.0,3587812.0,15055595.0,380901.0,13964472.0,1393746.0,1068810.0,626652.0,230549.0,12203543.0,2197.0,163073.0,53871.0,130494.0,826224.0,1111328.0,544195.0,2958589.0,4145998.0,903652.0,485852.0,257516.0,320356.0
2025-11-01,41553941.0,17388194.0,24165747.0,7.69,3.78,10.7,58.16,929927.0,816098.0,209928.0,434371.0,418072.0,710279.0,3645705.0,302695.0,96698.0,1182660.0,10235715.0,412568.0,8557362.0,299450.0,871327.0,378544.0,124235.0,5287481.0,1243.0,136565.0,41237.0,98283.0,385451.0,569860.0,410331.0,2491218.0,2145862.0,704317.0,294584.0,97087.0,234968.0
2025-12-01,58739431.0,26223575.0,32515856.0,13.54,13.04,13.96,55.36,2545427.0,1166016.0,304970.0,986825.0,401147.0,1181155.0,5028741.0,454413.0,149681.0,1273379.0,12246973.0,810949.0,14993272.0,469727.0,1164025.0,422497.0,130115.0,6641512.0,2299.0,186240.0,47006.0,140938.0,413100.0,705050.0,763818.0,3588825.0,2337038.0,898073.0,516818.0,208519.0,443940.0
2026-01-01,43077288.0,17863176.0,25214112.0,9.8,10.06,9.61,58.53,2855532.0,571335.0,307258.0,870700.0,298659.0,797007.0,3065424.0,264059.0,88584.0,894900.0,9634686.0,596152.0,10686508.0,225583.0,650712.0,265679.0,101740.0,4864913.0,2032.0,125234.0,30207.0,87617.0,301313.0,420043.0,644470.0,2673251.0,1761135.0,651677.0,398954.0,150197.0,410669.0
2026-02-01,50342297.0,21762035.0,28580262.0,8.03,6.63,9.11,56.77,2904675.0,685496.0,345331.0,1094359.0,355291.0,956105.0,3482729.0,256616.0,95275.0,1011620.0,10656558.0,723557.0,13394404.0,236409.0,687336.0,311201.0,157675.0,6087636.0,2434.0,130149.0,34263.0,88729.0,410901.0,465524.0,946360.0,3087387.0,2058209.0,674694.0,578455.0,144961.0,478786.0
2026-03-01,50867366.0,19674591.0,31192775.0,11.41,11.17,11.56,61.32,1808642.0,781509.0,259067.0,720682.0,359893.0,730199.0,4198502.0,381316.0,96438.0,1359059.0,12211708.0,593745.0,11485210.0,426737.0,723797.0,495224.0,179855.0,6931472.0,1671.0,137088.0,38523.0,102149.0,512198.0,705803.0,726272.0,2265855.0,2827429.0,599678.0,445773.0,138736.0,251616.0
