segment,year,report_year,sheet,visitors,visitor_days,party_1,party_2,party_3plus,avg_party_size,los_statewide,first_time_visitors,repeat_visitors,parties,share_visitors_1,share_visitors_2,share_visitors_3plus,share_parties_1,share_parties_2,share_parties_3plus,avg_party_size_3plus
repeat,2007,2007,TABLE 38,4850296.9764284175,46853630.70031872,777473.7305263029,1943631.2119331106,2129192.033969004,2.1753810125960586,9.65995091187592,,4850296.9764165785,2229631.01559858,0.16029404679851303,0.4007241662477191,0.4389817869537679,0.3487006258376693,0.43586387127183734,0.21543550289049337,4.4326614295329065
repeat,2006,2007,TABLE 38,4806979.774339385,46019018.82806909,788027.6656806637,1890297.7181894006,2128654.390470542,2.1867975813447824,9.573374756791733,,4806979.774340606,2198182.3170772432,0.16393405062515806,0.3932402063100382,0.4428257430650578,0.3584905854071488,0.42996836602315736,0.21154104856969386,4.577694355017047
hotel,2008,2008,TABLE 34,3647579.0,26775790.067323335,556056.0,1559816.0,1531707.0,2.220970386110897,7.340701892220384,1518847.0,2128732.0,1642335.7208230107,0.15244522462707455,0.42763049134782277,0.4199242840251027,0.33857632940075616,0.4748773287407832,0.1865463418584606,4.999505162830806
hotel,2007,2008,TABLE 34,3996219.0,28891416.815086152,570634.0,1666582.0,1759003.0,2.28,7.229688261206701,1636914.0,2359305.0,1752727.6315789474,0.14279347553274732,0.4170397067828365,0.4401668176844162,0.3255691242146639,0.47542526573243354,0.19900561005290252,5.042975140518314
condo,2008,2008,TABLE 35,919443.0,10639558.173307888,107468.0,367525.0,444450.0,2.3124369319250895,11.571743080656319,203256.0,716187.0,397607.81680414063,0.11688380900175432,0.3997257034965735,0.4833904875016722,0.2702864366797349,0.4621702397026072,0.26754332361765787,4.178052364474568
condo,2007,2008,TABLE 35,1014850.0,11245928.646940257,117273.0,397844.0,499733.0,2.33,11.081366134815344,227537.0,787313.0,435557.9399141631,0.1155569788638715,0.392022466374341,0.4924205547617875,0.26924776075282064,0.4567061733261073,0.27404606592107206,4.186667992254302
timeshare,2008,2008,TABLE 36,508588.0,4985190.665299582,48460.0,237739.0,222389.0,2.290662540209364,9.80202180409208,108735.0,399853.0,222026.5932115499,0.09528341211353787,0.4674490943553525,0.43726749353110966,0.21826214283181236,0.5353840649472992,0.24635379222088846,4.065828491833642
timeshare,2007,2008,TABLE 36,500571.0,4832477.298310347,48148.0,228266.0,224157.0,2.3,9.653931738721171,112690.0,387881.0,217639.56521739133,0.09618615541052118,0.4560112351694365,0.4478026094200423,0.22122815744419871,0.5244129204448519,0.25435892211094935,4.049183701198587
all_air,2008,2008,TABLE 2,6713436.0,63130132.90346176,1123053.0,2834902.0,2755481.0,2.133807902540517,9.403550268962386,2338202.0,4375234.0,3146223.2340629008,0.16728438313852995,0.42227288679001335,0.4104427300714567,0.3569527387126108,0.45052461143056377,0.19252264985682543,4.549105996713087
all_air,2007,2008,TABLE 2,7496820.0,69135310.223704,1187587.0,3136631.0,3172602.0,2.14,9.221951491740988,2646523.0,4850297.0,3503186.9158878503,0.15841210006376036,0.4183948660898888,0.4231930338463509,0.3390018941364472,0.447682506716181,0.21331559914737178,4.245508045595497
us_west,2008,2008,TABLE 13,2769229.0,26649336.453176547,496155.0,1130469.0,1142605.0,2.0564933885929984,9.62337764524947,542868.0,2226361.0,1346578.1195117955,0.17916719780126525,0.4082251774771967,0.412607624721538,0.368456157731036,0.41975618926952923,0.21178765299943472,4.006488765070591
us_west,2007,2008,TABLE 13,3244707.0,30536960.87452424,553341.0,1310811.0,1380554.0,2.09,9.41,678793.0,2565914.0,1552491.3875598088,0.1705365076107026,0.4039843967421404,0.4254787874529195,0.35642130090636837,0.4221636945955366,0.22141500449809498,4.016216822307779
us_east,2008,2008,TABLE 15,1683114.0,17586975.28711268,371800.0,793820.0,517494.0,1.8723765769876553,10.44906957408273,738892.0,944222.0,898918.5298973632,0.22090006975166268,0.47163769061394534,0.30746223963439195,0.4136081164579525,0.44154168236505087,0.14485020117699668,3.9743479202776846
us_east,2007,2008,TABLE 15,1901502.0,19595531.242466692,391536.0,920278.0,589688.0,1.9,10.31,870223.0,1031279.0,1000790.5263157896,0.2059088026202444,0.4839742477262711,0.31011694965348446,0.39122672497846434,0.4597755353399575,0.14899773968157812,3.954571429075653
japan,2008,2008,TABLE 20,1175199.0,6744052.791609204,65239.0,440994.0,668966.0,2.8019181176975136,5.7386474900073985,496531.0,678668.0,419426.60371735774,0.055513151389679535,0.375250489491567,0.5692363591187535,0.155543304649228,0.525710572590641,0.31874612276013103,5.003837079038822
japan,2007,2008,TABLE 20,1296421.0,7372698.673001077,76040.0,440137.0,780244.0,2.92,5.69,566925.0,729496.0,443979.79452054796,0.05865378607720794,0.3395015970892172,0.6018446168335749,0.1712690553454472,0.49567233175025704,0.3330586129042958,5.276507536705027
canada,2008,2008,TABLE 22,359580.0,4632068.222863436,43307.0,170936.0,145337.0,2.189817147783525,12.88188504050124,139243.0,220337.0,164205.49102191356,0.12043773291061795,0.47537682852216473,0.40418543856721734,0.2637366127678434,0.5204941653783923,0.21576922185376426,4.102031775684674
canada,2007,2008,TABLE 22,333397.0,4206656.422034628,37724.0,165499.0,130174.0,2.19,12.62,129680.0,203717.0,152236.07305936073,0.11315038827583931,0.4964021871822482,0.3904474245419125,0.2477993503240881,0.5435603949645618,0.20864025471135011,4.098345551436252
europe,2008,2008,TABLE 23,115172.0,1474584.3562977137,26900.0,60075.0,28197.0,1.7849463411245792,12.803323345064024,81104.0,34068.0,64524.0685092178,0.23356371340256313,0.5216111554891814,0.2448251311082555,0.4168986956573749,0.46552396174008914,0.11757734260253595,3.7167001083217257
europe,2007,2008,TABLE 23,108022.0,1327041.945967364,25236.0,55057.0,27729.0,1.81,12.28,75636.0,32386.0,59680.66298342541,0.23361907759530465,0.5096832126788987,0.2566977097257966,0.4228505304475014,0.46126330747440336,0.11588616207809518,4.009304012420262
oceania,2008,2008,TABLE 24,155480.0,1343771.1960784635,19413.0,76048.0,60019.0,2.15433110367893,8.642727013625311,82235.0,73245.0,72170.89319951253,0.12485850270131206,0.4891175713918189,0.38602392590686907,0.26898655592821624,0.5268605987026475,0.20415284536913628,4.073532988686637
oceania,2007,2008,TABLE 24,164151.0,1467446.1314293933,15043.0,85627.0,63481.0,2.23,8.94,84688.0,79463.0,73610.31390134529,0.091641232767391,0.5216355672521032,0.38672319998050575,0.20435994907128194,0.5816236574860951,0.21401639344262294,4.029563913699595
other_asia,2008,2008,TABLE 25,112548.0,813484.8379517336,15150.0,29196.0,68202.0,2.7327064008245374,7.2278924365758055,83874.0,28674.0,41185.54410603385,0.134609233393752,0.25940931869069195,0.6059814479155561,0.36784751370519014,0.35444475280979315,0.2777077334850167,5.962993398558367
other_asia,2007,2008,TABLE 25,121109.0,1084779.7262876953,14428.0,31840.0,74841.0,2.75,8.96,88528.0,32581.0,44039.63636363636,0.11913235184833497,0.2629036652932482,0.6179639828584168,0.3276139675829212,0.3614925397782163,0.31089349263886246,5.466183735259748
latin_america,2008,2008,TABLE 26,18896.0,244862.8657914953,5012.0,7634.0,6250.0,1.82,12.958449713775154,13128.0,5768.0,10382.417582417582,0.2652413209144793,0.4040008467400508,0.33075783234546996,0.4827392040643523,0.36764077053344624,0.14962002540220148,4.0233869313318396
latin_america,2007,2008,TABLE 26,19943.0,249618.9789296054,5042.0,8070.0,6830.0,1.85,12.52,13483.0,6460.0,10780.0,0.2528205385348242,0.40465326179611893,0.34247605676177106,0.46771799628942484,0.37430426716141,0.1579777365491651,4.010569583088667
other_mma,2008,2008,TABLE 27,324218.0,3640996.892580487,80076.0,125729.0,118413.0,1.8947432900085746,11.230088682863032,160326.0,163892.0,171114.4732427224,0.24698196892214497,0.38779154766237534,0.3652264834154797,0.46796742836834043,0.36738271642766296,0.1646498552039966,4.202921575166442
other_mma,2007,2008,TABLE 27,307568.0,3294576.2290632986,69195.0,119312.0,119061.0,1.96,10.71,138567.0,169001.0,156922.44897959183,0.2249746397544608,0.38792071997086824,0.38710464027467095,0.4409502939187432,0.38016230557145086,0.17888740050980595,4.241355695124904
first_time,2008,2008,TABLE 37,2338202.0,20048014.6215297,380045.0,1069034.0,889123.0,2.131449579634266,8.574115761396875,2338202.0,,1097000.8497227556,0.16253728292080838,0.45720344093453,0.3802592761446616,0.3464400233564528,0.487253040993622,0.1663069356499252,4.873539826364624
first_time,2007,2008,TABLE 37,2646523.0,22281679.419908576,410113.0,1193000.0,1043410.0,2.18,8.41922672175762,2646523.0,,1214001.376146789,0.15496294572161284,0.4507801368059148,0.3942569174724724,0.337819221673116,0.4913503491184471,0.17083042920843686,5.031188436817101
repeat,2008,2008,TABLE 38,4375234.0,43082117.55317558,743008.0,1765868.0,1866358.0,2.1321443058816967,9.846814491105066,,4375234.0,2052034.6525938956,0.16982131698556008,0.4036053843063023,0.42657329870813765,0.3620835540280926,0.43027246098593813,0.20764398498596928,4.3801694036221885
repeat,2007,2008,TABLE 38,4850297.0,46853630.70031872,777474.0,1943631.0,2129192.0,2.18,9.65995091187592,,4850297.0,2224906.880733945,0.1602941015776972,0.40072412060539797,0.43898177781690484,0.3494411414393799,0.4367892914598838,0.2137695671007363,4.476690899551138
hotel,2009,2009,TABLE 34,3477292.563213102,25452453.39680945,522484.8487371785,1556155.894239772,1398651.820238397,2.1712028911905668,7.319618045969296,1446981.4509168924,2030311.1122978786,1601551.1849776271,0.1502562235529558,0.44751940365979637,0.40222437278789364,0.32623674699755373,0.48582771154501403,0.1879355414574322,4.646863037890009
hotel,2008,2009,TABLE 34,3647579.0,26775790.067323335,556056.0,1559816.0,1531707.0,2.220970386110897,7.340701892220384,1518847.0,2128732.0,1642335.7208230107,0.15244522462707455,0.42763049134782277,0.4199242840251027,0.33857632940075616,0.4748773287407832,0.1865463418584606,4.999505162830806
condo,2009,2009,TABLE 35,862732.183004762,9972513.491776427,100630.33632616255,352983.239712184,409118.6069662933,2.297457555505484,11.559222767190292,176596.216482902,686135.9665217181,375516.0485717634,0.11664145410187753,0.40914578900116866,0.4742127568968122,0.2679787900115046,0.46999754212199374,0.2620236678665016,4.157959050495954
condo,2008,2009,TABLE 35,919443.0,10639558.173307888,107468.0,367525.0,444450.0,2.3124369319250895,11.5717430806563,203256.0,716187.0,397607.81680414063,0.11688380900175432,0.3997257034965735,0.4833904875016722,0.2702864366797349,0.4621702397026072,0.26754332361765787,4.178052364474568
timeshare,2009,2009,TABLE 36,534690.9592617103,5227265.827390913,52794.814770262834,248913.93333186148,232982.21115978886,2.273747066874397,9.776237538425203,103097.44254312167,431593.5167186575,235158.50423799444,0.09873893294018057,0.4655285993156803,0.43573246774451857,0.22450735915904335,0.5292471436200873,0.24624549722086939,4.023405226319305
timeshare,2008,2009,TABLE 36,508588.0,4985190.665299582,48460.0,237739.0,222389.0,2.290662540209364,9.80202180409208,108735.0,399853.0,222026.5932115499,0.09528341211353787,0.4674490943553525,0.43726749353110966,0.21826214283181236,0.5353840649472992,0.24635379222088846,4.065828491833642
all_air,2009,2009,TABLE 2,6420447.946511422,60255060.50146967,1073226.3827846937,2776805.5691561117,2570415.9945706166,2.104635065991296,9.384868626527938,2185039.489649835,4235408.456861587,3050622.9085788573,0.16715755531790205,0.43249405528860346,0.40034838939349443,0.3518056524674365,0.4551210772965866,0.19307327023597695,4.364080319874749
all_air,2008,2009,TABLE 2,6713436.0,63130132.90346176,1123053.0,2834902.0,2755481.0,2.133807902540517,9.403550268962386,2338202.0,4375234.0,3146223.2340629008,0.16728438313852995,0.42227288679001335,0.4104427300714567,0.3569527387126108,0.45052461143056377,0.19252264985682543,4.549105996713087
us_west,2009,2009,TABLE 13,2718817.7039503898,26027983.58040638,486947.81503770594,1125760.758129099,1106109.1307808226,2.0461306716683945,9.573272802581881,520034.06532487035,2198783.638621061,1328760.5437894603,0.17910278218733833,0.4140626112936481,0.40683460651799763,0.36646769601465673,0.4236131044795208,0.20991919950582252,3.965510389960916
us_west,2008,2009,TABLE 13,2769229.0,26649336.453176547,496155.0,1130469.0,1142605.0,2.0564933885929984,9.62337764524947,542868.0,2226361.0,1346578.1195117955,0.17916719780126525,0.4082251774771967,0.412607624721538,0.368456157731036,0.41975618926952923,0.21178765299943472,4.006488765070591
us_east,2009,2009,TABLE 15,1561468.4067504636,16271465.490737282,346586.58817048016,731659.667161678,483222.1514191733,1.8695555607021446,10.420617811025366,671230.3086707556,890238.0980809842,835208.3455407053,0.2219619600832998,0.4685715471402449,0.30946649277701105,0.4149702167380806,0.43801027077142596,0.14701951249049347,3.9352926194722753
us_east,2008,2009,TABLE 15,1683114.0,17586975.28711268,371800.0,793820.0,517494.0,1.8723765769876553,10.44906957408273,738892.0,944222.0,898918.5298973632,0.22090006975166268,0.47163769061394534,0.30746223963439195,0.4136081164579525,0.44154168236505087,0.14485020117699668,3.9743479202776846
japan,2009,2009,TABLE 20,1168079.6768339924,6806138.439232396,64395.334544038655,490620.8444544127,613063.4978355501,2.6640346207511096,5.826775839196327,492023.10463653976,676056.5721974669,438462.6489969034,0.05512923118273765,0.4200234403394554,0.5248473284778148,0.14686618048620476,0.5594784932956486,0.29365532621814666,4.7614033488871375
japan,2008,2009,TABLE 20,1175199.0,6744052.791609204,65239.0,440994.0,668966.0,2.8019181176975136,5.7386474900073985,496531.0,678668.0,419426.60371735774,0.055513151389679535,0.375250489491567,0.5692363591187535,0.155543304649228,0.525710572590641,0.31874612276013103,5.003837079038822
canada,2009,2009,TABLE 22,346582.91105745034,4396325.258300598,44510.64576464388,161720.653790745,140351.24403613555,2.1592575614473284,12.684785568788252,130060.30578524311,216522.2378062595,160510.22223821198,0.1284271218936865,0.4666146212960218,0.4049571965562683,0.2773072340438603,0.5037705746576584,0.21892219129848134,3.9941446024284337
canada,2008,2009,TABLE 22,359580.0,4632068.222863436,43307.0,170936.0,145337.0,2.189817147783525,12.88188504050124,139243.0,220337.0,164205.49102191356,0.12043773291061795,0.47537682852216473,0.40418543856721734,0.2637366127678434,0.5204941653783923,0.21576922185376426,4.102031775684674
europe,2009,2009,TABLE 23,104403.11398898267,1366674.3549981005,26959.827934857356,53788.59512628159,23654.690927866955,1.7374303853470503,13.090360074339557,73520.9032896749,30882.21069931515,60090.53074556897,0.2582281974626,0.5152010612629593,0.22657074127466312,0.44865351662491937,0.44756298920065635,0.10378349417442427,3.793000933844195
europe,2008,2009,TABLE 23,115172.0,1474584.3562977137,26900.0,60075.0,28197.0,1.7849463411245792,12.803323345064024,81104.0,34068.0,64524.0685092178,0.23356371340256313,0.5216111554891814,0.2448251311082555,0.4168986956573749,0.46552396174008914,0.11757734260253595,3.7167001083217257
oceania,2009,2009,TABLE 24,136716.51481853658,1262591.1263293233,15328.768073139829,70837.01571361639,50550.73103177986,2.173520436732057,9.23510322074224,75831.77767370382,60884.73714483276,62900.95667289576,0.11212082237091588,0.5181306428681139,0.3697485347609665,0.24369689880639048,0.5630837705854823,0.19321933060812727,4.159293970356455
oceania,2008,2009,TABLE 24,155480.0,1343771.1960784635,19413.0,76048.0,60019.0,2.15433110367893,8.642727013625311,82235.0,73245.0,72170.89319951253,0.12485850270131206,0.4891175713918189,0.38602392590686907,0.26898655592821624,0.5268605987026475,0.20415284536913628,4.073532988686637
other_asia,2009,2009,TABLE 25,110379.72878794576,858880.6100618638,15184.721756570092,39101.96509460783,56093.04193676701,2.414076099653735,7.781144413861408,84069.45282707407,26310.275960871928,45723.38411526387,0.13756802923245062,0.35424951233326496,0.508182458434277,0.3320996914465254,0.42759264051886303,0.24030766803461157,5.1050852317903175
other_asia,2008,2009,TABLE 25,112548.0,813484.8379517336,15150.0,29196.0,68202.0,2.7327064008245374,7.2278924365758055,83874.0,28674.0,41185.54410603385,0.134609233393752,0.25940931869069195,0.6059814479155561,0.36784751370519014,0.35444475280979315,0.2777077334850167,5.962993398558367
latin_america,2009,2009,TABLE 26,17501.858330762934,206906.87504559607,4517.02475349933,7457.633479638475,5527.2000976245945,1.8167060799426502,11.821994621103567,12085.910012399925,5415.948318362664,9633.84144743735,0.25808829371906045,0.42610523629540686,0.3158064699855021,0.46887057236144164,0.38705398673663266,0.1440754409019257,3.982132766808138
latin_america,2008,2009,TABLE 26,18896.0,244862.8657914953,5012.0,7634.0,6250.0,1.82,12.958449713775154,13128.0,5768.0,10382.417582417582,0.2652413209144793,0.4040008467400508,0.33075783234546996,0.4827392040643523,0.36764077053344624,0.14962002540220148,4.0233869313318396
other_mma,2009,2009,TABLE 27,256498.03198449177,3058094.7663581334,68795.65674837113,95858.4362022229,91844.30649987102,1.8456313853636097,11.92246902307606,126183.66142988886,130314.73802058253,138975.76407650806,0.26821124597373364,0.37371996759810866,0.35807021905502984,0.495019093476602,0.34487465076807033,0.1601062557553277,4.127669036629726
other_mma,2008,2009,TABLE 27,324218.0,3640996.892580487,80076.0,125729.0,118413.0,1.8947432900085746,11.230088682863032,160326.0,163892.0,171114.4732427224,0.24698196892214497,0.38779154766237534,0.3652264834154797,0.46796742836834043,0.36738271642766296,0.1646498552039966,4.202921575166442
first_time,2009,2009,TABLE 37,2185039.489649835,18705864.361005887,354743.6494428025,1035254.5260991612,795041.3141080261,2.0989339227852,8.56088159944588,2185039.489649835,,1041023.4766944814,0.16235113878864138,0.47379213556688016,0.3638567256445493,0.3407643126062875,0.4972291928450845,0.16200649454862812,4.714077831365306
first_time,2008,2009,TABLE 37,2338202.0,20048014.6215297,380045.0,1069034.0,889123.0,2.131449579634266,8.574115761396875,2338202.0,,1097000.8497227556,0.16253728292080838,0.45720344093453,0.3802592761446616,0.3464400233564528,0.487253040993622,0.1663069356499252,4.873539826364624
repeat,2009,2009,TABLE 38,4235408.456861587,41549196.14048007,718482.7333410535,1741551.0430544408,1775374.6804572958,2.1069421778936066,9.809962029321673,,6543368.682289884,2010215.8005569438,0.16963717682932639,0.41118845107678703,0.4191743720918095,0.3574157228005038,0.4331751453182122,0.20940913188128393,4.217467292462601
repeat,2008,2009,TABLE 38,4375234.0,43082117.55317558,743008.0,1765868.0,1866358.0,2.1321443058816967,9.846814491105066,,4375234.0,2052034.6525938956,0.16982131698556008,0.4036053843063023,0.42657329870813765,0.3620835540280926,0.43027246098593813,0.20764398498596928,4.3801694036221885
hotel,2010,2010,TABLE 40,3831737.435338245,28302413.286967993,586984.8436917805,1652206.2015382187,1592546.3901058172,2.1957397054525436,7.386313327721426,1595735.4630039916,2236001.972334822,1745078.1738031744,0.1531902573172957,0.43118982691786945,0.4156199157642011,0.33636593048007823,0.47339031177538793,0.19024375774453384,4.7969676495023865
hotel,2009,2010,TABLE 40,3477292.563213102,25452453.39680945,522484.8487371785,1556155.894239772,1398651.820238397,2.1712028911905668,7.319618045969296,1446981.4509168924,2030311.1122978786,1601551.1849776271,0.1502562235529558,0.44751940365979637,0.40222437278789364,0.32623674699755373,0.48582771154501403,0.1879355414574322,4.646863037890009
condo,2010,2010,TABLE 41,967049.7767544339,11079483.081975028,111098.31988501543,387786.81955208076,468164.6373170311,2.3168771064983766,11.45699357809632,198169.18863198702,768880.5881222144,417393.64338404173,0.11488376560912747,0.40099985427177526,0.4841163801187803,0.26617156644811296,0.46453369103573067,0.26929474251615637,4.165094897501666
condo,2009,2010,TABLE 41,862732.183004762,9972513.491776427,100630.33632616255,352983.239712184,409118.6069662933,2.297457555505484,11.559222767190292,176596.216482902,686135.9665217181,375516.0485717634,0.11664145410187753,0.40914578900116866,0.4742127568968122,0.2679787900115046,0.46999754212199374,0.2620236678665016,4.157959050495954
timeshare,2010,2010,TABLE 42,554270.4096588602,5419407.972244768,53113.400041764384,258882.19487894018,242274.8147381919,2.3055527083544383,9.777552396456237,100404.70324491877,453865.7064139634,240406.73962924245,0.09582579029332339,0.4670684026561617,0.4371058070505804,0.2209314103409762,0.5384254103653474,0.24064317929367648,4.187820657293817
timeshare,2009,2010,TABLE 42,534690.9592617103,5227265.827390913,52794.814770262834,248913.93333186148,232982.21115978886,2.273747066874397,9.776237538425203,103097.44254312167,431593.5167186575,235158.50423799444,0.09873893294018057,0.4655285993156803,0.43573246774451857,0.22450735915904335,0.5292471436200873,0.24624549722086939,4.023405226319305
all_air,2010,2010,TABLE 2,6982425.022102886,65598077.69565369,1177364.575487046,2948367.954141312,2856692.492486597,2.1198123265152042,9.394741438405717,2365930.5480910316,4616494.474008469,3293888.3007541588,0.16861829117535745,0.42225558381339506,0.409126125012976,0.3574391321094526,0.44755129575375435,0.19500957213679304,4.447323243669003
all_air,2009,2010,TABLE 2,6420447.946511422,60255060.50146967,1073226.3827846937,2776805.5691561117,2570415.9945706166,2.104635065991296,9.384868626527938,2185039.489649835,4235408.456861587,3050622.9085788573,0.16715755531790205,0.43249405528860346,0.40034838939349443,0.3518056524674365,0.4551210772965866,0.19307327023597695,4.364080319874749
us_west,2010,2010,TABLE 13,2960782.554419885,28306800.88949698,535416.8718782936,1215853.4472161066,1209512.2353268745,2.0430604024486194,9.560580815784771,567398.6889828463,2393383.8654389144,1449189.9264805731,0.18083626947849246,0.41065273280574716,0.4085109977162298,0.3694594214980358,0.4194941687763676,0.2110464097255966,3.954640329982273
us_west,2009,2010,TABLE 13,2718817.7039503898,26027983.58040638,486947.81503770594,1125760.758129099,1106109.1307808226,2.0461306716683945,9.573272802581881,520034.06532487035,2198783.638621061,1328760.5437894603,0.17910278218733833,0.4140626112936481,0.40683460651799763,0.36646769601465673,0.4236131044795208,0.20991919950582252,3.965510389960916
us_east,2010,2010,TABLE 15,1631867.3073795997,17039909.38628046,367057.440427954,754310.7414347063,510499.1255139923,1.8678515332085526,10.44196995014417,690897.4482627651,940969.8591152122,873660.0732802438,0.224930935725015,0.46223779226630524,0.3128312720068738,0.42013759316000365,0.4316957844957773,0.14816662234421907,3.9436842239416756
us_east,2009,2010,TABLE 15,1561468.4067504636,16271465.490737282,346586.58817048016,731659.667161678,483222.1514191733,1.8695555607021446,10.420617811025366,671230.3086707556,890238.0980809842,835208.3455407053,0.2219619600832998,0.4685715471402449,0.30946649277701105,0.4149702167380806,0.43801027077142596,0.14701951249049347,3.9352926194722753
japan,2010,2010,TABLE 20,1239481.1112044107,7277498.101518223,79635.60976215452,477766.73617689434,682078.7652653023,2.7291744962633673,5.871407023255592,514874.88484598853,724606.2263584032,454159.7149253149,0.06424915155405003,0.3854570528409632,0.5502937956049387,0.17534714582787322,0.525989779009199,0.29866307516292784,5.028568702701769
japan,2009,2010,TABLE 20,1168079.6768339924,6806138.439232396,64395.334544038655,490620.8444544127,613063.4978355501,2.6640346207511096,5.826775839196327,492023.10463653976,676056.5721974669,438462.6489969034,0.05512923118273765,0.4200234403394554,0.5248473284778148,0.14686618048620476,0.5594784932956486,0.29365532621814666,4.7614033488871375
canada,2010,2010,TABLE 22,406451.6230853682,5159936.631217543,50684.253048704835,189003.40111342608,166763.9689231655,2.1786684600852135,12.695081869887838,149950.50520364422,256501.11788167863,186559.64894698607,0.12469934961499582,0.4650083561696816,0.41029229421514596,0.2716785399993306,0.5065495196314784,0.22177194036919104,4.030676195259201
canada,2009,2010,TABLE 22,346582.91105745034,4396325.258300598,44510.64576464388,161720.653790745,140351.24403613555,2.1592575614473284,12.684785568788252,130060.30578524311,216522.2378062595,160510.22223821198,0.1284271218936865,0.4666146212960218,0.4049571965562683,0.2773072340438603,0.5037705746576584,0.21892219129848134,3.9941446024284337
europe,2010,2010,TABLE 23,114567.99747869259,1460466.570143421,27182.604089285618,59302.48528764354,28082.8298463183,1.7840561011614848,12.747603654128923,81673.175113234,32894.74411002885,64217.71008439964,0.2372617544820145,0.5176182406319239,0.24511932183803034,0.4232882806559163,0.46172999013592864,0.1149817292081551,3.803270525233044
europe,2009,2010,TABLE 23,104403.11398898267,1366674.3549981005,26959.827934857356,53788.59512628159,23654.690927866955,1.7374303853470503,13.090360074339557,73520.9032896749,30882.21069931515,60090.53074556897,0.2582281974626,0.5152010612629593,0.22657074127466312,0.44865351662491937,0.44756298920065635,0.10378349417442427,3.793000933844195
oceania,2010,2010,TABLE 26,161792.7616004271,1591664.004170746,18251.68153374741,81478.91377732201,62062.01624761976,2.190281055720391,9.83768114355028,87818.29553912132,73974.31601956773,73868.49335060011,0.11280901168386528,0.5036004884974219,0.38358957244880804,0.24708344120571038,0.551513304803719,0.20140325399057066,4.17157596543025
oceania,2009,2010,TABLE 26,136716.51481853658,1262591.1263293233,15328.768073139829,70837.01571361639,50550.73103177986,2.173520436732057,9.23510322074224,75831.77767370382,60884.73714483276,62900.95667289576,0.11212082237091588,0.5181306428681139,0.3697485347609665,0.24369689880639048,0.5630837705854823,0.19321933060812727,4.159293970356455
other_asia,2010,2010,TABLE 29 ,168486.20999095993,1233244.8362312722,18513.356410822875,65295.53096514774,84678.01703624931,2.5286616818046084,7.31952821850341,134138.0518473619,34348.852564854074,66630.58613310335,0.1098805440030742,0.3875422859155722,0.5025812916130803,0.2778507211964189,0.4899816642368366,0.23216761456674448,5.473881688733604
other_asia,2009,2010,TABLE 29 ,110379.72878794576,858880.6100618638,15184.721756570092,39101.96509460783,56093.04193676701,2.414076099653735,7.781144413861408,84069.45282707407,26310.275960871928,45723.38411526387,0.13756802923245062,0.35424951233326496,0.508182458434277,0.3320996914465254,0.42759264051886303,0.24030766803461157,5.1050852317903175
latin_america,2010,2010,TABLE 32,20008.247705339585,238042.3634412492,5148.246039309828,7737.735878143538,7124.283734465095,1.8537173165096537,11.896557901764215,13657.442026450211,6352.823625467714,10793.580837348447,0.2573061926825266,0.38672731326084964,0.3560673497941473,0.47697294502076915,0.3584415586794452,0.16458549629978564,4.010366812363956
latin_america,2009,2010,TABLE 32,17501.858330762934,206906.87504559607,4517.02475349933,7457.633479638475,5527.2000976245945,1.8167060799426502,11.821994621103567,12085.910012399925,5415.948318362664,9633.84144743735,0.25808829371906045,0.42610523629540686,0.3158064699855021,0.46887057236144164,0.38705398673663266,0.1440754409019257,3.982132766808138
other_mma,2010,2010,TABLE 33,278986.6259048803,3290514.913153803,75474.51229121273,97618.96228317768,105891.25059313347,1.8686747698089443,11.794615568234088,125522.05626799216,153462.6688995418,149296.51237994948,0.27053093332490263,0.34990552671317154,0.379556726956642,0.5055343295571113,0.3269298147928066,0.16753585565008208,4.233530050167453
other_mma,2009,2010,TABLE 33,256498.03198449177,3058094.7663581334,68795.65674837113,95858.4362022229,91844.30649987102,1.8456313853636097,11.92246902307606,126183.66142988886,130314.73802058253,138975.76407650806,0.26821124597373364,0.37371996759810866,0.35807021905502984,0.495019093476602,0.34487465076807033,0.1601062557553277,4.127669036629726
first_time,2010,2010,TABLE 43,2365930.5480910316,20165884.827525947,377776.6260986858,1092888.9148903252,895265.0070997106,2.133250119005199,8.523447505167445,2365930.5480910316,,1109073.205721577,0.1596735907584006,0.46192772470524573,0.37839868453537734,0.3406237064873455,0.4927036868496331,0.16667260666302136,4.8431416234374955
first_time,2009,2010,TABLE 43,2185039.489649835,18705864.361005887,354743.6494428025,1035254.5260991612,795041.3141080261,2.0989339227852,8.56088159944588,2185039.489649835,,1041023.4766944814,0.16235113878864138,0.47379213556688016,0.3638567256445493,0.3407643126062875,0.4972291928450845,0.16200649454862812,4.714077831365306
repeat,2010,2010,TABLE 44,4616494.474008469,45432192.86816211,799587.9493847887,1855479.0392454553,1961427.485387146,2.1136771144888984,9.841275262854081,,4616494.474008469,2184105.8136851564,0.17320240582688542,0.4019238081388531,0.42487378603619397,0.3660939613707063,0.4247685775156603,0.20913746111363338,4.294046572569842
repeat,2009,2010,TABLE 44,4235408.456861587,41549196.14048007,718482.7333410535,1741551.0430544408,1775374.6804572958,2.1069421778936066,9.809962029321673,,4235408.456857033,2010215.8005569438,0.16963717682932639,0.41118845107678703,0.4191743720918095,0.3574157228005038,0.4331751453182122,0.20940913188128393,4.217467292462601
