quarter,call_date,source,topic,mgmt_prepared_mentions,mgmt_prepared_words,mgmt_prepared_per_1k_words,mgmt_qa_mentions,mgmt_qa_words,mgmt_qa_per_1k_words,analyst_mentions,analyst_words,analyst_per_1k_words
2025Q4,2026-02-12,ir,supply_hosts,17,2781,6.11,39,5395,7.23,6,1224,4.9
2025Q4,2026-02-12,ir,marketing,1,2781,0.36,4,5395,0.74,0,1224,0.0
2025Q4,2026-02-12,ir,ai,7,2781,2.52,37,5395,6.86,11,1224,8.99
2025Q4,2026-02-12,ir,international_expansion,8,2781,2.88,16,5395,2.97,3,1224,2.45
2025Q4,2026-02-12,ir,services_experiences,7,2781,2.52,3,5395,0.56,6,1224,4.9
2025Q4,2026-02-12,ir,hotels,4,2781,1.44,29,5395,5.38,7,1224,5.72
2025Q4,2026-02-12,ir,regulation,0,2781,0.0,2,5395,0.37,0,1224,0.0
2025Q4,2026-02-12,ir,buyback_capital,9,2781,3.24,0,5395,0.0,0,1224,0.0
2025Q4,2026-02-12,ir,fx,5,2781,1.8,2,5395,0.37,1,1224,0.82
2025Q4,2026-02-12,ir,guidance,7,2781,2.52,3,5395,0.56,8,1224,6.54
2026Q1,2026-05-07,ir,margin_ebitda,16,2368,6.76,3,6604,0.45,2,1063,1.88
2026Q1,2026-05-07,ir,take_rate_fees,9,2368,3.8,6,6604,0.91,2,1063,1.88
2026Q1,2026-05-07,ir,adr_pricing,12,2368,5.07,10,6604,1.51,0,1063,0.0
2026Q1,2026-05-07,ir,nights_demand,42,2368,17.74,28,6604,4.24,7,1063,6.59
2026Q1,2026-05-07,ir,supply_hosts,27,2368,11.4,31,6604,4.69,5,1063,4.7
2026Q1,2026-05-07,ir,marketing,2,2368,0.84,6,6604,0.91,0,1063,0.0
2026Q1,2026-05-07,ir,ai,5,2368,2.11,50,6604,7.57,4,1063,3.76
2026Q1,2026-05-07,ir,international_expansion,9,2368,3.8,10,6604,1.51,1,1063,0.94
2026Q1,2026-05-07,ir,services_experiences,7,2368,2.96,6,6604,0.91,2,1063,1.88
2026Q1,2026-05-07,ir,hotels,5,2368,2.11,46,6604,6.97,10,1063,9.41
2026Q1,2026-05-07,ir,regulation,1,2368,0.42,3,6604,0.45,1,1063,0.94
2026Q1,2026-05-07,ir,buyback_capital,6,2368,2.53,1,6604,0.15,0,1063,0.0
2026Q1,2026-05-07,ir,fx,5,2368,2.11,0,6604,0.0,0,1063,0.0
2026Q1,2026-05-07,ir,guidance,12,2368,5.07,4,6604,0.61,0,1063,0.0
2026Q2,2026-08-06,ir,margin_ebitda,19,2514,7.56,6,6057,0.99,3,1111,2.7
2026Q2,2026-08-06,ir,take_rate_fees,6,2514,2.39,8,6057,1.32,0,1111,0.0
2026Q2,2026-08-06,ir,adr_pricing,13,2514,5.17,37,6057,6.11,8,1111,7.2
2026Q2,2026-08-06,ir,nights_demand,50,2514,19.89,22,6057,3.63,6,1111,5.4
2026Q2,2026-08-06,ir,supply_hosts,21,2514,8.35,35,6057,5.78,9,1111,8.1
2026Q2,2026-08-06,ir,marketing,2,2514,0.8,0,6057,0.0,0,1111,0.0
2026Q2,2026-08-06,ir,ai,19,2514,7.56,28,6057,4.62,4,1111,3.6
2026Q2,2026-08-06,ir,international_expansion,10,2514,3.98,6,6057,0.99,0,1111,0.0
2026Q2,2026-08-06,ir,services_experiences,5,2514,1.99,18,6057,2.97,4,1111,3.6
2026Q2,2026-08-06,ir,hotels,12,2514,4.77,33,6057,5.45,7,1111,6.3
2026Q2,2026-08-06,ir,regulation,0,2514,0.0,2,6057,0.33,1,1111,0.9
2026Q2,2026-08-06,ir,buyback_capital,5,2514,1.99,6,6057,0.99,1,1111,0.9
2026Q2,2026-08-06,ir,fx,3,2514,1.19,0,6057,0.0,0,1111,0.0
2026Q2,2026-08-06,ir,guidance,12,2514,4.77,6,6057,0.99,1,1111,0.9
