listing_id,crawl_a,crawl_b,ts_a,ts_b,reviews_a,reviews_b,superhost_a,superhost_b,guest_fav_a,guest_fav_b,rating_a,rating_b,room_type,region,location,days_apart,review_delta,reviews_per_year,year_a,year_b,window
40864773,CC-MAIN-2021-04,CC-MAIN-2022-05,2021-01-25 00:00:00,2022-01-31 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Entire home/apt,MEA,Al Manteqah Ath Thamenah,371,0.0,0.0,2021,2022,2021->2022
49357995,CC-MAIN-2021-39,CC-MAIN-2022-33,2021-09-27 00:00:00,2022-08-15 00:00:00,32.0,62.0,True,False,,,5.0,4.98,Private room,Europe,Olsztyn,322,30.0,34.006211180124225,2021,2022,2021->2022
42355710,CC-MAIN-2021-49,CC-MAIN-2022-40,2021-12-06 00:00:00,2022-10-03 00:00:00,112.0,165.0,False,False,,,4.55,4.52,Entire home/apt,Europe,Zandvoort,301,53.0,64.26910299003322,2021,2022,2021->2022
13253929,CC-MAIN-2021-31,CC-MAIN-2022-33,2021-08-02 00:00:00,2022-08-15 00:00:00,19.0,31.0,False,True,,,4.84,4.77,Entire home/apt,Europe,Tavira,378,12.0,11.587301587301587,2021,2022,2021->2022
35980620,CC-MAIN-2021-10,CC-MAIN-2022-40,2021-03-08 00:00:00,2022-10-03 00:00:00,18.0,25.0,False,False,,,4.72,4.76,Entire home/apt,MEA,Zanzibar,574,7.0,4.451219512195122,2021,2022,2021->2022
43999483,CC-MAIN-2021-21,CC-MAIN-2022-21,2021-05-24 00:00:00,2022-05-23 00:00:00,2.0,3.0,False,False,,,5.0,5.0,Entire home/apt,Europe,Sinaia,364,1.0,1.0027472527472527,2021,2022,2021->2022
50045200,CC-MAIN-2021-31,CC-MAIN-2022-40,2021-08-02 00:00:00,2022-10-03 00:00:00,1.0,6.0,False,False,,,5.0,5.0,Entire home/apt,LatAm,Paraguarí,427,5.0,4.27400468384075,2021,2022,2021->2022
46094051,CC-MAIN-2021-49,CC-MAIN-2022-49,2021-12-06 00:00:00,2022-12-05 00:00:00,2.0,2.0,False,False,,,5.0,5.0,Private room,APAC,Makassar,364,0.0,0.0,2021,2022,2021->2022
13972081,CC-MAIN-2021-39,CC-MAIN-2022-27,2021-09-27 00:00:00,2022-07-04 00:00:00,226.0,229.0,True,True,,,4.9,4.9,Entire home/apt,Europe,Τρίπολη,280,3.0,3.9107142857142856,2021,2022,2021->2022
32335975,CC-MAIN-2021-17,CC-MAIN-2022-27,2021-04-26 00:00:00,2022-07-04 00:00:00,61.0,108.0,True,True,,,4.97,4.97,Private room,Europe,Lugo,434,47.0,39.52764976958525,2021,2022,2021->2022
3332434,CC-MAIN-2021-21,CC-MAIN-2022-21,2021-05-24 00:00:00,2022-05-23 00:00:00,36.0,44.0,False,False,,,4.86,4.82,Entire home/apt,Europe,Fuengirola,364,8.0,8.021978021978022,2021,2022,2021->2022
19874935,CC-MAIN-2021-31,CC-MAIN-2022-33,2021-08-02 00:00:00,2022-08-15 00:00:00,91.0,106.0,True,False,,,4.96,4.94,Hotel room,Europe,South Yorkshire,378,15.0,14.484126984126984,2021,2022,2021->2022
32904740,CC-MAIN-2021-31,CC-MAIN-2022-33,2021-08-02 00:00:00,2022-08-15 00:00:00,64.0,71.0,True,True,,,4.73,4.75,Entire home/apt,APAC,Vladivostok,378,7.0,6.759259259259259,2021,2022,2021->2022
38957642,CC-MAIN-2021-25,CC-MAIN-2022-40,2021-06-21 00:00:00,2022-10-03 00:00:00,5.0,12.0,True,True,,,4.6,4.75,Entire home/apt,Europe,Arachova ,469,7.0,5.447761194029851,2021,2022,2021->2022
32907413,CC-MAIN-2021-04,CC-MAIN-2022-21,2021-01-25 00:00:00,2022-05-23 00:00:00,44.0,72.0,True,True,,,4.93,4.94,Entire home/apt,Europe,Helsingborg S,483,28.0,21.159420289855074,2021,2022,2021->2022
4793475,CC-MAIN-2021-43,CC-MAIN-2022-33,2021-10-25 00:00:00,2022-08-15 00:00:00,85.0,97.0,False,True,,,4.64,4.69,Private room,Europe,Nottingham,294,12.0,14.897959183673468,2021,2022,2021->2022
30772079,CC-MAIN-2021-25,CC-MAIN-2022-33,2021-06-21 00:00:00,2022-08-15 00:00:00,9.0,20.0,False,False,,,4.78,4.8,Entire home/apt,Europe,Es Mercadal,420,11.0,9.55952380952381,2021,2022,2021->2022
24742141,CC-MAIN-2021-04,CC-MAIN-2022-05,2021-01-25 00:00:00,2022-01-31 00:00:00,263.0,265.0,True,False,,,4.92,4.92,Entire home/apt,Europe,Modena,371,2.0,1.9676549865229112,2021,2022,2021->2022
31368242,CC-MAIN-2021-04,CC-MAIN-2022-21,2021-01-25 00:00:00,2022-05-23 00:00:00,108.0,160.0,True,True,,,4.83,4.83,Private room,Europe,Rom,483,52.0,39.29606625258799,2021,2022,2021->2022
17565809,CC-MAIN-2021-10,CC-MAIN-2022-27,2021-03-08 00:00:00,2022-07-04 00:00:00,209.0,278.0,False,False,,,4.58,4.59,Entire home/apt,Europe,Saint-Épain,483,69.0,52.14285714285714,2021,2022,2021->2022
48212187,CC-MAIN-2021-17,CC-MAIN-2022-21,2021-04-26 00:00:00,2022-05-23 00:00:00,1.0,3.0,False,False,,,5.0,4.67,Entire home/apt,LatAm,Manantiales,392,2.0,1.8622448979591835,2021,2022,2021->2022
24602901,CC-MAIN-2021-17,CC-MAIN-2022-33,2021-04-26 00:00:00,2022-08-15 00:00:00,21.0,25.0,True,False,,,4.86,4.88,Entire home/apt,LatAm,Vila Santa Cecília,476,4.0,3.0672268907563023,2021,2022,2021->2022
37593502,CC-MAIN-2021-10,CC-MAIN-2022-27,2021-03-08 00:00:00,2022-07-04 00:00:00,16.0,32.0,True,True,,,5.0,4.97,Entire home/apt,MEA,Eden Island,483,16.0,12.091097308488614,2021,2022,2021->2022
38274662,CC-MAIN-2021-31,CC-MAIN-2022-33,2021-08-02 00:00:00,2022-08-15 00:00:00,5.0,7.0,False,False,,,4.4,4.43,Entire home/apt,Europe,Varese,378,2.0,1.9312169312169312,2021,2022,2021->2022
21345254,CC-MAIN-2021-17,CC-MAIN-2022-05,2021-04-26 00:00:00,2022-01-31 00:00:00,215.0,262.0,True,True,,,4.91,4.92,Entire home/apt,NA,New Orleans,280,47.0,61.26785714285714,2021,2022,2021->2022
18309579,CC-MAIN-2021-39,CC-MAIN-2022-40,2021-09-27 00:00:00,2022-10-03 00:00:00,286.0,333.0,True,True,,,4.83,4.84,Entire home/apt,Europe,Sint Geertruid,371,47.0,46.239892183288404,2021,2022,2021->2022
22006214,CC-MAIN-2021-17,CC-MAIN-2022-27,2021-04-26 00:00:00,2022-07-04 00:00:00,55.0,61.0,True,False,,,5.0,5.0,Entire home/apt,Europe,Baak,434,6.0,5.046082949308756,2021,2022,2021->2022
16695682,CC-MAIN-2021-17,CC-MAIN-2022-21,2021-04-26 00:00:00,2022-05-23 00:00:00,10.0,11.0,False,False,,,4.7,4.55,Entire home/apt,Europe,Saretto,392,1.0,0.9311224489795917,2021,2022,2021->2022
24716245,CC-MAIN-2021-04,CC-MAIN-2022-27,2021-01-25 00:00:00,2022-07-04 00:00:00,70.0,92.0,True,True,,,4.87,4.89,Entire home/apt,NA,Frederick,525,22.0,15.295238095238094,2021,2022,2021->2022
18577790,CC-MAIN-2021-25,CC-MAIN-2022-27,2021-06-21 00:00:00,2022-07-04 00:00:00,54.0,62.0,True,False,,,4.83,4.82,Entire home/apt,Europe,Kenmare,378,8.0,7.724867724867725,2021,2022,2021->2022
39609040,CC-MAIN-2021-39,CC-MAIN-2022-27,2021-09-27 00:00:00,2022-07-04 00:00:00,127.0,196.0,True,True,,,4.85,4.77,Entire home/apt,NA,Oljato-Monument Valley,280,69.0,89.94642857142857,2021,2022,2021->2022
22484661,CC-MAIN-2021-21,CC-MAIN-2022-21,2021-05-24 00:00:00,2022-05-23 00:00:00,170.0,238.0,True,True,,,4.87,4.87,Entire home/apt,Europe,Albufeira,364,68.0,68.18681318681318,2021,2022,2021->2022
26018452,CC-MAIN-2021-04,CC-MAIN-2022-05,2021-01-25 00:00:00,2022-01-31 00:00:00,318.0,447.0,True,True,,,4.88,4.86,Entire home/apt,Europe,Brumath,371,129.0,126.91374663072777,2021,2022,2021->2022
39804461,CC-MAIN-2021-17,CC-MAIN-2022-49,2021-04-26 00:00:00,2022-12-05 00:00:00,3.0,5.0,False,False,,,5.0,5.0,Private room,APAC,Kalpitiya,588,2.0,1.2414965986394557,2021,2022,2021->2022
50187545,CC-MAIN-2021-39,CC-MAIN-2022-33,2021-09-27 00:00:00,2022-08-15 00:00:00,9.0,46.0,False,True,,,4.67,4.8,Entire home/apt,NA,Hartford,322,37.0,41.940993788819874,2021,2022,2021->2022
48238041,CC-MAIN-2021-17,CC-MAIN-2022-33,2021-04-26 00:00:00,2022-08-15 00:00:00,3.0,45.0,False,False,,,5.0,4.73,Entire home/apt,MEA,Hurghada,476,42.0,32.20588235294118,2021,2022,2021->2022
12929147,CC-MAIN-2021-39,CC-MAIN-2022-27,2021-09-27 00:00:00,2022-07-04 00:00:00,29.0,38.0,False,False,,,4.76,4.74,Entire home/apt,APAC,Yercaud,280,9.0,11.732142857142856,2021,2022,2021->2022
12469153,CC-MAIN-2021-10,CC-MAIN-2022-27,2021-03-08 00:00:00,2022-07-04 00:00:00,73.0,111.0,True,True,,,4.93,4.95,Entire home/apt,NA,Zihuatanejo,483,38.0,28.716356107660456,2021,2022,2021->2022
43834671,CC-MAIN-2021-17,CC-MAIN-2022-33,2021-04-26 00:00:00,2022-08-15 00:00:00,35.0,92.0,True,True,,,4.94,4.93,Entire home/apt,NA,Briggsville,476,57.0,43.707983193277315,2021,2022,2021->2022
43411910,CC-MAIN-2021-04,CC-MAIN-2022-21,2021-01-25 00:00:00,2022-05-23 00:00:00,9.0,11.0,False,True,,,4.78,4.82,Private room,Europe,Basse,483,2.0,1.5113871635610767,2021,2022,2021->2022
22514771,CC-MAIN-2021-17,CC-MAIN-2022-27,2021-04-26 00:00:00,2022-07-04 00:00:00,9.0,18.0,False,True,,,4.67,4.83,Entire home/apt,LatAm,La Barra,434,9.0,7.5691244239631335,2021,2022,2021->2022
9169149,CC-MAIN-2021-04,CC-MAIN-2022-05,2021-01-25 00:00:00,2022-01-31 00:00:00,103.0,133.0,True,True,,,4.88,4.89,Hotel room,NA,Las Terrenas,371,30.0,29.514824797843662,2021,2022,2021->2022
22156440,CC-MAIN-2021-10,CC-MAIN-2022-49,2021-03-08 00:00:00,2022-12-05 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Private room,APAC,Doria Gaon,637,0.0,0.0,2021,2022,2021->2022
33702631,CC-MAIN-2021-21,CC-MAIN-2022-21,2021-05-24 00:00:00,2022-05-23 00:00:00,24.0,41.0,True,True,,,4.83,4.9,Entire home/apt,Europe,Tyne and Wear,364,17.0,17.046703296703296,2021,2022,2021->2022
31164984,CC-MAIN-2021-17,CC-MAIN-2022-40,2021-04-26 00:00:00,2022-10-03 00:00:00,167.0,260.0,True,True,,,4.96,4.96,Entire home/apt,Europe,Simeå,525,93.0,64.65714285714286,2021,2022,2021->2022
23665009,CC-MAIN-2021-25,CC-MAIN-2022-27,2021-06-21 00:00:00,2022-07-04 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Private room,LatAm,Caacupé,378,0.0,0.0,2021,2022,2021->2022
22004775,CC-MAIN-2021-10,CC-MAIN-2022-49,2021-03-08 00:00:00,2022-12-05 00:00:00,6.0,8.0,False,False,,,4.67,4.75,Entire home/apt,MEA,Dibba Al Fujairah,637,2.0,1.1459968602825745,2021,2022,2021->2022
25570785,CC-MAIN-2021-04,CC-MAIN-2022-05,2021-01-25 00:00:00,2022-01-31 00:00:00,92.0,124.0,False,False,,,4.81,4.75,Entire home/apt,Europe,Bourgueil,371,32.0,31.48247978436658,2021,2022,2021->2022
20796740,CC-MAIN-2021-10,CC-MAIN-2022-49,2021-03-08 00:00:00,2022-12-05 00:00:00,5.0,10.0,True,True,,,5.0,5.0,Entire home/apt,Europe,Černošice,637,5.0,2.864992150706436,2021,2022,2021->2022
24919631,CC-MAIN-2021-10,CC-MAIN-2022-05,2021-03-08 00:00:00,2022-01-31 00:00:00,100.0,152.0,True,True,,,4.98,4.97,Private room,NA,Goshen,329,52.0,57.68996960486322,2021,2022,2021->2022
41476503,CC-MAIN-2021-49,CC-MAIN-2022-49,2021-12-06 00:00:00,2022-12-05 00:00:00,5.0,17.0,False,True,,,5.0,4.94,Entire home/apt,Europe,Macerata,364,12.0,12.032967032967033,2021,2022,2021->2022
48696276,CC-MAIN-2021-43,CC-MAIN-2022-49,2021-10-25 00:00:00,2022-12-05 00:00:00,7.0,33.0,True,True,,,5.0,4.97,Entire home/apt,Europe,County Kilkenny,406,26.0,23.374384236453203,2021,2022,2021->2022
45598428,CC-MAIN-2021-10,CC-MAIN-2022-05,2021-03-08 00:00:00,2022-01-31 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Private room,APAC,Sialkot,329,0.0,0.0,2021,2022,2021->2022
21907470,CC-MAIN-2021-04,CC-MAIN-2022-05,2021-01-25 00:00:00,2022-01-31 00:00:00,120.0,133.0,True,True,,,4.9,4.9,Entire home/apt,Europe,Plymouth,371,13.0,12.789757412398922,2021,2022,2021->2022
41016593,CC-MAIN-2021-21,CC-MAIN-2022-21,2021-05-24 00:00:00,2022-05-23 00:00:00,2.0,5.0,False,False,,,5.0,5.0,Entire home/apt,Europe,Sannes,364,3.0,3.008241758241758,2021,2022,2021->2022
14349805,CC-MAIN-2021-04,CC-MAIN-2022-33,2021-01-25 00:00:00,2022-08-15 00:00:00,5.0,5.0,False,False,,,3.8,3.8,Private room,MEA,Bin El Ouidane,567,0.0,0.0,2021,2022,2021->2022
36914928,CC-MAIN-2021-10,CC-MAIN-2022-33,2021-03-08 00:00:00,2022-08-15 00:00:00,19.0,24.0,True,False,,,4.84,4.88,Private room,NA,Tulian Rio,525,5.0,3.4761904761904767,2021,2022,2021->2022
37115639,CC-MAIN-2021-21,CC-MAIN-2022-27,2021-05-24 00:00:00,2022-07-04 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Entire home/apt,APAC,Thị xã Nghĩa Lộ,406,0.0,0.0,2021,2022,2021->2022
3847575,CC-MAIN-2021-39,CC-MAIN-2022-40,2021-09-27 00:00:00,2022-10-03 00:00:00,0.0,3.0,True,False,,,0.0,5.0,Entire home/apt,Europe,St.Tropez,371,3.0,2.951482479784367,2021,2022,2021->2022
33059318,CC-MAIN-2021-31,CC-MAIN-2022-40,2021-08-02 00:00:00,2022-10-03 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Private room,APAC,Sangli,427,0.0,0.0,2021,2022,2021->2022
19077788,CC-MAIN-2021-21,CC-MAIN-2022-21,2021-05-24 00:00:00,2022-05-23 00:00:00,77.0,96.0,True,True,,,4.9,4.9,Entire home/apt,MEA,Arrecife,364,19.0,19.052197802197803,2021,2022,2021->2022
31575437,CC-MAIN-2021-04,CC-MAIN-2022-21,2021-01-25 00:00:00,2022-05-23 00:00:00,20.0,20.0,False,False,,,4.75,4.75,Entire home/apt,APAC,Luang Prabang,483,0.0,0.0,2021,2022,2021->2022
6839245,CC-MAIN-2021-04,CC-MAIN-2022-49,2021-01-25 00:00:00,2022-12-05 00:00:00,107.0,107.0,True,False,,,4.83,4.83,Entire home/apt,Europe,Mencendarbe,679,0.0,0.0,2021,2022,2021->2022
18423185,CC-MAIN-2021-04,CC-MAIN-2022-33,2021-01-25 00:00:00,2022-08-15 00:00:00,111.0,131.0,True,True,,,4.7,4.75,Private room,Europe,Aveiro,567,20.0,12.874779541446207,2021,2022,2021->2022
46404680,CC-MAIN-2021-10,CC-MAIN-2022-05,2021-03-08 00:00:00,2022-01-31 00:00:00,11.0,26.0,True,True,,,4.82,4.85,Entire home/apt,APAC,Zhangzhou,329,15.0,16.641337386018236,2021,2022,2021->2022
21800651,CC-MAIN-2021-25,CC-MAIN-2022-27,2021-06-21 00:00:00,2022-07-04 00:00:00,34.0,67.0,True,True,,,4.91,4.94,Entire home/apt,NA,Scottdale,378,33.0,31.865079365079364,2021,2022,2021->2022
44532052,CC-MAIN-2021-17,CC-MAIN-2022-33,2021-04-26 00:00:00,2022-08-15 00:00:00,1.0,1.0,False,False,,,5.0,5.0,Private room,APAC,Mù Cang Chải,476,0.0,0.0,2021,2022,2021->2022
16185058,CC-MAIN-2021-43,CC-MAIN-2022-49,2021-10-25 00:00:00,2022-12-05 00:00:00,43.0,56.0,True,True,,,4.98,4.98,Entire home/apt,Europe,Bourbon-Lancy,406,13.0,11.687192118226601,2021,2022,2021->2022
24626474,CC-MAIN-2021-04,CC-MAIN-2022-21,2021-01-25 00:00:00,2022-05-23 00:00:00,65.0,90.0,True,True,,,4.92,4.91,Entire home/apt,Europe,Hessigheim,483,25.0,18.892339544513458,2021,2022,2021->2022
45092455,CC-MAIN-2021-17,CC-MAIN-2022-33,2021-04-26 00:00:00,2022-08-15 00:00:00,26.0,104.0,True,True,,,4.96,4.98,Entire home/apt,NA,Twain Harte,476,78.0,59.8109243697479,2021,2022,2021->2022
22710827,CC-MAIN-2021-10,CC-MAIN-2022-05,2021-03-08 00:00:00,2022-01-31 00:00:00,93.0,106.0,True,True,,,4.94,4.94,Entire home/apt,Europe,Norden,329,13.0,14.422492401215806,2021,2022,2021->2022
24460094,CC-MAIN-2021-25,CC-MAIN-2022-49,2021-06-21 00:00:00,2022-12-05 00:00:00,23.0,53.0,True,True,,,5.0,5.0,Entire home/apt,Europe,Altea,532,30.0,20.58270676691729,2021,2022,2021->2022
49466983,CC-MAIN-2021-39,CC-MAIN-2022-40,2021-09-27 00:00:00,2022-10-03 00:00:00,7.0,30.0,False,False,,,5.0,4.8,Entire home/apt,NA,Great Bay Beach,371,23.0,22.628032345013477,2021,2022,2021->2022
42433650,CC-MAIN-2021-21,CC-MAIN-2022-33,2021-05-24 00:00:00,2022-08-15 00:00:00,59.0,65.0,True,False,,,5.0,4.97,Entire home/apt,NA,Hesperia,448,6.0,4.888392857142857,2021,2022,2021->2022
8172364,CC-MAIN-2021-21,CC-MAIN-2022-33,2021-05-24 00:00:00,2022-08-15 00:00:00,36.0,44.0,True,True,,,4.44,4.45,Entire home/apt,NA,Durham,448,8.0,6.517857142857142,2021,2022,2021->2022
29925318,CC-MAIN-2021-39,CC-MAIN-2022-40,2021-09-27 00:00:00,2022-10-03 00:00:00,8.0,17.0,True,True,,,5.0,5.0,Private room,LatAm,Santa Cruz de la Sierra,371,9.0,8.8544474393531,2021,2022,2021->2022
47229678,CC-MAIN-2021-25,CC-MAIN-2022-21,2021-06-21 00:00:00,2022-05-23 00:00:00,18.0,93.0,False,False,,,4.78,4.73,Entire home/apt,MEA,Johannesburg South,336,75.0,81.47321428571429,2021,2022,2021->2022
22600329,CC-MAIN-2021-43,CC-MAIN-2022-49,2021-10-25 00:00:00,2022-12-05 00:00:00,1.0,4.0,False,False,,,5.0,4.5,Entire home/apt,Europe,Florence,406,3.0,2.697044334975369,2021,2022,2021->2022
14038877,CC-MAIN-2021-39,CC-MAIN-2022-49,2021-09-27 00:00:00,2022-12-05 00:00:00,71.0,100.0,True,True,,,4.76,4.8,Private room,Europe,Zadar,434,29.0,24.389400921658986,2021,2022,2021->2022
20895446,CC-MAIN-2021-04,CC-MAIN-2022-05,2021-01-25 00:00:00,2022-01-31 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Entire home/apt,Europe,Lori Berd,371,0.0,0.0,2021,2022,2021->2022
31111404,CC-MAIN-2021-17,CC-MAIN-2022-27,2021-04-26 00:00:00,2022-07-04 00:00:00,65.0,118.0,True,True,,,4.98,4.98,Entire home/apt,LatAm,Puerto Viejo de Talamanca,434,53.0,44.57373271889401,2021,2022,2021->2022
21146413,CC-MAIN-2021-17,CC-MAIN-2022-40,2021-04-26 00:00:00,2022-10-03 00:00:00,91.0,100.0,True,True,,,4.99,4.99,Entire home/apt,Europe,Kington,525,9.0,6.257142857142857,2021,2022,2021->2022
24533163,CC-MAIN-2021-49,CC-MAIN-2022-49,2021-12-06 00:00:00,2022-12-05 00:00:00,7.0,13.0,False,True,,,5.0,4.92,Entire home/apt,NA,Runaway Bay,364,6.0,6.016483516483516,2021,2022,2021->2022
44197416,CC-MAIN-2021-04,CC-MAIN-2022-21,2021-01-25 00:00:00,2022-05-23 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Entire home/apt,APAC,Tcheliabinsk,483,0.0,0.0,2021,2022,2021->2022
41643255,CC-MAIN-2021-21,CC-MAIN-2022-49,2021-05-24 00:00:00,2022-12-05 00:00:00,8.0,23.0,True,True,,,5.0,5.0,Entire home/apt,NA,Port Arthur,560,15.0,9.776785714285714,2021,2022,2021->2022
35804238,CC-MAIN-2021-39,CC-MAIN-2022-49,2021-09-27 00:00:00,2022-12-05 00:00:00,25.0,51.0,True,True,,,5.0,4.96,Entire home/apt,NA,Hermann,434,26.0,21.86635944700461,2021,2022,2021->2022
47993664,CC-MAIN-2021-39,CC-MAIN-2022-49,2021-09-27 00:00:00,2022-12-05 00:00:00,14.0,39.0,True,True,,,4.79,4.87,Entire home/apt,Europe,Ségur,434,25.0,21.025345622119815,2021,2022,2021->2022
44634566,CC-MAIN-2021-10,CC-MAIN-2022-27,2021-03-08 00:00:00,2022-07-04 00:00:00,2.0,7.0,True,False,,,5.0,5.0,Private room,APAC,Lanyu Township,483,5.0,3.7784679089026914,2021,2022,2021->2022
38068150,CC-MAIN-2021-31,CC-MAIN-2022-33,2021-08-02 00:00:00,2022-08-15 00:00:00,9.0,14.0,True,False,,,5.0,4.93,Entire home/apt,LatAm,Sp,378,5.0,4.8280423280423275,2021,2022,2021->2022
45576745,CC-MAIN-2021-10,CC-MAIN-2022-27,2021-03-08 00:00:00,2022-07-04 00:00:00,6.0,49.0,True,False,,,5.0,4.78,Entire home/apt,Europe,Carthage,483,43.0,32.49482401656314,2021,2022,2021->2022
32775603,CC-MAIN-2021-04,CC-MAIN-2022-21,2021-01-25 00:00:00,2022-05-23 00:00:00,55.0,97.0,True,True,,,4.98,4.93,Private room,APAC,Kaup,483,42.0,31.73913043478261,2021,2022,2021->2022
9232865,CC-MAIN-2021-04,CC-MAIN-2022-27,2021-01-25 00:00:00,2022-07-04 00:00:00,306.0,404.0,True,True,,,4.92,4.94,Entire home/apt,Europe,Warszawa,525,98.0,68.13333333333334,2021,2022,2021->2022
23798594,CC-MAIN-2021-21,CC-MAIN-2022-21,2021-05-24 00:00:00,2022-05-23 00:00:00,3.0,10.0,False,False,,,5.0,4.6,Entire home/apt,APAC,Windsor,364,7.0,7.01923076923077,2021,2022,2021->2022
18809180,CC-MAIN-2021-49,CC-MAIN-2022-49,2021-12-06 00:00:00,2022-12-05 00:00:00,25.0,35.0,False,True,,,4.83,4.82,Entire home/apt,NA,Vancouver,364,10.0,10.027472527472527,2021,2022,2021->2022
24041554,CC-MAIN-2021-04,CC-MAIN-2022-49,2021-01-25 00:00:00,2022-12-05 00:00:00,303.0,437.0,True,True,,,4.91,4.92,Entire home/apt,APAC,Torquay,679,134.0,72.03240058910161,2021,2022,2021->2022
18118500,CC-MAIN-2021-21,CC-MAIN-2022-40,2021-05-24 00:00:00,2022-10-03 00:00:00,324.0,457.0,True,True,,,4.94,4.93,Entire home/apt,NA,New Paltz,497,133.0,97.67605633802816,2021,2022,2021->2022
37646210,CC-MAIN-2021-04,CC-MAIN-2022-27,2021-01-25 00:00:00,2022-07-04 00:00:00,1.0,2.0,False,False,,,5.0,5.0,Hotel room,LatAm,Ubajara,525,1.0,0.6952380952380952,2021,2022,2021->2022
40383725,CC-MAIN-2021-10,CC-MAIN-2022-40,2021-03-08 00:00:00,2022-10-03 00:00:00,6.0,19.0,False,False,,,4.83,4.74,Private room,APAC,Kannur,574,13.0,8.266550522648084,2021,2022,2021->2022
30931900,CC-MAIN-2021-10,CC-MAIN-2022-27,2021-03-08 00:00:00,2022-07-04 00:00:00,79.0,106.0,True,True,,,4.94,4.9,Entire home/apt,Europe,Bideford,483,27.0,20.403726708074533,2021,2022,2021->2022
8545333,CC-MAIN-2021-31,CC-MAIN-2022-49,2021-08-02 00:00:00,2022-12-05 00:00:00,516.0,619.0,True,True,,,4.83,4.81,Entire home/apt,Europe,Bordeaux,490,103.0,76.72448979591836,2021,2022,2021->2022
38658047,CC-MAIN-2021-31,CC-MAIN-2022-33,2021-08-02 00:00:00,2022-08-15 00:00:00,108.0,148.0,True,False,,,4.87,4.85,Entire home/apt,Europe,Rastatt,378,40.0,38.62433862433862,2021,2022,2021->2022
6447821,CC-MAIN-2021-49,CC-MAIN-2022-49,2021-12-06 00:00:00,2022-12-05 00:00:00,73.0,82.0,True,True,,,4.75,4.78,Entire home/apt,Europe,Rüdesheim am Rhein,364,9.0,9.024725274725274,2021,2022,2021->2022
26026048,CC-MAIN-2021-04,CC-MAIN-2022-49,2021-01-25 00:00:00,2022-12-05 00:00:00,54.0,71.0,True,False,,,4.96,4.93,Entire home/apt,Europe,Allažu pagasts,679,17.0,9.138438880706923,2021,2022,2021->2022
34078026,CC-MAIN-2021-10,CC-MAIN-2022-05,2021-03-08 00:00:00,2022-01-31 00:00:00,4.0,4.0,False,False,,,5.0,5.0,Hotel room,MEA,Salmiya,329,0.0,0.0,2021,2022,2021->2022
44297892,CC-MAIN-2021-04,CC-MAIN-2022-33,2021-01-25 00:00:00,2022-08-15 00:00:00,12.0,45.0,True,True,,,5.0,4.98,Private room,Europe,Überlingen,567,33.0,21.243386243386244,2021,2022,2021->2022
45559175,CC-MAIN-2021-31,CC-MAIN-2022-21,2021-08-02 00:00:00,2022-05-23 00:00:00,59.0,135.0,True,True,,,4.85,4.86,Entire home/apt,LatAm,Medellín,294,76.0,94.35374149659864,2021,2022,2021->2022
18435112,CC-MAIN-2021-49,CC-MAIN-2022-49,2021-12-06 00:00:00,2022-12-05 00:00:00,247.0,276.0,True,True,,,4.96,4.96,Entire home/apt,Europe,Banská Bystrica,364,29.0,29.07967032967033,2021,2022,2021->2022
46283385,CC-MAIN-2021-39,CC-MAIN-2022-49,2021-09-27 00:00:00,2022-12-05 00:00:00,12.0,27.0,True,True,,,4.92,4.96,Entire home/apt,APAC,Irongate,434,15.0,12.61520737327189,2021,2022,2021->2022
38677877,CC-MAIN-2021-39,CC-MAIN-2022-27,2021-09-27 00:00:00,2022-07-04 00:00:00,33.0,37.0,True,True,,,4.91,4.92,Entire home/apt,NA,Gravenhurst,280,4.0,5.214285714285714,2021,2022,2021->2022
32023682,CC-MAIN-2021-10,CC-MAIN-2022-40,2021-03-08 00:00:00,2022-10-03 00:00:00,35.0,74.0,False,False,,,4.54,4.51,Entire home/apt,APAC,Waitomo,574,39.0,24.79965156794425,2021,2022,2021->2022
35387367,CC-MAIN-2021-21,CC-MAIN-2022-21,2021-05-24 00:00:00,2022-05-23 00:00:00,0.0,0.0,False,False,,,0.0,0.0,Private room,APAC,Sa Pa,364,0.0,0.0,2021,2022,2021->2022
40837119,CC-MAIN-2021-39,CC-MAIN-2022-49,2021-09-27 00:00:00,2022-12-05 00:00:00,6.0,16.0,False,False,,,4.67,4.63,Entire home/apt,LatAm,Frutillar,434,10.0,8.410138248847927,2021,2022,2021->2022
34196329,CC-MAIN-2021-04,CC-MAIN-2022-05,2021-01-25 00:00:00,2022-01-31 00:00:00,54.0,78.0,True,True,,,4.98,4.96,Entire home/apt,Europe,Luleå Ö,371,24.0,23.611859838274935,2021,2022,2021->2022
21606486,CC-MAIN-2021-31,CC-MAIN-2022-27,2021-08-02 00:00:00,2022-07-04 00:00:00,13.0,17.0,True,False,,,4.92,4.94,Entire home/apt,NA,Tower,336,4.0,4.345238095238095,2021,2022,2021->2022
