date,act_symbol,period,period_end_date,consensus,count,high,low,year_ago
2019-04-14,NCLH,Current Year,2019-12-31,6410000000,5,6420000000,6380000000,6060000000
2019-04-14,NCLH,Next Quarter,2019-06-30,1600000000,5,1610000000,1590000000,1520000000
2019-04-14,NCLH,Next Year,2020-12-31,7130000000,5,7210000000,7030000000,6410000000
2019-04-21,NCLH,Current Quarter,2019-03-31,1390000000,5,1400000000,1380000000,1290000000
2019-04-21,NCLH,Current Year,2019-12-31,6410000000,5,6420000000,6380000000,6060000000
2019-04-21,NCLH,Next Quarter,2019-06-30,1600000000,5,1610000000,1590000000,1520000000
2019-04-21,NCLH,Next Year,2020-12-31,7130000000,5,7210000000,7030000000,6410000000
2019-04-28,NCLH,Current Quarter,2019-03-31,1390000000,5,1400000000,1380000000,1290000000
2019-04-28,NCLH,Current Year,2019-12-31,6410000000,5,6420000000,6380000000,6060000000
2019-04-28,NCLH,Next Quarter,2019-06-30,1600000000,5,1610000000,1590000000,1520000000
2019-04-28,NCLH,Next Year,2020-12-31,7130000000,5,7210000000,7030000000,6410000000
2019-05-05,NCLH,Current Quarter,2019-03-31,1390000000,5,1400000000,1380000000,1290000000
2019-05-05,NCLH,Current Year,2019-12-31,6410000000,5,6420000000,6380000000,6060000000
2019-05-05,NCLH,Next Quarter,2019-06-30,1600000000,5,1610000000,1590000000,1520000000
2019-05-05,NCLH,Next Year,2020-12-31,7130000000,5,7210000000,7030000000,6410000000
2019-05-12,NCLH,Current Quarter,2019-06-30,1600000000,5,1610000000,1590000000,1520000000
2019-05-12,NCLH,Current Year,2019-12-31,6410000000,5,6420000000,6380000000,6060000000
2019-05-12,NCLH,Next Quarter,2019-09-30,1930000000,5,1940000000,1920000000,1860000000
2019-05-12,NCLH,Next Year,2020-12-31,7130000000,5,7210000000,7030000000,6410000000
2019-05-19,NCLH,Current Quarter,2019-06-30,1630000000,5,1640000000,1630000000,1520000000
2019-05-19,NCLH,Current Year,2019-12-31,6450000000,5,6470000000,6440000000,6060000000
2019-05-19,NCLH,Next Quarter,2019-09-30,1930000000,5,1960000000,1920000000,1860000000
2019-05-19,NCLH,Next Year,2020-12-31,7140000000,5,7180000000,7080000000,6450000000
2019-05-26,NCLH,Current Quarter,2019-06-30,1630000000,5,1640000000,1630000000,1520000000
2019-05-26,NCLH,Current Year,2019-12-31,6450000000,5,6470000000,6440000000,6060000000
2019-05-26,NCLH,Next Quarter,2019-09-30,1930000000,5,1960000000,1920000000,1860000000
2019-05-26,NCLH,Next Year,2020-12-31,7140000000,5,7180000000,7080000000,6450000000
2019-06-02,NCLH,Current Quarter,2019-06-30,1630000000,5,1640000000,1630000000,1520000000
2019-06-02,NCLH,Current Year,2019-12-31,6450000000,5,6470000000,6440000000,6060000000
2019-06-02,NCLH,Next Quarter,2019-09-30,1930000000,5,1960000000,1920000000,1860000000
2019-06-02,NCLH,Next Year,2020-12-31,7140000000,5,7180000000,7080000000,6450000000
2019-06-09,NCLH,Current Quarter,2019-06-30,1630000000,5,1640000000,1630000000,1520000000
2019-06-09,NCLH,Current Year,2019-12-31,6450000000,5,6470000000,6440000000,6060000000
2019-06-09,NCLH,Next Quarter,2019-09-30,1930000000,5,1960000000,1920000000,1860000000
2019-06-09,NCLH,Next Year,2020-12-31,7140000000,5,7180000000,7080000000,6450000000
2019-06-16,NCLH,Current Quarter,2019-06-30,1630000000,5,1640000000,1630000000,1520000000
2019-06-16,NCLH,Current Year,2019-12-31,6450000000,5,6470000000,6440000000,6060000000
2019-06-16,NCLH,Next Quarter,2019-09-30,1930000000,5,1960000000,1920000000,1860000000
2019-06-16,NCLH,Next Year,2020-12-31,7140000000,5,7180000000,7080000000,6450000000
2019-06-23,NCLH,Current Quarter,2019-06-30,1630000000,5,1640000000,1630000000,1520000000
2019-06-23,NCLH,Current Year,2019-12-31,6450000000,5,6470000000,6440000000,6060000000
2019-06-23,NCLH,Next Quarter,2019-09-30,1930000000,5,1960000000,1920000000,1860000000
2019-06-23,NCLH,Next Year,2020-12-31,7140000000,5,7180000000,7080000000,6450000000
2019-07-01,NCLH,Current Quarter,2019-06-30,1630000000,4,1630000000,1630000000,1520000000
2019-07-01,NCLH,Current Year,2019-12-31,6430000000,5,6470000000,6360000000,6060000000
2019-07-01,NCLH,Next Quarter,2019-09-30,1940000000,4,1960000000,1920000000,1860000000
2019-07-01,NCLH,Next Year,2020-12-31,7130000000,5,7180000000,7080000000,6430000000
2019-07-07,NCLH,Current Quarter,2019-06-30,1630000000,4,1630000000,1630000000,1520000000
2019-07-07,NCLH,Current Year,2019-12-31,6430000000,5,6470000000,6360000000,6060000000
2019-07-07,NCLH,Next Quarter,2019-09-30,1940000000,4,1960000000,1920000000,1860000000
2019-07-07,NCLH,Next Year,2020-12-31,7130000000,5,7180000000,7080000000,6430000000
2019-07-14,NCLH,Current Quarter,2019-06-30,1630000000,4,1630000000,1630000000,1520000000
2019-07-14,NCLH,Current Year,2019-12-31,6430000000,5,6470000000,6360000000,6060000000
2019-07-14,NCLH,Next Quarter,2019-09-30,1940000000,4,1960000000,1920000000,1860000000
2019-07-14,NCLH,Next Year,2020-12-31,7130000000,5,7180000000,7080000000,6430000000
2019-07-21,NCLH,Current Quarter,2019-06-30,1630000000,4,1630000000,1630000000,1520000000
2019-07-21,NCLH,Current Year,2019-12-31,6430000000,5,6470000000,6360000000,6060000000
2019-07-21,NCLH,Next Quarter,2019-09-30,1940000000,4,1960000000,1920000000,1860000000
2019-07-21,NCLH,Next Year,2020-12-31,7130000000,5,7180000000,7080000000,6430000000
2019-07-28,NCLH,Current Quarter,2019-06-30,1630000000,4,1640000000,1620000000,1520000000
2019-07-28,NCLH,Current Year,2019-12-31,6410000000,5,6450000000,6360000000,6060000000
2019-07-28,NCLH,Next Quarter,2019-09-30,1920000000,4,1960000000,1880000000,1860000000
2019-07-28,NCLH,Next Year,2020-12-31,7090000000,5,7140000000,7050000000,6410000000
2019-08-04,NCLH,Current Quarter,2019-06-30,1620000000,4,1640000000,1620000000,1520000000
2019-08-04,NCLH,Current Year,2019-12-31,6370000000,5,6400000000,6360000000,6060000000
2019-08-04,NCLH,Next Quarter,2019-09-30,1900000000,4,1910000000,1880000000,1860000000
2019-08-04,NCLH,Next Year,2020-12-31,7070000000,5,7140000000,7020000000,6370000000
2019-08-11,NCLH,Current Quarter,2019-09-30,1900000000,4,1910000000,1880000000,1860000000
2019-08-11,NCLH,Current Year,2019-12-31,6370000000,5,6400000000,6360000000,6060000000
2019-08-11,NCLH,Next Quarter,2019-12-31,1450000000,4,1470000000,1420000000,1380000000
2019-08-11,NCLH,Next Year,2020-12-31,7070000000,5,7140000000,7020000000,6370000000
2019-08-18,NCLH,Current Quarter,2019-09-30,1910000000,5,1930000000,1880000000,1860000000
2019-08-18,NCLH,Current Year,2019-12-31,6410000000,5,6450000000,6360000000,6060000000
2019-08-18,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-08-18,NCLH,Next Year,2020-12-31,7120000000,5,7200000000,7020000000,6410000000
2019-08-25,NCLH,Current Quarter,2019-09-30,1910000000,5,1930000000,1880000000,1860000000
2019-08-25,NCLH,Current Year,2019-12-31,6410000000,5,6450000000,6360000000,6060000000
2019-08-25,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-08-25,NCLH,Next Year,2020-12-31,7120000000,5,7200000000,7020000000,6410000000
2019-09-01,NCLH,Current Quarter,2019-09-30,1910000000,5,1930000000,1880000000,1860000000
2019-09-01,NCLH,Current Year,2019-12-31,6410000000,5,6450000000,6360000000,6060000000
2019-09-01,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-09-01,NCLH,Next Year,2020-12-31,7120000000,5,7200000000,7020000000,6410000000
2019-09-08,NCLH,Current Quarter,2019-09-30,1910000000,5,1930000000,1880000000,1860000000
2019-09-08,NCLH,Current Year,2019-12-31,6410000000,5,6450000000,6360000000,6060000000
2019-09-08,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-09-08,NCLH,Next Year,2020-12-31,7120000000,5,7200000000,7020000000,6410000000
2019-09-15,NCLH,Current Quarter,2019-09-30,1900000000,5,1930000000,1870000000,1860000000
2019-09-15,NCLH,Current Year,2019-12-31,6400000000,5,6450000000,6360000000,6060000000
2019-09-15,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-09-15,NCLH,Next Year,2020-12-31,7110000000,5,7200000000,7020000000,6400000000
2019-09-22,NCLH,Current Quarter,2019-09-30,1900000000,5,1930000000,1870000000,1860000000
2019-09-22,NCLH,Current Year,2019-12-31,6400000000,5,6450000000,6360000000,6060000000
2019-09-22,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-09-22,NCLH,Next Year,2020-12-31,7110000000,5,7200000000,7020000000,6400000000
2019-09-29,NCLH,Current Quarter,2019-09-30,1900000000,5,1930000000,1870000000,1860000000
2019-09-29,NCLH,Current Year,2019-12-31,6400000000,5,6450000000,6360000000,6060000000
2019-09-29,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-09-29,NCLH,Next Year,2020-12-31,7110000000,5,7200000000,7020000000,6400000000
2019-10-06,NCLH,Current Quarter,2019-09-30,1900000000,5,1930000000,1870000000,1860000000
2019-10-06,NCLH,Current Year,2019-12-31,6400000000,5,6450000000,6360000000,6060000000
2019-10-06,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-10-06,NCLH,Next Year,2020-12-31,7110000000,5,7200000000,7020000000,6400000000
2019-10-13,NCLH,Current Quarter,2019-09-30,1900000000,5,1930000000,1870000000,1860000000
2019-10-13,NCLH,Current Year,2019-12-31,6400000000,5,6450000000,6360000000,6060000000
2019-10-13,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-10-13,NCLH,Next Year,2020-12-31,7110000000,5,7200000000,7020000000,6400000000
2019-10-20,NCLH,Current Quarter,2019-09-30,1900000000,5,1930000000,1870000000,1860000000
2019-10-20,NCLH,Current Year,2019-12-31,6400000000,5,6450000000,6360000000,6060000000
2019-10-20,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-10-20,NCLH,Next Year,2020-12-31,7110000000,5,7200000000,7020000000,6400000000
2019-10-27,NCLH,Current Quarter,2019-09-30,1910000000,5,1930000000,1880000000,1860000000
2019-10-27,NCLH,Current Year,2019-12-31,6410000000,5,6450000000,6360000000,6060000000
2019-10-27,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-10-27,NCLH,Next Year,2020-12-31,7110000000,5,7190000000,7020000000,6410000000
2019-11-03,NCLH,Current Quarter,2019-09-30,1900000000,5,1930000000,1880000000,1860000000
2019-11-03,NCLH,Current Year,2019-12-31,6400000000,5,6450000000,6360000000,6060000000
2019-11-03,NCLH,Next Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-11-03,NCLH,Next Year,2020-12-31,7110000000,5,7190000000,7020000000,6400000000
2019-11-10,NCLH,Current Quarter,2019-12-31,1440000000,5,1460000000,1420000000,1380000000
2019-11-10,NCLH,Current Year,2019-12-31,6400000000,5,6440000000,6360000000,6060000000
2019-11-10,NCLH,Next Quarter,2020-03-31,1560000000,3,1570000000,1540000000,1400000000
2019-11-10,NCLH,Next Year,2020-12-31,7110000000,5,7190000000,7020000000,6400000000
2019-11-17,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2019-11-17,NCLH,Current Year,2019-12-31,6400000000,5,6430000000,6360000000,6060000000
2019-11-17,NCLH,Next Quarter,2020-03-31,1560000000,3,1560000000,1550000000,1400000000
2019-11-17,NCLH,Next Year,2020-12-31,7100000000,5,7170000000,7020000000,6400000000
2019-11-24,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2019-11-24,NCLH,Current Year,2019-12-31,6400000000,5,6430000000,6360000000,6060000000
2019-11-24,NCLH,Next Quarter,2020-03-31,1560000000,3,1560000000,1550000000,1400000000
2019-11-24,NCLH,Next Year,2020-12-31,7100000000,5,7170000000,7020000000,6400000000
2019-12-01,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2019-12-01,NCLH,Current Year,2019-12-31,6400000000,5,6430000000,6360000000,6060000000
2019-12-01,NCLH,Next Quarter,2020-03-31,1560000000,3,1560000000,1550000000,1400000000
2019-12-01,NCLH,Next Year,2020-12-31,7100000000,5,7170000000,7020000000,6400000000
2019-12-08,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2019-12-08,NCLH,Current Year,2019-12-31,6400000000,5,6430000000,6360000000,6060000000
2019-12-08,NCLH,Next Quarter,2020-03-31,1560000000,3,1560000000,1550000000,1400000000
2019-12-08,NCLH,Next Year,2020-12-31,7100000000,5,7170000000,7020000000,6400000000
2019-12-15,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2019-12-15,NCLH,Current Year,2019-12-31,6400000000,5,6430000000,6360000000,6060000000
2019-12-15,NCLH,Next Quarter,2020-03-31,1560000000,3,1560000000,1550000000,1400000000
2019-12-15,NCLH,Next Year,2020-12-31,7100000000,5,7170000000,7020000000,6400000000
2019-12-22,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2019-12-22,NCLH,Current Year,2019-12-31,6400000000,5,6430000000,6360000000,6060000000
2019-12-22,NCLH,Next Quarter,2020-03-31,1560000000,3,1560000000,1550000000,1400000000
2019-12-22,NCLH,Next Year,2020-12-31,7100000000,5,7170000000,7020000000,6400000000
2019-12-29,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2019-12-29,NCLH,Current Year,2019-12-31,6400000000,5,6430000000,6360000000,6060000000
2019-12-29,NCLH,Next Quarter,2020-03-31,1560000000,3,1560000000,1550000000,1400000000
2019-12-29,NCLH,Next Year,2020-12-31,7100000000,5,7160000000,7020000000,6400000000
2020-01-05,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2020-01-05,NCLH,Current Year,2019-12-31,6400000000,5,6430000000,6360000000,
2020-01-05,NCLH,Next Quarter,2020-03-31,1560000000,3,1560000000,1550000000,1400000000
2020-01-05,NCLH,Next Year,2020-12-31,7100000000,5,7160000000,7020000000,6400000000
2020-01-12,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2020-01-12,NCLH,Current Year,2019-12-31,6410000000,5,6430000000,6360000000,
2020-01-12,NCLH,Next Quarter,2020-03-31,1560000000,4,1570000000,1550000000,1400000000
2020-01-12,NCLH,Next Year,2020-12-31,7100000000,5,7160000000,7020000000,6410000000
2020-01-19,NCLH,Current Quarter,2019-12-31,1430000000,5,1450000000,1420000000,1380000000
2020-01-19,NCLH,Current Year,2019-12-31,6410000000,5,6430000000,6360000000,
2020-01-19,NCLH,Next Quarter,2020-03-31,1560000000,4,1570000000,1550000000,1400000000
2020-01-19,NCLH,Next Year,2020-12-31,7100000000,5,7160000000,7020000000,6410000000
2020-01-26,NCLH,Current Quarter,2019-12-31,1440000000,4,1450000000,1420000000,1380000000
2020-01-26,NCLH,Current Year,2019-12-31,6420000000,4,6430000000,6400000000,
2020-01-26,NCLH,Next Quarter,2020-03-31,1560000000,4,1570000000,1550000000,1400000000
2020-01-26,NCLH,Next Year,2020-12-31,7120000000,4,7160000000,7070000000,6420000000
2020-02-02,NCLH,Current Quarter,2019-12-31,1440000000,4,1450000000,1420000000,1380000000
2020-02-02,NCLH,Current Year,2019-12-31,6420000000,4,6430000000,6400000000,
2020-02-02,NCLH,Next Quarter,2020-03-31,1560000000,4,1570000000,1540000000,1400000000
2020-02-02,NCLH,Next Year,2020-12-31,7110000000,4,7160000000,7060000000,6420000000
2020-02-09,NCLH,Current Quarter,2019-12-31,1440000000,4,1450000000,1420000000,1380000000
2020-02-09,NCLH,Current Year,2019-12-31,6420000000,4,6430000000,6400000000,
2020-02-09,NCLH,Next Quarter,2020-03-31,1560000000,4,1570000000,1540000000,1400000000
2020-02-09,NCLH,Next Year,2020-12-31,7110000000,4,7160000000,7060000000,6420000000
2020-02-16,NCLH,Current Quarter,2019-12-31,1440000000,4,1450000000,1420000000,1380000000
2020-02-16,NCLH,Current Year,2019-12-31,6420000000,4,6430000000,6400000000,
2020-02-16,NCLH,Next Quarter,2020-03-31,1560000000,4,1570000000,1540000000,1400000000
2020-02-16,NCLH,Next Year,2020-12-31,7110000000,4,7160000000,7060000000,6420000000
2020-02-23,NCLH,Current Quarter,2020-03-31,1540000000,4,1560000000,1520000000,1400000000
2020-02-23,NCLH,Current Year,2020-12-31,7080000000,4,7160000000,7020000000,6460000000
2020-02-23,NCLH,Next Quarter,2020-06-30,1840000000,4,1880000000,1830000000,1660000000
2020-02-23,NCLH,Next Year,2021-12-31,7460000000,3,7700000000,7310000000,7080000000
2020-03-01,NCLH,Current Quarter,2020-03-31,1470000000,4,1500000000,1440000000,1400000000
2020-03-01,NCLH,Current Year,2020-12-31,6930000000,4,6980000000,6870000000,6460000000
2020-03-01,NCLH,Next Quarter,2020-06-30,1760000000,4,1770000000,1750000000,1660000000
2020-03-01,NCLH,Next Year,2021-12-31,7400000000,4,7660000000,7250000000,6930000000
2020-03-08,NCLH,Current Quarter,2020-03-31,1450000000,4,1500000000,1430000000,1400000000
2020-03-08,NCLH,Current Year,2020-12-31,6800000000,4,6980000000,6460000000,6460000000
2020-03-08,NCLH,Next Quarter,2020-06-30,1720000000,4,1760000000,1650000000,1660000000
2020-03-08,NCLH,Next Year,2021-12-31,7250000000,4,7380000000,7070000000,6800000000
2020-03-15,NCLH,Current Quarter,2020-03-31,1450000000,4,1490000000,1430000000,1400000000
2020-03-15,NCLH,Current Year,2020-12-31,6720000000,4,6880000000,6460000000,6460000000
2020-03-15,NCLH,Next Quarter,2020-06-30,1710000000,4,1760000000,1650000000,1660000000
2020-03-15,NCLH,Next Year,2021-12-31,7170000000,4,7320000000,7060000000,6720000000
2020-03-22,NCLH,Current Quarter,2020-03-31,1420000000,4,1490000000,1310000000,1400000000
2020-03-22,NCLH,Current Year,2020-12-31,6230000000,4,6870000000,4900000000,6460000000
2020-03-22,NCLH,Next Quarter,2020-06-30,1650000000,4,1760000000,1480000000,1660000000
2020-03-22,NCLH,Next Year,2021-12-31,6850000000,4,7250000000,6040000000,6230000000
2020-03-29,NCLH,Current Quarter,2020-03-31,1420000000,4,1490000000,1310000000,1400000000
2020-03-29,NCLH,Current Year,2020-12-31,6230000000,4,6870000000,4900000000,6460000000
2020-03-29,NCLH,Next Quarter,2020-06-30,1650000000,4,1760000000,1480000000,1660000000
2020-03-29,NCLH,Next Year,2021-12-31,6850000000,4,7250000000,6040000000,6230000000
2020-04-05,NCLH,Current Quarter,2020-03-31,1420000000,4,1490000000,1310000000,1400000000
2020-04-05,NCLH,Current Year,2020-12-31,6230000000,4,6870000000,4900000000,6460000000
2020-04-05,NCLH,Next Quarter,2020-06-30,1650000000,4,1760000000,1480000000,1660000000
2020-04-05,NCLH,Next Year,2021-12-31,6850000000,4,7250000000,6040000000,6230000000
2020-04-12,NCLH,Current Quarter,2020-03-31,1390000000,4,1490000000,1310000000,1400000000
2020-04-12,NCLH,Current Year,2020-12-31,5470000000,4,6870000000,3440000000,6460000000
2020-04-12,NCLH,Next Quarter,2020-06-30,1300000000,4,1760000000,244120000,1660000000
2020-04-12,NCLH,Next Year,2021-12-31,6300000000,4,7250000000,4840000000,5470000000
2020-04-19,NCLH,Current Quarter,2020-03-31,1390000000,4,1490000000,1310000000,1400000000
2020-04-19,NCLH,Current Year,2020-12-31,5470000000,4,6870000000,3440000000,6460000000
2020-04-19,NCLH,Next Quarter,2020-06-30,1300000000,4,1760000000,244120000,1660000000
2020-04-19,NCLH,Next Year,2021-12-31,6300000000,4,7250000000,4840000000,5470000000
2020-04-26,NCLH,Current Quarter,2020-03-31,1280000000,4,1490000000,1010000000,1400000000
2020-04-26,NCLH,Current Year,2020-12-31,4310000000,4,6670000000,2230000000,6460000000
2020-04-26,NCLH,Next Quarter,2020-06-30,869160000,4,1710000000,39500000,1660000000
2020-04-26,NCLH,Next Year,2021-12-31,5510000000,4,7060000000,4120000000,4310000000
2020-05-03,NCLH,Current Quarter,2020-03-31,1280000000,4,1490000000,1010000000,1400000000
2020-05-03,NCLH,Current Year,2020-12-31,4160000000,4,6670000000,2230000000,6460000000
2020-05-03,NCLH,Next Quarter,2020-06-30,809860000,4,1710000000,6940000,1660000000
2020-05-03,NCLH,Next Year,2021-12-31,5190000000,4,7060000000,3530000000,4160000000
2020-05-10,NCLH,Current Quarter,2020-03-31,1280000000,4,1490000000,1010000000,1400000000
2020-05-10,NCLH,Current Year,2020-12-31,4160000000,4,6670000000,2230000000,6460000000
2020-05-10,NCLH,Next Quarter,2020-06-30,809860000,4,1710000000,6940000,1660000000
2020-05-10,NCLH,Next Year,2021-12-31,5190000000,4,7060000000,3530000000,4160000000
2020-05-17,NCLH,Current Quarter,2020-06-30,809860000,4,1710000000,6940000,1660000000
2020-05-17,NCLH,Current Year,2020-12-31,4160000000,4,6670000000,2230000000,6460000000
2020-05-17,NCLH,Next Quarter,2020-09-30,1070000000,4,1970000000,347800000,1910000000
2020-05-17,NCLH,Next Year,2021-12-31,5190000000,4,7060000000,3530000000,4160000000
2020-05-24,NCLH,Current Quarter,2020-06-30,3440000,3,4000000,2430000,1660000000
2020-05-24,NCLH,Current Year,2020-12-31,1900000000,4,2100000000,1630000000,6460000000
2020-05-24,NCLH,Next Quarter,2020-09-30,183190000,4,306200000,9000000,1910000000
2020-05-24,NCLH,Next Year,2021-12-31,3930000000,4,4820000000,2510000000,1900000000
2020-05-31,NCLH,Current Quarter,2020-06-30,3440000,3,4000000,2430000,1660000000
2020-05-31,NCLH,Current Year,2020-12-31,1900000000,4,2100000000,1630000000,6460000000
2020-05-31,NCLH,Next Quarter,2020-09-30,183190000,4,306200000,9000000,1910000000
2020-05-31,NCLH,Next Year,2021-12-31,3930000000,4,4820000000,2510000000,1900000000
2020-06-07,NCLH,Current Quarter,2020-06-30,3440000,3,4000000,2430000,1660000000
2020-06-07,NCLH,Current Year,2020-12-31,1900000000,4,2100000000,1630000000,6460000000
2020-06-07,NCLH,Next Quarter,2020-09-30,183190000,4,306200000,9000000,1910000000
2020-06-07,NCLH,Next Year,2021-12-31,3930000000,4,4820000000,2510000000,1900000000
2020-06-14,NCLH,Current Quarter,2020-06-30,3440000,3,4000000,2430000,1660000000
2020-06-14,NCLH,Current Year,2020-12-31,1900000000,4,2100000000,1630000000,6460000000
2020-06-14,NCLH,Next Quarter,2020-09-30,183190000,4,306200000,9000000,1910000000
2020-06-14,NCLH,Next Year,2021-12-31,3930000000,4,4820000000,2510000000,1900000000
2020-06-21,NCLH,Current Quarter,2020-06-30,3440000,3,4000000,2430000,1660000000
2020-06-21,NCLH,Current Year,2020-12-31,1860000000,5,2100000000,1630000000,6460000000
2020-06-21,NCLH,Next Quarter,2020-09-30,183190000,4,306200000,9000000,1910000000
2020-06-21,NCLH,Next Year,2021-12-31,3870000000,5,4820000000,2510000000,1860000000
2020-06-28,NCLH,Current Quarter,2020-06-30,4380000,3,5230000,3900000,1660000000
2020-06-28,NCLH,Current Year,2020-12-31,1810000000,5,2100000000,1630000000,6460000000
2020-06-28,NCLH,Next Quarter,2020-09-30,148110000,4,306200000,9000000,1910000000
2020-06-28,NCLH,Next Year,2021-12-31,3810000000,5,4820000000,2240000000,1810000000
2020-07-05,NCLH,Current Quarter,2020-06-30,4380000,3,5230000,3900000,1660000000
2020-07-05,NCLH,Current Year,2020-12-31,1810000000,5,2100000000,1630000000,6460000000
2020-07-05,NCLH,Next Quarter,2020-09-30,148110000,4,306200000,9000000,1910000000
2020-07-05,NCLH,Next Year,2021-12-31,3810000000,5,4820000000,2240000000,1810000000
2020-07-12,NCLH,Current Quarter,2020-06-30,4380000,3,5230000,3900000,1660000000
2020-07-12,NCLH,Current Year,2020-12-31,1810000000,5,2100000000,1630000000,6460000000
2020-07-12,NCLH,Next Quarter,2020-09-30,148110000,4,306200000,9000000,1910000000
2020-07-12,NCLH,Next Year,2021-12-31,3810000000,5,4820000000,2240000000,1810000000
2020-07-19,NCLH,Current Quarter,2020-06-30,3380000,3,5230000,1000000,1660000000
2020-07-19,NCLH,Current Year,2020-12-31,1740000000,5,2100000000,1250000000,6460000000
2020-07-19,NCLH,Next Quarter,2020-09-30,194480000,3,306200000,68550000,1910000000
2020-07-19,NCLH,Next Year,2021-12-31,3530000000,5,4820000000,2240000000,1740000000
2020-07-26,NCLH,Current Quarter,2020-06-30,3380000,3,5230000,1000000,1660000000
2020-07-26,NCLH,Current Year,2020-12-31,1740000000,5,2100000000,1250000000,6460000000
2020-07-26,NCLH,Next Quarter,2020-09-30,194480000,3,306200000,68550000,1910000000
2020-07-26,NCLH,Next Year,2021-12-31,3530000000,5,4820000000,2240000000,1740000000
2020-08-02,NCLH,Current Quarter,2020-06-30,3380000,3,5230000,1000000,1660000000
2020-08-02,NCLH,Current Year,2020-12-31,1740000000,5,2100000000,1250000000,6460000000
2020-08-02,NCLH,Next Quarter,2020-09-30,194480000,3,306200000,68550000,1910000000
2020-08-02,NCLH,Next Year,2021-12-31,3530000000,5,4820000000,2240000000,1740000000
2020-08-09,NCLH,Current Quarter,2020-09-30,194480000,3,306200000,68550000,1910000000
2020-08-09,NCLH,Current Year,2020-12-31,1740000000,5,2100000000,1250000000,6460000000
2020-08-09,NCLH,Next Quarter,2020-12-31,478600000,3,577800000,312510000,1480000000
2020-08-09,NCLH,Next Year,2021-12-31,3530000000,5,4820000000,2240000000,1740000000
2020-08-16,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-08-16,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-08-16,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-08-16,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-08-23,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-08-23,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-08-23,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-08-23,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-08-30,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-08-30,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-08-30,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-08-30,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-09-06,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-09-06,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-09-06,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-09-06,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-09-13,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-09-13,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-09-13,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-09-13,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-09-20,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
