date,slot,period,value_musd,n,high_musd,low_musd,year_ago_musd
2022-10-23,Current Year,FY2022,8340.0,11,8440.0,8180.0,5990.0
2022-10-23,Next Quarter,2022Q4,1890.0,10,1950.0,1770.0,1530.0
2022-10-23,Next Year,FY2023,9680.0,11,10320.0,9140.0,8340.0
2022-10-30,Current Quarter,2022Q3,2850.0,11,2900.0,2800.0,2240.0
2022-10-30,Current Year,FY2022,8350.0,11,8440.0,8250.0,5990.0
2022-10-30,Next Quarter,2022Q4,1900.0,10,1950.0,1810.0,1530.0
2022-10-30,Next Year,FY2023,9690.0,11,10320.0,9140.0,8350.0
2022-11-06,Current Quarter,2022Q4,1850.0,10,1900.0,1820.0,1530.0
2022-11-06,Current Year,FY2022,8350.0,11,8360.0,8320.0,5990.0
2022-11-06,Next Quarter,2023Q1,1700.0,8,1750.0,1650.0,1510.0
2022-11-06,Next Year,FY2023,9460.0,11,9800.0,9140.0,8350.0
2022-11-13,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2022-11-13,Current Year,FY2022,8350.0,11,8360.0,8320.0,5990.0
2022-11-13,Next Quarter,2023Q1,1700.0,8,1750.0,1650.0,1510.0
2022-11-13,Next Year,FY2023,9460.0,11,9800.0,9140.0,8350.0
2022-11-20,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2022-11-20,Current Year,FY2022,8350.0,11,8360.0,8320.0,5990.0
2022-11-20,Next Quarter,2023Q1,1700.0,8,1750.0,1650.0,1510.0
2022-11-20,Next Year,FY2023,9460.0,11,9800.0,9140.0,8350.0
2022-11-27,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2022-11-27,Current Year,FY2022,8350.0,11,8360.0,8320.0,5990.0
2022-11-27,Next Quarter,2023Q1,1700.0,8,1750.0,1650.0,1510.0
2022-11-27,Next Year,FY2023,9460.0,11,9800.0,9140.0,8350.0
2022-12-04,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2022-12-04,Current Year,FY2022,8350.0,11,8360.0,8320.0,5990.0
2022-12-04,Next Quarter,2023Q1,1690.0,9,1750.0,1640.0,1510.0
2022-12-04,Next Year,FY2023,9460.0,11,9800.0,9140.0,8350.0
2022-12-11,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2022-12-11,Current Year,FY2022,8350.0,11,8400.0,8320.0,5990.0
2022-12-11,Next Quarter,2023Q1,1680.0,9,1750.0,1610.0,1510.0
2022-12-11,Next Year,FY2023,9440.0,11,9800.0,8960.0,8350.0
2022-12-18,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2022-12-18,Current Year,FY2022,8350.0,11,8400.0,8320.0,5990.0
2022-12-18,Next Quarter,2023Q1,1680.0,9,1750.0,1610.0,1510.0
2022-12-18,Next Year,FY2023,9440.0,11,9800.0,8960.0,8350.0
2022-12-25,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2022-12-25,Current Year,FY2022,8350.0,11,8400.0,8320.0,5990.0
2022-12-25,Next Quarter,2023Q1,1680.0,9,1750.0,1610.0,1510.0
2022-12-25,Next Year,FY2023,9440.0,11,9800.0,8960.0,8350.0
2023-01-01,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2023-01-01,Current Year,FY2022,8350.0,11,8400.0,8320.0,5990.0
2023-01-01,Next Quarter,2023Q1,1680.0,9,1750.0,1610.0,1510.0
2023-01-01,Next Year,FY2023,9440.0,11,9800.0,8960.0,8350.0
2023-01-08,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2023-01-08,Current Year,FY2022,8350.0,11,8400.0,8320.0,5990.0
2023-01-08,Next Quarter,2023Q1,1680.0,9,1750.0,1610.0,1510.0
2023-01-08,Next Year,FY2023,9410.0,11,9800.0,8960.0,8350.0
2023-01-15,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2023-01-15,Current Year,FY2022,8350.0,11,8400.0,8320.0,5990.0
2023-01-15,Next Quarter,2023Q1,1670.0,9,1750.0,1610.0,1510.0
2023-01-15,Next Year,FY2023,9370.0,11,9800.0,8960.0,8350.0
2023-01-22,Current Quarter,2022Q4,1850.0,11,1900.0,1820.0,1530.0
2023-01-22,Current Year,FY2022,8350.0,11,8400.0,8320.0,5990.0
2023-01-22,Next Quarter,2023Q1,1670.0,9,1750.0,1610.0,1510.0
2023-01-22,Next Year,FY2023,9370.0,11,9800.0,8960.0,8350.0
2023-01-29,Current Quarter,2022Q4,1860.0,11,1940.0,1820.0,1530.0
2023-01-29,Current Year,FY2022,8360.0,11,8430.0,8320.0,5990.0
2023-01-29,Next Quarter,2023Q1,1680.0,8,1750.0,1610.0,1510.0
2023-01-29,Next Year,FY2023,9390.0,11,9800.0,8960.0,8360.0
2023-02-05,Current Quarter,2022Q4,1860.0,11,1940.0,1820.0,1530.0
2023-02-05,Current Year,FY2022,8360.0,11,8430.0,8320.0,5990.0
2023-02-05,Next Quarter,2023Q1,1680.0,8,1750.0,1610.0,1510.0
2023-02-05,Next Year,FY2023,9390.0,11,9800.0,8960.0,8360.0
2023-02-12,Current Quarter,2022Q4,1870.0,11,1940.0,1820.0,1530.0
2023-02-12,Current Year,FY2022,8370.0,11,8430.0,8320.0,5990.0
2023-02-12,Next Quarter,2023Q1,1680.0,8,1750.0,1610.0,1510.0
2023-02-12,Next Year,FY2023,9410.0,11,10020.0,8960.0,8370.0
2023-02-19,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-02-19,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-02-19,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-02-19,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-02-28,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-02-28,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-02-28,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-02-28,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-03-05,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-03-05,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-03-05,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-03-05,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-03-12,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-03-12,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-03-12,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-03-12,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-03-19,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-03-19,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-03-19,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-03-19,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-03-26,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-03-26,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-03-26,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-03-26,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-04-02,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-04-02,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-04-02,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-04-02,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-04-09,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-04-09,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-04-09,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-04-09,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-04-16,Current Quarter,2023Q1,1790.0,10,1810.0,1760.0,1510.0
2023-04-16,Current Year,FY2023,9650.0,11,9930.0,9500.0,8400.0
2023-04-16,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-04-16,Next Year,FY2024,11120.0,11,11980.0,10530.0,9650.0
2023-04-23,Current Quarter,2023Q1,1790.0,11,1810.0,1760.0,1510.0
2023-04-23,Current Year,FY2023,9660.0,11,9930.0,9500.0,8400.0
2023-04-23,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-04-23,Next Year,FY2024,11140.0,11,11980.0,10530.0,9660.0
2023-04-30,Current Quarter,2023Q1,1790.0,11,1810.0,1760.0,1510.0
2023-04-30,Current Year,FY2023,9660.0,11,9930.0,9500.0,8400.0
2023-04-30,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-04-30,Next Year,FY2024,11140.0,11,11980.0,10530.0,9660.0
2023-05-07,Current Quarter,2023Q1,1790.0,11,1810.0,1760.0,1510.0
2023-05-07,Current Year,FY2023,9630.0,11,9730.0,9500.0,8400.0
2023-05-07,Next Quarter,2023Q2,2430.0,10,2490.0,2400.0,2100.0
2023-05-07,Next Year,FY2024,11080.0,11,11550.0,10530.0,9630.0
2023-05-14,Current Quarter,2023Q2,2410.0,8,2450.0,2370.0,2100.0
2023-05-14,Current Year,FY2023,9540.0,11,9800.0,9200.0,8400.0
2023-05-14,Next Quarter,2023Q3,3210.0,10,3330.0,3040.0,2880.0
2023-05-14,Next Year,FY2024,10890.0,11,11550.0,10340.0,9540.0
2023-05-21,Current Quarter,2023Q2,2410.0,10,2450.0,2370.0,2100.0
2023-05-21,Current Year,FY2023,9510.0,11,9850.0,9200.0,8400.0
2023-05-21,Next Quarter,2023Q3,3180.0,10,3330.0,3040.0,2880.0
2023-05-21,Next Year,FY2024,10750.0,11,11240.0,10340.0,9510.0
2023-05-28,Current Quarter,2023Q2,2410.0,10,2450.0,2370.0,2100.0
2023-05-28,Current Year,FY2023,9510.0,11,9850.0,9200.0,8400.0
2023-05-28,Next Quarter,2023Q3,3180.0,10,3330.0,3040.0,2880.0
2023-05-28,Next Year,FY2024,10750.0,11,11240.0,10340.0,9510.0
2023-06-04,Current Quarter,2023Q2,2410.0,11,2450.0,2370.0,2100.0
2023-06-04,Current Year,FY2023,9500.0,11,9850.0,9200.0,8400.0
2023-06-04,Next Quarter,2023Q3,3170.0,10,3330.0,3040.0,2880.0
2023-06-04,Next Year,FY2024,10710.0,11,11150.0,10340.0,9500.0
2023-06-11,Current Quarter,2023Q2,2410.0,12,2450.0,2370.0,2100.0
2023-06-11,Current Year,FY2023,9500.0,12,9850.0,9200.0,8400.0
2023-06-11,Next Quarter,2023Q3,3170.0,11,3330.0,3040.0,2880.0
2023-06-11,Next Year,FY2024,10730.0,12,11150.0,10340.0,9500.0
2023-06-18,Current Quarter,2023Q2,2410.0,12,2450.0,2370.0,2100.0
2023-06-18,Current Year,FY2023,9500.0,12,9850.0,9200.0,8400.0
2023-06-18,Next Quarter,2023Q3,3170.0,11,3330.0,3040.0,2880.0
2023-06-18,Next Year,FY2024,10730.0,12,11150.0,10340.0,9500.0
2023-06-25,Current Quarter,2023Q2,2410.0,12,2450.0,2370.0,2100.0
2023-06-25,Current Year,FY2023,9500.0,12,9850.0,9200.0,8400.0
2023-06-25,Next Quarter,2023Q3,3170.0,11,3330.0,3040.0,2880.0
2023-06-25,Next Year,FY2024,10730.0,12,11150.0,10340.0,9500.0
2023-07-02,Current Quarter,2023Q2,2410.0,12,2450.0,2370.0,2100.0
2023-07-02,Current Year,FY2023,9520.0,12,9850.0,9200.0,8400.0
2023-07-02,Next Quarter,2023Q3,3180.0,11,3330.0,3040.0,2880.0
2023-07-02,Next Year,FY2024,10750.0,12,11150.0,10340.0,9520.0
2023-07-09,Current Quarter,2023Q2,2410.0,12,2450.0,2370.0,2100.0
2023-07-09,Current Year,FY2023,9520.0,12,9850.0,9200.0,8400.0
2023-07-09,Next Quarter,2023Q3,3180.0,11,3330.0,3040.0,2880.0
2023-07-09,Next Year,FY2024,10750.0,12,11150.0,10340.0,9520.0
2023-07-16,Current Quarter,2023Q2,2410.0,12,2450.0,2370.0,2100.0
2023-07-16,Current Year,FY2023,9520.0,12,9850.0,9200.0,8400.0
2023-07-16,Next Quarter,2023Q3,3180.0,11,3330.0,3040.0,2880.0
2023-07-16,Next Year,FY2024,10750.0,12,11150.0,10340.0,9520.0
2023-07-23,Current Quarter,2023Q2,2410.0,11,2440.0,2370.0,2100.0
2023-07-23,Current Year,FY2023,9490.0,11,9850.0,9200.0,8400.0
2023-07-23,Next Quarter,2023Q3,3170.0,10,3310.0,3040.0,2880.0
2023-07-23,Next Year,FY2024,10710.0,11,10990.0,10340.0,9490.0
2023-07-30,Current Quarter,2023Q2,2410.0,11,2450.0,2370.0,2100.0
2023-07-30,Current Year,FY2023,9510.0,11,9850.0,9200.0,8400.0
2023-07-30,Next Quarter,2023Q3,3180.0,10,3310.0,3040.0,2880.0
2023-07-30,Next Year,FY2024,10770.0,11,11040.0,10340.0,9510.0
2023-08-06,Current Year,FY2023,9540.0,11,9850.0,9200.0,8400.0
2023-08-06,Next Quarter,2023Q4,2100.0,10,2200.0,2010.0,1900.0
2023-08-06,Next Year,FY2024,10820.0,11,11100.0,10340.0,9540.0
2023-08-13,Current Quarter,2023Q3,3360.0,8,3400.0,3350.0,2880.0
2023-08-13,Current Year,FY2023,9770.0,11,9910.0,9370.0,8400.0
2023-08-13,Next Quarter,2023Q4,2150.0,10,2250.0,2020.0,1900.0
2023-08-13,Next Year,FY2024,11040.0,11,11280.0,10380.0,9770.0
2023-08-20,Current Quarter,2023Q3,3370.0,9,3420.0,3350.0,2880.0
2023-08-20,Current Year,FY2023,9820.0,10,9980.0,9520.0,8400.0
2023-08-20,Next Quarter,2023Q4,2160.0,10,2250.0,2020.0,1900.0
2023-08-20,Next Year,FY2024,11150.0,10,11470.0,10760.0,9820.0
2023-08-27,Current Quarter,2023Q3,3370.0,10,3420.0,3350.0,2880.0
2023-08-27,Current Year,FY2023,9820.0,11,9980.0,9520.0,8400.0
2023-08-27,Next Quarter,2023Q4,2160.0,10,2250.0,2020.0,1900.0
2023-08-27,Next Year,FY2024,11140.0,11,11470.0,10760.0,9820.0
2023-09-03,Current Quarter,2023Q3,3370.0,10,3420.0,3350.0,2880.0
2023-09-03,Current Year,FY2023,9820.0,11,9980.0,9520.0,8400.0
2023-09-03,Next Quarter,2023Q4,2160.0,10,2250.0,2020.0,1900.0
2023-09-03,Next Year,FY2024,11140.0,11,11470.0,10760.0,9820.0
2023-09-10,Current Quarter,2023Q3,3370.0,10,3420.0,3350.0,2880.0
2023-09-10,Current Year,FY2023,9820.0,11,9980.0,9520.0,8400.0
2023-09-10,Next Quarter,2023Q4,2160.0,10,2250.0,2020.0,1900.0
2023-09-10,Next Year,FY2024,11140.0,11,11470.0,10760.0,9820.0
2023-09-17,Current Quarter,2023Q3,3370.0,10,3420.0,3350.0,2880.0
2023-09-17,Current Year,FY2023,9820.0,11,9980.0,9520.0,8400.0
2023-09-17,Next Quarter,2023Q4,2180.0,10,2300.0,2020.0,1900.0
2023-09-17,Next Year,FY2024,11140.0,11,11470.0,10760.0,9820.0
2023-09-24,Current Quarter,2023Q3,3370.0,11,3420.0,3350.0,2880.0
2023-09-24,Current Year,FY2023,9860.0,11,9980.0,9720.0,8400.0
2023-09-24,Next Quarter,2023Q4,2180.0,10,2300.0,2020.0,1900.0
2023-09-24,Next Year,FY2024,11210.0,11,11540.0,10990.0,9860.0
2023-10-01,Current Quarter,2023Q3,3370.0,11,3420.0,3350.0,2880.0
2023-10-01,Current Year,FY2023,9860.0,11,9980.0,9720.0,8400.0
2023-10-01,Next Quarter,2023Q4,2180.0,10,2300.0,2020.0,1900.0
2023-10-01,Next Year,FY2024,11210.0,11,11540.0,10990.0,9860.0
2023-10-08,Current Quarter,2023Q3,3370.0,11,3420.0,3350.0,2880.0
2023-10-08,Current Year,FY2023,9860.0,11,9980.0,9720.0,8400.0
2023-10-08,Next Quarter,2023Q4,2180.0,10,2300.0,2020.0,1900.0
2023-10-08,Next Year,FY2024,11180.0,11,11540.0,10870.0,9860.0
2023-10-15,Current Quarter,2023Q3,3370.0,11,3420.0,3350.0,2880.0
2023-10-15,Current Year,FY2023,9860.0,11,9980.0,9720.0,8400.0
2023-10-15,Next Quarter,2023Q4,2180.0,10,2300.0,2020.0,1900.0
2023-10-15,Next Year,FY2024,11180.0,11,11540.0,10870.0,9860.0
2023-10-22,Current Quarter,2023Q3,3370.0,11,3420.0,3350.0,2880.0
2023-10-22,Current Year,FY2023,9850.0,11,9980.0,9720.0,8400.0
2023-10-22,Next Quarter,2023Q4,2170.0,10,2300.0,2020.0,1900.0
2023-10-22,Next Year,FY2024,11170.0,11,11540.0,10870.0,9850.0
2023-10-29,Current Quarter,2023Q3,3370.0,12,3420.0,3330.0,2880.0
2023-10-29,Current Year,FY2023,9850.0,12,9980.0,9720.0,8400.0
2023-10-29,Next Quarter,2023Q4,2170.0,11,2300.0,2020.0,1900.0
2023-10-29,Next Year,FY2024,11160.0,12,11540.0,10870.0,9850.0
2023-11-05,Current Quarter,2023Q4,2150.0,8,2170.0,2150.0,1900.0
2023-11-05,Current Year,FY2023,9870.0,12,9980.0,9780.0,8400.0
2023-11-05,Next Quarter,2024Q1,2070.0,8,2210.0,1970.0,1820.0
2023-11-05,Next Year,FY2024,11150.0,12,11540.0,10860.0,9870.0
2023-11-12,Current Quarter,2023Q4,2150.0,10,2170.0,2150.0,1900.0
2023-11-12,Current Year,FY2023,9860.0,12,9970.0,9840.0,8400.0
2023-11-12,Next Quarter,2024Q1,2050.0,9,2210.0,1970.0,1820.0
2023-11-12,Next Year,FY2024,11050.0,12,11540.0,10640.0,9860.0
2023-11-19,Current Quarter,2023Q4,2150.0,10,2170.0,2150.0,1900.0
2023-11-19,Current Year,FY2023,9860.0,12,9970.0,9840.0,8400.0
2023-11-19,Next Quarter,2024Q1,2050.0,9,2210.0,1970.0,1820.0
2023-11-19,Next Year,FY2024,11050.0,12,11540.0,10640.0,9860.0
2023-11-26,Current Quarter,2023Q4,2150.0,10,2170.0,2150.0,1900.0
2023-11-26,Current Year,FY2023,9860.0,12,9970.0,9840.0,8400.0
2023-11-26,Next Quarter,2024Q1,2050.0,9,2210.0,1970.0,1820.0
2023-11-26,Next Year,FY2024,11050.0,12,11540.0,10640.0,9860.0
2023-12-03,Current Quarter,2023Q4,2150.0,10,2170.0,2150.0,1900.0
2023-12-03,Current Year,FY2023,9860.0,12,9970.0,9840.0,8400.0
2023-12-03,Next Quarter,2024Q1,2060.0,9,2210.0,1970.0,1820.0
2023-12-03,Next Year,FY2024,11040.0,12,11540.0,10640.0,9860.0
2023-12-10,Current Quarter,2023Q4,2150.0,10,2170.0,2150.0,1900.0
2023-12-10,Current Year,FY2023,9860.0,12,9970.0,9840.0,8400.0
2023-12-10,Next Quarter,2024Q1,2060.0,9,2210.0,1970.0,1820.0
2023-12-10,Next Year,FY2024,11040.0,12,11540.0,10640.0,9860.0
2023-12-17,Current Quarter,2023Q4,2150.0,11,2170.0,2150.0,1900.0
2023-12-17,Current Year,FY2023,9850.0,12,9870.0,9840.0,8400.0
2023-12-17,Next Quarter,2024Q1,2040.0,9,2090.0,1970.0,1820.0
2023-12-17,Next Year,FY2024,11010.0,12,11350.0,10640.0,9850.0
2023-12-24,Current Quarter,2023Q4,2150.0,11,2170.0,2150.0,1900.0
2023-12-24,Current Year,FY2023,9850.0,12,9870.0,9840.0,8400.0
2023-12-24,Next Quarter,2024Q1,2040.0,9,2090.0,1970.0,1820.0
2023-12-24,Next Year,FY2024,11010.0,12,11350.0,10640.0,9850.0
2023-12-31,Current Quarter,2023Q4,2150.0,11,2170.0,2150.0,1900.0
2023-12-31,Current Year,FY2023,9850.0,12,9870.0,9840.0,8400.0
2023-12-31,Next Quarter,2024Q1,2040.0,9,2090.0,1970.0,1820.0
2023-12-31,Next Year,FY2024,11010.0,12,11350.0,10640.0,9850.0
2024-01-07,Current Quarter,2023Q4,2150.0,11,2170.0,2150.0,1900.0
2024-01-07,Current Year,FY2023,9850.0,12,9870.0,9840.0,8400.0
2024-01-07,Next Quarter,2024Q1,2040.0,9,2090.0,1970.0,1820.0
2024-01-07,Next Year,FY2024,11010.0,12,11350.0,10640.0,9850.0
2024-01-14,Current Quarter,2023Q4,2160.0,11,2200.0,2150.0,1900.0
2024-01-14,Current Year,FY2023,9860.0,12,9900.0,9840.0,8400.0
2024-01-14,Next Quarter,2024Q1,2050.0,9,2090.0,1970.0,1820.0
2024-01-14,Next Year,FY2024,11020.0,12,11350.0,10640.0,9860.0
2024-01-21,Current Quarter,2023Q4,2160.0,11,2200.0,2150.0,1900.0
2024-01-21,Current Year,FY2023,9860.0,12,9900.0,9840.0,8400.0
2024-01-21,Next Quarter,2024Q1,2050.0,9,2090.0,1970.0,1820.0
2024-01-21,Next Year,FY2024,11030.0,12,11350.0,10640.0,9860.0
2024-01-28,Current Quarter,2023Q4,2160.0,11,2200.0,2150.0,1900.0
2024-01-28,Current Year,FY2023,9860.0,12,9900.0,9840.0,8400.0
2024-01-28,Next Quarter,2024Q1,2050.0,9,2090.0,1970.0,1820.0
2024-01-28,Next Year,FY2024,11030.0,12,11350.0,10640.0,9860.0
2024-02-04,Current Quarter,2023Q4,2160.0,11,2200.0,2150.0,1900.0
2024-02-04,Current Year,FY2023,9860.0,12,9900.0,9840.0,8400.0
2024-02-04,Next Quarter,2024Q1,2050.0,9,2090.0,1970.0,1820.0
2024-02-04,Next Year,FY2024,11050.0,12,11350.0,10640.0,9860.0
2024-02-11,Current Quarter,2023Q4,2160.0,11,2200.0,2150.0,1900.0
2024-02-11,Current Year,FY2023,9860.0,12,9900.0,9850.0,8400.0
2024-02-11,Next Quarter,2024Q1,2040.0,10,2090.0,1970.0,1820.0
2024-02-11,Next Year,FY2024,11100.0,12,11460.0,10640.0,9860.0
2024-02-18,Current Quarter,2024Q1,2060.0,9,2070.0,2050.0,1820.0
2024-02-18,Current Year,FY2024,11080.0,12,11220.0,10640.0,9920.0
2024-02-18,Next Quarter,2024Q2,2760.0,10,2890.0,2700.0,2480.0
2024-02-18,Next Year,FY2025,12410.0,12,12860.0,11620.0,11080.0
2024-02-25,Current Quarter,2024Q1,2060.0,9,2070.0,2050.0,1820.0
2024-02-25,Current Year,FY2024,11080.0,12,11220.0,10640.0,9920.0
2024-02-25,Next Quarter,2024Q2,2760.0,10,2890.0,2700.0,2480.0
2024-02-25,Next Year,FY2025,12410.0,12,12860.0,11620.0,11080.0
2024-03-03,Current Quarter,2024Q1,2060.0,9,2070.0,2050.0,1820.0
2024-03-03,Current Year,FY2024,11080.0,12,11220.0,10640.0,9920.0
2024-03-03,Next Quarter,2024Q2,2760.0,10,2890.0,2700.0,2480.0
2024-03-03,Next Year,FY2025,12410.0,12,12860.0,11620.0,11080.0
2024-03-10,Current Quarter,2024Q1,2060.0,9,2070.0,2050.0,1820.0
2024-03-10,Current Year,FY2024,11080.0,12,11220.0,10640.0,9920.0
2024-03-10,Next Quarter,2024Q2,2760.0,10,2890.0,2700.0,2480.0
2024-03-10,Next Year,FY2025,12410.0,12,12860.0,11620.0,11080.0
2024-03-17,Current Quarter,2024Q1,2060.0,10,2070.0,2050.0,1820.0
2024-03-17,Current Year,FY2024,11070.0,12,11200.0,10640.0,9920.0
2024-03-17,Next Quarter,2024Q2,2740.0,10,2890.0,2680.0,2480.0
2024-03-17,Next Year,FY2025,12390.0,12,12860.0,11620.0,11070.0
2024-03-24,Current Quarter,2024Q1,2060.0,10,2070.0,2050.0,1820.0
2024-03-24,Current Year,FY2024,11070.0,12,11200.0,10640.0,9920.0
2024-03-24,Next Quarter,2024Q2,2740.0,10,2890.0,2680.0,2480.0
2024-03-24,Next Year,FY2025,12390.0,12,12860.0,11620.0,11070.0
2024-03-31,Current Quarter,2024Q1,2060.0,10,2070.0,2050.0,1820.0
2024-03-31,Current Year,FY2024,11070.0,12,11200.0,10640.0,9920.0
2024-03-31,Next Quarter,2024Q2,2740.0,10,2890.0,2680.0,2480.0
2024-03-31,Next Year,FY2025,12390.0,12,12860.0,11620.0,11070.0
2024-04-07,Current Quarter,2024Q1,2060.0,11,2070.0,2050.0,1820.0
2024-04-07,Current Year,FY2024,11080.0,13,11200.0,10640.0,9920.0
2024-04-07,Next Quarter,2024Q2,2750.0,11,2890.0,2680.0,2480.0
2024-04-07,Next Year,FY2025,12390.0,13,12860.0,11620.0,11080.0
2024-04-14,Current Quarter,2024Q1,2060.0,11,2070.0,2050.0,1820.0
2024-04-14,Current Year,FY2024,11080.0,13,11200.0,10640.0,9920.0
2024-04-14,Next Quarter,2024Q2,2750.0,11,2890.0,2680.0,2480.0
2024-04-14,Next Year,FY2025,12390.0,13,12860.0,11620.0,11080.0
2024-04-21,Current Quarter,2024Q1,2060.0,11,2070.0,2050.0,1820.0
2024-04-21,Current Year,FY2024,11080.0,13,11200.0,10640.0,9920.0
2024-04-21,Next Quarter,2024Q2,2750.0,11,2890.0,2680.0,2480.0
2024-04-21,Next Year,FY2025,12390.0,13,12860.0,11620.0,11080.0
2024-04-28,Current Quarter,2024Q1,2070.0,11,2100.0,2050.0,1820.0
2024-04-28,Current Year,FY2024,11110.0,13,11270.0,10640.0,9920.0
2024-04-28,Next Quarter,2024Q2,2760.0,11,2890.0,2680.0,2480.0
2024-04-28,Next Year,FY2025,12450.0,13,12860.0,11620.0,11110.0
2024-05-05,Current Quarter,2024Q1,2070.0,11,2100.0,2050.0,1820.0
2024-05-05,Current Year,FY2024,11140.0,12,11270.0,11070.0,9920.0
2024-05-05,Next Quarter,2024Q2,2760.0,11,2890.0,2680.0,2480.0
2024-05-05,Next Year,FY2025,12520.0,12,12860.0,12060.0,11140.0
2024-05-12,Current Quarter,2024Q2,2730.0,8,2800.0,2710.0,2480.0
2024-05-12,Current Year,FY2024,11210.0,12,11400.0,11100.0,9920.0
2024-05-12,Next Quarter,2024Q3,3850.0,11,4030.0,3790.0,3400.0
2024-05-12,Next Year,FY2025,12550.0,12,12980.0,11980.0,11210.0
2024-05-26,Current Quarter,2024Q2,2730.0,10,2800.0,2710.0,2480.0
2024-05-26,Current Year,FY2024,11220.0,12,11400.0,11100.0,9920.0
2024-05-26,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-05-26,Next Year,FY2025,12550.0,12,12980.0,11980.0,11220.0
2024-06-02,Current Quarter,2024Q2,2740.0,11,2800.0,2710.0,2480.0
2024-06-02,Current Year,FY2024,11240.0,12,11400.0,11140.0,9920.0
2024-06-02,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-06-02,Next Year,FY2025,12560.0,12,12980.0,11980.0,11240.0
2024-06-09,Current Quarter,2024Q2,2740.0,11,2800.0,2710.0,2480.0
2024-06-09,Current Year,FY2024,11240.0,12,11400.0,11140.0,9920.0
2024-06-09,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-06-09,Next Year,FY2025,12560.0,12,12980.0,11980.0,11240.0
2024-06-16,Current Quarter,2024Q2,2740.0,11,2800.0,2710.0,2480.0
2024-06-16,Current Year,FY2024,11240.0,12,11400.0,11140.0,9920.0
2024-06-16,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-06-16,Next Year,FY2025,12560.0,12,12980.0,11980.0,11240.0
2024-06-23,Current Quarter,2024Q2,2740.0,11,2800.0,2710.0,2480.0
2024-06-23,Current Year,FY2024,11240.0,12,11400.0,11140.0,9920.0
