,id,hotel,location,price,discount,rating
229,229.0,Oyo Townhouse 118 Gagan Vihar Near V3S Mall,"Near RG Stone hospital , Hargobind Enclave, Delhi",1004,67,10
230,230.0,Oyo Flagship 80769 Seven Heaven,"B-54 Lawrence Road Industrial Area Near Lawrence Road, Delhi",1670,65,311
231,231.0,Capital O Season Grand,Near Pitampura metro station,799,79,560
232,232.0,Oyo 74596 Dream Town Near V3S Mall,"Shahdara, Delhi",1444,67,389
233,233.0,Oyo Flagship 812357 Hotel Landmark Deluxe,"Karol Bagh, Delhi",2101,65,18
234,234.0,Flagship King Stay Near Tdi Mall,"Block N, Delhi",1414,67,113
235,235.0,Flagship Hotel Br International,"Paharganj, Delhi",581,67,31
236,236.0,Oyo Hotel Bramhaputra,"Centrally Located, Near New Delhi Railway Station, Delhi",599,74,171
237,237.0,Oyo Flagship 27928 Hotel Vintage,"Near RK Ashram Metro station, Delhi",549,82,235
238,238.0,Flagship Ram Bnb,"Faiz Road Karol Bagh New Delhi, Delhi",1029,67,606
239,239.0,Oyo Flagship 80289 Hotel Neha Inn Near Jama Masjid,"Paharganj  near Delhi Railway Station)null, Delhi",1628,65,16
240,240.0,Flagship Hotel Cozzy Homes Stay Near Gurudwara Shri Bangla Sahib,"Raje Der Nagar, Delhi",770,66,98
241,241.0,Flagship Rs Hotels Near M2K Cinemas Rohini,"Shiva Market, Delhi",910,67,757
242,242.0,Oyo Townhouse 1130 262 Kailash Enclave Near M2K Cinemas Rohini,"Harsh Vihar, Delhi",576,67,551
243,243.0,Oyo Flagship 66745 Le Orange,"8880-81, Gali Number 2, Multani Dhanda, Paharganj, New Delhi, Delhi - 110055",1345,65,918
244,244.0,Oyo Le Alfanso Near Jama Masjid,"Near New Delhi Railway Station, Delhi",599,74,2
245,245.0,Oyo Hotel Park View Near Adarsh Nagar Metro Station,"Near Adarsh nagar, Matmy Memar, Delhi",957,67,1343
246,246.0,Flagship Green High Near Laxmi Nagar Metro Station,"NEAR FRUIT POWER, Laxmi Nagar Metro Station, Delhi",839,67,29
247,247.0,Oyo Townhouse 286 Near Kohat Enclave Metro Station,"Near Pitampura Metro Station, Delhi",744,68,82
248,248.0,Oyo Flagship 69760 Hotel Anchal Deluxe,"Near New Delhi Railway Station, Delhi",731,70,722
249,249.0,Collection O Ramji 7 Grand Near Tdi Mall,"Near Kirti Nagar Metro Station, Delhi",852,69,1020
250,250.0,Collection O Metro View Ashok Vihar Near Shalimar Bagh Metro Station,"Pocket C 1, Delhi",1481,65,82
251,251.0,Oyo Flagship 81569 The Red Rose Inn,"India, Delhi",677,75,856
252,252.0,Oyo Hotel Grand Peepal,"Near Karol Bagh metro, WEA, Delhi",1005,67,6
253,253.0,Oyo Hotel J P Inn Near Satyam Inox Patel Nagar,"Near Patel Nagar Metro, Block 1, Delhi",1360,65,80
254,254.0,Oyo Flagship R K Residency Near Jhilmil Metro Station,"488/5a Mcd Primary School Dilshad Garden, Delhi",549,69,319
255,255.0,Meet You There Shakarpur,"Shakarpur Laxmi Nagar Metro, Delhi",1767,65,395
256,256.0,Hotel City Plaza,"Near Laxmi Nagar, Delhi",1360,65,757
257,257.0,Flagship Hotel R.K Near Akshardham,"Near South Ganesh Nagar, Delhi",996,67,31
258,258.0,Collection O Hotel Green Palace Near V3S Mall,"H.no.-a3 Block A Jagat Puri Red Light Near Sbi Bank Jagat Puri East Delhi, Delhi",595,68,15
259,259.0,Super Oyo 703579 Flagship Santosh Residency Near V3S Mall,"Vishwas Nagar, Delhi",1414,67,166
260,260.0,Oyo Hotel Park View Near Adarsh Nagar Metro Station,"Near Adarsh nagar, Matmy Memar, Delhi",1767,65,6
261,261.0,Oyo Flagship 80289 Hotel Neha Inn Near Jama Masjid,"Paharganj  near Delhi Railway Station)null, Delhi",731,70,4
262,262.0,Oyo Flagship 81012 S P Rooms,"Mahendra Park, Delhi",1360,65,4
263,263.0,Oyo Hotel Crown Continental Near Sarai Rohilla Railway Station,"11005, Delhi",800,67,53
264,264.0,Hotel City Plaza,"Near Laxmi Nagar, Delhi",1257,65,65
265,265.0,Collection O 811248 Hotel Crystal Stay,"old Arjun Nagar, Delhi",1705,65,38
266,266.0,Oyo 811030 Ocean Guest House,"Brij Puri, Delhi",996,67,262
267,267.0,Oyo 804648 Hotel Sp Deluxe,"Near Gurudwara Shri Bangla Sahib, New Delhi",1226,67,864
268,268.0,Flagship Hansa Residency Near Akshardham,"Laxmi Nagar, Delhi",852,69,18
269,269.0,Flagship Hotel Dp Palace Near Jama Masjid,"Delhi, Delhi",1449,59,12
270,270.0,Flagship 18618 Ocean Blue Residency Near V3S Mall," A-14 Pridarshni Vihar Laxminagar, Delhi",1943,65,5
271,271.0,Oyo The Chill Palace Near Haiderpur Metro Station,"North West Delhi, Delhi",1314,67,141
272,272.0,Oyo Flagship 27928 Hotel Vintage,"Near RK Ashram Metro station, Delhi",1481,65,16
273,273.0,Oyo Flagship 805147 Hotel Sona International Near Gurudwara Shri Bangla Sahib,"Paharganj  near Delhi Railway Station)null, Delhi",1360,65,33
274,274.0,Oyo Flagship 811430 Hotel Mayur Inn,"B-3 Near DA BLOCK SHALIMAR VILLAGE, Delhi",1334,65,3
275,275.0,Oyo Hotel Emporio Near Jama Masjid,"Near Shela Cinema, DB Gupta Road, Delhi",989,64,82
276,276.0,Oyo Flagship 66745 Le Orange,"8880-81, Gali Number 2, Multani Dhanda, Paharganj, New Delhi, Delhi - 110055",696,79,141
277,277.0,Flagship Deva Guest House Near Johari Enclave Metro Station,"Ganga Enclave Delhi, Delhi",1360,65,65
278,278.0,Oyo Flagship 811181 Golden Key Inn,"plot no 341 Shalimar village opposite railway live, Delhi",2048,67,12
279,279.0,Oyo Flagship R K Residency Near Jhilmil Metro Station,"488/5a Mcd Primary School Dilshad Garden, Delhi",632,75,22
280,280.0,Oyo Hotel Emporio Near Jama Masjid,"Near Shela Cinema, DB Gupta Road, Delhi",909,67,125
281,281.0,Flagship Hansa Residency Near Akshardham,"Laxmi Nagar, Delhi",2306,67,33
282,282.0,Oyo Flagship 805147 Hotel Sona International Near Gurudwara Shri Bangla Sahib,"Paharganj  near Delhi Railway Station)null, Delhi",2190,70,72
283,283.0,Oyo Flagship 83552 Anchal Guest House,"India, Delhi",2048,67,38
284,284.0,Collection O 811806 Orange Saffron,"Shakurpurnull, Delhi",799,75,132
285,285.0,Oyo Hotel Town,Near Karol bagh metro station,1470,69,191
286,286.0,Flagship Deva Guest House Near Johari Enclave Metro Station,"Ganga Enclave Delhi, Delhi",576,80,263
287,287.0,Flagship Hotel Hans Dx Near Jama Masjid,"Paharganj  near Delhi Railway Station), Delhi",1195,67,262
288,288.0,Flagship Hotel Dp Palace Near Jama Masjid,"Delhi, Delhi",1130,67,6
289,289.0,Spot On Shyam Palace Near Gurudwara Shri Bangla Sahib,"Near R K Ashram Metro Station, Pahar Ganj, Delhi",1817,65,9
290,290.0,Capital O Hotel Sunberry,"New Delhi, Delhi",859,71,62
291,291.0,Oyo 80168 Green Villa,"Near KOSMOS Hospital, Anand Vihar, Delhi C-61 Above SBI Bank",1049,65,123
292,292.0,Flagship 18618 Ocean Blue Residency Near V3S Mall," A-14 Pridarshni Vihar Laxminagar, Delhi",626,73,1
293,293.0,Oyo Flagship 80919 Hotel Vinayaka Inn Near Gurudwara Shri Bangla Sahib,", Delhi",1692,66,3577
294,294.0,Flagship Hotel City Heart,"Paharganj , Delhi",949,64,138
295,295.0,Oyo Townhouse R K Residency Near Mother Dairy Gate No. 2,"Flat No 3 Near Fair Deal South Ganesh Nagar, Delhi",1820,65,115
296,296.0,Collection O Dayz Inn Deluxe Near Satyam Inox Patel Nagar,"B Block Lawrence Road Industrial Area Near Keshavpuram Fire Station Delhi 110035, Delhi",449,86,270
297,297.0,Oyo Flagship 80818 Hotel Metro Inn Near Gurudwara Shri Bangla Sahib,"Aram Bagh Paharganj Delhi, Delhi",1045,67,2846
298,298.0,Spot On Hotel Silver Palace Dx,"Near RK ASHRAM METRO STATION, Pahar Ganj, Delhi",1008,67,72
299,299.0,Spot On 812212 Country Residency,"Laxmi Nagar, Delhi",918,67,22
300,300.0,Flagship Kashish Residency,"single storey, Delhi",953,67,352
301,301.0,Oyo Townhouse 738 Family In,"Raj Block Naveen Shahdara Delhi, Delhi",1130,64,1215
302,302.0,Super Oyo Collection O Shalimar Bagh Near Haiderpur Metro Station,"Shalimar Village, Delhi",1668,67,3
303,303.0,Flagship Hotel Signature Village,"Near KD Campus, Gali No. 6A, Gopalpur Village",1793,64,2
304,304.0,Flagship Good Will Near Haiderpur Metro Station,"Gobind Mohalla, Delhi",1142,67,2
305,305.0,Oyo Flagship 84596 Hotel North Campus,"Civil Lines Tehsilnull, Delhi",1788,65,1
306,306.0,Oyo Flagship 811530 Bed Box,"gali no 1 kamla nagar, Delhi",1232,67,34
307,307.0,Collection O Model Town Metro View Near Model Town Metro Station,"Near Model Town Metro Station, Delhi",1262,64,7286
308,308.0,Oyo Flagship 79243 Hotel Greenwoods,"Paharganj, Delhi",1036,67,324
309,309.0,Oyo Flagship 811844 Yes Sir Guest House,"PAHARGANJ, Delhi",777,75,1945
310,310.0,Spot On Jain House Near V3S Mall,"Near East Azad Nagar, Azadnagar, Delhi",1747,65,1925
311,311.0,Oyo Flagship 811980 Hotel Rainbow,"Block A kewal park extension opposite metro pillar number 78 Azadpur Delhi 110033, Delhi",688,72,1688
312,312.0,Collection O 23641 Hotel Cozy Vibes Stay,"Near Inderlok Metro Station, Anandnagar, Delhi",627,73,5595
313,313.0,Oyo Flagship 81175 Hotel Moon Stay,"New Delhi, Delhi",909,67,1558
314,314.0,Flagship Crown Town Guest House,"near by Mandoli Jail Back Side, Delhi",1614,65,990
315,315.0,Oyo 811874 Hotel Maharaja,"Address- Shop No : 30-32-34 Old Market Main Bus Stand Timarpur Delhi 110054.  Opposite DTC Bus Stand, Delhi",679,68,94
316,316.0,Oyo Flagship 812028 Brownie,"BS Colony Vishwas Nagar Delhi 110032, Delhi",984,67,5054
317,317.0,Spot On 812286 Shivam Guest House,"3 Katra baryan laal Kuan farash khana Chandni chowk, Delhi",1587,65,1555
318,318.0,Flagship Mannat Residency Near Shiv Vihar Metro Station,"Near David School, Delhi",1912,64,3064
319,319.0,Oyo Flagship 811723 Hotel Sai Ram,"Azadpur, Delhi",1005,67,690
320,320.0,Super Oyo Townhouse 143 Hotel Royal Garden Near Park Street Mullick Bazar Crossing,"Near Jameson Inn, Park St, Kolkata",1106,67,3237
321,321.0,Flagship The Nest Inn Near Acropolis Mall,"Near Raj Market, Kolkata",2032,65,194
322,322.0,Flagship Royal Plaza Near Acropolis Mall,"Near GST Bhawan, Ruby, Acropolis Mall",890,65,5158
323,323.0,Collection O Hotel Hamza International Near Howrah Bridge,"Near College Street, MG Road, Kolkata",1086,67,1162
324,324.0,Super Oyo Townhouse 1050 Centre Point Inn Near Esplanade Metro Station,"Beside K C Das Sweet Esplanade Post ice, Kolkata",791,67,1684
325,325.0,Oyo Townhouse 229 Hotel Mannat International Near Science City Topsia,"Near Bypass Connector, Kolkata",1345,65,152
326,326.0,Super Oyo Collection O Ketan Regency Near Acropolis Mall,953 Purbachal Road adapt House Prince Park Kalikapur  in lane between Tata chroma showroom & Yamaha Moters Showroom,576,71,661
327,327.0,Townhouse Oak Hotel Lake View Royal Near Science City,"East Topsia Road, Kolkata",1071,67,1732
328,328.0,Flagship R A Homestay Near Acropolis Mall,"Nitai Nagar, Kolkata",990,67,2324
329,329.0,Collection O 74257 Gokul Residency,"Near Emami City, Nagerbazar, Dum Dum, Kolkata",925,67,326
330,330.0,Super Oyo Collection O Hotel Green Leaf Near Acropolis Mall,"Kasba, Kolkata",696,76,1652
331,331.0,Super Oyo Townhouse 726 Hotel All In One Near City Centre Salt Lake,DL-34 Karunamoyee Near Anandalok Hospital Bidhannagar Saltlake,1380,67,1178
332,332.0,Oyo G R Hospitality,"VIP Road Baguihati Kolkata Airport Near Ladies Hostel, Narayantala",820,69,1063
333,333.0,Spot On Silver Green Near Netaji Subhash Chandra Bose International Airport,"Mondal Ganthi Road, Kaikhali, VIP Road Kolkata 700052, West Bengal",1006,67,823
334,334.0,Oyo A Retro Near Rdb Cinemas,"Near Tank N0.3, New Town, Rajarhat, Kolkata",1753,65,695
335,335.0,Super Oyo Townhouse 75779 The Royal Retreat,"Kolkata International Airport, Belghoria Express Way Noapara & Baranagar Metro Station",1050,69,725
336,336.0,Oyo Kuber Residency Near Birla Mandir,"Near Tagore Park, Kasba, Kolkata",1241,65,756
337,337.0,Collection O Aafreen Tower Near St. Thomas'S Church,"Esplanade, Kolkata",1136,68,914
338,338.0,Flagship Hotel Shanavi Chinar Park,"29/2 Sayan Abasan, Nishi Kanan, Beside AR Motors, Chinar Park, Kolkata",1458,64,17
339,339.0,Flagship Sonar Bangla Guest House Near Acropolis Mall,"Near G S T Bhawan, Kolkata",576,80,1094
340,340.0,Flagship Royal Palace,"Near Acropolis Mall, Purba Abasan, Kolkata",1071,67,189
341,341.0,Oyo Diamond Plaza Near Acropolis Mall,"Kasbah Northnull, Kolkata",955,67,81
342,342.0,Flagship Hotel New Aamaze Inn Near Acropolis Mall,"Near Vivanta Hotel, Kolkata",777,75,822
343,343.0,Flagship Delightful Stay Em Byepass Near Birla Mandir,"Uttar Panchanna Gram, Kolkata",1023,64,1807
344,344.0,Super Oyo Hr Inn Near City Centre Salt Lake,"Bidhannagar, Kolkata",1256,67,31
345,345.0,Super Oyo Silverkey Deshapriya Park Near Kalighat Kali Temple,"Near EDEN GROUP BUILDING, Manoharpukur, Kolkata",576,80,828
346,346.0,Oyo Fantasy Stay Near City Centre Salt Lake,"Near Sector 1, Bidhan Nagar, Kolkata",820,69,733
347,347.0,Collection O De Sivalika Boutique Near Dakshineswar Kali Temple,"Grand Trunk Road, Belur Math,Kolkata",1050,69,556
348,348.0,Flagship Majestic Inn Near Bidhanagar Station,"South Dumdum, Kolkata",816,67,54
349,349.0,Collection O Premium Hotel,"1/B/24, AL BLOCK, STREET NO.22,NEW TOWN, RAJARHAT, KOLKATA",1345,65,667
350,350.0,Flagship Diamond Regency Near Birla Mandir,"Near Acropolis Mall, Kolkata",688,72,1318
351,351.0,Flagship Hotel Dreamline Near Acropolis Mall,"Near Sbi E-cornernullnull, Kolkata",611,72,1188
352,352.0,Collection O Motisarai Near Birla Mandir," Park Street, Kolkata",1164,67,65
353,353.0,Oyo Pinnacle Auberge,Chinar Park Kolkata International Airport Beside Spencers Rajarhat Main Road,1084,67,649
354,354.0,Capital O Fortune Inn Near Birla Mandir,"Kasba, Kolkata",2185,65,674
355,355.0,Capital O Kabita Guest House Near Acropolis Mall,Mukundapur Main Road Seven Maddox Square Multi cuisine Restaurant Kolkata EM Bye Pass Opposite Dr. Devi Shetty Hospital,2082,65,68
356,356.0,Oyo Townhouse 567 Mb International,"Beniapukur, Kolkata",746,67,349
357,357.0,Flagship Hotel Divira Inn,"New Town, Kolkata",949,71,637
358,358.0,Super Oyo Sagorika Inn,Chinarpark Amenia; Arsalan,549,86,497
359,359.0,Capital O Hotel Gardenia Near Birla Mandir,"Near Laxminarayan Temple, Sarat Bose Road, Kolkata",1654,67,37
360,360.0,Flagship Hotel Rockstar Near Birla Mandir,Kolkata Opposite Bangladesh High Commission) Near A.J.C Bose Flyover,1229,65,1165
361,361.0,Oyo Flagship Vicky Guest House Near City Centre Salt Lake,"Tcs Gitobitan, Kolkata",1458,64,117
362,362.0,Oyo Rooms 91148 Hotel Stay Inn,"Action Area I, Kolkata",1256,67,637
363,363.0,Super Oyo Townhouse 095 Akash Ganga Park Circus Near Birla Mandir,"Beniapukur, Kolkata",1030,67,1115
364,364.0,Super Oyo Trisha Guest House,"Behind New Life Nurshing Home, Oppssite Arati cinema, Sahabagan, Kolkata",1413,65,35
365,365.0,Flagship Santoshi Banquet And Marriage Hall Near St. Thomas'S Church,"Kulia, Kolkata",1339,67,489
366,366.0,Oyo Starlight Guest House Near Birla Mandir,"Shantipally Near Acropolis Mall, Kolkata",1636,65,51
367,367.0,Super Oyo Capital O 700752 Hotel Dak Plaza,"Near Axis Mall, CE Block, Newtown, Kolkata 700156",993,67,1299
368,368.0,Oyo Flagship 86727 New Diamond Palace,"Kolkata 700107, Kolkata",1334,72,94
369,369.0,Collection O Hotel Paradise Near Chinar Park,"Kolkata West Bengal Kolkata, Kolkata",816,67,349
370,370.0,Oyo Hotel City Of Joy,"Salt Lake, Kolkata",2082,65,17
371,371.0,Oyo Red Velvet Classic Near Netaji Subhash Chandra Bose International Airport,Kaikhali Above IndusInd Bank ATM Kolkata International Airport 02 Hotel VIP Road,1084,67,394
372,372.0,Oyo Flagship Monurama Homestay Near Acropolis Mall,"Purba Diganta, Kolkata",2185,65,32
373,373.0,Oyo Green Leaf Hospitality Near City Centre Salt Lake,FD 390 SECTOR 3 SALT LAKE CENTRAL PARK MANI SQUARE CITY CENTRE 1,929,70,28
374,374.0,Flagship Relax View Dumdum Park Near City Centre Salt Lake,"Dum Dum Park, Kolkata",1213,67,117
375,375.0,"Super Oyo 22566 Red Velvet Inn Near Chinar Park,Airport","Near Chinar Park, Backside of NPG Hotel, Opposite Charnock Hospital",1156,67,35
376,376.0,Capital O Krish Residency,"Near Action Area I, New Town Bus Stand DLF1, Kolkata, West Bengal",1023,64,674
377,377.0,Collection O Avenue Inn Near Vip Road,"288/2 Bangur Avenue Block B, Near Bangur Swimming Pool Jessore Road Diamond Plaza Mall Nagerbazar ",1126,65,189
378,378.0,Super Oyo Flagship 89087 Brill Rooms Saltlake City Centre,"Saltlake, Kolkata",1426,65,235
379,379.0,Super Oyo Collection O The Coco Inn Near South City Mall,"Near 13C Bus Stand, Regent Estate, Kolkata",929,67,20
380,380.0,Flagship Kalighat,"Near Raja Santosh Road, Alipore, Kolkata",1257,65,141
381,381.0,Flagship R A Homestay Near Acropolis Mall,"Nitai Nagar, Kolkata",1323,68,34
382,382.0,Collection O Hotel Paradise Near Chinar Park,"Kolkata West Bengal Kolkata, Kolkata",949,61,141
383,383.0,Oyo Flagship 812089 Laxmi Guest House Jadavpur,"46 Raja S.C.Mallick Road  Raja S.C Mallick Road, Kolkata",878,67,142
384,384.0,Flagship Hotel Dreamline Near Acropolis Mall,"Near Sbi E-cornernullnull, Kolkata",3114,65,60
385,385.0,Oyo Padmavati Projects Pvt Ltd Near Netaji Subhash Chandra Bose International Airport,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",1474,68,474
386,386.0,Collection O 811014 Hotel Wow,"SALT LAKE, Kolkata",1023,64,345
387,387.0,Flagship Priyangshu Inn,"Madhurdaha, Kolkata",1188,65,1299
388,388.0,Flagship Relax View Dumdum Park Near City Centre Salt Lake,"Dum Dum Park, Kolkata",1034,67,32
389,389.0,Collection O Avenue Inn Near Vip Road,"288/2 Bangur Avenue Block B, Near Bangur Swimming Pool Jessore Road Diamond Plaza Mall Nagerbazar ",1339,65,19
390,390.0,Oyo Flagship 812161 Hotel Asha Inn,"BIDHANNAGAR, Kolkata",1041,65,397
391,391.0,Super Oyo Capital O 700752 Hotel Dak Plaza,"Near Axis Mall, CE Block, Newtown, Kolkata 700156",1463,64,165
392,392.0,Oyo Pinnacle Auberge,Chinar Park Kolkata International Airport Beside Spencers Rajarhat Main Road,1314,72,619
393,393.0,Oyo Maa Tara Guest House Near Acropolis Mall,"Near R.N.Tagore Hospital, Nitainagar, Kolkata",1680,65,125
394,394.0,Flagship Hmb Guest House Near Salt Lake,"Sector II Salt lake water tank no 8, Kolkata",1660,64,7
395,395.0,Flagship Hotel Red Rose Near Noapara Metro Station,"Dum Dum, Kolkata",1334,65,141
396,396.0,Oyo Townhouse 444 Heera Holiday Inn Near St. Thomas'S Church,"51,Elliot Road Park Street Near Assembly Of God Church Adjacent 144668:1076985",1156,68,141
397,397.0,Collection O Kyd Guest House Near Indian Museum,"700001, Kolkata",1698,65,34
398,398.0,Spot On 812338 Om Palace Guest House,"Near Jalsaghar Netaji Nagar, Kolkata",2082,65,35
399,399.0,Oyo Ma Kali Guest House Near City Centre Salt Lake,"Near FD Block, Bidhannagar, Kolkata",1329,65,428
400,400.0,Oyo Flagship 90803 Sweet Grove,"Sector V, Kolkata",626,79,394
401,401.0,Oyo The Olive Near City Centre Salt Lake,"Near Bus Stand, Anandaloke Hospital, Cl Block, Kolkata",1308,65,621
402,402.0,Oyo Hotel Maruti Lodging,"Above Reliance Trends, Raghunathpur, Kolkata",599,82,158
403,403.0,Flagship Kalighat,"Near Raja Santosh Road, Alipore, Kolkata",599,77,42
404,404.0,Collection O 811014 Hotel Wow,"SALT LAKE, Kolkata",949,68,61
405,405.0,Oyo Flagship 805260 Saltlake Palace,"Salt Lakenull, Kolkata",1252,67,8
406,406.0,Flagship Amaris Stay Hub Near Science City,"171D/1F/2, 49 Picnic Garden Road, VIP Bazar,  EM Bypass, Near Science City",699,80,80
407,407.0,Flagship Nayak Palace Inn Near Birla Mandir,"Ballygunge, Kolkata",1099,67,343
408,408.0,Oyo Hotel Nest Near St. Thomas'S Church,"Near Bata More, Royd Street, Kolkata",1437,67,5
409,409.0,Oyo Flagship 76211 Honey Regency Near City Centre Salt Lake,"E C Block, Kolkata",850,67,334
410,410.0,Collection O 81128 Enigma,"Ballygunge, Kolkata",1087,67,55
411,411.0,Oyo Flagship 812161 Hotel Asha Inn,"BIDHANNAGAR, Kolkata",729,67,195
412,412.0,Collection O Kyd Guest House Near Indian Museum,"700001, Kolkata",925,67,209
413,413.0,Flagship Hotel Red Rose Near Noapara Metro Station,"Dum Dum, Kolkata",815,67,74
414,414.0,Oyo Townhouse 444 Heera Holiday Inn Near St. Thomas'S Church,"51,Elliot Road Park Street Near Assembly Of God Church Adjacent 144668:1076985",811,67,245
415,415.0,Flagship Swastik Inn Near South City Mall,"Poddar Nagar, Kolkata",1441,67,260
416,416.0,Oyo Flagship 76629 Bimla Regency Near Noapara Metro Station,"Police Station, Dum Dum, Kolkata",929,67,604
417,417.0,Oyo Flagship 812443 Mrs Inn,"Sector III, Kolkata",1199,57,3
418,418.0,Oyo Padmavati Projects Pvt Ltd Near Netaji Subhash Chandra Bose International Airport,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",2649,25,6
419,419.0,Oyo Pallyshree Guest House,"Jyangra Sani Mandir, Baguiati Jora Mandir Chinar Park VIP Road Raghunathpur, Kolkata International Airport",3149,25,7
420,420.0,Oyo Townhouse 92944 Hotel Pan Asia International,"Jatin Das Road, Kolkata",1799,25,144
421,421.0,Oyo Flagship Hotel The Buddha Fooding And Lodging,"Near Samabayika Behala, Kolkata",1999,25,7398
422,422.0,Super Oyo Townhouse Hotel Vrindavan,"AA-027 Salt Lake Sector 1 1st Cross Road PNB Island Bus Stop Bidhannagar Ultadanga Kolkata 700064, West Bengal",3899,25,7
423,423.0,Collection O Rest In Near Saltlake,"Near Newtown Bus stand , Kolkata",1799,25,127
424,424.0,Flagship 78299 White Stone Hospitality,Aminia Restaurant Back Side Chinar Park Crossing Great Eastern Kolkata Airport,6099,25,161
425,425.0,Collection O 812085 Hotel 7Dayz Inn Near City Centre 2,"West Bengal, Kolkata",1799,25,69
426,426.0,Collection O 812607 Hotel G.N Palace,"Bara Bazar, Kolkata",1664,25,107
427,427.0,Flagship Divya Jyoti Inn Near Rdb Cinemas,"AI 87 Street No 23 Action Area 1 Newtown, Rajarhat",4849,25,77
428,428.0,Oyo Flagship 70403 Chinar Inn,"Behind Shree Shree Bholanath Kali Temple, Kolkata",1699,25,130
429,429.0,Oyo Hotel Padmavati Near Netaji Subhash Chandra Bose International Airport,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",1664,25,24
430,430.0,Oyo Flagship 81584 Hotel Swagatam,"Rajarhat, Kolkata",3699,25,129
431,431.0,Collection O 64870 Hotel Holiday Science City,SANJHA CHULHA RESTAURANT SCIENCE CITY EM BYE PASS,3149,25,1
432,432.0,Oyo Comfort Stays,"Rajarhat, Kolkata",4299,25,35
433,433.0,Flagship Heritage Inn Near City Centre Salt Lake,"Salt Lake, Kolkata",3799,25,22
434,434.0,Oyo Flagship 78267 City Inn,Avisar Spencer Kalikapur,4649,25,16
435,435.0,Collection O 76651 Dovers Inn,"Opp Gariahat Police Station, Kolkata",2499,25,23
436,436.0,Capital O Hotel Heritage Near Vip Road,"VIP Rd, Beside Spandhan Hospital, Raghunathpur, Tegharia Netaji International Airport, Rajarhat, Kolkata, West Bengal  700059",3749,25,21
437,437.0,Collection O Tulsi Palace,", Kolkata",3249,25,53
438,438.0,Oyo Flagship 812166 Moon Regency,"Sector 2, Kolkata",4749,25,13
439,439.0,Oyo Pratiksha Guest House Near City Centre Salt Lake,"Bangur Avenue Block B, Kolkata Kolkata West Bengal India 700055",3549,25,23
440,440.0,Townhouse 1210 Brill Rooms Inn,"Action Area 1A, Kolkata",2499,25,90
441,441.0,Collection O 82136 Elite Stay,AL283 Al block salt lake sector 2 KOLKATA.,3449,25,9
442,442.0,Oyo Flagship Trivedi Inn Near Ruby Hospital,"Kasba, Kolkata",4799,25,1
443,443.0,Super Oyo Flagship Mourigram Near Andul Rd,"Howrah, Kolkata",2499,25,417
444,444.0,Flagship Sammy Hospitality,"Salt Lake, Kolkata",3499,25,1248
445,445.0,Flagship Ankita Guest House,"Near Gst Bhawan, Kolkata",4299,25,137
446,446.0,Oyo Karunamoyee Guest House Near City Centre Salt Lake,"Karunamoyee Bus Terminal, Bidhannagar, Kolkata",2899,25,200
447,447.0,Oyo Smriti Villa Residency,"Sector IIInull, Kolkata",2149,25,185
448,448.0,Oyo Sima Inn Guest House Near City Centre Salt Lake,"Near Near Salt Lake, Sector 2, Kolkata",2199,25,249
449,449.0,Flagship Chinar Heavens Near Netaji Subhash Chandra Bose International Airport,"AS/267, KAIKHALI, CHINAR PARK, P.O. - AIRPORT, KOLKATA - 700052",1849,25,63
450,450.0,Flagship Scholars Motel Guest House) Near St. Thomas'S Church,"Esplanade, Kolkata",2549,25,1273
451,451.0,Flagship H B Guest House,"Near Ruby Hospital, Kolkata",2449,25,2372
452,452.0,Oyo Smriti Villa Near City Centre Salt Lake,"GD-138, GD MARKET, Near NIH, Salt Lake",2049,25,4151
453,453.0,Spot On Swapna Guest House Near Birla Mandir,"1 No Hatgachia Dhapa Road Kolkata Behind Itc Sonar Bangla Hotel And Beside Milan Mela Prangan, Kolkata",2049,25,1101
454,454.0,Flagship 7 Div Guest House Near City Centre Salt Lake,"CK 109 Near Saltlake Sector 2, 9 No Water Tank  Karunamayee Bus Stop",2499,25,1995
455,455.0,Flagship New Silver Inn,"Near Tagore Park, Tijala, Kolkata",1699,25,1762
456,456.0,Flagship Tinker Bell Near Acropolis Mall,"Mukundapur, Kolkata",3099,25,1434
457,457.0,Oyo Flagship Hotel Suleman Palace Near St. Thomas'S Church,"Bux Lane, Kolkata",1999,25,431
458,458.0,Flagship Rakhakali Guest House Fooding And Loding,"near Shalimar station ticket counter , Kolkata",2249,25,165
459,459.0,Flagship Kajali Guest House Near Birla Mandir,"Near Bosepukur, Kasba, Kolkata",2499,25,1004
460,,Oyo Premium 529 Jasola Vihar,"Pocket-2, Jasola",2649,25,888
461,,Oyo Flagship 485 Gk2 Savitri Cinema,"E Block,GK2",1899,25,103
462,,Oyo Flagship 573 Paharganj Ndls,"Arakashan Road, Paharganj",1199,25,129
463,,Oyo Flagship 513 Delhi Airport,"A Block,Mahipalpur Extension",3549,25,798
464,,Oyo Premium 055 New Friends Colony Ring Road,CV Raman Marg,2749,25,2919
465,,Oyo Rooms 658 Nehru Place 1,"E Block, East Of Kailash",2549,25,943
