market_key,region,vintage,years_back,win_start,win_end,n_cur,n_prior,yoy
italy_puglia_puglia,EMEA,2026-08-31,2,2024-07-03,2024-08-19,31165,26674,0.16836619929519392
italy_puglia_puglia,EMEA,2026-08-31,3,2023-07-05,2023-08-21,26674,22053,0.20954065206547856
italy_puglia_puglia,EMEA,2026-08-31,4,2022-07-06,2022-08-22,22053,16378,0.34650140432287224
italy_sicilia_sicily,EMEA,2026-08-31,0,2026-07-01,2026-08-17,61781,53318,0.15872688397914403
italy_sicilia_sicily,EMEA,2026-08-31,1,2025-07-02,2025-08-18,53318,47590,0.12036142046648446
italy_sicilia_sicily,EMEA,2026-08-31,2,2024-07-03,2024-08-19,47590,39394,0.2080519876123268
italy_sicilia_sicily,EMEA,2026-08-31,3,2023-07-05,2023-08-21,39394,32208,0.22311227024341784
italy_sicilia_sicily,EMEA,2026-08-31,4,2022-07-06,2022-08-22,32208,27210,0.18368246968026458
italy_toscana_florence,EMEA,2026-08-27,0,2026-07-01,2026-08-13,28773,26028,0.10546334716459205
italy_toscana_florence,EMEA,2026-08-27,1,2025-07-02,2025-08-14,26028,25460,0.022309505106048677
italy_toscana_florence,EMEA,2026-08-27,2,2024-07-03,2024-08-15,25460,23528,0.08211492689561384
italy_toscana_florence,EMEA,2026-08-27,3,2023-07-05,2023-08-17,23528,18917,0.2437490088280383
italy_toscana_florence,EMEA,2026-08-27,4,2022-07-06,2022-08-18,18917,9216,1.0526258680555554
italy_trentino-alto-adige-südtirol_trentino,EMEA,2026-08-31,0,2026-07-01,2026-08-17,13170,10618,0.24034658127707664
italy_trentino-alto-adige-südtirol_trentino,EMEA,2026-08-31,1,2025-07-02,2025-08-18,10618,8549,0.24201661012983977
italy_trentino-alto-adige-südtirol_trentino,EMEA,2026-08-31,2,2024-07-03,2024-08-19,8549,6771,0.2625904593117707
italy_trentino-alto-adige-südtirol_trentino,EMEA,2026-08-31,3,2023-07-05,2023-08-21,6771,5384,0.2576151560178306
italy_trentino-alto-adige-südtirol_trentino,EMEA,2026-08-31,4,2022-07-06,2022-08-22,5384,3964,0.35822401614530786
italy_veneto_venice,EMEA,2026-08-13,0,2026-07-01,2026-07-30,17175,14799,0.16055138860733842
italy_veneto_venice,EMEA,2026-08-13,1,2025-07-02,2025-07-31,14799,15101,-0.019998675584398384
italy_veneto_venice,EMEA,2026-08-13,2,2024-07-03,2024-08-01,15101,13573,0.11257643851764532
italy_veneto_venice,EMEA,2026-08-13,3,2023-07-05,2023-08-03,13573,12558,0.08082497212931994
italy_veneto_venice,EMEA,2026-08-13,4,2022-07-06,2022-08-04,12558,6225,1.0173493975903614
japan_kanto_tokyo,APAC,2026-08-31,0,2026-07-01,2026-08-17,58514,44683,0.30953606517019905
japan_kanto_tokyo,APAC,2026-08-31,1,2025-07-02,2025-08-18,44683,33531,0.33258775461513235
japan_kanto_tokyo,APAC,2026-08-31,2,2024-07-03,2024-08-19,33531,22179,0.5118355200865683
japan_kanto_tokyo,APAC,2026-08-31,3,2023-07-05,2023-08-21,22179,6870,2.2283842794759825
japan_kanto_tokyo,APAC,2026-08-31,4,2022-07-06,2022-08-22,6870,4659,0.4745653573728268
kenya_nairobi_nairobi,EMEA,2026-08-18,0,2026-07-01,2026-08-04,5857,3923,0.49299005862860046
kenya_nairobi_nairobi,EMEA,2026-08-18,1,2025-07-02,2025-08-05,3923,2275,0.7243956043956044
kenya_nairobi_nairobi,EMEA,2026-08-18,2,2024-07-03,2024-08-06,2275,1650,0.3787878787878789
kenya_nairobi_nairobi,EMEA,2026-08-18,3,2023-07-05,2023-08-08,1650,1094,0.5082266910420474
kenya_nairobi_nairobi,EMEA,2026-08-18,4,2022-07-06,2022-08-09,1094,711,0.5386779184247539
latvia_riga_riga,EMEA,2026-08-31,0,2026-07-01,2026-08-17,10585,8857,0.19509992096646722
latvia_riga_riga,EMEA,2026-08-31,1,2025-07-02,2025-08-18,8857,6845,0.293937180423667
latvia_riga_riga,EMEA,2026-08-31,2,2024-07-03,2024-08-19,6845,5424,0.26198377581120935
latvia_riga_riga,EMEA,2026-08-31,3,2023-07-05,2023-08-21,5424,3425,0.5836496350364964
latvia_riga_riga,EMEA,2026-08-31,4,2022-07-06,2022-08-22,3425,1750,0.9571428571428571
malta,EMEA,2026-08-30,0,2026-07-01,2026-08-16,20287,14691,0.3809134844462596
malta,EMEA,2026-08-30,1,2025-07-02,2025-08-17,14691,11883,0.23630396364554396
malta,EMEA,2026-08-30,2,2024-07-03,2024-08-18,11883,9415,0.2621348911311736
malta,EMEA,2026-08-30,3,2023-07-05,2023-08-20,9415,7286,0.29220422728520457
malta,EMEA,2026-08-30,4,2022-07-06,2022-08-21,7286,4103,0.7757738240311967
mexico_df_mexico-city,LatAm,2026-08-30,0,2026-07-01,2026-08-16,75324,48023,0.5684984278366616
mexico_df_mexico-city,LatAm,2026-08-30,1,2025-07-02,2025-08-17,48023,37983,0.2643287786641393
mexico_df_mexico-city,LatAm,2026-08-30,2,2024-07-03,2024-08-18,37983,26493,0.43369946778394297
mexico_df_mexico-city,LatAm,2026-08-30,3,2023-07-05,2023-08-20,26493,19973,0.32644069493816663
mexico_df_mexico-city,LatAm,2026-08-30,4,2022-07-06,2022-08-21,19973,11999,0.6645553796149679
new-zealand,APAC,2026-08-13,0,2026-07-01,2026-07-30,52161,37823,0.37908151124976874
new-zealand,APAC,2026-08-13,1,2025-07-02,2025-07-31,37823,31926,0.18470838814759127
new-zealand,APAC,2026-08-13,2,2024-07-03,2024-08-01,31926,34009,-0.061248493045958474
new-zealand,APAC,2026-08-13,3,2023-07-05,2023-08-03,34009,25242,0.3473179621266145
new-zealand,APAC,2026-08-13,4,2022-07-06,2022-08-04,25242,21837,0.15592801208957274
norway_oslo_oslo,EMEA,2026-08-31,0,2026-07-01,2026-08-17,20671,15779,0.31003232143988857
norway_oslo_oslo,EMEA,2026-08-31,1,2025-07-02,2025-08-18,15779,10901,0.4474818823961104
norway_oslo_oslo,EMEA,2026-08-31,2,2024-07-03,2024-08-19,10901,8062,0.35214586951128757
norway_oslo_oslo,EMEA,2026-08-31,3,2023-07-05,2023-08-21,8062,4941,0.6316535114349322
norway_oslo_oslo,EMEA,2026-08-31,4,2022-07-06,2022-08-22,4941,1623,2.044362292051756
portugal_lisbon_lisbon,EMEA,2026-08-26,0,2026-07-01,2026-08-12,49090,46384,0.05833908244222141
portugal_lisbon_lisbon,EMEA,2026-08-26,1,2025-07-02,2025-08-13,46384,41982,0.10485446143585353
portugal_lisbon_lisbon,EMEA,2026-08-26,2,2024-07-03,2024-08-14,41982,37844,0.10934362118169316
portugal_lisbon_lisbon,EMEA,2026-08-26,3,2023-07-05,2023-08-16,37844,34106,0.10959948396176622
portugal_lisbon_lisbon,EMEA,2026-08-26,4,2022-07-06,2022-08-17,34106,13901,1.4534925544924824
portugal_norte_porto,EMEA,2026-08-26,0,2026-07-01,2026-08-12,35156,31743,0.10751976813785724
portugal_norte_porto,EMEA,2026-08-26,1,2025-07-02,2025-08-13,31743,28361,0.11924826346038575
portugal_norte_porto,EMEA,2026-08-26,2,2024-07-03,2024-08-14,28361,25166,0.1269570054835889
portugal_norte_porto,EMEA,2026-08-26,3,2023-07-05,2023-08-16,25166,22245,0.13131040683299622
portugal_norte_porto,EMEA,2026-08-26,4,2022-07-06,2022-08-17,22245,9635,1.3087701089776855
singapore_sg_singapore,APAC,2026-08-31,0,2026-07-01,2026-08-17,1278,1130,0.13097345132743365
singapore_sg_singapore,APAC,2026-08-31,1,2025-07-02,2025-08-18,1130,633,0.7851500789889416
singapore_sg_singapore,APAC,2026-08-31,2,2024-07-03,2024-08-19,633,538,0.17657992565055758
singapore_sg_singapore,APAC,2026-08-31,3,2023-07-05,2023-08-21,538,459,0.17211328976034856
singapore_sg_singapore,APAC,2026-08-31,4,2022-07-06,2022-08-22,459,124,2.7016129032258065
south-africa_wc_cape-town,EMEA,2026-08-30,0,2026-07-01,2026-08-16,17245,13350,0.29176029962546823
south-africa_wc_cape-town,EMEA,2026-08-30,1,2025-07-02,2025-08-17,13350,10582,0.26157626157626157
south-africa_wc_cape-town,EMEA,2026-08-30,2,2024-07-03,2024-08-18,10582,8246,0.28328886732961434
south-africa_wc_cape-town,EMEA,2026-08-30,3,2023-07-05,2023-08-20,8246,6299,0.3090966820130179
south-africa_wc_cape-town,EMEA,2026-08-30,4,2022-07-06,2022-08-21,6299,3033,1.076821628750412
spain_andalucía_malaga,EMEA,2026-08-31,0,2026-07-01,2026-08-17,20088,17693,0.1353642683547165
spain_andalucía_malaga,EMEA,2026-08-31,1,2025-07-02,2025-08-18,17693,14769,0.1979822601394814
spain_andalucía_malaga,EMEA,2026-08-31,2,2024-07-03,2024-08-19,14769,11736,0.2584355828220859
spain_andalucía_malaga,EMEA,2026-08-31,3,2023-07-05,2023-08-21,11736,9241,0.26999242506222276
spain_andalucía_malaga,EMEA,2026-08-31,4,2022-07-06,2022-08-22,9241,5950,0.5531092436974789
spain_andalucía_sevilla,EMEA,2026-08-31,0,2026-07-01,2026-08-17,14754,13876,0.06327471893917558
spain_andalucía_sevilla,EMEA,2026-08-31,1,2025-07-02,2025-08-18,13876,12244,0.13328977458346936
spain_andalucía_sevilla,EMEA,2026-08-31,2,2024-07-03,2024-08-19,12244,10049,0.2184296944969648
spain_andalucía_sevilla,EMEA,2026-08-31,3,2023-07-05,2023-08-21,10049,8633,0.16402177690258313
spain_andalucía_sevilla,EMEA,2026-08-31,4,2022-07-06,2022-08-22,8633,5364,0.6094332587621178
spain_catalonia_barcelona,EMEA,2026-08-23,0,2026-07-01,2026-08-09,29892,22205,0.3461832920513397
spain_catalonia_barcelona,EMEA,2026-08-23,1,2025-07-02,2025-08-10,22205,19028,0.1669644734076099
spain_catalonia_barcelona,EMEA,2026-08-23,2,2024-07-03,2024-08-11,19028,16754,0.13572878118658238
spain_catalonia_barcelona,EMEA,2026-08-23,3,2023-07-05,2023-08-13,16754,14908,0.12382613361953321
spain_catalonia_barcelona,EMEA,2026-08-23,4,2022-07-06,2022-08-14,14908,7865,0.8954863318499682
spain_catalonia_girona,EMEA,2026-08-31,0,2026-07-01,2026-08-17,29480,24558,0.2004234872546624
spain_catalonia_girona,EMEA,2026-08-31,1,2025-07-02,2025-08-18,24558,21795,0.1267721954576737
spain_catalonia_girona,EMEA,2026-08-31,2,2024-07-03,2024-08-19,21795,18580,0.17303552206673833
spain_catalonia_girona,EMEA,2026-08-31,3,2023-07-05,2023-08-21,18580,14926,0.24480771807584079
spain_catalonia_girona,EMEA,2026-08-31,4,2022-07-06,2022-08-22,14926,10754,0.3879486702622279
spain_comunidad-de-madrid_madrid,EMEA,2026-08-23,0,2026-07-01,2026-08-09,41282,32544,0.2684980334316618
spain_comunidad-de-madrid_madrid,EMEA,2026-08-23,1,2025-07-02,2025-08-10,32544,27428,0.1865247192649846
spain_comunidad-de-madrid_madrid,EMEA,2026-08-23,2,2024-07-03,2024-08-11,27428,18558,0.4779609871753421
spain_comunidad-de-madrid_madrid,EMEA,2026-08-23,3,2023-07-05,2023-08-13,18558,14483,0.28136435821307737
spain_comunidad-de-madrid_madrid,EMEA,2026-08-23,4,2022-07-06,2022-08-14,14483,7285,0.9880576527110501
spain_islas-baleares_mallorca,EMEA,2026-08-26,0,2026-07-01,2026-08-12,18094,15303,0.18238253937136517
spain_islas-baleares_mallorca,EMEA,2026-08-26,1,2025-07-02,2025-08-13,15303,13017,0.1756165014980411
spain_islas-baleares_mallorca,EMEA,2026-08-26,2,2024-07-03,2024-08-14,13017,10540,0.23500948766603424
spain_islas-baleares_mallorca,EMEA,2026-08-26,3,2023-07-05,2023-08-16,10540,8869,0.18840906528357193
spain_islas-baleares_mallorca,EMEA,2026-08-26,4,2022-07-06,2022-08-17,8869,7095,0.2500352360817477
spain_islas-baleares_menorca,EMEA,2026-08-31,0,2026-07-01,2026-08-17,6139,5284,0.1618092354277063
spain_islas-baleares_menorca,EMEA,2026-08-31,1,2025-07-02,2025-08-18,5284,4316,0.22428174235403153
spain_islas-baleares_menorca,EMEA,2026-08-31,2,2024-07-03,2024-08-19,4316,3557,0.21338206353668832
spain_islas-baleares_menorca,EMEA,2026-08-31,3,2023-07-05,2023-08-21,3557,2958,0.20250169033130483
spain_islas-baleares_menorca,EMEA,2026-08-31,4,2022-07-06,2022-08-22,2958,2142,0.38095238095238093
spain_pv_euskadi,EMEA,2026-08-31,0,2026-07-01,2026-08-17,18236,15800,0.15417721518987348
spain_pv_euskadi,EMEA,2026-08-31,1,2025-07-02,2025-08-18,15800,13590,0.16261957321559972
spain_pv_euskadi,EMEA,2026-08-31,2,2024-07-03,2024-08-19,13590,11966,0.13571786729065693
spain_pv_euskadi,EMEA,2026-08-31,3,2023-07-05,2023-08-21,11966,9750,0.22728205128205126
spain_pv_euskadi,EMEA,2026-08-31,4,2022-07-06,2022-08-22,9750,6611,0.47481470276811377
spain_vc_valencia,EMEA,2026-08-28,0,2026-07-01,2026-08-14,18175,13857,0.31161145991195793
spain_vc_valencia,EMEA,2026-08-28,1,2025-07-02,2025-08-15,13857,11312,0.2249823196605374
spain_vc_valencia,EMEA,2026-08-28,2,2024-07-03,2024-08-16,11312,8602,0.315043013252732
spain_vc_valencia,EMEA,2026-08-28,3,2023-07-05,2023-08-18,8602,6336,0.35763888888888884
spain_vc_valencia,EMEA,2026-08-28,4,2022-07-06,2022-08-19,6336,4252,0.4901222953904045
sweden_stockholms-län_stockholm,EMEA,2026-08-31,0,2026-07-01,2026-08-17,10267,7147,0.43654680285434444
sweden_stockholms-län_stockholm,EMEA,2026-08-31,1,2025-07-02,2025-08-18,7147,5694,0.25518089216719364
sweden_stockholms-län_stockholm,EMEA,2026-08-31,2,2024-07-03,2024-08-19,5694,4714,0.20789138735680956
sweden_stockholms-län_stockholm,EMEA,2026-08-31,3,2023-07-05,2023-08-21,4714,3442,0.3695525857059849
sweden_stockholms-län_stockholm,EMEA,2026-08-31,4,2022-07-06,2022-08-22,3442,1560,1.2064102564102566
switzerland_geneva_geneva,EMEA,2026-08-31,0,2026-07-01,2026-08-17,2547,2465,0.03326572008113593
switzerland_geneva_geneva,EMEA,2026-08-31,1,2025-07-02,2025-08-18,2465,1507,0.6357000663570007
switzerland_geneva_geneva,EMEA,2026-08-31,2,2024-07-03,2024-08-19,1507,1448,0.04074585635359118
switzerland_geneva_geneva,EMEA,2026-08-31,3,2023-07-05,2023-08-21,1448,1168,0.23972602739726034
switzerland_geneva_geneva,EMEA,2026-08-31,4,2022-07-06,2022-08-22,1168,602,0.9401993355481728
switzerland_vd_vaud,EMEA,2026-08-10,0,2026-07-01,2026-07-27,3664,2878,0.2731063238359972
switzerland_vd_vaud,EMEA,2026-08-10,1,2025-07-02,2025-07-28,2878,2263,0.2717631462660186
switzerland_vd_vaud,EMEA,2026-08-10,2,2024-07-03,2024-07-29,2263,1958,0.15577119509703774
switzerland_vd_vaud,EMEA,2026-08-10,3,2023-07-05,2023-07-31,1958,1701,0.15108759553203988
switzerland_vd_vaud,EMEA,2026-08-10,4,2022-07-06,2022-08-01,1701,1221,0.39312039312039304
switzerland_zürich_zurich,EMEA,2026-08-31,0,2026-07-01,2026-08-17,5178,4730,0.09471458773784347
switzerland_zürich_zurich,EMEA,2026-08-31,1,2025-07-02,2025-08-18,4730,3389,0.3956919445264089
switzerland_zürich_zurich,EMEA,2026-08-31,2,2024-07-03,2024-08-19,3389,2449,0.38383013474887706
switzerland_zürich_zurich,EMEA,2026-08-31,3,2023-07-05,2023-08-21,2449,1730,0.41560693641618496
switzerland_zürich_zurich,EMEA,2026-08-31,4,2022-07-06,2022-08-22,1730,1003,0.724825523429711
taiwan_northern-taiwan_taipei,APAC,2026-08-31,0,2026-07-01,2026-08-17,8271,6525,0.26758620689655177
taiwan_northern-taiwan_taipei,APAC,2026-08-31,1,2025-07-02,2025-08-18,6525,4958,0.31605486083098033
taiwan_northern-taiwan_taipei,APAC,2026-08-31,2,2024-07-03,2024-08-19,4958,3514,0.4109277177006261
taiwan_northern-taiwan_taipei,APAC,2026-08-31,3,2023-07-05,2023-08-21,3514,501,6.013972055888224
taiwan_northern-taiwan_taipei,APAC,2026-08-31,4,2022-07-06,2022-08-22,501,375,0.3360000000000001
thailand_central-thailand_bangkok,APAC,2026-08-30,0,2026-07-01,2026-08-16,24315,17907,0.35784888591053776
thailand_central-thailand_bangkok,APAC,2026-08-30,1,2025-07-02,2025-08-17,17907,16217,0.10421162977122767
thailand_central-thailand_bangkok,APAC,2026-08-30,2,2024-07-03,2024-08-18,16217,11290,0.43640389725420725
thailand_central-thailand_bangkok,APAC,2026-08-30,3,2023-07-05,2023-08-20,11290,5604,1.0146324054246967
thailand_central-thailand_bangkok,APAC,2026-08-30,4,2022-07-06,2022-08-21,5604,406,12.80295566502463
the-netherlands_north-holland_amsterdam,EMEA,2026-08-15,0,2026-07-01,2026-08-01,10389,8478,0.2254069355980184
the-netherlands_north-holland_amsterdam,EMEA,2026-08-15,1,2025-07-02,2025-08-02,8478,8467,0.0012991614503365945
the-netherlands_north-holland_amsterdam,EMEA,2026-08-15,2,2024-07-03,2024-08-03,8467,7221,0.17255227807782858
the-netherlands_north-holland_amsterdam,EMEA,2026-08-15,3,2023-07-05,2023-08-05,7221,6574,0.09841801034377862
the-netherlands_north-holland_amsterdam,EMEA,2026-08-15,4,2022-07-06,2022-08-06,6574,3062,1.146962769431744
the-netherlands_south-holland_rotterdam,EMEA,2026-08-29,0,2026-07-01,2026-08-15,2407,1984,0.21320564516129026
the-netherlands_south-holland_rotterdam,EMEA,2026-08-29,1,2025-07-02,2025-08-16,1984,1603,0.23767935121646921
the-netherlands_south-holland_rotterdam,EMEA,2026-08-29,2,2024-07-03,2024-08-17,1603,1551,0.03352675693101226
the-netherlands_south-holland_rotterdam,EMEA,2026-08-29,3,2023-07-05,2023-08-19,1551,1336,0.1609281437125749
the-netherlands_south-holland_rotterdam,EMEA,2026-08-29,4,2022-07-06,2022-08-20,1336,762,0.753280839895013
the-netherlands_south-holland_the-hague,EMEA,2026-08-30,0,2026-07-01,2026-08-16,2559,2099,0.21915197713196766
the-netherlands_south-holland_the-hague,EMEA,2026-08-30,1,2025-07-02,2025-08-17,2099,1764,0.1899092970521541
the-netherlands_south-holland_the-hague,EMEA,2026-08-30,2,2024-07-03,2024-08-18,1764,1561,0.13004484304932729
the-netherlands_south-holland_the-hague,EMEA,2026-08-30,3,2023-07-05,2023-08-20,1561,1334,0.17016491754122942
the-netherlands_south-holland_the-hague,EMEA,2026-08-30,4,2022-07-06,2022-08-21,1334,1027,0.29892891918208364
turkey_marmara_istanbul,EMEA,2026-08-31,0,2026-07-01,2026-08-17,28417,21228,0.33865649142641785
turkey_marmara_istanbul,EMEA,2026-08-31,1,2025-07-02,2025-08-18,21228,15294,0.3879952922714791
turkey_marmara_istanbul,EMEA,2026-08-31,2,2024-07-03,2024-08-19,15294,12725,0.20188605108055002
turkey_marmara_istanbul,EMEA,2026-08-31,3,2023-07-05,2023-08-21,12725,7887,0.6134144795232661
turkey_marmara_istanbul,EMEA,2026-08-31,4,2022-07-06,2022-08-22,7887,3928,1.0078920570264764
united-kingdom_england_bristol,EMEA,2026-08-30,0,2026-07-01,2026-08-16,7066,5734,0.23229856993372855
united-kingdom_england_bristol,EMEA,2026-08-30,1,2025-07-02,2025-08-17,5734,4398,0.303774442928604
united-kingdom_england_bristol,EMEA,2026-08-30,2,2024-07-03,2024-08-18,4398,3541,0.24202202767579784
united-kingdom_england_bristol,EMEA,2026-08-30,3,2023-07-05,2023-08-20,3541,2821,0.2552286423254164
united-kingdom_england_bristol,EMEA,2026-08-30,4,2022-07-06,2022-08-21,2821,2228,0.26615798922800726
united-kingdom_england_greater-manchester,EMEA,2026-08-30,0,2026-07-01,2026-08-16,13399,12452,0.0760520398329585
united-kingdom_england_greater-manchester,EMEA,2026-08-30,1,2025-07-02,2025-08-17,12452,7383,0.6865772721116077
united-kingdom_england_greater-manchester,EMEA,2026-08-30,2,2024-07-03,2024-08-18,7383,5334,0.38413948256467934
united-kingdom_england_greater-manchester,EMEA,2026-08-30,3,2023-07-05,2023-08-20,5334,3635,0.4674002751031636
united-kingdom_england_greater-manchester,EMEA,2026-08-30,4,2022-07-06,2022-08-21,3635,2283,0.5922032413491021
united-kingdom_england_london,EMEA,2026-08-18,0,2026-07-01,2026-08-04,87896,60494,0.45297054253314384
united-kingdom_england_london,EMEA,2026-08-18,1,2025-07-02,2025-08-05,60494,43503,0.39057076523458156
united-kingdom_england_london,EMEA,2026-08-18,2,2024-07-03,2024-08-06,43503,33931,0.2821019127051958
united-kingdom_england_london,EMEA,2026-08-18,3,2023-07-05,2023-08-08,33931,24665,0.37567403202919114
united-kingdom_england_london,EMEA,2026-08-18,4,2022-07-06,2022-08-09,24665,7478,2.298341802621022
united-kingdom_scotland_edinburgh,EMEA,2026-08-26,0,2026-07-01,2026-08-12,26885,22185,0.21185485688528294
united-kingdom_scotland_edinburgh,EMEA,2026-08-26,1,2025-07-02,2025-08-13,22185,18065,0.22806531967893706
united-kingdom_scotland_edinburgh,EMEA,2026-08-26,2,2024-07-03,2024-08-14,18065,15566,0.1605422073750482
united-kingdom_scotland_edinburgh,EMEA,2026-08-26,3,2023-07-05,2023-08-16,15566,12090,0.2875103391232423
united-kingdom_scotland_edinburgh,EMEA,2026-08-26,4,2022-07-06,2022-08-17,12090,5827,1.0748240947314227
united-states_ca_los-angeles,NAM,2026-08-10,0,2026-07-01,2026-07-27,38439,27084,0.4192512184315462
united-states_ca_los-angeles,NAM,2026-08-10,1,2025-07-02,2025-07-28,27084,23570,0.14908782350445482
united-states_ca_los-angeles,NAM,2026-08-10,2,2024-07-03,2024-07-29,23570,18847,0.2505969119753806
united-states_ca_los-angeles,NAM,2026-08-10,3,2023-07-05,2023-07-31,18847,15104,0.24781514830508478
united-states_ca_los-angeles,NAM,2026-08-10,4,2022-07-06,2022-08-01,15104,11437,0.32062603829675607
united-states_ca_oakland,NAM,2026-08-29,0,2026-07-01,2026-08-15,3121,2659,0.17374952989845815
united-states_ca_oakland,NAM,2026-08-29,1,2025-07-02,2025-08-16,2659,2327,0.14267296948861197
united-states_ca_oakland,NAM,2026-08-29,2,2024-07-03,2024-08-17,2327,2321,0.0025850926324859635
united-states_ca_oakland,NAM,2026-08-29,3,2023-07-05,2023-08-19,2321,2437,-0.04759950759130083
united-states_ca_oakland,NAM,2026-08-29,4,2022-07-06,2022-08-20,2437,1730,0.408670520231214
united-states_ca_pacific-grove,NAM,2026-08-31,0,2026-07-01,2026-08-17,579,497,0.16498993963782693
united-states_ca_pacific-grove,NAM,2026-08-31,1,2025-07-02,2025-08-18,497,426,0.16666666666666674
united-states_ca_pacific-grove,NAM,2026-08-31,2,2024-07-03,2024-08-19,426,402,0.05970149253731338
united-states_ca_pacific-grove,NAM,2026-08-31,3,2023-07-05,2023-08-21,402,379,0.06068601583113464
united-states_ca_pacific-grove,NAM,2026-08-31,4,2022-07-06,2022-08-22,379,313,0.21086261980830678
united-states_ca_san-diego,NAM,2026-08-29,0,2026-07-01,2026-08-15,34008,27180,0.25121412803532017
united-states_ca_san-diego,NAM,2026-08-29,1,2025-07-02,2025-08-16,27180,22994,0.1820474906497347
united-states_ca_san-diego,NAM,2026-08-29,2,2024-07-03,2024-08-17,22994,20040,0.14740518962075844
united-states_ca_san-diego,NAM,2026-08-29,3,2023-07-05,2023-08-19,20040,16431,0.2196457914916925
united-states_ca_san-diego,NAM,2026-08-29,4,2022-07-06,2022-08-20,16431,12947,0.26909708812852395
united-states_ca_san-francisco,NAM,2026-08-10,0,2026-07-01,2026-07-27,6089,5136,0.1855529595015577
united-states_ca_san-francisco,NAM,2026-08-10,1,2025-07-02,2025-07-28,5136,4469,0.14925039158648468
united-states_ca_san-francisco,NAM,2026-08-10,2,2024-07-03,2024-07-29,4469,4413,0.012689780194878875
united-states_ca_san-francisco,NAM,2026-08-10,3,2023-07-05,2023-07-31,4413,3905,0.1300896286811779
united-states_ca_san-francisco,NAM,2026-08-10,4,2022-07-06,2022-08-01,3905,2807,0.3911649447809049
united-states_ca_san-mateo-county,NAM,2026-08-29,0,2026-07-01,2026-08-15,5751,5156,0.11539953452288598
united-states_ca_san-mateo-county,NAM,2026-08-29,1,2025-07-02,2025-08-16,5156,4752,0.08501683501683499
united-states_ca_san-mateo-county,NAM,2026-08-29,2,2024-07-03,2024-08-17,4752,4102,0.15845928815212096
united-states_ca_san-mateo-county,NAM,2026-08-29,3,2023-07-05,2023-08-19,4102,3428,0.1966161026837807
united-states_ca_san-mateo-county,NAM,2026-08-29,4,2022-07-06,2022-08-20,3428,2766,0.2393347794649312
united-states_ca_santa-clara-county,NAM,2026-08-29,0,2026-07-01,2026-08-15,7861,6186,0.27077271257678626
united-states_ca_santa-clara-county,NAM,2026-08-29,1,2025-07-02,2025-08-16,6186,5304,0.16628959276018107
united-states_ca_santa-clara-county,NAM,2026-08-29,2,2024-07-03,2024-08-17,5304,4679,0.13357555033126745
united-states_ca_santa-clara-county,NAM,2026-08-29,3,2023-07-05,2023-08-19,4679,4252,0.10042333019755412
united-states_ca_santa-clara-county,NAM,2026-08-29,4,2022-07-06,2022-08-20,4252,3456,0.23032407407407418
united-states_ca_santa-cruz-county,NAM,2026-08-31,0,2026-07-01,2026-08-17,5946,5271,0.12805919180421177
united-states_ca_santa-cruz-county,NAM,2026-08-31,1,2025-07-02,2025-08-18,5271,4558,0.15642825800789817
united-states_ca_santa-cruz-county,NAM,2026-08-31,2,2024-07-03,2024-08-19,4558,3993,0.14149762083646378
united-states_ca_santa-cruz-county,NAM,2026-08-31,3,2023-07-05,2023-08-21,3993,3839,0.04011461318051568
united-states_ca_santa-cruz-county,NAM,2026-08-31,4,2022-07-06,2022-08-22,3839,3110,0.23440514469453366
united-states_co_denver,NAM,2026-08-31,0,2026-07-01,2026-08-17,11588,10051,0.1529201074519948
united-states_co_denver,NAM,2026-08-31,1,2025-07-02,2025-08-18,10051,9838,0.021650742020735914
united-states_co_denver,NAM,2026-08-31,2,2024-07-03,2024-08-19,9838,8224,0.19625486381322954
united-states_co_denver,NAM,2026-08-31,3,2023-07-05,2023-08-21,8224,6869,0.1972630659484642
united-states_co_denver,NAM,2026-08-31,4,2022-07-06,2022-08-22,6869,5328,0.2892267267267268
united-states_dc_washington-dc,NAM,2026-08-27,0,2026-07-01,2026-08-13,12423,9950,0.2485427135678393
united-states_dc_washington-dc,NAM,2026-08-27,1,2025-07-02,2025-08-14,9950,9693,0.026513979160218692
united-states_dc_washington-dc,NAM,2026-08-27,2,2024-07-03,2024-08-15,9693,7822,0.23919713628228068
united-states_dc_washington-dc,NAM,2026-08-27,3,2023-07-05,2023-08-17,7822,6454,0.21196157421753958
united-states_dc_washington-dc,NAM,2026-08-27,4,2022-07-06,2022-08-18,6454,4799,0.3448635132319233
united-states_fl_broward-county,NAM,2026-08-30,0,2026-07-01,2026-08-16,26240,18778,0.3973799126637554
united-states_fl_broward-county,NAM,2026-08-30,1,2025-07-02,2025-08-17,18778,14548,0.29076161671707457
united-states_fl_broward-county,NAM,2026-08-30,2,2024-07-03,2024-08-18,14548,10685,0.36153486195601303
united-states_fl_broward-county,NAM,2026-08-30,3,2023-07-05,2023-08-20,10685,9573,0.11616003342734782
united-states_fl_broward-county,NAM,2026-08-30,4,2022-07-06,2022-08-21,9573,7608,0.25828075709779186
united-states_hi_hawaii,NAM,2026-08-25,0,2026-07-01,2026-08-11,38585,33345,0.15714499925026248
united-states_hi_hawaii,NAM,2026-08-25,1,2025-07-02,2025-08-12,33345,29449,0.13229651261502928
united-states_hi_hawaii,NAM,2026-08-25,2,2024-07-03,2024-08-13,29449,26876,0.09573597261497246
