block,key,metric,before,after,delta
quarterly_index,yoy_all|APAC|3Q25,w_reviews,24.28498026314187,24.45285414326872,0.16787388012685156
quarterly_index,yoy_all|APAC|3Q25,n_markets,17.0,17.0,0.0
quarterly_index,yoy_all|APAC|4Q25,w_equal,27.620710447046946,27.63720925116171,0.016498804114764454
quarterly_index,yoy_all|APAC|4Q25,w_reviews,28.776035864207984,28.756412821355593,-0.019623042852391137
quarterly_index,yoy_all|APAC|4Q25,n_markets,17.0,17.0,0.0
quarterly_index,yoy_all|APAC|1Q26,w_equal,29.54884290099697,29.504797381869167,-0.044045519127802635
quarterly_index,yoy_all|APAC|1Q26,w_reviews,29.245402623584084,29.13098134122485,-0.11442128235923477
quarterly_index,yoy_all|APAC|1Q26,n_markets,17.0,17.0,0.0
quarterly_index,yoy_all|APAC|2Q26,w_equal,20.054067004785008,20.9456987666847,0.8916317618996921
quarterly_index,yoy_all|APAC|2Q26,w_reviews,21.21465496557291,23.87045590222138,2.6558009366484683
quarterly_index,yoy_all|APAC|2Q26,n_markets,16.0,17.0,1.0
quarterly_index,yoy_vmatch|GLOBAL|3Q25,w_equal,2.51210175357749,2.71505231897827,0.20295056540077994
quarterly_index,yoy_vmatch|GLOBAL|3Q25,w_reviews,2.98000658090986,3.38145430742244,0.40144772651258
quarterly_index,yoy_vmatch|GLOBAL|3Q25,n_markets,119.0,120.0,1.0
quarterly_index,yoy_vmatch|GLOBAL|4Q25,w_equal,5.58346441491707,5.8916564917478,0.30819207683073024
quarterly_index,yoy_vmatch|GLOBAL|4Q25,w_reviews,6.17405921993832,7.1245776808615195,0.9505184609231998
quarterly_index,yoy_vmatch|GLOBAL|4Q25,n_markets,119.0,120.0,1.0
quarterly_index,yoy_vmatch|GLOBAL|1Q26,w_equal,4.75790032914966,4.95573840112196,0.19783807197230008
quarterly_index,yoy_vmatch|GLOBAL|1Q26,w_reviews,7.27522586134097,7.859336068062079,0.5841102067211095
quarterly_index,yoy_vmatch|GLOBAL|1Q26,n_markets,119.0,120.0,1.0
quarterly_index,yoy_vmatch|GLOBAL|2Q26,w_equal,3.7658715507800102,3.9191290315305003,0.15325748075049006
quarterly_index,yoy_vmatch|GLOBAL|2Q26,w_reviews,4.26991974978319,4.69131195530514,0.42139220552194967
quarterly_index,yoy_vmatch|GLOBAL|2Q26,n_markets,119.0,120.0,1.0
quarterly_index,yoy_vmatch|GLOBAL_NW|3Q25,w_equal,4.29278295756919,4.44613789835135,0.15335494078215994
quarterly_index,yoy_vmatch|GLOBAL_NW|3Q25,w_reviews,,,
quarterly_index,yoy_vmatch|GLOBAL_NW|3Q25,n_markets,,,
quarterly_index,yoy_vmatch|GLOBAL_NW|4Q25,w_equal,7.57363475518831,7.8327574588085,0.2591227036201893
quarterly_index,yoy_vmatch|GLOBAL_NW|4Q25,w_reviews,,,
quarterly_index,yoy_vmatch|GLOBAL_NW|4Q25,n_markets,,,
quarterly_index,yoy_vmatch|GLOBAL_NW|1Q26,w_equal,6.444957840721149,6.5932588820488895,0.14830104132774036
quarterly_index,yoy_vmatch|GLOBAL_NW|1Q26,w_reviews,,,
quarterly_index,yoy_vmatch|GLOBAL_NW|1Q26,n_markets,,,
quarterly_index,yoy_vmatch|GLOBAL_NW|2Q26,w_equal,5.624465893098741,5.77594750659407,0.15148161349532963
quarterly_index,yoy_vmatch|GLOBAL_NW|2Q26,w_reviews,,,
quarterly_index,yoy_vmatch|GLOBAL_NW|2Q26,n_markets,,,
quarterly_index,yoy_vmatch|APAC|3Q25,w_equal,5.6495758838666,6.89761080844334,1.2480349245767401
quarterly_index,yoy_vmatch|APAC|3Q25,w_reviews,4.9485043393544,8.15443176561949,3.20592742626509
quarterly_index,yoy_vmatch|APAC|3Q25,n_markets,16.0,17.0,1.0
quarterly_index,yoy_vmatch|APAC|4Q25,w_equal,6.71699292318296,8.82578825914889,2.1087953359659304
quarterly_index,yoy_vmatch|APAC|4Q25,w_reviews,6.24424513180779,11.31480760796377,5.07056247615598
quarterly_index,yoy_vmatch|APAC|4Q25,n_markets,16.0,17.0,1.0
quarterly_index,yoy_vmatch|APAC|1Q26,w_equal,7.98108018310847,9.18798540562124,1.2069052225127708
quarterly_index,yoy_vmatch|APAC|1Q26,w_reviews,8.86372606686458,11.23600663769091,2.37228057082633
quarterly_index,yoy_vmatch|APAC|1Q26,n_markets,16.0,17.0,1.0
quarterly_index,yoy_vmatch|APAC|2Q26,w_equal,1.19934959165072,2.43213898277944,1.2327893911287202
quarterly_index,yoy_vmatch|APAC|2Q26,w_reviews,2.30299088130976,5.86657670857437,3.56358582726461
quarterly_index,yoy_vmatch|APAC|2Q26,n_markets,16.0,17.0,1.0
quarterly_index,yoy_cohort|GLOBAL|3Q25,w_equal,-10.22007736365495,-10.21537403683562,0.004703326819329945
quarterly_index,yoy_cohort|GLOBAL|3Q25,w_reviews,-9.84645546194343,-9.83704049746098,0.00941496448244905
quarterly_index,yoy_cohort|GLOBAL|3Q25,n_markets,123.0,123.0,0.0
quarterly_index,yoy_cohort|GLOBAL|4Q25,w_equal,-7.17946294647345,-7.1777940472373,0.00166889923614999
quarterly_index,yoy_cohort|GLOBAL|4Q25,w_reviews,-7.47400052164266,-7.4699091786765,0.004091342966160205
quarterly_index,yoy_cohort|GLOBAL|4Q25,n_markets,123.0,123.0,0.0
quarterly_index,yoy_cohort|GLOBAL|1Q26,w_equal,-8.38281985343235,-8.38437432289247,-0.0015544694601192788
quarterly_index,yoy_cohort|GLOBAL|1Q26,w_reviews,-6.89017250417665,-6.89364704844649,-0.003474544269839619
quarterly_index,yoy_cohort|GLOBAL|1Q26,n_markets,123.0,123.0,0.0
quarterly_index,yoy_cohort|GLOBAL|2Q26,w_equal,-7.384667702952349,-7.45204125899086,-0.06737355603851114
quarterly_index,yoy_cohort|GLOBAL|2Q26,w_reviews,-7.11901719762581,-7.2849755318779605,-0.16595833425215023
quarterly_index,yoy_cohort|GLOBAL|2Q26,n_markets,122.0,123.0,1.0
quarterly_index,yoy_cohort|GLOBAL_NW|3Q25,w_equal,-10.434926975386869,-10.43074547268665,0.004181502700218331
quarterly_index,yoy_cohort|GLOBAL_NW|3Q25,w_reviews,,,
quarterly_index,yoy_cohort|GLOBAL_NW|3Q25,n_markets,,,
quarterly_index,yoy_cohort|GLOBAL_NW|4Q25,w_equal,-7.403382094767311,-7.4018983563560905,0.0014837384112205143
quarterly_index,yoy_cohort|GLOBAL_NW|4Q25,w_reviews,,,
quarterly_index,yoy_cohort|GLOBAL_NW|4Q25,n_markets,,,
quarterly_index,yoy_cohort|GLOBAL_NW|1Q26,w_equal,-8.41424579341282,-8.41562779778858,-0.0013820043757615252
quarterly_index,yoy_cohort|GLOBAL_NW|1Q26,w_reviews,,,
quarterly_index,yoy_cohort|GLOBAL_NW|1Q26,n_markets,,,
quarterly_index,yoy_cohort|GLOBAL_NW|2Q26,w_equal,-7.86073220908954,-7.88468286602755,-0.023950656938009907
quarterly_index,yoy_cohort|GLOBAL_NW|2Q26,w_reviews,,,
quarterly_index,yoy_cohort|GLOBAL_NW|2Q26,n_markets,,,
quarterly_index,yoy_cohort|APAC|3Q25,w_equal,-10.473292143408,-10.43926219053871,0.034029952869291336
quarterly_index,yoy_cohort|APAC|3Q25,w_reviews,-10.74831570520767,-10.66276899935433,0.08554670585333923
quarterly_index,yoy_cohort|APAC|3Q25,n_markets,17.0,17.0,0.0
quarterly_index,yoy_cohort|APAC|4Q25,w_equal,-7.53941539829831,-7.52734042147209,0.012074976826220052
quarterly_index,yoy_cohort|APAC|4Q25,w_reviews,-7.24475978435619,-7.22185548164322,0.022904302712969837
quarterly_index,yoy_cohort|APAC|4Q25,n_markets,17.0,17.0,0.0
quarterly_index,yoy_cohort|APAC|1Q26,w_equal,-7.4121350104621495,-7.423382054203071,-0.011247043740921114
quarterly_index,yoy_cohort|APAC|1Q26,w_reviews,-5.55144792240303,-5.5658276714699095,-0.014379749066879555
quarterly_index,yoy_cohort|APAC|1Q26,n_markets,17.0,17.0,0.0
quarterly_index,yoy_cohort|APAC|2Q26,w_equal,-12.3580514443544,-12.552966953256469,-0.19491550890206888
quarterly_index,yoy_cohort|APAC|2Q26,w_reviews,-11.13590553325164,-11.84614048894702,-0.7102349556953804
quarterly_index,yoy_cohort|APAC|2Q26,n_markets,16.0,17.0,1.0
quarterly_index,yoy_stable|GLOBAL|3Q25,w_equal,20.39601398751486,20.52117214671458,0.12515815919972084
quarterly_index,yoy_stable|GLOBAL|3Q25,w_reviews,19.57460267397162,19.860510880133937,0.2859082061623184
quarterly_index,yoy_stable|GLOBAL|3Q25,n_markets,119.0,120.0,1.0
quarterly_index,yoy_stable|GLOBAL|4Q25,w_equal,14.849387836662158,15.0057933794009,0.1564055427387423
quarterly_index,yoy_stable|GLOBAL|4Q25,w_reviews,14.56095931294376,15.09195057862091,0.5309912656771498
quarterly_index,yoy_stable|GLOBAL|4Q25,n_markets,119.0,120.0,1.0
quarterly_index,yoy_stable|GLOBAL|1Q26,w_equal,4.4781981641276,4.47727099918096,-0.0009271649466402465
quarterly_index,yoy_stable|GLOBAL|1Q26,w_reviews,5.39105090280664,5.36086054564957,-0.030190357157070302
quarterly_index,yoy_stable|GLOBAL|1Q26,n_markets,119.0,120.0,1.0
quarterly_index,yoy_stable|GLOBAL|2Q26,w_equal,-3.2394313909653203,-3.27438488301669,-0.03495349205136966
quarterly_index,yoy_stable|GLOBAL|2Q26,w_reviews,-3.3297391340300795,-3.43293512240537,-0.10319598837529043
quarterly_index,yoy_stable|GLOBAL|2Q26,n_markets,119.0,120.0,1.0
quarterly_index,yoy_stable|GLOBAL_NW|3Q25,w_equal,22.493639528373997,22.58985818688045,0.0962186585064515
quarterly_index,yoy_stable|GLOBAL_NW|3Q25,w_reviews,,,
quarterly_index,yoy_stable|GLOBAL_NW|3Q25,n_markets,,,
quarterly_index,yoy_stable|GLOBAL_NW|4Q25,w_equal,16.34012486728999,16.48460270602148,0.14447783873148978
quarterly_index,yoy_stable|GLOBAL_NW|4Q25,w_reviews,,,
quarterly_index,yoy_stable|GLOBAL_NW|4Q25,n_markets,,,
quarterly_index,yoy_stable|GLOBAL_NW|1Q26,w_equal,5.0360939427711,5.0233668819516,-0.012727060819499592
quarterly_index,yoy_stable|GLOBAL_NW|1Q26,w_reviews,,,
quarterly_index,yoy_stable|GLOBAL_NW|1Q26,n_markets,,,
quarterly_index,yoy_stable|GLOBAL_NW|2Q26,w_equal,-3.15275789893812,-3.1431641462441102,0.009593752694009972
quarterly_index,yoy_stable|GLOBAL_NW|2Q26,w_reviews,,,
quarterly_index,yoy_stable|GLOBAL_NW|2Q26,n_markets,,,
quarterly_index,yoy_stable|APAC|3Q25,w_equal,22.10318080038963,22.88622858221857,0.783047781828941
quarterly_index,yoy_stable|APAC|3Q25,w_reviews,20.58283791231341,22.87153602435505,2.28869811204164
quarterly_index,yoy_stable|APAC|3Q25,n_markets,16.0,17.0,1.0
quarterly_index,yoy_stable|APAC|4Q25,w_equal,13.62960270763901,14.8053938992668,1.1757911916277894
quarterly_index,yoy_stable|APAC|4Q25,w_reviews,11.67727289168034,14.88326547815643,3.205992586476089
quarterly_index,yoy_stable|APAC|4Q25,n_markets,16.0,17.0,1.0
quarterly_index,yoy_stable|APAC|1Q26,w_equal,6.12772206130555,6.02414655008348,-0.1035755112220702
quarterly_index,yoy_stable|APAC|1Q26,w_reviews,3.77114273456682,3.84675462952632,0.07561189495950016
quarterly_index,yoy_stable|APAC|1Q26,n_markets,16.0,17.0,1.0
quarterly_index,yoy_stable|APAC|2Q26,w_equal,-8.76114222244647,-8.683066235074929,0.07807598737154109
quarterly_index,yoy_stable|APAC|2Q26,w_reviews,-9.33699767924758,-8.97906075890616,0.35793692034141955
quarterly_index,yoy_stable|APAC|2Q26,n_markets,16.0,17.0,1.0
backtest_scoreboard,abnb_quarterly,tests,2560.0,2560.0,0.0
backtest_scoreboard,abnb_quarterly,flagged,1186.0,1182.0,-4.0
backtest_scoreboard,abnb_quarterly,beat_naive,463.0,465.0,2.0
backtest_scoreboard,abnb_quarterly,beat_naive_and_ar1,372.0,374.0,2.0
backtest_scoreboard,abnb_quarterly,beat_by_20pct,70.0,70.0,0.0
backtest_scoreboard,abnb_quarterly,best_ratio,0.6003041086648206,0.6007470987496989,0.00044299008487824754
backtest_scoreboard,eurostat_monthly,tests,74.0,74.0,0.0
backtest_scoreboard,eurostat_monthly,flagged,63.0,63.0,0.0
backtest_scoreboard,eurostat_monthly,beat_naive,71.0,71.0,0.0
backtest_scoreboard,eurostat_monthly,beat_naive_and_ar1,71.0,71.0,0.0
backtest_scoreboard,eurostat_monthly,beat_by_20pct,68.0,68.0,0.0
backtest_scoreboard,eurostat_monthly,best_ratio,0.4043079104463668,0.4043079104463668,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,r,0.861818658991903,0.8624243672790625,0.0006057082871594455
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,r_2024q1plus,0.4167744686268639,0.4237365674798485,0.0069620988529845995
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,perm_p,0.0009990009990009,0.0009990009990009,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,wf_rmse,1.4751465417292828,1.4707545240357436,-0.004392017693539252
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,wf_ratio_vs_naive,0.6832091877073888,0.6811750394001421,-0.002034148307246686
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,wf_ratio_vs_prior,0.4020759580961507,0.4008788399304972,-0.001197118165653488
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,wf_ratio_vs_ar1,0.7003525150958463,0.6982673252174157,-0.002085189878430538
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag0,sign_acc,0.7,0.7,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,r,0.6905265132257092,0.6906454003892447,0.0001188871635354749
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,r_2024q1plus,0.053141461170826,0.0525919216803908,-0.0005495394904352011
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,perm_p,0.0159840159840159,0.0159840159840159,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,wf_rmse,1.9712523578494647,1.9706715333749936,-0.0005808244744711644
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,wf_ratio_vs_naive,0.9129789373968292,0.9127099304838352,-0.0002690069129940298
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,wf_ratio_vs_prior,0.5372979280434605,0.5371396145807281,-0.00015831346273242897
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,wf_ratio_vs_ar1,0.9358877288829052,0.9356119719529878,-0.0002757569299173257
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_reviews|lag1,sign_acc,0.5,0.5,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,r,0.8458527075183488,0.8460944317594065,0.00024172424105761703
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,r_2024q1plus,0.3407926893583518,0.3434499954606712,0.002657306102319401
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,perm_p,0.0009990009990009,0.0009990009990009,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,wf_rmse,1.4801155663934529,1.477748504627447,-0.0023670617660058735
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,wf_ratio_vs_naive,0.6855105748634918,0.6844142781223489,-0.001096296741142866
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,wf_ratio_vs_prior,0.4034303491997676,0.4027851667717739,-0.0006451824279937179
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,wf_ratio_vs_ar1,0.7027116494751636,0.7015878440671491,-0.0011238054080144888
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag0,sign_acc,0.8,0.8,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,r,0.7137965180514728,0.7138144584392893,1.7940387816439696e-05
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,r_2024q1plus,0.1518059767796831,0.1515987134273706,-0.00020726335231249782
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,perm_p,0.0059940059940059,0.0069930069930069,0.0009990009990009999
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,wf_rmse,1.8703582044210565,1.8700522526527164,-0.00030595176834014026
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,wf_ratio_vs_naive,0.8662501476404971,0.8661084471021356,-0.00014170053836148888
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,wf_ratio_vs_prior,0.5097975324837952,0.5097141401923133,-8.339229148190963e-05
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,wf_ratio_vs_ar1,0.8879864037513576,0.8878411476128022,-0.0001452561385554274
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_equal|lag1,sign_acc,0.5,0.5,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,r,0.8680471939767553,0.8682764921582602,0.0002292981815048556
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,r_2024q1plus,0.4348024586393932,0.437167079294822,0.0023646206554288063
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,perm_p,0.0019980019980019,0.0019980019980019,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,wf_rmse,1.5161408132894962,1.5145532267178232,-0.0015875865716730164
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,wf_ratio_vs_naive,0.7021955474899747,0.7014602620784138,-0.0007352854115608709
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,wf_ratio_vs_prior,0.4132496351158616,0.4128169117397029,-0.0004327233761586835
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,wf_ratio_vs_ar1,0.7198152873557879,0.7190615519017495,-0.0007537354540384511
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag0,sign_acc,0.7,0.7,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,r,0.626397856609309,0.626397856609309,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,r_2024q1plus,0.1883300280785654,0.1883300280785654,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,perm_p,0.0179820179820179,0.0179820179820179,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,wf_rmse,2.177958422370115,2.177958422370115,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,wf_ratio_vs_naive,1.0087141599258338,1.0087141599258338,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,wf_ratio_vs_prior,0.5936391365846778,0.5936391365846778,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,wf_ratio_vs_ar1,1.034025173589174,1.034025173589174,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_all|w_median|lag1,sign_acc,0.6,0.6,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,r,0.8396868980575202,0.840056653199299,0.00036975514177883806
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,r_2024q1plus,0.2039892265022287,0.2078313024108689,0.0038420759086401912
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,perm_p,0.0019980019980019,0.0019980019980019,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,wf_rmse,1.565270050816162,1.5623358197489357,-0.002934231067226456
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,wf_ratio_vs_naive,0.7249495895554691,0.7235906102491586,-0.0013589793063104594
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,wf_ratio_vs_prior,0.42664063369822,0.4258408597542377,-0.0007997739439822849
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,wf_ratio_vs_ar1,0.7431402819195186,0.7417472026221932,-0.0013930792973254613
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag0,sign_acc,0.7,0.7,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,r,0.7320282823016101,0.7320493399157862,2.105761417614538e-05
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,r_2024q1plus,0.1581000563216425,0.1579213672672146,-0.00017868905442791627
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,perm_p,0.0089910089910089,0.0089910089910089,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,wf_rmse,1.8072623427203416,1.8069159337286549,-0.0003464089916866975
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,wf_ratio_vs_naive,0.8370275102951195,0.8368670721290593,-0.0001604381660601506
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,wf_ratio_vs_prior,0.4925996959790388,0.4925052763920449,-9.441958699391018e-05
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,wf_ratio_vs_ar1,0.8580305016194698,0.8578660376820121,-0.00016446393745772614
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_all|w_equal|lag1,sign_acc,0.5,0.5,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,r,0.8633761163118534,0.8639591756680312,0.0005830593561777508
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,r_2024q1plus,0.3193484171647544,0.32828551906174,0.008937101896985655
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,perm_p,0.0029970029970029,0.0029970029970029,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,wf_rmse,1.473021554719912,1.45459503197994,-0.01842652273997203
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,wf_ratio_vs_naive,0.6822250070802499,0.6736908246940783,-0.008534182386171651
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,wf_ratio_vs_prior,0.4014967572075847,0.3964742990480249,-0.005022458159559817
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,wf_ratio_vs_ar1,0.699343639059155,0.6905953139400235,-0.008748325119131484
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag0,sign_acc,0.7,0.7,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,r,0.7203564097308565,0.7120507621454261,-0.008305647585430398
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,r_2024q1plus,0.023581534798643,-0.0053313833273544,-0.0289129181259974
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,perm_p,0.0079920079920079,0.0109890109890109,0.0029970029970029996
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,wf_rmse,1.87918187089351,1.907200624695685,0.028018753802175
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,wf_ratio_vs_naive,0.8703367992596502,0.8833135913845307,0.012976792124880454
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,wf_ratio_vs_prior,0.5122025709328389,0.519839552724806,0.007636981791967035
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,wf_ratio_vs_ar1,0.8921755990831688,0.9054780094811222,0.013302410397953435
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_reviews|lag1,sign_acc,0.5,0.5,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,r,0.8331864556158497,0.8295016411815277,-0.0036848144343220035
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,r_2024q1plus,0.2319838634113393,0.2299318442873505,-0.0020520191239888075
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,perm_p,0.0019980019980019,0.0019980019980019,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,wf_rmse,1.6156190105286126,1.6005496576475484,-0.015069352881064146
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,wf_ratio_vs_naive,0.7482685418723896,0.7412892214795298,-0.006979320392859756
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,wf_ratio_vs_prior,0.440364088041811,0.4362566828951738,-0.004107405146637211
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,wf_ratio_vs_ar1,0.767044361663174,0.7598899136862645,-0.0071544479769095615
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag0,sign_acc,0.7,0.7,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,r,0.7133615337435377,0.7107620935340933,-0.00259944020944447
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,r_2024q1plus,0.0839976502186773,0.0787976936839872,-0.005199956534690103
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,perm_p,0.0009990009990009,0.0009990009990009,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,wf_rmse,1.9213164648457532,1.9200135182144584,-0.0013029466312948212
