market_key,region,period,vintage,win_start,win_end,n_cur,n_prior,yoy
the-netherlands_north-holland_amsterdam,EMEA,2026-06,2026-08-15,2026-06-01,2026-06-30,8785,7853,0.1186807589456258
the-netherlands_south-holland_rotterdam,EMEA,2026-07,2026-08-29,2026-07-01,2026-07-31,1553,1326,0.17119155354449478
the-netherlands_south-holland_rotterdam,EMEA,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,854,658,0.2978723404255319
the-netherlands_south-holland_rotterdam,EMEA,2026-06,2026-08-29,2026-06-01,2026-06-30,1448,1167,0.24078834618680367
the-netherlands_south-holland_the-hague,EMEA,2026-07,2026-08-30,2026-07-01,2026-07-31,1452,1162,0.2495697074010328
the-netherlands_south-holland_the-hague,EMEA,2026-08_to_date,2026-08-30,2026-08-01,2026-08-16,1107,937,0.1814300960512274
the-netherlands_south-holland_the-hague,EMEA,2026-06,2026-08-30,2026-06-01,2026-06-30,1072,1063,0.008466603951081897
turkey_marmara_istanbul,EMEA,2026-07,2026-08-31,2026-07-01,2026-07-31,17566,13069,0.34409671742290926
turkey_marmara_istanbul,EMEA,2026-08_to_date,2026-08-31,2026-08-01,2026-08-17,10851,8159,0.32994239490133603
turkey_marmara_istanbul,EMEA,2026-06,2026-08-31,2026-06-01,2026-06-30,16026,12850,0.24715953307393002
united-kingdom_england_bristol,EMEA,2026-07,2026-08-30,2026-07-01,2026-07-31,4553,3781,0.2041787886802433
united-kingdom_england_bristol,EMEA,2026-08_to_date,2026-08-30,2026-08-01,2026-08-16,2513,1953,0.28673835125448033
united-kingdom_england_bristol,EMEA,2026-06,2026-08-30,2026-06-01,2026-06-30,3554,2707,0.3128925009235315
united-kingdom_england_greater-manchester,EMEA,2026-07,2026-08-30,2026-07-01,2026-07-31,8697,8984,-0.0319456812110418
united-kingdom_england_greater-manchester,EMEA,2026-08_to_date,2026-08-30,2026-08-01,2026-08-16,4702,3468,0.35582468281430213
united-kingdom_england_greater-manchester,EMEA,2026-06,2026-08-30,2026-06-01,2026-06-30,8340,6103,0.3665410453875144
united-kingdom_england_london,EMEA,2026-07,2026-08-18,2026-07-01,2026-07-31,78250,53704,0.4570609265604051
united-kingdom_england_london,EMEA,2026-08_to_date,2026-08-18,2026-08-01,2026-08-04,9646,6790,0.420618556701031
united-kingdom_england_london,EMEA,2026-06,2026-08-18,2026-06-01,2026-06-30,64524,47626,0.354806198295049
united-kingdom_scotland_edinburgh,EMEA,2026-07,2026-08-26,2026-07-01,2026-07-31,19258,14671,0.31265762388385254
united-kingdom_scotland_edinburgh,EMEA,2026-08_to_date,2026-08-26,2026-08-01,2026-08-12,7627,7514,0.015038594623369761
united-kingdom_scotland_edinburgh,EMEA,2026-06,2026-08-26,2026-06-01,2026-06-30,16031,13292,0.20606379777309658
united-states_ca_los-angeles,NAM,2026-06,2026-08-10,2026-06-01,2026-06-30,41743,29752,0.40303172895939765
united-states_ca_oakland,NAM,2026-07,2026-08-29,2026-07-01,2026-07-31,2081,1680,0.23869047619047623
united-states_ca_oakland,NAM,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,1040,979,0.06230847803881501
united-states_ca_oakland,NAM,2026-06,2026-08-29,2026-06-01,2026-06-30,2215,1620,0.367283950617284
united-states_ca_pacific-grove,NAM,2026-07,2026-08-31,2026-07-01,2026-07-31,389,328,0.18597560975609762
united-states_ca_pacific-grove,NAM,2026-08_to_date,2026-08-31,2026-08-01,2026-08-17,190,169,0.12426035502958577
united-states_ca_pacific-grove,NAM,2026-06,2026-08-31,2026-06-01,2026-06-30,345,300,0.1499999999999999
united-states_ca_san-diego,NAM,2026-07,2026-08-29,2026-07-01,2026-07-31,23072,18732,0.23168908819133027
united-states_ca_san-diego,NAM,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,10936,8448,0.2945075757575757
united-states_ca_san-diego,NAM,2026-06,2026-08-29,2026-06-01,2026-06-30,21427,16593,0.2913276682938588
united-states_ca_san-francisco,NAM,2026-06,2026-08-10,2026-06-01,2026-06-30,7929,5821,0.36213708984710524
united-states_ca_san-mateo-county,NAM,2026-07,2026-08-29,2026-07-01,2026-07-31,3706,3295,0.12473444613050066
united-states_ca_san-mateo-county,NAM,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,2045,1861,0.09887157442235361
united-states_ca_san-mateo-county,NAM,2026-06,2026-08-29,2026-06-01,2026-06-30,3936,3172,0.24085750315258503
united-states_ca_santa-clara-county,NAM,2026-07,2026-08-29,2026-07-01,2026-07-31,5138,3756,0.3679446219382321
united-states_ca_santa-clara-county,NAM,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,2723,2430,0.1205761316872429
united-states_ca_santa-clara-county,NAM,2026-06,2026-08-29,2026-06-01,2026-06-30,5842,4001,0.4601349662584353
united-states_ca_santa-cruz-county,NAM,2026-07,2026-08-31,2026-07-01,2026-07-31,3657,3247,0.12627040344933782
united-states_ca_santa-cruz-county,NAM,2026-08_to_date,2026-08-31,2026-08-01,2026-08-17,2289,2024,0.13092885375494068
united-states_ca_santa-cruz-county,NAM,2026-06,2026-08-31,2026-06-01,2026-06-30,3285,2944,0.11582880434782616
united-states_co_denver,NAM,2026-07,2026-08-31,2026-07-01,2026-07-31,7168,6401,0.11982502733947831
united-states_co_denver,NAM,2026-08_to_date,2026-08-31,2026-08-01,2026-08-17,4420,3650,0.21095890410958895
united-states_co_denver,NAM,2026-06,2026-08-31,2026-06-01,2026-06-30,6734,6664,0.010504201680672232
united-states_dc_washington-dc,NAM,2026-07,2026-08-27,2026-07-01,2026-07-31,8780,7043,0.24662785744711058
united-states_dc_washington-dc,NAM,2026-08_to_date,2026-08-27,2026-08-01,2026-08-13,3643,2907,0.25318197454420366
united-states_dc_washington-dc,NAM,2026-06,2026-08-27,2026-06-01,2026-06-30,9793,8982,0.09029169450011132
united-states_fl_broward-county,NAM,2026-07,2026-08-30,2026-07-01,2026-07-31,17944,12329,0.45543028631681404
united-states_fl_broward-county,NAM,2026-08_to_date,2026-08-30,2026-08-01,2026-08-16,8296,6449,0.28640099240192285
united-states_fl_broward-county,NAM,2026-06,2026-08-30,2026-06-01,2026-06-30,17085,12064,0.41619694960212206
united-states_hi_hawaii,NAM,2026-07,2026-08-25,2026-07-01,2026-07-31,28592,24555,0.16440643453471804
united-states_hi_hawaii,NAM,2026-08_to_date,2026-08-25,2026-08-01,2026-08-11,9993,8790,0.13686006825938568
united-states_hi_hawaii,NAM,2026-06,2026-08-25,2026-06-01,2026-06-30,25499,21791,0.17016199348354832
united-states_il_chicago,NAM,2026-07,2026-08-27,2026-07-01,2026-07-31,16449,11950,0.37648535564853547
united-states_il_chicago,NAM,2026-08_to_date,2026-08-27,2026-08-01,2026-08-13,7808,5743,0.35956816994602114
united-states_il_chicago,NAM,2026-06,2026-08-27,2026-06-01,2026-06-30,16318,11925,0.36838574423480086
united-states_la_new-orleans,NAM,2026-07,2026-08-15,2026-07-01,2026-07-31,7163,5709,0.25468558416535303
united-states_la_new-orleans,NAM,2026-08_to_date,2026-08-15,2026-08-01,2026-08-01,133,98,0.3571428571428572
united-states_la_new-orleans,NAM,2026-06,2026-08-15,2026-06-01,2026-06-30,7290,5390,0.35250463821892386
united-states_ma_boston,NAM,2026-07,2026-08-27,2026-07-01,2026-07-31,6456,4439,0.4543816174814148
united-states_ma_boston,NAM,2026-08_to_date,2026-08-27,2026-08-01,2026-08-13,2965,2028,0.4620315581854044
united-states_ma_boston,NAM,2026-06,2026-08-27,2026-06-01,2026-06-30,6448,4662,0.38309738309738317
united-states_ma_cambridge,NAM,2026-07,2026-08-31,2026-07-01,2026-07-31,1723,1317,0.30827638572513294
united-states_ma_cambridge,NAM,2026-08_to_date,2026-08-31,2026-08-01,2026-08-17,1037,875,0.18514285714285705
united-states_ma_cambridge,NAM,2026-06,2026-08-31,2026-06-01,2026-06-30,2008,1477,0.35951252538930256
united-states_mn_twin-cities-msa,NAM,2026-07,2026-08-28,2026-07-01,2026-07-31,8950,7460,0.1997319034852547
united-states_mn_twin-cities-msa,NAM,2026-08_to_date,2026-08-28,2026-08-01,2026-08-14,4422,3355,0.31803278688524594
united-states_mn_twin-cities-msa,NAM,2026-06,2026-08-28,2026-06-01,2026-06-30,8137,6622,0.22878284506191493
united-states_mt_bozeman,NAM,2026-07,2026-08-18,2026-07-01,2026-07-31,1221,1186,0.0295109612141653
united-states_mt_bozeman,NAM,2026-08_to_date,2026-08-18,2026-08-01,2026-08-04,173,167,0.03592814371257491
united-states_mt_bozeman,NAM,2026-06,2026-08-18,2026-06-01,2026-06-30,1219,1055,0.1554502369668247
united-states_nc_asheville,NAM,2026-07,2026-08-27,2026-07-01,2026-07-31,4915,4279,0.14863285814442628
united-states_nc_asheville,NAM,2026-08_to_date,2026-08-27,2026-08-01,2026-08-13,2000,1651,0.21138703815869175
united-states_nc_asheville,NAM,2026-06,2026-08-27,2026-06-01,2026-06-30,4907,3986,0.23105870546914198
united-states_nj_jersey-city,NAM,2026-07,2026-08-29,2026-07-01,2026-07-31,2828,1810,0.5624309392265194
united-states_nj_jersey-city,NAM,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,1465,876,0.6723744292237444
united-states_nj_jersey-city,NAM,2026-06,2026-08-29,2026-06-01,2026-06-30,2914,1873,0.5557928457020822
united-states_nj_newark,NAM,2026-07,2026-08-31,2026-07-01,2026-07-31,2389,1986,0.20292044310171198
united-states_nj_newark,NAM,2026-08_to_date,2026-08-31,2026-08-01,2026-08-17,1395,1186,0.17622259696458675
united-states_nj_newark,NAM,2026-06,2026-08-31,2026-06-01,2026-06-30,2301,1989,0.15686274509803932
united-states_nv_clark-county-nv,NAM,2026-07,2026-08-28,2026-07-01,2026-07-31,15277,13328,0.14623349339735903
united-states_nv_clark-county-nv,NAM,2026-08_to_date,2026-08-28,2026-08-01,2026-08-14,6893,5629,0.22455143009415535
united-states_nv_clark-county-nv,NAM,2026-06,2026-08-28,2026-06-01,2026-06-30,12353,12184,0.013870650032829834
united-states_ny_albany,NAM,2026-06,2026-08-13,2026-06-01,2026-06-30,646,536,0.20522388059701502
united-states_ny_new-york-city,NAM,2026-06,2026-08-10,2026-06-01,2026-06-30,15517,11656,0.33124571036376116
united-states_ny_rochester,NAM,2026-07,2026-08-29,2026-07-01,2026-07-31,1302,1115,0.16771300448430493
united-states_ny_rochester,NAM,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,670,616,0.08766233766233755
united-states_ny_rochester,NAM,2026-06,2026-08-29,2026-06-01,2026-06-30,1326,1030,0.28737864077669895
united-states_oh_columbus,NAM,2026-07,2026-08-30,2026-07-01,2026-07-31,5098,4238,0.2029259084473809
united-states_oh_columbus,NAM,2026-08_to_date,2026-08-30,2026-08-01,2026-08-16,2611,2161,0.2082369273484499
united-states_oh_columbus,NAM,2026-06,2026-08-30,2026-06-01,2026-06-30,4941,3833,0.2890686146621446
united-states_or_portland,NAM,2026-06,2026-08-10,2026-06-01,2026-06-30,7350,6976,0.05361238532110102
united-states_or_salem-or,NAM,2026-07,2026-08-29,2026-07-01,2026-07-31,551,512,0.076171875
united-states_or_salem-or,NAM,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,263,221,0.19004524886877827
united-states_or_salem-or,NAM,2026-06,2026-08-29,2026-06-01,2026-06-30,543,519,0.046242774566473965
united-states_ri_rhode-island,NAM,2026-07,2026-08-31,2026-07-01,2026-07-31,9833,8835,0.11295981890209394
united-states_ri_rhode-island,NAM,2026-08_to_date,2026-08-31,2026-08-01,2026-08-17,6636,5602,0.1845769368082828
united-states_ri_rhode-island,NAM,2026-06,2026-08-31,2026-06-01,2026-06-30,8478,6938,0.22196598443355442
united-states_tn_nashville,NAM,2026-07,2026-08-27,2026-07-01,2026-07-31,17398,14270,0.21920112123335667
united-states_tn_nashville,NAM,2026-08_to_date,2026-08-27,2026-08-01,2026-08-13,7608,6207,0.22571290478492023
united-states_tn_nashville,NAM,2026-06,2026-08-27,2026-06-01,2026-06-30,17786,14348,0.23961527739057709
united-states_tx_austin,NAM,2026-07,2026-08-25,2026-07-01,2026-07-31,12560,9676,0.2980570483670939
united-states_tx_austin,NAM,2026-08_to_date,2026-08-25,2026-08-01,2026-08-11,4709,3338,0.41072498502097066
united-states_tx_austin,NAM,2026-06,2026-08-25,2026-06-01,2026-06-30,12557,9612,0.3063878485226801
united-states_tx_dallas,NAM,2026-07,2026-08-27,2026-07-01,2026-07-31,9276,5404,0.7165062916358254
united-states_tx_dallas,NAM,2026-08_to_date,2026-08-27,2026-08-01,2026-08-13,3915,2352,0.6645408163265305
united-states_tx_dallas,NAM,2026-06,2026-08-27,2026-06-01,2026-06-30,9785,5251,0.8634545800799847
united-states_tx_fort-worth,NAM,2026-07,2026-08-25,2026-07-01,2026-07-31,2735,1872,0.4610042735042734
united-states_tx_fort-worth,NAM,2026-08_to_date,2026-08-25,2026-08-01,2026-08-11,1033,733,0.4092769440654842
united-states_tx_fort-worth,NAM,2026-06,2026-08-25,2026-06-01,2026-06-30,3357,1682,0.9958382877526755
united-states_wa_seattle,NAM,2026-07,2026-08-29,2026-07-01,2026-07-31,16569,13304,0.24541491280817795
united-states_wa_seattle,NAM,2026-08_to_date,2026-08-29,2026-08-01,2026-08-15,8269,6708,0.23270721526535487
united-states_wa_seattle,NAM,2026-06,2026-08-29,2026-06-01,2026-06-30,15116,12277,0.23124541826179024
