origin_date,last_reported_quarter,last_company_publication,target,quarter,year,horizon_quarters,guide_announcements_ahead,is_live,guide_event_date,actual_revenue_musd,actual_guide_mid_musd,cushion_pct,cushion_divisor,n_cushion,knowable_from,predictive_interval,model,lag,booking_quarter,gbv_musd,gbv_status,exposure_weight,seasonal_lambda_pct,revenue_contribution_musd,guide_contribution_musd,conditional_dollar_share,basis
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,fixed,3,2024Q3,20100.0,reported,0.0,13.82489567884558,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,fixed,4,2024Q2,21200.0,reported,0.0,13.82489567884558,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,joint,0,2025Q3,21504.366812227072,forecast,0.5126384593572665,18.171253763713445,2003.1927407546482,1957.939978547744,0.5002608197427307,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,joint,1,2025Q2,22681.222707423578,forecast,0.38500565819473176,18.171253763713445,1586.7863959659921,1550.9403857499465,0.39627093641698974,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,joint,2,2025Q1,24500.0,reported,0.06206423641198646,18.171253763713445,276.307322425861,270.06545198405144,0.06900270992675796,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,joint,3,2024Q4,17600.0,reported,0.02014582301800766,18.171253763713445,64.4291757716775,62.97370016463024,0.016090010527267377,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,joint,4,2024Q3,20100.0,reported,0.02014582301800766,18.171253763713445,73.58104733015442,71.9188280289243,0.018375523386254217,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,fixed,0,2025Q3,21504.366812227072,forecast,0.0,17.295247840605104,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,fixed,1,2025Q2,22681.222707423578,forecast,0.6666666666666666,17.295247840605104,2615.1824536856734,2556.104648891052,0.6493108728943338,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,fixed,2,2025Q1,24500.0,reported,0.3333333333333333,17.295247840605104,1412.4452403160833,1380.5376523491768,0.3506891271056662,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,fixed,3,2024Q4,17600.0,reported,0.0,17.295247840605104,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-05-01,2025Q1,2025-05-01,2025Q3,2025Q3,2025,2,1,False,2025-08-06,4095.0,4060.0,2.3112435877870623,1.0231124358778707,8,2025-05-01,not_calculated,fixed,4,2024Q3,20100.0,reported,0.0,17.295247840605104,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,joint,0,2025Q4,19509.43396226415,forecast,0.546912031687821,13.221191613653268,1410.6937631748735,1380.4844409753211,0.5132101804963795,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,joint,1,2025Q3,22280.66037735849,forecast,0.3302178213995931,13.221191613653268,972.7453559048749,951.9144862705516,0.3538846152955386,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,joint,2,2025Q2,23500.0,reported,0.07214753558190187,13.221191613653268,224.16095220958007,219.36065422384476,0.08154972095772851,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,joint,3,2025Q1,24500.0,reported,0.02536130566534201,13.221191613653268,82.15013703460966,80.39093172499614,0.02988620759224837,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,joint,4,2024Q4,17600.0,reported,0.02536130566534201,13.221191613653268,59.01397599220938,57.75022034122171,0.021469275658104952,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,fixed,0,2025Q4,19509.43396226415,forecast,0.0,12.04831592454808,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,fixed,1,2025Q3,22280.66037735849,forecast,0.6666666666666666,12.04831592454808,1789.6295682265047,1751.3055196940106,0.6547231270358307,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,fixed,2,2025Q2,23500.0,reported,0.3333333333333333,12.04831592454808,943.7847474229328,923.5740551620156,0.34527687296416937,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,fixed,3,2025Q1,24500.0,reported,0.0,12.04831592454808,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-08-06,2025Q2,2025-08-06,2025Q4,2025Q4,2025,2,1,False,2025-11-06,2778.0,2690.0,2.1883131242109055,1.021883131242109,8,2025-08-06,not_calculated,fixed,4,2024Q4,17600.0,reported,0.0,12.04831592454808,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,joint,0,2026Q1,27912.935323383084,forecast,0.4172375665338852,10.995031122952561,1280.517081425882,1253.9251090604216,0.4900894643928112,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,joint,1,2025Q4,20051.741293532337,forecast,0.4311100962769719,10.995031122952561,950.466358173505,930.7284136372981,0.36376988261800147,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,joint,2,2025Q3,22900.0,reported,0.15165233718914292,10.995031122952561,381.83967630325503,373.9101685539434,0.14614065298918724,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,joint,3,2025Q2,23500.0,reported,0.0,10.995031122952561,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,joint,4,2025Q1,24500.0,reported,0.0,10.995031122952561,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,fixed,0,2026Q1,27912.935323383084,forecast,0.0,12.785561521762038,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,fixed,1,2025Q4,20051.741293532337,forecast,0.6666666666666666,12.785561521762038,1709.1518128460932,1673.6585590388338,0.6365280289330922,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,fixed,2,2025Q3,22900.0,reported,0.3333333333333333,12.785561521762038,975.9645294945021,955.6970749056978,0.3634719710669078,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,fixed,3,2025Q2,23500.0,reported,0.0,12.785561521762038,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-11-06,2025Q3,2025-11-06,2026Q1,2026Q1,2026,2,1,False,2026-02-12,2678.0,2610.0,2.1206986105722025,1.021206986105722,8,2025-11-06,not_calculated,fixed,4,2025Q1,24500.0,reported,0.0,12.785561521762038,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,joint,0,2026Q2,27238.636363636364,forecast,0.38332704272838686,13.299350856915435,1388.6259090397896,1359.6081764120677,0.39321837288088524,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,joint,1,2026Q1,28397.727272727276,forecast,0.44162791456080536,13.299350856915435,1667.9020562836486,1633.0483670334363,0.4723012356510383,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,joint,2,2025Q4,20400.0,reported,0.17504504271080787,13.299350856915435,474.9090295100554,464.9849865038704,0.13448039146807636,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,joint,3,2025Q3,22900.0,reported,2.864050832418917e-20,13.299350856915435,8.722613868354994e-17,8.54033981211057e-17,2.4699899449193663e-20,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,joint,4,2025Q2,23500.0,reported,2.864050832418917e-20,13.299350856915435,8.951153969709273e-17,8.764104173999929e-17,2.534705838672712e-20,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,fixed,0,2026Q2,27238.636363636364,forecast,0.0,13.86796394740247,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,fixed,1,2026Q1,28397.727272727276,forecast,0.6666666666666666,13.86796394740247,2625.4577200423314,2570.594254187617,0.7357357357357357,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,fixed,2,2025Q4,20400.0,reported,0.3333333333333333,13.86796394740247,943.021548423368,923.3154872184093,0.26426426426426425,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,fixed,3,2025Q3,22900.0,reported,0.0,13.86796394740247,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2026-02-12,2025Q4,2026-02-12,2026Q2,2026Q2,2026,2,1,False,2026-05-07,3608.0,3570.0,2.134271706448401,1.021342717064484,8,2026-02-12,not_calculated,fixed,4,2025Q2,23500.0,reported,0.0,13.86796394740247,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2022-08-02,2022Q2,2022-08-02,2023Q1,2023Q1,2023,3,2,False,2023-02-14,1818.0,1785.0,4.114164593107961,1.0411416459310796,3,2022-08-02,not_calculated,fixed,0,2023Q1,21820.895522388062,forecast,0.0,13.241896709575984,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2022-08-02,2022Q2,2022-08-02,2023Q1,2023Q1,2023,3,2,False,2023-02-14,1818.0,1785.0,4.114164593107961,1.0411416459310796,3,2022-08-02,not_calculated,fixed,1,2022Q4,14335.820895522389,forecast,0.6666666666666666,13.241896709575984,1265.5563969699235,1215.5468008756413,0.6550724637681159,model_exposure_not_observed_booking_share
2022-08-02,2022Q2,2022-08-02,2023Q1,2023Q1,2023,3,2,False,2023-02-14,1818.0,1785.0,4.114164593107961,1.0411416459310796,3,2022-08-02,not_calculated,fixed,2,2022Q3,15097.014925373136,forecast,0.3333333333333333,13.241896709575984,666.3770408823934,640.0445544433687,0.3449275362318841,model_exposure_not_observed_booking_share
2022-08-02,2022Q2,2022-08-02,2023Q1,2023Q1,2023,3,2,False,2023-02-14,1818.0,1785.0,4.114164593107961,1.0411416459310796,3,2022-08-02,not_calculated,fixed,3,2022Q2,17000.0,reported,0.0,13.241896709575984,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2022-08-02,2022Q2,2022-08-02,2023Q1,2023Q1,2023,3,2,False,2023-02-14,1818.0,1785.0,4.114164593107961,1.0411416459310796,3,2022-08-02,not_calculated,fixed,4,2022Q1,17200.0,reported,0.0,13.241896709575984,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,fixed,0,2023Q2,22285.714285714286,forecast,0.0,14.34952392004371,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,fixed,1,2023Q1,22547.899159663866,forecast,0.6666666666666666,14.34952392004371,2157.010788922201,2082.807536924082,0.7527352297592997,model_exposure_not_observed_booking_share
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,fixed,2,2022Q4,14813.44537815126,forecast,0.3333333333333333,14.34952392004371,708.5529626401416,684.1780571872711,0.2472647702407002,model_exposure_not_observed_booking_share
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,fixed,3,2022Q3,15600.0,reported,0.0,14.34952392004371,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2022-11-01,2022Q3,2022-11-01,2023Q2,2023Q2,2023,3,2,False,2023-05-09,2484.0,2400.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,fixed,4,2022Q2,17000.0,reported,0.0,14.34952392004371,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,fixed,0,2023Q3,18637.168141592923,forecast,0.0,17.391563421259328,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,fixed,1,2023Q2,20309.73451327434,forecast,0.6666666666666666,17.391563421259328,2354.786905710334,2274.628162179948,0.6640625,model_exposure_not_observed_booking_share
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,fixed,2,2023Q1,20548.672566371682,forecast,0.3333333333333333,17.391563421259328,1191.245140535816,1150.6942467498561,0.3359375,model_exposure_not_observed_booking_share
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,fixed,3,2022Q4,13500.0,reported,0.0,17.391563421259328,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-02-14,2022Q4,2023-02-14,2023Q3,2023Q3,2023,3,2,False,2023-08-03,3397.0,3350.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,fixed,4,2022Q3,15600.0,reported,0.0,17.391563421259328,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-05-09,2023Q1,2023-05-09,2023Q4,2023Q4,2023,3,2,False,2023-11-01,2218.0,2150.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,fixed,0,2023Q4,16011.627906976746,forecast,0.0,12.052183690370788,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-05-09,2023Q1,2023-05-09,2023Q4,2023Q4,2023,3,2,False,2023-11-01,2218.0,2150.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,fixed,1,2023Q3,18502.32558139535,forecast,0.6666666666666666,12.052183690370788,1486.6228440401549,1439.9006462103505,0.6473029045643154,model_exposure_not_observed_booking_share
2023-05-09,2023Q1,2023-05-09,2023Q4,2023Q4,2023,3,2,False,2023-11-01,2218.0,2150.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,fixed,2,2023Q2,20162.79069767442,forecast,0.3333333333333333,12.052183690370788,810.0188573295716,784.561249537691,0.35269709543568467,model_exposure_not_observed_booking_share
2023-05-09,2023Q1,2023-05-09,2023Q4,2023Q4,2023,3,2,False,2023-11-01,2218.0,2150.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,fixed,3,2023Q1,20400.0,reported,0.0,12.052183690370788,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-05-09,2023Q1,2023-05-09,2023Q4,2023Q4,2023,3,2,False,2023-11-01,2218.0,2150.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,fixed,4,2022Q4,13500.0,reported,0.0,12.052183690370788,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,0,2024Q1,22920.0,forecast,0.44715478404126485,10.877734582249438,1114.8359184899202,1079.4172684341572,0.5480791224265955,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,1,2023Q4,15167.64705882353,forecast,0.5251609523810392,10.877734582249438,866.4611592037201,838.9334449672463,0.42597234613355284,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,2,2023Q3,17527.058823529413,forecast,0.027684263577695944,10.877734582249438,52.781347979708805,51.10446973910011,0.025948531439851628,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,3,2023Q2,19100.0,reported,1.2761080745978069e-18,10.877734582249438,2.651302502344399e-15,2.5670698776459564e-15,1.3034416317879817e-18,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,4,2023Q1,20400.0,reported,1.2761080745978069e-18,10.877734582249438,2.831757646483023e-15,2.7417919112030113e-15,1.3921575543704097e-18,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,0,2024Q1,22920.0,forecast,0.0,13.042957622482298,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,1,2023Q4,15167.64705882353,forecast,0.6666666666666666,13.042957622482298,1318.8731854733571,1276.9722141739358,0.6338028169014085,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,2,2023Q3,17527.058823529413,forecast,0.3333333333333333,13.042957622482298,762.0156182734952,737.8061681893851,0.36619718309859156,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,3,2023Q2,19100.0,reported,0.0,13.042957622482298,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2024Q1,2024Q1,2024,3,2,False,2024-02-13,2142.0,2050.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,4,2023Q1,20400.0,reported,0.0,13.042957622482298,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,0,2024Q2,22405.76923076923,forecast,0.6050315172555691,12.722819652554785,1724.730439180279,1673.74013271029,0.5985399908411856,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,1,2024Q1,23930.76923076923,forecast,0.33440899110358924,12.722819652554785,1018.1645583489005,988.0633195189266,0.35333765299498565,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,2,2023Q4,15836.538461538463,forecast,0.01485969290876669,12.722819652554785,29.94011507909181,29.05495899385729,0.010390235945357785,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,3,2023Q3,18300.0,reported,0.02284989936603755,12.722819652554785,53.20087221450126,51.62803003750725,0.018462508021337393,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,4,2023Q2,19100.0,reported,0.02284989936603755,12.722819652554785,55.52659340420624,53.88499309925621,0.019269612197133565,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,0,2024Q2,22405.76923076923,forecast,0.0,14.066000250368813,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,1,2024Q1,23930.76923076923,forecast,0.6666666666666666,14.066000250368813,2244.068039943455,2177.7239234967087,0.7513812154696133,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,2,2023Q4,15836.538461538463,forecast,0.3333333333333333,14.066000250368813,742.5225132165845,720.5704158628816,0.24861878453038677,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,3,2023Q3,18300.0,reported,0.0,14.066000250368813,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q2,2024Q2,2024,3,2,False,2024-05-08,2748.0,2710.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,4,2023Q2,19100.0,reported,0.0,14.066000250368813,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q3,2024Q3,2024,3,2,False,2024-08-06,3732.0,3700.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,joint,0,2024Q3,21011.11111111111,forecast,0.6016353059354645,18.391473849002065,2324.8710391067025,2266.0248670920223,0.5991330962407702,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q3,2024Q3,2024,3,2,False,2024-08-06,3732.0,3700.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,joint,1,2024Q2,21929.629629629628,forecast,0.3363008280039693,18.391473849002065,1356.3624792218322,1322.0307943997725,0.34954267919876936,model_exposure_not_observed_booking_share
