series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
eurostat_platform_EU27_2020,2018-01,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5058353.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-11,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,21390040.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-12,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11840381.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-12,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,17523751.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-12,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,29364132.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-01,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,8160487.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-01,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,14420183.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-01,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,22580670.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-02,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11323808.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-02,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,16541622.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-02,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,27865430.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-03,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4940551.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-03,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6972115.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-03,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11912666.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-04,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1401432.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-04,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1212309.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-04,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2613741.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-05,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4017678.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-05,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1281831.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-05,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5299509.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-06,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11547010.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-06,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4008783.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-06,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,15555793.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-07,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,31726664.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-07,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,21274642.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-07,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,53001306.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-08,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,46380086.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-08,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,25615971.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-08,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,71996057.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-09,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,16211739.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-09,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,10597041.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-09,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,26808780.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-10,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,12197844.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-10,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6247985.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-10,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,18445829.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-11,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3522025.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-11,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2517125.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-11,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6039150.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-12,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6918391.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-12,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2660733.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2020-12,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,9579124.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-01,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5226765.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-01,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2216424.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-01,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7443189.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-02,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,8092954.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-02,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2072333.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-02,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,10165287.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-03,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7057007.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-03,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2424811.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-03,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,9481818.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-04,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6483462.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-04,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2777357.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-04,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,9260819.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-05,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,12834666.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-05,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5388993.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-05,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,18223659.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-06,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,18212618.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-06,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,10993041.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-06,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,29205659.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-07,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,40099138.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-07,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,33576508.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-07,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,73675646.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-08,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,49587023.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-08,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,38803991.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-08,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,88391014.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-09,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,18240548.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-09,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,22031534.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-09,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,40272082.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2021-10,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,15037128.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
