variant,window,strategy,subset,side,horizon,n,mean_pct,bootstrap90_lo,bootstrap90_hi
ex_covid,W1,guide_gap_only,all,positive,1,7,-0.21725840081378328,-2.1172012506591718,1.669574601722536
ex_covid,W1,guide_gap_only,all,positive,5,7,-0.623531160708381,-2.290980780005558,1.1334049585910602
ex_covid,W1,guide_gap_only,all,positive,20,7,-1.468709062048458,-5.646888016725616,3.0206692013368976
ex_covid,W1,guide_gap_only,all,positive,60,7,-6.276059183814497,-10.743831834361258,-2.794205454401013
ex_covid,W1,guide_gap_only,all,negative,1,6,0.1633208371663605,-1.801275985274738,2.127917659607459
ex_covid,W1,guide_gap_only,all,negative,5,6,-2.7539298187886616,-4.607370539555902,-0.7627600206487785
ex_covid,W1,guide_gap_only,all,negative,20,6,-3.973528061732638,-5.689723647352834,-2.2515201898666293
ex_covid,W1,guide_gap_only,all,negative,60,6,-2.4193655669736667,-7.728145823760627,4.212633647295898
ex_covid,W1,guide_gap_only,all,direction_adjusted,1,13,-0.192364140668819,-1.5538397492049152,1.2322621957964388
ex_covid,W1,guide_gap_only,all,direction_adjusted,5,13,0.9352969836748695,-0.6276735430623005,2.5290279618599785
ex_covid,W1,guide_gap_only,all,direction_adjusted,20,13,1.0430926873889705,-1.9978934669296646,3.9932375414087744
ex_covid,W1,guide_gap_only,all,direction_adjusted,60,13,-2.2627862219122683,-7.309751832454202,2.668067952609894
ex_covid,W1,guide_gap_only,abs_signal_gt1,positive,1,4,-1.6109293220594096,-4.10263378202938,0.8807751379105611
ex_covid,W1,guide_gap_only,abs_signal_gt1,positive,5,4,-1.5902302347488018,-3.166553393298943,-0.013907076198660384
ex_covid,W1,guide_gap_only,abs_signal_gt1,positive,20,4,0.953889336400424,-1.53338154765536,3.441160220456208
ex_covid,W1,guide_gap_only,abs_signal_gt1,positive,60,4,-1.8111984656920013,-5.355494040734614,1.7330971093506122
ex_covid,W1,guide_gap_only,abs_signal_gt1,negative,1,4,-0.47403463107623933,-3.2532392109168637,2.305169948764385
ex_covid,W1,guide_gap_only,abs_signal_gt1,negative,5,4,-2.0358494608590934,-3.1729173572034473,-0.898781564514739
ex_covid,W1,guide_gap_only,abs_signal_gt1,negative,20,4,-4.340041585042376,-6.383754938537701,-2.2963282315470512
ex_covid,W1,guide_gap_only,abs_signal_gt1,negative,60,4,-3.484181622445919,-7.344921789772096,0.3765585448802584
ex_covid,W1,guide_gap_only,abs_signal_gt1,direction_adjusted,1,8,-0.5684473454915852,-2.658729826672075,1.7747058110963867
ex_covid,W1,guide_gap_only,abs_signal_gt1,direction_adjusted,5,8,0.2228096130551458,-2.0566521696909272,2.4994984193137197
ex_covid,W1,guide_gap_only,abs_signal_gt1,direction_adjusted,20,8,2.6469654607214,-0.7029604008336575,6.094276595822548
ex_covid,W1,guide_gap_only,abs_signal_gt1,direction_adjusted,60,8,0.8364915783769586,-2.484199878189794,4.352745177745834
ex_covid,W1,zero,all,positive,1,0,,,
ex_covid,W1,zero,all,positive,5,0,,,
ex_covid,W1,zero,all,positive,20,0,,,
ex_covid,W1,zero,all,positive,60,0,,,
ex_covid,W1,zero,all,negative,1,0,,,
ex_covid,W1,zero,all,negative,5,0,,,
ex_covid,W1,zero,all,negative,20,0,,,
ex_covid,W1,zero,all,negative,60,0,,,
ex_covid,W1,zero,all,direction_adjusted,1,14,0.0,0.0,0.0
ex_covid,W1,zero,all,direction_adjusted,5,14,0.0,0.0,0.0
ex_covid,W1,zero,all,direction_adjusted,20,14,0.0,0.0,0.0
ex_covid,W1,zero,all,direction_adjusted,60,14,0.0,0.0,0.0
ex_covid,W1,zero,abs_signal_gt1,positive,1,0,,,
ex_covid,W1,zero,abs_signal_gt1,positive,5,0,,,
ex_covid,W1,zero,abs_signal_gt1,positive,20,0,,,
ex_covid,W1,zero,abs_signal_gt1,positive,60,0,,,
ex_covid,W1,zero,abs_signal_gt1,negative,1,0,,,
ex_covid,W1,zero,abs_signal_gt1,negative,5,0,,,
ex_covid,W1,zero,abs_signal_gt1,negative,20,0,,,
ex_covid,W1,zero,abs_signal_gt1,negative,60,0,,,
ex_covid,W1,zero,abs_signal_gt1,direction_adjusted,1,8,0.0,0.0,0.0
ex_covid,W1,zero,abs_signal_gt1,direction_adjusted,5,8,0.0,0.0,0.0
ex_covid,W1,zero,abs_signal_gt1,direction_adjusted,20,8,0.0,0.0,0.0
ex_covid,W1,zero,abs_signal_gt1,direction_adjusted,60,8,0.0,0.0,0.0
ex_covid,W1,previous_surprise_sign,all,positive,1,6,-1.7927351827095148,-3.3220395799652063,0.5549939313212459
ex_covid,W1,previous_surprise_sign,all,positive,5,6,-4.211756429458659,-5.608047581977131,-2.8154652769401878
ex_covid,W1,previous_surprise_sign,all,positive,20,6,-2.9547699858949286,-4.117760491415764,-1.8531386887367864
ex_covid,W1,previous_surprise_sign,all,positive,60,6,-0.303972598360226,-5.573553830276263,5.094640061674153
ex_covid,W1,previous_surprise_sign,all,negative,1,7,1.9437643038699914,1.3801082269287384,2.447173827920108
ex_covid,W1,previous_surprise_sign,all,negative,5,7,0.5684194866078739,-0.9768906543530832,2.139707582456134
ex_covid,W1,previous_surprise_sign,all,negative,20,7,-2.3062134320799097,-6.1933325348746155,2.2781399584408235
ex_covid,W1,previous_surprise_sign,all,negative,60,7,-5.944763292101626,-11.620159129725822,-0.2418848073999997
ex_covid,W1,previous_surprise_sign,all,direction_adjusted,1,13,-1.8740585556420792,-2.726799069518851,-0.9610757932276167
ex_covid,W1,previous_surprise_sign,all,direction_adjusted,5,13,-2.249959614077467,-3.4439728084646415,-0.8298909436119067
ex_covid,W1,previous_surprise_sign,all,direction_adjusted,20,13,-0.12193276083155394,-3.110668358591654,2.574679591052973
ex_covid,W1,previous_surprise_sign,all,direction_adjusted,60,13,3.0607313426576943,-1.9653701011328635,8.080777540123314
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,positive,1,4,-3.408118660890053,-5.080014726252196,-1.7362225955279085
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,positive,5,4,-4.2225893768640885,-6.58813571658507,-1.857043037143108
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,positive,20,4,-2.8119044712858114,-4.2379112524300435,-1.3858976901415798
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,positive,60,4,-0.311092169525758,-5.355494040734614,4.733309701683098
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,negative,1,3,1.850528583966667,1.1761056412760373,2.5249515266572966
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,negative,5,3,0.539945981311496,-2.731647614435832,3.8115395770588236
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,negative,20,3,-0.4493541635275899,-7.935943367347733,7.037235040292553
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,negative,60,3,-5.049990984366647,-7.799476014652842,-2.3005059540804518
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,direction_adjusted,1,7,-2.7405800564943164,-3.6162320911645716,-1.7754241706264828
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,direction_adjusted,5,7,-2.6443136359129773,-5.027993576800343,-0.26460714536808666
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,direction_adjusted,20,7,-1.4142221992229251,-4.5070264199802255,2.397816204259698
ex_covid,W1,previous_surprise_sign,abs_signal_gt1,direction_adjusted,60,7,1.98651489642813,-1.8497220373149947,5.444622220318453
ex_covid,W2,kernel,all,positive,1,6,-0.7746062791877487,-2.5250263243617326,0.7806099131031696
ex_covid,W2,kernel,all,positive,5,6,-2.594579412087779,-4.131841583937729,-1.0498452985769051
ex_covid,W2,kernel,all,positive,20,6,-2.1604363663909663,-6.054691078029692,1.7338183452477587
ex_covid,W2,kernel,all,positive,60,6,-5.090591362811886,-8.899892126765458,-0.6297666073444633
ex_covid,W2,kernel,all,negative,1,3,0.9466240635501499,-0.1278698042250189,2.021117931325319
ex_covid,W2,kernel,all,negative,5,3,2.240742703557038,1.1599400208850492,3.321545386229026
ex_covid,W2,kernel,all,negative,20,3,0.800959604374459,-0.6895082744198552,2.291427483168773
ex_covid,W2,kernel,all,negative,60,3,-4.313923758491555,-4.711950556418605,-3.9158969605645044
ex_covid,W2,kernel,all,direction_adjusted,1,9,-0.8319455406418824,-2.0607965048821497,0.2913944260277616
ex_covid,W2,kernel,all,direction_adjusted,5,9,-2.4766338425775323,-3.5882204893089185,-1.3750022109102749
ex_covid,W2,kernel,all,direction_adjusted,20,9,-1.7072774457187974,-4.03694415283503,0.7926557324756193
ex_covid,W2,kernel,all,direction_adjusted,60,9,-1.955752989044072,-4.922408554141157,1.0513773596603486
ex_covid,W2,kernel,abs_signal_gt1,positive,1,5,-0.9595784146303975,-3.118046141333526,1.0579734399298468
ex_covid,W2,kernel,abs_signal_gt1,positive,5,5,-2.4334185794261876,-4.278133185646127,-0.5887039732062482
ex_covid,W2,kernel,abs_signal_gt1,positive,20,5,-1.6006047825263827,-6.033564761812956,2.832355196760191
ex_covid,W2,kernel,abs_signal_gt1,positive,60,5,-3.429491744192698,-6.434105513039421,-0.32008761183138307
ex_covid,W2,kernel,abs_signal_gt1,negative,1,2,1.3527738807803669,1.3527738807803669,1.3527738807803669
ex_covid,W2,kernel,abs_signal_gt1,negative,5,2,2.38740480509827,2.38740480509827,2.38740480509827
ex_covid,W2,kernel,abs_signal_gt1,negative,20,2,-0.559798102208886,-0.559798102208886,-0.559798102208886
ex_covid,W2,kernel,abs_signal_gt1,negative,60,2,-4.19013852445813,-4.19013852445813,-4.19013852445813
ex_covid,W2,kernel,abs_signal_gt1,direction_adjusted,1,7,-1.0719199763875316,-2.766500621122218,0.5909600028091789
ex_covid,W2,kernel,abs_signal_gt1,direction_adjusted,5,7,-2.420271786761068,-3.9785123442916848,-0.6394173468874023
ex_covid,W2,kernel,abs_signal_gt1,direction_adjusted,20,7,-0.9833468154591628,-4.22884688816745,2.452962911217522
ex_covid,W2,kernel,abs_signal_gt1,direction_adjusted,60,7,-1.2524545245781755,-3.9090060513398712,1.1063852992426453
ex_covid,W2,guide_gap_only,all,positive,1,5,-1.2618785718295844,-3.1940924735240572,0.7314849961463921
ex_covid,W2,guide_gap_only,all,positive,5,5,-0.8827004877041265,-2.7790278898315117,1.2270771563387028
ex_covid,W2,guide_gap_only,all,positive,20,5,1.4676064726285691,-1.9194848775816564,4.913691365844306
ex_covid,W2,guide_gap_only,all,positive,60,5,-2.3612576178652818,-5.196694077899371,0.6560771030018046
ex_covid,W2,guide_gap_only,all,negative,1,4,1.1254068436679698,-0.054356261428445435,2.305169948764385
ex_covid,W2,guide_gap_only,all,negative,5,4,-1.107936480833732,-2.519985588522722,0.3041126268552574
ex_covid,W2,guide_gap_only,all,negative,20,4,-4.474442937091316,-6.383754938537701,-2.5651309356449326
ex_covid,W2,guide_gap_only,all,negative,60,4,-7.919757840754892,-9.091634088628265,-6.7478815928815195
ex_covid,W2,guide_gap_only,all,direction_adjusted,1,9,-1.2012244704244222,-2.3272415511885836,-0.11746935485353045
ex_covid,W2,guide_gap_only,all,direction_adjusted,5,9,0.002027053868254944,-1.6597486356369753,1.725072522845202
ex_covid,W2,guide_gap_only,all,direction_adjusted,20,9,2.8039782346120123,0.2821828450304925,5.411941113082906
ex_covid,W2,guide_gap_only,all,direction_adjusted,60,9,2.2080825859659066,-1.5688184054462235,6.012611593018756
ex_covid,W2,guide_gap_only,abs_signal_gt1,positive,1,4,-1.6109293220594096,-4.10263378202938,0.8807751379105611
ex_covid,W2,guide_gap_only,abs_signal_gt1,positive,5,4,-1.5902302347488018,-3.166553393298943,-0.013907076198660384
ex_covid,W2,guide_gap_only,abs_signal_gt1,positive,20,4,0.953889336400424,-1.53338154765536,3.441160220456208
ex_covid,W2,guide_gap_only,abs_signal_gt1,positive,60,4,-1.8111984656920013,-5.355494040734614,1.7330971093506122
ex_covid,W2,guide_gap_only,abs_signal_gt1,negative,1,3,1.4504576588821279,0.3759637911069591,2.5249515266572966
ex_covid,W2,guide_gap_only,abs_signal_gt1,negative,5,3,-0.34378744931306365,-3.6153810450603916,2.927806146434264
ex_covid,W2,guide_gap_only,abs_signal_gt1,negative,20,3,-4.312725820883793,-8.195363711769671,-0.43008792999791695
ex_covid,W2,guide_gap_only,abs_signal_gt1,negative,60,3,-6.094313969037249,-8.197502812579893,-3.991125125494605
ex_covid,W2,guide_gap_only,abs_signal_gt1,direction_adjusted,1,7,-1.5421557521262892,-3.0198612015144595,0.036066585015711056
ex_covid,W2,guide_gap_only,abs_signal_gt1,direction_adjusted,5,7,-0.7613655130080021,-2.7602367524301457,1.2594381352208563
ex_covid,W2,guide_gap_only,abs_signal_gt1,direction_adjusted,20,7,2.3933906868932966,-0.6211299771294847,5.5151729463792005
ex_covid,W2,guide_gap_only,abs_signal_gt1,direction_adjusted,60,7,1.576878292049106,-2.0769202263606643,5.2055685293367375
ex_covid,W2,zero,all,positive,1,0,,,
ex_covid,W2,zero,all,positive,5,0,,,
ex_covid,W2,zero,all,positive,20,0,,,
ex_covid,W2,zero,all,positive,60,0,,,
ex_covid,W2,zero,all,negative,1,0,,,
ex_covid,W2,zero,all,negative,5,0,,,
ex_covid,W2,zero,all,negative,20,0,,,
ex_covid,W2,zero,all,negative,60,0,,,
ex_covid,W2,zero,all,direction_adjusted,1,10,0.0,0.0,0.0
ex_covid,W2,zero,all,direction_adjusted,5,10,0.0,0.0,0.0
ex_covid,W2,zero,all,direction_adjusted,20,10,0.0,0.0,0.0
ex_covid,W2,zero,all,direction_adjusted,60,10,0.0,0.0,0.0
ex_covid,W2,zero,abs_signal_gt1,positive,1,0,,,
ex_covid,W2,zero,abs_signal_gt1,positive,5,0,,,
ex_covid,W2,zero,abs_signal_gt1,positive,20,0,,,
ex_covid,W2,zero,abs_signal_gt1,positive,60,0,,,
ex_covid,W2,zero,abs_signal_gt1,negative,1,0,,,
ex_covid,W2,zero,abs_signal_gt1,negative,5,0,,,
ex_covid,W2,zero,abs_signal_gt1,negative,20,0,,,
ex_covid,W2,zero,abs_signal_gt1,negative,60,0,,,
ex_covid,W2,zero,abs_signal_gt1,direction_adjusted,1,7,0.0,0.0,0.0
ex_covid,W2,zero,abs_signal_gt1,direction_adjusted,5,7,0.0,0.0,0.0
ex_covid,W2,zero,abs_signal_gt1,direction_adjusted,20,7,0.0,0.0,0.0
ex_covid,W2,zero,abs_signal_gt1,direction_adjusted,60,7,0.0,0.0,0.0
ex_covid,W2,previous_surprise_sign,all,positive,1,4,-1.8086771861458433,-4.10263378202938,0.48527940973769335
ex_covid,W2,previous_surprise_sign,all,positive,5,4,-3.2946763968387276,-4.732309756534347,-1.857043037143108
ex_covid,W2,previous_surprise_sign,all,positive,20,4,-2.946305823334752,-4.506713956527925,-1.3858976901415798
ex_covid,W2,previous_surprise_sign,all,positive,60,4,-4.746668387834732,-6.8402304308043,-2.6531063448651633
ex_covid,W2,previous_surprise_sign,all,negative,1,5,1.7635532147276998,1.0231310498730029,2.470507137541264
ex_covid,W2,previous_surprise_sign,all,negative,5,5,0.7860304185386302,-1.4938303093478633,2.9476495951966664
ex_covid,W2,previous_surprise_sign,all,negative,20,5,0.2951003545845364,-5.0411303220229176,5.6313310311919915
ex_covid,W2,previous_surprise_sign,all,negative,60,5,-1.8974433694672619,-5.922826407570765,2.5157173806823736
ex_covid,W2,previous_surprise_sign,all,direction_adjusted,1,9,-1.7836083131357638,-2.6574189980799123,-0.9467734548443667
ex_covid,W2,previous_surprise_sign,all,direction_adjusted,5,9,-1.9009841866720067,-3.445306356921712,-0.07912281018347277
ex_covid,W2,previous_surprise_sign,all,direction_adjusted,20,9,-1.473413896251299,-4.762769577732521,2.1203368485818044
ex_covid,W2,previous_surprise_sign,all,direction_adjusted,60,9,-1.0554951893336242,-5.375184054074752,3.1538851552881364
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,positive,1,3,-2.4616543808696227,-4.166005725521489,-0.7573030362177566
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,positive,5,3,-3.2594406706530576,-5.1912290335690665,-1.3276523077370483
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,positive,20,3,-2.275209669208374,-3.955511055666109,-0.5949082827506391
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,positive,60,3,-1.863528031810368,-7.04586825241256,3.318812188791824
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,negative,1,3,1.850528583966667,1.1761056412760373,2.5249515266572966
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,negative,5,3,0.539945981311496,-2.731647614435832,3.8115395770588236
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,negative,20,3,-0.4493541635275899,-7.935943367347733,7.037235040292553
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,negative,60,3,-5.049990984366647,-7.799476014652842,-2.3005059540804518
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,direction_adjusted,1,6,-2.156091482418145,-3.3138300531955562,-0.8087037938952416
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,direction_adjusted,5,6,-1.8996933259822768,-4.064880853262,0.0787079899858379
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,direction_adjusted,20,6,-0.9129277528403921,-5.360305890236787,3.398383226813458
ex_covid,W2,previous_surprise_sign,abs_signal_gt1,direction_adjusted,60,6,1.5932314762781399,-2.441227068260572,5.627690020816851
ex_covid,extension,kernel,all,positive,1,0,,,
ex_covid,extension,kernel,all,positive,5,0,,,
ex_covid,extension,kernel,all,positive,20,0,,,
ex_covid,extension,kernel,all,positive,60,0,,,
ex_covid,extension,kernel,all,negative,1,0,,,
ex_covid,extension,kernel,all,negative,5,0,,,
ex_covid,extension,kernel,all,negative,20,0,,,
ex_covid,extension,kernel,all,negative,60,0,,,
ex_covid,extension,kernel,all,direction_adjusted,1,0,,,
ex_covid,extension,kernel,all,direction_adjusted,5,0,,,
ex_covid,extension,kernel,all,direction_adjusted,20,0,,,
ex_covid,extension,kernel,all,direction_adjusted,60,0,,,
ex_covid,extension,kernel,abs_signal_gt1,positive,1,0,,,
ex_covid,extension,kernel,abs_signal_gt1,positive,5,0,,,
ex_covid,extension,kernel,abs_signal_gt1,positive,20,0,,,
ex_covid,extension,kernel,abs_signal_gt1,positive,60,0,,,
ex_covid,extension,kernel,abs_signal_gt1,negative,1,0,,,
ex_covid,extension,kernel,abs_signal_gt1,negative,5,0,,,
ex_covid,extension,kernel,abs_signal_gt1,negative,20,0,,,
ex_covid,extension,kernel,abs_signal_gt1,negative,60,0,,,
ex_covid,extension,kernel,abs_signal_gt1,direction_adjusted,1,0,,,
ex_covid,extension,kernel,abs_signal_gt1,direction_adjusted,5,0,,,
ex_covid,extension,kernel,abs_signal_gt1,direction_adjusted,20,0,,,
ex_covid,extension,kernel,abs_signal_gt1,direction_adjusted,60,0,,,
ex_covid,extension,guide_gap_only,all,positive,1,1,4.11436157138223,4.11436157138223,4.11436157138223
ex_covid,extension,guide_gap_only,all,positive,5,1,5.416772062076669,5.416772062076669,5.416772062076669
ex_covid,extension,guide_gap_only,all,positive,20,1,8.76111966277574,8.76111966277574,8.76111966277574
ex_covid,extension,guide_gap_only,all,positive,60,1,18.607927406417232,18.607927406417232,18.607927406417232
ex_covid,extension,guide_gap_only,all,negative,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
ex_covid,extension,guide_gap_only,all,negative,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
ex_covid,extension,guide_gap_only,all,negative,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
ex_covid,extension,guide_gap_only,all,negative,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
ex_covid,extension,guide_gap_only,all,direction_adjusted,1,2,4.359983169621001,4.359983169621001,4.359983169621001
ex_covid,extension,guide_gap_only,all,direction_adjusted,5,2,3.5256564931158807,3.5256564931158807,3.5256564931158807
ex_covid,extension,guide_gap_only,all,direction_adjusted,20,2,7.949221683283459,7.949221683283459,7.949221683283459
ex_covid,extension,guide_gap_only,all,direction_adjusted,60,2,8.735539472857,8.735539472857,8.735539472857
ex_covid,extension,guide_gap_only,abs_signal_gt1,positive,1,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,positive,5,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,positive,20,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,positive,60,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,negative,1,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,negative,5,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,negative,20,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,negative,60,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,direction_adjusted,1,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,direction_adjusted,5,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,direction_adjusted,20,0,,,
ex_covid,extension,guide_gap_only,abs_signal_gt1,direction_adjusted,60,0,,,
ex_covid,extension,zero,all,positive,1,0,,,
ex_covid,extension,zero,all,positive,5,0,,,
ex_covid,extension,zero,all,positive,20,0,,,
ex_covid,extension,zero,all,positive,60,0,,,
ex_covid,extension,zero,all,negative,1,0,,,
ex_covid,extension,zero,all,negative,5,0,,,
ex_covid,extension,zero,all,negative,20,0,,,
ex_covid,extension,zero,all,negative,60,0,,,
ex_covid,extension,zero,all,direction_adjusted,1,5,0.0,0.0,0.0
ex_covid,extension,zero,all,direction_adjusted,5,5,0.0,0.0,0.0
ex_covid,extension,zero,all,direction_adjusted,20,5,0.0,0.0,0.0
ex_covid,extension,zero,all,direction_adjusted,60,5,0.0,0.0,0.0
ex_covid,extension,zero,abs_signal_gt1,positive,1,0,,,
ex_covid,extension,zero,abs_signal_gt1,positive,5,0,,,
ex_covid,extension,zero,abs_signal_gt1,positive,20,0,,,
ex_covid,extension,zero,abs_signal_gt1,positive,60,0,,,
ex_covid,extension,zero,abs_signal_gt1,negative,1,0,,,
ex_covid,extension,zero,abs_signal_gt1,negative,5,0,,,
ex_covid,extension,zero,abs_signal_gt1,negative,20,0,,,
ex_covid,extension,zero,abs_signal_gt1,negative,60,0,,,
ex_covid,extension,zero,abs_signal_gt1,direction_adjusted,1,0,,,
ex_covid,extension,zero,abs_signal_gt1,direction_adjusted,5,0,,,
ex_covid,extension,zero,abs_signal_gt1,direction_adjusted,20,0,,,
ex_covid,extension,zero,abs_signal_gt1,direction_adjusted,60,0,,,
ex_covid,extension,previous_surprise_sign,all,positive,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
ex_covid,extension,previous_surprise_sign,all,positive,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
ex_covid,extension,previous_surprise_sign,all,positive,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
ex_covid,extension,previous_surprise_sign,all,positive,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
ex_covid,extension,previous_surprise_sign,all,negative,1,0,,,
ex_covid,extension,previous_surprise_sign,all,negative,5,0,,,
ex_covid,extension,previous_surprise_sign,all,negative,20,0,,,
ex_covid,extension,previous_surprise_sign,all,negative,60,0,,,
ex_covid,extension,previous_surprise_sign,all,direction_adjusted,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
ex_covid,extension,previous_surprise_sign,all,direction_adjusted,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
ex_covid,extension,previous_surprise_sign,all,direction_adjusted,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
ex_covid,extension,previous_surprise_sign,all,direction_adjusted,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,positive,1,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,positive,5,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,positive,20,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,positive,60,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,negative,1,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,negative,5,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,negative,20,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,negative,60,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,direction_adjusted,1,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,direction_adjusted,5,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,direction_adjusted,20,0,,,
ex_covid,extension,previous_surprise_sign,abs_signal_gt1,direction_adjusted,60,0,,,
full_sample,W1,kernel,all,positive,1,10,-0.338075597334877,-2.13737621955692,1.3934092756227758
full_sample,W1,kernel,all,positive,5,10,-2.7610525148361758,-3.7701221180564533,-1.6624803685269365
full_sample,W1,kernel,all,positive,20,10,-3.6525010617858413,-6.5307026573517275,-0.5442405400582292
full_sample,W1,kernel,all,positive,60,10,-4.550683641306881,-7.503260543401572,-1.9294124413311498
full_sample,W1,kernel,all,negative,1,3,0.9466240635501499,-0.1278698042250189,2.021117931325319
full_sample,W1,kernel,all,negative,5,3,2.240742703557038,1.1599400208850492,3.321545386229026
full_sample,W1,kernel,all,negative,20,3,0.800959604374459,-0.6895082744198552,2.291427483168773
full_sample,W1,kernel,all,negative,60,3,-4.313923758491555,-4.711950556418605,-3.9158969605645044
full_sample,W1,kernel,all,direction_adjusted,1,13,-0.4785098587691708,-1.840859695740149,0.8968022836776025
full_sample,W1,kernel,all,direction_adjusted,5,13,-2.6409810199256047,-3.426637356464701,-1.8331855265987615
full_sample,W1,kernel,all,direction_adjusted,20,13,-2.9944530331524457,-4.935014293470135,-0.8082897594400466
full_sample,W1,kernel,all,direction_adjusted,60,13,-2.5050050105841652,-5.107637655195014,0.016502969997858122
full_sample,W1,kernel,abs_signal_gt1,positive,1,9,0.31852839195584143,-1.369377120218444,1.8374115822425807
full_sample,W1,kernel,abs_signal_gt1,positive,5,9,-2.2776099614293965,-3.661523182360634,-0.7293322196433268
full_sample,W1,kernel,abs_signal_gt1,positive,20,9,-3.5670024155933646,-6.624554198211557,-0.1559681506944475
full_sample,W1,kernel,abs_signal_gt1,positive,60,9,-5.539227981155209,-8.565604337636252,-2.4535052366133554
full_sample,W1,kernel,abs_signal_gt1,negative,1,1,2.96451468244312,2.96451468244312,2.96451468244312
full_sample,W1,kernel,abs_signal_gt1,negative,5,1,4.008608829106253,4.008608829106253,4.008608829106253
full_sample,W1,kernel,abs_signal_gt1,negative,20,1,-0.1706675855759787,-0.1706675855759787,-0.1706675855759787
full_sample,W1,kernel,abs_signal_gt1,negative,60,1,-3.5930983275675548,-3.5930983275675548,-3.5930983275675548
full_sample,W1,kernel,abs_signal_gt1,direction_adjusted,1,10,-0.00977591548405483,-1.787196166940093,1.6645636384696016
full_sample,W1,kernel,abs_signal_gt1,direction_adjusted,5,10,-2.4507098481970826,-3.7192329577578835,-1.0686132645768942
full_sample,W1,kernel,abs_signal_gt1,direction_adjusted,20,10,-3.1932354154764306,-5.895983283585801,-0.5243310415000266
full_sample,W1,kernel,abs_signal_gt1,direction_adjusted,60,10,-4.625995350282933,-7.558759021580495,-1.8661065103793295
full_sample,W1,guide_gap_only,all,positive,1,7,-0.21725840081378328,-2.1172012506591718,1.669574601722536
full_sample,W1,guide_gap_only,all,positive,5,7,-0.623531160708381,-2.290980780005558,1.1334049585910602
full_sample,W1,guide_gap_only,all,positive,20,7,-1.468709062048458,-5.646888016725616,3.0206692013368976
full_sample,W1,guide_gap_only,all,positive,60,7,-6.276059183814497,-10.743831834361258,-2.794205454401013
full_sample,W1,guide_gap_only,all,negative,1,6,0.1633208371663605,-1.801275985274738,2.127917659607459
