ymi,ym,region,measure,n_markets,w_equal,w_reviews,w_median,reviews,reviews_lag12,regions_weight_covered
24193,2016-02,NAM,yoy_stable,39,1.8482555314047973,1.2338452181845825,1.2626262626262625,14692.0,6577.0,
24194,2016-03,APAC,yoy_stable,16,1.5240635255613681,1.6559881715130604,1.5184407561350568,10778.0,4058.0,
24194,2016-03,EMEA,yoy_stable,56,1.5336132370113742,1.1670900223531802,1.422015182884748,42657.0,19684.0,
24194,2016-03,LatAm,yoy_stable,5,1.331317386227069,0.959691760521636,1.5342465753424657,3306.0,1687.0,
24194,2016-03,NAM,yoy_stable,41,1.4072231816564902,0.9342284695269065,1.119298245614035,18439.0,9533.0,
24195,2016-04,APAC,yoy_stable,16,1.4683495187427698,1.5561156805518706,1.343246327200114,9634.0,3769.0,
24195,2016-04,EMEA,yoy_stable,56,1.0067200919018484,0.8504882083887502,0.9213684194496475,57045.0,30827.0,
24195,2016-04,LatAm,yoy_stable,5,1.4511786422012638,0.9613650998068255,1.492957746478873,3046.0,1553.0,
24195,2016-04,NAM,yoy_stable,41,1.3829411799491402,0.9879483500717361,0.9900990099009901,20784.0,10455.0,
24196,2016-05,APAC,yoy_stable,16,1.6807389736704443,1.673575129533679,1.6352066441845448,8256.0,3088.0,
24196,2016-05,EMEA,yoy_stable,56,1.01108436571732,0.8322157505751064,0.890481910121307,74868.0,40862.0,
24196,2016-05,LatAm,yoy_stable,5,1.4728686301423586,0.9126084056037358,1.7999999999999998,2867.0,1499.0,
24196,2016-05,NAM,yoy_stable,41,1.418896980212088,0.983638886859981,1.064272211720227,27158.0,13691.0,
24197,2016-06,APAC,yoy_stable,16,1.3618625965078497,1.2302345786272806,1.1152049818370524,7701.0,3453.0,
24197,2016-06,EMEA,yoy_stable,56,0.9940946547750199,0.7524123805188894,0.9051609424828504,77001.0,43940.0,
24197,2016-06,LatAm,yoy_stable,5,0.9818925498432286,0.7539737387698686,0.8181818181818181,2538.0,1447.0,
24197,2016-06,NAM,yoy_stable,42,1.0592789537852565,0.8590259469959762,0.95473451781863,26796.0,14414.0,
24198,2016-07,APAC,yoy_stable,16,1.5793272331892707,1.582093381221139,1.481070496083551,10065.0,3898.0,
24198,2016-07,EMEA,yoy_stable,56,1.002670496395983,0.8105910353034511,0.9205626856741124,91290.0,50420.0,
24198,2016-07,LatAm,yoy_stable,5,1.2231986238997117,0.9164870689655173,1.2658959537572256,3557.0,1856.0,
24198,2016-07,NAM,yoy_stable,42,1.3329538460648542,0.9263405281711918,0.9883040935672515,31147.0,16169.0,
24199,2016-08,APAC,yoy_stable,16,1.31630018321643,1.3319078165835117,1.2034519153163221,9815.0,4209.0,
24199,2016-08,EMEA,yoy_stable,56,0.8673104951028829,0.7710496498690491,0.8663947643572191,95348.0,53837.0,
24199,2016-08,LatAm,yoy_stable,5,1.4003490336559854,1.641462193289935,1.46242774566474,5275.0,1997.0,
24199,2016-08,NAM,yoy_stable,42,1.1092499878448425,0.8135899617184177,0.9475213675213674,34110.0,18808.0,
24200,2016-09,APAC,yoy_stable,16,1.4344067166533594,1.5334056399132323,1.4151650734508139,11679.0,4610.0,
24200,2016-09,EMEA,yoy_stable,56,0.8538162278524611,0.7306635328150426,0.8261689577479051,95723.0,55310.0,
24200,2016-09,LatAm,yoy_stable,5,1.0949792780576633,0.6510194404931247,1.0862068965517242,3482.0,2109.0,
24200,2016-09,NAM,yoy_stable,42,1.278035666441897,0.8944723618090453,1.0543067226890757,33930.0,17910.0,
24201,2016-10,APAC,yoy_stable,16,1.485912607704184,1.503035413153457,1.3541583259935408,14843.0,5930.0,
24201,2016-10,EMEA,yoy_stable,56,0.9358918093821238,0.7292993032471313,0.8779431459800406,92080.0,53247.0,
24201,2016-10,LatAm,yoy_stable,5,1.086961724019328,0.990632318501171,0.8092399403874813,4250.0,2135.0,
24201,2016-10,NAM,yoy_stable,42,1.2531446886096707,0.8572863790186125,0.8616159572746399,35125.0,18912.0,
24202,2016-11,APAC,yoy_stable,16,1.264438364393294,1.404590260409004,1.1713066449908556,16344.0,6797.0,
24202,2016-11,EMEA,yoy_stable,56,1.010782649640188,0.8959632218653568,1.0409372267879,60212.0,31758.0,
24202,2016-11,LatAm,yoy_stable,5,0.9347322500965749,0.836027713625866,0.692403486924035,4770.0,2598.0,
24202,2016-11,NAM,yoy_stable,42,1.3326823069958853,1.007518237308322,1.1066802999318337,26969.0,13434.0,
24203,2016-12,APAC,yoy_stable,16,1.0978667382633946,1.1231917872141857,0.9835211642559234,18200.0,8572.0,
24203,2016-12,EMEA,yoy_stable,56,0.9521025102155861,0.7856454240218078,0.85218877754061,53714.0,30081.0,
24203,2016-12,LatAm,yoy_stable,5,0.7167014191704189,0.6112580279561768,0.46285714285714286,4265.0,2647.0,
24203,2016-12,NAM,yoy_stable,42,1.1330352094223355,0.7655524605385329,0.8767441860465116,22818.0,12924.0,
24204,2017-01,APAC,yoy_stable,16,1.2748354308991057,1.296878011177491,1.057238394964595,23837.0,10378.0,
24204,2017-01,EMEA,yoy_stable,56,0.9370125018844432,0.8335067309814308,0.8127863002024076,58157.0,31719.0,
24204,2017-01,LatAm,yoy_stable,5,0.8438598253315555,0.6830046403712298,0.5936073059360731,5803.0,3448.0,
24204,2017-01,NAM,yoy_stable,42,1.689009978527963,0.8859026732602309,0.9684944684944685,26314.0,13953.0,
24205,2017-02,APAC,yoy_stable,16,0.8873491820163979,0.966120218579235,0.8863798166770491,21588.0,10980.0,
24205,2017-02,EMEA,yoy_stable,56,0.9372049358024233,0.6910777794959022,0.6834589348492782,54681.0,32335.0,
24205,2017-02,LatAm,yoy_stable,5,0.7463296833997302,0.47530120481927707,0.7065217391304348,4898.0,3320.0,
24205,2017-02,NAM,yoy_stable,42,1.0688366914414946,0.6818150986909042,0.8310987573577501,24795.0,14743.0,
24206,2017-03,APAC,yoy_stable,16,1.0038021934919534,1.0785422848664687,0.8966346153846154,22415.0,10784.0,
24206,2017-03,EMEA,yoy_stable,56,0.6681808029435388,0.667604115399939,0.6155526385550598,71155.0,42669.0,
24206,2017-03,LatAm,yoy_stable,5,0.9091887994844605,0.8850574712643677,0.8162162162162163,6232.0,3306.0,
24206,2017-03,NAM,yoy_stable,42,1.4064392974648077,0.9335573379579449,1.1054514271955602,35678.0,18452.0,
24207,2017-04,APAC,yoy_stable,16,1.2406967188211477,1.3543568464730291,1.2518405334074176,22696.0,9640.0,
24207,2017-04,EMEA,yoy_stable,56,1.0543505401589102,0.9073275862068966,0.9564282797643353,108855.0,57072.0,
24207,2017-04,LatAm,yoy_stable,5,1.0435468256156444,0.9586478503446012,1.0056497175141241,5968.0,3047.0,
24207,2017-04,NAM,yoy_stable,42,1.3818575384136835,0.8830794367821615,1.113073009813097,39185.0,20809.0,
24208,2017-05,APAC,yoy_stable,16,0.8332918552053054,0.9327202323330106,0.8325893964191836,15972.0,8264.0,
24208,2017-05,EMEA,yoy_stable,56,0.7149313417051049,0.6586827946222347,0.6704247212568781,124237.0,74901.0,
24208,2017-05,LatAm,yoy_stable,5,0.8298387246850091,0.7928870292887029,0.8222222222222222,5142.0,2868.0,
24208,2017-05,NAM,yoy_stable,42,1.1178424889846124,0.685705873693508,0.8115212527964205,45804.0,27172.0,
24209,2017-06,APAC,yoy_stable,16,0.9659780883933218,1.1015320695923139,0.9675622686148656,16186.0,7702.0,
24209,2017-06,EMEA,yoy_stable,56,0.7562656858669585,0.6792979449831886,0.7406287903469553,129358.0,77031.0,
24209,2017-06,LatAm,yoy_stable,5,0.9318401191661764,0.888932650649862,0.9808429118773947,4796.0,2539.0,
24209,2017-06,NAM,yoy_stable,42,1.019375467437983,0.6781304785706292,0.7974257025406025,44989.0,26809.0,
24210,2017-07,APAC,yoy_stable,16,0.9034517384702205,0.9743793445878848,0.8623011664899258,19882.0,10070.0,
24210,2017-07,EMEA,yoy_stable,56,0.675209154237053,0.6103222133418003,0.6509131616813619,147082.0,91337.0,
24210,2017-07,LatAm,yoy_stable,5,0.9201767715541045,0.8490725126475549,0.8142076502732241,6579.0,3558.0,
24210,2017-07,NAM,yoy_stable,42,1.0589664446530993,0.7663521407022273,0.892245002802167,55036.0,31158.0,
24211,2017-08,APAC,yoy_stable,16,0.7666077937433468,0.8682146858132194,0.8360082697961232,18344.0,9819.0,
24211,2017-08,EMEA,yoy_stable,56,0.6144798115035981,0.5514429174921642,0.5693242584689953,148003.0,95397.0,
24211,2017-08,LatAm,yoy_stable,5,0.70097322887227,0.17304776345716455,0.8125,6189.0,5276.0,
24211,2017-08,NAM,yoy_stable,42,0.8409491661877843,0.6145436426519726,0.735906672362902,55085.0,34118.0,
24212,2017-09,APAC,yoy_stable,16,0.6351642214607531,0.7449704648574609,0.6920589044866502,20383.0,11681.0,
24212,2017-09,EMEA,yoy_stable,56,0.590479892415073,0.5205100357150316,0.5321476768845189,145601.0,95758.0,
24212,2017-09,LatAm,yoy_stable,5,0.9887186191647167,1.1145564168819981,1.2255555555555557,7365.0,3483.0,
24212,2017-09,NAM,yoy_stable,42,0.7299445519794454,0.530131133048475,0.6010435347784746,51925.0,33935.0,
24213,2017-10,APAC,yoy_stable,16,0.6108954166890073,0.6777082070962095,0.5482557246042723,24919.0,14853.0,
24213,2017-10,EMEA,yoy_stable,56,0.4984088958473669,0.414495679736008,0.5018899157969823,130309.0,92124.0,
24213,2017-10,LatAm,yoy_stable,5,0.732049708823413,0.6280272748648013,0.8726376335250616,6924.0,4253.0,
24213,2017-10,NAM,yoy_stable,42,0.7577370717849595,0.5512893493482096,0.6707871465935982,54503.0,35134.0,
24214,2017-11,APAC,yoy_stable,16,0.6399957331884524,0.6670540028132836,0.6027765987549518,27258.0,16351.0,
24214,2017-11,EMEA,yoy_stable,56,0.5626093851775616,0.3853737883415218,0.4789144750225566,83466.0,60248.0,
24214,2017-11,LatAm,yoy_stable,5,0.6042048746449196,0.5719974848040243,0.45810055865921795,7500.0,4771.0,
24214,2017-11,NAM,yoy_stable,42,0.8355255177529661,0.4963671411625148,0.622159152146578,40366.0,26976.0,
24215,2017-12,APAC,yoy_stable,16,0.5972751860693026,0.7047514419115628,0.6210566004811228,31035.0,18205.0,
24215,2017-12,EMEA,yoy_stable,56,0.5224411909319611,0.4565193123465059,0.5269917693259455,78285.0,53748.0,
24215,2017-12,LatAm,yoy_stable,5,0.8228285868188611,0.7976553341148886,0.6875,7667.0,4265.0,
24215,2017-12,NAM,yoy_stable,42,0.897777559676795,0.6911281489594743,0.7248576850094877,38600.0,22825.0,
24216,2018-01,APAC,yoy_stable,16,0.5238144750452876,0.5876115837559197,0.4947791903360481,37882.0,23861.0,
24216,2018-01,EMEA,yoy_stable,56,0.5349981404989761,0.4370832474049633,0.5115476776928364,83621.0,58188.0,
24216,2018-01,LatAm,yoy_stable,5,0.7342480969577895,0.6651170798898072,0.8748068006182381,9671.0,5808.0,
24216,2018-01,NAM,yoy_stable,42,0.8034821260128817,0.6202036319428614,0.7107313819804941,42647.0,26322.0,
24217,2018-02,APAC,yoy_stable,16,0.6171114067790681,0.6608100610319956,0.5925569151413832,35920.0,21628.0,
24217,2018-02,EMEA,yoy_stable,56,0.5373491321696969,0.46484717753729154,0.543979933110368,80133.0,54704.0,
24217,2018-02,LatAm,yoy_stable,5,0.8685182270042379,0.8801551653736219,0.7961783439490446,9209.0,4898.0,
24217,2018-02,NAM,yoy_stable,42,0.8584051564199423,0.6774726825531228,0.7398786039453717,41603.0,24801.0,
24218,2018-03,APAC,yoy_stable,16,0.612949120626934,0.6973303026251281,0.6225794566545914,38083.0,22437.0,
24218,2018-03,EMEA,yoy_stable,56,0.6395056431056801,0.5121218080175296,0.6039496174778873,107654.0,71194.0,
24218,2018-03,LatAm,yoy_stable,5,0.7092018410629933,0.6171611868484363,0.7648809523809523,10083.0,6235.0,
24218,2018-03,NAM,yoy_stable,42,0.7683398052546603,0.594580963322032,0.6782056696687941,56909.0,35689.0,
24219,2018-04,APAC,yoy_stable,16,0.515760146184603,0.5507463343754129,0.5057011493844233,35219.0,22711.0,
24219,2018-04,EMEA,yoy_stable,56,0.43120926270757554,0.3558755464129597,0.37552383594865946,147644.0,108892.0,
24219,2018-04,LatAm,yoy_stable,5,0.5701930334546971,0.5539363484087103,0.5943661971830987,9277.0,5970.0,
24219,2018-04,NAM,yoy_stable,42,0.6461950612697646,0.5357498150651736,0.5788615631163708,60206.0,39203.0,
24220,2018-05,APAC,yoy_stable,16,0.583152535543824,0.5594843231741662,0.5473169134593003,24919.0,15979.0,
24220,2018-05,EMEA,yoy_stable,56,0.4773601571792179,0.4100329873682518,0.44110031639039826,175253.0,124290.0,
24220,2018-05,LatAm,yoy_stable,5,0.6576790294785217,0.6831971995332555,0.541033434650456,8655.0,5142.0,
24220,2018-05,NAM,yoy_stable,42,0.6034851639605032,0.5305106940200786,0.534250739800456,70128.0,45820.0,
24221,2018-06,APAC,yoy_stable,16,0.6384043914688615,0.6216299586649392,0.6098275695049888,26285.0,16209.0,
24221,2018-06,EMEA,yoy_stable,56,0.45982198347066344,0.40125493590090344,0.4199654851984601,181335.0,129409.0,
24221,2018-06,LatAm,yoy_stable,5,0.6268577520529443,0.6713213839099625,0.5049683830171634,8019.0,4798.0,
24221,2018-06,NAM,yoy_stable,42,0.7126326266817964,0.5763743833607395,0.6136589487032241,70940.0,45002.0,
24222,2018-07,APAC,yoy_stable,16,0.587004036234047,0.5782805429864253,0.5905417709514725,31392.0,19890.0,
24222,2018-07,EMEA,yoy_stable,56,0.4630661189287969,0.40794856808883684,0.4351151532410209,207174.0,147146.0,
24222,2018-07,LatAm,yoy_stable,5,0.563011936304658,0.5892721470901079,0.5451807228915662,10459.0,6581.0,
24222,2018-07,NAM,yoy_stable,42,0.589926281558996,0.47208094165516234,0.4916387959866221,81041.0,55052.0,
24223,2018-08,APAC,yoy_stable,16,0.6926548237225344,0.6320292066259807,0.602324356697369,29951.0,18352.0,
24223,2018-08,EMEA,yoy_stable,56,0.4680744591331928,0.4220977906262031,0.4743710015661915,210543.0,148051.0,
24223,2018-08,LatAm,yoy_stable,5,0.6490153633409685,0.6753351639476659,0.6411042944785277,10372.0,6191.0,
24223,2018-08,NAM,yoy_stable,42,0.6284526360597082,0.5009890568571584,0.5471568909507198,82709.0,55103.0,
24224,2018-09,APAC,yoy_stable,16,0.6220423265354074,0.651024811218986,0.6005182806971563,33671.0,20394.0,
24224,2018-09,EMEA,yoy_stable,56,0.4991041829541986,0.445683216168717,0.4882977162263713,210584.0,145664.0,
24224,2018-09,LatAm,yoy_stable,5,0.510065554228147,0.37644185099742167,0.6136795440151994,10143.0,7369.0,
24224,2018-09,NAM,yoy_stable,42,0.7111807049506614,0.5426981865783698,0.5936526318240494,80137.0,51946.0,
24225,2018-10,APAC,yoy_stable,16,0.5726490908912467,0.6278706264277985,0.582997542997543,40617.0,24951.0,
24225,2018-10,EMEA,yoy_stable,56,0.5298080295996944,0.47745771163361583,0.50069904572876,192594.0,130355.0,
24225,2018-10,LatAm,yoy_stable,5,0.6110045605862418,0.7074191685912241,0.484375,11829.0,6928.0,
24225,2018-10,NAM,yoy_stable,42,0.6055193452429316,0.49996331217668866,0.5321874264186485,81769.0,54514.0,
24226,2018-11,APAC,yoy_stable,16,0.6952777839497821,0.7251768500531466,0.6976158793524063,47068.0,27283.0,
24226,2018-11,EMEA,yoy_stable,56,0.6189642255085255,0.5837184798486554,0.5937179719057093,132269.0,83518.0,
24226,2018-11,LatAm,yoy_stable,5,0.8107537337820381,0.8467892352784439,0.8764556962025316,13862.0,7506.0,
24226,2018-11,NAM,yoy_stable,42,0.7386610413107496,0.6132164264130382,0.6576215487615366,65132.0,40374.0,
24227,2018-12,APAC,yoy_stable,16,0.5728355165129271,0.5812642900846938,0.5251908233620214,49103.0,31053.0,
24227,2018-12,EMEA,yoy_stable,56,0.5411799066355936,0.4785966883274393,0.5,115817.0,78329.0,
24227,2018-12,LatAm,yoy_stable,5,0.6202181992070772,0.6369327073552427,0.5338725985844288,12552.0,7668.0,
24227,2018-12,NAM,yoy_stable,42,0.6986190817728032,0.5405034443466101,0.6310832839667379,59485.0,38614.0,
24228,2019-01,APAC,yoy_stable,16,0.5661631466896699,0.5545795082832119,0.5486594329356634,58931.0,37908.0,
24228,2019-01,EMEA,yoy_stable,56,0.5021999881126832,0.42001075847229696,0.48337189126662816,118791.0,83655.0,
24228,2019-01,LatAm,yoy_stable,5,0.6201187391399534,0.6308010335917313,0.5663643858202803,15778.0,9675.0,
24228,2019-01,NAM,yoy_stable,42,0.6143402055996382,0.47555315957247335,0.523527423458042,62953.0,42664.0,
24229,2019-02,APAC,yoy_stable,16,0.5779466780646372,0.5253289565193202,0.5447957139388052,54831.0,35947.0,
24229,2019-02,EMEA,yoy_stable,56,0.48717042660432275,0.43256661011875064,0.4513157894736842,114846.0,80168.0,
24229,2019-02,LatAm,yoy_stable,5,0.4733250990686052,0.4554530656538254,0.5059847660500545,13412.0,9215.0,
24229,2019-02,NAM,yoy_stable,42,0.6683165533653307,0.48152153018069965,0.5140593444151003,61655.0,41616.0,
24230,2019-03,APAC,yoy_stable,16,0.5782830176017666,0.5043273013375296,0.5223685207030168,57360.0,38130.0,
24230,2019-03,EMEA,yoy_stable,56,0.5077500608519154,0.4768682282817591,0.4884399950858851,159072.0,107709.0,
24230,2019-03,LatAm,yoy_stable,5,0.665376884342378,0.6921856406188021,0.659757330637007,17064.0,10084.0,
24230,2019-03,NAM,yoy_stable,42,0.6941298280270701,0.4986210894271812,0.5275168694412977,85315.0,56929.0,
24231,2019-04,APAC,yoy_stable,16,0.4836366540714831,0.5229625847445607,0.5066246052197472,53689.0,35253.0,
24231,2019-04,EMEA,yoy_stable,56,0.45171597762924715,0.40892779763839227,0.4586923472517954,208093.0,147696.0,
24231,2019-04,LatAm,yoy_stable,5,0.6686210283897684,0.6844827586206896,0.7194112235510579,15632.0,9280.0,
24231,2019-04,NAM,yoy_stable,42,0.5754586003463935,0.4500846866593604,0.49886170478750724,87327.0,60222.0,
24232,2019-05,APAC,yoy_stable,16,0.4953975630873503,0.5096423141553974,0.5140640514223004,37732.0,24994.0,
24232,2019-05,EMEA,yoy_stable,56,0.3787382586420633,0.33519094201865207,0.3569243894355647,234079.0,175315.0,
24232,2019-05,LatAm,yoy_stable,5,0.5203016138164678,0.5658198614318706,0.5924287118977385,13560.0,8660.0,
24232,2019-05,NAM,yoy_stable,42,0.5826751975890023,0.408431227189781,0.47239032047473395,98793.0,70144.0,
24233,2019-06,APAC,yoy_stable,16,0.4143356259996201,0.4216926807091983,0.4530147484094852,37527.0,26396.0,
24233,2019-06,EMEA,yoy_stable,56,0.5215591141594155,0.4527097425041757,0.5005179412392909,263523.0,181401.0,
24233,2019-06,LatAm,yoy_stable,5,0.7566646460938239,0.7853403141361257,0.6733067729083666,14322.0,8022.0,
24233,2019-06,NAM,yoy_stable,42,0.5688481868650077,0.44410314217274904,0.4944804697598093,102488.0,70970.0,
24234,2019-07,APAC,yoy_stable,16,0.3546664989987165,0.36633506022947593,0.3504050171676827,42989.0,31463.0,
24234,2019-07,EMEA,yoy_stable,56,0.34747692252969536,0.30714189215270005,0.3330772540311797,270913.0,207256.0,
24234,2019-07,LatAm,yoy_stable,5,0.59313213357055,0.6877568574978496,0.624588919807741,17659.0,10463.0,
24234,2019-07,NAM,yoy_stable,42,0.42071477724849643,0.3336828988439664,0.3706124721155162,108099.0,81053.0,
24235,2019-08,APAC,yoy_stable,16,0.3437237270850607,0.37053660482744855,0.3962115080136954,41223.0,30078.0,
24235,2019-08,EMEA,yoy_stable,56,0.3604117475873303,0.3170746758949383,0.3477060417004566,277451.0,210657.0,
24235,2019-08,LatAm,yoy_stable,5,0.48937194312844523,0.5642705723646175,0.5159629248197735,16234.0,10378.0,
24235,2019-08,NAM,yoy_stable,42,0.40626906527321927,0.346807044688078,0.35156345320495175,111420.0,82729.0,
24236,2019-09,APAC,yoy_stable,16,0.3588784934558956,0.3290858561967833,0.37803381540865555,44955.0,33824.0,
24236,2019-09,EMEA,yoy_stable,56,0.3566700399380563,0.3112566749733001,0.33937125070043284,276249.0,210675.0,
24236,2019-09,LatAm,yoy_stable,5,0.5920245970853042,0.6753400354819634,0.5821890937622598,16998.0,10146.0,
24236,2019-09,NAM,yoy_stable,42,0.41294300580609306,0.36982883377414044,0.3423640421494636,109800.0,80156.0,
24237,2019-10,APAC,yoy_stable,16,0.3514887784610533,0.3551608233764323,0.37724000011252157,55235.0,40759.0,
24237,2019-10,EMEA,yoy_stable,56,0.3317821628804364,0.28146002979017126,0.31327313690287606,246913.0,192681.0,
24237,2019-10,LatAm,yoy_stable,5,0.6076576948187866,0.7105085318465958,0.5262626262626262,20249.0,11838.0,
24237,2019-10,NAM,yoy_stable,42,0.36681370383261486,0.30335636119092735,0.3267801143700424,106595.0,81785.0,
24238,2019-11,APAC,yoy_stable,16,0.330039146642591,0.32249311002755987,0.35397995993929343,62382.0,47170.0,
24238,2019-11,EMEA,yoy_stable,56,0.3446048741414146,0.26984222934171553,0.3003562464577767,168056.0,132344.0,
24238,2019-11,LatAm,yoy_stable,5,0.3894775632686036,0.5106689734717416,0.4187550525464834,20956.0,13872.0,
24238,2019-11,NAM,yoy_stable,42,0.42896203000488387,0.37562922038060154,0.4076754043792584,89636.0,65160.0,
24239,2019-12,APAC,yoy_stable,16,0.30966019173373394,0.3030216763593476,0.3088995252010809,64080.0,49178.0,
24239,2019-12,EMEA,yoy_stable,56,0.35228094031816864,0.30276329869860885,0.3340832133604349,150959.0,115876.0,
24239,2019-12,LatAm,yoy_stable,5,0.46649084919228045,0.5556528662420381,0.5754356141096473,19539.0,12560.0,
24239,2019-12,NAM,yoy_stable,42,0.4258254558310326,0.3724482080750038,0.3230932470373563,81684.0,59517.0,
24240,2020-01,APAC,yoy_stable,16,0.32205599732288204,0.3306267057686765,0.32637203926361524,78495.0,58991.0,
24240,2020-01,EMEA,yoy_stable,56,0.31048597213175333,0.275507542677335,0.30707302784889967,151603.0,118857.0,
24240,2020-01,LatAm,yoy_stable,5,0.32065898887346156,0.40639847956921127,0.45088317322590643,22200.0,15785.0,
24240,2020-01,NAM,yoy_stable,42,0.3803346750359728,0.31543688087376176,0.3153180375990158,82862.0,62992.0,
24241,2020-02,APAC,yoy_stable,16,0.18406112195371874,0.23065432818420284,0.23201260060603568,67558.0,54896.0,
24241,2020-02,EMEA,yoy_stable,56,0.3865293833480239,0.3204959756362846,0.3615523501200809,151758.0,114925.0,
24241,2020-02,LatAm,yoy_stable,5,0.47483406876738166,0.570310753409345,0.5172035139092239,21072.0,13419.0,
24241,2020-02,NAM,yoy_stable,42,0.3871984880130787,0.3407746056449914,0.3564647033374483,82703.0,61683.0,
24242,2020-03,APAC,yoy_stable,16,-0.17822727268353722,-0.17357314482710584,-0.1059767049610828,47465.0,57434.0,
24242,2020-03,EMEA,yoy_stable,56,-0.46145864923181573,-0.4967360094495511,-0.44707115353134186,80100.0,159161.0,
24242,2020-03,LatAm,yoy_stable,5,-0.16040431533102656,-0.0892857142857143,-0.18126001067805664,15555.0,17080.0,
24242,2020-03,NAM,yoy_stable,42,-0.23551053400373304,-0.27845016461435723,-0.24629636670088328,61585.0,85351.0,
24243,2020-04,APAC,yoy_stable,16,-0.8710941797760385,-0.9051226685529206,-0.8871221674726267,5097.0,53722.0,
24243,2020-04,EMEA,yoy_stable,56,-0.9614186020421723,-0.976510083230476,-0.9807867576849021,4891.0,208217.0,
24243,2020-04,LatAm,yoy_stable,5,-0.884243172782879,-0.8578644501278773,-0.8661949179800579,2223.0,15640.0,
24243,2020-04,NAM,yoy_stable,42,-0.8275404325917715,-0.8684822052039333,-0.8421373108332804,11489.0,87357.0,
24244,2020-05,APAC,yoy_stable,16,-0.7342117172749036,-0.7099012260678441,-0.7425844158292642,10955.0,37763.0,
24244,2020-05,EMEA,yoy_stable,55,-0.9346199523294844,-0.959375,-0.9635164835164836,9503.0,233920.0,
24244,2020-05,LatAm,yoy_stable,5,-0.8945262777291084,-0.9042004421518055,-0.9284171551990127,1300.0,13570.0,
24244,2020-05,NAM,yoy_stable,42,-0.7282491929184335,-0.7646052977720218,-0.7374451617931602,23265.0,98834.0,
24245,2020-06,APAC,yoy_stable,16,-0.23562156345084168,-0.26694667446435216,-0.27840901344545604,27576.0,37618.0,
24245,2020-06,EMEA,yoy_stable,56,-0.8227764038289072,-0.8768821731182062,-0.8571822140109626,32461.0,263658.0,
24245,2020-06,LatAm,yoy_stable,5,-0.8430184547941153,-0.8001116305030349,-0.8041666666666667,2865.0,14333.0,
24245,2020-06,NAM,yoy_stable,42,-0.5535844979569867,-0.6186992821473158,-0.5738875631667603,39094.0,102528.0,
24246,2020-07,APAC,yoy_stable,16,-0.16802242253291613,-0.12343728214899852,-0.25817035601994476,37722.0,43034.0,
24246,2020-07,EMEA,yoy_stable,56,-0.517406078817807,-0.6108856388081287,-0.5601715694368309,105464.0,271036.0,
24246,2020-07,LatAm,yoy_stable,5,-0.8042263221724859,-0.7524332277048438,-0.8189473684210526,4375.0,17672.0,
24246,2020-07,NAM,yoy_stable,42,-0.37875985467249135,-0.44934894388340174,-0.39310157469748197,59543.0,108132.0,
24247,2020-08,APAC,yoy_stable,16,-0.3210165666598243,-0.3450656460442808,-0.42595980521402244,27037.0,41282.0,
24247,2020-08,EMEA,yoy_stable,56,-0.3343675044531786,-0.38470738692652706,-0.35724097997324444,170796.0,277585.0,
24247,2020-08,LatAm,yoy_stable,5,-0.7044393227661931,-0.6167815808914061,-0.6871880199667222,6225.0,16244.0,
24247,2020-08,NAM,yoy_stable,42,-0.30338986983985544,-0.39591221490480377,-0.3212400890735156,67328.0,111454.0,
24248,2020-09,APAC,yoy_stable,16,-0.34345893637385155,-0.30888691401910684,-0.4619383653690955,31107.0,45010.0,
24248,2020-09,EMEA,yoy_stable,56,-0.5276195864532192,-0.5759392674021834,-0.5783403779514427,117193.0,276359.0,
24248,2020-09,LatAm,yoy_stable,5,-0.6508734570593824,-0.5556796801505174,-0.5378619153674833,7557.0,17008.0,
24248,2020-09,NAM,yoy_stable,42,-0.3519954906528304,-0.4528430712087832,-0.3526567835512264,60103.0,109846.0,
24249,2020-10,APAC,yoy_stable,16,-0.28531386779652224,-0.23046592388945164,-0.3895248414317757,42546.0,55288.0,
24249,2020-10,EMEA,yoy_stable,56,-0.5936452735729768,-0.667465480320443,-0.6764137443873575,82147.0,247033.0,
24249,2020-10,LatAm,yoy_stable,5,-0.6389997215629586,-0.5521327014218009,-0.44921804781592667,9072.0,20256.0,
24249,2020-10,NAM,yoy_stable,42,-0.33696707431994305,-0.4218437907332214,-0.40677893181224917,61654.0,106639.0,
24250,2020-11,APAC,yoy_stable,16,-0.21664007254806156,-0.32133247918001284,-0.2568051871500147,42376.0,62440.0,
24250,2020-11,EMEA,yoy_stable,56,-0.7651610133399535,-0.8282102058171136,-0.8098488991980389,28888.0,168159.0,
24250,2020-11,LatAm,yoy_stable,5,-0.5317901507604779,-0.4870486094547536,-0.42626480086114105,10753.0,20963.0,
24250,2020-11,NAM,yoy_stable,42,-0.29523823251938464,-0.34266498622558805,-0.35599045310965266,58936.0,89659.0,
24251,2020-12,APAC,yoy_stable,16,-0.1262742965658004,-0.2248145377470232,-0.06858870483360807,49739.0,64164.0,
24251,2020-12,EMEA,yoy_stable,56,-0.7129177532671731,-0.7671534876330703,-0.7837857520194552,35171.0,151048.0,
24251,2020-12,LatAm,yoy_stable,5,-0.5013150672969114,-0.4684846004297555,-0.3997746337798923,10389.0,19546.0,
24251,2020-12,NAM,yoy_stable,42,-0.32867875225152393,-0.38615339435172047,-0.34684424379232504,50166.0,81724.0,
24252,2021-01,APAC,yoy_stable,16,-0.13466626928388564,-0.17832506045564467,-0.10874638312839796,64559.0,78570.0,
