scenario,foreign_usd_multiplier,assumed_nonusd_reported_share,assumed_rnpl_revenue_share,timing_scenario,quarter,booking_quarter,currency,fx_period,timing_hypothesis,w_reference,rnpl_share,p,rnpl_reference_exposure_weight,rnpl_reference_contribution_usd,rnpl_translated_contribution_usd,booking_fx_factor,timing_fx_factor,information_date,reference_basis,source_ref,evidence_status,rate_status
fx0.95_nonusd0.40_u0.00_equal_recognition_months,0.95,0.4,0,equal_recognition_months,2026Q3,2026Q2,USD,2026-07,recognition_month,0.396629687146,0,0.333333333333,0,0,0,1,1,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,not_required_zero_exposure
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,GBP,2026-08,recognition_month,0.0324679922052,0.2,0.333333333333,0.00216453281368,10245191.24,10520920.0026,1.01800178218,1.02691299324,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,GBP,2026-09,recognition_month,0.0324679922052,0.2,0.333333333333,0.00216453281368,10245191.24,10500907.5155,1.01800178218,1.02495963906,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,CAD,2026-07,recognition_month,0.023381133376,0.2,0.333333333333,0.00155874222507,7377856.3618,7306574.38708,1.00974189615,0.990338389469,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,CAD,2026-08,recognition_month,0.023381133376,0.2,0.333333333333,0.00155874222507,7377856.3618,7413049.00867,1.00974189615,1.00477003687,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,CAD,2026-09,recognition_month,0.023381133376,0.2,0.333333333333,0.00155874222507,7377856.3618,7448596.09987,1.00974189615,1.00958811538,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,AUD,2026-07,recognition_month,0.017156807932,0.2,0.333333333333,0.00114378719546,5413786.51383,5851082.54009,1.10085326094,1.08077452355,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,AUD,2026-08,recognition_month,0.017156807932,0.2,0.333333333333,0.00114378719546,5413786.51383,5962156.02397,1.10085326094,1.10129130669,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,AUD,2026-09,recognition_month,0.017156807932,0.2,0.333333333333,0.00114378719546,5413786.51383,6047108.03592,1.10085326094,1.1169830987,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,BRL,2026-07,recognition_month,0.0170751179061,0.2,0.333333333333,0.00113834119374,5388009.43674,5886049.33829,1.10611991456,1.09243486066,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,BRL,2026-08,recognition_month,0.0170751179061,0.2,0.333333333333,0.00113834119374,5388009.43674,5833730.65999,1.10611991456,1.08272465527,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,BRL,2026-09,recognition_month,0.0170751179061,0.2,0.333333333333,0.00113834119374,5388009.43674,5872300.52639,1.10611991456,1.08988311831,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,MXN,2026-07,recognition_month,0.0171289457794,0.2,0.333333333333,0.00114192971863,5404994.68342,5934743.67424,1.10264392231,1.09801101053,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,MXN,2026-08,recognition_month,0.0171289457794,0.2,0.333333333333,0.00114192971863,5404994.68342,6072277.24076,1.10264392231,1.12345665379,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,MXN,2026-09,recognition_month,0.0171289457794,0.2,0.333333333333,0.00114192971863,5404994.68342,6138192.17221,1.10264392231,1.13565184274,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,USD,2026-07,recognition_month,0.212896817365,0.2,0.333333333333,0.0141931211577,67179041.8858,67179041.8858,1,1,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,USD,2026-08,recognition_month,0.212896817365,0.2,0.333333333333,0.0141931211577,67179041.8858,67179041.8858,1,1,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,USD,2026-09,recognition_month,0.212896817365,0.2,0.333333333333,0.0141931211577,67179041.8858,67179041.8858,1,1,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,flat_assumption
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,EUR,2026-07,recognition_month,0.0783638756594,0.2,0.333333333333,0.00522425837729,24727518.9475,24982337.598,1.03496092798,1.0103050634,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,EUR,2026-08,recognition_month,0.0783638756594,0.2,0.333333333333,0.00522425837729,24727518.9475,25356090.3728,1.03496092798,1.02541991482,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,EUR,2026-09,recognition_month,0.0783638756594,0.2,0.333333333333,0.00522425837729,24727518.9475,25404840.323,1.03496092798,1.02739140053,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,GBP,2026-07,recognition_month,0.0173645322512,0.2,0.333333333333,0.00115763548341,5479333.38726,5558889.6153,1.02170338886,1.01451932606,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,GBP,2026-08,recognition_month,0.0173645322512,0.2,0.333333333333,0.00115763548341,5479333.38726,5626798.64965,1.02170338886,1.02691299324,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,GBP,2026-09,recognition_month,0.0173645322512,0.2,0.333333333333,0.00115763548341,5479333.38726,5616095.57089,1.02170338886,1.02495963906,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,CAD,2026-07,recognition_month,0.0124413415959,0.2,0.333333333333,0.000829422773059,3925833.26763,3887903.39559,1.01857420338,0.990338389469,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,CAD,2026-08,recognition_month,0.0124413415959,0.2,0.333333333333,0.000829422773059,3925833.26763,3944559.63707,1.01857420338,1.00477003687,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,CAD,2026-09,recognition_month,0.0124413415959,0.2,0.333333333333,0.000829422773059,3925833.26763,3963474.60997,1.01857420338,1.00958811538,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,AUD,2026-07,recognition_month,0.00939995384867,0.2,0.333333333333,0.000626663589912,2966131.2045,3205719.03933,1.07850994242,1.08077452355,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,AUD,2026-08,recognition_month,0.00939995384867,0.2,0.333333333333,0.000626663589912,2966131.2045,3266574.51002,1.07850994242,1.10129130669,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,AUD,2026-09,recognition_month,0.00939995384867,0.2,0.333333333333,0.000626663589912,2966131.2045,3313118.42395,1.07850994242,1.1169830987,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,BRL,2026-07,recognition_month,0.00954057297167,0.2,0.333333333333,0.000636038198111,3010503.20625,3288778.65065,1.06261371452,1.09243486066,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,BRL,2026-08,recognition_month,0.00954057297167,0.2,0.333333333333,0.000636038198111,3010503.20625,3259546.04618,1.06261371452,1.08272465527,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,BRL,2026-09,recognition_month,0.00954057297167,0.2,0.333333333333,0.000636038198111,3010503.20625,3281096.6221,1.06261371452,1.08988311831,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,MXN,2026-07,recognition_month,0.00928565306815,0.2,0.333333333333,0.000619043537876,2930063.88786,3217242.41042,1.09178574836,1.09801101053,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,MXN,2026-08,recognition_month,0.00928565306815,0.2,0.333333333333,0.000619043537876,2930063.88786,3291799.77083,1.09178574836,1.12345665379,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.00_nonusd0.40_u0.20_equal_recognition_months,1,0.4,0.2,equal_recognition_months,2026Q3,2026Q1,MXN,2026-09,recognition_month,0.00928565306815,0.2,0.333333333333,0.000619043537876,2930063.88786,3327532.45359,1.09178574836,1.13565184274,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,USD,2026-07,recognition_month,0.396629687146,0.2,0.333333333333,0.026441979143,125155475.294,125155475.294,1,1,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,USD,2026-08,recognition_month,0.396629687146,0.2,0.333333333333,0.026441979143,125155475.294,125155475.294,1,1,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,USD,2026-09,recognition_month,0.396629687146,0.2,0.333333333333,0.026441979143,125155475.294,125155475.294,1,1,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,flat_assumption
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,EUR,2026-07,recognition_month,0.146867568896,0.2,0.333333333333,0.00979117125972,46343682.7503,46821257.3394,1.02879774487,1.0103050634,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,EUR,2026-08,recognition_month,0.146867568896,0.2,0.333333333333,0.00979117125972,46343682.7503,47521735.2181,1.02879774487,1.02541991482,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,EUR,2026-09,recognition_month,0.146867568896,0.2,0.333333333333,0.00979117125972,46343682.7503,49561260.4221,1.02879774487,1.06942861423,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,GBP,2026-07,recognition_month,0.0324679922052,0.2,0.333333333333,0.00216453281368,10245191.24,10393944.5122,1.01800178218,1.01451932606,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,GBP,2026-08,recognition_month,0.0324679922052,0.2,0.333333333333,0.00216453281368,10245191.24,10520920.0026,1.01800178218,1.02691299324,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,GBP,2026-09,recognition_month,0.0324679922052,0.2,0.333333333333,0.00216453281368,10245191.24,10930485.7632,1.01800178218,1.06688938324,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed_plus_flat
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,CAD,2026-07,recognition_month,0.023381133376,0.2,0.333333333333,0.00155874222507,7377856.3618,7306574.38708,1.00974189615,0.990338389469,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
fx1.05_nonusd0.40_u0.20_equal_recognition_months,1.05,0.4,0.2,equal_recognition_months,2026Q3,2026Q2,CAD,2026-08,recognition_month,0.023381133376,0.2,0.333333333333,0.00155874222507,7377856.3618,7413049.00867,1.00974189615,1.00477003687,2026-09-13,fixed_2025_daily_average_usd_per_unit,kernel_engine_v2 public APIs; data\processed\overnight\02_kpi_panel_quarterly.csv; L3_COHORT_FX_PREREG.md exposure assumptions; L3_COHORT_FX_PREREG.md timing hypotheses,assumed_currency_and_revenue_RNPL_shares_not_L2_stock; assumed_unidentified_timing,observed
