id,metric,scenario,period,value,units,as_of,status,evidence_status,source,definition,url,register_id
R:review_with_k:2026Q3:revenue_musd,revenue_musd,review_with_k,2026Q3,4808.36292949392,USD millions,2026-08-06,calculated,conditional benchmark review; conversion and FX/RNPL pending,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\forecast.csv,Kernel/guide calculation; pending L3 adjustment is not zero,,
M:review_with_k:six_lens_mean,six_lens_mean,review_with_k,FY2027,160.4788702187996,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:fy26_revenue_musd,fy26_revenue_musd,review_without_k,FY2026,14270.28936710496,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:fy27_revenue_musd,fy27_revenue_musd,review_without_k,FY2027,15939.53130946185,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:fy27_ebitda_musd,fy27_ebitda_musd,review_without_k,FY2027,5797.985932429117,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:fy27_net_income_musd,fy27_net_income_musd,review_without_k,FY2027,3347.477720515169,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:fy27_fcf_musd,fy27_fcf_musd,review_without_k,FY2027,5527.8884295749485,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:fy27_net_cash_musd,fy27_net_cash_musd,review_without_k,FY2027,10273.21778456958,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:fy27_shares_m,fy27_shares_m,review_without_k,FY2027,574.598178232489,million shares,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:exit_multiple,exit_multiple,review_without_k,FY2027,16.5,EV/adjusted EBITDA turns,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:enterprise_value_musd,enterprise_value_musd,review_without_k,FY2027,95666.76788508044,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:equity_value_musd,equity_value_musd,review_without_k,FY2027,105939.98566965002,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:value_per_share,value_per_share,review_without_k,FY2027,184.37229647251942,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_without_k:six_lens_mean,six_lens_mean,review_without_k,FY2027,160.195942236456,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:fy26_revenue_musd,fy26_revenue_musd,k0_conditional,FY2026,14309.13868038772,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:fy27_revenue_musd,fy27_revenue_musd,k0_conditional,FY2027,16057.898603629294,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:fy27_ebitda_musd,fy27_ebitda_musd,k0_conditional,FY2027,5888.213340188846,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:fy27_net_income_musd,fy27_net_income_musd,k0_conditional,FY2027,3418.8074022049464,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:fy27_fcf_musd,fy27_fcf_musd,k0_conditional,FY2027,5612.43420721464,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:fy27_net_cash_musd,fy27_net_cash_musd,k0_conditional,FY2027,10369.793538780597,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:fy27_shares_m,fy27_shares_m,k0_conditional,FY2027,574.598178232489,million shares,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:exit_multiple,exit_multiple,k0_conditional,FY2027,16.5,EV/adjusted EBITDA turns,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:enterprise_value_musd,enterprise_value_musd,k0_conditional,FY2027,97155.52011311596,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:equity_value_musd,equity_value_musd,k0_conditional,FY2027,107525.31365189655,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:value_per_share,value_per_share,k0_conditional,FY2027,187.1313166753386,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:k0_conditional:six_lens_mean,six_lens_mean,k0_conditional,FY2027,162.7884037653281,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:fy26_revenue_musd,fy26_revenue_musd,nights_case_a,FY2026,14273.70658378032,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:fy27_revenue_musd,fy27_revenue_musd,nights_case_a,FY2027,15965.564327356486,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:fy27_ebitda_musd,fy27_ebitda_musd,nights_case_a,FY2027,5814.850931069988,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:fy27_net_income_musd,fy27_net_income_musd,nights_case_a,FY2027,3360.7822816990247,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:fy27_fcf_musd,fy27_fcf_musd,nights_case_a,FY2027,5543.503843356876,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:fy27_net_cash_musd,fy27_net_cash_musd,nights_case_a,FY2027,10283.700681145492,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:fy27_shares_m,fy27_shares_m,nights_case_a,FY2027,574.598178232489,million shares,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:exit_multiple,exit_multiple,nights_case_a,FY2027,16.5,EV/adjusted EBITDA turns,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:enterprise_value_musd,enterprise_value_musd,nights_case_a,FY2027,95945.0403626548,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:equity_value_musd,equity_value_musd,nights_case_a,FY2027,106228.7410438003,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:value_per_share,value_per_share,nights_case_a,FY2027,184.8748309132629,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:nights_case_a:six_lens_mean,six_lens_mean,nights_case_a,FY2027,160.68734024975478,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:fy26_revenue_musd,fy26_revenue_musd,adr_mean_reversion,FY2026,14224.22909297925,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:fy27_revenue_musd,fy27_revenue_musd,adr_mean_reversion,FY2027,15824.412911522371,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:fy27_ebitda_musd,fy27_ebitda_musd,adr_mean_reversion,FY2027,5708.74114092038,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:fy27_net_income_musd,fy27_net_income_musd,adr_mean_reversion,FY2027,3276.9107397733433,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:fy27_fcf_musd,fy27_fcf_musd,adr_mean_reversion,FY2027,5444.169321167305,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:fy27_net_cash_musd,fy27_net_cash_musd,adr_mean_reversion,FY2027,10168.444890869649,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:fy27_shares_m,fy27_shares_m,adr_mean_reversion,FY2027,574.598178232489,million shares,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:exit_multiple,exit_multiple,adr_mean_reversion,FY2027,16.5,EV/adjusted EBITDA turns,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:enterprise_value_musd,enterprise_value_musd,adr_mean_reversion,FY2027,94194.22882518626,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:equity_value_musd,equity_value_musd,adr_mean_reversion,FY2027,104362.67371605591,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:value_per_share,value_per_share,adr_mean_reversion,FY2027,181.62722693810838,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:adr_mean_reversion:six_lens_mean,six_lens_mean,adr_mean_reversion,FY2027,157.52932423186283,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:fy26_revenue_musd,fy26_revenue_musd,review_with_k_fx_down_sensitivity,FY2026,14193.829517942517,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:fy27_revenue_musd,fy27_revenue_musd,review_with_k_fx_down_sensitivity,FY2027,15833.198805203941,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:fy27_ebitda_musd,fy27_ebitda_musd,review_with_k_fx_down_sensitivity,FY2027,5687.87910701666,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:fy27_net_income_musd,fy27_net_income_musd,review_with_k_fx_down_sensitivity,FY2027,3260.15785421586,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:fy27_fcf_musd,fy27_fcf_musd,review_with_k_fx_down_sensitivity,FY2027,5422.885564366871,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:fy27_net_cash_musd,fy27_net_cash_musd,review_with_k_fx_down_sensitivity,FY2027,10091.2555104519,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:fy27_shares_m,fy27_shares_m,review_with_k_fx_down_sensitivity,FY2027,574.598178232489,million shares,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:exit_multiple,exit_multiple,review_with_k_fx_down_sensitivity,FY2027,16.5,EV/adjusted EBITDA turns,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:enterprise_value_musd,enterprise_value_musd,review_with_k_fx_down_sensitivity,FY2027,93850.00526577489,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:equity_value_musd,equity_value_musd,review_with_k_fx_down_sensitivity,FY2027,103941.26077622679,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:value_per_share,value_per_share,review_with_k_fx_down_sensitivity,FY2027,180.89382235070534,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_down_sensitivity:six_lens_mean,six_lens_mean,review_with_k_fx_down_sensitivity,FY2027,156.82393058841598,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:fy26_revenue_musd,fy26_revenue_musd,review_with_k_fx_up_sensitivity,FY2026,14353.583649618124,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:fy27_revenue_musd,fy27_revenue_musd,review_with_k_fx_up_sensitivity,FY2027,16071.267676285732,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:fy27_ebitda_musd,fy27_ebitda_musd,review_with_k_fx_up_sensitivity,FY2027,5927.185936228077,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:fy27_net_income_musd,fy27_net_income_musd,review_with_k_fx_up_sensitivity,FY2027,3449.8892217132047,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:fy27_fcf_musd,fy27_fcf_musd,review_with_k_fx_up_sensitivity,FY2027,5650.765087766362,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:fy27_net_cash_musd,fy27_net_cash_musd,review_with_k_fx_up_sensitivity,FY2027,10473.936787445053,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:fy27_shares_m,fy27_shares_m,review_with_k_fx_up_sensitivity,FY2027,574.598178232489,million shares,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:exit_multiple,exit_multiple,review_with_k_fx_up_sensitivity,FY2027,16.5,EV/adjusted EBITDA turns,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:enterprise_value_musd,enterprise_value_musd,review_with_k_fx_up_sensitivity,FY2027,97798.56794776327,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:equity_value_musd,equity_value_musd,review_with_k_fx_up_sensitivity,FY2027,108272.50473520832,USD millions,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
