request_id,lane,request_class,source_ids,requested_url,purpose,registered_at_utc,requested_at_utc,registration_precedes_request,request_sent,provider_http_reached,http_status,content_type,bytes,sha256,cache_path,outcome,stop_reason,exact_fields_or_selector,personal_data_scan,gate_decision_at_request_time,final_lead_gate_allowed,payload_use,strict_pit_eligible,eligibility_exclusion
PR-001,supply_scarcity_web_edge,permission_only,NYC_OSE_STR_SNAPSHOTS|NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/home/terms-of-use.page,Shared official NYC terms evidence for exact-path automation decision,2026-09-03T16:58:20Z,2026-09-03T16:59:59Z,true,true,false,,,0,,,stopped_network_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-002,supply_scarcity_web_edge,permission_only,NYC_OSE_STR_SNAPSHOTS|NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/robots.txt,Shared official robots rules governing both retained NYC data paths,2026-09-03T16:58:20Z,,not_applicable_not_sent,false,false,,,0,,,not_requested_after_host_stop,prior request to this host triggered stop rule,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-003,supply_scarcity_web_edge,permission_only,NYC_OSE_STR_SNAPSHOTS,https://www.nyc.gov/site/specialenforcement/registration-law/registration-and-listing-data.page,Official dataset metadata and dated-publication page only; no linked data payload,2026-09-03T16:58:20Z,2026-09-03T17:02:57Z,true,true,true,200,text/html;charset=UTF-8,24485,6daab824436a5bdafa5367fdffb9b21124e9915bf18a11d9a33f9fbff63f973e,cache/PR-003.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-004,supply_scarcity_web_edge,permission_only,NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/site/specialenforcement/about/data-reports.page,Official annual-report publication index only; no linked report payload,2026-09-03T16:58:20Z,2026-09-03T17:03:05Z,true,true,true,200,text/html;charset=UTF-8,22661,f0f061e2c606e480174e6be2dc59da4bd56b7db6f147c1110a9c44335de6ba84,cache/PR-004.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-005,supply_scarcity_web_edge,permission_only,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/robots.txt,Official robots rules governing the TDT publication and report paths,2026-09-03T16:58:20Z,2026-09-03T16:59:59Z,true,true,false,,,0,,,stopped_network_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-006,supply_scarcity_web_edge,permission_only,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/sitemap,Official site map used only to locate any published terms or copyright notice,2026-09-03T16:58:20Z,,not_applicable_not_sent,false,false,,,0,,,not_requested_after_host_stop,prior request to this host triggered stop rule,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-007,supply_scarcity_web_edge,permission_only,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/quicklinks.aspx?CID=39,Official TDT report publication index only; no report or workbook payload,2026-09-03T16:58:20Z,2026-09-03T17:03:05Z,true,true,true,200,text/html; charset=utf-8,102886,8fe550efd1a7c7fe4cba370576fac11c73b9ff927ba48710e5c531eca2ec55d7,cache/PR-007.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-008,supply_scarcity_web_edge,permission_only,VANCOUVER_STR_LICENSES,https://vancouver.ca/your-government/terms-of-use.aspx,Official City terms and Open Government Licence reference,2026-09-03T16:58:20Z,2026-09-03T16:59:59Z,true,true,false,,,0,,,stopped_network_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-009,supply_scarcity_web_edge,permission_only,VANCOUVER_STR_LICENSES,https://opendata.vancouver.ca/robots.txt,Official robots rules governing the OpenDataSoft API path,2026-09-03T16:58:20Z,2026-09-03T16:59:59Z,true,true,false,,,0,,,stopped_network_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-010,supply_scarcity_web_edge,permission_only,VANCOUVER_STR_LICENSES,https://opendata.vancouver.ca/explore/dataset/business-licences/api/,Official API documentation and dataset metadata only; no record payload,2026-09-03T16:58:20Z,2026-09-03T17:03:06Z,true,true,true,200,text/html; charset=utf-8,142604,90dfab7664a8ff11b716eaa16bfddca3315657e16ec200cc950319991d3148fd,cache/PR-010.body,stopped_captcha_detected,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-011,supply_scarcity_web_edge,permission_only,NOLA_STR_PERMIT_EVENTS|NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/stories/s/Data-Policy-Annual-Report-2017/6a26-q6dq/,Shared official portal data-policy page for automation and licensing evidence,2026-09-03T16:58:20Z,2026-09-03T16:59:59Z,true,true,false,,,0,,,stopped_network_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-012,supply_scarcity_web_edge,permission_only,NOLA_STR_PERMIT_EVENTS|NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/robots.txt,Shared official robots rules governing both retained SODA API paths,2026-09-03T16:58:20Z,,not_applicable_not_sent,false,false,,,0,,,not_requested_after_host_stop,prior request to this host triggered stop rule,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-013,supply_scarcity_web_edge,permission_only,NOLA_STR_PERMIT_EVENTS,https://data.nola.gov/Housing-Land-Use-and-Blight/Map-of-Short-Term-Rental-License-Applications/j5u3-2ueh,Official dataset metadata/schema/publication page only; no SODA record payload,2026-09-03T16:58:20Z,2026-09-03T17:03:07Z,true,true,true,200,text/html; charset=utf-8,543986,c78ff117cff6c389b97311e3d764a160ded7dabdb576220f3c8af5e9bf5fabf2,cache/PR-013.body,stopped_captcha_detected,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-014,supply_scarcity_web_edge,permission_only,NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/Housing-Land-Use-and-Blight/Adjudication-Enforcement-Detailed-Hearings-Data-fo/uzyk-jrck,Official dataset metadata/schema/publication page only; no SODA record payload,2026-09-03T16:58:20Z,,not_applicable_not_sent,false,false,,,0,,,not_requested_after_host_stop,prior request to this host triggered stop rule,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-015,supply_scarcity_web_edge,permission_only,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/help/guides/terms/,Official data-portal terms and reuse conditions,2026-09-03T16:58:20Z,2026-09-03T16:59:59Z,true,true,false,,,0,,,stopped_network_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-016,supply_scarcity_web_edge,permission_only,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/robots.txt,Official robots rules governing the portal dataset/download paths,2026-09-03T16:58:20Z,,not_applicable_not_sent,false,false,,,0,,,not_requested_after_host_stop,prior request to this host triggered stop rule,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-017,supply_scarcity_web_edge,permission_only,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/datasets/stro-licenses/,Official dataset metadata and download documentation only; no licence-row payload,2026-09-03T16:58:20Z,2026-09-03T17:03:08Z,true,true,true,200,text/html,29022,633cd9b52846804a24b6329246097aee07df396480bb68d9ab698e8c7a1ffa37,cache/PR-017.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-018,supply_scarcity_web_edge,permission_only,SAN_DIEGO_STRO_ACTIVE,https://webmaps.sandiego.gov/robots.txt,Official robots rules governing the documented ArcGIS service path,2026-09-03T16:58:20Z,2026-09-03T16:59:59Z,true,true,false,,,0,,,stopped_network_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-019,supply_scarcity_web_edge,permission_only,SAN_DIEGO_STRO_ACTIVE,https://webmaps.sandiego.gov/arcgis/rest/services/Treasurer/STRO_ACTIVE_LICENSES/MapServer?f=pjson,Official ArcGIS service metadata/schema only; no feature records,2026-09-03T16:58:20Z,,not_applicable_not_sent,false,false,,,,,,not_executed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-020,supply_scarcity_web_edge,permission_only,NYC_OSE_STR_SNAPSHOTS|NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/home/terms-of-use.page,Unsandboxed execution of shared official NYC terms GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:12Z,true,true,true,200,text/html;charset=utf-8,504499,e7ffbf3bb9715df49a07db521ab5f7d7d465ec3375aa6793e3ed460183f26829,cache/PR-020.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-021,supply_scarcity_web_edge,permission_only,NYC_OSE_STR_SNAPSHOTS|NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/robots.txt,Unsandboxed execution of shared official NYC robots GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:20Z,true,true,true,200,text/plain; charset=utf-8,36,2bc363ecd41731d45a1e4fbdf6f7cfc7a6a88b746ab35bb36c4e80d36d23995a,cache/PR-021.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-022,supply_scarcity_web_edge,permission_only,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/robots.txt,Unsandboxed execution of official Orange County robots GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:21Z,true,true,true,200,text/plain; charset=utf-8,816,6771bf6465ddd6e600a7866b5e41825007c4a20433b378e56746547c40d205c5,cache/PR-022.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-023,supply_scarcity_web_edge,permission_only,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/sitemap,Unsandboxed execution of official site-map GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:28Z,true,true,true,200,text/html; charset=utf-8,191348,03f72cdfd375ccd2f6e90d55e208a2f9141ab1b68847986004dfb6b6961ceead,cache/PR-023.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-024,supply_scarcity_web_edge,permission_only,VANCOUVER_STR_LICENSES,https://vancouver.ca/your-government/terms-of-use.aspx,Unsandboxed execution of official Vancouver terms GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:28Z,true,true,true,403,text/html; charset=UTF-8,5715,9586f548a07383298a1efadcde2ffaa8d6df4d9f0827e44775758a467e20f316,cache/PR-024.body,stopped_http_403,HTTPError 403,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-025,supply_scarcity_web_edge,permission_only,VANCOUVER_STR_LICENSES,https://opendata.vancouver.ca/robots.txt,Unsandboxed execution of official Vancouver open-data robots GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:29Z,true,true,true,200,text/plain; charset=utf-8,566,09e3886f9dd4d97061ed8a23d9e23d0aeb9087572b452e2bcea36060ae4cb51d,cache/PR-025.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-026,supply_scarcity_web_edge,permission_only,NOLA_STR_PERMIT_EVENTS|NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/stories/s/Data-Policy-Annual-Report-2017/6a26-q6dq/,Unsandboxed execution of shared official NOLA policy GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:30Z,true,true,true,200,text/html; charset=utf-8,313210,70b201bd31a90eca76681dc2843e258b5f3fe2ad3541fdbde637f51eaad44104,cache/PR-026.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-027,supply_scarcity_web_edge,permission_only,NOLA_STR_PERMIT_EVENTS|NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/robots.txt,Unsandboxed execution of shared official NOLA robots GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:38Z,true,true,true,200,text/plain; charset=utf-8,1744,068c7e8be20b86ec47b432cc8ed37f94c32254f66e4f527aa5140190fb1b08c2,cache/PR-027.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-028,supply_scarcity_web_edge,permission_only,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/help/guides/terms/,Unsandboxed execution of official San Diego portal terms GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:38Z,true,true,true,200,text/html,19868,0acc12d2200066816b5fc783522ed2cd815aea50bf9d27a8e9b0c82276fe8fc0,cache/PR-028.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-029,supply_scarcity_web_edge,permission_only,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/robots.txt,Unsandboxed execution of official San Diego portal robots GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:46Z,true,true,true,404,text/html; charset=utf-8,365,c4114417f87bf51f1477e0935bc8dcc5db9976649ae50c894c4b76e519a0a9e5,cache/PR-029.body,completed,HTTPError 404,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-030,supply_scarcity_web_edge,permission_only,SAN_DIEGO_STRO_ACTIVE,https://webmaps.sandiego.gov/robots.txt,Unsandboxed execution of official San Diego ArcGIS robots GET after pre-HTTP sandbox DNS failure,2026-09-03T17:00:19Z,2026-09-03T17:01:46Z,true,true,true,403,text/html; charset=utf-8,982,c41a627797f24e40a6c8ff2bd45db424860ee05c4eae760b7ac20b85e1e506b7,cache/PR-030.body,stopped_http_403,HTTPError 403,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-031,supply_scarcity_web_edge,permission_only,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/copyright,Official Copyright Notices page discovered in cached official sitemap; used only to resolve site-use restrictions,2026-09-03T17:02:28Z,2026-09-03T17:03:13Z,true,true,true,200,text/html; charset=utf-8,88748,acf6f494319dbe7279096562116840fb80299ad1d32a60f86d7d69db95683c1a,cache/PR-031.body,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
DP-PW-001,physical_world_activity_edge,data_payload,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/resource/erm2-nwe9.json?%24select=count%28%2A%29%20as%20request_count&%24where=created_date%20between%20%272025-01-01T00%3A00%3A00.000%27%20and%20%272025-01-02T00%3A00%3A00.000%27,Validate one smallest lawful aggregate response and schema; not a historical vintage or ABNB signal test,2026-09-03T17:09:52Z,2026-09-03T17:10:45Z,true,true,true,200,application/json;charset=utf-8,28,c84303069da97fd855fdf52d7a7814ce717976b358f439e21136eb4ffb60714e,physical_world_activity_edge/permission_resolution/cache/data_probe/DP-PW-001.json,unauthorized_under_final_gate_then_quarantined,Lead audit overrode lane robots=allowed because path silence is not affirmative allowance.,count(*) as request_count; no row-level fields transported,passed: parsed JSON has one row and only the request_count key; no row-level or personal fields,allowed=true under superseded lane interpretation,false,"quarantined; excluded from signal, replay, feature, and model use",false,permission exception and present-day aggregate response is not a historical publication vintage
