quarter,revenue,nights,gbv,cor,ops,pd,sm,ga,other_net,sum_lines,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,vintage_date,horizon_q,spec_id,prior_basis,rev_leg,scenario,n_train,knowable_from,flags
2028Q4,3748.6827,148.2143,26837.6,633.77864187415,340.97480656284404,477.4576089682564,1141.4050117686181,306.43922576386336,25.37207706651124,2900.055294937732,873.999482128779,23.31484289477952,2874.6832178712207,2026-08-06,9,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2026Q3,4804.0355,146.813,26028.0,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.81994531883157,32.51498424666773,2358.8775039740794,2477.672980272588,51.57482662800032,2326.362519727412,2026-08-06,0,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2026Q4,3178.1078,131.7983,22987.300000000003,543.8839154594368,318.28945042540175,377.0001106188714,781.7159268353145,273.9352756325968,21.510275070034734,2294.8246789716213,904.7933960984136,28.46956280395566,2273.3144039015865,2026-08-06,1,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2027Q1,3053.1293,169.0178,32599.600000000002,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547058,20.66438749100411,2479.710444550169,594.0832429408351,19.458175025238372,2459.046057059165,2026-08-06,2,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2027Q2,4028.9807,157.1001,29647.9,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968275,240.0899906123532,27.269208146073925,2670.970177693276,1385.2797304527978,34.38288325513195,2643.7009695472025,2026-08-06,3,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2027Q3,5280.7325,155.958,28390.8,671.6252746940066,378.08248326947916,421.7329897474854,886.6546449203443,287.49448510946536,35.74139575953723,2645.589877740781,2670.8840180187563,50.577907856888345,2609.848481981244,2026-08-06,4,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2027Q4,3465.7641,139.7655,24834.2,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182937,289.7317962776324,23.457209072282367,2576.6856018143617,912.5357072579205,26.330000569222832,2553.2283927420794,2026-08-06,5,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2028Q1,3309.9486,179.2349,35318.0,696.6957677835456,327.46126352887296,474.924538003925,1036.3237607668468,252.81616200287615,22.402608512422507,2788.2214920860665,544.1297164263561,16.439219522211197,2765.818883573644,2026-08-06,6,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2028Q2,4361.7464,166.5968,32085.299999999996,743.8133123518135,345.74437028074544,473.6580725692479,1191.9914534055854,253.9348175869597,29.52145451130819,3009.1420261943517,1382.1258283169564,31.687441257863053,2979.6205716830436,2026-08-06,7,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2028Q3,5717.0633,165.3857,30699.8,725.454179089476,391.32418953782553,474.6071157803862,1069.9758863861634,304.07289969618876,38.69459814289512,2965.43427049004,2790.323627652855,48.80693952877617,2926.7396723471447,2026-08-06,8,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2028Q4,3748.6827,148.2143,26837.6,633.77864187415,340.97480656284404,477.4576089682564,1141.4050117686181,306.43922576386336,25.37207706651124,2900.055294937732,873.999482128779,23.31484289477952,2874.6832178712207,2026-08-06,9,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2026Q3,4755.0,144.956,25350.899999999998,604.3863721850661,361.27487352668794,374.74936368980354,726.9500889341915,271.81994531883157,32.183098999352744,2339.1806436545808,2448.002455344772,51.48270147938532,2306.997544655228,2026-08-06,0,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2026Q4,3123.807,131.652,22642.3,537.2646813028805,318.0194939368866,377.0001106188714,776.0985582142815,273.9352756325968,21.142752878206327,2282.318119705517,862.6316331726892,27.614754470192597,2261.1753668273104,2026-08-06,1,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2027Q1,2995.1629,163.5523,30306.899999999998,607.0804860675973,308.5343713625237,422.0150492002292,851.4169539558097,239.03232545547058,20.272055547820916,2428.0791860416307,587.3557695061901,19.610144393354705,2407.80713049381,2026-08-06,2,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2027Q2,3803.7239,152.7876,27799.399999999998,653.2131725418034,327.01663133257614,420.8896757356953,964.2799038941937,240.0899906123532,25.744610481578153,2605.4893741166215,1223.9791363649565,32.17844324518287,2579.7447636350435,2026-08-06,3,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2027Q3,4936.538,149.8918,26162.199999999997,628.6058744865479,366.79499850870644,421.7329897474854,861.9952678850821,287.49448510946536,33.411796249856316,2566.6236157372873,2403.3261805125685,48.68444607359588,2533.211819487431,2026-08-06,4,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2027Q4,3212.9091,136.0321,23564.699999999997,562.6212402791537,322.6925998696844,424.2659206168397,916.6828169914392,289.7317962776324,21.745819482906693,2515.9943740347494,718.6605454481571,22.367907808165413,2494.248554551843,2026-08-06,5,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2026Q3,4755.0,144.956,25350.899999999998,604.3863721850661,361.27487352668794,374.74936368980354,726.9500889341915,271.81994531883157,32.183098999352744,2339.1806436545808,2448.002455344772,51.48270147938532,2306.997544655228,2026-08-06,0,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2026Q4,3123.807,131.652,22642.3,537.2646813028805,318.0194939368866,377.0001106188714,776.0985582142815,273.9352756325968,21.142752878206327,2282.318119705517,862.6316331726892,27.614754470192597,2261.1753668273104,2026-08-06,1,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2027Q1,2995.1629,163.5523,30306.899999999998,607.0804860675973,308.5343713625237,422.0150492002292,851.4169539558097,239.03232545547058,20.272055547820916,2428.0791860416307,587.3557695061901,19.610144393354705,2407.80713049381,2026-08-06,2,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2027Q2,3803.7239,152.7876,27799.399999999998,653.2131725418034,327.01663133257614,420.8896757356953,964.2799038941937,240.0899906123532,25.744610481578153,2605.4893741166215,1223.9791363649565,32.17844324518287,2579.7447636350435,2026-08-06,3,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2027Q3,4936.538,149.8918,26162.199999999997,628.6058744865479,366.79499850870644,421.7329897474854,861.9952678850821,287.49448510946536,33.411796249856316,2566.6236157372873,2403.3261805125685,48.68444607359588,2533.211819487431,2026-08-06,4,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2027Q4,3212.9091,136.0321,23564.699999999997,562.6212402791537,322.6925998696844,424.2659206168397,916.6828169914392,289.7317962776324,21.745819482906693,2515.9943740347494,718.6605454481571,22.367907808165413,2494.248554551843,2026-08-06,5,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2026Q3,4878.0,148.296,26649.3,629.3321899967984,367.6173183237593,374.74936368980354,734.7609546017485,271.81994531883157,33.01559556652843,2378.2797719309415,2532.735823635587,51.92160360056555,2345.264176364413,2026-08-06,0,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2026Q4,3227.9366,132.7003,23464.4,553.0066160756695,319.9522854214302,377.0001106188714,786.8217678610541,273.9352756325968,21.847529581794763,2310.716055609622,939.0680739721729,29.091899573621514,2288.868526027827,2026-08-06,1,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2027Q1,3119.9376,172.6385,34122.3,668.2599265394815,321.5455377087953,422.0150492002292,866.0840548652517,239.03232545547058,21.11656375449064,2516.9368937692284,624.1172699852625,20.00415873654853,2495.820330014738,2026-08-06,2,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2027Q2,4189.9054,161.3801,31316.1,719.3574533534245,340.9756419242195,420.8896757356953,1004.1007168779703,240.0899906123532,28.358389124316012,2725.4134785036626,1492.850310620653,35.62969012667095,2697.0550893793466,2026-08-06,3,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2027Q3,5559.9477,161.174,30489.3,711.5486865276811,387.70530305743046,421.7329897474854,905.9800307587275,287.49448510946536,37.63119816200285,2714.4614952007896,2883.117402961213,51.855117323517504,2676.8302970387867,2026-08-06,4,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2027Q4,3700.9529,144.0741,26284.1,614.6433553131775,337.16775312996054,424.2659206168397,972.568243297629,289.7317962776324,25.049029142511387,2638.377068635239,1087.6248605072726,29.38769797657443,2613.328039492728,2026-08-06,5,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2026Q3,4878.0,148.296,26649.3,629.3321899967984,367.6173183237593,374.74936368980354,734.7609546017485,271.81994531883157,33.01559556652843,2378.2797719309415,2532.735823635587,51.92160360056555,2345.264176364413,2026-08-06,0,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2026Q4,3227.9366,132.7003,23464.4,553.0066160756695,319.9522854214302,377.0001106188714,786.8217678610541,273.9352756325968,21.847529581794763,2310.716055609622,939.0680739721729,29.091899573621514,2288.868526027827,2026-08-06,1,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2027Q1,3119.9376,172.6385,34122.3,668.2599265394815,321.5455377087953,422.0150492002292,866.0840548652517,239.03232545547058,21.11656375449064,2516.9368937692284,624.1172699852625,20.00415873654853,2495.820330014738,2026-08-06,2,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2027Q2,4189.9054,161.3801,31316.1,719.3574533534245,340.9756419242195,420.8896757356953,1004.1007168779703,240.0899906123532,28.358389124316012,2725.4134785036626,1492.850310620653,35.62969012667095,2697.0550893793466,2026-08-06,3,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2027Q3,5559.9477,161.174,30489.3,711.5486865276811,387.70530305743046,421.7329897474854,905.9800307587275,287.49448510946536,37.63119816200285,2714.4614952007896,2883.117402961213,51.855117323517504,2676.8302970387867,2026-08-06,4,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2027Q4,3700.9529,144.0741,26284.1,614.6433553131775,337.16775312996054,424.2659206168397,972.568243297629,289.7317962776324,25.049029142511387,2638.377068635239,1087.6248605072726,29.38769797657443,2613.328039492728,2026-08-06,5,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2026Q3,4804.0355,146.813,26028.0,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.81994531883157,32.51498424666773,2358.8775039740794,2477.672980272588,51.57482662800032,2326.362519727412,2026-09-11,0,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2026Q4,3178.1078,131.7983,22987.300000000003,543.8839154594368,318.28945042540175,377.0001106188714,781.7159268353145,273.9352756325968,21.510275070034734,2294.8246789716213,904.7933960984136,28.46956280395566,2273.3144039015865,2026-09-11,1,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2027Q1,3053.1293,169.0178,32599.600000000002,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547058,20.66438749100411,2479.710444550169,594.0832429408351,19.458175025238372,2459.046057059165,2026-09-11,2,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2027Q2,4028.9807,157.1001,29647.9,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968275,240.0899906123532,27.269208146073925,2670.970177693276,1385.2797304527978,34.38288325513195,2643.7009695472025,2026-09-11,3,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2027Q3,5280.7325,155.958,28390.8,671.6252746940066,378.08248326947916,421.7329897474854,886.6546449203443,287.49448510946536,35.74139575953723,2645.589877740781,2670.8840180187563,50.577907856888345,2609.848481981244,2026-09-11,4,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2027Q4,3465.7641,139.7655,24834.2,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182937,289.7317962776324,23.457209072282367,2576.6856018143617,912.5357072579205,26.330000569222832,2553.2283927420794,2026-09-11,5,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2028Q1,3309.9486,179.2349,35318.0,696.6957677835456,327.46126352887296,474.924538003925,1036.3237607668468,252.81616200287615,22.402608512422507,2788.2214920860665,544.1297164263561,16.439219522211197,2765.818883573644,2026-09-11,6,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2028Q2,4361.7464,166.5968,32085.299999999996,743.8133123518135,345.74437028074544,473.6580725692479,1191.9914534055854,253.9348175869597,29.52145451130819,3009.1420261943517,1382.1258283169564,31.687441257863053,2979.6205716830436,2026-09-11,7,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2028Q3,5717.0633,165.3857,30699.8,725.454179089476,391.32418953782553,474.6071157803862,1069.9758863861634,304.07289969618876,38.69459814289512,2965.43427049004,2790.323627652855,48.80693952877617,2926.7396723471447,2026-09-11,8,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2028Q4,3748.6827,148.2143,26837.6,633.77864187415,340.97480656284404,477.4576089682564,1141.4050117686181,306.43922576386336,25.37207706651124,2900.055294937732,873.999482128779,23.31484289477952,2874.6832178712207,2026-09-11,9,b_elastic_rw,PIT,ws06_base,base,26,2026-08-06,
2026Q3,4804.0355,146.813,26028.0,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.81994531883157,32.51498424666773,2358.8775039740794,2477.672980272588,51.57482662800032,2326.362519727412,2026-09-11,0,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2026Q4,3178.1078,131.7983,22987.300000000003,543.8839154594368,318.28945042540175,377.0001106188714,781.7159268353145,273.9352756325968,21.510275070034734,2294.8246789716213,904.7933960984136,28.46956280395566,2273.3144039015865,2026-09-11,1,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2027Q1,3053.1293,169.0178,32599.600000000002,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547058,20.66438749100411,2479.710444550169,594.0832429408351,19.458175025238372,2459.046057059165,2026-09-11,2,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2027Q2,4028.9807,157.1001,29647.9,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968275,240.0899906123532,27.269208146073925,2670.970177693276,1385.2797304527978,34.38288325513195,2643.7009695472025,2026-09-11,3,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2027Q3,5280.7325,155.958,28390.8,671.6252746940066,378.08248326947916,421.7329897474854,886.6546449203443,287.49448510946536,35.74139575953723,2645.589877740781,2670.8840180187563,50.577907856888345,2609.848481981244,2026-09-11,4,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2027Q4,3465.7641,139.7655,24834.2,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182937,289.7317962776324,23.457209072282367,2576.6856018143617,912.5357072579205,26.330000569222832,2553.2283927420794,2026-09-11,5,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2028Q1,3309.9486,179.2349,35318.0,696.6957677835456,327.46126352887296,474.924538003925,1036.3237607668468,252.81616200287615,22.402608512422507,2788.2214920860665,544.1297164263561,16.439219522211197,2765.818883573644,2026-09-11,6,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2028Q2,4361.7464,166.5968,32085.299999999996,743.8133123518135,345.74437028074544,473.6580725692479,1191.9914534055854,253.9348175869597,29.52145451130819,3009.1420261943517,1382.1258283169564,31.687441257863053,2979.6205716830436,2026-09-11,7,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2028Q3,5717.0633,165.3857,30699.8,725.454179089476,391.32418953782553,474.6071157803862,1069.9758863861634,304.07289969618876,38.69459814289512,2965.43427049004,2790.323627652855,48.80693952877617,2926.7396723471447,2026-09-11,8,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2028Q4,3748.6827,148.2143,26837.6,633.77864187415,340.97480656284404,477.4576089682564,1141.4050117686181,306.43922576386336,25.37207706651124,2900.055294937732,873.999482128779,23.31484289477952,2874.6832178712207,2026-09-11,9,b_elastic_rw,full_sample,ws06_base,base,26,2026-08-06,
2026Q3,4755.0,144.956,25350.899999999998,604.3863721850661,361.27487352668794,374.74936368980354,726.9500889341915,271.81994531883157,32.183098999352744,2339.1806436545808,2448.002455344772,51.48270147938532,2306.997544655228,2026-09-11,0,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2026Q4,3123.807,131.652,22642.3,537.2646813028805,318.0194939368866,377.0001106188714,776.0985582142815,273.9352756325968,21.142752878206327,2282.318119705517,862.6316331726892,27.614754470192597,2261.1753668273104,2026-09-11,1,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2027Q1,2995.1629,163.5523,30306.899999999998,607.0804860675973,308.5343713625237,422.0150492002292,851.4169539558097,239.03232545547058,20.272055547820916,2428.0791860416307,587.3557695061901,19.610144393354705,2407.80713049381,2026-09-11,2,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2027Q2,3803.7239,152.7876,27799.399999999998,653.2131725418034,327.01663133257614,420.8896757356953,964.2799038941937,240.0899906123532,25.744610481578153,2605.4893741166215,1223.9791363649565,32.17844324518287,2579.7447636350435,2026-09-11,3,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2027Q3,4936.538,149.8918,26162.199999999997,628.6058744865479,366.79499850870644,421.7329897474854,861.9952678850821,287.49448510946536,33.411796249856316,2566.6236157372873,2403.3261805125685,48.68444607359588,2533.211819487431,2026-09-11,4,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2027Q4,3212.9091,136.0321,23564.699999999997,562.6212402791537,322.6925998696844,424.2659206168397,916.6828169914392,289.7317962776324,21.745819482906693,2515.9943740347494,718.6605454481571,22.367907808165413,2494.248554551843,2026-09-11,5,b_elastic_rw,PIT,ws06_bear,bear,26,2026-08-06,
2026Q3,4755.0,144.956,25350.899999999998,604.3863721850661,361.27487352668794,374.74936368980354,726.9500889341915,271.81994531883157,32.183098999352744,2339.1806436545808,2448.002455344772,51.48270147938532,2306.997544655228,2026-09-11,0,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2026Q4,3123.807,131.652,22642.3,537.2646813028805,318.0194939368866,377.0001106188714,776.0985582142815,273.9352756325968,21.142752878206327,2282.318119705517,862.6316331726892,27.614754470192597,2261.1753668273104,2026-09-11,1,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2027Q1,2995.1629,163.5523,30306.899999999998,607.0804860675973,308.5343713625237,422.0150492002292,851.4169539558097,239.03232545547058,20.272055547820916,2428.0791860416307,587.3557695061901,19.610144393354705,2407.80713049381,2026-09-11,2,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2027Q2,3803.7239,152.7876,27799.399999999998,653.2131725418034,327.01663133257614,420.8896757356953,964.2799038941937,240.0899906123532,25.744610481578153,2605.4893741166215,1223.9791363649565,32.17844324518287,2579.7447636350435,2026-09-11,3,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2027Q3,4936.538,149.8918,26162.199999999997,628.6058744865479,366.79499850870644,421.7329897474854,861.9952678850821,287.49448510946536,33.411796249856316,2566.6236157372873,2403.3261805125685,48.68444607359588,2533.211819487431,2026-09-11,4,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2027Q4,3212.9091,136.0321,23564.699999999997,562.6212402791537,322.6925998696844,424.2659206168397,916.6828169914392,289.7317962776324,21.745819482906693,2515.9943740347494,718.6605454481571,22.367907808165413,2494.248554551843,2026-09-11,5,b_elastic_rw,full_sample,ws06_bear,bear,26,2026-08-06,
2026Q3,4878.0,148.296,26649.3,629.3321899967984,367.6173183237593,374.74936368980354,734.7609546017485,271.81994531883157,33.01559556652843,2378.2797719309415,2532.735823635587,51.92160360056555,2345.264176364413,2026-09-11,0,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2026Q4,3227.9366,132.7003,23464.4,553.0066160756695,319.9522854214302,377.0001106188714,786.8217678610541,273.9352756325968,21.847529581794763,2310.716055609622,939.0680739721729,29.091899573621514,2288.868526027827,2026-09-11,1,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2027Q1,3119.9376,172.6385,34122.3,668.2599265394815,321.5455377087953,422.0150492002292,866.0840548652517,239.03232545547058,21.11656375449064,2516.9368937692284,624.1172699852625,20.00415873654853,2495.820330014738,2026-09-11,2,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2027Q2,4189.9054,161.3801,31316.1,719.3574533534245,340.9756419242195,420.8896757356953,1004.1007168779703,240.0899906123532,28.358389124316012,2725.4134785036626,1492.850310620653,35.62969012667095,2697.0550893793466,2026-09-11,3,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2027Q3,5559.9477,161.174,30489.3,711.5486865276811,387.70530305743046,421.7329897474854,905.9800307587275,287.49448510946536,37.63119816200285,2714.4614952007896,2883.117402961213,51.855117323517504,2676.8302970387867,2026-09-11,4,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2027Q4,3700.9529,144.0741,26284.1,614.6433553131775,337.16775312996054,424.2659206168397,972.568243297629,289.7317962776324,25.049029142511387,2638.377068635239,1087.6248605072726,29.38769797657443,2613.328039492728,2026-09-11,5,b_elastic_rw,PIT,ws06_bull,bull,26,2026-08-06,
2026Q3,4878.0,148.296,26649.3,629.3321899967984,367.6173183237593,374.74936368980354,734.7609546017485,271.81994531883157,33.01559556652843,2378.2797719309415,2532.735823635587,51.92160360056555,2345.264176364413,2026-09-11,0,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2026Q4,3227.9366,132.7003,23464.4,553.0066160756695,319.9522854214302,377.0001106188714,786.8217678610541,273.9352756325968,21.847529581794763,2310.716055609622,939.0680739721729,29.091899573621514,2288.868526027827,2026-09-11,1,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2027Q1,3119.9376,172.6385,34122.3,668.2599265394815,321.5455377087953,422.0150492002292,866.0840548652517,239.03232545547058,21.11656375449064,2516.9368937692284,624.1172699852625,20.00415873654853,2495.820330014738,2026-09-11,2,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2027Q2,4189.9054,161.3801,31316.1,719.3574533534245,340.9756419242195,420.8896757356953,1004.1007168779703,240.0899906123532,28.358389124316012,2725.4134785036626,1492.850310620653,35.62969012667095,2697.0550893793466,2026-09-11,3,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2027Q3,5559.9477,161.174,30489.3,711.5486865276811,387.70530305743046,421.7329897474854,905.9800307587275,287.49448510946536,37.63119816200285,2714.4614952007896,2883.117402961213,51.855117323517504,2676.8302970387867,2026-09-11,4,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2027Q4,3700.9529,144.0741,26284.1,614.6433553131775,337.16775312996054,424.2659206168397,972.568243297629,289.7317962776324,25.049029142511387,2638.377068635239,1087.6248605072726,29.38769797657443,2613.328039492728,2026-09-11,5,b_elastic_rw,full_sample,ws06_bull,bull,26,2026-08-06,
2022Q1,1581.7529973227795,102.09197145944222,19693.31562689441,329.8791896169361,189.28013765061417,221.7230581734008,308.5549929950334,132.7525720740506,45.82480319979943,1182.189950510035,445.3878500125439,28.15786350753828,1136.3651473102357,2022-02-15,0,b_elastic_eq,PIT,naive,backtest,8,2022-02-15,added_2021_obs
2022Q2,2380.6541729717146,131.70784775729456,25614.820761831434,381.5712947627753,210.87495061275789,208.15358194443044,442.1291775913715,158.10392143355978,68.96968689034075,1400.832926344895,1048.7909335171603,44.05473694686109,1331.8632394545543,2022-02-15,1,b_elastic_eq,PIT,naive,backtest,8,2022-02-15,added_2021_obs
2022Q3,3989.156093586311,126.3132316605202,22746.43709000327,403.79268192025717,236.19057612770123,215.44272773459025,405.5069655200815,154.78664028923396,115.56943039227885,1415.7195915918642,2689.0059323867254,67.40788952104576,1300.1501611995855,2022-02-15,2,b_elastic_eq,PIT,naive,backtest,8,2022-02-15,added_2021_obs
2022Q1,1581.7529973227795,102.09197145944222,19693.31562689441,417.67709763149855,235.5006432461347,243.8544311392091,293.55493054165385,154.939899970536,45.82480319979943,1345.5270025290322,282.0507979935467,17.831532386594883,1299.7021993292328,2022-02-15,0,b_elastic_eq,full_sample,naive,backtest,8,2022-02-15,
2022Q2,2380.6541729717146,131.70784775729456,25614.820761831434,483.0991450403143,262.34782158729206,228.93051238248347,420.68280915579334,184.52829492599813,68.96968689034075,1579.5885830918812,870.0352767701742,36.54605892144887,1510.6188962015403,2022-02-15,1,b_elastic_eq,full_sample,naive,backtest,8,2022-02-15,
2022Q3,3989.156093586311,126.3132316605202,22746.43709000327,511.22689764187896,293.8378394486533,236.9472270841185,385.84619515511326,180.6565868253876,115.56943039227885,1608.5147461551517,2496.210777823438,62.57490855864974,1492.9453157628727,2022-02-15,2,b_elastic_eq,full_sample,naive,backtest,8,2022-02-15,
2022Q2,2271.1555806087936,131.72370469766645,22372.733977491225,372.27168119478563,217.59571036120767,212.36014466006714,431.3302384499116,165.6211331409499,51.193686436890864,1399.1789078069219,923.1703592387626,40.64760543578888,1347.985221370031,2022-05-03,0,b_elastic_eq,PIT,naive,backtest,9,2022-05-03,added_2021_obs
2022Q3,3805.6741826381062,126.3284391171504,19867.40374575227,393.95213149425575,243.71821711428012,219.79659634149868,395.6026614172035,162.14612849154767,85.7829786961235,1415.2157348587857,2476.241426475444,65.0670894994722,1329.4327561626624,2022-05-03,1,b_elastic_eq,PIT,naive,backtest,9,2022-05-03,added_2021_obs
2022Q4,2606.2998872604285,116.33198780433773,18863.96057695837,373.57883923006966,239.7601778777393,249.03605196812856,480.35317951530016,153.9527870400276,58.748110577765395,1496.6810356312653,1168.3669622069285,44.82856972514546,1437.9329250535,2022-05-03,2,b_elastic_eq,PIT,naive,backtest,9,2022-05-03,added_2021_obs
2022Q2,2271.1555806087936,131.72370469766645,22372.733977491225,438.1379794596513,262.3673047361698,228.93051238248347,412.6424292391744,184.52829492599813,51.193686436890864,1526.6065207434772,795.7427463022073,35.036910421121604,1475.4128343065863,2022-05-03,0,b_elastic_eq,full_sample,naive,backtest,9,2022-05-03,
2022Q3,3805.6741826381062,126.3284391171504,19867.40374575227,463.64793288869765,293.85966119025295,236.9472270841185,378.47163662571995,180.6565868253876,85.7829786961235,1553.5830446141767,2337.874116720053,61.431273527977915,1467.8000659180534,2022-05-03,1,b_elastic_eq,full_sample,naive,backtest,9,2022-05-03,
2022Q4,2606.2998872604285,116.33198780433773,18863.96057695837,439.65825683672784,289.0775775144052,268.4682244403046,459.57338680473237,171.52790077474447,58.748110577765395,1628.3053463709145,1036.7426514672793,39.77833312792855,1569.5572357931492,2022-05-03,2,b_elastic_eq,full_sample,naive,backtest,9,2022-05-03,
2022Q3,2955.342560553633,83.36259752619083,12653.954511285874,346.84737402114735,230.98224754081556,222.75829883204568,304.8701904536151,165.28835844764444,48.275705832432685,1270.746469295268,1732.8717970907978,58.63522625837913,1222.4707634628353,2022-08-02,0,b_elastic_eq,PIT,guide_cushion,backtest,10,2022-08-02,added_2021_obs
2022Q4,2414.4779026217225,91.57815362272886,14333.117366947214,350.24242178548906,235.0222019479571,252.39174858776153,436.5183176922297,156.93623822546235,39.44064776843997,1431.1109282388998,1022.8076221512626,42.361440584760096,1391.6702804704598,2022-08-02,1,b_elastic_eq,PIT,naive,backtest,10,2022-08-02,added_2021_obs
2023Q1,2378.229213483146,127.42753376629427,21823.900507119,429.88215115707646,243.47589667635495,256.1177475430441,435.31347555054145,168.71383598147065,38.84852316095034,1533.5031069084876,883.5746297356087,37.15262703553828,1494.6545837475373,2022-08-02,2,b_elastic_eq,PIT,naive,backtest,10,2022-08-02,added_2021_obs
