ORACLE_NOT_A_FORECAST,method,object,target,quarter,vintage_date,horizon_q,point,window,prior_basis,spec_id,n_params,n_train,knowable_from,actual,target_print_date,notes,q05,q10,q25,q50,q75,q90,q95,sd,sigma_n,sigma_kind
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q3,2023-08-03,0,445.2119634263626,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,370.0,2023-11-01,rev_leg=actual;scenario=backtest;,367.6184188581112,384.756657927905,413.39390397406555,445.2119634263626,477.0300228786596,505.6672689248202,522.805507994614,47.173525532518774,8.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q3,2023-08-03,0,211.73627510899982,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,202.0,2023-11-01,rev_leg=actual;scenario=backtest;,179.05875979317588,186.27630698483472,198.33651188310824,211.73627510899982,225.1360383348914,237.19624323316495,244.4137904248238,19.866518686156635,8.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,50.292050881424494,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,53.98881365911098,2023-11-01,rev_leg=actual;scenario=backtest;,45.41928768028678,46.49554448922964,48.29392242765357,50.292050881424494,52.29017933519542,54.08855727361935,55.16481408256221,2.962429678419935,8.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-08-03,0,1708.42096844199,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,1834.0,2023-11-01,rev_leg=actual;scenario=backtest;,1138.6919281336598,1264.5291037922582,1474.7975068886196,1708.42096844199,1942.0444299953604,2152.312833091722,2278.1500087503205,346.37066239398507,8.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-08-03,0,1688.57903155801,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,1563.0,2023-11-01,rev_leg=actual;scenario=backtest;,1579.0307447843772,1603.226890724861,1643.6575896925108,1688.57903155801,1733.5004734235094,1773.931172391159,1798.1273183316428,66.60062936825975,8.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q4,2023-08-03,1,397.9008528737222,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,384.0,2024-02-13,rev_leg=actual;scenario=backtest;,338.8964368943874,351.92885850696007,373.7054636048743,397.9008528737222,422.0962421425701,443.8728472404844,456.905268853057,35.87213780760056,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q4,2023-08-03,1,292.695678616741,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,254.0,2024-02-13,rev_leg=actual;scenario=backtest;,264.86027690169504,271.0083369220308,281.2814756495229,292.695678616741,304.1098815839591,314.3830203114513,320.531080331787,16.922722641670767,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q4,2023-08-03,1,273.178704424706,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,253.0,2024-02-13,rev_leg=actual;scenario=backtest;,255.9263127664571,259.73688250405564,266.1041774581794,273.178704424706,280.2532313912326,286.62052634535627,290.43109608295487,10.488709375450037,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q4,2023-08-03,1,463.0713495130884,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,391.0,2024-02-13,rev_leg=actual;scenario=backtest;,375.6194428872716,394.9351178084528,427.21076369090787,463.0713495130884,498.931935335269,531.207581217724,550.5232561389053,53.16698409687546,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q4,2023-08-03,1,231.1518642743907,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,211.0,2024-02-13,rev_leg=actual;scenario=backtest;,201.23462498805182,207.84250457456181,218.88398163598347,231.1518642743907,243.41974691279793,254.4612239742196,261.06910356072956,18.18839001606891,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,25.762088263165086,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,33.27321911632101,2024-02-13,rev_leg=actual;scenario=backtest;,22.95708640761569,23.576632694089767,24.611867374297585,25.762088263165086,26.912309152032588,27.947543832240406,28.567090118714482,1.7053200416064436,6.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q4,2023-08-03,1,571.4031176770017,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,738.0,2024-02-13,rev_leg=actual;scenario=backtest;,501.9635136197696,517.3007757833492,542.9286683844634,571.4031176770017,599.8775669695399,625.5054595706541,640.8427217342336,42.21628169184239,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q4,2023-08-03,1,1646.5968823229982,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,1480.0,2024-02-13,rev_leg=actual;scenario=backtest;,1549.663854653273,1571.0736434598848,1606.8484618268371,1646.5968823229982,1686.3453028191593,1722.1201211861119,1743.5299099927233,58.931096409702064,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2024Q1,2023-08-03,2,486.33865930048637,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,480.0,2024-05-08,rev_leg=actual;scenario=backtest;,415.7759674673771,431.3612882408119,457.4036759026711,486.33865930048637,515.2736426983015,541.3160303601609,556.9013511335958,42.8990705780236,4.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2024Q1,2023-08-03,2,320.65429133796556,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,266.0,2024-05-08,rev_leg=actual;scenario=backtest;,293.43721247279785,299.44870230701184,309.493638241521,320.65429133796556,331.8149444344101,341.8598803689193,347.87137020313327,16.54680904076014,4.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2024Q1,2023-08-03,2,297.3149754983748,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,290.0,2024-05-08,rev_leg=actual;scenario=backtest;,281.17734740523423,284.74169711781104,290.6975692058325,297.3149754983748,303.932381790917,309.88825387893854,313.4526035915153,9.810981250076086,4.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2024Q1,2023-08-03,2,527.0020048548699,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,479.0,2024-05-08,rev_leg=actual;scenario=backtest;,453.1058883414253,469.42746919178563,496.7001151602896,527.0020048548699,557.3038945494502,584.5765405179543,600.8981213683146,44.925648886096766,4.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2024Q1,2023-08-03,2,222.97982866873042,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,223.0,2024-05-08,rev_leg=actual;scenario=backtest;,204.29908949629765,208.42514116359848,215.31959258970326,222.97982866873042,230.64006474775758,237.5345161738624,241.66056784116319,11.357083005042306,4.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2024Q1,2023-08-03,2,13.945897844568181,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,19.79458450046685,2024-05-08,rev_leg=actual;scenario=backtest;,10.828452246316681,11.517008597843006,12.667556070952987,13.945897844568181,15.224239618183375,16.374787091293356,17.063343442819683,1.895272349570272,4.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2024Q1,2023-08-03,2,298.72113183065045,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,424.0,2024-05-08,rev_leg=actual;scenario=backtest;,229.10181273742984,244.47876891509713,270.172988473337,298.72113183065045,327.2692751879639,352.96349474620376,368.34045092387106,42.325540675768934,4.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2024Q1,2023-08-03,2,1843.2788681693496,W1,PIT,e_revknown_rw,10.0,14.0,2023-08-03,1718.0,2024-05-08,rev_leg=actual;scenario=backtest;,1687.175863395066,1721.6546416261804,1779.2671683014373,1843.2788681693496,1907.2905680372617,1964.9030947125189,1999.3818729436334,94.9038882344813,4.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q3,2023-08-03,0,462.8370506523008,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,459.0,2023-11-01,rev_leg=actual;scenario=backtest;,435.3564512327536,441.4261453710227,451.5683381455947,462.8370506523008,474.10576315900687,484.24795593357885,490.31765007184794,16.70701816214432,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q3,2023-08-03,0,295.6939632941807,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,299.0,2023-11-01,rev_leg=actual;scenario=backtest;,266.49511159783486,272.94431950191847,283.7206631390893,295.6939632941807,307.6672634492721,318.443607086443,324.8928149905266,17.751641372772003,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q3,2023-08-03,0,259.14762529248316,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,244.0,2023-11-01,rev_leg=actual;scenario=backtest;,238.57196623382538,243.11655258991934,250.71035713001748,259.14762529248316,267.5848934549488,275.178697995047,279.723284351141,12.50911249579828,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q3,2023-08-03,0,445.70172921819625,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,370.0,2023-11-01,rev_leg=actual;scenario=backtest;,384.37653562761443,397.9215519637648,420.5546803696617,445.70172921819625,470.8487780667308,493.4819064726277,507.02692280877807,37.28307041170604,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q3,2023-08-03,0,191.8276718386427,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,202.0,2023-11-01,rev_leg=actual;scenario=backtest;,166.82885312816563,172.35039147141964,181.57663994684003,191.8276718386427,202.07870373044534,211.3049522058657,216.82649054911974,15.198202624758288,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-08-03,0,51.788464640239475,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,53.98881365911098,2023-11-01,rev_leg=actual;scenario=backtest;,48.27162470730029,49.04839607244773,50.34634696546249,51.788464640239475,53.23058231501646,54.52853320803122,55.30530457317866,2.1380868639705035,42.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-08-03,0,1759.2541438289352,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,1834.0,2023-11-01,rev_leg=actual;scenario=backtest;,1515.4109282392658,1569.2690597059516,1659.2636359349842,1759.2541438289352,1859.2446517228864,1949.239227951919,2003.0973594186046,148.24614883307387,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-08-03,0,1637.7458561710648,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,1563.0,2023-11-01,rev_leg=actual;scenario=backtest;,1551.2143179848213,1570.3267093153706,1602.2626772310073,1637.7458561710648,1673.2290351111224,1705.165003026759,1724.2773943573084,52.60743981616081,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q4,2023-08-03,1,391.1900170768837,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,384.0,2024-02-13,rev_leg=actual;scenario=backtest;,368.4922366985898,373.5055401717249,381.8825504631309,391.1900170768837,400.49748369063644,408.8744939820425,413.8877974551776,13.799270650216668,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q4,2023-08-03,1,262.26333199704936,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,254.0,2024-02-13,rev_leg=actual;scenario=backtest;,237.34253118029588,242.8468375576461,252.04429217359018,262.26333199704936,272.48237182050855,281.67982643645263,287.1841328138028,15.150771113257674,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q4,2023-08-03,1,280.2179926689522,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,253.0,2024-02-13,rev_leg=actual;scenario=backtest;,257.39116275053067,262.43296964985745,270.8576079166749,280.2179926689522,289.57837742122945,298.00301568804696,303.04482258737374,13.877727199792323,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q4,2023-08-03,1,463.0924524391493,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,391.0,2024-02-13,rev_leg=actual;scenario=backtest;,399.3369913031095,413.4187856203326,436.94884649715254,463.0924524391493,489.2360583811461,512.7661192579661,526.8479135751891,38.76056816934066,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q4,2023-08-03,1,209.4177010627574,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,211.0,2024-02-13,rev_leg=actual;scenario=backtest;,181.96867555389545,188.03139590030204,198.16193577444315,209.4177010627574,220.67346635107162,230.80400622521276,236.86672657161932,16.687822587433047,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q4,2023-08-03,1,28.09828999706303,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,33.27321911632101,2024-02-13,rev_leg=actual;scenario=backtest;,24.504641564390244,25.29837777420809,26.624676178830242,28.09828999706303,29.57190381529582,30.89820221991797,31.691938429735817,2.1847831161324414,39.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q4,2023-08-03,1,623.220072134858,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,738.0,2024-02-13,rev_leg=actual;scenario=backtest;,539.264732644123,557.8081138929626,588.7932909107535,623.220072134858,657.6468533589624,688.6320303767533,707.175411625593,51.041222218864284,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q4,2023-08-03,1,1594.7799278651419,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,1480.0,2024-02-13,rev_leg=actual;scenario=backtest;,1507.5528183125543,1526.8188418612583,1559.011522477307,1594.7799278651419,1630.548333252977,1662.7410138690254,1682.0070374177296,53.03031718041193,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2024Q1,2023-08-03,2,476.5219808033634,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,480.0,2024-05-08,rev_leg=actual;scenario=backtest;,450.6963736643087,456.4005263967873,465.93191550973165,476.5219808033634,487.11204609699524,496.6434352099396,502.3475879424182,15.700854298457688,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2024Q1,2023-08-03,2,283.19632509858604,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,266.0,2024-05-08,rev_leg=actual;scenario=backtest;,257.3712962581195,263.07532126064956,272.60649694245024,283.19632509858604,293.78615325472185,303.3173289365226,309.0213539390526,15.700502717880099,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2024Q1,2023-08-03,2,304.976208888699,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,290.0,2024-05-08,rev_leg=actual;scenario=backtest;,279.33581914208975,284.99906254416885,294.462093959717,304.976208888699,315.490323817681,324.9533552332291,330.6165986353082,15.588250119331558,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2024Q1,2023-08-03,2,527.6060012069454,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,479.0,2024-05-08,rev_leg=actual;scenario=backtest;,455.73572640703924,471.609855606655,498.1348294856317,527.6060012069454,557.0771729282591,583.6021468072358,599.4762760068515,43.69402457597919,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2024Q1,2023-08-03,2,202.0140449645791,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,223.0,2024-05-08,rev_leg=actual;scenario=backtest;,174.93860074553427,180.9188074563992,190.91147066342504,202.0140449645791,213.1166192657332,223.10928247275902,229.08948918362395,16.460701290014335,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2024Q1,2023-08-03,2,16.745860435523092,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,19.79458450046685,2024-05-08,rev_leg=actual;scenario=backtest;,13.216913682174841,13.996359104599854,15.298778230079312,16.745860435523092,18.19294264096687,19.49536176644633,20.274807188871343,2.145447288150926,36.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2024Q1,2023-08-03,2,358.69633052890464,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,424.0,2024-05-08,rev_leg=actual;scenario=backtest;,309.90027889808687,320.67795896366715,338.6869897974595,358.69633052890464,378.7056712603498,396.7147020941422,407.4923821597224,29.665892959275077,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2024Q1,2023-08-03,2,1783.3036694710954,W1,full_sample,e_revknown_rw,10.0,14.0,2023-08-03,1718.0,2024-05-08,rev_leg=actual;scenario=backtest;,1687.0282150754078,1708.2927643773794,1743.8248939002176,1783.3036694710954,1822.7824450419732,1858.3145745648114,1879.5791238667832,58.53132024526827,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q4,2023-11-01,0,395.3596037706196,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,384.0,2024-02-13,rev_leg=actual;scenario=backtest;,353.72039363585947,362.9173280192242,378.28500212706246,395.3596037706196,412.43420541417674,427.80187952201493,436.9988139053797,25.314842276837187,10.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q4,2023-11-01,0,284.0074567097626,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,254.0,2024-02-13,rev_leg=actual;scenario=backtest;,247.821860138291,255.81424414878688,269.1691673980121,284.0074567097626,298.8457460215131,312.2006692707384,320.1930532812342,21.999280652429242,10.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q4,2023-11-01,0,271.03542903658956,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,253.0,2024-02-13,rev_leg=actual;scenario=backtest;,251.63060358967428,255.91658561907272,263.07827366797113,271.03542903658956,278.99258440520805,286.1542724541064,290.4402544835048,11.797296202507493,10.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q4,2023-11-01,0,435.0017053437207,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,391.0,2024-02-13,rev_leg=actual;scenario=backtest;,337.3471879381791,358.91633360427744,394.9574302963058,435.0017053437207,475.0459803911356,511.08707708316393,532.6562227492623,59.3697310237458,10.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q4,2023-11-01,0,228.70124665217716,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,211.0,2024-02-13,rev_leg=actual;scenario=backtest;,192.49434388112593,200.49143383390214,213.85422050634207,228.70124665217716,243.54827279801225,256.91105947045224,264.9081494232284,22.01223390202576,10.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,27.70841999131401,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,33.27321911632101,2024-02-13,rev_leg=actual;scenario=backtest;,21.244621683978714,22.672293551611983,25.057870645040133,27.70841999131401,30.358969337587887,32.74454643101603,34.172218298649305,3.9297103410442213,10.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q4,2023-11-01,0,614.5727554073447,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,738.0,2024-02-13,rev_leg=actual;scenario=backtest;,410.58338081100874,455.63891589427357,530.9247395233169,614.5727554073447,698.2207712913727,773.5065949204159,818.5621300036807,124.01673392325154,10.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q4,2023-11-01,0,1603.4272445926554,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,1480.0,2024-02-13,rev_leg=actual;scenario=backtest;,1435.0676970294285,1472.253602015157,1534.3896188012898,1603.4272445926554,1672.464870384021,1734.6008871701538,1771.7867921558823,102.35533715863832,10.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2024Q1,2023-11-01,1,483.0006904369928,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,480.0,2024-05-08,rev_leg=actual;scenario=backtest;,420.3162111046279,434.16145556073934,457.29625199135495,483.0006904369928,508.7051288826306,531.8399253132462,545.6851697693576,38.109457464943326,8.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2024Q1,2023-11-01,1,310.15966876901973,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,266.0,2024-05-08,rev_leg=actual;scenario=backtest;,269.1303255294328,278.1925574100522,293.33514954193913,310.15966876901973,326.98418799610033,342.12678012798733,351.18901200860665,24.94406953135983,8.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2024Q1,2023-11-01,1,294.9823344133164,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,290.0,2024-05-08,rev_leg=actual;scenario=backtest;,273.7615114088254,278.4485963967892,286.28050990277796,294.9823344133164,303.68415892385485,311.51607242984363,316.20315741780735,12.901344324370706,8.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2024Q1,2023-11-01,1,496.2484666498384,W1,PIT,e_revknown_rw,10.0,15.0,2023-11-01,479.0,2024-05-08,rev_leg=actual;scenario=backtest;,380.2264163809128,405.8524352197282,448.6723891065971,496.2484666498384,543.8245441930796,586.6444980799486,612.2705169187641,70.53639811340406,8.0,relative
