quarter,fee_share,adr_basis,backlog_scale_B,b_path,adr_ratio_r,b_in_force,u_unpaid_share_pct,implied_rnpl_gbv_share_pct,k_uf_m_nights,u_unpaid_m_nights,k_total_m_nights,k_over_nights_q,band_role
4Q21,0.151,current,1.05,step,1.33,1.05,0.0,0.0,38.974,0.0,38.974,0.531,
4Q21,0.151,current,1.1,ramp,1.0,1.1,0.0,0.0,38.974,0.0,38.974,0.531,
4Q21,0.151,current,1.1,step,1.0,1.1,0.0,0.0,38.974,0.0,38.974,0.531,
4Q21,0.151,current,1.1,ramp,1.33,1.1,0.0,0.0,38.974,0.0,38.974,0.531,
4Q21,0.151,current,1.1,step,1.33,1.1,0.0,0.0,38.974,0.0,38.974,0.531,
4Q21,0.151,forward,1.0,ramp,1.0,1.0,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.0,step,1.0,1.0,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.0,ramp,1.33,1.0,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.0,step,1.33,1.0,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.05,ramp,1.0,1.05,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.05,step,1.0,1.05,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.05,ramp,1.33,1.05,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.05,step,1.33,1.05,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.1,ramp,1.0,1.1,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.1,step,1.0,1.1,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.1,ramp,1.33,1.1,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,forward,1.1,step,1.33,1.1,0.0,0.0,35.621,0.0,35.621,0.4853,
4Q21,0.151,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.0,step,1.0,1.0,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.0,step,1.33,1.0,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.05,step,1.0,1.05,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.05,step,1.33,1.05,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.1,step,1.0,1.1,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.151,kernelw,1.1,step,1.33,1.1,0.0,0.0,39.355,0.0,39.355,0.5362,
4Q21,0.155,current,1.0,ramp,1.0,1.0,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.0,step,1.0,1.0,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.0,ramp,1.33,1.0,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.0,step,1.33,1.0,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.05,ramp,1.0,1.05,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.05,step,1.0,1.05,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.05,ramp,1.33,1.05,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.05,step,1.33,1.05,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.1,ramp,1.0,1.1,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.1,step,1.0,1.1,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.1,ramp,1.33,1.1,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,current,1.1,step,1.33,1.1,0.0,0.0,37.968,0.0,37.968,0.5173,
4Q21,0.155,forward,1.0,ramp,1.0,1.0,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.0,step,1.0,1.0,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.0,ramp,1.33,1.0,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.0,step,1.33,1.0,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.05,ramp,1.0,1.05,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.05,step,1.0,1.05,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.05,ramp,1.33,1.05,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.05,step,1.33,1.05,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.1,ramp,1.0,1.1,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.1,step,1.0,1.1,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.1,ramp,1.33,1.1,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,forward,1.1,step,1.33,1.1,0.0,0.0,34.701,0.0,34.701,0.4728,
4Q21,0.155,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.0,step,1.0,1.0,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.0,step,1.33,1.0,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.05,step,1.0,1.05,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.05,step,1.33,1.05,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.1,step,1.0,1.1,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,38.339,0.0,38.339,0.5223,
4Q21,0.155,kernelw,1.1,step,1.33,1.1,0.0,0.0,38.339,0.0,38.339,0.5223,
1Q22,0.124,current,1.0,ramp,1.0,1.0,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.0,step,1.0,1.0,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.0,ramp,1.33,1.0,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.0,step,1.33,1.0,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.05,ramp,1.0,1.05,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.05,step,1.0,1.05,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.05,ramp,1.33,1.05,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.05,step,1.33,1.05,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.1,ramp,1.0,1.1,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.1,step,1.0,1.1,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.1,ramp,1.33,1.1,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,current,1.1,step,1.33,1.1,0.0,0.0,83.86,0.0,83.86,0.8214,
1Q22,0.124,forward,1.0,ramp,1.0,1.0,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.0,step,1.0,1.0,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.0,ramp,1.33,1.0,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.0,step,1.33,1.0,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.05,ramp,1.0,1.05,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.05,step,1.0,1.05,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.05,ramp,1.33,1.05,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.05,step,1.33,1.05,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.1,ramp,1.0,1.1,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.1,step,1.0,1.1,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.1,ramp,1.33,1.1,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,forward,1.1,step,1.33,1.1,0.0,0.0,86.078,0.0,86.078,0.8431,
1Q22,0.124,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.0,step,1.0,1.0,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.0,step,1.33,1.0,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.05,step,1.0,1.05,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.05,step,1.33,1.05,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.1,step,1.0,1.1,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.124,kernelw,1.1,step,1.33,1.1,0.0,0.0,86.336,0.0,86.336,0.8456,
1Q22,0.133,current,1.0,ramp,1.0,1.0,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.0,step,1.0,1.0,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.0,ramp,1.33,1.0,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.0,step,1.33,1.0,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.05,ramp,1.0,1.05,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.05,step,1.0,1.05,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.05,ramp,1.33,1.05,0.0,0.0,78.185,0.0,78.185,0.7658,central
1Q22,0.133,current,1.05,step,1.33,1.05,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.1,ramp,1.0,1.1,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.1,step,1.0,1.1,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.1,ramp,1.33,1.1,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,current,1.1,step,1.33,1.1,0.0,0.0,78.185,0.0,78.185,0.7658,
1Q22,0.133,forward,1.0,ramp,1.0,1.0,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.0,step,1.0,1.0,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.0,ramp,1.33,1.0,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.0,step,1.33,1.0,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.05,ramp,1.0,1.05,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.05,step,1.0,1.05,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.05,ramp,1.33,1.05,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.05,step,1.33,1.05,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.1,ramp,1.0,1.1,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.1,step,1.0,1.1,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.1,ramp,1.33,1.1,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,forward,1.1,step,1.33,1.1,0.0,0.0,80.253,0.0,80.253,0.786,
1Q22,0.133,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.0,step,1.0,1.0,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.0,step,1.33,1.0,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.05,step,1.0,1.05,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.05,step,1.33,1.05,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.1,step,1.0,1.1,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.133,kernelw,1.1,step,1.33,1.1,0.0,0.0,80.494,0.0,80.494,0.7884,
1Q22,0.151,current,1.0,ramp,1.0,1.0,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.0,step,1.0,1.0,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.0,ramp,1.33,1.0,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.0,step,1.33,1.0,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.05,ramp,1.0,1.05,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.05,step,1.0,1.05,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.05,ramp,1.33,1.05,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.05,step,1.33,1.05,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.1,ramp,1.0,1.1,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.1,step,1.0,1.1,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.1,ramp,1.33,1.1,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,current,1.1,step,1.33,1.1,0.0,0.0,68.865,0.0,68.865,0.6745,
1Q22,0.151,forward,1.0,ramp,1.0,1.0,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.0,step,1.0,1.0,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.0,ramp,1.33,1.0,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.0,step,1.33,1.0,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.05,ramp,1.0,1.05,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.05,step,1.0,1.05,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.05,ramp,1.33,1.05,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.05,step,1.33,1.05,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.1,ramp,1.0,1.1,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.1,step,1.0,1.1,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.1,ramp,1.33,1.1,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,forward,1.1,step,1.33,1.1,0.0,0.0,70.686,0.0,70.686,0.6923,
1Q22,0.151,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.0,step,1.0,1.0,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.0,step,1.33,1.0,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.05,step,1.0,1.05,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.05,step,1.33,1.05,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.1,step,1.0,1.1,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.151,kernelw,1.1,step,1.33,1.1,0.0,0.0,70.898,0.0,70.898,0.6944,
1Q22,0.155,current,1.0,ramp,1.0,1.0,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.0,step,1.0,1.0,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.0,ramp,1.33,1.0,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.0,step,1.33,1.0,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.05,ramp,1.0,1.05,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.05,step,1.0,1.05,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.05,ramp,1.33,1.05,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.05,step,1.33,1.05,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.1,ramp,1.0,1.1,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.1,step,1.0,1.1,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.1,ramp,1.33,1.1,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,current,1.1,step,1.33,1.1,0.0,0.0,67.088,0.0,67.088,0.6571,
1Q22,0.155,forward,1.0,ramp,1.0,1.0,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.0,step,1.0,1.0,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.0,ramp,1.33,1.0,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.0,step,1.33,1.0,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.05,ramp,1.0,1.05,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.05,step,1.0,1.05,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.05,ramp,1.33,1.05,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.05,step,1.33,1.05,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.1,ramp,1.0,1.1,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.1,step,1.0,1.1,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.1,ramp,1.33,1.1,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,forward,1.1,step,1.33,1.1,0.0,0.0,68.862,0.0,68.862,0.6745,
1Q22,0.155,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.0,step,1.0,1.0,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.0,step,1.33,1.0,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.05,step,1.0,1.05,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.05,step,1.33,1.05,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.1,step,1.0,1.1,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,69.069,0.0,69.069,0.6765,
1Q22,0.155,kernelw,1.1,step,1.33,1.1,0.0,0.0,69.069,0.0,69.069,0.6765,
2Q22,0.124,current,1.0,ramp,1.0,1.0,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.0,step,1.0,1.0,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.0,ramp,1.33,1.0,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.0,step,1.33,1.0,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.05,ramp,1.0,1.05,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.05,step,1.0,1.05,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.05,ramp,1.33,1.05,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.05,step,1.33,1.05,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.1,ramp,1.0,1.1,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.1,step,1.0,1.1,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.1,ramp,1.33,1.1,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,current,1.1,step,1.33,1.1,0.0,0.0,97.563,0.0,97.563,0.9408,
2Q22,0.124,forward,1.0,ramp,1.0,1.0,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.0,step,1.0,1.0,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.0,ramp,1.33,1.0,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.0,step,1.33,1.0,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.05,ramp,1.0,1.05,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.05,step,1.0,1.05,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.05,ramp,1.33,1.05,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.05,step,1.33,1.05,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.1,ramp,1.0,1.1,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.1,step,1.0,1.1,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.1,ramp,1.33,1.1,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,forward,1.1,step,1.33,1.1,0.0,0.0,102.116,0.0,102.116,0.9847,
2Q22,0.124,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.0,step,1.0,1.0,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.0,step,1.33,1.0,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.05,step,1.0,1.05,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.05,step,1.33,1.05,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.1,step,1.0,1.1,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.124,kernelw,1.1,step,1.33,1.1,0.0,0.0,96.711,0.0,96.711,0.9326,
2Q22,0.133,current,1.0,ramp,1.0,1.0,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.0,step,1.0,1.0,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.0,ramp,1.33,1.0,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.0,step,1.33,1.0,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.05,ramp,1.0,1.05,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.05,step,1.0,1.05,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.05,ramp,1.33,1.05,0.0,0.0,90.961,0.0,90.961,0.8772,central
2Q22,0.133,current,1.05,step,1.33,1.05,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.1,ramp,1.0,1.1,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.1,step,1.0,1.1,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.1,ramp,1.33,1.1,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,current,1.1,step,1.33,1.1,0.0,0.0,90.961,0.0,90.961,0.8772,
2Q22,0.133,forward,1.0,ramp,1.0,1.0,0.0,0.0,95.206,0.0,95.206,0.9181,
2Q22,0.133,forward,1.0,step,1.0,1.0,0.0,0.0,95.206,0.0,95.206,0.9181,
2Q22,0.133,forward,1.0,ramp,1.33,1.0,0.0,0.0,95.206,0.0,95.206,0.9181,
