quarter,fee_share,adr_basis,backlog_scale_B,adr_ratio_r,b_path,dK_m_nights,dK_lag4_m_nights,b_pp,b_unpaid_pp,b_paid_pp,dK_over_N_lag4_pp,k_over_n_quarters,stays_implied_m
4Q22,0.155,forward,1.1,1.0,ramp,-6.245,-2.78,-4.721,0.0,-4.721,-8.508,0.5133,94.44
4Q22,0.155,forward,1.1,1.0,step,-6.245,-2.78,-4.721,0.0,-4.721,-8.508,0.5133,94.44
4Q22,0.155,forward,1.1,1.33,ramp,-6.245,-2.78,-4.721,0.0,-4.721,-8.508,0.5133,94.44
4Q22,0.155,forward,1.1,1.33,step,-6.245,-2.78,-4.721,0.0,-4.721,-8.508,0.5133,94.44
4Q22,0.155,kernelw,1.0,1.0,ramp,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.0,1.0,step,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.0,1.33,ramp,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.0,1.33,step,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.05,1.0,ramp,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.05,1.0,step,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.05,1.33,ramp,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.05,1.33,step,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.1,1.0,ramp,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.1,1.0,step,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.1,1.33,ramp,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
4Q22,0.155,kernelw,1.1,1.33,step,-0.043,0.77,-1.108,0.0,-1.108,-0.059,0.5614,88.24
1Q23,0.124,current,1.0,1.0,ramp,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.0,1.0,step,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.0,1.33,ramp,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.0,1.33,step,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.05,1.0,ramp,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.05,1.0,step,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.05,1.33,ramp,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.05,1.33,step,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.1,1.0,ramp,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.1,1.0,step,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.1,1.33,ramp,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,current,1.1,1.33,step,41.616,36.4,5.109,0.0,5.109,40.76,0.8588,79.48
1Q23,0.124,forward,1.0,1.0,ramp,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.0,1.0,step,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.0,1.33,ramp,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.0,1.33,step,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.05,1.0,ramp,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.05,1.0,step,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.05,1.33,ramp,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.05,1.33,step,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.1,1.0,ramp,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.1,1.0,step,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.1,1.33,ramp,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,forward,1.1,1.33,step,48.917,42.701,6.088,0.0,6.088,47.911,0.8713,72.18
1Q23,0.124,kernelw,1.0,1.0,ramp,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.0,1.0,step,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.0,1.33,ramp,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.0,1.33,step,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.05,1.0,ramp,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.05,1.0,step,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.05,1.33,ramp,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.05,1.33,step,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.1,1.0,ramp,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.1,1.0,step,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.1,1.33,ramp,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.124,kernelw,1.1,1.33,step,45.424,38.412,6.868,0.0,6.868,44.49,0.8862,75.68
1Q23,0.133,current,1.0,1.0,ramp,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.0,1.0,step,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.0,1.33,ramp,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.0,1.33,step,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.05,1.0,ramp,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.05,1.0,step,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.05,1.33,ramp,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.05,1.33,step,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.1,1.0,ramp,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.1,1.0,step,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.1,1.33,ramp,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,current,1.1,1.33,step,38.8,33.937,4.763,0.0,4.763,38.002,0.8007,82.3
1Q23,0.133,forward,1.0,1.0,ramp,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.0,1.0,step,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.0,1.33,ramp,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.0,1.33,step,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.05,1.0,ramp,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.05,1.0,step,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.05,1.33,ramp,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.05,1.33,step,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.1,1.0,ramp,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.1,1.0,step,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.1,1.33,ramp,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,forward,1.1,1.33,step,45.608,39.812,5.677,0.0,5.677,44.67,0.8123,75.49
1Q23,0.133,kernelw,1.0,1.0,ramp,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.0,1.0,step,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.0,1.33,ramp,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.0,1.33,step,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.05,1.0,ramp,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.05,1.0,step,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.05,1.33,ramp,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.05,1.33,step,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.1,1.0,ramp,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.1,1.0,step,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.1,1.33,ramp,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.133,kernelw,1.1,1.33,step,42.35,35.813,6.403,0.0,6.403,41.479,0.8262,78.75
1Q23,0.151,current,1.0,1.0,ramp,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.0,1.0,step,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.0,1.33,ramp,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.0,1.33,step,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.05,1.0,ramp,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.05,1.0,step,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.05,1.33,ramp,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.05,1.33,step,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.1,1.0,ramp,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.1,1.0,step,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.1,1.33,ramp,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,current,1.1,1.33,step,34.175,29.891,4.196,0.0,4.196,33.472,0.7052,86.92
1Q23,0.151,forward,1.0,1.0,ramp,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.0,1.0,step,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.0,1.33,ramp,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.0,1.33,step,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.05,1.0,ramp,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.05,1.0,step,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.05,1.33,ramp,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.05,1.33,step,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.1,1.0,ramp,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.1,1.0,step,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.1,1.33,ramp,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,forward,1.1,1.33,step,40.171,35.065,5.001,0.0,5.001,39.345,0.7155,80.93
1Q23,0.151,kernelw,1.0,1.0,ramp,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.0,1.0,step,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.0,1.33,ramp,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.0,1.33,step,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.05,1.0,ramp,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.05,1.0,step,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.05,1.33,ramp,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.05,1.33,step,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.1,1.0,ramp,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.1,1.0,step,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.1,1.33,ramp,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.151,kernelw,1.1,1.33,step,37.302,31.543,5.641,0.0,5.641,36.535,0.7277,83.8
1Q23,0.155,current,1.0,1.0,ramp,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.0,1.0,step,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.0,1.33,ramp,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.0,1.33,step,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.05,1.0,ramp,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.05,1.0,step,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.05,1.33,ramp,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.05,1.33,step,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.1,1.0,ramp,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.1,1.0,step,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.1,1.33,ramp,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,current,1.1,1.33,step,33.293,29.12,4.087,0.0,4.087,32.608,0.687,87.81
1Q23,0.155,forward,1.0,1.0,ramp,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.0,1.0,step,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.0,1.33,ramp,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.0,1.33,step,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.05,1.0,ramp,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.05,1.0,step,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.05,1.33,ramp,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.05,1.33,step,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.1,1.0,ramp,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.1,1.0,step,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.1,1.33,ramp,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,forward,1.1,1.33,step,39.134,34.161,4.871,0.0,4.871,38.329,0.697,81.97
1Q23,0.155,kernelw,1.0,1.0,ramp,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.0,1.0,step,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.0,1.33,ramp,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.0,1.33,step,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.05,1.0,ramp,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.05,1.0,step,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.05,1.33,ramp,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.05,1.33,step,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.1,1.0,ramp,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.1,1.0,step,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.1,1.33,ramp,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
1Q23,0.155,kernelw,1.1,1.33,step,36.339,30.73,5.494,0.0,5.494,35.592,0.7089,84.76
2Q23,0.124,current,1.0,1.0,ramp,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.0,1.0,step,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.0,1.33,ramp,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.0,1.33,step,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.05,1.0,ramp,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.05,1.0,step,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.05,1.33,ramp,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.05,1.33,step,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.1,1.0,ramp,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.1,1.0,step,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.1,1.33,ramp,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,current,1.1,1.33,step,10.018,13.703,-3.554,0.0,-3.554,9.661,0.9906,105.08
2Q23,0.124,forward,1.0,1.0,ramp,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.0,1.0,step,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.0,1.33,ramp,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.0,1.33,step,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.05,1.0,ramp,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.05,1.0,step,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.05,1.33,ramp,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.05,1.33,step,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.1,1.0,ramp,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.1,1.0,step,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.1,1.33,ramp,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,forward,1.1,1.33,step,11.773,16.038,-4.113,0.0,-4.113,11.353,1.019,103.33
2Q23,0.124,kernelw,1.0,1.0,ramp,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.0,1.0,step,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.0,1.33,ramp,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.0,1.33,step,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.05,1.0,ramp,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.05,1.0,step,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.05,1.33,ramp,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.05,1.33,step,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.1,1.0,ramp,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.1,1.0,step,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.1,1.33,ramp,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.124,kernelw,1.1,1.33,step,6.148,10.375,-4.076,0.0,-4.076,5.929,0.9858,108.95
2Q23,0.133,current,1.0,1.0,ramp,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.0,1.0,step,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.0,1.33,ramp,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.0,1.33,step,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.05,1.0,ramp,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.05,1.0,step,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.05,1.33,ramp,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.05,1.33,step,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.1,1.0,ramp,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.1,1.0,step,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.1,1.33,ramp,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,current,1.1,1.33,step,9.34,12.776,-3.313,0.0,-3.313,9.007,0.9235,105.76
2Q23,0.133,forward,1.0,1.0,ramp,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.0,1.0,step,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.0,1.33,ramp,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.0,1.33,step,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.05,1.0,ramp,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.05,1.0,step,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.05,1.33,ramp,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.05,1.33,step,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.1,1.0,ramp,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.1,1.0,step,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.1,1.33,ramp,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,forward,1.1,1.33,step,10.975,14.953,-3.836,0.0,-3.836,10.583,0.95,104.12
2Q23,0.133,kernelw,1.0,1.0,ramp,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.0,1.0,step,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.0,1.33,ramp,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.0,1.33,step,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.05,1.0,ramp,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.05,1.0,step,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.05,1.33,ramp,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.05,1.33,step,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.1,1.0,ramp,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.1,1.0,step,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.1,1.33,ramp,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.133,kernelw,1.1,1.33,step,5.732,9.672,-3.799,0.0,-3.799,5.527,0.9191,109.37
2Q23,0.151,current,1.0,1.0,ramp,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.0,1.0,step,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.0,1.33,ramp,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.0,1.33,step,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.05,1.0,ramp,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.05,1.0,step,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.05,1.33,ramp,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.05,1.33,step,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.1,1.0,ramp,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.1,1.0,step,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
2Q23,0.151,current,1.1,1.33,ramp,8.226,11.253,-2.919,0.0,-2.919,7.932,0.8134,106.87
